* Generated by rew_pipeline.py (derived directly from its own WAV, phase referenced to its peak (sample 8192))
* Smoothing: None
* Frequency Step: 0.3662109 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
301.757812 0.000 164.5051
302.124023 0.000 164.6813
302.490234 0.000 164.8575
302.856445 0.000 165.0338
303.222656 0.000 165.2101
303.588867 0.000 165.3865
303.955078 0.000 165.5629
304.321289 0.000 165.7393
304.687500 0.000 165.9157
305.053711 0.000 166.0922
305.419922 0.000 166.2687
305.786133 0.000 166.4453
306.152344 0.000 166.6218
306.518555 0.000 166.7984
306.884766 0.000 166.9750
307.250977 0.000 167.1516
307.617188 0.000 167.3282
307.983398 0.000 167.5049
308.349609 0.000 167.6816
308.715820 0.000 167.8583
309.082031 0.000 168.0349
309.448242 0.000 168.2116
309.814453 0.000 168.3884
310.180664 0.000 168.5651
310.546875 0.000 168.7418
310.913086 0.000 168.9185
311.279297 0.000 169.0952
311.645508 0.000 169.2720
312.011719 0.000 169.4487
312.377930 0.000 169.6254
312.744141 0.000 169.8021
313.110352 0.000 169.9788
313.476562 0.000 170.1555
313.842773 0.000 170.3322
314.208984 0.000 170.5089
314.575195 0.000 170.6855
314.941406 0.000 170.8622
315.307617 0.000 171.0389
315.673828 0.000 171.2155
316.040039 0.000 171.3921
316.406250 0.000 171.5687
316.772461 0.000 171.7453
317.138672 0.000 171.9218
317.504883 0.000 172.0984
317.871094 0.000 172.2749
318.237305 0.000 172.4514
318.603516 0.000 172.6279
318.969727 0.000 172.8043
319.335938 0.000 172.9807
319.702148 0.000 173.1571
320.068359 0.000 173.3335
320.434570 0.000 173.5098
320.800781 0.000 173.6861
321.166992 0.000 173.8623
321.533203 0.000 174.0385
321.899414 0.000 174.2148
322.265625 0.000 174.3909
322.631836 0.000 174.5670
322.998047 0.000 174.7431
323.364258 0.000 174.9191
323.730469 0.000 175.0951
324.096680 0.000 175.2711
324.462891 0.000 175.4470
324.829102 0.000 175.6229
325.195312 0.000 175.7987
325.561523 0.000 175.9745
325.927734 0.000 176.1502
326.293945 0.000 176.3259
326.660156 0.000 176.5015
327.026367 0.000 176.6771
327.392578 0.000 176.8526
327.758789 0.000 177.0281
328.125000 0.000 177.2035
328.491211 0.000 177.3789
328.857422 0.000 177.5542
329.223633 0.000 177.7295
329.589844 0.000 177.9047
329.956055 0.000 178.0799
330.322266 0.000 178.2550
330.688477 0.000 178.4300
331.054688 0.000 178.6050
331.420898 0.000 178.7799
331.787109 0.000 178.9547
332.153320 0.000 179.1295
332.519531 0.000 179.3043
332.885742 0.000 179.4789
333.251953 0.000 179.6535
333.618164 0.000 179.8281
333.984375 0.000 -179.9975
334.350586 0.000 -179.8231
334.716797 0.000 -179.6488
335.083008 0.000 -179.4745
335.449219 0.000 -179.3003
335.815430 0.000 -179.1262
336.181641 0.000 -178.9521
336.547852 0.000 -178.7781
336.914062 0.000 -178.6042
337.280273 0.000 -178.4304
337.646484 0.000 -178.2567
338.012695 0.000 -178.0830
338.378906 0.000 -177.9094
338.745117 0.000 -177.7358
339.111328 0.000 -177.5624
339.477539 0.000 -177.3890
339.843750 0.000 -177.2157
340.209961 0.000 -177.0425
340.576172 0.000 -176.8694
340.942383 0.000 -176.6963
