* Generated by rew_pipeline.py (source UUID d6e13d27-c0b9-4485-a753-30852daa243e, calibrated to its own SPL at 100 Hz)
* Measurement: R.filtered.clean-fdw8
* Dated: 2026-Sep-12 16:10:01
* Note: ; Trace Arithmetic A times B A = R.nofdw.clean-fdw8 B = FRX-trimmed.clean-fdw8
* Smoothing: None
* Frequency Step: 0.1831055 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
7250.793457 73.306 -179.6376
7250.976562 73.574 112.4967
7251.159668 73.835 44.5383
7251.342773 74.084 -23.5121
7251.525879 74.324 -91.6105
7251.708984 74.558 -159.7386
7251.892090 74.781 132.0852
7252.075195 74.980 63.8657
7252.258301 75.138 -4.3133
7252.441406 75.250 -72.3131
7252.624512 75.331 -140.0323
7252.807617 75.403 152.5133
7252.990723 75.478 85.2062
7253.173828 75.556 17.9276
7253.356934 75.628 -49.3599
7253.540039 75.694 -116.6347
7253.723145 75.762 176.0994
7253.906250 75.835 108.7774
7254.089355 75.905 41.3410
7254.272461 75.954 -26.1672
7254.455566 75.979 -93.6075
7254.638672 75.996 -160.8697
7254.821777 76.031 131.9897
7255.004883 76.092 64.7560
7255.187988 76.151 -2.7548
7255.371094 76.166 -70.5057
7255.554199 76.115 -138.2382
7255.737305 76.014 154.3368
7255.920410 75.913 87.3035
7256.103516 75.848 20.4608
7256.286621 75.816 -46.4905
7256.469727 75.776 -113.6581
7256.652832 75.697 179.1349
7256.835938 75.585 112.1695
7257.019043 75.478 45.5595
7257.202148 75.411 -20.8627
7257.385254 75.375 -87.3707
7257.568359 75.327 -154.0518
7257.751465 75.232 139.2871
7257.934570 75.098 72.9362
7258.117676 74.965 7.0087
7258.300781 74.872 -58.6724
7258.483887 74.818 -124.3973
7258.666992 74.771 169.7147
7258.850098 74.710 103.7924
7259.033203 74.647 38.0222
7259.216309 74.616 -27.5855
7259.399414 74.635 -93.2246
7259.582520 74.686 -159.0811
7259.765625 74.735 134.8691
7259.948730 74.765 68.8287
7260.131836 74.797 2.9638
7260.314941 74.859 -62.7688
7260.498047 74.959 -128.5827
7260.681152 75.075 165.3439
7260.864258 75.175 99.0141
7261.047363 75.243 32.5679
7261.230469 75.284 -33.8589
7261.413574 75.312 -100.2189
7261.596680 75.339 -166.5245
7261.779785 75.369 127.2175
7261.962891 75.412 61.0033
7262.145996 75.478 -5.2326
7262.329102 75.567 -71.6281
7262.512207 75.658 -138.2852
7262.695312 75.720 154.8622
7262.878418 75.744 88.0442
7263.061523 75.754 21.4827
7263.244629 75.793 -44.8228
7263.427734 75.889 -111.1366
7263.610840 76.017 -177.7589
7263.793945 76.127 115.2613
7263.977051 76.181 48.1696
7264.160156 76.191 -18.7204
7264.343262 76.204 -85.3240
7264.526367 76.260 -151.8975
7264.709473 76.348 141.1760
7264.892578 76.414 73.7382
7265.075684 76.411 5.9856
7265.258789 76.335 -61.7033
7265.441895 76.227 -129.0608
7265.625000 76.143 163.8766
7265.808105 76.105 96.8308
7265.991211 76.092 29.5541
7266.174316 76.061 -37.9660
7266.357422 75.987 -105.5490
7266.540527 75.872 -173.0090
7266.723633 75.734 119.7114
7266.906738 75.581 52.5638
7267.089844 75.409 -14.4879
7267.272949 75.216 -81.4077
7267.456055 75.012 -148.1549
7267.639160 74.814 145.2133
7267.822266 74.623 78.5532
7268.005371 74.421 11.7753
7268.188477 74.188 -55.0472
7268.371582 73.926 -121.7449
7268.554688 73.664 171.7535
7268.737793 73.429 105.3017
7268.920898 73.215 38.6604
7269.104004 72.982 -28.2344
7269.287109 72.699 -95.1557
7269.470215 72.375 -161.7587
7269.653320 72.059 132.1022
7269.836426 71.794 66.2063
7270.019531 71.565 0.1759
7270.202637 71.309 -66.1210
7270.385742 70.971 -132.4205
7270.568848 70.552 161.7061
7270.751953 70.106 96.4813
7270.935059 69.688 31.7399
7271.118164 69.308 -32.8661
7271.301270 68.937 -97.4968
7271.484375 68.557 -162.0520
7271.667480 68.181 133.5565
7271.850586 67.826 69.1980
7272.033691 67.462 4.7106
7272.216797 67.039 -59.7389
7272.399902 66.551 -123.6403
7272.583008 66.074 173.3892
7272.766113 65.706 111.0888
7272.949219 65.450 48.7675
7273.132324 65.209 -13.7704
7273.315430 64.921 -75.8430
7273.498535 64.685 -136.6718
7273.681641 64.683 163.4055
7273.864746 64.943 102.9740
7274.047852 65.277 41.2869
7274.230957 65.516 -20.8820
7274.414062 65.708 -82.2885
7274.597168 66.061 -142.7732
7274.780273 66.695 156.2847
7274.963379 67.475 93.5528
7275.146484 68.190 29.1364
7275.329590 68.761 -35.9609
7275.512695 69.256 -100.9594
7275.695801 69.785 -165.8885
7275.878906 70.370 128.6858
7276.062012 70.938 62.4519
7276.245117 71.408 -4.2828
7276.428223 71.773 -70.9268
7276.611328 72.104 -137.1556
7276.794434 72.472 156.8010
7276.977539 72.885 90.4116
7277.160645 73.282 23.3864
7277.343750 73.598 -44.0910
7277.526855 73.823 -111.5929
7277.709961 73.997 -178.8164
7277.893066 74.173 114.2147
7278.076172 74.370 47.2532
7278.259277 74.564 -19.8851
7278.442383 74.721 -87.1550
7278.625488 74.832 -154.3669
7278.808594 74.911 138.6213
7278.991699 74.984 71.8012
7279.174805 75.064 5.0629
7279.357910 75.151 -61.6879
7279.541016 75.237 -128.4788
7279.724121 75.318 164.6996
7279.907227 75.390 97.8663
7280.090332 75.444 31.0730
7280.273438 75.477 -35.5798
7280.456543 75.504 -102.0081
7280.639648 75.548 -168.2606
7280.822754 75.619 125.4540
7281.005859 75.697 58.9187
7281.188965 75.742 -7.8827
7281.372070 75.727 -74.7158
7281.555176 75.670 -141.2642
7281.738281 75.619 152.6112
7281.921387 75.621 86.7442
7282.104492 75.679 20.8144
7282.287598 75.755 -45.3540
7282.470703 75.810 -111.6742
7282.653809 75.833 -177.9490
7282.836914 75.842 115.9102
7283.020020 75.850 49.8285
7283.203125 75.851 -16.2854
7283.386230 75.831 -82.3790
7283.569336 75.798 -148.2862
7283.752441 75.788 146.0731
7283.935547 75.835 80.5485
7284.118652 75.936 14.8689
7284.301758 76.054 -51.0906
7284.484863 76.151 -117.1934
7284.667969 76.226 176.8022
7284.851074 76.306 110.9947
7285.034180 76.415 45.2477
7285.217285 76.547 -20.6477
7285.400391 76.675 -86.7436
7285.583496 76.783 -152.8983
7285.766602 76.885 141.0457
7285.949707 77.012 75.0742
7286.132812 77.173 9.0063
7286.315918 77.346 -57.3104
7286.499023 77.499 -123.8401
7286.682129 77.619 169.5972
7286.865234 77.722 103.1433
7287.048340 77.836 36.7671
7287.231445 77.971 -29.6974
7287.414551 78.119 -96.3886
7287.597656 78.258 -163.3065
7287.780762 78.384 129.6481
7287.963867 78.502 62.5573
7288.146973 78.619 -4.5770
7288.330078 78.733 -71.7924
7288.513184 78.831 -139.0859
7288.696289 78.901 153.6123
7288.879395 78.945 86.3890
7289.062500 78.973 19.2791
7289.245605 78.998 -47.7551
7289.428711 79.025 -114.7895
7289.611816 79.051 178.1101
7289.794922 79.072 110.9087
7289.978027 79.078 43.6040
7290.161133 79.060 -23.7665
7290.344238 79.012 -91.1200
7290.527344 78.939 -158.3606
7290.710449 78.860 134.5453
7290.893555 78.792 67.5074
7291.076660 78.737 0.3508
7291.259766 78.675 -67.0393
7291.442871 78.578 -134.5928
7291.625977 78.435 157.9232
7291.809082 78.270 90.7378
7291.992188 78.122 23.8857
7292.175293 78.013 -42.8335
7292.358398 77.923 -109.6711
7292.541504 77.807 -176.6907
7292.724609 77.631 116.2840
7292.907715 77.397 49.5014
7293.090820 77.143 -16.9432
7293.273926 76.904 -83.1936
7293.457031 76.687 -149.4863
7293.640137 76.471 144.0839
7293.823242 76.241 77.6350
7294.006348 76.003 11.3514
7294.189453 75.779 -54.7056
7294.372559 75.574 -120.6239
7294.555664 75.367 173.5162
7294.738770 75.128 107.7865
7294.921875 74.849 42.3642
7295.104980 74.554 -22.6573
7295.288086 74.272 -87.3894
7295.471191 74.011 -152.0440
7295.654297 73.757 143.2926
7295.837402 73.509 78.7341
7296.020508 73.296 14.4178
7296.203613 73.160 -49.7171
7296.386719 73.110 -113.9156
7296.569824 73.115 -178.3503
7296.752930 73.129 117.0599
7296.936035 73.134 52.5493
7297.119141 73.144 -11.7316
7297.302246 73.182 -75.8321
7297.485352 73.256 -139.9098
7297.668457 73.363 155.9145
7297.851562 73.505 91.5664
7298.034668 73.687 26.9333
7298.217773 73.897 -38.1246
7298.400879 74.101 -103.6329
7298.583984 74.270 -169.4106
7298.767090 74.399 124.8302
7298.950195 74.517 59.2595
7299.133301 74.657 -6.2130
7299.316406 74.820 -71.8370
7299.499512 74.977 -137.7612
7299.682617 75.098 156.1002
7299.865723 75.185 89.9511
7300.048828 75.269 23.8909
7300.231934 75.377 -42.1775
7300.415039 75.504 -108.4092
7300.598145 75.624 -174.8043
7300.781250 75.715 118.8292
7300.964355 75.790 52.6964
7301.147461 75.877 -13.1937
7301.330566 75.990 -79.0489
7301.513672 76.108 -145.0892
7301.696777 76.196 148.6627
7301.879883 76.239 82.3717
7302.062988 76.255 16.1988
7302.246094 76.278 -49.8689
7302.429199 76.323 -115.9936
7302.612305 76.376 177.7046
7302.795410 76.413 111.2885
7302.978516 76.428 44.9410
7303.161621 76.439 -21.2211
7303.344727 76.467 -87.2622
7303.527832 76.508 -153.3493
7303.710938 76.541 140.4329
7303.894043 76.546 74.1683
7304.077148 76.526 8.0161
7304.260254 76.509 -57.9528
7304.443359 76.518 -123.8214
7304.626465 76.557 170.2692
7304.809570 76.611 104.2651
7304.992676 76.667 38.2298
7305.175781 76.727 -27.7583
7305.358887 76.799 -93.7127
7305.541992 76.883 -159.7300
7305.725098 76.962 134.1168
7305.908203 77.020 67.8589
7306.091309 77.052 1.6000
7306.274414 77.072 -64.5836
7306.457520 77.100 -130.7095
7306.640625 77.144 163.1357
7306.823730 77.202 96.8778
7307.006836 77.264 30.5036
7307.189941 77.323 -35.9568
7307.373047 77.373 -102.4687
7307.556152 77.410 -169.0011
7307.739258 77.429 124.4918
7307.922363 77.432 58.0703
7308.105469 77.429 -8.2319
7308.288574 77.434 -74.4521
7308.471680 77.452 -140.6881
7308.654785 77.477 152.9758
7308.837891 77.494 86.5385
7309.020996 77.497 20.0755
7309.204102 77.492 -46.3386
7309.387207 77.489 -112.7031
7309.570312 77.494 -179.0891
7309.753418 77.496 114.4350
7309.936523 77.480 47.8778
7310.119629 77.438 -18.6731
7310.302734 77.375 -85.1153
7310.485840 77.305 -151.4030
7310.668945 77.242 142.4297
7310.852051 77.192 76.3065
7311.035156 77.148 10.1693
7311.218262 77.099 -55.9794
7311.401367 77.036 -122.0742
7311.584473 76.959 171.9881
7311.767578 76.879 106.3006
7311.950684 76.818 40.8850
7312.133789 76.796 -24.3504
7312.316895 76.821 -89.5832
7312.500000 76.878 -154.9709
7312.683105 76.943 139.4541
7312.866211 76.999 73.7918
7313.049316 77.050 8.1741
7313.232422 77.117 -57.3614
7313.415527 77.216 -122.9153
7313.598633 77.343 171.3561
7313.781738 77.478 105.3723
7313.964844 77.603 39.1777
7314.147949 77.711 -27.1241
7314.331055 77.815 -93.4774
7314.514160 77.924 -159.9237
7314.697266 78.039 133.4463
7314.880371 78.146 66.5831
7315.063477 78.231 -0.4745
7315.246582 78.286 -67.6257
7315.429688 78.316 -134.7682
7315.612793 78.328 158.1602
7315.795898 78.331 91.1800
7315.979004 78.331 24.2857
7316.162109 78.333 -42.5467
7316.345215 78.335 -109.3633
7316.528320 78.333 -176.2195
7316.711426 78.314 116.8578
7316.894531 78.265 49.9068
7317.077637 78.183 -16.9756
7317.260742 78.078 -83.6956
7317.443848 77.973 -150.2404
7317.626953 77.886 143.2900
7317.810059 77.821 76.7396
7317.993164 77.763 10.0047
7318.176270 77.688 -56.8957
7318.359375 77.583 -123.8367
7318.542480 77.451 169.3320
7318.725586 77.304 102.7018
7318.908691 77.160 36.2644
7319.091797 77.027 -30.0706
7319.274902 76.898 -96.4158
7319.458008 76.758 -162.8395
7319.641113 76.587 130.6774
7319.824219 76.372 64.2437
7320.007324 76.117 -1.9813
7320.190430 75.842 -67.8670
7320.373535 75.578 -133.3943
7320.556641 75.351 161.3211
7320.739746 75.160 96.1178
7320.922852 74.986 30.9374
7321.105957 74.809 -34.1052
7321.289062 74.634 -98.8106
7321.472168 74.497 -163.0898
7321.655273 74.435 132.8947
7321.838379 74.454 68.8006
7322.021484 74.524 4.3537
7322.204590 74.598 -60.4720
7322.387695 74.655 -125.5051
7322.570801 74.703 169.4339
7322.753906 74.770 104.3843
7322.937012 74.872 39.2464
7323.120117 75.006 -26.0946
7323.303223 75.155 -91.6639
7323.486328 75.307 -157.4085
7323.669434 75.459 136.7198
7323.852539 75.604 70.7193
7324.035645 75.730 4.5781
7324.218750 75.821 -61.6554
7324.401855 75.872 -127.8610
7324.584961 75.896 166.0769
7324.768066 75.920 100.1651
7324.951172 75.968 34.2670
7325.134277 76.040 -31.8079
7325.317383 76.113 -98.1554
7325.500488 76.162 -164.7017
7325.683594 76.175 128.7476
7325.866699 76.162 62.3869
7326.049805 76.144 -3.6962
7326.232910 76.143 -69.5513
7326.416016 76.165 -135.3118
7326.599121 76.202 158.8969
7326.782227 76.239 93.0206
7326.965332 76.268 27.0804
7327.148438 76.288 -38.8683
7327.331543 76.312 -104.7907
7327.514648 76.353 -170.7114
7327.697754 76.419 123.2961
7327.880859 76.500 57.1702
7328.063965 76.583 -9.0690
7328.247070 76.655 -75.3096
7328.430176 76.724 -141.4261
7328.613281 76.810 152.6033
7328.796387 76.930 86.6430
7328.979492 77.077 20.4827
7329.162598 77.224 -45.9972
7329.345703 77.340 -112.7327
7329.528809 77.420 -179.5412
7329.711914 77.480 113.7184
7329.895020 77.549 47.0231
7330.078125 77.635 -19.7870
7330.261230 77.720 -86.8493
7330.444336 77.774 -154.1429
7330.627441 77.781 138.4960
7330.810547 77.751 71.2334
7330.993652 77.709 4.1023
7331.176758 77.672 -63.0077
7331.359863 77.634 -130.2237
7331.542969 77.578 162.4491
7331.726074 77.494 95.1392
7331.909180 77.393 27.9886
7332.092285 77.294 -38.9758
7332.275391 77.206 -105.8531
7332.458496 77.116 -172.7460
7332.641602 77.000 120.3652
7332.824707 76.849 53.6164
7333.007812 76.678 -12.8746
7333.190918 76.515 -79.1406
7333.374023 76.379 -145.3643
7333.557129 76.261 148.2695
7333.740234 76.137 81.7222
7333.923340 75.992 15.1080
7334.106445 75.827 -51.4166
7334.289551 75.654 -117.7567
7334.472656 75.482 176.1082
7334.655762 75.316 110.1759
7334.838867 75.161 44.4404
7335.021973 75.028 -21.1551
7335.205078 74.925 -86.7554
7335.388184 74.842 -152.5298
7335.571289 74.759 141.4552
7335.754395 74.660 75.2835
7335.937500 74.551 9.0933
7336.120605 74.455 -57.0705
7336.303711 74.381 -123.2944
7336.486816 74.313 170.3320
7336.669922 74.223 103.8724
7336.853027 74.096 37.5424
7337.036133 73.950 -28.4716
7337.219238 73.822 -94.2119
7337.402344 73.728 -159.9550
7337.585449 73.646 134.0238
7337.768555 73.532 67.6926
7337.951660 73.366 1.2608
7338.134766 73.164 -65.0316
7338.317871 72.966 -131.1231
7338.500977 72.793 162.8607
7338.684082 72.636 96.8018
7338.867188 72.471 30.7624
7339.050293 72.293 -35.0655
7339.233398 72.124 -100.5731
7339.416504 71.984 -165.8686
7339.599609 71.865 128.8317
7339.782715 71.734 63.4459
7339.965820 71.564 -1.8809
7340.148926 71.366 -66.9333
7340.332031 71.179 -131.6616
7340.515137 71.036 163.7492
7340.698242 70.935 99.0556
7340.881348 70.855 34.1704
7341.064453 70.785 -30.8315
7341.247559 70.731 -95.8818
7341.430664 70.704 -161.0253
7341.613770 70.693 133.6604
7341.796875 70.678 68.2089
7341.979980 70.651 2.7676
7342.163086 70.624 -62.5519
7342.346191 70.616 -127.7993
7342.529297 70.624 166.8793
7342.712402 70.623 101.4332
7342.895508 70.595 35.9942
7343.078613 70.551 -29.2505
7343.261719 70.524 -94.2654
7343.444824 70.537 -159.2215
7343.627930 70.579 135.6815
7343.811035 70.619 70.4240
7343.994141 70.644 5.1595
7344.177246 70.667 -59.9820
7344.360352 70.710 -125.0485
7344.543457 70.777 169.7946
7344.726562 70.851 104.4574
7344.909668 70.921 39.0008
7345.092773 71.001 -26.4975
7345.275879 71.116 -92.1145
7345.458984 71.272 -158.0640
7345.642090 71.440 135.5131
7345.825195 71.579 68.7074
7346.008301 71.673 1.7702
7346.191406 71.732 -65.0948
7346.374512 71.770 -131.8708
7346.557617 71.787 161.3355
7346.740723 71.756 94.4841
7346.923828 71.663 27.6974
7347.106934 71.523 -38.8564
7347.290039 71.381 -105.1864
7347.473145 71.271 -171.5633
7347.656250 71.182 121.6904
7347.839355 71.064 54.5215
7348.022461 70.882 -12.7636
7348.205566 70.644 -79.7198
7348.388672 70.403 -146.1115
7348.571777 70.210 147.8949
7348.754883 70.058 81.9110
7348.937988 69.889 15.7370
7349.121094 69.646 -50.4409
7349.304199 69.329 -116.2372
7349.487305 68.996 178.5610
7349.670410 68.720 113.7538
7349.853516 68.522 48.8716
7350.036621 68.363 -16.4015
7350.219727 68.187 -81.9861
7350.402832 67.971 -147.5443
7350.585938 67.729 147.2342
7350.769043 67.493 82.4583
7350.952148 67.286 18.0500
7351.135254 67.118 -46.1529
7351.318359 66.990 -110.3449
7351.501465 66.891 -174.7446
7351.684570 66.792 120.4832
7351.867676 66.653 55.3681
7352.050781 66.447 -9.8118
7352.233887 66.189 -74.6669
7352.416992 65.932 -138.9732
7352.600098 65.736 157.1148
7352.783203 65.606 93.1615
7352.966309 65.485 28.8403
7353.149414 65.300 -35.7786
7353.332520 65.020 -100.2997
7353.515625 64.684 -164.3224
7353.698730 64.383 132.2033
7353.881836 64.196 68.8442
7354.064941 64.120 4.9969
7354.248047 64.075 -59.5627
7354.431152 63.967 -124.4221
7354.614258 63.758 171.2955
7354.797363 63.501 108.5110
7354.980469 63.339 47.6156
7355.163574 63.416 -12.0020
7355.346680 63.749 -71.6265
7355.529785 64.213 -132.1569
7355.712891 64.672 166.3717
7355.895996 65.076 104.3669
7356.079102 65.451 42.1455
7356.262207 65.852 -20.2657
7356.445312 66.317 -83.0247
7356.628418 66.860 -146.2914
7356.811523 67.476 149.8465
7356.994629 68.144 85.3600
7357.177734 68.829 20.2888
7357.360840 69.494 -45.2325
7357.543945 70.115 -111.0090
7357.727051 70.690 -176.8946
7357.910156 71.233 117.1130
7358.093262 71.753 50.8910
7358.276367 72.241 -15.6777
7358.459473 72.684 -82.5808
7358.642578 73.080 -149.6756
7358.825684 73.448 143.1971
7359.008789 73.813 76.0977
7359.191895 74.188 8.9751
7359.375000 74.563 -58.2354
7359.558105 74.922 -125.5191
7359.741211 75.255 167.2016
7359.924316 75.571 99.9611
7360.107422 75.883 32.6737
7360.290527 76.191 -34.8192
7360.473633 76.478 -102.6084
7360.656738 76.724 -170.6238
7360.839844 76.926 121.3233
7361.022949 77.100 53.3982
7361.206055 77.273 -14.3775
7361.389160 77.452 -82.1191
7361.572266 77.624 -149.9469
7361.755371 77.760 142.1403
7361.938477 77.849 74.2663
7362.121582 77.902 6.5585
7362.304688 77.948 -60.9806
7362.487793 78.010 -128.4947
7362.670898 78.089 163.8422
7362.854004 78.163 95.9710
7363.037109 78.215 27.9839
7363.220215 78.241 -39.9660
7363.403320 78.248 -107.7862
7363.586426 78.244 -175.4926
7363.769531 78.225 116.8445
7363.952637 78.179 49.1917
7364.135742 78.098 -18.4173
7364.318848 77.989 -85.9348
7364.501953 77.868 -153.3735
7364.685059 77.748 139.1821
7364.868164 77.626 71.6466
7365.051270 77.487 4.0207
7365.234375 77.317 -63.5940
7365.417480 77.115 -131.0650
7365.600586 76.887 161.6845
7365.783691 76.634 94.6527
7365.966797 76.353 27.8166
7366.149902 76.034 -38.7902
7366.333008 75.681 -105.0701
7366.516113 75.315 -170.9432
7366.699219 74.968 123.5513
7366.882324 74.658 58.2543
7367.065430 74.379 -6.9810
7367.248535 74.109 -72.1401
7367.431641 73.836 -137.0436
7367.614746 73.581 158.4913
7367.797852 73.379 94.4589
7367.980957 73.254 30.6304
7368.164062 73.193 -33.2641
7368.347168 73.165 -97.3214
7368.530273 73.151 -161.4488
7368.713379 73.163 134.4585
7368.896484 73.229 70.3471
7369.079590 73.356 6.0213
7369.262695 73.524 -58.6733
7369.445801 73.701 -123.7113
7369.628906 73.871 171.0608
7369.812012 74.040 105.7632
7369.995117 74.215 40.3865
7370.178223 74.389 -25.1413
7370.361328 74.538 -90.8046
7370.544434 74.649 -156.4398
7370.727539 74.735 138.1550
7370.910645 74.837 73.0281
7371.093750 74.985 7.9858
7371.276855 75.177 -57.2665
7371.459961 75.376 -122.8698
7371.643066 75.549 171.2874
7371.826172 75.696 105.4287
7372.009277 75.847 39.6595
7372.192383 76.032 -26.1391
7372.375488 76.249 -92.1829
7372.558594 76.468 -158.5523
7372.741699 76.662 134.9013
7372.924805 76.832 68.4268
7373.107910 77.008 2.1534
7373.291016 77.220 -64.0277
7373.474121 77.469 -130.3684
7373.657227 77.725 162.9535
7373.840332 77.951 95.9573
7374.023438 78.130 28.7951
7374.206543 78.271 -38.3966
7374.389648 78.394 -105.5922
7374.572754 78.511 -172.8536
7374.755859 78.619 119.7673
7374.938965 78.710 52.2955
7375.122070 78.779 -15.1852
7375.305176 78.829 -82.6012
7375.488281 78.864 -149.9326
7375.671387 78.886 142.8013
7375.854492 78.890 75.5801
7376.037598 78.876 8.3933
7376.220703 78.849 -58.7827
7376.403809 78.810 -125.9990
7376.586914 78.758 166.7014
7376.770020 78.682 99.3444
7376.953125 78.581 32.0448
7377.136230 78.462 -35.0547
7377.319336 78.349 -101.8890
7377.502441 78.259 -168.5316
7377.685547 78.191 124.8601
7377.868652 78.123 58.1777
7378.051758 78.031 -8.5522
7378.234863 77.905 -75.2037
7378.417969 77.759 -141.6666
7378.601074 77.617 152.0615
7378.784180 77.497 85.8835
7378.967285 77.398 19.7002
7379.150391 77.308 -46.5009
7379.333496 77.219 -112.6478
7379.516602 77.134 -178.6596
7379.699707 77.059 115.4805
7379.882812 76.998 49.7164
7380.065918 76.947 -16.0323
7380.249023 76.897 -81.8160
7380.432129 76.844 -147.6393
7380.615234 76.790 146.5162
7380.798340 76.745 80.6556
7380.981445 76.720 14.7458
7381.164551 76.721 -51.2796
7381.347656 76.741 -117.4827
7381.530762 76.762 176.1332
7381.713867 76.767 109.6485
7381.896973 76.750 43.1910
7382.080078 76.719 -23.1504
7382.263184 76.692 -89.4019
7382.446289 76.675 -155.6937
7382.629395 76.657 137.8512
7382.812500 76.617 71.2383
7382.995605 76.544 4.6144
7383.178711 76.451 -61.8461
7383.361816 76.366 -128.0903
7383.544922 76.308 165.7649
7383.728027 76.265 99.5494
7383.911133 76.205 33.2202
7384.094238 76.101 -33.0767
7384.277344 75.958 -99.1213
7384.460449 75.808 -164.8111
7384.643555 75.690 129.7292
7384.826660 75.618 64.2292
7385.009766 75.574 -1.5185
7385.192871 75.531 -67.5290
7385.375977 75.473 -133.6749
7385.559082 75.402 160.1780
7385.742188 75.328 94.0893
7385.925293 75.255 28.0618
7386.108398 75.182 -37.9012
7386.291504 75.109 -103.7831
7386.474609 75.043 -169.5968
7386.657715 74.987 124.5915
7386.840820 74.938 58.7087
7387.023926 74.883 -7.2494
7387.207031 74.815 -73.2008
7387.390137 74.738 -139.0453
7387.573242 74.666 155.2516
7387.756348 74.604 89.6503
7387.939453 74.545 24.1140
7388.122559 74.482 -41.3232
7388.305664 74.419 -106.5892
7388.488770 74.375 -171.6833
7388.671875 74.366 123.2621
7388.854980 74.390 58.0614
7389.038086 74.423 -7.3687
7389.221191 74.445 -72.9431
7389.404297 74.455 -138.5006
7389.587402 74.473 156.0395
7389.770508 74.515 90.6059
7389.953613 74.576 25.0585
7390.136719 74.636 -40.6614
7390.319824 74.674 -106.4730
7390.502930 74.695 -172.2396
7390.686035 74.720 122.0932
7390.869141 74.772 56.4380
7391.052246 74.853 -9.3615
7391.235352 74.948 -75.3918
7391.418457 75.034 -141.5992
7391.601562 75.102 152.1619
7391.784668 75.159 86.0214
7391.967773 75.219 20.0123
7392.150879 75.291 -45.9359
7392.333984 75.375 -111.9383
7392.517090 75.459 -178.0824
7392.700195 75.530 115.6093
7392.883301 75.582 49.1704
7393.066406 75.615 -17.3457
7393.249512 75.640 -83.9061
7393.432617 75.665 -150.5187
7393.615723 75.691 142.7809
7393.798828 75.711 75.9716
7393.981934 75.713 9.0820
7394.165039 75.690 -57.8156
7394.348145 75.645 -124.6587
7394.531250 75.588 168.5447
7394.714355 75.524 101.7062
7394.897461 75.444 34.7288
7395.080566 75.328 -32.3855
7395.263672 75.160 -99.4828
7395.446777 74.944 -166.3131
7395.629883 74.713 127.3229
7395.812988 74.508 61.4236
7395.996094 74.356 -4.2386
7396.179199 74.238 -69.9483
7396.362305 74.108 -135.8150
7396.545410 73.923 158.3105
7396.728516 73.675 92.7167
7396.911621 73.399 27.6103
7397.094727 73.146 -37.0517
7397.277832 72.947 -101.5387
7397.460938 72.796 -166.1231
7397.644043 72.665 129.1354
7397.827148 72.537 64.3935
7398.010254 72.425 -0.1532
7398.193359 72.356 -64.4475
7398.376465 72.349 -128.5982
7398.559570 72.397 167.2476
7398.742676 72.478 103.0306
7398.925781 72.579 38.7774
7399.108887 72.699 -25.4964
7399.291992 72.842 -89.8496
7399.475098 73.003 -154.3795
7399.658203 73.172 140.8580
7399.841309 73.339 75.8799
7400.024414 73.503 10.7384
7400.207520 73.669 -54.5283
7400.390625 73.841 -119.9047
7400.573730 74.022 174.6250
7400.756836 74.212 109.0831
7400.939941 74.417 43.4709
7401.123047 74.634 -22.2539
7401.306152 74.855 -88.1464
7401.489258 75.062 -154.2100
7401.672363 75.241 139.6385
7401.855469 75.391 73.5249
7402.038574 75.529 7.5240
7402.221680 75.677 -58.4049
7402.404785 75.842 -124.3866
7402.587891 76.017 169.4769
7402.770996 76.185 103.1911
7402.954102 76.338 36.8555
7403.137207 76.484 -29.4240
7403.320312 76.638 -95.6153
7403.503418 76.810 -161.7692
7403.686523 76.998 132.0363
7403.869629 77.195 65.7564
7404.052734 77.394 -0.6113
7404.235840 77.592 -67.0569
7404.418945 77.789 -133.5853
7404.602051 77.988 159.7835
7404.785156 78.189 93.0287
7404.968262 78.390 26.1365
7405.151367 78.592 -40.9029
7405.334473 78.790 -108.0940
7405.517578 78.981 -175.4246
7405.700684 79.159 117.1403
7405.883789 79.324 49.6424
7406.066895 79.477 -17.8983
7406.250000 79.622 -85.4971
7406.433105 79.753 -153.1826
7406.616211 79.864 139.0417
7406.799316 79.950 71.2143
7406.982422 80.014 3.3882
7407.165527 80.063 -64.4166
7407.348633 80.105 -132.2336
7407.531738 80.140 159.8831
7407.714844 80.160 91.9167
7407.897949 80.158 23.9105
7408.081055 80.136 -44.0691
7408.264160 80.104 -111.9947
7408.447266 80.066 -179.9010
7408.630371 80.020 112.1614
7408.813477 79.954 44.1982
7408.996582 79.862 -23.7078
7409.179688 79.752 -91.4600
7409.362793 79.642 -159.0447
7409.545898 79.546 133.4323
7409.729004 79.462 65.8177
7409.912109 79.371 -1.9679
7410.095215 79.256 -69.8791
7410.278320 79.115 -137.8097
7410.461426 78.962 154.2952
7410.644531 78.809 86.3886
7410.827637 78.653 18.3836
7411.010742 78.479 -49.7368
7411.193848 78.272 -117.8778
7411.376953 78.034 174.0922
7411.560059 77.780 106.2214
7411.743164 77.521 38.4259
7411.926270 77.249 -29.4283
7412.109375 76.944 -97.3884
7412.292480 76.590 -165.3663
7412.475586 76.194 126.7674
7412.658691 75.783 59.0346
7412.841797 75.377 -8.7056
7413.024902 74.967 -76.6328
7413.208008 74.522 -144.7705
