* Generated by rew_pipeline.py (source UUID d6e13d27-c0b9-4485-a753-30852daa243e, calibrated to its own SPL at 100 Hz)
* Measurement: R.filtered.clean-fdw8
* Dated: 2026-Sep-12 16:10:01
* Note: ; Trace Arithmetic A times B A = R.nofdw.clean-fdw8 B = FRX-trimmed.clean-fdw8
* Smoothing: None
* Frequency Step: 0.1831055 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
12997.009277 72.489 -57.5948
12997.192383 72.432 -124.8924
12997.375488 72.355 167.8932
12997.558594 72.258 100.9374
12997.741699 72.159 34.2887
12997.924805 72.075 -32.2225
12998.107910 71.998 -98.8903
12998.291016 71.890 -165.8934
12998.474121 71.716 126.8772
12998.657227 71.483 59.7627
12998.840332 71.251 -6.9314
12999.023438 71.107 -73.2600
12999.206543 71.095 -139.7065
12999.389648 71.162 153.2054
12999.572754 71.184 85.4037
12999.755859 71.054 17.3683
12999.938965 70.734 -50.1350
13000.122070 70.285 -116.4651
13000.305176 69.839 178.4385
13000.488281 69.513 113.8323
13000.671387 69.309 48.6377
13000.854492 69.134 -17.7048
13001.037598 68.905 -84.9421
13001.220703 68.617 -152.3843
13001.403809 68.345 140.5532
13001.586914 68.181 73.9752
13001.770020 68.156 7.5239
13001.953125 68.208 -59.2026
13002.136230 68.234 -126.2738
13002.319336 68.150 166.5779
13002.502441 67.935 99.7222
13002.685547 67.628 33.3783
13002.868652 67.300 -32.5594
13003.051758 67.013 -98.5338
13003.234863 66.775 -165.0885
13003.417969 66.543 127.4937
13003.601074 66.260 59.3878
13003.784180 65.901 -8.8774
13003.967285 65.495 -76.7434
13004.150391 65.119 -144.0271
13004.333496 64.831 148.8526
13004.516602 64.610 81.1501
13004.699707 64.358 12.4093
13004.882812 63.980 -57.2135
13005.065918 63.453 -127.1347
13005.249023 62.844 163.2317
13005.432129 62.268 94.0619
13005.615234 61.793 25.0209
13005.798340 61.385 -44.3205
13005.981445 60.944 -113.9926
13006.164551 60.411 176.3202
13006.347656 59.820 106.7117
13006.530762 59.253 36.5086
13006.713867 58.746 -35.5850
13006.896973 58.263 -110.5543
13007.080078 57.787 171.7816
13007.263184 57.380 92.9430
13007.446289 57.153 15.2078
13007.629395 57.221 -59.7299
13007.812500 57.663 -132.0451
13007.995605 58.416 156.5182
13008.178711 59.262 84.4569
13008.361816 59.994 11.5566
13008.544922 60.544 -61.5245
13008.728027 60.969 -133.9918
13008.911133 61.384 154.5927
13009.094238 61.879 84.1535
13009.277344 62.464 14.3497
13009.460449 63.095 -55.0475
13009.643555 63.730 -124.0762
13009.826660 64.366 167.2114
13010.009766 65.005 98.6206
13010.192871 65.635 29.9479
13010.375977 66.229 -38.8018
13010.559082 66.778 -107.4008
13010.742188 67.305 -175.6196
13010.925293 67.842 116.5365
13011.108398 68.395 48.8227
13011.291504 68.925 -18.9955
13011.474609 69.379 -86.9172
13011.657715 69.737 -154.7420
13011.840820 70.024 137.6943
13012.023926 70.291 70.3107
13012.207031 70.572 2.8014
13012.390137 70.862 -65.1099
13012.573242 71.135 -133.4389
13012.756348 71.380 158.0434
13012.939453 71.611 89.6066
13013.122559 71.853 21.3759
13013.305664 72.115 -46.6843
13013.488770 72.382 -114.6363
13013.671875 72.630 177.5458
13013.854980 72.851 109.9471
13014.038086 73.055 42.5872
13014.221191 73.258 -24.6514
13014.404297 73.463 -91.9551
13014.587402 73.654 -159.4392
13014.770508 73.816 132.9189
13014.953613 73.946 65.2238
13015.136719 74.053 -2.4354
13015.319824 74.149 -70.0249
13015.502930 74.239 -137.5363
13015.686035 74.330 155.0411
13015.869141 74.433 87.6884
13016.052246 74.556 20.3067
13016.235352 74.694 -47.2569
13016.418457 74.821 -115.0871
13016.601562 74.907 176.9028
13016.784668 74.943 108.9430
13016.967773 74.946 41.2519
13017.150879 74.955 -26.1335
13017.333984 74.995 -93.3916
13017.517090 75.057 -160.7615
13017.700195 75.107 131.6603
13017.883301 75.117 63.9721
13018.066406 75.085 -3.6507
13018.249512 75.029 -71.1078
13018.432617 74.969 -138.4245
13018.615723 74.911 154.3245
13018.798828 74.853 87.1137
13018.981934 74.793 19.9707
13019.165039 74.738 -47.1038
13019.348145 74.688 -114.1834
13019.531250 74.631 178.6466
13019.714355 74.543 111.3933
13019.897461 74.411 44.1732
13020.080566 74.245 -22.8902
13020.263672 74.069 -89.7848
13020.446777 73.896 -156.6116
13020.629883 73.724 136.5486
13020.812988 73.541 69.7510
13020.996094 73.355 3.1375
13021.179199 73.188 -63.2385
13021.362305 73.053 -129.5051
13021.545410 72.928 164.1664
13021.728516 72.767 97.8021
13021.911621 72.541 31.6838
13022.094727 72.277 -33.8780
13022.277832 72.037 -98.8774
13022.460938 71.869 -163.7136
13022.644043 71.755 131.1467
13022.827148 71.637 65.6110
13023.010254 71.488 -0.0103
13023.193359 71.343 -65.3797
13023.376465 71.260 -130.5059
13023.559570 71.255 164.2888
13023.742676 71.275 98.7959
13023.925781 71.258 33.2179
13024.108887 71.190 -32.0088
13024.291992 71.123 -96.6550
13024.475098 71.113 -160.9668
13024.658203 71.159 134.5586
13024.841309 71.211 69.6677
13025.024414 71.228 4.5253
13025.207520 71.225 -60.5760
13025.390625 71.258 -125.5912
13025.573730 71.357 169.2179
13025.756836 71.497 103.6023
13025.939941 71.625 37.6243
13026.123047 71.715 -28.4005
13026.306152 71.784 -94.2025
13026.489258 71.865 -159.7818
13026.672363 71.971 134.6433
13026.855469 72.085 68.8790
13027.038574 72.183 2.9086
13027.221680 72.262 -63.1769
13027.404785 72.334 -129.3279
13027.587891 72.410 164.4266
13027.770996 72.483 98.0737
13027.954102 72.541 31.7013
13028.137207 72.580 -34.5482
13028.320312 72.612 -100.6020
13028.503418 72.646 -166.5158
13028.686523 72.676 127.6036
13028.869629 72.691 61.7151
13029.052734 72.689 -4.1470
13029.235840 72.691 -69.9752
13029.418945 72.714 -135.8650
13029.602051 72.759 158.0575
13029.785156 72.809 91.7908
13029.968262 72.846 25.5135
13030.151367 72.878 -40.5405
13030.334473 72.930 -106.2795
13030.517578 73.020 -171.8347
13030.700684 73.136 122.5598
13030.883789 73.243 56.7672
13031.066895 73.311 -9.1774
13031.250000 73.330 -75.1518
13031.433105 73.319 -141.0688
13031.616211 73.299 153.0760
13031.799316 73.292 87.2376
13031.982422 73.310 21.3678
13032.165527 73.359 -44.5751
13032.348633 73.432 -110.6227
13032.531738 73.514 -176.7619
13032.714844 73.585 117.0982
13032.897949 73.642 51.0882
13033.081055 73.698 -14.7294
13033.264160 73.768 -80.4412
13033.447266 73.856 -146.2309
13033.630371 73.943 147.7758
13033.813477 74.008 81.6071
13033.996582 74.049 15.3819
13034.179688 74.078 -50.8290
13034.362793 74.104 -117.0521
13034.545898 74.120 176.6891
13034.729004 74.114 110.4951
13034.912109 74.095 44.5484
13035.095215 74.106 -21.1000
13035.278320 74.184 -86.6984
13035.461426 74.320 -152.6549
13035.644531 74.454 140.8371
13035.827637 74.523 74.0046
13036.010742 74.515 7.3311
13036.193848 74.478 -58.8188
13036.376953 74.483 -124.5001
13036.560059 74.555 169.8700
13036.743164 74.657 103.9300
13036.926270 74.728 37.6934
13037.109375 74.748 -28.5529
13037.292480 74.745 -94.5943
13037.475586 74.764 -160.5119
13037.658691 74.815 133.4316
13037.841797 74.870 67.1128
13038.024902 74.900 0.6906
13038.208008 74.915 -65.5744
13038.391113 74.949 -131.6067
13038.574219 75.023 162.4090
13038.757324 75.112 96.2625
13038.940430 75.175 29.9889
13039.123535 75.196 -36.1480
13039.306641 75.209 -101.9430
13039.489746 75.269 -167.5181
13039.672852 75.389 126.7369
13039.855957 75.529 60.5366
13040.039062 75.631 -6.0267
13040.222168 75.674 -72.5840
13040.405273 75.689 -138.8169
13040.588379 75.727 155.2793
13040.771484 75.814 89.4203
13040.954590 75.928 23.3208
13041.137695 76.026 -43.0623
13041.320801 76.088 -109.5611
13041.503906 76.126 -176.0016
13041.687012 76.169 117.6391
13041.870117 76.235 51.2458
13042.053223 76.323 -15.3035
13042.236328 76.418 -82.0364
13042.419434 76.505 -148.8975
13042.602539 76.581 144.1882
13042.785645 76.642 77.2791
13042.968750 76.688 10.4190
13043.151855 76.726 -56.3665
13043.334961 76.764 -123.0976
13043.518066 76.807 170.1511
13043.701172 76.850 103.3034
13043.884277 76.880 36.3598
13044.067383 76.889 -30.5850
13044.250488 76.887 -97.4224
13044.433594 76.892 -164.1421
13044.616699 76.912 129.1408
13044.799805 76.935 62.2928
13044.982910 76.933 -4.6977
13045.166016 76.891 -71.6920
13045.349121 76.818 -138.5169
13045.532227 76.746 154.8791
13045.715332 76.701 88.3673
13045.898438 76.683 21.7471
13046.081543 76.668 -45.0829
13046.264648 76.630 -112.0554
13046.447754 76.559 -179.0124
13046.630859 76.464 114.1698
13046.813965 76.360 47.5149
13046.997070 76.258 -19.0293
13047.180176 76.163 -85.5327
13047.363281 76.078 -152.0558
13047.546387 76.001 141.3473
13047.729492 75.927 74.6401
13047.912598 75.844 7.8438
13048.095703 75.743 -58.9448
13048.278809 75.626 -125.6020
13048.461914 75.504 167.9338
13048.645020 75.388 101.6162
13048.828125 75.273 35.3438
13049.011230 75.147 -30.9382
13049.194336 75.000 -97.1967
13049.377441 74.837 -163.3738
13049.560547 74.675 130.5222
13049.743652 74.526 64.4069
13049.926758 74.384 -1.7891
13050.109863 74.238 -68.0324
13050.292969 74.084 -134.2053
13050.476074 73.932 159.7875
13050.659180 73.794 93.9398
13050.842285 73.671 28.1760
13051.025391 73.554 -37.5536
13051.208496 73.434 -103.2345
13051.391602 73.316 -168.8444
13051.574707 73.207 125.5880
13051.757812 73.106 60.0115
13051.940918 73.007 -5.5653
13052.124023 72.911 -71.0677
13052.307129 72.830 -136.4594
13052.490234 72.774 158.1667
13052.673340 72.731 92.6633
13052.856445 72.668 27.0170
13053.039551 72.564 -38.5807
13053.222656 72.443 -103.9057
13053.405762 72.355 -168.9794
13053.588867 72.329 125.8687
13053.771973 72.337 60.3159
13053.955078 72.320 -5.5822
13054.138184 72.259 -71.4091
13054.321289 72.199 -136.8016
13054.504395 72.217 158.1136
13054.687500 72.329 92.7603
13054.870605 72.458 26.7054
13055.053711 72.503 -39.8769
13055.236816 72.430 -106.3594
13055.419922 72.301 -172.2051
13055.603027 72.223 122.5301
13055.786133 72.244 57.2154
13055.969238 72.306 -8.6912
13056.152344 72.312 -75.0871
13056.335449 72.227 -141.3848
13056.518555 72.109 152.8913
13056.701660 72.045 87.6268
13056.884766 72.057 22.2344
13057.067871 72.076 -43.6819
13057.250977 72.022 -109.9024
13057.434082 71.888 -175.8415
13057.617188 71.755 118.8607
13057.800293 71.714 53.9414
13057.983398 71.775 -11.2360
13058.166504 71.858 -77.0004
13058.349609 71.882 -143.0898
13058.532715 71.834 151.0037
13058.715820 71.765 85.5312
13058.898926 71.724 20.2932
13059.082031 71.705 -45.0748
13059.265137 71.666 -110.6720
13059.448242 71.590 -176.2631
13059.631348 71.513 118.4037
13059.814453 71.496 53.2762
13059.997559 71.560 -11.9602
13060.180664 71.672 -77.5206
13060.363770 71.786 -143.2995
13060.546875 71.885 150.9627
13060.729980 71.988 85.3680
13060.913086 72.100 19.7660
13061.096191 72.199 -46.0311
13061.279297 72.247 -111.9916
13061.462402 72.240 -177.8709
13061.645508 72.222 116.5249
13061.828613 72.257 51.0821
13062.011719 72.375 -14.5817
13062.194824 72.542 -80.7765
13062.377930 72.698 -147.4718
13062.561035 72.804 145.6366
13062.744141 72.859 78.8691
13062.927246 72.882 12.3661
13063.110352 72.890 -53.9211
13063.293457 72.887 -120.1019
13063.476562 72.875 173.7593
13063.659668 72.863 107.6246
13063.842773 72.867 41.4076
13064.025879 72.894 -25.0230
13064.208984 72.926 -91.7362
13064.392090 72.940 -158.6456
13064.575195 72.919 134.4567
13064.758301 72.868 67.7640
13064.941406 72.803 1.3308
13065.124512 72.735 -64.9399
13065.307617 72.658 -131.1922
13065.490723 72.560 162.5035
13065.673828 72.436 96.1824
13065.856934 72.301 29.9224
13066.040039 72.185 -36.2462
13066.223145 72.111 -102.3823
13066.406250 72.087 -168.6003
13066.589355 72.092 125.0172
13066.772461 72.091 58.4997
13066.955566 72.046 -7.9886
13067.138672 71.946 -74.2078
13067.321777 71.811 -139.9784
13067.504883 71.687 154.6542
13067.687988 71.610 89.3588
13067.871094 71.577 23.6935
13068.054199 71.541 -42.5735
13068.237305 71.447 -109.2864
13068.420410 71.280 -176.0044
13068.603516 71.072 117.7184
13068.786621 70.888 52.0467
13068.969727 70.775 -13.2337
13069.152832 70.725 -78.5064
13069.335938 70.689 -143.9923
13069.519043 70.619 150.3663
13069.702148 70.503 84.7519
13069.885254 70.362 19.2619
13070.068359 70.222 -46.1587
13070.251465 70.092 -111.6093
13070.434570 69.969 -177.0942
13070.617676 69.858 117.4838
13070.800781 69.772 52.1997
13070.983887 69.722 -12.9965
13071.166992 69.701 -78.2358
13071.350098 69.679 -143.5892
13071.533203 69.633 151.0072
13071.716309 69.562 85.6826
13071.899414 69.489 20.4954
13072.082520 69.447 -44.6392
13072.265625 69.454 -109.8951
13072.448730 69.509 -175.4187
13072.631836 69.598 118.7371
13072.814941 69.700 52.5994
13072.998047 69.789 -13.7487
13073.181152 69.838 -80.1547
13073.364258 69.830 -146.3858
13073.547363 69.778 147.8029
13073.730469 69.727 82.4965
13073.913574 69.734 17.4500
13074.096680 69.817 -47.8642
13074.279785 69.930 -113.9144
13074.462891 69.992 179.2340
13074.645996 69.944 111.9570
13074.829102 69.779 44.8386
13075.012207 69.555 -21.6645
13075.195312 69.353 -87.5083
13075.378418 69.223 -153.0849
13075.561523 69.140 141.1309
13075.744629 69.041 74.9900
13075.927734 68.878 8.7159
13076.110840 68.659 -57.3856
13076.293945 68.426 -123.2381
13076.477051 68.203 170.9683
13076.660156 67.967 105.0687
13076.843262 67.675 39.2235
13077.026367 67.329 -26.1419
13077.209473 66.987 -90.7565
13077.392578 66.721 -154.8910
13077.575684 66.520 140.8338
13077.758789 66.281 76.1833
13077.941895 65.917 11.7206
13078.125000 65.473 -51.6054
13078.308105 65.134 -113.4873
13078.491211 65.062 -175.0202
13078.674316 65.176 122.2757
13078.857422 65.233 58.2409
13079.040527 65.097 -5.7947
13079.223633 64.871 -68.2519
13079.406738 64.849 -128.9187
13079.589844 65.208 170.3664
13079.772949 65.771 107.7521
13079.956055 66.248 43.3688
13080.139160 66.528 -21.3834
13080.322266 66.715 -85.3442
13080.505371 66.998 -148.5531
13080.688477 67.445 147.9319
13080.871582 67.947 83.3380
13081.054688 68.368 17.9249
13081.237793 68.683 -47.5451
13081.420898 68.969 -112.6620
13081.604004 69.301 -177.7278
13081.787109 69.666 116.6884
13081.970215 69.978 50.4744
13082.153320 70.187 -15.8822
13082.336426 70.338 -81.7781
13082.519531 70.539 -147.1032
13082.702637 70.865 147.5888
13082.885742 71.275 81.6360
13083.068848 71.664 14.9309
13083.251953 71.959 -52.0644
13083.435059 72.169 -118.7884
13083.618164 72.354 174.9746
13083.801270 72.566 108.9900
13083.984375 72.801 42.8816
13084.167480 73.018 -23.4826
13084.350586 73.194 -89.9402
13084.533691 73.348 -156.2953
13084.716797 73.516 137.4358
13084.899902 73.713 71.0519
13085.083008 73.913 4.4187
13085.266113 74.086 -62.3606
13085.449219 74.226 -129.0432
13085.632324 74.362 164.5035
13085.815430 74.525 98.1555
13085.998535 74.716 31.6430
13086.181641 74.902 -35.1916
13086.364746 75.050 -102.2657
13086.547852 75.155 -169.3639
13086.730957 75.242 123.6573
13086.914062 75.340 56.7601
13087.097168 75.453 -10.1991
13087.280273 75.565 -77.2989
13087.463379 75.652 -144.4695
13087.646484 75.711 148.4329
13087.829590 75.755 81.4877
13088.012695 75.799 14.6419
13088.195801 75.845 -52.2303
13088.378906 75.880 -119.2070
13088.562012 75.890 173.7436
13088.745117 75.873 106.7244
13088.928223 75.842 39.8245
13089.111328 75.812 -26.9360
13089.294434 75.797 -93.6030
13089.477539 75.798 -160.2502
13089.660645 75.808 133.0578
13089.843750 75.813 66.2905
13090.026855 75.797 -0.5248
13090.209961 75.745 -67.2892
13090.393066 75.657 -133.8567
13090.576172 75.551 159.8885
13090.759277 75.458 93.9375
13090.942383 75.399 28.1294
13091.125488 75.372 -37.7553
13091.308594 75.353 -103.8448
13091.491699 75.318 -170.1056
13091.674805 75.258 123.5940
13091.857910 75.186 57.3587
13092.041016 75.117 -8.8088
13092.224121 75.057 -74.9714
13092.407227 74.998 -141.1528
13092.590332 74.928 152.7253
13092.773438 74.851 86.8016
13092.956543 74.784 21.1621
13093.139648 74.748 -44.2442
13093.322754 74.753 -109.5886
13093.505859 74.784 -175.0520
13093.688965 74.816 119.2842
13093.872070 74.824 53.4671
13094.055176 74.802 -12.3758
13094.238281 74.761 -78.1137
13094.421387 74.723 -143.6807
13094.604492 74.714 150.8897
13094.787598 74.747 85.4829
13094.970703 74.818 19.9741
13095.153809 74.908 -45.6906
13095.336914 74.993 -111.4629
13095.520020 75.064 -177.2339
13095.703125 75.123 117.0819
13095.886230 75.183 51.4835
13096.069336 75.252 -14.1126
13096.252441 75.327 -79.8062
13096.435547 75.399 -145.6427
13096.618652 75.463 148.4045
13096.801758 75.519 82.3983
13096.984863 75.575 16.3908
13097.167969 75.640 -49.5965
13097.351074 75.718 -115.5674
13097.534180 75.811 178.4586
13097.717285 75.918 112.4444
13097.900391 76.032 46.3394
13098.083496 76.142 -19.8913
13098.266602 76.233 -86.2277
13098.449707 76.299 -152.5857
13098.632812 76.346 141.1346
13098.815918 76.393 74.9690
13098.999023 76.457 8.8450
13099.182129 76.538 -57.3716
13099.365234 76.619 -123.7614
13099.548340 76.677 169.7308
13099.731445 76.703 103.2651
13099.914551 76.712 36.9825
13100.097656 76.734 -29.1213
13100.280762 76.788 -95.2145
13100.463867 76.865 -161.5033
13100.646973 76.938 131.9354
13100.830078 76.980 65.2127
13101.013184 76.988 -1.4639
13101.196289 76.981 -67.9467
13101.379395 76.986 -134.2486
13101.562500 77.010 159.4921
13101.745605 77.041 93.1542
13101.928711 77.054 26.7452
13102.111816 77.042 -39.6221
13102.294922 77.017 -105.8569
13102.478027 77.000 -172.0012
13102.661133 76.999 121.7868
13102.844238 76.998 55.3740
13103.027344 76.972 -11.2161
13103.210449 76.907 -77.8057
13103.393555 76.815 -144.1947
13103.576660 76.728 149.6863
13103.759766 76.669 83.7280
13103.942871 76.639 17.7518
13104.125977 76.615 -48.3244
13104.309082 76.580 -114.4265
13104.492188 76.536 179.5802
13104.675293 76.501 113.7436
13104.858398 76.495 47.9678
13105.041504 76.512 -17.8934
13105.224609 76.529 -83.8887
13105.407715 76.529 -149.9193
13105.590820 76.512 144.1686
13105.773926 76.498 78.4438
13105.957031 76.505 12.8295
13106.140137 76.533 -52.8184
13106.323242 76.567 -118.5775
13106.506348 76.591 175.5948
13106.689453 76.606 109.7937
13106.872559 76.623 44.0599
13107.055664 76.654 -21.6547
13107.238770 76.694 -87.4200
13107.421875 76.734 -153.2406
13107.604980 76.768 140.9537
13107.788086 76.802 75.2299
13107.971191 76.852 9.5701
13108.154297 76.923 -56.1240
13108.337402 77.008 -121.9431
13108.520508 77.092 172.1077
13108.703613 77.169 106.0985
13108.886719 77.245 40.0940
13109.069824 77.329 -25.9072
13109.252930 77.422 -91.9520
13109.436035 77.515 -158.0613
13109.619141 77.602 135.8078
13109.802246 77.685 69.7176
13109.985352 77.775 3.6705
13110.168457 77.878 -62.4166
13110.351562 77.989 -128.6431
13110.534668 78.090 164.9749
13110.717773 78.170 98.5322
13110.900879 78.235 32.1589
13111.083984 78.307 -34.0939
13111.267090 78.403 -100.3061
13111.450195 78.522 -166.6243
13111.633301 78.646 126.8598
13111.816406 78.752 60.1758
13111.999512 78.831 -6.5664
13112.182617 78.889 -73.2692
13112.365723 78.943 -139.9120
13112.548828 79.003 153.4558
13112.731934 79.073 86.7685
13112.915039 79.150 19.9885
13113.098145 79.228 -46.8880
13113.281250 79.300 -113.8441
13113.464355 79.356 179.1594
13113.647461 79.388 112.1941
13113.830566 79.396 45.3481
13114.013672 79.391 -21.3311
13114.196777 79.390 -87.8983
13114.379883 79.401 -154.5056
13114.562988 79.413 138.6968
13114.746094 79.406 71.6788
13114.929199 79.366 4.5591
13115.112305 79.304 -62.4896
13115.295410 79.249 -129.3873
13115.478516 79.227 163.7786
13115.661621 79.237 96.8321
13115.844727 79.249 29.6815
13116.027832 79.230 -37.5835
13116.210938 79.169 -104.7585
13116.394043 79.080 -171.6920
13116.577148 78.991 121.5852
13116.760254 78.915 54.8819
13116.943359 78.839 -11.9860
13117.126465 78.734 -79.0386
13117.309570 78.588 -146.1275
13117.492676 78.410 146.9312
13117.675781 78.228 80.2111
13117.858887 78.063 13.6379
13118.041992 77.914 -52.9115
13118.225098 77.764 -119.4797
13118.408203 77.596 174.0011
13118.591309 77.411 107.6243
13118.774414 77.218 41.4141
13118.957520 77.023 -24.6788
13119.140625 76.823 -90.6969
13119.323730 76.615 -156.6153
13119.506836 76.407 137.6186
13119.689941 76.216 71.9842
13119.873047 76.051 6.3590
13120.056152 75.896 -59.3698
13120.239258 75.720 -125.1540
13120.422363 75.511 169.2340
13120.605469 75.290 104.0348
13120.788574 75.107 39.2663
13120.971680 74.996 -25.3579
13121.154785 74.941 -90.2157
13121.337891 74.889 -155.4482
13121.520996 74.796 139.1458
13121.704102 74.663 73.9207
13121.887207 74.535 9.0857
13122.070312 74.468 -55.4749
13122.253418 74.478 -120.0979
13122.436523 74.534 174.9634
13122.619629 74.589 109.7334
13122.802734 74.622 44.4385
13122.985840 74.642 -20.7109
13123.168945 74.677 -85.6810
13123.352051 74.741 -150.6091
13123.535156 74.824 144.3379
13123.718262 74.903 79.0990
13123.901367 74.959 13.7414
13124.084473 74.992 -51.6165
13124.267578 75.018 -116.9002
13124.450684 75.059 177.8698
13124.633789 75.130 112.5947
13124.816895 75.231 47.1637
13125.000000 75.347 -18.4706
13125.183105 75.465 -84.2601
13125.366211 75.576 -150.0923
13125.549316 75.686 144.1315
13125.732422 75.805 78.4225
13125.915527 75.939 12.6933
13126.098633 76.076 -53.1696
13126.281738 76.197 -119.2064
13126.464844 76.287 174.6545
13126.647949 76.347 108.5369
13126.831055 76.400 42.5090
13127.014160 76.469 -23.4832
13127.197266 76.562 -89.5724
13127.380371 76.666 -155.8467
13127.563477 76.763 137.7364
13127.746582 76.841 71.3184
13127.929688 76.910 5.0196
13128.112793 76.986 -61.1619
13128.295898 77.073 -127.3447
13128.479004 77.160 166.3479
13128.662109 77.225 99.8990
13128.845215 77.256 33.4084
13129.028320 77.265 -32.9989
13129.211426 77.274 -99.2812
13129.394531 77.305 -165.5140
13129.577637 77.363 128.1785
13129.760742 77.433 61.7299
13129.943848 77.499 -4.8246
13130.126953 77.551 -71.3926
13130.310059 77.589 -137.9012
13130.493164 77.618 155.6634
13130.676270 77.637 89.2746
13130.859375 77.645 22.9097
13131.042480 77.642 -43.4300
13131.225586 77.634 -109.7338
13131.408691 77.629 -176.0095
13131.591797 77.635 117.7098
13131.774902 77.653 51.3841
13131.958008 77.678 -15.0091
13132.141113 77.703 -81.4625
13132.324219 77.716 -147.9362
13132.507324 77.711 145.6369
13132.690430 77.690 79.3346
13132.873535 77.663 13.2045
13133.056641 77.648 -52.7851
13133.239746 77.657 -118.7597
13133.422852 77.687 175.1255
13133.605957 77.719 108.7957
13133.789062 77.732 42.3203
13133.972168 77.722 -24.1313
13134.155273 77.703 -90.4160
13134.338379 77.702 -156.5278
13134.521484 77.732 137.3996
13134.704590 77.781 71.2138
13134.887695 77.827 4.8728
13135.070801 77.852 -61.5379
13135.253906 77.860 -127.9033
13135.437012 77.870 165.8096
13135.620117 77.895 99.5278
13135.803223 77.937 33.1527
13135.986328 77.983 -33.3441
13136.169434 78.026 -99.9089
13136.352539 78.068 -166.4782
13136.535645 78.116 126.9497
13136.718750 78.168 60.3204
13136.901855 78.213 -6.4071
13137.084961 78.238 -73.2084
13137.268066 78.239 -140.0162
13137.451172 78.222 153.2116
13137.634277 78.197 86.4532
13137.817383 78.164 19.6606
13138.000488 78.120 -47.1713
13138.183594 78.064 -113.9830
13138.366699 78.006 179.2870
13138.549805 77.963 112.6161
13138.732910 77.942 45.8869
13138.916016 77.928 -21.0175
13139.099121 77.896 -88.0961
13139.282227 77.827 -155.2078
13139.465332 77.725 137.8313
13139.648438 77.613 71.1116
13139.831543 77.516 4.5623
13140.014648 77.437 -61.9804
13140.197754 77.357 -128.6278
13140.380859 77.252 164.6498
13140.563965 77.113 97.9857
13140.747070 76.949 31.5022
13140.930176 76.779 -34.7791
13141.113281 76.619 -100.9397
13141.296387 76.471 -167.0898
13141.479492 76.327 126.7114
13141.662598 76.177 60.4781
13141.845703 76.020 -5.7294
13142.028809 75.859 -71.8433
13142.211914 75.702 -137.8118
13142.395020 75.558 156.3862
13142.578125 75.438 90.7293
13142.761230 75.344 25.1545
13142.944336 75.273 -40.4138
13143.127441 75.212 -106.0223
13143.310547 75.153 -171.6691
13143.493652 75.091 122.6750
13143.676758 75.028 57.0270
13143.859863 74.969 -8.6247
13144.042969 74.913 -74.2997
13144.226074 74.860 -139.9944
13144.409180 74.808 154.3233
13144.592285 74.761 88.6865
13144.775391 74.725 23.0977
13144.958496 74.701 -42.4782
13145.141602 74.689 -108.0961
13145.324707 74.682 -173.8071
13145.507812 74.670 120.3569
13145.690918 74.644 54.3949
13145.874023 74.599 -11.6563
13146.057129 74.539 -77.7341
13146.240234 74.476 -143.7912
13146.423340 74.426 150.1601
13146.606445 74.399 84.0510
13146.789551 74.386 17.8259
13146.972656 74.373 -48.4783
13147.155762 74.350 -114.7327
13147.338867 74.327 179.1843
13147.521973 74.318 113.2715
13147.705078 74.331 47.3928
13147.888184 74.347 -18.5934
13148.071289 74.337 -84.6851
13148.254395 74.286 -150.7237
13148.437500 74.210 143.4621
13148.620605 74.146 77.8826
13148.803711 74.118 12.3535
13148.986816 74.121 -53.3423
13149.169922 74.127 -119.2611
13149.353027 74.118 174.7171
13149.536133 74.100 108.7266
13149.719238 74.090 42.7609
13149.902344 74.087 -23.3049
13150.085449 74.070 -89.5359
13150.268555 74.011 -155.8090
13150.451660 73.918 138.1123
13150.634766 73.829 72.3524
13150.817871 73.789 6.7591
13151.000977 73.804 -59.0014
13151.184082 73.838 -125.1475
13151.367188 73.844 168.4049
13151.550293 73.803 101.9452
13151.733398 73.736 35.7172
13151.916504 73.679 -30.2590
13152.099609 73.648 -96.1483
13152.282715 73.632 -162.1003
13152.465820 73.613 131.8864
13152.648926 73.590 65.8999
13152.832031 73.581 -0.0473
13153.015137 73.597 -66.0757
13153.198242 73.624 -132.3176
13153.381348 73.633 161.2491
13153.564453 73.608 94.8233
13153.747559 73.562 28.6325
13153.930664 73.527 -37.2576
13154.113770 73.534 -103.0126
13154.296875 73.579 -168.9073
13154.479980 73.628 124.8809
13154.663086 73.642 58.3782
13154.846191 73.599 -8.2308
13155.029297 73.506 -74.7177
13155.212402 73.391 -140.9209
13155.395508 73.297 153.1729
13155.578613 73.258 87.4034
13155.761719 73.279 21.5104
13155.944824 73.336 -44.7054
13156.127930 73.387 -111.2477
13156.311035 73.399 -177.9297
13156.494141 73.373 115.4859
13156.677246 73.329 49.1149
13156.860352 73.289 -17.1169
13157.043457 73.251 -83.3702
13157.226562 73.195 -149.7108
13157.409668 73.109 143.9534
13157.592773 73.007 77.7501
13157.775879 72.923 11.6603
13157.958984 72.873 -54.5159
13158.142090 72.843 -120.9738
13158.325195 72.798 172.3081
13158.508301 72.721 105.5643
13158.691406 72.633 39.0203
13158.874512 72.571 -27.3376
13159.057617 72.546 -93.7592
13159.240723 72.525 -160.4693
13159.423828 72.459 132.5722
