* Generated by rew_pipeline.py (source UUID 7acd2911-a65a-4614-adf2-ea034c40169e, calibrated to its own SPL at 100 Hz)
* Measurement: LR.clean-fdw8
* Dated: 2026-Sep-12 16:10:03
* Note: ; Vector average of L.nofdw.clean-fdw8, R.nofdw.clean-fdw8
* Smoothing: None
* Frequency Step: 0.3662109 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
12552.978516 70.905 115.6015
12553.344727 71.216 -14.4092
12553.710938 71.500 -145.6979
12554.077148 71.541 82.9650
12554.443359 71.670 -47.6327
12554.809570 71.966 -179.4630
12555.175781 72.178 48.0272
12555.541992 72.387 -84.1313
12555.908203 72.573 143.2056
12556.274414 72.647 10.6104
12556.640625 72.795 -121.7392
12557.006836 72.988 105.2211
12557.373047 73.109 -27.7077
12557.739258 73.254 -160.3408
12558.105469 73.367 66.4895
12558.471680 73.392 -66.8711
12558.837891 73.409 159.5851
12559.204102 73.381 25.8383
12559.570312 73.332 -107.5221
12559.936523 73.307 119.0132
12560.302734 73.187 -14.8359
12560.668945 72.964 -148.3463
12561.035156 72.740 78.5388
12561.401367 72.520 -54.5478
12561.767578 72.241 172.3619
12562.133789 71.869 39.7802
12562.500000 71.508 -92.0482
12562.866211 71.173 136.0783
12563.232422 70.767 4.4353
12563.598633 70.397 -126.6865
12563.964844 70.006 102.0723
12564.331055 69.571 -27.6673
12564.697266 69.463 -156.3562
12565.063477 69.423 73.6066
12565.429688 69.224 -55.5388
12565.795898 69.238 175.6982
12566.162109 69.195 45.4417
12566.528320 69.122 -83.4061
12566.894531 69.483 147.3920
12567.260742 69.757 16.0798
12567.626953 69.855 -113.8508
12567.993164 70.188 116.1691
12568.359375 70.415 -15.8150
12568.725586 70.478 -147.4850
12569.091797 70.668 80.9324
12569.458008 70.837 -51.2097
12569.824219 70.953 177.3174
12570.190430 71.139 46.1137
12570.556641 71.324 -85.5978
12570.922852 71.438 142.3073
12571.289062 71.474 10.2687
12571.655273 71.522 -121.4311
12572.021484 71.632 106.6580
12572.387695 71.750 -25.4682
12572.753906 71.891 -157.5884
12573.120117 71.983 70.2242
12573.486328 71.996 -61.3273
12573.852539 72.059 167.2407
12574.218750 72.073 34.9647
12574.584961 72.006 -97.0041
12574.951172 72.083 131.6448
12575.317383 72.279 0.0680
12575.683594 72.469 -131.6170
12576.049805 72.594 96.4955
12576.416016 72.628 -35.2427
12576.782227 72.750 -166.7107
12577.148438 72.978 61.0438
12577.514648 73.149 -71.3300
12577.880859 73.351 156.8798
12578.247070 73.567 24.5161
12578.613281 73.623 -108.2222
12578.979492 73.641 119.5480
12579.345703 73.768 -12.9688
12579.711914 73.886 -146.2860
12580.078125 73.902 80.4598
12580.444336 73.906 -52.0439
12580.810547 74.002 175.6484
12581.176758 74.108 42.8442
12581.542969 74.129 -89.9241
12581.909180 74.137 137.7163
12582.275391 74.171 5.1562
12582.641602 74.174 -127.8553
12583.007812 74.135 99.0545
12583.374023 74.118 -33.8192
12583.740234 74.153 -166.8040
12584.106445 74.130 59.9480
12584.472656 74.020 -72.8063
12584.838867 73.941 154.7347
12585.205078 73.827 21.8596
12585.571289 73.645 -110.6908
12585.937500 73.540 116.9380
12586.303711 73.408 -15.9296
12586.669922 73.175 -148.0444
12587.036133 73.035 80.7892
12587.402344 72.972 -50.6683
12587.768555 72.884 177.4783
12588.134766 72.743 45.2018
12588.500977 72.501 -86.7110
12588.867188 72.353 142.5952
12589.233398 72.385 11.7930
12589.599609 72.388 -119.3581
12589.965820 72.388 109.7152
12590.332031 72.402 -21.6644
12590.698242 72.378 -153.0115
12591.064453 72.464 75.8870
12591.430664 72.617 -55.7638
12591.796875 72.727 172.5080
12592.163086 72.831 40.7389
12592.529297 72.872 -91.1697
12592.895508 72.928 137.2518
12593.261719 73.075 4.9738
12593.627930 73.115 -128.2346
12593.994141 73.059 98.9858
12594.360352 73.076 -33.4172
12594.726562 73.131 -165.8842
12595.092773 73.171 61.8669
12595.458984 73.158 -70.1719
12595.825195 73.089 158.1685
12596.191406 73.083 26.3718
12596.557617 73.103 -106.4350
12596.923828 73.060 120.4952
12597.290039 73.014 -11.9961
12597.656250 72.988 -143.9722
12598.022461 73.004 84.2465
12598.388672 73.058 -48.2467
12598.754883 73.024 178.6463
12599.121094 72.948 46.2301
12599.487305 72.967 -85.6508
12599.853516 72.981 142.1911
12600.219727 72.906 9.9311
12600.585938 72.802 -122.5293
12600.952148 72.681 104.8460
12601.318359 72.614 -27.4145
12601.684570 72.628 -159.7449
12602.050781 72.555 67.6771
12602.416992 72.383 -64.2341
12602.783203 72.294 164.1342
12603.149414 72.231 31.7556
12603.515625 72.070 -100.6416
12603.881836 71.887 127.4438
12604.248047 71.680 -4.5508
12604.614258 71.426 -136.2977
12604.980469 71.262 92.4581
12605.346680 71.201 -38.6669
12605.712891 71.163 -169.4053
12606.079102 71.136 60.1117
12606.445312 71.077 -70.6867
12606.811523 70.996 157.9376
12607.177734 70.893 25.9800
12607.543945 70.793 -105.4336
12607.910156 70.868 123.9367
12608.276367 71.019 -7.2308
12608.642578 71.055 -138.4868
12609.008789 71.096 90.3653
12609.375000 71.111 -41.2547
12609.741211 71.131 -172.1762
12610.107422 71.361 56.6115
12610.473633 71.474 -76.1708
12610.839844 71.375 151.9530
12611.206055 71.489 20.5296
12611.572266 71.599 -112.5191
12611.938477 71.519 115.3720
12612.304688 71.629 -15.8040
12612.670898 71.687 -148.4144
12613.037109 71.487 79.7342
12613.403320 71.470 -51.3163
12613.769531 71.501 176.0001
12614.135742 71.353 43.8015
12614.501953 71.379 -87.2986
12614.868164 71.478 140.5658
12615.234375 71.402 8.6497
12615.600586 71.375 -122.1883
12615.966797 71.460 106.8773
12616.333008 71.584 -24.3029
12616.699219 71.726 -155.8908
12617.065430 71.829 72.3343
12617.431641 71.973 -59.5284
12617.797852 72.109 167.8520
12618.164062 72.145 35.3578
12618.530273 72.254 -96.6202
12618.896484 72.409 130.7067
12619.262695 72.449 -2.2344
12619.628906 72.459 -134.9325
12619.995117 72.456 92.0456
12620.361328 72.406 -40.9370
12620.727539 72.382 -173.7463
12621.093750 72.341 53.4650
12621.459961 72.274 -78.9609
12621.826172 72.184 148.5074
12622.192383 71.983 16.1712
12622.558594 71.853 -115.3285
12622.924805 71.885 112.5246
12623.291016 71.820 -20.1801
12623.657227 71.715 -152.0260
12624.023438 71.664 75.8728
12624.389648 71.468 -56.5424
12624.755859 71.290 172.0088
12625.122070 71.304 40.0199
12625.488281 71.198 -92.8017
12625.854492 70.943 135.9469
12626.220703 70.869 6.1083
12626.586914 70.973 -124.4308
12626.953125 71.076 103.9237
12627.319336 71.084 -28.1585
12627.685547 71.022 -159.4371
12628.051758 71.121 70.2322
12628.417969 71.400 -61.1986
12628.784180 71.551 165.9664
12629.150391 71.575 33.5034
12629.516602 71.713 -98.7559
12629.882812 71.877 127.9324
12630.249023 71.886 -5.7155
12630.615234 71.825 -138.7974
12630.981445 71.806 88.1702
12631.347656 71.762 -45.3603
12631.713867 71.590 -178.8370
12632.080078 71.376 48.6941
12632.446289 71.293 -83.6502
12632.812500 71.142 142.9246
12633.178711 70.771 10.3719
12633.544922 70.558 -120.6365
12633.911133 70.480 107.0387
12634.277344 70.119 -25.7064
12634.643555 69.740 -156.6882
12635.009766 69.596 71.9913
12635.375977 69.380 -60.1878
12635.742188 69.091 168.5690
12636.108398 68.871 37.9648
12636.474609 68.684 -92.6843
12636.840820 68.481 136.2498
12637.207031 68.183 5.4514
12637.573242 67.984 -123.8119
12637.939453 68.044 107.3492
12638.305664 68.189 -21.7011
12638.671875 68.367 -151.0952
12639.038086 68.452 78.8803
12639.404297 68.562 -50.8665
12639.770508 68.879 177.9017
12640.136719 69.019 45.1923
12640.502930 69.117 -85.7070
12640.869141 69.557 143.1370
12641.235352 69.868 9.8869
12641.601562 69.967 -122.8096
12641.967773 70.181 104.4390
12642.333984 70.338 -29.2087
12642.700195 70.424 -162.2988
12643.066406 70.496 64.8085
12643.432617 70.462 -67.5299
12643.798828 70.538 160.2178
12644.165039 70.572 25.9608
12644.531250 70.337 -108.1418
12644.897461 70.228 119.3245
12645.263672 70.220 -13.7274
12645.629883 70.032 -146.1872
12645.996094 69.894 82.1161
12646.362305 69.707 -50.4980
12646.728516 69.439 177.3673
12647.094727 69.325 45.0574
12647.460938 69.079 -87.7490
12647.827148 68.822 141.0689
12648.193359 68.761 8.9101
12648.559570 68.398 -124.2458
12648.925781 68.026 105.2562
12649.291992 68.041 -25.5750
12649.658203 67.838 -157.4587
12650.024414 67.538 72.4453
12650.390625 67.344 -58.4479
12650.756836 66.934 170.4950
12651.123047 66.790 40.7715
12651.489258 66.850 -91.3861
12651.855469 66.453 136.5492
12652.221680 66.076 8.0117
12652.587891 66.011 -121.1190
12652.954102 65.737 109.2215
12653.320312 65.604 -18.1162
12653.686523 65.905 -146.5191
12654.052734 66.029 82.8563
12654.418945 65.866 -46.4875
12654.785156 65.984 -174.1092
12655.151367 66.515 56.6782
12655.517578 67.054 -74.5259
12655.883789 67.437 154.3521
12656.250000 67.784 24.3088
12656.616211 68.249 -105.8638
12656.982422 68.671 122.1345
12657.348633 68.854 -10.3038
12657.714844 69.109 -141.6430
12658.081055 69.587 86.1334
12658.447266 69.954 -47.1669
12658.813477 70.244 -179.7617
12659.179688 70.628 47.7058
12659.545898 70.979 -85.3044
12659.912109 71.246 141.5518
12660.278320 71.373 8.1373
12660.644531 71.371 -124.7671
12661.010742 71.488 102.5960
12661.376953 71.679 -31.0936
12661.743164 71.764 -164.9639
12662.109375 71.806 61.7716
12662.475586 71.820 -71.3020
12662.841797 71.850 155.7487
12663.208008 71.959 22.2873
12663.574219 72.025 -111.4409
12663.940430 72.075 115.7811
12664.306641 72.176 -16.6700
12664.672852 72.198 -149.5185
12665.039062 72.157 77.1994
12665.405273 72.078 -57.0313
12665.771484 71.924 168.5506
12666.137695 71.817 34.8411
12666.503906 71.763 -98.6691
12666.870117 71.646 127.9807
12667.236328 71.477 -5.3088
12667.602539 71.244 -138.8727
12667.968750 70.988 87.4415
12668.334961 70.695 -46.6551
12668.701172 70.242 179.9113
12669.067383 69.869 48.3685
12669.433594 69.709 -83.5155
12669.799805 69.382 143.8324
12670.166016 68.925 12.4111
12670.532227 68.541 -118.5198
12670.898438 68.144 110.8534
12671.264648 67.897 -19.2786
12671.630859 67.694 -150.5767
12671.997070 67.261 78.5403
12672.363281 66.929 -50.5652
12672.729492 66.821 179.7652
12673.095703 66.675 49.5488
12673.461914 66.554 -79.9518
12673.828125 66.541 150.8685
12674.194336 66.562 21.4271
12674.560547 66.518 -108.1868
12674.926758 66.507 122.5662
12675.292969 66.648 -7.2641
12675.659180 66.765 -137.5390
12676.025391 66.961 93.1762
12676.391602 67.306 -36.6560
12676.757812 67.480 -166.9458
12677.124023 67.675 63.8194
12677.490234 68.074 -66.5179
12677.856445 68.364 161.8927
12678.222656 68.633 30.9930
12678.588867 69.076 -100.0120
12678.955078 69.588 127.9212
12679.321289 70.036 -5.3947
12679.687500 70.255 -139.0387
12680.053711 70.423 88.7624
12680.419922 70.844 -43.6656
12680.786133 71.193 -178.0189
12681.152344 71.299 48.0810
12681.518555 71.495 -84.7206
12681.884766 71.742 141.8237
12682.250977 71.818 8.4711
12682.617188 71.881 -124.0175
12682.983398 72.030 103.0732
12683.349609 72.160 -30.6831
12683.715820 72.257 -164.7508
12684.082031 72.326 61.2649
12684.448242 72.369 -72.2970
12684.814453 72.402 154.4326
12685.180664 72.398 20.9616
12685.546875 72.304 -112.8524
12685.913086 72.134 113.4343
12686.279297 72.017 -19.8716
12686.645508 72.023 -153.3401
12687.011719 72.020 72.8820
12687.377930 71.944 -60.4033
12687.744141 71.863 166.7456
12688.110352 71.741 33.5592
12688.476562 71.520 -99.8135
12688.842773 71.293 127.1086
12689.208984 71.167 -5.8590
12689.575195 71.104 -139.0833
12689.941406 70.981 87.6112
12690.307617 70.771 -45.2127
12690.673828 70.583 -177.5966
12691.040039 70.474 49.6219
12691.406250 70.351 -83.7586
12691.772461 70.160 143.0363
12692.138672 69.952 10.2995
12692.504883 69.731 -122.5174
12692.871094 69.452 104.4390
12693.237305 69.156 -28.5984
12693.603516 68.860 -161.6169
12693.969727 68.513 65.9868
12694.335938 68.198 -65.3645
12694.702148 67.934 163.2544
12695.068359 67.570 31.7884
12695.434570 67.233 -98.7488
12695.800781 67.091 130.5082
12696.166992 66.915 -0.9649
12696.533203 66.684 -131.6114
12696.899414 66.624 97.9575
12697.265625 66.646 -33.4726
12697.631836 66.715 -165.2971
12697.998047 66.857 62.2040
12698.364258 66.871 -70.5417
12698.730469 66.834 157.9693
12699.096680 66.954 26.2200
12699.462891 66.950 -107.2826
12699.829102 66.705 119.2920
12700.195312 66.511 -13.6454
12700.561523 66.336 -147.4482
12700.927734 66.001 79.0084
12701.293945 65.693 -53.2100
12701.660156 65.490 174.4959
12702.026367 65.188 41.6670
12702.392578 64.757 -91.0878
12702.758789 64.248 136.1546
12703.125000 63.692 3.7932
12703.491211 63.252 -127.8529
12703.857422 62.948 100.4194
12704.223633 62.581 -31.1319
12704.589844 62.156 -161.5315
12704.956055 61.783 68.6276
12705.322266 61.458 -61.4678
12705.688477 61.229 167.3400
12706.054688 60.870 33.9574
12706.420898 60.045 -98.7395
12706.787109 59.343 132.9760
12707.153320 59.352 3.7048
12707.519531 59.023 -129.6121
12707.885742 57.936 100.1496
12708.251953 57.090 -24.2883
12708.618164 56.702 -148.2714
12708.984375 56.431 88.6191
12709.350586 56.660 -34.9366
12709.716797 56.990 -161.7687
12710.083008 57.259 71.8719
12710.449219 58.192 -53.7601
12710.815430 59.573 176.1785
12711.181641 60.492 43.3819
12711.547852 61.112 -87.5496
12711.914062 61.976 140.6022
12712.280273 62.525 4.8827
12712.646484 62.509 -130.1709
12713.012695 62.653 96.9825
12713.378906 62.973 -37.4697
12713.745117 63.038 -172.3758
12714.111328 63.132 53.1541
12714.477539 63.203 -82.6940
12714.843750 63.153 142.1371
12715.209961 63.332 7.3427
12715.576172 63.314 -129.1792
12715.942383 62.862 95.9449
12716.308594 62.671 -38.4194
12716.674805 62.380 -177.1583
12717.041016 61.475 44.6315
12717.407227 60.846 -89.5366
12717.773438 60.527 133.9838
12718.139648 59.489 -3.9990
12718.505859 58.043 -140.3513
12718.872070 56.409 80.8303
12719.238281 54.155 -58.3392
12719.604492 52.356 164.4985
12719.970703 50.775 16.1551
12720.336914 47.196 -149.1021
12720.703125 43.692 28.4128
12721.069336 46.175 -136.3789
12721.435547 50.766 76.4343
12721.801758 53.838 -68.6607
12722.167969 55.520 151.2769
12722.534180 56.850 14.7568
12722.900391 58.060 -122.2957
12723.266602 59.095 100.2165
12723.632812 60.131 -37.0974
12723.999023 61.046 -174.2468
12724.365234 61.726 50.4546
12724.731445 62.470 -83.6041
12725.097656 63.082 140.1587
12725.463867 63.090 3.8540
12725.830078 63.080 -128.8275
12726.196289 63.570 97.3569
12726.562500 63.716 -39.1037
12726.928711 63.593 -172.6305
12727.294922 63.985 54.1817
12727.661133 64.201 -82.2405
12728.027344 63.923 143.4209
12728.393555 63.875 11.2825
12728.759766 63.802 -122.6946
12729.125977 63.448 104.2342
12729.492188 63.293 -27.9285
12729.858398 63.070 -160.6011
12730.224609 62.804 68.9775
12730.590820 62.766 -62.0634
12730.957031 62.297 165.6244
12731.323242 61.722 36.6741
12731.689453 61.700 -92.5910
12732.055664 61.571 136.8456
12732.421875 61.557 8.6049
12732.788086 61.772 -120.8932
12733.154297 61.695 109.9393
12733.520508 61.983 -17.4453
12733.886719 62.507 -147.8124
12734.252930 62.708 82.3304
12734.619141 63.229 -45.2407
12734.985352 64.029 -175.0973
12735.351562 64.666 53.3794
12735.717773 65.239 -79.0175
12736.083984 65.683 148.1299
12736.450195 66.196 16.1077
12736.816406 66.875 -117.2799
12737.182617 67.262 107.9739
12737.548828 67.457 -25.1504
12737.915039 67.859 -157.9537
12738.281250 68.210 67.7525
12738.647461 68.380 -66.4312
12739.013672 68.536 159.4649
12739.379883 68.566 25.1443
12739.746094 68.531 -107.9371
12740.112305 68.652 119.2699
12740.478516 68.690 -14.5847
12740.844727 68.522 -147.8112
12741.210938 68.478 79.8513
12741.577148 68.552 -53.6124
12741.943359 68.427 172.6285
12742.309570 68.219 40.7976
12742.675781 68.227 -90.3290
12743.041992 68.257 137.2776
12743.408203 68.168 4.8848
12743.774414 68.187 -127.2633
12744.140625 68.168 99.7490
12744.506836 67.947 -32.2659
12744.873047 67.871 -163.1792
12745.239258 67.849 64.4007
12745.605469 67.607 -67.6467
12745.971680 67.556 162.1747
12746.337891 67.707 31.3090
12746.704102 67.728 -99.5406
12747.070312 67.818 129.9285
12747.436523 67.874 -1.9138
12747.802734 67.816 -133.1729
12748.168945 68.003 96.2141
12748.535156 68.246 -35.5506
12748.901367 68.352 -167.0076
12749.267578 68.527 61.6856
12749.633789 68.714 -70.3681
12750.000000 68.965 157.4412
12750.366211 69.255 24.3276
12750.732422 69.313 -108.4529
12751.098633 69.407 120.6244
12751.464844 69.692 -11.2869
12751.831055 69.785 -144.5764
12752.197266 69.787 82.8703
12752.563477 69.918 -49.6885
12752.929688 70.069 177.2941
12753.295898 70.229 43.9253
12753.662109 70.247 -89.9709
12754.028320 70.080 137.3009
12754.394531 70.029 5.5541
12754.760742 69.990 -127.2710
12755.126953 69.793 99.8020
12755.493164 69.664 -32.6784
12755.859375 69.593 -165.3893
12756.225586 69.520 62.6500
12756.591797 69.520 -68.9598
12756.958008 69.397 159.0034
12757.324219 69.149 27.5641
12757.690430 69.039 -103.7055
12758.056641 69.051 124.2899
12758.422852 69.076 -7.7794
12758.789062 69.067 -139.3163
12759.155273 69.023 89.8025
12759.521484 68.993 -41.1973
12759.887695 68.897 -172.8589
12760.253906 68.732 55.8206
12760.620117 68.641 -74.7289
12760.986328 68.620 154.8815
12761.352539 68.580 24.5422
12761.718750 68.574 -105.5151
12762.084961 68.746 124.0889
12762.451172 68.986 -7.4225
12762.817383 69.111 -138.5115
12763.183594 69.329 91.7987
12763.549805 69.691 -38.5475
12763.916016 69.980 -169.9393
12764.282227 70.280 58.1416
12764.648438 70.571 -74.6127
12765.014648 70.806 153.2408
12765.380859 71.199 21.5190
12765.747070 71.555 -111.6998
12766.113281 71.641 114.8616
12766.479492 71.737 -18.0514
12766.845703 71.890 -151.8198
12767.211914 71.953 74.4678
12767.578125 72.065 -58.4916
12767.944336 72.171 168.2166
12768.310547 72.128 35.1574
12768.676758 72.094 -97.3498
12769.042969 72.094 129.6895
12769.409180 72.024 -3.2735
12769.775391 71.956 -135.6775
12770.141602 71.889 92.1200
12770.507812 71.796 -39.6565
12770.874023 71.781 -171.2277
12771.240234 71.812 56.5167
12771.606445 71.763 -76.0121
12771.972656 71.713 152.1396
12772.338867 71.797 20.3335
12772.705078 71.887 -112.3198
12773.071289 71.859 115.0874
12773.437500 71.850 -16.8162
12773.803711 71.916 -149.0240
12774.169922 71.911 78.1259
12774.536133 71.801 -54.6981
12774.902344 71.672 172.7527
12775.268555 71.564 40.3293
12775.634766 71.461 -91.8339
12776.000977 71.399 136.4379
12776.367188 71.383 4.4105
12776.733398 71.255 -128.1278
12777.099609 71.032 100.0218
12777.465820 70.921 -31.3526
12777.832031 70.842 -163.0878
12778.198242 70.723 65.6052
12778.564453 70.646 -65.3794
12778.930664 70.553 163.7170
12779.296875 70.535 33.2066
12779.663086 70.596 -98.0121
12780.029297 70.523 130.7863
12780.395508 70.507 0.8328
12780.761719 70.654 -129.6703
12781.127930 70.735 99.0977
12781.494141 70.830 -31.9343
12781.860352 70.988 -163.2235
12782.226562 71.188 65.6076
12782.592773 71.488 -65.9288
12782.958984 71.709 161.9256
12783.325195 71.893 30.3513
12783.691406 72.178 -101.7955
12784.057617 72.310 125.0535
12784.423828 72.323 -7.4013
12784.790039 72.435 -139.8113
12785.156250 72.520 87.2099
12785.522461 72.582 -45.4282
12785.888672 72.649 -178.1709
12786.254883 72.577 49.2103
12786.621094 72.458 -82.5878
12786.987305 72.411 145.5829
12787.353516 72.399 13.2845
12787.719727 72.381 -119.3712
12788.085938 72.270 108.4201
12788.452148 72.200 -22.5445
12788.818359 72.254 -153.7109
12789.184570 72.252 74.7214
12789.550781 72.304 -56.3941
12789.916992 72.441 172.1237
12790.283203 72.550 40.9750
12790.649414 72.799 -90.1973
12791.015625 72.975 136.9501
12791.381836 72.930 4.4505
12791.748047 73.076 -127.3576
12792.114258 73.301 99.4294
12792.480469 73.358 -33.4687
12792.846680 73.497 -165.7200
12793.212891 73.584 60.8989
12793.579102 73.468 -72.1299
12793.945312 73.426 155.6312
12794.311523 73.410 23.1695
12794.677734 73.381 -108.5969
12795.043945 73.461 119.3760
12795.410156 73.397 -13.5033
12795.776367 73.243 -145.2423
12796.142578 73.314 83.3144
12796.508789 73.396 -49.1843
12796.875000 73.354 178.7545
12797.241211 73.358 47.1589
12797.607422 73.363 -85.0143
12797.973633 73.298 142.6681
12798.339844 73.260 10.6672
12798.706055 73.295 -121.3739
12799.072266 73.299 106.3948
12799.438477 73.230 -25.2493
12799.804688 73.239 -156.5146
12800.170898 73.262 71.3566
12800.537109 73.167 -60.6451
12800.903320 73.199 168.2764
12801.269531 73.406 36.4791
12801.635742 73.519 -95.8967
12802.001953 73.557 132.3660
12802.368164 73.624 0.9074
12802.734375 73.725 -130.6843
12803.100586 73.880 97.2340
12803.466797 74.013 -35.4157
12803.833008 74.107 -167.8884
12804.199219 74.222 59.7001
12804.565430 74.284 -73.0339
12804.931641 74.288 154.2863
12805.297852 74.327 21.5206
12805.664062 74.391 -111.6278
12806.030273 74.434 115.2384
12806.396484 74.463 -17.5608
12806.762695 74.475 -150.3175
12807.128906 74.396 76.7436
12807.495117 74.232 -55.7047
12807.861328 74.185 172.3274
12808.227539 74.244 39.5093
12808.593750 74.180 -93.7083
12808.959961 74.053 133.9765
12809.326172 73.998 1.8726
12809.692383 73.926 -130.6906
12810.058594 73.807 96.6556
12810.424805 73.670 -35.9320
12810.791016 73.539 -168.2325
12811.157227 73.437 59.5975
12811.523438 73.303 -72.3836
12811.889648 73.204 156.1698
12812.255859 73.166 24.1618
12812.622070 72.974 -108.2200
12812.988281 72.751 120.7004
12813.354492 72.734 -10.2309
12813.720703 72.688 -141.9151
12814.086914 72.562 87.1292
12814.453125 72.539 -43.4827
12814.819336 72.558 -174.6157
12815.185547 72.623 53.9900
12815.551758 72.765 -77.9816
12815.917969 72.900 149.6261
12816.284180 72.994 17.0964
12816.650391 72.980 -115.3808
12817.016602 72.925 112.7384
12817.382812 72.961 -19.4534
12817.749023 72.946 -152.4444
12818.115234 72.876 75.0123
12818.481445 72.879 -57.3937
12818.847656 72.809 169.9645
12819.213867 72.684 38.0569
12819.580078 72.632 -93.9031
12819.946289 72.495 133.6856
12820.312500 72.317 2.0105
12820.678711 72.249 -129.7427
12821.044922 72.103 97.9461
12821.411133 71.893 -33.4757
12821.777344 71.831 -164.5461
12822.143555 71.786 63.5103
12822.509766 71.615 -68.4551
12822.875977 71.430 160.2527
12823.242188 71.328 29.2416
12823.608398 71.302 -101.8047
12823.974609 71.324 127.0312
12824.340820 71.342 -4.2209
12824.707031 71.333 -135.2634
12825.073242 71.355 93.9489
12825.439453 71.407 -37.1400
12825.805664 71.391 -168.2704
12826.171875 71.398 61.2540
12826.538086 71.533 -69.5755
12826.904297 71.629 158.6468
12827.270508 71.658 26.9906
12827.636719 71.750 -104.6635
12828.002930 71.831 123.3509
12828.369141 71.933 -8.2858
12828.735352 72.155 -140.5180
12829.101562 72.268 86.1584
12829.467773 72.223 -46.2865
12829.833984 72.312 -177.8749
12830.200195 72.432 49.5262
12830.566406 72.365 -83.1665
12830.932617 72.313 144.7828
12831.298828 72.309 12.1272
12831.665039 72.198 -120.4145
12832.031250 72.140 107.8107
12832.397461 72.103 -24.5679
12832.763672 71.904 -156.7522
12833.129883 71.793 72.1105
12833.496094 71.829 -59.7053
12833.862305 71.750 168.3477
12834.228516 71.686 37.4329
12834.594727 71.707 -93.9279
12834.960938 71.645 134.1724
12835.327148 71.601 2.6254
12835.693359 71.661 -128.8254
12836.059570 71.790 99.7167
12836.425781 71.904 -32.3972
12836.791992 71.819 -164.9825
12837.158203 71.690 63.0661
12837.524414 71.736 -69.5002
12837.890625 71.716 157.0975
12838.256836 71.611 24.9918
12838.623047 71.614 -106.5276
12838.989258 71.535 121.1830
12839.355469 71.328 -10.9989
12839.721680 71.150 -143.1991
12840.087891 70.925 84.5300
12840.454102 70.649 -46.8715
12840.820312 70.391 -177.7503
12841.186523 70.121 51.3614
12841.552734 69.852 -79.6494
12841.918945 69.554 149.4792
12842.285156 69.265 19.7226
12842.651367 69.088 -109.2595
12843.017578 68.962 121.7539
12843.383789 68.895 -7.3868
12843.750000 68.891 -136.7877
12844.116211 69.005 94.5256
12844.482422 69.387 -34.0595
12844.848633 69.789 -163.8634
12845.214844 70.054 66.0833
12845.581055 70.336 -64.4318
12845.947266 70.584 164.0559
12846.313477 70.810 32.6296
12846.679688 71.103 -98.6721
12847.045898 71.378 129.9881
12847.412109 71.637 -1.2375
12847.778320 71.881 -132.8239
12848.144531 72.087 95.4989
12848.510742 72.318 -36.2340
12848.876953 72.518 -168.0358
12849.243164 72.771 60.6278
12849.609375 73.156 -71.5370
12849.975586 73.402 155.2605
12850.341797 73.512 23.0503
12850.708008 73.725 -108.5494
12851.074219 73.948 119.2933
12851.440430 74.153 -13.0869
12851.806641 74.372 -146.1386
12852.172852 74.485 80.7710
12852.539062 74.625 -51.3729
12852.905273 74.829 176.1572
12853.271484 74.894 43.4670
12853.637695 74.979 -88.6556
12854.003906 75.174 138.3354
12854.370117 75.246 4.8145
12854.736328 75.287 -127.5454
12855.102539 75.447 100.2851
12855.468750 75.558 -32.5184
12855.834961 75.597 -165.3094
12856.201172 75.656 61.7286
12856.567383 75.696 -71.4761
12856.933594 75.717 155.6672
12857.299805 75.771 23.0387
12857.666016 75.803 -109.7714
12858.032227 75.762 117.5196
12858.398438 75.714 -14.8494
12858.764648 75.700 -147.3121
12859.130859 75.673 80.1547
12859.497070 75.680 -52.1571
12859.863281 75.720 175.1898
12860.229492 75.642 42.4791
12860.595703 75.511 -89.2942
12860.961914 75.476 139.0429
12861.328125 75.434 6.7446
12861.694336 75.373 -125.4252
12862.060547 75.377 102.5422
12862.426758 75.373 -29.3239
12862.792969 75.388 -160.6049
12863.159180 75.464 67.8192
12863.525391 75.475 -64.3650
12863.891602 75.464 163.7971
12864.257812 75.582 32.1235
12864.624023 75.736 -100.0794
12864.990234 75.781 127.8412
12865.356445 75.812 -3.5713
12865.722656 75.925 -135.4195
12866.088867 75.979 91.8299
12866.455078 75.972 -40.5199
12866.821289 76.100 -172.5389
12867.187500 76.263 54.6270
12867.553711 76.296 -78.2104
12867.919922 76.330 149.5727
12868.286133 76.407 17.1014
12868.652344 76.427 -115.5932
12869.018555 76.423 111.8454
12869.384766 76.414 -20.8531
12869.750977 76.388 -153.5937
12870.117188 76.369 73.7356
12870.483398 76.343 -58.7592
12870.849609 76.335 169.1017
12871.215820 76.360 36.8886
12871.582031 76.354 -95.5885
12871.948242 76.313 132.0069
12872.314453 76.273 -0.1871
12872.680664 76.254 -132.1559
12873.046875 76.250 95.8750
12873.413086 76.222 -36.0519
12873.779297 76.239 -167.7743
12874.145508 76.332 59.9369
12874.511719 76.351 -72.8770
12874.877930 76.304 154.9165
12875.244141 76.324 23.1188
12875.610352 76.374 -108.9983
12875.976562 76.400 118.6490
12876.342773 76.405 -13.7176
12876.708984 76.435 -145.8670
12877.075195 76.536 81.7697
12877.441406 76.589 -51.0571
12877.807617 76.577 176.5674
12878.173828 76.639 44.4119
