* Generated by rew_pipeline.py (source UUID 7acd2911-a65a-4614-adf2-ea034c40169e, calibrated to its own SPL at 100 Hz)
* Measurement: LR.clean-fdw8
* Dated: 2026-Sep-12 16:10:03
* Note: ; Vector average of L.nofdw.clean-fdw8, R.nofdw.clean-fdw8
* Smoothing: None
* Frequency Step: 0.3662109 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
4245.117188 73.245 -176.3199
4245.483398 73.561 50.2003
4245.849609 73.764 -82.9778
4246.215820 73.855 144.1075
4246.582031 73.912 11.4463
4246.948242 74.000 -121.7314
4247.314453 73.998 104.6651
4247.680664 73.989 -28.1270
4248.046875 74.103 -160.9959
4248.413086 74.109 65.6481
4248.779297 74.029 -66.7422
4249.145508 74.059 160.8418
4249.511719 74.020 27.7588
4249.877930 73.964 -104.6898
4250.244141 74.008 122.7234
4250.610352 73.945 -9.9609
4250.976562 73.866 -141.7270
4251.342773 73.850 85.8850
4251.708984 73.683 -47.1790
4252.075195 73.504 -179.4522
4252.441406 73.510 48.3206
4252.807617 73.554 -84.3590
4253.173828 73.530 143.1404
4253.540039 73.448 11.1370
4253.906250 73.406 -120.6441
4254.272461 73.405 106.8698
4254.638672 73.325 -25.8387
4255.004883 73.262 -157.7673
4255.371094 73.300 70.4709
4255.737305 73.372 -61.5866
4256.103516 73.459 165.7941
4256.469727 73.482 32.5899
4256.835938 73.459 -100.3877
4257.202148 73.476 126.5227
4257.568359 73.425 -7.0905
4257.934570 73.287 -140.6387
4258.300781 73.127 85.8054
4258.666992 72.929 -47.5908
4259.033203 72.764 179.2531
4259.399414 72.590 45.6886
4259.765625 72.355 -88.0283
4260.131836 72.131 137.8488
4260.498047 71.814 3.2072
4260.864258 71.428 -130.8465
4261.230469 71.035 94.7400
4261.596680 70.326 -40.2303
4261.962891 69.395 -173.5628
4262.329102 68.612 53.3784
4262.695312 67.662 -80.4072
4263.061523 66.451 147.9728
4263.427734 65.066 18.2637
4263.793945 63.144 -108.0267
4264.160156 61.364 131.8395
4264.526367 60.120 12.1101
4264.892578 59.324 -105.4943
4265.258789 59.718 135.1210
4265.625000 60.319 14.2402
4265.991211 61.876 -104.8438
4266.357422 63.810 128.9310
4266.723633 64.987 0.1661
4267.089844 66.030 -128.1033
4267.456055 67.141 101.2159
4267.822266 68.189 -31.4909
4268.188477 69.188 -165.7418
4268.554688 69.942 59.2792
4268.920898 70.430 -75.1188
4269.287109 70.714 150.8491
4269.653320 70.825 17.2168
4270.019531 70.933 -116.2105
4270.385742 71.000 110.0098
4270.751953 70.919 -22.9269
4271.118164 70.795 -154.2381
4271.484375 70.708 75.5551
4271.850586 70.730 -54.3189
4272.216797 70.831 175.4379
4272.583008 71.032 45.8186
4272.949219 71.522 -83.7635
4273.315430 72.027 145.4526
4273.681641 72.434 15.0006
4274.047852 72.989 -116.1112
4274.414062 73.488 110.8945
4274.780273 73.924 -21.9683
4275.146484 74.525 -155.0649
4275.512695 75.026 70.7740
4275.878906 75.316 -62.8811
4276.245117 75.601 163.5881
4276.611328 75.811 29.0800
4276.977539 75.911 -105.4335
4277.343750 76.037 120.4393
4277.709961 76.150 -13.6747
4278.076172 76.176 -147.4757
4278.442383 76.156 79.0828
4278.808594 76.119 -54.3582
4279.174805 76.050 172.2898
4279.541016 75.993 39.5499
4279.907227 76.023 -92.9367
4280.273438 76.015 134.1089
4280.639648 75.869 1.5304
4281.005859 75.771 -130.3601
4281.372070 75.767 97.3205
4281.738281 75.761 -35.3675
4282.104492 75.733 -168.1838
4282.470703 75.581 59.3576
4282.836914 75.415 -71.6203
4283.203125 75.426 157.6047
4283.569336 75.420 26.1213
4283.935547 75.406 -104.9064
4284.301758 75.503 123.9416
4284.667969 75.570 -7.2647
4285.034180 75.712 -137.7345
4285.400391 75.988 91.2539
4285.766602 76.245 -40.3938
4286.132812 76.545 -172.3155
4286.499023 76.849 55.1245
4286.865234 77.113 -77.3044
4287.231445 77.426 150.1601
4287.597656 77.669 16.9087
4287.963867 77.818 -116.3112
4288.330078 77.989 110.3179
4288.696289 78.125 -23.3685
4289.062500 78.234 -156.7755
4289.428711 78.317 69.8147
4289.794922 78.307 -63.2656
4290.161133 78.357 164.1305
4290.527344 78.470 30.8412
4290.893555 78.488 -102.4256
4291.259766 78.547 125.2165
4291.625977 78.682 -7.4489
4291.992188 78.735 -140.5779
4292.358398 78.764 86.2762
4292.724609 78.811 -47.2113
4293.090820 78.846 179.4088
4293.457031 78.913 46.4592
4293.823242 78.992 -86.3930
4294.189453 79.059 140.6860
4294.555664 79.113 7.2919
4294.921875 79.103 -126.3919
4295.288086 79.094 100.2433
4295.654297 79.135 -33.1537
4296.020508 79.132 -166.7716
4296.386719 79.071 59.7476
4296.752930 78.999 -73.7144
4297.119141 78.911 152.8022
4297.485352 78.821 19.5496
4297.851562 78.754 -113.4653
4298.217773 78.713 113.4393
4298.583984 78.634 -20.0155
4298.950195 78.474 -153.3065
4299.316406 78.350 73.9394
4299.682617 78.305 -59.1528
4300.048828 78.189 167.2099
4300.415039 77.986 33.9169
4300.781250 77.819 -98.9429
4301.147461 77.699 128.1547
4301.513672 77.559 -4.7781
4301.879883 77.356 -137.4545
4302.246094 77.112 90.3071
4302.612305 76.890 -41.8512
4302.978516 76.680 -174.3335
4303.344727 76.474 53.2647
4303.710938 76.339 -78.6845
4304.077148 76.271 149.5605
4304.443359 76.191 17.9666
4304.809570 76.114 -113.3619
4305.175781 76.110 115.0489
4305.541992 76.166 -17.3295
4305.908203 76.246 -150.2542
4306.274414 76.347 76.6524
4306.640625 76.432 -56.6416
4307.006836 76.422 169.8653
4307.373047 76.313 36.3696
4307.739258 76.185 -97.3703
4308.105469 76.032 128.2488
4308.471680 75.799 -6.0811
4308.837891 75.584 -139.7168
4309.204102 75.383 86.4576
4309.570312 74.971 -47.4281
4309.936523 74.421 -179.9701
4310.302734 73.974 48.0437
4310.668945 73.513 -84.2328
4311.035156 73.040 144.5092
4311.401367 72.738 13.9669
4311.767578 72.523 -116.5214
4312.133789 72.425 113.1168
4312.500000 72.384 -18.3238
4312.866211 72.215 -149.9690
4313.232422 72.163 78.9335
4313.598633 72.232 -53.5672
4313.964844 72.147 173.3454
4314.331055 72.090 40.6951
4314.697266 72.039 -93.1347
4315.063477 71.745 132.8561
4315.429688 71.458 0.0046
4315.795898 71.296 -133.5053
4316.162109 70.954 92.3416
4316.528320 70.442 -40.5560
4316.894531 70.011 -172.4032
4317.260742 69.686 54.8517
4317.626953 69.199 -79.5238
4317.993164 68.421 146.4681
4318.359375 67.646 13.9597
4318.725586 66.893 -118.6626
4319.091797 65.920 109.4658
4319.458008 64.954 -21.2772
4319.824219 63.728 -152.7507
4320.190430 61.915 80.0950
4320.556641 60.737 -40.7805
4320.922852 60.005 -164.3425
4321.289062 58.996 75.6729
4321.655273 59.554 -43.1037
4322.021484 60.442 -172.7122
4322.387695 60.392 56.8501
4322.753906 60.465 -68.7148
4323.120117 60.778 164.1329
4323.486328 60.409 37.6345
4323.852539 60.316 -83.5396
4324.218750 61.088 152.4067
4324.584961 61.713 26.7115
4324.951172 62.910 -96.3575
4325.317383 64.583 135.6966
4325.683594 65.573 4.6431
4326.049805 66.273 -125.1115
4326.416016 67.151 103.6365
4326.782227 67.935 -29.4334
4327.148438 68.705 -162.3719
4327.514648 69.435 64.2731
4327.880859 69.953 -68.7520
4328.247070 70.479 158.6658
4328.613281 71.020 24.9579
4328.979492 71.442 -108.8849
4329.345703 71.916 117.7856
4329.711914 72.376 -16.3547
4330.078125 72.638 -150.8447
4330.444336 72.865 74.9705
4330.810547 73.155 -59.5989
4331.176758 73.420 165.7931
4331.542969 73.661 31.7435
4331.909180 73.855 -102.0832
4332.275391 73.982 124.1130
4332.641602 74.101 -10.1233
4333.007812 74.168 -145.2759
4333.374023 74.096 79.3307
4333.740234 73.929 -55.4221
4334.106445 73.748 170.4445
4334.472656 73.533 36.6592
4334.838867 73.250 -96.4701
4335.205078 72.967 131.1584
4335.571289 72.706 -1.5108
4335.937500 72.334 -134.7494
4336.303711 71.950 92.6633
4336.669922 71.787 -39.4443
4337.036133 71.689 -171.3674
4337.402344 71.573 58.3126
4337.768555 71.595 -71.5179
4338.134766 71.551 157.0610
4338.500977 71.346 24.8953
4338.867188 71.186 -107.6809
4339.233398 71.022 119.5902
4339.599609 70.882 -12.0455
4339.965820 70.796 -143.9205
4340.332031 70.436 83.5645
4340.698242 69.918 -47.2825
4341.064453 69.667 -177.2532
4341.430664 69.506 52.4532
4341.796875 69.332 -76.6664
4342.163086 69.253 155.0488
4342.529297 69.259 27.0961
4342.895508 69.491 -101.2264
4343.261719 69.822 128.9816
4343.627930 70.112 -1.1395
4343.994141 70.402 -131.4739
4344.360352 70.583 98.0432
4344.726562 70.810 -31.8752
4345.092773 71.197 -162.6170
4345.458984 71.551 66.0653
4345.825195 71.968 -64.9790
4346.191406 72.422 163.1080
4346.557617 72.774 30.7204
4346.923828 73.132 -101.9463
4347.290039 73.421 124.8633
4347.656250 73.662 -7.6888
4348.022461 73.988 -140.6159
4348.388672 74.132 85.4548
4348.754883 74.132 -47.5000
4349.121094 74.281 179.7475
4349.487305 74.364 46.4431
4349.853516 74.402 -85.7302
4350.219727 74.586 141.9249
4350.585938 74.667 8.6962
4350.952148 74.711 -123.7906
4351.318359 74.881 103.6858
4351.684570 74.997 -28.8853
4352.050781 75.156 -160.9012
4352.416992 75.354 66.1159
4352.783203 75.419 -67.2815
4353.149414 75.538 159.7889
4353.515625 75.716 26.3728
4353.881836 75.790 -106.8764
4354.248047 75.869 120.2824
4354.614258 75.943 -13.1367
4354.980469 75.981 -146.7916
4355.346680 76.062 79.3538
4355.712891 76.101 -54.6662
4356.079102 76.087 171.6251
4356.445312 76.023 37.7054
4356.811523 75.879 -96.1772
4357.177734 75.820 129.9802
4357.543945 75.752 -4.7924
4357.910156 75.473 -139.0671
4358.276367 75.196 87.8192
4358.642578 74.895 -45.9076
4359.008789 74.410 -179.1528
4359.375000 74.070 48.8752
4359.741211 73.849 -83.6874
4360.107422 73.480 144.3740
4360.473633 73.211 13.6034
4360.839844 73.011 -118.2797
4361.206055 72.645 109.3759
4361.572266 72.278 -22.1503
4361.938477 72.031 -153.2488
4362.304688 71.863 75.6639
4362.670898 71.657 -55.5909
4363.037109 71.379 173.7703
4363.403320 71.162 43.4423
4363.769531 70.866 -87.1148
4364.135742 70.513 143.7313
4364.501953 70.431 15.2126
4364.868164 70.518 -114.4319
4365.234375 70.674 115.2803
4365.600586 70.844 -15.5044
4365.966797 70.973 -145.6165
4366.333008 71.262 84.4394
4366.699219 71.500 -47.1202
4367.065430 71.564 -178.5982
4367.431641 71.777 49.7050
4367.797852 71.902 -83.5011
4368.164062 71.835 144.7467
4368.530273 72.050 14.1829
4368.896484 72.323 -118.2963
4369.262695 72.329 109.0176
4369.628906 72.337 -22.9281
4369.995117 72.360 -155.3848
4370.361328 72.316 72.2707
4370.727539 72.280 -60.0520
4371.093750 72.106 167.8217
4371.459961 71.930 37.5490
4371.826172 72.047 -92.5661
4372.192383 72.135 135.6818
4372.558594 72.035 4.4785
4372.924805 72.111 -125.7424
4373.291016 72.376 102.7377
4373.657227 72.525 -29.8072
4374.023438 72.603 -161.6113
4374.389648 72.828 66.8776
4374.755859 73.078 -65.7627
4375.122070 73.113 161.4079
4375.488281 73.078 29.9497
4375.854492 73.201 -101.1814
4376.220703 73.358 126.8385
4376.586914 73.492 -5.2193
4376.953125 73.696 -137.4118
4377.319336 73.879 90.1000
4377.685547 74.065 -42.0692
4378.051758 74.314 -175.0235
4378.417969 74.401 50.9509
4378.784180 74.396 -82.4488
4379.150391 74.536 143.8906
4379.516602 74.530 9.1301
4379.882812 74.286 -124.2535
4380.249023 74.192 103.3311
4380.615234 74.065 -30.6029
4380.981445 73.658 -164.0437
4381.347656 73.327 64.1825
4381.713867 73.068 -67.7999
4382.080078 72.685 161.1251
4382.446289 72.483 31.1610
4382.812500 72.398 -99.8201
4383.178711 72.236 129.6322
4383.544922 72.272 0.2285
4383.911133 72.468 -129.8507
4384.277344 72.619 99.6521
4384.643555 72.821 -31.1404
4385.009766 73.064 -163.0565
4385.375977 73.243 64.3925
4385.742188 73.368 -67.9094
4386.108398 73.458 160.0734
4386.474609 73.462 28.0649
4386.840820 73.384 -103.6432
4387.207031 73.372 124.8524
4387.573242 73.426 -7.0673
4387.939453 73.473 -138.5794
4388.305664 73.662 90.5974
4388.671875 73.943 -41.0080
4389.038086 74.116 -172.9992
4389.404297 74.326 55.4355
4389.770508 74.646 -76.8222
4390.136719 74.913 150.2402
4390.502930 75.159 17.3757
4390.869141 75.412 -115.9599
4391.235352 75.556 110.3986
4391.601562 75.652 -22.8377
4391.967773 75.779 -156.1863
4392.333984 75.858 70.2352
4392.700195 75.932 -62.9236
4393.066406 76.092 164.0376
4393.432617 76.271 30.7902
4393.798828 76.431 -102.4774
4394.165039 76.566 123.9881
4394.531250 76.660 -9.8968
4394.897461 76.757 -144.1948
4395.263672 76.818 80.9640
4395.629883 76.802 -53.5615
4395.996094 76.835 172.3235
4396.362305 76.853 37.5050
4396.728516 76.724 -97.3910
4397.094727 76.620 128.1901
4397.460938 76.541 -6.8521
4397.827148 76.304 -141.7269
4398.193359 76.088 84.3060
4398.559570 75.913 -50.5315
4398.925781 75.534 174.3389
4399.291992 75.174 40.5185
4399.658203 75.000 -93.6919
4400.024414 74.713 131.3524
4400.390625 74.330 -2.8016
4400.756836 74.010 -136.8394
4401.123047 73.632 88.7006
4401.489258 73.164 -45.4549
4401.855469 72.660 -179.1920
4402.221680 72.166 47.2439
4402.587891 71.665 -86.7842
4402.954102 71.035 139.4380
4403.320312 70.463 7.0431
4403.686523 70.022 -125.8753
4404.052734 69.369 100.5266
4404.418945 68.658 -32.2756
4404.785156 68.043 -165.9653
4405.151367 67.257 60.5901
4405.517578 66.624 -70.5265
4405.883789 66.208 157.5756
4406.250000 65.591 24.9589
4406.616211 65.091 -108.3065
4406.982422 64.586 114.5600
4407.348633 63.653 -24.1088
4407.714844 62.558 -162.0196
4408.081055 61.312 58.5371
4408.447266 59.723 -83.2112
4408.813477 58.024 130.3745
4409.179688 56.006 -24.8724
4409.545898 54.010 171.0163
4409.912109 54.257 5.3141
4410.278320 56.660 -149.6343
4410.644531 59.035 66.2723
4411.010742 61.019 -72.8789
4411.376953 62.555 146.8603
4411.743164 63.542 6.4267
4412.109375 64.487 -131.7180
4412.475586 65.468 91.4097
4412.841797 66.212 -43.3762
4413.208008 66.985 -176.7417
4413.574219 67.691 48.0349
4413.940430 68.088 -87.5798
4414.306641 68.524 138.2676
4414.672852 69.130 4.2481
4415.039062 69.709 -130.2517
4415.405273 70.129 94.7055
4415.771484 70.379 -39.8350
4416.137695 70.821 -173.7985
4416.503906 71.380 50.1303
4416.870117 71.573 -86.5501
4417.236328 71.661 138.8127
4417.602539 71.869 3.6462
4417.968750 71.782 -132.2282
4418.334961 71.612 93.7746
4418.701172 71.662 -40.6379
4419.067383 71.517 -176.1526
4419.433594 71.216 49.6930
4419.799805 70.960 -84.0201
4420.166016 70.577 142.6959
4420.532227 70.274 10.3684
4420.898438 70.021 -123.0157
4421.264648 69.609 104.2140
4421.630859 69.426 -27.1608
4421.997070 69.344 -159.3957
4422.363281 69.111 69.0273
4422.729492 68.878 -62.3115
4423.095703 68.376 166.9418
4423.461914 68.156 39.5946
4423.828125 68.570 -90.2798
4424.194336 68.578 138.0064
4424.560547 68.677 10.0525
4424.926758 69.270 -120.3160
4425.292969 69.382 107.3494
4425.659180 69.563 -22.4464
4426.025391 70.086 -155.1732
4426.391602 70.105 70.5370
4426.757812 70.167 -61.0841
4427.124023 70.605 164.8869
4427.490234 70.651 28.8039
4427.856445 70.560 -104.8818
4428.222656 70.685 121.4759
4428.588867 70.547 -12.7846
4428.955078 70.255 -145.4795
4429.321289 70.042 81.5758
4429.687500 69.704 -51.6706
4430.053711 69.441 176.1937
4430.419922 69.301 43.6912
4430.786133 68.985 -88.7958
4431.152344 68.561 139.8413
4431.518555 68.134 8.9792
4431.884766 67.730 -121.7288
4432.250977 67.308 107.4972
4432.617188 66.812 -22.0690
4432.983398 66.515 -150.1651
4433.349609 66.373 81.4993
4433.715820 66.359 -46.2788
4434.082031 66.644 -175.1299
4434.448242 66.805 54.7438
4434.814453 67.059 -73.6016
4435.180664 67.737 156.5700
4435.546875 68.207 24.4472
4435.913086 68.525 -106.6272
4436.279297 68.950 121.7493
4436.645508 69.175 -10.8020
4437.011719 69.344 -142.7660
4437.377930 69.575 84.6063
4437.744141 69.724 -47.9920
4438.110352 69.959 179.6713
4438.476562 70.077 46.2696
4438.842773 69.936 -86.2360
4439.208984 69.939 142.1164
4439.575195 70.004 9.5295
4439.941406 70.061 -122.2548
4440.307617 70.292 105.9084
4440.673828 70.295 -26.8288
4441.040039 70.108 -158.0786
4441.406250 70.132 70.1784
4441.772461 70.034 -63.3941
4442.138672 69.840 164.6550
4442.504883 69.962 33.8673
4442.871094 70.117 -97.7125
4443.237305 70.096 131.0727
4443.603516 70.035 0.3662
4443.969727 70.013 -130.2862
4444.335938 70.073 98.7496
4444.702148 70.127 -32.5612
4445.068359 70.180 -163.6830
4445.434570 70.273 64.9260
4445.800781 70.378 -66.5919
4446.166992 70.570 161.7587
4446.533203 70.702 30.0028
4446.899414 70.827 -100.2077
4447.265625 71.204 129.3305
4447.631836 71.445 -2.8928
4447.998047 71.559 -133.8582
4448.364258 72.032 95.2011
4448.730469 72.490 -37.9525
4449.096680 72.727 -170.7348
4449.462891 73.055 56.7216
4449.829102 73.344 -77.1415
4450.195312 73.492 148.9390
4450.561523 73.637 15.3515
4450.927734 73.746 -118.1385
4451.293945 73.819 108.4892
4451.660156 73.830 -25.2361
4452.026367 73.785 -158.9449
4452.392578 73.783 67.1065
4452.758789 73.673 -66.9105
4453.125000 73.531 160.7465
4453.491211 73.587 28.6339
4453.857422 73.523 -104.6044
4454.223633 73.299 122.9702
4454.589844 73.170 -9.1987
4454.956055 73.011 -141.3647
4455.322266 73.027 87.3182
4455.688477 73.189 -45.5803
4456.054688 73.052 -178.5584
4456.420898 73.018 50.6783
4456.787109 73.226 -81.5233
4457.153320 73.165 145.5855
4457.519531 73.208 14.3473
4457.885742 73.486 -118.3609
4458.251953 73.520 108.4554
4458.618164 73.582 -22.9699
4458.984375 73.781 -155.2751
4459.350586 73.771 71.5612
4459.716797 73.734 -61.1870
4460.083008 73.798 165.2513
4460.449219 73.828 31.2285
4460.815430 73.850 -102.4949
4461.181641 73.809 123.9481
4461.547852 73.707 -9.0115
4461.914062 73.689 -142.0215
4462.280273 73.704 84.0891
4462.646484 73.663 -50.2083
4463.012695 73.517 175.6906
4463.378906 73.282 42.3465
4463.745117 73.080 -90.9662
4464.111328 72.799 134.7520
4464.477539 72.368 1.0189
4464.843750 72.034 -131.2567
4465.209961 71.791 96.7725
4465.576172 71.472 -34.6295
4465.942383 71.220 -165.7228
4466.308594 71.026 61.9376
4466.674805 70.784 -71.0105
4467.041016 70.618 156.5798
4467.407227 70.545 24.1062
4467.773438 70.316 -108.9073
4468.139648 69.823 118.3354
4468.505859 69.295 -14.0082
4468.872070 68.854 -147.3186
4469.238281 68.280 78.9568
4469.604492 67.558 -52.8334
4469.970703 66.810 177.2910
4470.336914 65.924 48.8567
4470.703125 65.093 -77.3756
4471.069336 64.628 156.7100
4471.435547 64.297 30.0710
4471.801758 63.994 -95.5033
4472.167969 63.856 140.4243
4472.534180 64.086 16.9640
4472.900391 64.842 -108.8991
4473.266602 65.685 121.2118
4473.632812 66.309 -8.8535
4473.999023 67.127 -136.9809
4474.365234 68.117 93.2023
4474.731445 68.685 -38.0890
4475.097656 69.152 -168.2357
4475.463867 69.970 59.4851
4475.830078 70.628 -75.9371
4476.196289 71.046 149.6896
4476.562500 71.608 16.3030
4476.928711 72.080 -118.1419
4477.294922 72.338 107.7501
4477.661133 72.657 -26.5510
4478.027344 72.836 -162.3008
4478.393555 72.734 62.8660
4478.759766 72.732 -70.3376
4479.125977 72.876 155.6584
4479.492188 72.901 21.0727
4479.858398 72.903 -112.8096
4480.224609 72.982 113.3154
4480.590820 73.008 -21.0078
4480.957031 72.944 -155.2572
4481.323242 72.869 70.6545
4481.689453 72.793 -63.3528
4482.055664 72.711 162.8540
4482.421875 72.588 28.8393
4482.788086 72.317 -105.3411
4483.154297 72.040 121.0721
4483.520508 71.944 -13.3241
4483.886719 71.675 -148.9255
4484.252930 71.140 77.5673
4484.619141 70.805 -54.3405
4484.985352 70.435 171.9279
4485.351562 69.776 38.7695
4485.717773 69.382 -93.0125
4486.083984 69.119 134.0472
4486.450195 68.668 2.4014
4486.816406 68.342 -128.2729
4487.182617 67.809 99.7034
4487.548828 67.055 -30.7673
4487.915039 66.659 -161.2003
4488.281250 66.160 66.3184
4488.647461 65.348 -64.3724
4489.013672 64.507 167.0164
4489.379883 63.640 40.8134
4489.746094 63.340 -84.3005
4490.112305 63.208 147.2493
4490.478516 62.961 20.6592
4490.844727 63.436 -105.2687
4491.210938 63.942 125.8757
4491.577148 64.355 -1.3400
4491.943359 65.047 -129.3876
4492.309570 65.457 101.1047
4492.675781 65.825 -27.7550
4493.041992 66.292 -158.9455
4493.408203 66.564 68.4733
4493.774414 66.931 -63.5957
4494.140625 67.397 164.1348
4494.506836 67.768 32.4291
4494.873047 68.056 -99.0638
4495.239258 68.237 129.1655
4495.605469 68.511 -3.2267
4495.971680 68.822 -136.6644
4496.337891 69.157 91.3514
4496.704102 69.793 -40.3432
4497.070312 70.228 -174.2510
4497.436523 70.331 52.5123
4497.802734 70.701 -81.2796
4498.168945 70.958 142.0127
4498.535156 70.857 7.2099
4498.901367 71.038 -125.4171
4499.267578 71.199 99.5855
4499.633789 70.969 -35.2990
4500.000000 70.959 -169.4805
4500.366211 71.019 54.0470
4500.732422 70.723 -81.6236
4501.098633 70.489 145.0091
4501.464844 70.302 10.5516
4501.831055 69.850 -124.1140
4502.197266 69.452 102.2686
4502.563477 69.113 -31.8619
4502.929688 68.588 -165.5536
4503.295898 68.069 61.5451
4503.662109 67.616 -72.0517
4504.028320 67.221 154.0907
4504.394531 66.905 20.1285
4504.760742 66.343 -113.6403
4505.126953 65.415 114.0969
4505.493164 64.315 -18.1349
4505.859375 62.921 -152.2849
4506.225586 61.153 74.4370
4506.591797 59.314 -53.5734
4506.958008 57.577 -173.1932
4507.324219 56.910 77.4499
4507.690430 58.088 -36.6481
4508.056641 59.095 -161.2492
4508.422852 59.920 71.4851
4508.789062 61.240 -58.8499
4509.155273 62.492 167.9610
4509.521484 63.293 35.2249
4509.887695 63.626 -96.2882
4510.253906 63.726 133.5106
4510.620117 64.007 2.2467
4510.986328 64.185 -131.3303
4511.352539 64.235 97.3071
4511.718750 64.754 -32.5078
4512.084961 65.306 -164.6059
4512.451172 65.667 63.2834
4512.817383 66.236 -70.5138
4513.183594 66.493 152.2253
4513.549805 66.193 16.1465
4513.916016 65.930 -117.5878
4514.282227 65.666 107.4304
4514.648438 64.967 -27.7432
4515.014648 64.018 -160.5962
4515.380859 63.085 68.3535
4515.747070 62.037 -62.2067
4516.113281 60.583 169.7428
4516.479492 59.486 48.0132
4516.845703 59.399 -74.4786
4517.211914 59.257 163.7704
4517.578125 60.319 45.7028
4517.944336 61.821 -81.0322
4518.310547 62.442 152.1241
4518.676758 63.717 27.0067
4519.042969 65.196 -105.0856
4519.409180 66.166 121.6603
4519.775391 67.289 -11.1883
4520.141602 68.190 -146.3763
4520.507812 68.605 79.4806
4520.874023 69.088 -54.0055
4521.240234 69.492 170.2790
4521.606445 69.690 34.4830
4521.972656 69.993 -101.0987
4522.338867 70.178 122.7150
4522.705078 70.133 -12.1895
4523.071289 70.059 -146.3916
4523.437500 69.782 79.2086
4523.803711 69.383 -53.5954
4524.169922 69.206 174.4408
4524.536133 69.087 42.1463
4524.902344 68.913 -89.2959
4525.268555 68.758 140.3431
4525.634766 68.719 10.7042
4526.000977 68.864 -119.9250
4526.367188 68.923 108.0677
4526.733398 68.961 -23.2014
4527.099609 69.212 -154.7212
4527.465820 69.358 72.7969
4527.832031 69.367 -58.7467
4528.198242 69.454 169.6934
4528.564453 69.419 37.2133
4528.930664 69.258 -94.3527
4529.296875 69.267 135.3019
4529.663086 69.494 4.9952
4530.029297 69.808 -125.8139
4530.395508 70.099 102.8005
4530.761719 70.335 -29.0975
4531.127930 70.539 -161.4450
4531.494141 70.785 65.9042
4531.860352 71.078 -67.5030
4532.226562 71.212 158.7233
4532.592773 71.215 26.2504
4532.958984 71.343 -105.7907
4533.325195 71.433 120.7890
4533.691406 71.320 -12.5584
4534.057617 71.276 -144.9014
4534.423828 71.349 82.2857
4534.790039 71.305 -50.8627
4535.156250 71.195 176.8120
4535.522461 71.182 44.5079
4535.888672 71.105 -88.4723
4536.254883 70.894 139.6898
4536.621094 70.863 9.1765
4536.987305 70.898 -122.5372
4537.353516 70.660 105.7716
4537.719727 70.497 -24.4989
4538.085938 70.491 -155.9374
4538.452148 70.284 72.8392
4538.818359 70.274 -56.2906
4539.184570 70.535 173.0824
4539.550781 70.563 41.7014
4539.916992 70.686 -87.8988
4540.283203 71.149 141.9136
4540.649414 71.601 10.8748
4541.015625 72.062 -119.7190
4541.381836 72.574 108.9468
4541.748047 72.979 -23.5522
4542.114258 73.318 -156.5121
4542.480469 73.728 69.8985
4542.846680 74.122 -64.9318
4543.212891 74.289 159.8380
4543.579102 74.313 25.5402
4543.945312 74.391 -108.8796
4544.311523 74.362 115.6606
4544.677734 74.166 -19.1427
4545.043945 74.019 -152.8761
4545.410156 73.861 73.2404
4545.776367 73.511 -60.6397
4546.142578 72.961 166.0871
4546.508789 72.338 34.3374
4546.875000 71.965 -96.1889
4547.241211 71.732 132.6475
4547.607422 71.372 2.7996
4547.973633 71.301 -124.9009
4548.339844 71.477 106.2443
4548.706055 71.608 -22.6364
4549.072266 72.035 -151.6111
4549.438477 72.532 76.9602
4549.804688 72.843 -54.7855
4550.170898 73.255 173.6992
4550.537109 73.667 40.7675
4550.903320 73.885 -92.4911
4551.269531 74.072 134.6624
4551.635742 74.287 1.4421
4552.001953 74.439 -132.2133
4552.368164 74.485 94.3127
4552.734375 74.494 -38.4648
4553.100586 74.557 -171.1374
4553.466797 74.611 55.7275
4553.833008 74.664 -77.5359
4554.199219 74.743 148.7776
4554.565430 74.741 15.1140
4554.931641 74.755 -117.7759
4555.297852 74.830 108.9488
4555.664062 74.798 -24.6953
4556.030273 74.759 -158.0168
4556.396484 74.695 68.0977
4556.762695 74.437 -65.2814
4557.128906 74.240 162.3564
4557.495117 74.047 28.6260
4557.861328 73.552 -104.7358
4558.227539 73.251 124.3760
4558.593750 73.291 -7.5781
4558.959961 73.086 -139.9423
4559.326172 72.889 89.6912
4559.692383 72.875 -42.0264
4560.058594 72.601 -175.0495
4560.424805 72.315 53.3599
4560.791016 72.258 -78.2256
4561.157227 72.136 150.2883
4561.523438 72.023 19.6804
4561.889648 71.834 -111.6697
4562.255859 71.426 117.7978
4562.622070 71.298 -11.2861
4562.988281 71.432 -141.7753
4563.354492 71.454 87.7923
4563.720703 71.570 -41.5305
4564.086914 71.714 -171.4793
4564.453125 71.797 58.9279
4564.819336 72.120 -70.9368
4565.185547 72.487 157.3346
4565.551758 72.732 25.7966
4565.917969 73.113 -105.1677
4566.284180 73.550 122.8912
4566.650391 73.897 -9.5275
4567.016602 74.255 -142.2725
4567.382812 74.621 84.1025
4567.749023 74.955 -50.1481
4568.115234 75.251 175.2813
4568.481445 75.482 40.7470
4568.847656 75.656 -93.7434
4569.213867 75.716 131.4344
4569.580078 75.634 -3.4226
4569.946289 75.516 -138.2905
4570.312500 75.359 86.5518
