* Generated by rew_pipeline.py (source UUID a5e9af94-77a9-4614-b030-74790d74babe, calibrated to its own SPL at 100 Hz)
* Measurement: L.nofdw.clean-fdw8
* Dated: 2026-Sep-12 16:09:58
* Note: ; Copy of L.0 10 sept 2026 Position MLP 4.18m from front wall 3.32m from R and L speaker 1.20m speakers to front wall marker: green 2 screen panels prolongation - new setup DAC level -29dB MIC HEIGHT: 1.000m mic boom arm height: 1.040 -12dBFS OKTO -28dB DELAY 0.0001 ms (0.03 mm, 0 in) using estimated IR delay relative to Acoustic reference played from DAC8STEREO L with no timing offset Clock adjustment: -15.1 ppm
* Smoothing: None
* Frequency Step: 0.3662109 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
22568.847656 67.811 44.1692
22569.213867 67.529 -86.9099
22569.580078 67.832 140.9420
22569.946289 67.417 10.3614
22570.312500 68.234 -123.1671
22570.678711 67.881 101.7981
22571.044922 67.870 -28.0372
22571.411133 67.723 -158.3363
22571.777344 67.547 62.9368
22572.143555 67.467 -61.5577
22572.509766 67.580 162.4619
22572.875977 67.655 31.7544
22573.242188 67.836 -102.7683
22573.608398 67.931 123.9871
22573.974609 67.653 -7.4044
22574.340820 67.312 -136.8238
22574.707031 67.514 90.1059
22575.073242 67.375 -43.2127
22575.439453 67.288 -176.5391
22575.805664 67.406 52.8711
22576.171875 67.507 -76.8195
22576.538086 66.966 150.0780
22576.904297 66.999 19.0231
22577.270508 67.059 -112.0557
22577.636719 67.033 113.4574
22578.002930 67.343 -15.9222
22578.369141 66.589 -146.2640
22578.735352 66.565 81.7985
22579.101562 67.143 -51.5152
22579.467773 67.296 177.6073
22579.833984 67.580 41.5232
22580.200195 66.816 -85.1122
22580.566406 67.496 141.0858
22580.932617 66.967 11.0413
22581.298828 66.790 -120.0619
22581.665039 67.516 108.0346
22582.031250 66.796 -26.8894
22582.397461 67.667 -157.1577
22582.763672 66.867 70.6979
22583.129883 66.845 -62.6019
22583.496094 67.382 168.2058
22583.862305 66.736 35.6457
22584.228516 66.854 -97.7427
22584.594727 67.139 128.9706
22584.960938 66.739 0.5641
22585.327148 66.474 -133.3927
22585.693359 66.815 96.0248
22586.059570 67.302 -35.3779
22586.425781 66.387 -168.6689
22586.791992 67.023 58.8738
22587.158203 66.795 -70.2859
22587.524414 66.278 156.3418
22587.890625 67.352 24.0811
22588.256836 66.214 -105.2758
22588.623047 66.497 121.9617
22588.989258 66.699 -9.7812
22589.355469 66.764 -139.1911
22589.721680 66.520 87.7701
22590.087891 66.632 -41.1596
22590.454102 66.373 -176.2632
22590.820312 66.181 55.9361
22591.186523 66.321 -77.2008
22591.552734 67.053 148.4199
22591.918945 66.611 19.9163
22592.285156 66.873 -110.4825
22592.651367 66.755 116.7341
22593.017578 66.695 -14.9674
22593.383789 66.490 -147.6843
22593.750000 67.252 82.2841
22594.116211 66.824 -50.0261
22594.482422 66.989 179.0918
22594.848633 66.918 43.9483
22595.214844 66.864 -86.7293
22595.581055 66.538 141.9525
22595.947266 67.284 9.7031
22596.313477 66.881 -124.8143
22596.679688 67.195 106.8210
22597.045898 67.027 -25.7015
22597.412109 67.105 -160.9261
22597.778320 67.295 69.2867
22598.144531 67.147 -63.6574
22598.510742 66.963 165.0021
22598.876953 66.842 31.9333
22599.243164 66.613 -100.0961
22599.609375 66.949 129.3248
22599.975586 66.616 -4.7162
22600.341797 67.263 -133.2204
22600.708008 66.960 91.9487
22601.074219 66.492 -37.5627
22601.440430 66.286 -168.3957
22601.806641 67.471 58.0993
22602.172852 66.266 -69.8250
22602.539062 66.528 157.0908
22602.905273 66.703 25.5806
22603.271484 66.832 -103.1398
22603.637695 66.551 124.3616
22604.003906 66.935 -7.6167
22604.370117 66.670 -138.9742
22604.736328 66.716 90.5590
22605.102539 66.806 -42.5842
22605.468750 66.651 -175.8047
22605.834961 67.212 52.8105
22606.201172 66.254 -78.0886
22606.567383 67.277 153.4749
22606.933594 67.286 20.7818
22607.299805 67.346 -111.7124
22607.666016 67.632 119.7448
22608.032227 66.817 -15.2429
22608.398438 67.373 -147.5614
22608.764648 67.311 79.1092
22609.130859 66.966 -50.3243
22609.497070 67.085 178.1948
22609.863281 68.222 46.1419
22610.229492 67.615 -85.5769
22610.595703 67.859 141.5564
22610.961914 67.999 9.2134
22611.328125 67.936 -122.1399
22611.694336 68.034 106.2505
22612.060547 67.831 -26.1153
22612.426758 68.133 -156.2438
22612.792969 68.190 69.5983
22613.159180 68.325 -62.3152
22613.525391 68.246 166.3855
22613.891602 68.878 31.7738
22614.257812 68.261 -98.1439
22614.624023 68.551 129.9170
22614.990234 68.614 -2.7781
22615.356445 68.694 -136.3259
22615.722656 68.731 90.4820
22616.088867 68.274 -39.5554
22616.455078 68.417 -171.8288
22616.821289 68.633 56.1546
22617.187500 68.520 -76.7196
22617.553711 68.312 148.2743
22617.919922 68.499 21.3820
22618.286133 68.534 -112.7141
22618.652344 68.163 116.3839
22619.018555 68.574 -16.7429
22619.384766 68.655 -146.4809
22619.750977 68.139 79.0380
22620.117188 68.332 -51.5213
22620.483398 68.495 176.4282
22620.849609 68.274 45.5229
22621.215820 68.256 -87.3124
22621.582031 68.136 140.6252
22621.948242 68.371 12.1048
22622.314453 68.302 -124.4240
22622.680664 68.335 106.3915
22623.046875 68.127 -25.8913
22623.413086 68.180 -158.3178
22623.779297 68.424 69.4347
22624.145508 68.313 -61.0455
22624.511719 68.493 166.3611
22624.877930 68.316 34.9326
22625.244141 68.334 -95.4948
22625.610352 68.323 134.4274
22625.976562 68.451 2.4332
22626.342773 68.373 -131.0867
22626.708984 68.476 97.4659
22627.075195 68.528 -34.4750
22627.441406 68.597 -165.3639
22627.807617 68.418 63.5210
22628.173828 68.683 -69.8040
22628.540039 68.835 158.2204
22628.906250 68.747 26.7788
22629.272461 68.829 -105.5474
22629.638672 69.072 123.7287
22630.004883 68.671 -7.6405
22630.371094 69.056 -141.6313
22630.737305 69.286 85.8581
22631.103516 69.046 -45.2406
22631.469727 68.695 -177.5955
22631.835938 69.316 51.6890
22632.202148 68.789 -82.6873
22632.568359 69.297 147.9970
22632.934570 69.275 15.6958
22633.300781 69.345 -116.4389
22633.666992 69.373 112.1287
22634.033203 69.025 -20.8961
22634.399414 69.370 -153.9198
22634.765625 69.518 75.5436
22635.131836 69.410 -55.5039
22635.498047 69.303 171.7324
22635.864258 69.533 38.1646
22636.230469 69.652 -91.2076
22636.596680 70.014 135.5482
22636.962891 69.707 2.9554
22637.329102 69.330 -129.6813
22637.695312 69.842 100.1516
22638.061523 69.613 -33.6831
22638.427734 69.886 -162.6117
22638.793945 69.680 63.9697
22639.160156 69.876 -67.3453
22639.526367 70.113 160.3871
22639.892578 69.787 28.6346
22640.258789 70.408 -105.2200
22640.625000 70.006 124.4534
22640.991211 70.146 -8.5768
22641.357422 70.320 -141.4564
22641.723633 70.364 87.9637
22642.089844 70.325 -43.9216
22642.456055 70.576 -174.6185
22642.822266 70.638 50.0510
22643.188477 70.607 -82.7284
22643.554688 70.479 146.5729
22643.920898 70.772 14.2287
22644.287109 71.029 -118.3210
22644.653320 70.900 109.1158
22645.019531 70.929 -23.4336
22645.385742 70.967 -154.7910
22645.751953 70.750 70.3205
22646.118164 70.759 -60.8850
22646.484375 71.026 165.8915
22646.850586 70.870 33.5136
22647.216797 70.903 -100.1200
22647.583008 70.900 128.3245
22647.949219 70.923 -5.2346
22648.315430 70.783 -137.2245
22648.681641 70.755 90.0172
22649.047852 70.625 -42.2722
22649.414062 70.623 -173.4858
22649.780273 70.705 53.9394
22650.146484 70.351 -80.2114
22650.512695 70.593 147.7366
22650.878906 70.289 15.2511
22651.245117 70.195 -118.0140
22651.611328 70.110 110.6256
22651.977539 70.345 -18.6515
22652.343750 69.880 -153.9937
22652.709961 69.926 74.9472
22653.076172 69.827 -57.5576
22653.442383 69.723 170.0598
22653.808594 69.482 36.3499
22654.174805 69.108 -92.2210
22654.541016 69.235 134.9400
22654.907227 69.044 3.6412
22655.273438 69.029 -127.3292
22655.639648 68.764 103.9392
22656.005859 68.888 -30.4766
22656.372070 68.682 -162.5474
22656.738281 69.087 68.3609
22657.104492 68.683 -63.3912
22657.470703 68.604 162.0512
22657.836914 68.858 34.5255
22658.203125 68.812 -99.7392
22658.569336 68.887 130.5494
22658.935547 68.777 -1.9366
22659.301758 68.740 -134.0058
22659.667969 69.124 97.8639
22660.034180 68.908 -34.8616
22660.400391 69.028 -164.6984
22660.766602 68.933 61.3531
22661.132812 68.858 -69.8850
22661.499023 68.939 158.4488
22661.865234 68.898 26.4342
22662.231445 69.276 -106.0077
22662.597656 69.029 123.3434
22662.963867 69.219 -8.4706
22663.330078 69.483 -141.0144
22663.696289 69.256 87.0524
22664.062500 69.489 -43.2326
22664.428711 69.240 -175.6219
22664.794922 69.537 53.5758
22665.161133 69.597 -78.3804
22665.527344 69.646 149.2851
22665.893555 69.414 17.2025
22666.259766 69.801 -114.6746
22666.625977 69.854 113.1428
22666.992188 69.876 -17.7131
22667.358398 69.889 -150.7817
22667.724609 70.179 74.8871
22668.090820 69.978 -53.6660
22668.457031 70.270 172.5247
22668.823242 70.350 41.0428
22669.189453 70.363 -90.5275
22669.555664 70.455 137.2997
22669.921875 70.282 1.7551
22670.288086 70.520 -127.8626
22670.654297 70.463 97.1175
22671.020508 70.484 -34.8989
22671.386719 70.474 -167.1857
22671.752930 70.520 59.6355
22672.119141 70.358 -71.9348
22672.485352 70.168 154.6750
22672.851562 70.475 21.8531
22673.217773 70.554 -109.5161
22673.583984 70.198 117.6703
22673.950195 70.292 -15.0295
22674.316406 70.188 -146.6234
22674.682617 70.157 80.8781
22675.048828 70.172 -51.9064
22675.415039 70.162 176.4855
22675.781250 70.355 43.2540
22676.147461 69.820 -86.0214
22676.513672 69.960 141.7446
22676.879883 69.815 8.9980
22677.246094 69.895 -123.5515
22677.612305 69.705 104.7522
22677.978516 69.775 -25.8799
22678.344727 69.691 -160.1936
22678.710938 69.734 69.0057
22679.077148 69.440 -63.2643
22679.443359 69.241 164.6015
22679.809570 69.471 33.2957
22680.175781 69.021 -98.3886
22680.541992 69.302 129.9297
22680.908203 69.403 -2.6627
22681.274414 69.533 -134.0461
22681.640625 69.133 94.7125
22682.006836 69.265 -37.8479
22682.373047 69.017 -170.5791
22682.739258 69.321 59.0267
22683.105469 69.424 -74.1132
22683.471680 69.396 153.8761
22683.837891 69.132 22.3925
22684.204102 69.051 -108.4447
22684.570312 69.354 119.6203
22684.936523 69.126 -11.9031
22685.302734 69.065 -144.8504
22685.668945 69.111 84.2514
22686.035156 69.101 -49.9583
22686.401367 69.010 179.6267
22686.767578 69.430 50.4543
22687.133789 69.386 -82.2716
22687.500000 69.447 142.0304
22687.866211 69.192 14.4485
22688.232422 69.442 -118.9009
22688.598633 69.108 109.8965
22688.964844 69.206 -23.2619
22689.331055 69.154 -155.0618
22689.697266 69.143 72.6780
22690.063477 68.901 -59.9887
22690.429688 69.227 166.1153
22690.795898 69.174 34.7452
22691.162109 69.036 -96.5950
22691.528320 69.037 130.1342
22691.894531 69.489 -2.1899
22692.260742 68.725 -134.0101
22692.626953 68.889 94.9846
22692.993164 68.879 -38.4848
22693.359375 68.717 -172.3693
22693.725586 68.461 55.8208
22694.091797 68.821 -73.0772
22694.458008 68.545 154.4508
22694.824219 68.404 22.2182
22695.190430 68.369 -109.8817
22695.556641 68.521 118.3274
22695.922852 68.377 -13.8329
22696.289062 68.150 -145.8160
22696.655273 67.791 82.9412
22697.021484 67.854 -48.4773
22697.387695 68.108 179.8340
22697.753906 67.783 47.5041
22698.120117 67.894 -81.6217
22698.486328 67.707 144.4734
22698.852539 67.708 16.6031
22699.218750 67.303 -113.5547
22699.584961 67.418 112.4886
22699.951172 67.317 -17.6686
22700.317383 67.724 -148.9805
22700.683594 67.567 78.7150
22701.049805 67.836 -52.4140
22701.416016 67.827 176.2768
22701.782227 67.936 43.4263
22702.148438 67.740 -86.7591
22702.514648 68.050 143.8752
22702.880859 68.145 10.3166
22703.247070 68.368 -122.8541
22703.613281 68.241 106.2637
22703.979492 68.695 -26.7996
22704.345703 68.503 -159.0362
22704.711914 68.711 70.6702
22705.078125 68.662 -61.6915
22705.444336 68.927 165.0528
22705.810547 68.890 34.5369
22706.176758 68.773 -100.4904
22706.542969 68.742 127.8789
22706.909180 69.000 -2.9614
22707.275391 68.817 -134.6470
22707.641602 68.425 92.3735
22708.007812 69.256 -40.6056
22708.374023 68.771 -171.8193
22708.740234 69.059 55.2300
22709.106445 68.931 -77.8879
22709.472656 68.691 149.8740
22709.838867 69.111 19.4631
22710.205078 68.635 -113.2109
22710.571289 68.886 115.7909
22710.937500 68.585 -17.4314
22711.303711 68.497 -150.6228
22711.669922 68.665 79.2922
22712.036133 68.939 -54.9165
22712.402344 68.518 175.8888
22712.768555 68.722 42.1330
22713.134766 68.852 -89.7280
22713.500977 68.537 138.0764
22713.867188 68.098 5.7037
22714.233398 68.550 -126.2298
22714.599609 68.314 103.5042
22714.965820 68.353 -29.7959
22715.332031 68.624 -162.5113
22715.698242 68.624 65.3916
22716.064453 68.426 -62.6501
22716.430664 68.490 161.8655
22716.796875 68.096 30.1988
22717.163086 67.882 -102.1528
22717.529297 68.175 126.9985
22717.895508 68.123 -6.8744
22718.261719 68.228 -136.8020
22718.627930 68.021 90.2049
22718.994141 67.795 -39.8537
22719.360352 67.961 -171.9227
22719.726562 68.204 55.6106
22720.092773 68.101 -77.6737
22720.458984 67.775 150.9912
22720.825195 68.002 20.0541
22721.191406 68.044 -112.7823
22721.557617 67.832 112.6428
22721.923828 67.746 -15.5707
22722.290039 67.546 -149.5757
22722.656250 67.715 81.0826
22723.022461 67.593 -50.5186
22723.388672 67.358 176.8932
22723.754883 67.721 46.9390
22724.121094 67.279 -87.3187
22724.487305 67.340 143.1699
22724.853516 67.253 9.6081
22725.219727 67.372 -121.2042
22725.585938 67.413 107.7136
22725.952148 67.131 -24.8321
22726.318359 67.646 -156.9851
22726.684570 67.241 70.8997
22727.050781 67.084 -62.0414
22727.416992 67.125 166.3849
22727.783203 67.356 35.8012
22728.149414 67.041 -97.3106
22728.515625 67.162 132.8723
22728.881836 67.088 -0.7723
22729.248047 67.335 -131.3322
22729.614258 67.093 100.9620
22729.980469 67.549 -31.1023
22730.346680 66.934 -166.0518
22730.712891 67.006 64.5417
22731.079102 66.644 -67.7820
22731.445312 66.965 158.9136
22731.811523 67.217 29.8604
22732.177734 67.131 -99.3240
22732.543945 67.116 127.5340
22732.910156 67.272 -5.0222
22733.276367 67.235 -137.6829
22733.642578 67.240 89.9959
22734.008789 67.205 -35.8396
22734.375000 67.328 -171.3086
22734.741211 67.423 57.5281
22735.107422 67.486 -74.0666
22735.473633 67.410 154.1780
22735.839844 67.091 21.1523
22736.206055 67.503 -109.0557
22736.572266 67.791 118.9069
22736.938477 67.798 -12.5559
22737.304688 67.599 -146.4935
22737.670898 67.632 80.8355
22738.037109 67.722 -50.5435
22738.403320 67.513 177.5769
22738.769531 67.854 45.0705
22739.135742 67.903 -84.9342
22739.501953 67.556 142.8237
22739.868164 67.753 9.7346
22740.234375 67.985 -122.4830
22740.600586 67.928 107.5859
22740.966797 68.012 -25.7901
22741.333008 68.240 -157.7912
22741.699219 67.863 70.9126
22742.065430 68.297 -61.4073
22742.431641 68.065 164.2226
22742.797852 68.358 34.1208
22743.164062 68.272 -96.8560
22743.530273 68.111 129.3105
22743.896484 67.943 -3.4087
22744.262695 68.135 -135.8278
22744.628906 68.087 93.6324
22744.995117 68.429 -37.2431
22745.361328 68.504 -168.7459
22745.727539 68.264 55.9975
22746.093750 68.144 -74.7117
22746.459961 68.371 153.5652
22746.826172 68.188 21.9691
22747.192383 68.435 -111.4188
22747.558594 68.614 117.5730
22747.924805 68.198 -13.7277
22748.291016 68.440 -149.6851
22748.657227 68.311 79.8269
22749.023438 68.181 -51.2201
22749.389648 68.364 176.9633
22749.755859 68.248 44.4935
22750.122070 68.289 -89.8739
22750.488281 68.322 139.1217
22750.854492 68.090 9.0117
22751.220703 67.916 -125.1598
22751.586914 68.093 101.9774
22751.953125 68.427 -29.5341
22752.319336 68.099 -162.3070
22752.685547 68.409 65.6094
22753.051758 68.175 -66.0482
22753.417969 68.048 160.8218
22753.784180 68.250 28.6983
22754.150391 68.339 -101.4623
22754.516602 67.873 124.7441
22754.882812 67.861 -7.6632
22755.249023 68.072 -137.5404
22755.615234 67.882 91.1435
22755.981445 68.062 -40.5608
22756.347656 67.791 -175.8102
22756.713867 67.801 54.5730
22757.080078 67.637 -79.0886
22757.446289 67.731 147.2976
22757.812500 67.565 18.1796
22758.178711 67.950 -115.1725
22758.544922 67.967 113.8181
22758.911133 67.709 -19.2888
22759.277344 67.333 -152.8837
22759.643555 67.170 76.3832
22760.009766 67.075 -55.1587
22760.375977 67.552 173.2020
22760.742188 67.643 40.8762
22761.108398 67.379 -92.2901
22761.474609 67.252 134.7875
22761.840820 67.147 1.1023
22762.207031 67.240 -127.1103
22762.573242 66.921 101.2649
22762.939453 66.350 -29.4617
22763.305664 66.396 -162.0410
22763.671875 66.770 65.4435
22764.038086 66.654 -64.3083
22764.404297 66.750 160.0367
22764.770508 66.704 31.2603
22765.136719 66.718 -99.7138
22765.502930 66.800 127.3235
22765.869141 66.573 -5.1178
22766.235352 65.890 -138.3631
22766.601562 66.370 94.3910
22766.967773 66.275 -35.7635
22767.333984 66.212 -170.7009
22767.700195 66.123 59.4960
22768.066406 66.381 -71.9019
22768.432617 66.149 154.8671
22768.798828 66.454 23.9615
22769.165039 66.119 -106.1242
22769.531250 66.067 122.8963
22769.897461 65.978 -11.6429
22770.263672 66.115 -141.9241
22770.629883 66.469 84.5133
22770.996094 66.355 -45.0494
22771.362305 66.359 -177.7140
22771.728516 66.369 52.9476
22772.094727 66.679 -81.9553
22772.460938 65.842 147.8805
22772.827148 66.357 18.1085
22773.193359 66.407 -113.9467
22773.559570 66.675 110.9624
22773.925781 65.818 -17.2683
22774.291992 66.683 -150.9258
22774.658203 66.574 77.1399
22775.024414 66.614 -51.2137
22775.390625 66.347 176.1761
22775.756836 66.717 41.8526
22776.123047 66.516 -88.8589
22776.489258 66.388 139.7746
22776.855469 66.647 8.0237
22777.221680 66.645 -124.5016
22777.587891 66.737 100.1600
22777.954102 66.689 -29.2749
22778.320312 66.811 -161.2510
22778.686523 66.781 65.3442
22779.052734 67.226 -65.4458
22779.418945 67.216 164.1818
22779.785156 67.170 26.9988
22780.151367 67.008 -99.8917
22780.517578 67.075 123.9117
22780.883789 66.855 -6.3027
22781.250000 66.881 -137.9829
22781.616211 67.288 88.9344
22781.982422 67.044 -43.5334
22782.348633 66.895 -175.0709
22782.714844 66.826 51.9526
22783.081055 66.716 -80.4812
22783.447266 66.492 145.9951
22783.813477 66.345 16.3970
22784.179688 66.432 -116.1503
22784.545898 65.988 110.5773
22784.912109 65.971 -21.9526
22785.278320 65.813 -152.3790
22785.644531 66.336 75.6865
22786.010742 65.852 -59.6670
22786.376953 66.355 173.9555
22786.743164 65.740 39.3372
22787.109375 65.643 -91.6636
22787.475586 65.423 137.8693
22787.841797 65.644 7.1116
22788.208008 65.308 -128.3732
22788.574219 65.395 104.5703
22788.940430 65.386 -26.7098
22789.306641 65.377 -158.7658
22789.672852 65.274 70.1680
22790.039062 65.729 -61.7230
22790.405273 65.332 166.1686
22790.771484 65.613 34.4527
22791.137695 65.740 -94.9248
22791.503906 65.701 133.2595
22791.870117 66.034 -1.0606
22792.236328 65.549 -130.6908
22792.602539 65.496 96.5675
22792.968750 65.707 -35.7924
22793.334961 65.778 -167.8230
22793.701172 65.650 58.9145
22794.067383 65.644 -71.7841
22794.433594 65.513 156.9076
22794.799805 65.454 26.9586
22795.166016 65.386 -104.2945
22795.532227 65.542 122.0642
22795.898438 65.747 -8.5880
22796.264648 65.533 -142.0238
22796.630859 65.379 85.3876
22796.997070 65.555 -45.7566
22797.363281 65.174 -176.6996
22797.729492 64.882 50.8181
22798.095703 65.187 -82.1548
22798.461914 65.084 148.0642
22798.828125 65.277 14.2417
22799.194336 65.200 -113.8793
22799.560547 64.585 117.9146
22799.926758 65.283 -18.3119
22800.292969 65.349 -148.9428
22800.659180 65.397 79.7607
22801.025391 65.206 -50.1128
22801.391602 65.168 179.8399
22801.757812 65.349 44.7484
22802.124023 65.456 -81.7514
22802.490234 65.620 143.4168
22802.856445 65.911 10.3859
22803.222656 66.207 -120.9503
22803.588867 65.874 107.2252
22803.955078 65.882 -23.0264
22804.321289 66.222 -157.7802
22804.687500 66.064 71.8743
22805.053711 65.915 -60.8353
22805.419922 65.924 167.5364
22805.786133 66.192 32.6915
22806.152344 66.493 -98.1202
22806.518555 66.842 131.6921
22806.884766 66.512 -0.0968
22807.250977 66.695 -134.8934
22807.617188 66.854 92.2869
22807.983398 66.350 -37.5411
22808.349609 66.733 -170.5374
22808.715820 66.663 58.7027
22809.082031 66.505 -75.2107
22809.448242 66.343 152.3179
22809.814453 66.163 21.3681
22810.180664 66.452 -108.8818
22810.546875 66.621 117.2356
22810.913086 66.418 -18.6119
22811.279297 66.416 -151.0900
22811.645508 66.160 81.7750
22812.011719 66.265 -52.8170
22812.377930 66.100 174.1813
22812.744141 66.394 42.5636
22813.110352 66.047 -88.2827
22813.476562 65.740 139.4588
22813.842773 65.826 4.4718
22814.208984 65.939 -121.9669
22814.575195 66.434 105.7478
22814.941406 66.178 -24.5251
22815.307617 65.901 -157.7383
22815.673828 66.192 70.2317
22816.040039 66.237 -64.9147
22816.406250 66.009 165.9595
22816.772461 65.975 33.3523
22817.138672 66.198 -98.8236
22817.504883 66.529 129.1478
22817.871094 66.667 -1.4916
22818.237305 65.952 -136.0815
22818.603516 66.042 92.4443
22818.969727 66.095 -38.9341
22819.335938 65.946 -172.0125
22819.702148 65.891 55.6731
22820.068359 65.779 -76.5816
22820.434570 65.818 151.9899
22820.800781 65.855 18.4856
22821.166992 65.702 -113.8704
22821.533203 65.580 114.6671
22821.899414 65.630 -18.9623
22822.265625 65.537 -148.2000
22822.631836 65.471 77.4254
22822.998047 65.242 -54.0487
22823.364258 64.840 174.3929
22823.730469 64.753 42.0098
22824.096680 64.622 -85.6881
22824.462891 64.629 141.6721
22824.829102 64.806 7.8777
22825.195312 64.679 -124.0227
22825.561523 64.026 103.9690
22825.927734 65.175 -23.5420
22826.293945 64.252 -161.6151
22826.660156 64.439 72.5490
22827.026367 63.947 -58.0199
22827.392578 63.895 169.3105
22827.758789 64.199 37.0747
22828.125000 64.114 -91.7795
22828.491211 63.931 137.0474
22828.857422 63.676 5.6939
22829.223633 64.021 -126.2564
22829.589844 64.327 103.8321
22829.956055 64.828 -28.2428
22830.322266 64.060 -160.7210
22830.688477 64.476 69.6178
22831.054688 64.334 -59.8803
22831.420898 64.343 167.3451
22831.787109 64.657 35.6479
22832.153320 64.419 -96.4274
22832.519531 64.349 131.1090
22832.885742 64.842 -0.2314
22833.251953 65.201 -131.5135
22833.618164 64.947 93.7999
22833.984375 64.841 -34.8542
22834.350586 64.900 -171.1183
22834.716797 65.170 63.5638
22835.083008 64.950 -68.7114
22835.449219 64.962 153.8489
22835.815430 65.121 23.4527
22836.181641 65.120 -109.3954
22836.547852 65.094 119.2860
22836.914062 65.180 -12.7343
22837.280273 64.952 -144.0446
22837.646484 65.197 83.7518
22838.012695 64.755 -46.2246
22838.378906 65.074 -179.6453
22838.745117 64.426 46.2452
22839.111328 64.220 -84.0379
22839.477539 64.315 146.3424
22839.843750 65.140 14.7296
22840.209961 64.208 -119.4744
22840.576172 64.713 110.1885
22840.942383 65.156 -21.1424
22841.308594 65.238 -152.2384
22841.674805 64.642 72.3389
22842.041016 64.609 -51.1113
22842.407227 65.253 169.0992
22842.773438 65.359 43.2071
22843.139648 64.940 -88.4540
22843.505859 65.034 136.2671
22843.872070 65.237 10.2410
22844.238281 65.529 -127.9222
22844.604492 65.291 102.4062
22844.970703 65.389 -30.1234
22845.336914 65.345 -161.7650
22845.703125 65.171 66.3284
22846.069336 65.636 -65.5827
22846.435547 65.461 162.7810
22846.801758 65.549 31.1672
22847.167969 65.606 -100.4878
22847.534180 65.521 127.0317
22847.900391 65.954 -1.8865
22848.266602 65.637 -139.3415
22848.632812 65.829 91.9728
22848.999023 65.709 -42.3765
22849.365234 65.749 -176.7906
22849.731445 65.742 54.1233
22850.097656 65.550 -76.3953
22850.463867 65.969 150.5008
22850.830078 66.025 16.6738
22851.196289 65.670 -116.1236
22851.562500 65.734 112.7097
22851.928711 66.138 -19.6409
22852.294922 65.862 -151.4858
22852.661133 65.913 74.8317
22853.027344 65.605 -54.7423
22853.393555 65.248 172.4338
22853.759766 65.738 39.4448
22854.125977 65.761 -92.7231
22854.492188 65.543 137.1322
22854.858398 65.703 2.4537
22855.224609 65.551 -129.1088
22855.590820 65.011 99.6226
22855.957031 64.961 -31.6273
22856.323242 65.687 -158.2238
22856.689453 65.451 67.3927
22857.055664 65.453 -66.7657
22857.421875 65.334 162.8003
22857.788086 65.718 29.3725
22858.154297 64.685 -100.0552
22858.520508 65.103 129.2099
22858.886719 65.151 -3.7630
22859.252930 65.636 -135.5557
22859.619141 65.389 92.5980
22859.985352 64.756 -35.6004
22860.351562 65.537 -173.1887
22860.717773 65.580 58.7553
22861.083984 65.328 -73.8712
22861.450195 65.239 153.3017
22861.816406 65.368 25.7220
22862.182617 65.342 -112.5224
22862.548828 65.367 119.0130
22862.915039 65.362 -15.5493
22863.281250 65.566 -147.3973
22863.647461 65.301 84.1142
22864.013672 65.772 -45.3995
22864.379883 65.353 179.7425
22864.746094 65.534 46.8640
22865.112305 65.568 -86.5467
22865.478516 65.557 142.0537
22865.844727 65.699 11.1201
22866.210938 65.418 -123.8986
22866.577148 65.881 106.2880
22866.943359 65.726 -24.4847
22867.309570 65.753 -157.2863
22867.675781 65.959 70.2247
22868.041992 65.613 -60.8393
22868.408203 65.563 163.8506
22868.774414 65.561 31.5969
22869.140625 65.746 -99.4584
22869.506836 65.799 129.1130
22869.873047 65.747 -2.1407
22870.239258 65.856 -137.0339
22870.605469 65.607 92.5452
22870.971680 65.275 -42.0394
22871.337891 65.429 -174.8493
22871.704102 65.533 57.3493
22872.070312 65.293 -79.7737
22872.436523 65.340 150.1331
22872.802734 65.056 15.8599
22873.168945 65.012 -115.0236
22873.535156 65.150 118.1712
22873.901367 64.625 -17.2850
22874.267578 64.569 -148.5548
22874.633789 64.357 76.1749
22875.000000 64.210 -54.3613
22875.366211 64.599 174.3700
22875.732422 64.434 42.7319
22876.098633 64.467 -87.5747
22876.464844 63.831 139.5722
22876.831055 64.180 11.0529
22877.197266 64.131 -122.0184
22877.563477 63.857 102.5237
22877.929688 63.877 -29.2335
22878.295898 63.325 -158.8212
22878.662109 63.685 71.5084
22879.028320 63.464 -58.5747
22879.394531 63.286 170.8341
22879.760742 63.522 41.2525
22880.126953 63.062 -89.8901
22880.493164 63.285 137.3491
22880.859375 63.512 8.5690
22881.225586 63.531 -122.0858
22881.591797 63.439 103.7053
22881.958008 63.118 -24.3808
22882.324219 62.872 -156.8603
22882.690430 63.400 74.2736
22883.056641 63.708 -59.1307
22883.422852 63.811 165.7143
22883.789062 63.909 38.2553
22884.155273 63.787 -95.1061
22884.521484 63.578 133.4107
22884.887695 63.985 1.9783
22885.253906 64.049 -126.8104
22885.620117 64.353 98.1955
22885.986328 63.929 -32.7493
22886.352539 65.096 -167.3567
22886.718750 64.352 61.2988
22887.084961 64.525 -72.0297
22887.451172 64.927 156.0215
22887.817383 64.642 23.7505
22888.183594 64.099 -106.8920
22888.549805 64.436 121.2696
22888.916016 64.744 -9.5345
22889.282227 64.471 -143.3182
22889.648438 64.488 80.7165
22890.014648 64.185 -46.5584
