* Generated by rew_pipeline.py (source UUID a5e9af94-77a9-4614-b030-74790d74babe, calibrated to its own SPL at 100 Hz)
* Measurement: L.nofdw.clean-fdw8
* Dated: 2026-Sep-12 16:09:58
* Note: ; Copy of L.0 10 sept 2026 Position MLP 4.18m from front wall 3.32m from R and L speaker 1.20m speakers to front wall marker: green 2 screen panels prolongation - new setup DAC level -29dB MIC HEIGHT: 1.000m mic boom arm height: 1.040 -12dBFS OKTO -28dB DELAY 0.0001 ms (0.03 mm, 0 in) using estimated IR delay relative to Acoustic reference played from DAC8STEREO L with no timing offset Clock adjustment: -15.1 ppm
* Smoothing: None
* Frequency Step: 0.3662109 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
1228.637695 80.188 160.9380
1229.003906 80.374 28.1272
1229.370117 80.252 -104.2493
1229.736328 80.567 122.5350
1230.102539 80.750 -9.8707
1230.468750 80.922 -143.2540
1230.834961 81.161 83.8835
1231.201172 81.266 -50.3252
1231.567383 81.440 175.7967
1231.933594 81.651 41.7112
1232.299805 81.693 -92.3831
1232.666016 81.803 133.9107
1233.032227 81.833 -0.7535
1233.398438 81.797 -134.8742
1233.764648 81.813 90.8563
1234.130859 81.862 -43.2829
1234.497070 81.787 -177.7658
1234.863281 81.763 47.7620
1235.229492 81.756 -86.3727
1235.595703 81.649 139.2579
1235.961914 81.688 4.3702
1236.328125 81.388 -130.1128
1236.694336 81.332 94.2817
1237.060547 81.108 -40.1043
1237.426758 80.860 -174.4789
1237.792969 80.633 50.9140
1238.159180 80.269 -83.3188
1238.525391 80.045 142.2881
1238.891602 79.604 8.3315
1239.257812 79.048 -125.5790
1239.624023 78.773 102.0676
1239.990234 78.449 -31.3093
1240.356445 78.193 -166.0982
1240.722656 77.654 60.9449
1241.088867 77.218 -71.2382
1241.455078 76.475 155.0429
1241.821289 75.940 22.7227
1242.187500 75.432 -110.1147
1242.553711 74.731 117.1027
1242.919922 74.226 -12.8176
1243.286133 73.717 -141.7732
1243.652344 73.212 88.1570
1244.018555 72.934 -43.0463
1244.384766 72.305 -171.6181
1244.750977 72.303 59.2225
1245.117188 71.866 -69.0806
1245.483398 72.000 163.2773
1245.849609 72.014 34.1265
1246.215820 72.422 -94.6369
1246.582031 72.890 135.9318
1246.948242 73.017 5.5903
1247.314453 73.709 -126.8265
1247.680664 74.115 100.1307
1248.046875 74.668 -33.1565
1248.413086 74.988 -164.9876
1248.779297 75.287 60.1469
1249.145508 75.521 -75.3452
1249.511719 75.753 149.1404
1249.877930 75.686 14.4330
1250.244141 75.544 -123.3541
1250.610352 75.432 102.5925
1250.976562 75.013 -32.1584
1251.342773 74.871 -167.6674
1251.708984 74.578 58.3108
1252.075195 74.255 -76.7752
1252.441406 73.939 149.3241
1252.807617 73.745 16.0240
1253.173828 73.401 -118.6789
1253.540039 73.140 107.6819
1253.906250 72.781 -27.1478
1254.272461 72.589 -160.6984
1254.638672 72.392 65.2702
1255.004883 72.048 -69.3561
1255.371094 71.706 156.2802
1255.737305 71.566 21.3632
1256.103516 71.007 -116.0010
1256.469727 70.529 110.2736
1256.835938 70.411 -25.8721
1257.202148 70.045 -162.2864
1257.568359 69.646 59.3619
1257.934570 69.193 -74.6124
1258.300781 68.353 147.9469
1258.666992 68.139 7.2623
1259.033203 67.829 -131.1299
1259.399414 67.110 91.0857
1259.765625 66.712 -53.4990
1260.131836 65.795 167.1339
1260.498047 65.866 27.8601
1260.864258 64.555 -113.3015
1261.230469 65.378 109.0034
1261.596680 64.961 -26.6999
1261.962891 65.954 -167.2701
1262.329102 66.179 54.4172
1262.695312 67.559 -89.4275
1263.061523 68.243 132.9653
1263.427734 68.622 -10.2191
1263.793945 69.482 -151.3922
1264.160156 69.903 71.0575
1264.526367 70.244 -72.3663
1264.892578 71.088 150.8409
1265.258789 70.978 14.7543
1265.625000 71.396 -124.2963
1265.991211 71.517 97.4682
1266.357422 71.468 -37.5939
1266.723633 71.429 -172.9162
1267.089844 71.276 48.2309
1267.456055 71.305 -82.4776
1267.822266 71.838 143.5844
1268.188477 72.286 8.1954
1268.554688 71.869 -124.3466
1268.920898 72.078 99.6422
1269.287109 72.000 -32.2111
1269.653320 72.172 -167.3124
1270.019531 72.120 58.9660
1270.385742 72.281 -74.9099
1270.751953 72.137 150.9500
1271.118164 72.521 18.5453
1271.484375 72.739 -114.2009
1271.850586 72.290 112.1632
1272.216797 72.463 -23.1132
1272.583008 72.326 -154.1773
1272.949219 72.532 71.4282
1273.315430 72.046 -58.0236
1273.681641 72.488 166.7181
1274.047852 72.444 35.9873
1274.414062 72.424 -98.2603
1274.780273 72.329 133.9870
1275.146484 72.481 2.2827
1275.512695 72.414 -129.1226
1275.878906 72.835 97.2817
1276.245117 73.309 -35.1480
1276.611328 73.549 -168.4491
1276.977539 73.763 57.6151
1277.343750 73.641 -76.3452
1277.709961 74.047 152.2518
1278.076172 74.100 17.0189
1278.442383 73.938 -115.6120
1278.808594 74.059 110.7669
1279.174805 73.904 -20.2404
1279.541016 73.861 -154.3649
1279.907227 74.006 73.0547
1280.273438 74.120 -60.1783
1280.639648 74.007 166.6643
1281.005859 74.143 33.5892
1281.372070 74.215 -99.5684
1281.738281 74.246 128.9466
1282.104492 74.318 -5.4367
1282.470703 74.335 -139.4758
1282.836914 74.051 84.6209
1283.203125 74.063 -46.7597
1283.569336 73.926 -179.2451
1283.935547 73.600 46.3847
1284.301758 73.062 -86.9269
1284.667969 72.797 141.1134
1285.034180 72.509 8.9593
1285.400391 71.817 -118.8496
1285.766602 71.686 108.4997
1286.132812 71.268 -19.6005
1286.499023 71.361 -147.1563
1286.865234 71.652 81.8328
1287.231445 71.856 -45.1680
1287.597656 72.340 -175.6747
1287.963867 72.864 53.5194
1288.330078 73.114 -77.8327
1288.696289 73.659 148.5465
1289.062500 74.065 14.1439
1289.428711 74.402 -118.1994
1289.794922 74.683 108.5087
1290.161133 74.883 -27.6284
1290.527344 75.129 -161.1376
1290.893555 74.936 64.3130
1291.259766 74.843 -68.9419
1291.625977 74.954 155.9998
1291.992188 75.016 21.3466
1292.358398 74.672 -113.0442
1292.724609 74.485 114.5306
1293.090820 74.273 -18.5456
1293.457031 73.968 -151.9633
1293.823242 74.158 76.6739
1294.189453 73.779 -58.0470
1294.555664 73.952 169.5845
1294.921875 73.692 37.2546
1295.288086 73.591 -96.2834
1295.654297 73.582 128.6199
1296.020508 73.115 -4.2309
1296.386719 72.992 -139.2397
1296.752930 72.851 84.7917
1297.119141 71.981 -48.5239
1297.485352 71.618 178.6806
1297.851562 71.143 44.7881
1298.217773 70.138 -89.3972
1298.583984 69.381 137.9676
1298.950195 68.324 5.4899
1299.316406 66.874 -119.6494
1299.682617 65.632 111.7692
1300.048828 65.002 -16.0960
1300.415039 63.987 -136.6364
1300.781250 63.762 103.0722
1301.147461 63.141 -19.2707
1301.513672 64.756 -145.6485
1301.879883 65.857 85.2014
1302.246094 66.059 -42.1174
1302.612305 66.635 -168.1187
1302.978516 67.338 65.3802
1303.344727 67.810 -61.9034
1303.710938 68.282 166.0590
1304.077148 69.341 38.2186
1304.443359 69.784 -91.4046
1304.809570 70.858 137.8663
1305.175781 71.628 4.5558
1305.541992 72.459 -126.4468
1305.908203 73.034 97.4001
1306.274414 73.643 -34.7901
1306.640625 74.459 -168.9255
1307.006836 74.740 54.9328
1307.373047 75.024 -77.4788
1307.739258 75.144 145.3410
1308.105469 75.277 12.2330
1308.471680 75.224 -121.2084
1308.837891 75.333 104.2910
1309.204102 75.593 -28.7812
1309.570312 75.643 -160.3580
1309.936523 75.793 66.3099
1310.302734 76.013 -66.3650
1310.668945 76.321 160.1356
1311.035156 76.483 27.9032
1311.401367 76.604 -106.8245
1311.767578 76.987 118.3804
1312.133789 77.206 -14.0560
1312.500000 77.364 -149.5948
1312.866211 77.436 77.1047
1313.232422 77.447 -58.0517
1313.598633 77.499 167.1002
1313.964844 77.283 32.2038
1314.331055 77.181 -102.5134
1314.697266 76.952 122.4363
1315.063477 76.822 -9.8210
1315.429688 76.383 -143.8855
1315.795898 76.177 82.1234
1316.162109 76.032 -50.6846
1316.528320 75.545 175.9058
1316.894531 75.446 43.8437
1317.260742 75.397 -88.3933
1317.626953 75.080 137.3593
1317.993164 74.834 4.2983
1318.359375 74.689 -128.1065
1318.725586 74.271 101.4836
1319.091797 73.651 -30.8935
1319.458008 73.552 -159.3723
1319.824219 73.228 67.4558
1320.190430 72.657 -62.5302
1320.556641 72.820 165.9470
1320.922852 72.666 35.1488
1321.289062 72.347 -95.1359
1321.655273 72.442 132.7070
1322.021484 72.193 2.9311
1322.387695 72.081 -126.0003
1322.753906 72.057 103.8636
1323.120117 72.051 -26.5804
1323.486328 72.278 -154.5863
1323.852539 72.550 74.8562
1324.218750 73.183 -55.8262
1324.584961 73.504 172.2937
1324.951172 73.983 38.7098
1325.317383 74.059 -94.9521
1325.683594 74.271 132.3947
1326.049805 74.327 -2.1137
1326.416016 74.204 -134.8220
1326.782227 74.278 92.3708
1327.148438 74.166 -40.3510
1327.514648 74.231 -171.6801
1327.880859 74.318 55.3302
1328.247070 74.445 -76.1938
1328.613281 74.574 150.4308
1328.979492 74.560 17.6359
1329.345703 74.600 -114.6588
1329.711914 74.547 112.7966
1330.078125 74.554 -22.0084
1330.444336 74.492 -154.6136
1330.810547 74.384 70.7566
1331.176758 73.982 -61.8408
1331.542969 73.527 165.7310
1331.909180 73.561 33.7498
1332.275391 73.314 -98.4318
1332.641602 72.963 130.0427
1333.007812 72.942 -0.2829
1333.374023 72.860 -131.8235
1333.740234 72.605 96.2611
1334.106445 72.753 -34.7103
1334.472656 72.729 -166.0046
1334.838867 72.118 63.4566
1335.205078 72.265 -67.9779
1335.571289 72.051 160.4798
1335.937500 72.526 29.5958
1336.303711 72.782 -102.8892
1336.669922 72.573 126.3413
1337.036133 72.695 -5.3340
1337.402344 72.664 -136.5363
1337.768555 72.821 91.2339
1338.134766 72.828 -40.5636
1338.500977 72.661 -174.4016
1338.867188 72.583 54.2282
1339.233398 72.615 -77.5906
1339.599609 72.501 150.3433
1339.965820 72.397 18.6731
1340.332031 72.585 -112.1203
1340.698242 72.578 115.7229
1341.064453 72.530 -16.1040
1341.430664 72.197 -146.5654
1341.796875 71.908 78.6139
1342.163086 72.527 -53.3552
1342.529297 71.976 174.3128
1342.895508 71.889 46.1563
1343.261719 71.956 -79.6346
1343.627930 71.859 145.0041
1343.994141 72.495 17.4596
1344.360352 72.881 -114.4326
1344.726562 72.956 114.7620
1345.092773 73.164 -20.2241
1345.458984 73.430 -152.0169
1345.825195 73.282 76.1230
1346.191406 73.364 -56.8282
1346.557617 73.261 172.5381
1346.923828 73.446 38.0498
1347.290039 73.372 -93.4805
1347.656250 73.470 135.0561
1348.022461 73.413 4.1974
1348.388672 73.555 -124.9814
1348.754883 74.095 103.8156
1349.121094 74.208 -31.1994
1349.487305 74.766 -162.5049
1349.853516 74.729 63.2570
1350.219727 74.910 -68.9642
1350.585938 75.190 156.6585
1350.952148 75.451 21.3241
1351.318359 75.320 -110.6853
1351.684570 75.517 115.1289
1352.050781 75.592 -17.9082
1352.416992 75.604 -152.1778
1352.783203 75.574 73.9373
1353.149414 75.124 -60.9340
1353.515625 75.137 165.5419
1353.881836 75.002 32.3517
1354.248047 74.461 -101.4728
1354.614258 74.582 125.6662
1354.980469 74.277 -5.7697
1355.346680 74.032 -137.0238
1355.712891 73.962 89.6900
1356.079102 73.571 -41.0966
1356.445312 73.393 -175.2140
1356.811523 73.449 52.1490
1357.177734 73.371 -79.4870
1357.543945 73.152 147.9203
1357.910156 73.187 15.1878
1358.276367 73.054 -114.8140
1358.642578 72.781 110.7713
1359.008789 72.724 -21.4035
1359.375000 72.328 -156.2893
1359.741211 72.141 70.3525
1360.107422 71.951 -58.5600
1360.473633 71.371 169.0515
1360.839844 70.714 37.5651
1361.206055 70.232 -89.7101
1361.572266 69.989 139.9441
1361.938477 70.355 11.7163
1362.304688 70.384 -117.3476
1362.670898 70.621 112.8893
1363.037109 71.152 -15.3370
1363.403320 71.352 -149.5014
1363.769531 72.058 80.4591
1364.135742 72.129 -54.0315
1364.501953 72.523 172.7251
1364.868164 72.483 36.8126
1365.234375 72.924 -97.7241
1365.600586 72.448 130.5235
1365.966797 72.246 -5.2164
1366.333008 71.504 -143.7115
1366.699219 71.477 85.3442
1367.065430 71.136 -47.1437
1367.431641 70.613 179.2985
1367.797852 69.965 46.4128
1368.164062 69.024 -84.5896
1368.530273 68.599 143.9810
1368.896484 68.263 14.4725
1369.262695 67.630 -118.6065
1369.628906 66.937 112.6863
1369.995117 66.299 -15.1596
1370.361328 65.426 -140.6106
1370.727539 64.907 96.3348
1371.093750 64.113 -28.5364
1371.459961 64.331 -152.4114
1371.826172 65.141 86.4132
1372.192383 66.130 -38.9026
1372.558594 67.808 -165.3282
1372.924805 69.730 67.0711
1373.291016 70.411 -67.6749
1373.657227 71.798 156.9306
1374.023438 72.520 22.9475
1374.389648 73.121 -112.4059
1374.755859 73.799 112.8826
1375.122070 74.077 -22.3467
1375.488281 74.462 -159.1080
1375.854492 74.636 65.7230
1376.220703 74.721 -70.6998
1376.586914 74.856 152.8938
1376.953125 75.039 17.4497
1377.319336 74.625 -119.7986
1377.685547 74.551 104.6221
1378.051758 73.971 -28.1827
1378.417969 73.625 -163.3269
1378.784180 73.273 61.9920
1379.150391 72.804 -74.4517
1379.516602 72.421 152.6029
1379.882812 71.488 22.2936
1380.249023 71.097 -109.5168
1380.615234 70.378 120.8548
1380.981445 70.104 -8.9602
1381.347656 69.681 -141.2123
1381.713867 69.372 92.3712
1382.080078 69.155 -37.8352
1382.446289 69.007 -169.1984
1382.812500 69.243 59.5447
1383.178711 69.101 -67.4525
1383.544922 69.078 158.5221
1383.911133 68.674 30.6581
1384.277344 68.181 -97.3859
1384.643555 68.353 135.2944
1385.009766 68.352 8.4005
1385.375977 68.648 -119.1921
1385.742188 69.545 116.0899
1386.108398 70.204 -13.4045
1386.474609 70.879 -146.4987
1386.840820 72.084 81.5700
1387.207031 73.151 -48.7067
1387.573242 73.923 175.6799
1387.939453 74.546 41.4025
1388.305664 75.231 -92.9204
1388.671875 75.803 130.5503
1389.038086 76.144 -4.9942
1389.404297 76.258 -140.8709
1389.770508 76.420 81.9820
1390.136719 76.621 -54.2026
1390.502930 76.749 170.0739
1390.869141 76.835 34.0646
1391.235352 76.390 -101.8401
1391.601562 76.631 121.9479
1391.967773 76.268 -14.2972
1392.333984 76.205 -150.2585
1392.700195 76.073 74.6644
1393.066406 75.680 -61.4032
1393.432617 75.237 162.5103
1393.798828 74.978 27.2987
1394.165039 74.412 -107.1578
1394.531250 74.412 118.0405
1394.897461 74.034 -19.0705
1395.263672 73.531 -152.9016
1395.629883 72.884 72.0792
1395.996094 72.323 -62.8762
1396.362305 71.504 159.0656
1396.728516 70.631 22.2096
1397.094727 69.759 -112.5047
1397.460938 68.148 113.5359
1397.827148 66.707 -19.3519
1398.193359 65.447 -151.0273
1398.559570 64.506 76.9995
1398.925781 63.449 -49.5517
1399.291992 62.167 177.0585
1399.658203 61.616 49.9523
1400.024414 60.602 -95.7619
1400.390625 56.401 125.2135
1400.756836 53.787 -12.7319
1401.123047 49.089 -174.8727
1401.489258 47.170 -3.3044
1401.855469 54.757 174.7475
1402.221680 57.149 21.2519
1402.587891 60.481 -124.9474
1402.954102 63.246 94.9255
1403.320312 64.653 -43.2499
1403.686523 65.692 176.9597
1404.052734 66.398 38.4780
1404.418945 67.339 -96.9638
1404.785156 68.134 128.7059
1405.151367 68.414 -5.4949
1405.517578 68.348 -140.5405
1405.883789 68.874 84.8745
1406.250000 68.543 -47.4871
1406.616211 68.992 178.6919
1406.982422 69.403 45.4291
1407.348633 69.776 -84.4455
1407.714844 70.287 143.4316
1408.081055 70.530 10.6737
1408.447266 70.971 -121.8712
1408.813477 71.201 105.3787
1409.179688 72.008 -30.6194
1409.545898 72.187 -163.9361
1409.912109 72.347 60.7970
1410.278320 72.543 -73.9323
1410.644531 72.518 151.1725
1411.010742 72.665 15.6350
1411.376953 72.978 -118.1434
1411.743164 72.441 105.8377
1412.109375 72.670 -27.1595
1412.475586 72.550 -160.4465
1412.841797 72.377 66.6188
1413.208008 72.138 -69.6141
1413.574219 72.047 157.5516
1413.940430 71.382 21.3496
1414.306641 71.081 -111.8875
1414.672852 70.415 118.3392
1415.039062 70.164 -14.2163
1415.405273 68.944 -144.2648
1415.771484 68.491 87.2821
1416.137695 68.819 -39.1878
1416.503906 68.355 -168.8439
1416.870117 68.872 60.0207
1417.236328 68.851 -64.7118
1417.602539 69.034 169.2576
1417.968750 69.428 39.6912
1418.334961 69.564 -89.4460
1418.701172 70.136 137.7865
1419.067383 71.102 3.9039
1419.433594 71.181 -128.5439
1419.799805 71.408 99.8785
1420.166016 71.737 -33.7491
1420.532227 71.975 -162.4958
1420.898438 72.197 65.6104
1421.264648 72.024 -67.4138
1421.630859 72.455 162.3491
1421.997070 73.340 30.6932
1422.363281 73.752 -101.2330
1422.729492 74.297 123.9695
1423.095703 74.506 -10.0409
1423.461914 74.735 -142.4310
1423.828125 74.906 80.1597
1424.194336 74.972 -51.4550
1424.560547 75.527 172.7047
1424.926758 75.288 39.3869
1425.292969 75.348 -94.9803
1425.659180 75.511 130.6623
1426.025391 75.148 -3.7289
1426.391602 75.148 -138.5736
1426.757812 75.430 90.3778
1427.124023 75.070 -45.9949
1427.490234 74.699 -178.2162
1427.856445 74.490 47.6664
1428.222656 74.315 -83.1690
1428.588867 74.154 145.5020
1428.955078 73.896 12.6307
1429.321289 73.773 -116.8915
1429.687500 73.752 107.0764
1430.053711 73.466 -19.0610
1430.419922 73.602 -153.8840
1430.786133 73.586 75.6149
1431.152344 73.785 -56.0115
1431.518555 73.833 171.6998
1431.884766 74.243 38.4609
1432.250977 74.131 -92.6267
1432.617188 74.520 132.7625
1432.983398 74.177 1.6944
1433.349609 74.190 -129.2813
1433.715820 74.090 98.9373
1434.082031 74.035 -35.2958
1434.448242 74.070 -167.4164
1434.814453 74.183 59.5855
1435.180664 74.700 -69.5496
1435.546875 74.296 154.9524
1435.913086 74.480 24.4682
1436.279297 74.469 -106.9045
1436.645508 74.714 117.6636
1437.011719 74.798 -12.1876
1437.377930 75.023 -145.8467
1437.744141 74.682 81.8001
1438.110352 74.552 -51.9103
1438.476562 74.713 174.8131
1438.842773 74.619 42.1632
1439.208984 74.720 -91.2390
1439.575195 74.416 137.3719
1439.941406 74.467 3.8878
1440.307617 74.403 -128.4177
1440.673828 74.420 99.1073
1441.040039 74.331 -33.4182
1441.406250 74.479 -164.4140
1441.772461 74.428 62.3955
1442.138672 74.340 -68.6594
1442.504883 74.578 160.3065
1442.871094 74.759 27.3137
1443.237305 74.733 -104.0872
1443.603516 74.905 121.4667
1443.969727 74.909 -10.4965
1444.335938 74.965 -143.0121
1444.702148 75.237 83.9363
1445.068359 75.377 -49.2119
1445.434570 75.438 176.5741
1445.800781 75.524 43.4252
1446.166992 75.590 -89.3819
1446.533203 75.630 136.8835
1446.899414 75.840 2.0950
1447.265625 75.858 -131.3297
1447.631836 75.795 94.4119
1447.998047 75.746 -41.9176
1448.364258 75.467 -175.3634
1448.730469 75.279 49.4994
1449.096680 74.973 -85.9457
1449.462891 74.776 138.5155
1449.829102 74.241 4.5639
1450.195312 73.720 -129.2929
1450.561523 73.186 96.6743
1450.927734 72.597 -34.2036
1451.293945 71.959 -167.5679
1451.660156 71.247 59.9516
1452.026367 70.793 -69.6502
1452.392578 70.062 162.5279
1452.758789 70.032 32.0942
1453.125000 69.133 -97.9941
1453.491211 69.278 133.7555
1453.857422 68.619 6.7196
1454.223633 68.393 -120.7003
1454.589844 69.216 110.8753
1454.956055 69.497 -17.2625
1455.322266 70.013 -147.7305
1455.688477 71.007 77.6208
1456.054688 70.928 -52.8422
1456.420898 71.347 174.0330
1456.787109 71.213 40.5949
1457.153320 71.574 -93.5160
1457.519531 71.685 133.1089
1457.885742 71.885 -0.5388
1458.251953 71.725 -135.0486
1458.618164 71.749 93.5042
1458.984375 71.083 -40.7334
1459.350586 71.163 -174.8216
1459.716797 71.030 52.7552
1460.083008 70.743 -82.5277
1460.449219 70.450 147.5194
1460.815430 70.566 14.3489
1461.181641 70.062 -119.9324
1461.547852 69.832 109.3904
1461.914062 69.732 -21.2519
1462.280273 69.343 -152.6446
1462.646484 69.028 73.8547
1463.012695 69.139 -55.9915
1463.378906 68.306 170.0914
1463.745117 68.125 37.2685
1464.111328 67.705 -93.0302
1464.477539 67.083 137.8502
1464.843750 66.445 4.1240
1465.209961 67.221 -116.9076
1465.576172 66.304 116.3330
1465.942383 66.841 -12.0428
1466.308594 66.801 -141.5579
1466.674805 67.891 90.7357
1467.041016 68.522 -38.8277
1467.407227 68.878 -172.8023
1467.773438 70.015 51.8307
1468.139648 70.859 -79.2489
1468.505859 70.705 144.5840
1468.872070 71.260 10.3854
1469.238281 71.090 -124.9354
1469.604492 71.341 97.9075
1469.970703 70.865 -36.0954
1470.336914 70.632 -172.2993
1470.703125 70.462 53.4623
1471.069336 70.030 -82.0036
1471.435547 68.986 144.8418
1471.801758 68.247 14.2174
1472.167969 67.623 -116.9864
1472.534180 66.811 113.9680
1472.900391 66.537 -10.9404
1473.266602 66.045 -135.5874
1473.632812 66.337 93.2512
1473.999023 66.671 -31.6100
1474.365234 66.340 -160.1021
1474.731445 67.495 73.1184
1475.097656 68.902 -57.4259
1475.463867 69.309 169.2528
1475.830078 69.456 35.8029
1476.196289 70.393 -96.1313
1476.562500 70.537 127.5952
1476.928711 70.653 -1.6608
1477.294922 71.183 -136.8374
1477.661133 71.748 90.2958
1478.027344 72.013 -41.2825
1478.393555 72.245 -174.7536
1478.759766 72.756 50.7262
1479.125977 72.696 -82.5025
1479.492188 72.981 142.7102
1479.858398 73.687 6.1953
1480.224609 73.676 -129.1422
1480.590820 73.378 95.4768
1480.957031 73.863 -38.4663
1481.323242 73.647 -174.6822
1481.689453 73.514 50.7427
1482.055664 73.572 -83.4658
1482.421875 73.227 142.0341
1482.788086 73.609 9.7372
1483.154297 73.196 -125.5551
1483.520508 73.233 100.6838
1483.886719 73.131 -33.4445
1484.252930 73.225 -169.7620
1484.619141 72.635 58.9305
1484.985352 72.300 -74.3224
1485.351562 72.088 150.9349
1485.717773 71.932 19.2788
1486.083984 71.832 -115.4424
1486.450195 71.914 113.4656
1486.816406 71.811 -16.0670
1487.182617 71.396 -150.5755
1487.548828 71.981 75.1619
1487.915039 71.898 -56.9665
1488.281250 71.803 171.8844
1488.647461 72.040 38.5933
1489.013672 72.369 -93.9425
1489.379883 72.288 132.7027
1489.746094 72.412 0.9775
1490.112305 72.571 -134.0944
1490.478516 72.973 92.8415
1490.844727 73.409 -41.3180
1491.210938 73.318 -177.3393
1491.577148 73.588 47.0415
1491.943359 73.702 -86.6535
1492.309570 74.017 134.1142
1492.675781 73.978 1.6279
1493.041992 73.693 -135.8655
1493.408203 73.698 88.2827
1493.774414 73.691 -47.5475
1494.140625 73.780 175.6258
1494.506836 73.600 41.2792
1494.873047 73.428 -95.6069
1495.239258 73.524 125.5568
1495.605469 73.481 -6.3781
1495.971680 72.908 -143.4556
1496.337891 72.835 79.1441
1496.704102 72.842 -56.5999
1497.070312 72.094 167.8361
1497.436523 72.166 30.4149
1497.802734 70.720 -105.2922
1498.168945 70.486 113.1778
1498.535156 70.325 -18.1750
1498.901367 69.201 -154.8340
1499.267578 69.125 70.6751
1499.633789 67.235 -51.9879
1500.000000 66.848 158.6068
1500.366211 68.152 42.9246
1500.732422 64.692 -104.4605
1501.098633 67.829 136.2759
1501.464844 62.127 21.6533
1501.831055 68.093 -135.8308
1502.197266 64.843 115.3654
1502.563477 68.666 -36.2810
1502.929688 61.484 -169.1306
1503.295898 70.024 74.2737
1503.662109 68.797 -100.9527
1504.028320 62.192 154.5530
1504.394531 67.552 41.5161
1504.760742 69.489 -110.6146
1505.126953 69.502 104.2826
1505.493164 67.253 -34.0603
1505.859375 65.033 -161.9977
1506.225586 66.068 83.7959
1506.591797 67.205 -44.2889
1506.958008 68.422 -179.4498
1507.324219 70.225 48.4781
1507.690430 70.324 -81.9393
1508.056641 69.727 143.2210
1508.422852 67.199 10.9838
1508.789062 63.663 -151.8052
1509.155273 67.358 59.9730
1509.521484 68.566 -61.5309
1509.887695 69.434 172.3013
1510.253906 68.586 55.1545
1510.620117 65.164 -86.7563
1510.986328 68.516 115.4524
1511.352539 71.108 3.6567
1511.718750 68.532 -118.0337
1512.084961 68.063 75.0941
1512.451172 71.541 -48.1161
1512.817383 69.437 -169.9806
1513.183594 68.801 35.3681
1513.549805 70.151 -97.0620
1513.916016 68.993 132.3278
1514.282227 68.593 -4.3564
1514.648438 68.192 -137.9911
1515.014648 67.229 91.5238
1515.380859 66.985 -51.0125
1515.747070 65.938 -168.5596
1516.113281 64.906 53.4779
1516.479492 66.487 -67.6007
1516.845703 65.556 174.4241
1517.211914 66.169 44.4232
1517.578125 67.562 -82.0201
1517.944336 68.188 145.7238
1518.310547 69.386 15.2895
1518.676758 70.928 -118.1413
1519.042969 71.098 107.6848
1519.409180 71.906 -33.2968
1519.775391 72.719 -166.7899
1520.141602 72.509 55.3358
1520.507812 72.970 -78.4440
1520.874023 73.625 145.3292
1521.240234 73.463 10.4127
1521.606445 74.141 -125.5710
1521.972656 74.235 98.7573
1522.338867 73.980 -36.9356
1522.705078 74.242 -170.4755
1523.071289 74.209 53.5809
1523.437500 74.419 -82.8471
1523.803711 74.606 144.0427
1524.169922 74.443 9.6369
1524.536133 74.518 -125.1324
1524.902344 74.252 98.3404
1525.268555 74.482 -36.7227
1525.634766 74.620 -171.4698
1526.000977 74.282 55.7763
1526.367188 73.977 -77.6050
1526.733398 74.062 149.5899
1527.099609 73.815 12.9918
1527.465820 74.167 -117.3547
1527.832031 74.291 109.5533
1528.198242 74.122 -24.0888
1528.564453 74.259 -157.0591
1528.930664 74.656 70.8434
1529.296875 75.090 -65.3113
1529.663086 74.797 161.1930
1530.029297 75.354 24.6234
1530.395508 75.483 -109.5075
1530.761719 75.392 114.5536
1531.127930 75.440 -22.2723
1531.494141 75.344 -158.8891
1531.860352 75.455 64.2149
1532.226562 75.060 -71.8362
1532.592773 74.983 152.1145
1532.958984 74.627 14.3380
1533.325195 74.283 -120.5327
1533.691406 73.915 102.6998
1534.057617 73.494 -34.2472
1534.423828 73.265 -170.8787
1534.790039 72.410 53.3038
1535.156250 72.252 -84.8161
1535.522461 71.514 138.9058
1535.888672 70.344 2.8421
1536.254883 69.091 -134.1556
1536.621094 68.497 88.4699
1536.987305 66.634 -50.2897
1537.353516 65.597 170.3779
1537.719727 63.366 32.9685
1538.085938 61.418 -97.0191
1538.452148 56.737 134.9610
1538.818359 51.850 -17.2966
1539.184570 25.222 -84.1798
1539.550781 45.621 -133.1536
1539.916992 50.484 105.4846
1540.283203 54.306 -32.7815
1540.649414 58.903 -158.8012
1541.015625 59.836 69.0222
1541.381836 60.813 -60.0802
1541.748047 61.635 172.5733
1542.114258 62.832 31.7683
1542.480469 64.069 -97.7742
1542.846680 65.375 131.7703
1543.212891 65.491 -8.4285
1543.579102 66.767 -137.2124
1543.945312 67.070 82.8460
1544.311523 67.874 -51.5740
1544.677734 68.723 174.3946
1545.043945 68.338 39.5921
1545.410156 68.878 -95.9210
1545.776367 68.894 129.6947
1546.142578 68.945 -6.3029
1546.508789 69.293 -137.6033
1546.875000 68.911 87.3983
1547.241211 69.166 -47.4538
1547.607422 69.518 -179.8161
1547.973633 69.522 48.0059
1548.339844 69.384 -89.3537
1548.706055 69.460 138.1537
1549.072266 69.542 4.4059
1549.438477 69.773 -130.4294
1549.804688 69.276 97.5873
