* Generated by rew_pipeline.py (derived directly from its own WAV, phase referenced to its peak (sample 8192))
* Smoothing: None
* Frequency Step: 0.3662109 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
0.000000 -0.000 0.0000
0.366211 -0.000 0.1398
0.732422 -0.000 0.2796
1.098633 -0.000 0.4194
1.464844 -0.000 0.5592
1.831055 -0.000 0.6989
2.197266 -0.000 0.8387
2.563477 -0.000 0.9784
2.929688 -0.000 1.1182
3.295898 -0.000 1.2578
3.662109 -0.000 1.3975
4.028320 -0.000 1.5372
4.394531 -0.000 1.6768
4.760742 -0.000 1.8163
5.126953 -0.000 1.9559
5.493164 0.000 2.0953
5.859375 -0.000 2.2348
6.225586 -0.000 2.3742
6.591797 -0.000 2.5135
6.958008 -0.000 2.6528
7.324219 -0.000 2.7920
7.690430 -0.000 2.9311
8.056641 -0.000 3.0702
8.422852 -0.000 3.2093
8.789062 -0.000 3.3482
9.155273 -0.000 3.4870
9.521484 -0.000 3.6258
9.887695 -0.000 3.7644
10.253906 -0.000 3.9030
10.620117 -0.000 4.0414
10.986328 -0.000 4.1798
11.352539 -0.000 4.3180
11.718750 -0.000 4.4561
12.084961 -0.000 4.5940
12.451172 -0.000 4.7318
12.817383 0.000 4.8695
13.183594 0.000 5.0069
13.549805 0.000 5.1442
13.916016 0.000 5.2812
14.282227 0.000 5.4181
14.648438 0.000 5.5547
15.014648 0.000 5.6911
15.380859 0.000 5.8272
15.747070 0.000 5.9630
16.113281 0.000 6.0985
16.479492 -0.000 6.2335
16.845703 0.000 6.3684
17.211914 0.000 6.5025
17.578125 0.000 6.6362
17.944336 0.000 6.7693
18.310547 0.000 6.9018
18.676758 0.000 7.0333
19.042969 0.000 7.1640
19.409180 0.000 7.2935
19.775391 0.000 7.4217
20.141602 0.000 7.5480
20.507812 -0.000 7.6722
20.874023 -0.000 7.7934
21.240234 -0.000 7.9107
21.606445 -0.000 8.0223
21.972656 -0.000 8.1253
22.338867 -0.000 8.2130
22.705078 -0.001 8.2674
23.071289 -0.010 8.2516
23.437500 -0.044 8.2710
23.803711 -0.085 8.4541
24.169922 -0.118 8.7539
24.536133 -0.139 9.1285
24.902344 -0.145 9.5461
25.268555 -0.133 9.9702
25.634766 -0.101 10.3464
26.000977 -0.052 10.5747
26.367188 -0.012 10.5770
26.733398 -0.001 10.5481
27.099609 -0.000 10.5916
27.465820 0.000 10.6724
27.832031 0.000 10.7703
28.198242 0.000 10.8773
28.564453 -0.000 10.9903
28.930664 -0.000 11.1072
29.296875 -0.000 11.2268
29.663086 0.000 11.3485
30.029297 -0.000 11.4717
30.395508 -0.000 11.5960
30.761719 0.000 11.7212
31.127930 0.000 11.8469
31.494141 -0.000 11.9733
31.860352 0.000 12.0999
32.226562 -0.000 12.2269
32.592773 0.000 12.3540
32.958984 -0.000 12.4813
33.325195 -0.000 12.6086
33.691406 -0.000 12.7359
34.057617 0.000 12.8632
34.423828 -0.000 12.9905
34.790039 0.000 13.1177
35.156250 -0.000 13.2446
35.522461 0.000 13.3716
35.888672 -0.000 13.4982
36.254883 0.000 13.6247
36.621094 -0.000 13.7510
36.987305 0.000 13.8771
37.353516 -0.000 14.0029
37.719727 -0.000 14.1285
38.085938 -0.000 14.2538
38.452148 -0.000 14.3787
38.818359 -0.000 14.5034
39.184570 -0.000 14.6277
39.550781 -0.000 14.7517
39.916992 0.000 14.8753
40.283203 -0.000 14.9986
40.649414 -0.000 15.1215
41.015625 -0.000 15.2439
41.381836 -0.000 15.3660
41.748047 -0.000 15.4876
42.114258 0.000 15.6088
42.480469 -0.000 15.7296
42.846680 -0.000 15.8498
43.212891 -0.000 15.9696
43.579102 -0.000 16.0889
43.945312 -0.000 16.2077
44.311523 0.000 16.3259
44.677734 -0.000 16.4436
45.043945 0.000 16.5607
45.410156 -0.000 16.6772
45.776367 -0.000 16.7932
46.142578 0.000 16.9084
46.508789 -0.000 17.0231
46.875000 -0.000 17.1371
47.241211 0.000 17.2504
47.607422 -0.000 17.3630
47.973633 -0.000 17.4749
48.339844 0.000 17.5861
48.706055 0.000 17.6964
49.072266 -0.000 17.8060
49.438477 -0.000 17.9147
49.804688 -0.000 18.0226
50.170898 -0.000 18.1296
50.537109 -0.000 18.2357
50.903320 0.000 18.3408
51.269531 0.000 18.4450
51.635742 0.000 18.5482
52.001953 -0.000 18.6503
52.368164 0.000 18.7513
52.734375 0.000 18.8512
53.100586 -0.000 18.9499
53.466797 -0.000 19.0475
53.833008 -0.000 19.1437
54.199219 0.000 19.2387
54.565430 -0.000 19.3323
54.931641 -0.000 19.4244
55.297852 -0.000 19.5151
55.664062 -0.000 19.6043
56.030273 -0.000 19.6919
56.396484 0.000 19.7777
56.762695 -0.000 19.8618
