* Generated by rew_pipeline.py (source UUID f0175bf7-856b-4f82-b8d3-e215cf908451, calibrated to its own SPL at 100 Hz)
* Measurement: LR.filtered.clean-fdw8
* Dated: 2026-Sep-12 16:10:02
* Note: ; Vector average of L.filtered.clean-fdw8, R.filtered.clean-fdw8
* Smoothing: None
* Frequency Step: 0.1831055 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
3925.231934 70.167 -63.1451
3925.415039 69.968 -129.6007
3925.598145 69.723 164.2684
3925.781250 69.491 98.7543
3925.964355 69.333 33.7395
3926.147461 69.263 -31.2089
3926.330566 69.227 -96.4219
3926.513672 69.151 -161.8433
3926.696777 69.002 132.8895
3926.879883 68.807 68.1068
3927.062988 68.627 3.8396
3927.246094 68.504 -60.2005
3927.429199 68.437 -124.3409
3927.612305 68.401 171.2942
3927.795410 68.381 106.7705
3927.978516 68.380 42.1617
3928.161621 68.396 -22.5176
3928.344727 68.417 -87.2168
3928.527832 68.433 -151.7628
3928.710938 68.461 144.0481
3928.894043 68.542 80.2245
3929.077148 68.709 16.4859
3929.260254 68.950 -47.5535
3929.443359 69.217 -112.0752
3929.626465 69.473 -176.9863
3929.809570 69.714 117.9139
3929.992676 69.961 52.7194
3930.175781 70.234 -12.6217
3930.358887 70.533 -78.2105
3930.541992 70.845 -144.0777
3930.725098 71.159 149.8087
3930.908203 71.467 83.4804
3931.091309 71.762 16.9291
3931.274414 72.034 -49.8552
3931.457520 72.269 -116.8429
3931.640625 72.463 176.0272
3931.823730 72.622 108.8044
3932.006836 72.750 41.5016
3932.189941 72.851 -25.8675
3932.373047 72.924 -93.2496
3932.556152 72.975 -160.5540
3932.739258 73.017 132.2713
3932.922363 73.064 65.1886
3933.105469 73.113 -1.9048
3933.288574 73.146 -69.0599
3933.471680 73.144 -136.2058
3933.654785 73.107 156.8074
3933.837891 73.058 90.0694
3934.020996 73.025 23.5129
3934.204102 73.018 -43.0384
3934.387207 73.022 -109.7067
3934.570312 73.018 -176.4516
3934.753418 73.000 116.8669
3934.936523 72.985 50.3389
3935.119629 72.990 -16.0917
3935.302734 73.017 -82.5595
3935.485840 73.048 -149.1488
3935.668945 73.072 144.1653
3935.852051 73.087 77.4347
3936.035156 73.104 10.6478
3936.218262 73.123 -56.2711
3936.401367 73.132 -123.3599
3936.584473 73.117 169.4455
3936.767578 73.079 102.2632
3936.950684 73.028 35.1520
3937.133789 72.974 -31.9331
3937.316895 72.911 -99.0555
3937.500000 72.827 -166.1854
3937.683105 72.723 126.8004
3937.866211 72.621 59.9668
3938.049316 72.547 -6.8038
3938.232422 72.497 -73.7489
3938.415527 72.430 -140.9722
3938.598633 72.303 151.7066
3938.781738 72.115 84.6400
3938.964844 71.910 18.0291
3939.147949 71.741 -48.3202
3939.331055 71.612 -114.8792
3939.514160 71.459 178.0600
3939.697266 71.212 110.6936
3939.880371 70.854 43.5702
3940.063477 70.452 -22.8438
3940.246582 70.111 -88.6048
3940.429688 69.882 -154.3010
3940.612793 69.716 139.5000
3940.795898 69.518 72.7861
3940.979004 69.237 6.0075
3941.162109 68.895 -60.3849
3941.345215 68.549 -126.3306
3941.528320 68.223 167.8911
3941.711426 67.884 102.0735
3941.894531 67.493 36.3988
3942.077637 67.058 -28.7298
3942.260742 66.642 -93.1313
3942.443848 66.295 -157.0776
3942.626953 65.992 139.0432
3942.810059 65.662 75.2650
3942.993164 65.279 12.0668
3943.176270 64.911 -50.1639
3943.359375 64.656 -111.6899
3943.542480 64.542 -173.2411
3943.725586 64.504 124.7642
3943.908691 64.502 62.5505
3944.091797 64.585 0.4187
3944.274902 64.839 -61.8618
3944.458008 65.274 -124.9434
3944.641113 65.800 170.8256
3944.824219 66.320 105.6761
3945.007324 66.790 40.0884
3945.190430 67.211 -25.6272
3945.373535 67.588 -91.4131
3945.556641 67.909 -157.3037
3945.739746 68.165 136.7373
3945.922852 68.364 70.7789
3946.105957 68.535 4.7846
3946.289062 68.700 -61.4154
3946.472168 68.854 -127.9649
3946.655273 68.980 165.1974
3946.838379 69.078 98.3039
3947.021484 69.176 31.5473
3947.204590 69.308 -35.1209
3947.387695 69.469 -101.9277
3947.570801 69.618 -169.0199
3947.753906 69.704 123.7391
3947.937012 69.712 56.6813
3948.120117 69.683 -9.9315
3948.303223 69.678 -76.1681
3948.486328 69.732 -142.4171
3948.669434 69.816 150.9218
3948.852539 69.866 83.7639
3949.035645 69.828 16.3777
3949.218750 69.691 -50.8211
3949.401855 69.485 -117.5105
3949.584961 69.265 176.3630
3949.768066 69.069 110.5834
3949.951172 68.901 44.8263
3950.134277 68.732 -21.0865
3950.317383 68.527 -87.0609
3950.500488 68.279 -152.7810
3950.683594 68.030 142.0478
3950.866699 67.843 77.4277
3951.049805 67.753 12.9803
3951.232910 67.723 -51.7275
3951.416016 67.669 -116.7409
3951.599121 67.538 178.3706
3951.782227 67.367 114.1298
3951.965332 67.263 50.5808
3952.148438 67.301 -12.9260
3952.331543 67.441 -77.1532
3952.514648 67.575 -142.1759
3952.697754 67.648 152.6357
3952.880859 67.717 87.9493
3953.063965 67.899 23.7268
3953.247070 68.230 -40.8128
3953.430176 68.607 -106.3506
3953.613281 68.878 -172.7396
3953.796387 68.971 120.8018
3953.979492 68.939 55.0449
3954.162598 68.914 -9.8811
3954.345703 68.994 -74.6342
3954.528809 69.157 -140.0210
3954.711914 69.307 153.7961
3954.895020 69.390 87.3190
3955.078125 69.440 21.1427
3955.261230 69.538 -44.5797
3955.444336 69.722 -110.1928
3955.627441 69.953 -176.0658
3955.810547 70.158 117.8164
3955.993652 70.306 51.7599
3956.176758 70.421 -14.0495
3956.359863 70.542 -79.7744
3956.542969 70.668 -145.7540
3956.726074 70.758 147.8975
3956.909180 70.788 81.4218
3957.092285 70.789 15.1699
3957.275391 70.830 -50.7898
3957.458496 70.954 -116.7845
3957.641602 71.134 176.7932
3957.824707 71.296 109.9129
3958.007812 71.390 42.9426
3958.190918 71.429 -23.6873
3958.374023 71.472 -89.8614
3958.557129 71.563 -155.8889
3958.740234 71.685 137.8101
3958.923340 71.778 71.1133
3959.106445 71.797 4.2935
3959.289551 71.751 -62.2505
3959.472656 71.696 -128.3298
3959.655762 71.683 165.8717
3959.838867 71.719 99.9837
3960.021973 71.761 33.7886
3960.205078 71.767 -32.6243
3960.388184 71.726 -99.0038
3960.571289 71.664 -165.1736
3960.754395 71.614 128.8484
3960.937500 71.589 62.9255
3961.120605 71.582 -3.0288
3961.303711 71.584 -68.9874
3961.486816 71.596 -134.8929
3961.669922 71.626 159.2161
3961.853027 71.669 93.2148
3962.036133 71.698 27.0180
3962.219238 71.685 -39.2906
3962.402344 71.620 -105.4889
3962.585449 71.530 -171.3672
3962.768555 71.463 123.0918
3962.951660 71.452 57.6897
3963.134766 71.495 -7.8209
3963.317871 71.564 -73.5216
3963.500977 71.638 -139.2992
3963.684082 71.716 154.9931
3963.867188 71.813 89.3701
3964.050293 71.927 23.7155
3964.233398 72.036 -42.0427
3964.416504 72.117 -107.8056
3964.599609 72.178 -173.3742
3964.782715 72.259 121.3060
3964.965820 72.402 55.9945
3965.148926 72.598 -9.7000
3965.332031 72.792 -75.9513
3965.515137 72.928 -142.5397
3965.698242 72.998 150.9850
3965.881348 73.052 84.9339
3966.064453 73.156 19.2009
3966.247559 73.331 -46.6599
3966.430664 73.529 -113.0035
3966.613770 73.683 -179.7682
3966.796875 73.768 113.4327
3966.979980 73.819 46.9548
3967.163086 73.903 -19.1988
3967.346191 74.059 -85.3784
3967.529297 74.261 -151.9542
3967.712402 74.456 141.0162
3967.895508 74.607 73.7679
3968.078613 74.721 6.5700
3968.261719 74.827 -60.5078
3968.444824 74.939 -127.5946
3968.627930 75.045 165.1714
3968.811035 75.119 97.8186
3968.994141 75.154 30.5093
3969.177246 75.170 -36.6356
3969.360352 75.194 -103.6739
3969.543457 75.232 -170.7916
3969.726562 75.263 121.8900
3969.909668 75.259 54.4351
3970.092773 75.214 -12.9696
3970.275879 75.149 -80.1982
3970.458984 75.089 -147.2982
3970.642090 75.041 145.5631
3970.825195 74.986 78.2804
3971.008301 74.902 10.9148
3971.191406 74.787 -56.3653
3971.374512 74.662 -123.4492
3971.557617 74.552 169.6136
3971.740723 74.464 102.6623
3971.923828 74.381 35.5787
3972.106934 74.281 -31.6150
3972.290039 74.154 -98.7996
3972.473145 74.008 -165.8744
3972.656250 73.859 127.1604
3972.839355 73.713 60.2292
3973.022461 73.563 -6.7377
3973.205566 73.395 -73.7325
3973.388672 73.200 -140.6750
3973.571777 72.979 152.5461
3973.754883 72.744 86.0125
3973.937988 72.511 19.7363
3974.121094 72.296 -46.3671
3974.304199 72.099 -112.4441
3974.487305 71.906 -178.6133
3974.670410 71.691 115.1354
3974.853516 71.445 48.9517
3975.036621 71.181 -16.9923
3975.219727 70.937 -82.6668
3975.402832 70.738 -148.2519
3975.585938 70.574 146.0222
3975.769043 70.406 80.1079
3975.952148 70.204 14.2197
3976.135254 69.975 -51.3526
3976.318359 69.760 -116.5016
3976.501465 69.589 178.5850
3976.684570 69.458 113.6175
3976.867676 69.331 48.4755
3977.050781 69.186 -16.7377
3977.233887 69.037 -81.9045
3977.416992 68.907 -147.0776
3977.600098 68.802 147.5804
3977.783203 68.700 82.0368
3977.966309 68.589 16.4935
3978.149414 68.491 -48.8044
3978.332520 68.449 -113.8445
3978.515625 68.480 -178.8938
3978.698730 68.545 115.8092
3978.881836 68.589 50.3224
3979.064941 68.593 -15.0763
3979.248047 68.586 -80.2423
3979.431152 68.602 -145.3654
3979.614258 68.634 149.2070
3979.797363 68.637 83.3772
3979.980469 68.588 17.4077
3980.163574 68.527 -48.3760
3980.346680 68.528 -114.0137
3980.529785 68.623 -179.9581
3980.712891 68.753 113.4036
3980.895996 68.823 46.2180
3981.079102 68.783 -20.9029
3981.262207 68.669 -87.3700
3981.445312 68.574 -153.1238
3981.628418 68.549 141.2594
3981.811523 68.550 75.1286
3981.994629 68.478 8.3740
3982.177734 68.287 -58.5560
3982.360840 68.023 -125.1732
3982.543945 67.786 168.5278
3982.727051 67.635 101.9930
3982.910156 67.520 34.6968
3983.093262 67.339 -33.2712
3983.276367 67.032 -101.2369
3983.459473 66.633 -168.4562
3983.642578 66.238 125.3050
3983.825684 65.919 59.5647
3984.008789 65.634 -6.3809
3984.191895 65.270 -72.7040
3984.375000 64.749 -138.9188
3984.558105 64.098 155.6411
3984.741211 63.425 91.1499
3984.924316 62.811 27.0394
3985.107422 62.209 -37.4265
3985.290527 61.476 -102.2005
3985.473633 60.513 -166.2063
3985.656738 59.387 132.2038
3985.839844 58.398 74.0816
3986.022949 57.916 18.3043
3986.206055 57.986 -37.9177
3986.389160 58.312 -95.9100
3986.572266 58.676 -154.9093
3986.755371 59.098 146.1571
3986.938477 59.726 87.3003
3987.121582 60.621 27.4412
3987.304688 61.667 -34.4588
3987.487793 62.676 -98.5030
3987.670898 63.521 -164.0379
3987.854004 64.167 129.7903
3988.037109 64.658 63.6431
3988.220215 65.072 -2.2325
3988.403320 65.475 -67.9989
3988.586426 65.880 -133.9917
3988.769531 66.258 159.6245
3988.952637 66.578 92.9617
3989.135742 66.838 26.2834
3989.318848 67.064 -40.2238
3989.501953 67.285 -106.5381
3989.685059 67.511 -172.7440
3989.868164 67.732 121.1139
3990.051270 67.939 55.0671
3990.234375 68.130 -10.8479
3990.417480 68.305 -76.6678
3990.600586 68.457 -142.4610
3990.783691 68.569 151.7925
3990.966797 68.640 86.2424
3991.149902 68.704 21.0470
3991.333008 68.816 -43.8516
3991.516113 69.016 -108.7987
3991.699219 69.283 -174.2100
3991.882324 69.555 119.7925
3992.065430 69.770 53.4891
3992.248535 69.919 -12.6189
3992.431641 70.048 -78.1578
3992.614746 70.232 -143.1610
3992.797852 70.513 151.9084
3992.980957 70.863 86.5107
3993.164062 71.212 20.4219
3993.347168 71.499 -46.1837
3993.530273 71.714 -112.9480
3993.713379 71.889 -179.5995
3993.896484 72.075 113.8858
3994.079590 72.298 47.3179
3994.262695 72.546 -19.4965
3994.445801 72.782 -86.5697
3994.628906 72.975 -153.7155
3994.812012 73.120 139.2996
3994.995117 73.236 72.5981
3995.178223 73.345 6.1174
3995.361328 73.450 -60.3054
3995.544434 73.541 -126.7888
3995.727539 73.605 166.6790
3995.910645 73.649 100.1883
3996.093750 73.696 33.7959
3996.276855 73.769 -32.5434
3996.459961 73.880 -98.9372
3996.643066 74.019 -165.4560
3996.826172 74.169 127.9156
3997.009277 74.317 61.2488
3997.192383 74.458 -5.4013
3997.375488 74.587 -72.0159
3997.558594 74.701 -138.5958
3997.741699 74.798 154.8715
3997.924805 74.885 88.3954
3998.107910 74.971 21.9542
3998.291016 75.066 -44.5128
3998.474121 75.169 -111.0549
3998.657227 75.274 -177.6616
3998.840332 75.379 115.7319
3999.023438 75.489 49.1771
3999.206543 75.614 -17.3511
3999.389648 75.752 -83.9413
3999.572754 75.890 -150.6713
3999.755859 76.011 142.4584
3999.938965 76.109 75.5087
4000.122070 76.191 8.5375
4000.305176 76.267 -58.4541
4000.488281 76.343 -125.5004
4000.671387 76.417 167.3842
4000.854492 76.483 100.2426
4001.037598 76.541 33.1403
4001.220703 76.593 -33.8897
4001.403809 76.644 -100.8730
4001.586914 76.686 -167.8568
4001.770020 76.712 125.1380
4001.953125 76.717 58.1230
4002.136230 76.705 -8.8944
4002.319336 76.680 -75.9403
4002.502441 76.645 -143.0459
4002.685547 76.594 149.8021
4002.868652 76.529 82.6801
4003.051758 76.459 15.6640
4003.234863 76.400 -51.2444
4003.417969 76.356 -118.1304
4003.601074 76.313 174.9273
4003.784180 76.251 107.9535
4003.967285 76.159 41.0787
4004.150391 76.051 -25.5792
4004.333496 75.952 -92.0370
4004.516602 75.873 -158.4469
4004.699707 75.803 135.0465
4004.882812 75.718 68.4526
4005.065918 75.609 1.9188
4005.249023 75.490 -64.4222
4005.432129 75.387 -130.6001
4005.615234 75.307 163.2218
4005.798340 75.231 96.9189
4005.981445 75.133 30.5482
4006.164551 75.010 -35.7110
4006.347656 74.886 -101.7393
4006.530762 74.791 -167.6127
4006.713867 74.731 126.4724
4006.896973 74.680 60.4049
4007.080078 74.611 -5.7259
4007.263184 74.523 -71.7265
4007.446289 74.434 -137.4895
4007.629395 74.368 156.9159
4007.812500 74.326 91.3357
4007.995605 74.293 25.6957
4008.178711 74.259 -39.9650
4008.361816 74.233 -105.6029
4008.544922 74.225 -171.2818
4008.728027 74.231 122.8763
4008.911133 74.231 56.8366
4009.094238 74.204 -9.2685
4009.277344 74.157 -75.2423
4009.460449 74.118 -140.9975
4009.643555 74.113 153.3516
4009.826660 74.143 87.5946
4010.009766 74.182 21.6102
4010.192871 74.203 -44.5540
4010.375977 74.195 -110.7617
4010.559082 74.165 -176.9089
4010.742188 74.123 117.0378
4010.925293 74.074 51.0806
4011.108398 74.025 -14.7697
4011.291504 73.986 -80.5277
4011.474609 73.966 -146.2735
4011.657715 73.960 147.8789
4011.840820 73.947 81.8990
4012.023926 73.915 15.8932
4012.207031 73.870 -49.9738
4012.390137 73.839 -115.6463
4012.573242 73.844 178.7530
4012.756348 73.877 113.0423
4012.939453 73.911 47.1793
4013.122559 73.929 -18.6979
4013.305664 73.944 -84.4392
4013.488770 73.984 -150.0801
4013.671875 74.061 144.1566
4013.854980 74.148 78.0968
4014.038086 74.206 11.8187
4014.221191 74.227 -54.3951
4014.404297 74.244 -120.3306
4014.587402 74.302 173.9326
4014.770508 74.410 108.0716
4014.953613 74.527 41.8493
4015.136719 74.598 -24.6539
4015.319824 74.605 -91.1273
4015.502930 74.578 -157.3372
4015.686035 74.568 136.6385
4015.869141 74.593 70.4711
4016.052246 74.622 3.9121
4016.235352 74.613 -62.9525
4016.418457 74.553 -129.7752
4016.601562 74.479 163.7533
4016.784668 74.449 97.6297
4016.967773 74.486 31.5466
4017.150879 74.555 -34.8084
4017.333984 74.594 -101.4594
4017.517090 74.564 -168.1530
4017.700195 74.468 125.4182
4017.883301 74.349 59.3742
4018.066406 74.249 -6.4240
4018.249512 74.185 -72.2484
4018.432617 74.144 -138.2879
4018.615723 74.103 155.4496
4018.798828 74.050 89.0853
4018.981934 73.985 22.7668
4019.165039 73.911 -43.3910
4019.348145 73.838 -109.3173
4019.531250 73.773 -175.0038
4019.714355 73.726 119.4750
4019.897461 73.700 53.9667
4020.080566 73.681 -11.6770
4020.263672 73.651 -77.5114
4020.446777 73.599 -143.4665
4020.629883 73.529 150.5796
4020.812988 73.460 84.7113
4020.996094 73.404 18.9360
4021.179199 73.363 -46.7568
4021.362305 73.330 -112.3271
4021.545410 73.303 -177.6888
4021.728516 73.294 117.1909
4021.911621 73.317 52.2049
4022.094727 73.372 -12.8556
4022.277832 73.437 -78.1485
4022.460938 73.488 -143.6546
4022.644043 73.518 150.7879
4022.827148 73.551 85.3380
4023.010254 73.620 20.0033
4023.193359 73.744 -45.3605
4023.376465 73.913 -110.9172
4023.559570 74.098 -176.7047
4023.742676 74.274 117.3630
4023.925781 74.438 51.3863
4024.108887 74.595 -14.6279
4024.291992 74.750 -80.7594
4024.475098 74.896 -147.0839
4024.658203 75.026 146.4077
4024.841309 75.147 79.7852
4025.024414 75.276 13.0807
4025.207520 75.427 -53.7747
4025.390625 75.596 -120.9014
4025.573730 75.754 171.6627
4025.756836 75.868 104.0368
4025.939941 75.926 36.4483
4026.123047 75.940 -30.9202
4026.306152 75.940 -98.0595
4026.489258 75.944 -165.1459
4026.672363 75.942 127.6136
4026.855469 75.907 60.1597
4027.038574 75.816 -7.3645
4027.221680 75.677 -74.7313
4027.404785 75.521 -141.8109
4027.587891 75.381 151.3210
4027.770996 75.264 84.4530
4027.954102 75.146 17.4378
4028.137207 74.993 -49.6735
4028.320312 74.792 -116.6710
4028.503418 74.561 176.6396
4028.686523 74.340 110.2862
4028.869629 74.154 44.1093
4029.052734 74.003 -22.0888
4029.235840 73.862 -88.3805
4029.418945 73.713 -154.6722
4029.602051 73.553 139.1864
4029.785156 73.396 73.2759
4029.968262 73.253 7.5593
4030.151367 73.126 -58.0559
4030.334473 73.005 -123.6261
4030.517578 72.884 170.8559
4030.700684 72.768 105.4120
4030.883789 72.670 40.0067
4031.066895 72.595 -25.4595
4031.250000 72.537 -91.0922
4031.433105 72.477 -156.9114
4031.616211 72.398 137.1729
4031.799316 72.300 71.3147
4031.982422 72.198 5.6174
4032.165527 72.114 -59.9484
4032.348633 72.058 -125.5418
4032.531738 72.015 168.6812
4032.714844 71.959 102.7043
4032.897949 71.870 36.6793
4033.081055 71.761 -29.2005
4033.264160 71.664 -94.8764
4033.447266 71.604 -160.4973
4033.630371 71.574 133.7113
4033.813477 71.537 67.6810
4033.996582 71.461 1.5885
4034.179688 71.354 -64.2810
4034.362793 71.256 -129.7998
4034.545898 71.213 164.8547
4034.729004 71.226 99.3191
4034.912109 71.254 33.3667
4035.095215 71.248 -32.9274
4035.278320 71.187 -99.2905
4035.461426 71.089 -165.5010
4035.644531 70.981 128.4657
4035.827637 70.875 62.4889
4036.010742 70.757 -3.5125
4036.193848 70.615 -69.4808
4036.376953 70.451 -135.3044
4036.560059 70.283 159.0328
4036.743164 70.119 93.4217
4036.926270 69.940 27.7874
4037.109375 69.723 -37.7587
4037.292480 69.467 -102.9508
4037.475586 69.215 -167.6157
4037.658691 69.018 128.1199
4037.841797 68.891 63.8926
4038.024902 68.800 -0.5403
4038.208008 68.705 -65.0849
4038.391113 68.612 -129.4556
4038.574219 68.566 166.4603
4038.757324 68.606 102.4419
4038.940430 68.717 38.1689
4039.123535 68.843 -26.3919
4039.306641 68.950 -90.9332
4039.489746 69.061 -155.1320
4039.672852 69.230 140.9734
4039.855957 69.482 76.9409
4040.039062 69.774 12.3213
4040.222168 70.027 -52.9552
4040.405273 70.199 -118.5783
4040.588379 70.302 175.8289
4040.771484 70.394 110.4153
4040.954590 70.524 45.0053
4041.137695 70.699 -20.6925
4041.320801 70.886 -86.8060
4041.503906 71.051 -153.2009
4041.687012 71.188 140.3623
4041.870117 71.312 74.0262
4042.053223 71.442 7.7435
4042.236328 71.571 -58.6239
4042.419434 71.677 -125.1348
4042.602539 71.737 168.3131
4042.785645 71.754 101.9089
4042.968750 71.757 35.7688
4043.151855 71.777 -30.1622
4043.334961 71.829 -96.0697
4043.518066 71.896 -162.1028
4043.701172 71.955 131.7288
4043.884277 71.995 65.5191
4044.067383 72.022 -0.6802
4044.250488 72.044 -66.9331
4044.433594 72.054 -133.3601
4044.616699 72.029 160.0222
4044.799805 71.954 93.3777
4044.982910 71.838 26.9693
4045.166016 71.725 -39.0404
4045.349121 71.657 -104.7354
4045.532227 71.644 -170.3760
4045.715332 71.652 123.8577
4045.898438 71.636 58.0514
4046.081543 71.581 -7.5302
4046.264648 71.512 -72.6936
4046.447754 71.473 -137.5263
4046.630859 71.484 157.6610
4046.813965 71.524 92.6007
4046.997070 71.563 27.2813
4047.180176 71.591 -38.1252
4047.363281 71.631 -103.4745
4047.546387 71.708 -168.7883
4047.729492 71.824 125.8278
4047.912598 71.962 60.3453
4048.095703 72.110 -5.1475
4048.278809 72.276 -70.5898
4048.461914 72.476 -136.0957
4048.645020 72.702 158.0895
4048.828125 72.918 91.8030
4049.011230 73.085 25.1293
4049.194336 73.189 -41.6552
4049.377441 73.258 -108.2824
4049.560547 73.337 -174.6950
4049.743652 73.459 118.9312
4049.926758 73.613 52.3592
4050.109863 73.758 -14.4831
4050.292969 73.858 -81.4553
4050.476074 73.901 -148.3224
4050.659180 73.905 145.0729
4050.842285 73.897 78.7214
4051.025391 73.893 12.4813
4051.208496 73.894 -53.8036
4051.391602 73.890 -120.2082
4051.574707 73.874 173.2840
4051.757812 73.844 106.7367
4051.940918 73.806 40.2114
4052.124023 73.766 -26.2440
4052.307129 73.729 -92.5973
4052.490234 73.700 -158.8262
4052.673340 73.682 135.0670
4052.856445 73.678 69.0567
4053.039551 73.690 3.0947
4053.222656 73.713 -62.8684
4053.405762 73.744 -128.8720
4053.588867 73.777 165.0657
4053.771973 73.808 98.9449
4053.955078 73.836 32.7780
4054.138184 73.860 -33.4213
4054.321289 73.884 -99.6469
4054.504395 73.907 -165.8973
4054.687500 73.932 127.8257
4054.870605 73.961 61.5189
4055.053711 73.997 -4.8355
4055.236816 74.038 -71.2650
4055.419922 74.078 -137.7886
4055.603027 74.108 155.6225
4055.786133 74.122 89.0458
4055.969238 74.126 22.5653
4056.152344 74.135 -43.8113
4056.335449 74.160 -110.1844
4056.518555 74.195 -176.7056
4056.701660 74.216 116.5500
4056.884766 74.200 49.6597
4057.067871 74.142 -17.1926
4057.250977 74.065 -83.8526
4057.434082 74.000 -150.3244
4057.617188 73.966 143.2328
4057.800293 73.953 76.6437
4057.983398 73.930 9.8824
4058.166504 73.871 -56.9053
4058.349609 73.776 -123.5084
4058.532715 73.664 170.1960
4058.715820 73.559 104.1772
4058.898926 73.472 38.2941
4059.082031 73.400 -27.5891
4059.265137 73.330 -93.5389
4059.448242 73.256 -159.5644
4059.631348 73.178 134.3388
4059.814453 73.095 68.1741
4059.997559 73.011 1.9588
4060.180664 72.928 -64.2787
4060.363770 72.853 -130.5172
4060.546875 72.790 163.2363
4060.729980 72.737 96.9737
4060.913086 72.689 30.7138
4061.096191 72.643 -35.4963
4061.279297 72.603 -101.6399
4061.462402 72.571 -167.7634
4061.645508 72.538 126.0555
4061.828613 72.484 59.8093
4062.011719 72.394 -6.3904
4062.194824 72.273 -72.3700
4062.377930 72.150 -138.0346
4062.561035 72.056 156.5365
4062.744141 72.004 91.1410
4062.927246 71.982 25.6103
4063.110352 71.970 -40.0881
4063.293457 71.957 -105.9076
4063.476562 71.944 -171.8243
4063.659668 71.928 122.1357
4063.842773 71.895 55.9878
4064.025879 71.841 -10.1528
4064.208984 71.780 -76.1342
4064.392090 71.749 -141.9479
4064.575195 71.772 152.1925
4064.758301 71.835 85.9967
4064.941406 71.886 19.3771
4065.124512 71.881 -47.4479
4065.307617 71.816 -114.1172
4065.490723 71.734 179.5708
4065.673828 71.683 113.4585
4065.856934 71.668 47.1434
4066.040039 71.642 -19.6600
4066.223145 71.543 -86.8632
4066.406250 71.347 -154.0851
4066.589355 71.085 139.0659
4066.772461 70.822 72.6989
4066.955566 70.608 6.5761
4067.138672 70.433 -59.6485
4067.321777 70.245 -126.0734
4067.504883 69.998 167.5453
4067.687988 69.690 101.6008
4067.871094 69.367 36.3188
4068.054199 69.085 -28.4285
4068.237305 68.864 -93.0210
4068.420410 68.677 -157.7576
4068.603516 68.482 137.3704
4068.786621 68.270 72.5900
4068.969727 68.070 8.0870
4069.152832 67.922 -56.1895
4069.335938 67.836 -120.4544
4069.519043 67.785 175.1476
4069.702148 67.739 110.6959
4069.885254 67.697 46.3555
4070.068359 67.685 -17.8637
4070.251465 67.718 -82.2150
4070.434570 67.770 -146.9902
4070.617676 67.787 147.7853
4070.800781 67.736 82.4366
4070.983887 67.640 17.3900
4071.166992 67.567 -47.1795
4071.350098 67.573 -111.5135
4071.533203 67.646 -176.0039
4071.716309 67.727 119.2451
4071.899414 67.772 54.5037
4072.082520 67.800 -9.9198
4072.265625 67.864 -74.0830
4072.448730 67.985 -138.4093
4072.631836 68.119 156.7516
4072.814941 68.208 91.5128
4072.998047 68.251 26.3060
4073.181152 68.317 -38.5911
4073.364258 68.478 -103.4143
4073.547363 68.732 -168.6741
4073.730469 68.995 125.4389
4073.913574 69.192 59.3089
4074.096680 69.325 -6.4687
4074.279785 69.473 -71.6614
4074.462891 69.709 -136.7016
4074.645996 70.014 157.6932
4074.829102 70.293 91.2253
4075.012207 70.465 24.2412
4075.195312 70.534 -42.6284
4075.378418 70.577 -108.9974
4075.561523 70.685 -175.0244
4075.744629 70.876 118.7743
4075.927734 71.090 52.0729
4076.110840 71.253 -14.9955
4076.293945 71.337 -82.0420
4076.477051 71.367 -148.8076
4076.660156 71.382 144.6476
4076.843262 71.390 78.0726
4077.026367 71.369 11.3373
4077.209473 71.298 -55.4287
4077.392578 71.195 -121.9875
4077.575684 71.110 171.7329
4077.758789 71.076 105.5285
4077.941895 71.081 39.1154
4078.125000 71.073 -27.5763
4078.308105 71.006 -94.3141
4078.491211 70.875 -160.7466
4078.674316 70.714 133.3510
4078.857422 70.570 67.9303
4079.040527 70.467 2.7511
4079.223633 70.400 -62.4151
4079.406738 70.349 -127.6291
4079.589844 70.304 167.1824
4079.772949 70.270 102.1133
4079.956055 70.266 37.1714
4080.139160 70.301 -27.7395
4080.322266 70.373 -92.7710
4080.505371 70.463 -158.0395
4080.688477 70.549 136.4463
4080.871582 70.619 70.7832
4081.054688 70.685 5.0943
4081.237793 70.772 -60.5840
4081.420898 70.901 -126.3307
4081.604004 71.070 167.7383
4081.787109 71.262 101.5993
4081.970215 71.458 35.3312
4082.153320 71.652 -30.9801
4082.336426 71.845 -97.3559
4082.519531 72.026 -163.8995
4082.702637 72.170 129.3230
4082.885742 72.257 62.3770
4083.068848 72.290 -4.5996
4083.251953 72.297 -71.5416
4083.435059 72.307 -138.5440
4083.618164 72.323 154.2301
4083.801270 72.323 86.7471
4083.984375 72.286 19.1808
4084.167480 72.216 -48.2166
4084.350586 72.144 -115.3533
4084.533691 72.089 177.6080
4084.716797 72.031 110.4160
4084.899902 71.925 43.0276
4085.083008 71.740 -24.3079
4085.266113 71.500 -91.2526
4085.449219 71.273 -157.7316
4085.632324 71.111 135.9180
4085.815430 70.996 69.2291
4085.998535 70.855 2.0790
4086.181641 70.623 -65.1761
4086.364746 70.305 -132.0051
4086.547852 69.961 161.8508
4086.730957 69.654 96.1412
4086.914062 69.380 30.3737
4087.097168 69.073 -35.6606
4087.280273 68.681 -101.6753
4087.463379 68.220 -167.1996
4087.646484 67.760 127.9709
4087.829590 67.361 63.5920
