* Generated by rew_pipeline.py (source UUID dfb65ea2-0ad3-4047-a78a-47ab03241470, calibrated to its own SPL at 100 Hz)
* Measurement: L.filtered.clean-fdw8
* Dated: 2026-Sep-12 16:10:00
* Note: ; Trace Arithmetic A times B A = L.nofdw.clean-fdw8 B = FLX-trimmed.clean-fdw8
* Smoothing: None
* Frequency Step: 0.1831055 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
7682.006836 77.370 177.8532
7682.189941 77.446 111.7501
7682.373047 77.516 45.6096
7682.556152 77.577 -20.5549
7682.739258 77.635 -86.7135
7682.922363 77.697 -152.8493
7683.105469 77.766 141.0211
7683.288574 77.844 74.8549
7683.471680 77.922 8.6178
7683.654785 77.989 -57.6820
7683.837891 78.035 -123.9898
7684.020996 78.064 169.7623
7684.204102 78.086 103.6075
7684.387207 78.115 37.5205
7684.570312 78.157 -28.5621
7684.753418 78.211 -94.6914
7684.936523 78.271 -160.8695
7685.119629 78.332 132.9433
7685.302734 78.396 66.7904
7685.485840 78.464 0.6861
7685.668945 78.536 -65.3850
7685.852051 78.611 -131.4456
7686.035156 78.688 162.4899
7686.218262 78.769 96.4084
7686.401367 78.857 30.2802
7686.584473 78.955 -35.9394
7686.767578 79.060 -102.2826
7686.950684 79.166 -168.7377
7687.133789 79.267 124.7518
7687.316895 79.365 58.2522
7687.500000 79.467 -8.2095
7687.683105 79.576 -74.6672
7687.866211 79.690 -141.1935
7688.049316 79.798 152.1514
7688.232422 79.887 85.3568
7688.415527 79.948 18.4606
7688.598633 79.982 -48.4806
7688.781738 79.995 -115.4224
7688.964844 79.993 177.6570
7689.147949 79.984 110.7697
7689.331055 79.971 43.9297
7689.514160 79.960 -22.8522
7689.697266 79.955 -89.5884
7689.880371 79.955 -156.3219
7690.063477 79.954 136.8968
7690.246582 79.942 70.0536
7690.429688 79.907 3.1935
7690.612793 79.850 -63.6023
7690.795898 79.780 -130.2740
7690.979004 79.711 163.1717
7691.162109 79.651 96.6720
7691.345215 79.595 30.1710
7691.528320 79.536 -36.3272
7691.711426 79.471 -102.7693
7691.894531 79.406 -169.1203
7692.077637 79.350 124.5820
7692.260742 79.301 58.2525
7692.443848 79.247 -8.1517
7692.626953 79.173 -74.5675
7692.810059 79.081 -140.8610
7692.993164 78.990 153.0565
7693.176270 78.924 87.1346
7693.359375 78.892 21.2114
7693.542480 78.875 -44.8449
7693.725586 78.849 -111.0202
7693.908691 78.802 -177.1801
7694.091797 78.744 116.7925
7694.274902 78.697 50.8790
7694.458008 78.669 -15.0591
7694.641113 78.645 -81.1414
7694.824219 78.604 -147.3460
7695.007324 78.539 146.4706
7695.190430 78.465 80.4385
7695.373535 78.407 14.5491
7695.556641 78.377 -51.3407
7695.739746 78.363 -117.3749
7695.922852 78.338 176.4323
7696.105957 78.286 110.2032
7696.289062 78.209 44.0933
7696.472168 78.123 -21.8188
7696.655273 78.047 -87.5649
7696.838379 77.986 -153.2324
7697.021484 77.937 141.1116
7697.204590 77.892 75.4492
7697.387695 77.848 9.7919
7697.570801 77.803 -55.8423
7697.753906 77.759 -121.4334
7697.937012 77.720 173.0404
7698.120117 77.695 107.5803
7698.303223 77.694 42.1403
7698.486328 77.719 -23.3606
7698.669434 77.759 -88.9795
7698.852539 77.804 -154.6970
7699.035645 77.846 139.5694
7699.218750 77.892 73.8893
7699.401855 77.953 8.2491
7699.584961 78.031 -57.4400
7699.768066 78.113 -123.2568
7699.951172 78.182 170.8093
7700.134277 78.231 104.8533
7700.317383 78.268 38.9686
7700.500488 78.313 -26.8433
7700.683594 78.379 -92.6862
7700.866699 78.461 -158.6847
7701.049805 78.541 135.1214
7701.232910 78.603 68.8097
7701.416016 78.646 2.5113
7701.599121 78.682 -63.6913
7701.782227 78.726 -129.8221
7701.965332 78.781 164.0248
7702.148438 78.835 97.7836
7702.331543 78.871 31.4895
7702.514648 78.887 -34.7413
7702.697754 78.895 -100.8087
7702.880859 78.919 -166.7245
7703.063965 78.973 127.3791
7703.247070 79.047 61.3479
7703.430176 79.120 -4.8728
7703.613281 79.171 -71.2046
7703.796387 79.198 -137.5124
7703.979492 79.215 156.2831
7704.162598 79.240 90.1502
7704.345703 79.276 23.9925
7704.528809 79.316 -42.2532
7704.711914 79.350 -108.5640
7704.895020 79.376 -174.8695
7705.078125 79.403 118.8710
7705.261230 79.439 52.6312
7705.444336 79.482 -13.6446
7705.627441 79.522 -79.9763
7705.810547 79.552 -146.3283
7705.993652 79.569 147.3529
7706.176758 79.578 81.0932
7706.359863 79.583 14.8903
7706.542969 79.586 -51.2527
7706.726074 79.592 -117.3147
7706.909180 79.614 176.7032
7707.092285 79.662 110.7275
7707.275391 79.737 44.6312
7707.458496 79.821 -21.6697
7707.641602 79.890 -88.1334
7707.824707 79.936 -154.6141
7708.007812 79.967 139.0207
7708.190918 80.007 72.7807
7708.374023 80.064 6.5552
7708.557129 80.131 -59.7681
7708.740234 80.190 -126.1890
7708.923340 80.233 167.3955
7709.106445 80.273 101.0753
7709.289551 80.330 34.8241
7709.472656 80.410 -31.4817
7709.655762 80.501 -97.9405
7709.838867 80.586 -164.5314
7710.021973 80.659 128.8527
7710.205078 80.730 62.2913
7710.388184 80.813 -4.2426
7710.571289 80.909 -70.8484
7710.754395 81.007 -137.5938
7710.937500 81.091 155.5425
7711.120605 81.158 88.6312
7711.303711 81.212 21.7100
7711.486816 81.263 -45.2488
7711.669922 81.309 -112.2932
7711.853027 81.345 -179.4290
7712.036133 81.370 113.3860
7712.219238 81.392 46.1881
7712.402344 81.416 -21.0372
7712.585449 81.439 -88.3293
7712.768555 81.450 -155.6801
7712.951660 81.438 136.9986
7713.134766 81.407 69.8174
7713.317871 81.374 2.8034
7713.500977 81.355 -64.1498
7713.684082 81.344 -131.2090
7713.867188 81.322 161.5383
7714.050293 81.267 94.1555
7714.233398 81.178 26.7964
7714.416504 81.077 -40.4280
7714.599609 80.987 -107.5400
7714.782715 80.922 -174.6648
7714.965820 80.869 118.0914
7715.148926 80.809 50.7321
7715.332031 80.728 -16.6495
7715.515137 80.629 -83.9622
7715.698242 80.517 -151.1854
7715.881348 80.397 141.6408
7716.064453 80.266 74.4786
7716.247559 80.119 7.3365
7716.430664 79.960 -59.7508
7716.613770 79.798 -126.7747
7716.796875 79.644 166.2209
7716.979980 79.497 99.1711
7717.163086 79.347 32.0487
7717.346191 79.185 -35.1064
7717.529297 79.007 -102.2115
7717.712402 78.820 -169.1979
7717.895508 78.636 123.9391
7718.078613 78.465 57.1274
7718.261719 78.304 -9.7423
7718.444824 78.137 -76.7407
7718.627930 77.943 -143.8308
7718.811035 77.708 149.1389
7718.994141 77.443 82.3557
7719.177246 77.180 15.9023
7719.360352 76.952 -50.3481
7719.543457 76.766 -116.6775
7719.726562 76.592 176.6931
7719.909668 76.386 109.7891
7720.092773 76.127 42.8578
7720.275879 75.834 -23.8415
7720.458984 75.550 -90.2645
7720.642090 75.303 -156.6225
7720.825195 75.077 136.8371
7721.008301 74.831 70.0963
7721.191406 74.539 3.3880
7721.374512 74.220 -63.0417
7721.557617 73.917 -129.2011
7721.740723 73.646 164.6302
7721.923828 73.376 98.1971
7722.106934 73.058 31.5633
7722.290039 72.674 -34.9247
7722.473145 72.266 -100.9723
7722.656250 71.896 -166.6685
7722.839355 71.581 127.5464
7723.022461 71.264 61.3278
7723.205566 70.860 -5.1955
7723.388672 70.329 -71.4955
7723.571777 69.705 -137.0361
7723.754883 69.069 158.3394
7723.937988 68.484 94.3376
7724.121094 67.952 30.5749
7724.304199 67.446 -33.0442
7724.487305 66.965 -96.3958
7724.670410 66.538 -159.4648
7724.853516 66.174 137.6010
7725.036621 65.846 74.8136
7725.219727 65.555 12.4993
7725.402832 65.372 -49.1278
7725.585938 65.381 -110.5335
7725.769043 65.555 -172.6198
7725.952148 65.756 124.2464
7726.135254 65.867 60.5960
7726.318359 65.902 -2.7505
7726.501465 65.971 -65.5258
7726.684570 66.158 -128.3071
7726.867676 66.419 168.1765
7727.050781 66.641 103.8944
7727.233887 66.779 39.4549
7727.416992 66.896 -24.6318
7727.600098 67.091 -88.5619
7727.783203 67.383 -153.0700
7727.966309 67.677 141.3869
7728.149414 67.873 75.0773
7728.332520 67.947 8.6783
7728.515625 67.968 -57.3211
7728.698730 68.028 -123.0141
7728.881836 68.156 171.0674
7729.064941 68.289 104.5468
7729.248047 68.339 37.5948
7729.431152 68.268 -29.2155
7729.614258 68.114 -95.3323
7729.797363 67.963 -160.6110
7729.980469 67.883 134.5744
7730.163574 67.872 69.6399
7730.346680 67.866 4.2575
7730.529785 67.794 -61.4582
7730.712891 67.628 -127.0954
7730.895996 67.394 167.7987
7731.079102 67.161 103.4705
7731.262207 67.007 39.7897
7731.445312 66.965 -23.6912
7731.628418 67.000 -87.3789
7731.811523 67.044 -151.2810
7731.994629 67.066 144.9886
7732.177734 67.113 81.8192
7732.360840 67.284 19.0960
7732.543945 67.632 -43.9317
7732.727051 68.099 -108.0864
7732.910156 68.555 -173.5846
7733.093262 68.900 120.0294
7733.276367 69.114 53.4956
7733.459473 69.252 -12.5884
7733.642578 69.411 -78.0770
7733.825684 69.661 -143.3358
7734.008789 69.997 151.0698
7734.191895 70.349 84.8217
7734.375000 70.641 18.0184
7734.558105 70.836 -48.9856
7734.741211 70.947 -115.8464
7734.924316 71.019 177.5635
7735.107422 71.094 111.1079
7735.290527 71.179 44.5422
7735.473633 71.252 -22.2441
7735.656738 71.292 -89.1179
7735.839844 71.306 -155.8237
7736.022949 71.332 137.7725
7736.206055 71.408 71.5325
7736.389160 71.529 5.1617
7736.572266 71.647 -61.4970
7736.755371 71.713 -128.3043
7736.938477 71.715 165.0454
7737.121582 71.684 98.7429
7737.304688 71.662 32.6803
7737.487793 71.661 -33.4431
7737.670898 71.651 -99.8100
7737.854004 71.602 -166.3095
7738.037109 71.522 127.3212
7738.220215 71.452 61.2050
7738.403320 71.426 -4.8071
7738.586426 71.435 -70.9409
7738.769531 71.440 -137.1975
7738.952637 71.424 156.6691
7739.135742 71.416 90.8452
7739.318848 71.463 25.1467
7739.501953 71.560 -40.8932
7739.685059 71.641 -107.5572
7739.868164 71.630 -174.6263
7740.051270 71.515 118.4622
7740.234375 71.366 52.1510
7740.417480 71.283 -13.6546
7740.600586 71.308 -79.5350
7740.783691 71.387 -145.9727
7740.966797 71.434 147.0911
7741.149902 71.414 80.0848
7741.333008 71.357 13.3140
7741.516113 71.305 -53.3433
7741.699219 71.249 -120.2561
7741.882324 71.127 172.4380
7742.065430 70.886 105.0666
7742.248535 70.541 38.1808
7742.431641 70.182 -27.9425
7742.614746 69.898 -93.6333
7742.797852 69.686 -159.5348
7742.980957 69.447 134.1177
7743.164062 69.093 67.8037
7743.347168 68.626 2.3384
7743.530273 68.153 -61.8168
7743.713379 67.793 -125.0427
7743.896484 67.557 171.7676
7744.079590 67.347 108.1436
7744.262695 67.072 44.4026
7744.445801 66.744 -18.8341
7744.628906 66.453 -81.2779
7744.812012 66.290 -143.1849
7744.995117 66.284 154.9711
7745.178223 66.416 92.8653
7745.361328 66.659 30.3213
7745.544434 66.969 -32.7675
7745.727539 67.290 -96.3129
7745.910645 67.588 -159.9641
7746.093750 67.894 136.6202
7746.276855 68.274 73.3515
7746.459961 68.752 9.6755
7746.643066 69.264 -54.8793
7746.826172 69.716 -120.2135
7747.009277 70.075 174.2179
7747.192383 70.392 108.8838
7747.375488 70.752 43.7430
7747.558594 71.192 -21.7032
7747.741699 71.662 -87.8848
7747.924805 72.085 -154.7680
7748.107910 72.426 138.0268
7748.291016 72.702 70.8559
7748.474121 72.957 3.8033
7748.657227 73.215 -63.2732
7748.840332 73.468 -130.5004
7749.023438 73.698 162.1656
7749.206543 73.908 94.8538
7749.389648 74.113 27.5947
7749.572754 74.319 -39.7296
7749.755859 74.507 -107.2353
7749.938965 74.644 -174.8657
7750.122070 74.717 117.5961
7750.305176 74.750 50.3388
7750.488281 74.781 -16.6622
7750.671387 74.831 -83.6296
7750.854492 74.883 -150.7574
7751.037598 74.909 141.9827
7751.220703 74.900 74.7932
7751.403809 74.882 7.8238
7751.586914 74.883 -58.9954
7751.770020 74.904 -125.8747
7751.953125 74.914 167.0836
7752.136230 74.880 100.0203
7752.319336 74.808 33.1918
7752.502441 74.737 -33.2883
7752.685547 74.705 -99.5891
7752.868652 74.715 -166.0186
7753.051758 74.732 127.2643
7753.234863 74.721 60.3673
7753.417969 74.675 -6.4815
7753.601074 74.616 -73.1512
7753.784180 74.561 -139.6826
7753.967285 74.511 153.8279
7754.150391 74.453 87.3728
7754.333496 74.387 21.0249
7754.516602 74.330 -45.2035
7754.699707 74.297 -111.4410
7754.882812 74.275 -177.8492
7755.065918 74.236 115.5642
7755.249023 74.164 48.9850
7755.432129 74.072 -17.3703
7755.615234 73.995 -83.4609
7755.798340 73.952 -149.4570
7755.981445 73.931 144.4480
7756.164551 73.900 78.2356
7756.347656 73.850 12.0403
7756.530762 73.797 -54.0515
7756.713867 73.764 -120.1424
7756.896973 73.748 173.5695
7757.080078 73.720 107.0251
7757.263184 73.657 40.4045
7757.446289 73.572 -26.0207
7757.629395 73.506 -92.1415
7757.812500 73.493 -158.1216
7757.995605 73.527 135.7661
7758.178711 73.565 69.4086
7758.361816 73.573 2.9259
7758.544922 73.546 -63.4926
7758.728027 73.503 -129.7885
7758.911133 73.458 163.9287
7759.094238 73.404 97.5219
7759.277344 73.325 30.9730
7759.460449 73.215 -35.6241
7759.643555 73.086 -102.1882
7759.826660 72.952 -168.7304
7760.009766 72.810 124.7079
7760.192871 72.647 58.1781
7760.375977 72.460 -8.1555
7760.559082 72.267 -74.1507
7760.742188 72.099 -139.8459
7760.925293 71.963 154.5495
7761.108398 71.838 88.8642
7761.291504 71.687 23.1546
7761.474609 71.507 -42.3393
7761.657715 71.331 -107.4410
7761.840820 71.212 -172.2619
7762.023926 71.163 122.8384
7762.207031 71.150 57.5586
7762.390137 71.110 -8.0840
7762.573242 71.005 -73.7726
7762.756348 70.846 -139.1130
7762.939453 70.681 156.1177
7763.122559 70.571 91.8203
7763.305664 70.551 27.6205
7763.488770 70.601 -36.8841
7763.671875 70.671 -101.8573
7763.854980 70.716 -167.1462
7764.038086 70.724 127.5806
7764.221191 70.730 62.5839
7764.404297 70.781 -2.1548
7764.587402 70.899 -66.9184
7764.770508 71.052 -131.9778
7764.953613 71.186 162.6811
7765.136719 71.269 97.3460
7765.319824 71.325 32.3139
7765.502930 71.404 -32.3912
7765.686035 71.544 -97.0579
7765.869141 71.734 -162.0251
7766.052246 71.938 132.5999
7766.235352 72.137 66.9384
7766.418457 72.339 1.1144
7766.601562 72.559 -64.9053
7766.784668 72.789 -131.2365
7766.967773 72.997 162.1254
7767.150879 73.158 95.3838
7767.333984 73.282 28.8009
7767.517090 73.406 -37.5343
7767.700195 73.567 -103.8107
7767.883301 73.762 -170.3463
7768.066406 73.955 122.6811
7768.249512 74.106 55.3525
7768.432617 74.201 -12.0990
7768.615723 74.254 -79.4733
7768.798828 74.289 -146.7061
7768.981934 74.319 146.1607
7769.165039 74.345 79.0720
7769.348145 74.360 12.0076
7769.531250 74.362 -55.0438
7769.714355 74.346 -122.1078
7769.897461 74.302 170.8135
7770.080566 74.218 103.8016
7770.263672 74.100 37.0076
7770.446777 73.972 -29.4628
7770.629883 73.866 -95.6706
7770.812988 73.791 -161.8188
7770.996094 73.724 131.9395
7771.179199 73.632 65.6685
7771.362305 73.508 -0.3974
7771.545410 73.387 -66.0917
7771.728516 73.314 -131.5290
7771.911621 73.305 162.9449
7772.094727 73.326 97.0654
7772.277832 73.330 30.8930
7772.460938 73.297 -35.2537
7772.644043 73.258 -101.0811
7772.827148 73.263 -166.5688
7773.010254 73.342 128.0236
7773.193359 73.478 62.3944
7773.376465 73.630 -3.5738
7773.559570 73.763 -69.8041
7773.742676 73.868 -136.1642
7773.925781 73.947 157.4264
7774.108887 74.009 90.9902
7774.291992 74.058 24.5357
7774.475098 74.103 -41.9265
7774.658203 74.148 -108.4033
7774.841309 74.198 -174.9229
7775.024414 74.247 118.5022
7775.207520 74.290 51.9087
7775.390625 74.333 -14.6487
7775.573730 74.386 -81.1733
7775.756836 74.462 -147.7621
7775.939941 74.553 145.4606
7776.123047 74.641 78.4561
7776.306152 74.712 11.3095
7776.489258 74.764 -55.8465
7776.672363 74.811 -122.9460
7776.855469 74.859 169.9724
7777.038574 74.904 102.8387
7777.221680 74.929 35.6470
7777.404785 74.930 -31.5410
7777.587891 74.918 -98.6930
7777.770996 74.910 -165.8909
7777.954102 74.909 126.7085
7778.137207 74.899 59.0206
7778.320312 74.861 -8.8647
7778.503418 74.794 -76.7359
7778.686523 74.721 -144.4287
7778.869629 74.668 148.0412
7779.052734 74.638 80.5122
7779.235840 74.606 12.8562
7779.418945 74.537 -54.8890
7779.602051 74.422 -122.5705
7779.785156 74.279 169.9007
7779.968262 74.137 102.4214
7780.151367 74.002 34.7632
7780.334473 73.852 -33.2076
7780.517578 73.657 -101.3797
7780.700684 73.415 -169.4690
7780.883789 73.158 122.7459
7781.066895 72.926 55.2193
7781.250000 72.732 -12.3393
7781.433105 72.542 -80.2048
7781.616211 72.300 -148.3955
7781.799316 71.979 143.3152
7781.982422 71.596 75.1779
7782.165527 71.202 7.2273
7782.348633 70.835 -60.7750
7782.531738 70.484 -129.1333
7782.714844 70.101 162.0721
7782.897949 69.632 93.0775
7783.081055 69.060 24.2757
7783.264160 68.400 -44.0488
7783.447266 67.684 -111.9141
7783.630371 66.913 -179.6170
7783.813477 66.043 112.5320
7783.996582 65.002 44.5058
7784.179688 63.736 -23.3375
7784.362793 62.246 -90.3864
7784.545898 60.610 -156.0983
7784.729004 58.935 139.5731
7784.912109 57.241 76.0991
7785.095215 55.337 13.2833
7785.278320 52.840 -46.8712
7785.461426 49.559 -96.6374
7785.644531 47.997 -124.6019
7785.827637 50.993 -160.1417
7786.010742 54.194 143.8926
7786.193848 56.385 80.3851
7786.376953 57.834 14.8557
7786.560059 58.849 -50.9450
7786.743164 59.645 -116.7716
7786.926270 60.320 177.0745
7787.109375 60.880 110.4177
7787.292480 61.308 43.4750
7787.475586 61.625 -23.3218
7787.658691 61.896 -89.6885
7787.841797 62.191 -155.7389
7788.024902 62.534 138.1039
7788.208008 62.883 71.4854
7788.391113 63.169 4.4119
7788.574219 63.348 -62.7792
7788.757324 63.424 -129.6510
7788.940430 63.443 164.0909
7789.123535 63.464 98.4503
7789.306641 63.529 33.1543
7789.489746 63.641 -32.1821
7789.672852 63.772 -97.8735
7789.855957 63.884 -164.0892
7790.039062 63.942 129.1241
7790.222168 63.924 61.8090
7790.405273 63.814 -5.9027
7790.588379 63.609 -73.7781
7790.771484 63.322 -141.4946
7790.954590 62.978 151.2984
7791.137695 62.620 84.8734
7791.320801 62.287 19.3204
7791.503906 62.000 -45.4690
7791.687012 61.751 -109.6964
7791.870117 61.513 -173.5167
7792.053223 61.260 123.0099
7792.236328 60.986 59.8681
7792.419434 60.696 -2.9451
7792.602539 60.413 -65.3791
7792.785645 60.188 -127.3280
7792.968750 60.112 171.1644
7793.151855 60.271 109.6152
7793.334961 60.662 47.2346
7793.518066 61.173 -16.4219
7793.701172 61.667 -81.0566
7793.884277 62.082 -145.9097
7794.067383 62.456 149.6337
7794.250488 62.879 85.5382
7794.433594 63.390 21.1314
7794.616699 63.923 -44.2419
7794.799805 64.371 -110.6124
7794.982910 64.679 -177.4302
7795.166016 64.885 115.9605
7795.349121 65.091 49.8144
7795.532227 65.377 -16.2207
7795.715332 65.730 -82.7420
7795.898438 66.054 -149.9794
7796.081543 66.253 142.4067
7796.264648 66.302 75.0384
7796.447754 66.250 8.3900
7796.630859 66.185 -57.5262
7796.813965 66.166 -123.1348
7796.997070 66.185 171.1117
7797.180176 66.201 105.1250
7797.363281 66.202 39.1491
7797.546387 66.220 -26.5856
7797.729492 66.299 -92.1378
7797.912598 66.441 -157.7827
7798.095703 66.599 136.3150
7798.278809 66.720 70.2899
7798.461914 66.790 4.4385
7798.645020 66.841 -61.0742
7798.828125 66.919 -126.3956
7799.011230 67.041 168.1176
7799.194336 67.185 102.1934
7799.377441 67.316 35.8280
7799.560547 67.425 -30.7862
7799.743652 67.526 -97.4550
7799.926758 67.639 -164.1141
7800.109863 67.771 129.1914
7800.292969 67.906 62.4196
7800.476074 68.021 -4.3908
7800.659180 68.101 -71.1451
7800.842285 68.148 -137.7783
7801.025391 68.174 155.6854
7801.208496 68.187 89.1467
7801.391602 68.185 22.5040
7801.574707 68.166 -44.2825
7801.757812 68.128 -111.1850
7801.940918 68.078 -178.1534
7802.124023 68.026 114.8396
7802.307129 67.973 47.7980
7802.490234 67.913 -19.2512
7802.673340 67.836 -86.2177
7802.856445 67.742 -152.9722
7803.039551 67.648 140.5574
7803.222656 67.573 74.2850
7803.405762 67.518 7.9759
7803.588867 67.450 -58.5896
7803.771973 67.313 -125.4185
7803.955078 67.062 167.7599
7804.138184 66.694 101.3793
7804.321289 66.252 35.8071
7804.504395 65.810 -28.8815
7804.687500 65.421 -92.9386
7804.870605 65.091 -156.6820
7805.053711 64.798 139.8204
7805.236816 64.542 76.7429
7805.419922 64.369 14.1669
7805.603027 64.324 -48.1810
7805.786133 64.396 -110.7382
7805.969238 64.522 -173.6506
7806.152344 64.660 123.3574
7806.335449 64.835 60.6331
7806.518555 65.117 -1.8633
7806.701660 65.546 -64.6419
7806.884766 66.082 -128.2584
7807.067871 66.645 167.1190
7807.250977 67.177 101.6977
7807.434082 67.661 35.7770
7807.617188 68.108 -30.4568
7807.800293 68.526 -96.9366
7807.983398 68.914 -163.6066
7808.166504 69.273 129.6447
7808.349609 69.616 62.9311
7808.532715 69.965 -3.7436
7808.715820 70.335 -70.5273
7808.898926 70.713 -137.6163
7809.082031 71.066 154.9104
7809.265137 71.358 87.1716
7809.448242 71.579 19.4181
7809.631348 71.748 -48.1193
7809.814453 71.905 -115.3731
7809.997559 72.082 177.5206
7810.180664 72.285 110.3274
7810.363770 72.492 42.8904
7810.546875 72.676 -24.7745
7810.729980 72.824 -92.5278
7810.913086 72.945 -160.2381
7811.096191 73.058 132.1129
7811.279297 73.177 64.4266
7811.462402 73.297 -3.4133
7811.645508 73.399 -71.4321
7811.828613 73.472 -139.5426
7812.011719 73.519 152.3761
7812.194824 73.556 84.3733
7812.377930 73.598 16.3841
7812.561035 73.641 -51.7088
7812.744141 73.669 -119.9642
7812.927246 73.663 171.6727
7813.110352 73.620 103.3232
7813.293457 73.555 35.0714
7813.476562 73.484 -33.1043
7813.659668 73.416 -101.3028
7813.842773 73.341 -169.5965
7814.025879 73.244 122.0462
7814.208984 73.118 53.7415
7814.392090 72.971 -14.4072
7814.575195 72.817 -82.3949
7814.758301 72.660 -150.3141
7814.941406 72.492 141.7293
7815.124512 72.297 73.6971
7815.307617 72.069 5.6200
7815.490723 71.813 -62.4733
7815.673828 71.546 -130.6167
7815.856934 71.275 161.1062
7816.040039 70.998 92.6406
7816.223145 70.704 24.0246
7816.406250 70.386 -44.6194
7816.589355 70.041 -113.1465
7816.772461 69.670 178.5575
7816.955566 69.274 110.5659
7817.138672 68.856 42.9164
7817.321777 68.428 -24.4225
7817.504883 68.002 -91.6073
7817.687988 67.576 -158.9029
7817.871094 67.117 133.4781
7818.054199 66.578 65.5826
7818.237305 65.932 -2.2223
7818.420410 65.207 -69.4297
7818.603516 64.489 -135.7678
7818.786621 63.862 158.4835
7818.969727 63.328 92.6812
7819.152832 62.789 26.4983
7819.335938 62.149 -39.6664
7819.519043 61.419 -105.0084
7819.702148 60.741 -169.1641
7819.885254 60.272 127.0518
7820.068359 59.983 62.1876
7820.251465 59.671 -4.3023
7820.434570 59.158 -71.5340
7820.617676 58.439 -137.9258
7820.800781 57.727 157.5961
7820.983887 57.305 94.2678
7821.166992 57.206 29.7333
7821.350098 57.147 -37.5334
7821.533203 56.834 -107.1976
7821.716309 56.154 -178.0799
7821.899414 55.181 110.8370
7822.082520 54.121 39.8034
7822.265625 53.202 -31.9815
7822.448730 52.533 -105.8293
7822.631836 52.087 177.5846
7822.814941 51.810 98.6703
7822.998047 51.697 18.4389
7823.181152 51.807 -62.0926
7823.364258 52.217 -142.1554
7823.547363 52.955 138.7739
7823.730469 53.954 61.0178
7823.913574 55.078 -15.2824
7824.096680 56.194 -90.1359
7824.279785 57.209 -163.6487
7824.462891 58.084 124.0299
7824.645996 58.821 52.7530
7824.829102 59.451 -17.6085
7825.012207 60.022 -87.2028
7825.195312 60.583 -156.2606
7825.378418 61.155 134.9022
7825.561523 61.720 66.0080
7825.744629 62.226 -3.0146
7825.927734 62.621 -71.9747
7826.110840 62.893 -140.5244
7826.293945 63.076 151.6246
7826.477051 63.241 84.4779
7826.660156 63.448 17.6935
7826.843262 63.705 -49.1845
7827.026367 63.972 -116.3561
7827.209473 64.205 176.3823
7827.392578 64.398 109.4506
7827.575684 64.589 43.1480
7827.758789 64.824 -22.5807
7827.941895 65.112 -88.0751
7828.125000 65.413 -153.6377
7828.308105 65.684 140.6942
7828.491211 65.914 75.0610
7828.674316 66.142 9.5110
7828.857422 66.414 -56.1641
7829.040527 66.739 -122.2954
7829.223633 67.088 170.9714
7829.406738 67.423 103.8253
7829.589844 67.734 36.6425
7829.772949 68.041 -30.2956
7829.956055 68.370 -96.9832
7830.139160 68.716 -163.6213
7830.322266 69.046 129.6208
7830.505371 69.323 62.7638
7830.688477 69.544 -4.0530
7830.871582 69.740 -70.7707
7831.054688 69.947 -137.5300
7831.237793 70.178 155.4323
7831.420898 70.407 88.0242
7831.604004 70.609 20.4237
7831.787109 70.780 -47.0449
7831.970215 70.954 -114.1753
7832.153320 71.164 178.9364
7832.336426 71.408 111.9723
7832.519531 71.643 44.6887
7832.702637 71.816 -22.8668
7832.885742 71.907 -90.4072
7833.068848 71.948 -157.6482
7833.251953 71.999 135.4498
7833.435059 72.103 68.6366
7833.618164 72.251 1.5969
7833.801270 72.395 -65.7576
7833.984375 72.491 -133.2180
7834.167480 72.530 159.5430
7834.350586 72.543 92.7183
7834.533691 72.570 26.2223
7834.716797 72.628 -40.2357
7834.899902 72.703 -106.9202
7835.083008 72.766 -173.8941
7835.266113 72.805 118.9624
7835.449219 72.829 51.8080
7835.632324 72.860 -15.2832
7835.815430 72.909 -82.3351
7835.998535 72.968 -149.3863
7836.181641 73.017 143.5918
7836.364746 73.040 76.6972
7836.547852 73.036 10.0251
7836.730957 73.014 -56.4067
7836.914062 72.985 -122.6755
7837.097168 72.956 171.1012
7837.280273 72.922 104.8430
7837.463379 72.884 38.5406
7837.646484 72.850 -27.7751
7837.829590 72.833 -94.0922
7838.012695 72.847 -160.4497
7838.195801 72.891 133.0850
7838.378906 72.955 66.4708
7838.562012 73.024 -0.2714
7838.745117 73.085 -67.0700
7838.928223 73.135 -133.8447
7839.111328 73.175 159.4548
7839.294434 73.212 92.8339
7839.477539 73.251 26.2591
7839.660645 73.295 -40.3297
7839.843750 73.343 -107.0024
7840.026855 73.385 -173.8154
7840.209961 73.413 119.2212
7840.393066 73.415 52.1607
7840.576172 73.391 -14.9012
7840.759277 73.350 -81.8812
7840.942383 73.305 -148.7594
7841.125488 73.261 144.4239
7841.308594 73.210 77.6313
7841.491699 73.142 10.8905
7841.674805 73.052 -55.7196
7841.857910 72.954 -122.1606
7842.041016 72.864 171.4773
7842.224121 72.785 105.0023
7842.407227 72.697 38.2701
7842.590332 72.574 -28.6769
7842.773438 72.407 -95.6183
7842.956543 72.220 -162.3177
7843.139648 72.057 131.2827
7843.322754 71.944 65.0074
7843.505859 71.865 -1.3845
7843.688965 71.772 -67.9561
7843.872070 71.622 -134.5165
7844.055176 71.409 159.2390
7844.238281 71.165 93.5044
7844.421387 70.940 28.2155
