* Measurement data measured by REW V5.40 beta 135
* Source: EQ window target shape
* Format: 
* Dated: Sep 11, 2026, 1:41:06 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: Target LR.RMS.AVG
* Smoothing: 1/48 octave
* Frequency Step: 96 ppo
* Start Frequency: 2.5 Hz
*
* Freq(Hz) SPL(dB)
4594.455232 67.834
4627.748549 67.824
4661.283122 67.813
4695.060701 67.803
4729.083046 67.792
4763.351932 67.782
4797.869143 67.771
4832.636481 67.761
4867.655757 67.751
4902.928797 67.740
4938.457440 67.730
4974.243539 67.719
5010.288958 67.709
5046.595577 67.698
5083.165289 67.688
5120.000000 67.677
5157.101631 67.667
5194.472115 67.656
5232.113401 67.646
5270.027452 67.636
5308.216243 67.626
5346.681766 67.615
5385.426026 67.605
5424.451043 67.594
5463.758851 67.584
5503.351500 67.573
5543.231054 67.563
5583.399591 67.553
5623.859206 67.542
5664.612008 67.532
5705.660122 67.521
5747.005687 67.511
5788.650860 67.500
5830.597810 67.490
5872.848725 67.480
5915.405808 67.469
5958.271277 67.459
6001.447367 67.449
6044.936328 67.438
6088.740429 67.427
6132.861952 67.417
6177.303198 67.407
6222.066483 67.396
6267.154142 67.386
6312.568524 67.376
6358.311998 67.365
6404.386948 67.355
6450.795775 67.344
6497.540901 67.334
6544.624761 67.323
6592.049809 67.313
6639.818520 67.303
6687.933382 67.292
6736.396904 67.282
6785.211613 67.271
6834.380053 67.261
6883.904789 67.250
6933.788400 67.240
6984.033489 67.230
7034.642675 67.220
7085.618596 67.209
7136.963909 67.199
7188.681291 67.188
7240.773439 67.178
7293.243069 67.167
7346.092914 67.157
7399.325732 67.146
7452.944296 67.136
7506.951403 67.125
7561.349867 67.115
7616.142525 67.104
7671.332234 67.094
7726.921869 67.084
7782.914330 67.073
7839.312536 67.063
7896.119426 67.052
7953.337962 67.042
8010.971128 67.031
8069.021927 67.021
8127.493386 67.011
8186.388553 67.001
8245.710500 66.990
8305.462317 66.980
8365.647121 66.969
8426.268048 66.959
8487.328260 66.948
8548.830939 66.938
8610.779292 66.928
8673.176549 66.917
8736.025961 66.907
8799.330806 66.896
8863.094385 66.886
8927.320020 66.875
8992.011061 66.865
9057.170880 66.855
9122.802874 66.844
9188.910464 66.834
9255.497097 66.824
9322.566244 66.813
9390.121402 66.803
9458.166093 66.792
9526.703863 66.782
9595.738287 66.771
9665.272962 66.761
9735.311514 66.751
9805.857594 66.740
9876.914881 66.730
9948.487077 66.719
10020.577916 66.709
10093.191154 66.698
10166.330578 66.688
10240.000000 66.678
10314.203261 66.668
10388.944230 66.657
10464.226802 66.647
10540.054903 66.636
10616.432486 66.625
10693.363532 66.615
10770.852052 66.604
10848.902086 66.594
10927.517703 66.583
11006.703001 66.573
11086.462108 66.563
11166.799182 66.552
11247.718413 66.542
11329.224017 66.532
11411.320244 66.521
11494.011375 66.511
11577.301719 66.500
11661.195620 66.490
11745.697450 66.480
11830.811616 66.469
11916.542554 66.459
12002.894734 66.448
12089.872657 66.438
12177.480858 66.427
12265.723904 66.417
12354.606395 66.407
12444.132966 66.396
12534.308283 66.386
12625.137048 66.376
12716.623996 66.365
12808.773895 66.355
12901.591551 66.344
12995.081802 66.334
13089.249521 66.323
13184.099619 66.313
13279.637040 66.303
13375.866764 66.292
13472.793808 66.282
13570.423226 66.271
13668.760107 66.261
13767.809577 66.250
13867.576801 66.240
13968.066979 66.230
14069.285350 66.219
14171.237191 66.209
14273.927818 66.199
14377.362583 66.188
14481.546879 66.178
14586.486137 66.167
14692.185828 66.157
14798.651463 66.146
14905.888592 66.136
15013.902806 66.126
15122.699734 66.115
15232.285051 66.105
15342.664467 66.094
15453.843739 66.084
15565.828661 66.073
15678.625072 66.063
15792.238852 66.052
15906.675925 66.042
16021.942256 66.031
16138.043854 66.021
16254.986772 66.011
16372.777107 66.000
16491.420999 65.990
16610.924634 65.979
16731.294241 65.969
16852.536096 65.958
16974.656520 65.948
17097.661878 65.938
17221.558584 65.928
17346.353097 65.917
17472.051922 65.907
17598.661613 65.896
17726.188769 65.886
17854.640040 65.875
17984.022122 65.865
18114.341760 65.855
18245.605748 65.844
18377.820928 65.834
18510.994194 65.823
18645.132489 65.813
18780.242805 65.802
18916.332186 65.792
19053.407727 65.782
19191.476573 65.771
19330.545924 65.761
19470.623028 65.751
19611.715189 65.740
19753.829761 65.730
19896.974155 65.720
20041.155832 65.713
20186.382308 65.712
20332.661156 65.712
20480.000000 65.712
20628.406522 65.712
20777.888460 65.712
20928.453604 65.712
21080.109806 65.712
21232.864972 65.712
21386.727064 65.712
21541.704105 65.712
21697.804172 65.712
21855.035406 65.712
22013.406002 65.712
22172.924216 65.712
22333.598365 65.712
22495.436825 65.712
22658.448034 65.712
22822.640488 65.712
22988.022749 65.712
23154.603438 65.712
23322.391240 65.712
23491.394901 65.712
23661.623232 65.712
23833.085108 65.712
24005.789467 65.712
