* Generated by rew_pipeline.py (source UUID 52b193c4-2b57-4908-a61b-75034b9edfea, calibrated to its own SPL at 100 Hz)
* Measurement: L.filtered.clean-fdw6
* Dated: 2026-Sep-12 16:19:00
* Note: ; Trace Arithmetic A times B A = L.nofdw.clean-fdw6 B = FLX-trimmed.clean-fdw6
* Smoothing: None
* Frequency Step: 0.1831055 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
13079.772949 69.638 -72.5965
13079.956055 69.530 -138.6392
13080.139160 69.469 155.5071
13080.322266 69.450 89.5019
13080.505371 69.419 23.2307
13080.688477 69.332 -43.0452
13080.871582 69.203 -108.9524
13081.054688 69.096 -174.4247
13081.237793 69.060 120.1277
13081.420898 69.069 54.1553
13081.604004 69.042 -12.5033
13081.787109 68.917 -79.4714
13081.970215 68.705 -146.1311
13082.153320 68.490 147.9094
13082.336426 68.368 82.4778
13082.519531 68.367 16.9668
13082.702637 68.419 -49.0957
13082.885742 68.425 -115.6453
13083.068848 68.333 177.7963
13083.251953 68.165 111.7261
13083.435059 67.996 46.2976
13083.618164 67.897 -18.8006
13083.801270 67.878 -84.0914
13083.984375 67.893 -149.8848
13084.167480 67.887 143.9039
13084.350586 67.840 77.5942
13084.533691 67.769 11.4603
13084.716797 67.702 -54.4500
13084.899902 67.651 -120.2932
13085.083008 67.594 173.7507
13085.266113 67.498 107.6452
13085.449219 67.345 41.5072
13085.632324 67.148 -24.5189
13085.815430 66.942 -90.4065
13085.998535 66.765 -156.2925
13086.181641 66.626 137.6256
13086.364746 66.509 71.2613
13086.547852 66.385 4.7274
13086.730957 66.239 -61.7240
13086.914062 66.077 -127.8544
13087.097168 65.917 166.4161
13087.280273 65.775 100.9624
13087.463379 65.643 35.5497
13087.646484 65.493 -29.9960
13087.829590 65.299 -95.6848
13088.012695 65.056 -161.4098
13088.195801 64.786 132.9050
13088.378906 64.512 67.2049
13088.562012 64.227 1.3912
13088.745117 63.895 -64.4358
13088.928223 63.489 -129.8253
13089.111328 63.046 165.8388
13089.294434 62.690 102.7587
13089.477539 62.533 40.1760
13089.660645 62.532 -23.1831
13089.843750 62.488 -87.8172
13090.026855 62.221 -152.9003
13090.209961 61.730 143.1853
13090.393066 61.256 81.6802
13090.576172 61.155 21.8285
13090.759277 61.494 -38.9814
13090.942383 61.961 -102.1633
13091.125488 62.261 -166.7434
13091.308594 62.358 129.0845
13091.491699 62.436 66.3312
13091.674805 62.702 4.3521
13091.857910 63.151 -58.3530
13092.041016 63.600 -122.3563
13092.224121 63.927 172.9953
13092.407227 64.176 108.4996
13092.590332 64.472 44.1503
13092.773438 64.862 -20.7960
13092.956543 65.257 -86.8197
13093.139648 65.555 -153.5125
13093.322754 65.756 140.0192
13093.505859 65.971 74.2958
13093.688965 66.316 8.9231
13093.872070 66.771 -56.9545
13094.055176 67.198 -123.6143
13094.238281 67.489 169.5524
13094.421387 67.664 103.4274
13094.604492 67.858 38.2848
13094.787598 68.184 -26.6505
13094.970703 68.598 -92.5150
13095.153809 68.937 -159.6574
13095.336914 69.081 132.5691
13095.520020 69.041 65.1814
13095.703125 68.956 -1.2043
13095.886230 68.990 -66.9152
13096.069336 69.188 -132.9541
13096.252441 69.447 160.0332
13096.435547 69.637 92.3074
13096.618652 69.712 24.6427
13096.801758 69.722 -42.3406
13096.984863 69.753 -108.5983
13097.167969 69.846 -174.5765
13097.351074 69.966 119.3028
13097.534180 70.060 53.0063
13097.717285 70.118 -13.2513
13097.900391 70.174 -79.3764
13098.083496 70.264 -145.5574
13098.266602 70.380 147.9370
13098.449707 70.486 81.0642
13098.632812 70.554 14.0557
13098.815918 70.595 -52.8052
13098.999023 70.641 -119.4238
13099.182129 70.711 174.0715
13099.365234 70.794 107.5086
13099.548340 70.865 40.8460
13099.731445 70.910 -25.8401
13099.914551 70.938 -92.4959
13100.097656 70.959 -159.1653
13100.280762 70.969 134.0866
13100.463867 70.958 67.3020
13100.646973 70.924 0.6439
13100.830078 70.890 -65.7404
13101.013184 70.890 -131.8790
13101.196289 70.939 162.0098
13101.379395 71.021 95.6826
13101.562500 71.094 29.0503
13101.745605 71.124 -37.7887
13101.928711 71.099 -104.6397
13102.111816 71.027 -171.3132
13102.294922 70.933 122.3192
13102.478027 70.852 56.2885
13102.661133 70.818 -9.5183
13102.844238 70.849 -75.3609
13103.027344 70.926 -141.5261
13103.210449 71.002 151.8694
13103.393555 71.032 84.9766
13103.576660 71.003 18.1150
13103.759766 70.945 -48.4584
13103.942871 70.909 -114.7505
13104.125977 70.918 178.9794
13104.309082 70.953 112.4743
13104.492188 70.967 45.7341
13104.675293 70.934 -20.9861
13104.858398 70.869 -87.4064
13105.041504 70.814 -153.4711
13105.224609 70.797 140.6008
13105.407715 70.806 74.5206
13105.590820 70.803 8.1887
13105.773926 70.761 -58.2543
13105.957031 70.688 -124.5956
13106.140137 70.619 169.2384
13106.323242 70.584 103.1044
13106.506348 70.580 36.7635
13106.689453 70.572 -29.9109
13106.872559 70.516 -96.8212
13107.055664 70.389 -163.6915
13107.238770 70.202 129.7897
13107.421875 70.000 63.7928
13107.604980 69.841 -1.7949
13107.788086 69.758 -67.3550
13107.971191 69.730 -133.2965
13108.154297 69.702 160.2442
13108.337402 69.621 93.4952
13108.520508 69.481 26.8759
13108.703613 69.318 -39.2972
13108.886719 69.180 -105.0217
13109.069824 69.085 -170.5499
13109.252930 69.003 123.9180
13109.436035 68.899 58.4504
13109.619141 68.777 -6.7440
13109.802246 68.681 -71.6536
13109.985352 68.649 -136.6212
13110.168457 68.655 157.9364
13110.351562 68.634 91.9680
13110.534668 68.544 25.8734
13110.717773 68.414 -39.8398
13110.900879 68.317 -105.0110
13111.083984 68.307 -169.9681
13111.267090 68.355 124.8597
13111.450195 68.392 59.4248
13111.633301 68.385 -5.9538
13111.816406 68.368 -71.0422
13111.999512 68.393 -136.0534
13112.182617 68.453 158.5347
13112.365723 68.479 92.5418
13112.548828 68.419 26.3415
13112.731934 68.302 -39.4752
13112.915039 68.233 -104.7141
13113.098145 68.295 -169.8813
13113.281250 68.453 124.3133
13113.464355 68.588 57.7484
13113.647461 68.619 -8.9923
13113.830566 68.571 -75.1836
13114.013672 68.542 -140.6256
13114.196777 68.599 154.1649
13114.379883 68.695 88.5687
13114.562988 68.728 22.6171
13114.746094 68.660 -43.0278
13114.929199 68.578 -107.7922
13115.112305 68.619 -171.9550
13115.295410 68.817 123.4400
13115.478516 69.044 57.6894
13115.661621 69.150 -8.8562
13115.844727 69.098 -75.1920
13116.027832 68.997 -140.5442
13116.210938 69.012 154.8752
13116.394043 69.200 89.9818
13116.577148 69.446 23.9690
13116.760254 69.601 -42.9392
13116.943359 69.622 -109.8857
13117.126465 69.587 -176.2057
13117.309570 69.621 117.9870
13117.492676 69.763 51.9437
13117.675781 69.930 -14.8780
13117.858887 70.013 -82.2603
13118.041992 69.975 -149.4814
13118.225098 69.881 144.0580
13118.408203 69.833 78.3451
13118.591309 69.875 12.8099
13118.774414 69.953 -53.0461
13118.957520 69.984 -119.1763
13119.140625 69.946 174.8252
13119.323730 69.887 109.1949
13119.506836 69.868 43.6827
13119.689941 69.888 -22.2136
13119.873047 69.886 -88.6982
13120.056152 69.812 -155.4547
13120.239258 69.687 138.0581
13120.422363 69.596 72.1019
13120.605469 69.615 6.3884
13120.788574 69.733 -59.6194
13120.971680 69.862 -126.1102
13121.154785 69.920 167.2776
13121.337891 69.898 101.1260
13121.520996 69.862 35.7309
13121.704102 69.890 -29.1989
13121.887207 69.990 -94.3211
13122.070312 70.097 -160.0693
13122.253418 70.133 133.6690
13122.436523 70.084 67.3572
13122.619629 70.004 1.3869
13122.802734 69.978 -64.2508
13122.985840 70.056 -129.9576
13123.168945 70.211 163.8405
13123.352051 70.374 97.0520
13123.535156 70.486 29.9357
13123.718262 70.527 -37.1275
13123.901367 70.516 -103.8603
13124.084473 70.482 -170.1848
13124.267578 70.450 123.8230
13124.450684 70.433 58.0422
13124.633789 70.441 -7.6328
13124.816895 70.486 -73.3202
13125.000000 70.571 -139.1885
13125.183105 70.684 154.5887
13125.366211 70.795 87.9462
13125.549316 70.870 20.9978
13125.732422 70.896 -46.0103
13125.915527 70.884 -112.8379
13126.098633 70.868 -179.3968
13126.281738 70.874 114.1991
13126.464844 70.903 47.7370
13126.647949 70.930 -18.9110
13126.831055 70.928 -85.6842
13127.014160 70.891 -152.3954
13127.197266 70.843 141.1027
13127.380371 70.823 74.7696
13127.563477 70.852 8.3757
13127.746582 70.916 -58.3281
13127.929688 70.972 -125.4106
13128.112793 70.983 167.2994
13128.295898 70.936 100.1101
13128.479004 70.852 33.2901
13128.662109 70.771 -33.0856
13128.845215 70.725 -99.1781
13129.028320 70.716 -165.2727
13129.211426 70.716 128.4157
13129.394531 70.687 61.8645
13129.577637 70.607 -4.7811
13129.760742 70.484 -71.3316
13129.943848 70.348 -137.6900
13130.126953 70.234 156.0776
13130.310059 70.157 89.7891
13130.493164 70.103 23.2866
13130.676270 70.045 -43.4411
13130.859375 69.958 -110.2515
13131.042480 69.838 -176.9489
13131.225586 69.702 116.5859
13131.408691 69.569 50.3227
13131.591797 69.449 -15.8820
13131.774902 69.334 -82.1710
13131.958008 69.208 -148.5914
13132.141113 69.063 144.9117
13132.324219 68.901 78.4349
13132.507324 68.732 12.0582
13132.690430 68.568 -54.1688
13132.873535 68.414 -120.2110
13133.056641 68.274 173.9585
13133.239746 68.149 108.3413
13133.422852 68.036 42.9078
13133.605957 67.929 -22.3771
13133.789062 67.826 -87.5367
13133.972168 67.734 -152.6287
13134.155273 67.661 142.1781
13134.338379 67.597 76.6270
13134.521484 67.497 10.5682
13134.704590 67.302 -55.8133
13134.887695 66.990 -121.9565
13135.070801 66.621 172.8109
13135.253906 66.339 108.7128
13135.437012 66.282 45.0392
13135.620117 66.431 -19.4325
13135.803223 66.620 -85.2879
13135.986328 66.685 -152.0217
13136.169434 66.580 141.4571
13136.352539 66.395 76.0562
13136.535645 66.295 11.8153
13136.718750 66.368 -52.1722
13136.901855 66.542 -116.8167
13137.084961 66.676 177.8702
13137.268066 66.720 112.5727
13137.451172 66.745 47.8297
13137.634277 66.865 -16.6175
13137.817383 67.102 -81.6261
13138.000488 67.354 -147.7254
13138.183594 67.508 145.3914
13138.366699 67.544 78.5091
13138.549805 67.546 12.2045
13138.732910 67.627 -53.6404
13138.916016 67.818 -119.6853
13139.099121 68.043 173.5996
13139.282227 68.202 106.3908
13139.465332 68.260 39.2633
13139.648438 68.265 -27.3561
13139.831543 68.293 -93.5589
13140.014648 68.370 -159.8351
13140.197754 68.448 133.4447
13140.380859 68.469 66.3667
13140.563965 68.418 -0.6811
13140.747070 68.339 -67.4035
13140.930176 68.291 -133.8527
13141.113281 68.293 159.6756
13141.296387 68.318 92.9758
13141.479492 68.329 26.0977
13141.662598 68.316 -40.8009
13141.845703 68.289 -107.6770
13142.028809 68.251 -174.6277
13142.211914 68.182 118.2941
13142.395020 68.064 51.2252
13142.578125 67.912 -15.5987
13142.761230 67.776 -82.0946
13142.944336 67.693 -148.4633
13143.127441 67.655 145.0029
13143.310547 67.616 78.2492
13143.493652 67.546 11.5236
13143.676758 67.460 -54.9021
13143.859863 67.399 -121.0566
13144.042969 67.374 172.7345
13144.226074 67.339 106.2243
13144.409180 67.244 39.5572
13144.592285 67.090 -26.8662
13144.775391 66.952 -92.8584
13144.958496 66.907 -158.7953
13145.141602 66.945 134.6431
13145.324707 66.969 67.1623
13145.507812 66.881 -0.8314
13145.690918 66.665 -68.5400
13145.874023 66.404 -135.3569
13146.057129 66.218 158.6385
13146.240234 66.163 92.7254
13146.423340 66.179 26.2321
13146.606445 66.169 -40.9132
13146.789551 66.084 -108.3438
13146.972656 65.944 -175.7339
13147.155762 65.790 116.9402
13147.338867 65.633 49.5435
13147.521973 65.457 -17.9004
13147.705078 65.261 -85.1365
13147.888184 65.087 -151.9610
13148.071289 64.983 141.4700
13148.254395 64.943 74.7365
13148.437500 64.897 7.6186
13148.620605 64.778 -59.6513
13148.803711 64.585 -126.6591
13148.986816 64.383 166.6788
13149.169922 64.222 99.8927
13149.353027 64.065 32.3879
13149.536133 63.820 -35.8933
13149.719238 63.437 -104.3404
13149.902344 62.984 -172.1749
13150.085449 62.617 120.7719
13150.268555 62.447 53.6808
13150.451660 62.405 -14.4882
13150.634766 62.301 -83.8738
13150.817871 62.000 -153.6180
13151.000977 61.509 137.4288
13151.184082 60.974 69.8458
13151.367188 60.563 3.0204
13151.550293 60.289 -64.4082
13151.733398 60.002 -133.1979
13151.916504 59.562 157.0281
13152.099609 58.958 87.1280
13152.282715 58.297 17.5274
13152.465820 57.685 -52.2609
13152.648926 57.093 -123.1583
13152.832031 56.380 164.5087
13153.015137 55.425 91.4232
13153.198242 54.266 18.9062
13153.381348 53.160 -51.9338
13153.564453 52.486 -121.4726
13153.747559 52.405 168.2837
13153.930664 52.688 96.0081
13154.113770 53.008 22.3333
13154.296875 53.196 -51.3477
13154.479980 53.254 -124.1406
13154.663086 53.270 163.8841
13154.846191 53.314 91.9637
13155.029297 53.393 19.4443
13155.212402 53.510 -53.6244
13155.395508 53.715 -126.6056
13155.578613 54.082 161.1671
13155.761719 54.634 89.9451
13155.944824 55.306 19.6282
13156.127930 55.987 -49.8912
13156.311035 56.604 -118.6296
13156.494141 57.137 173.2993
13156.677246 57.593 105.5959
13156.860352 57.971 38.0061
13157.043457 58.278 -29.4013
13157.226562 58.592 -96.3722
13157.409668 59.042 -163.0372
13157.592773 59.701 129.7757
13157.775879 60.470 61.2052
13157.958984 61.148 -8.7246
13158.142090 61.571 -79.0382
13158.325195 61.711 -148.3425
13158.508301 61.706 144.4709
13158.691406 61.813 79.2987
13158.874512 62.190 14.4686
13159.057617 62.721 -51.7739
13159.240723 63.171 -119.6533
13159.423828 63.416 171.8397
13159.606934 63.509 103.8475
13159.790039 63.608 36.7882
13159.973145 63.832 -29.8999
13160.156250 64.158 -97.0584
13160.339355 64.462 -164.8622
13160.522461 64.667 127.2488
13160.705566 64.805 59.9209
13160.888672 64.973 -6.7526
13161.071777 65.228 -73.3174
13161.254883 65.526 -140.3525
13161.437988 65.774 152.1290
13161.621094 65.925 84.6094
13161.804199 66.016 17.5569
13161.987305 66.118 -49.0050
13162.170410 66.265 -115.4766
13162.353516 66.424 177.7742
13162.536621 66.536 110.7792
13162.719727 66.588 43.8624
13162.902832 66.619 -22.7400
13163.085938 66.678 -89.1237
13163.269043 66.774 -155.5770
13163.452148 66.867 137.7787
13163.635254 66.922 71.1377
13163.818359 66.946 4.7960
13164.001465 66.981 -61.1776
13164.184570 67.060 -127.0506
13164.367676 67.166 166.8171
13164.550781 67.256 100.3054
13164.733887 67.302 33.6022
13164.916992 67.322 -33.0018
13165.100098 67.365 -99.3621
13165.283203 67.477 -165.5707
13165.466309 67.667 128.1588
13165.649414 67.909 61.6772
13165.832520 68.154 -5.0133
13166.015625 68.359 -71.7846
13166.198730 68.498 -138.4430
13166.381836 68.571 155.2022
13166.564941 68.612 89.2290
13166.748047 68.670 23.4779
13166.931152 68.779 -42.4470
13167.114258 68.926 -108.9463
13167.297363 69.066 -176.1237
13167.480469 69.160 116.2991
13167.663574 69.211 48.7933
13167.846680 69.259 -18.2832
13168.029785 69.349 -84.8996
13168.212891 69.492 -151.3028
13168.395996 69.654 142.2542
13168.579102 69.788 75.7158
13168.762207 69.872 9.1717
13168.945312 69.916 -57.3319
13169.128418 69.943 -123.8916
13169.311523 69.958 169.3516
13169.494629 69.954 102.3918
13169.677734 69.930 35.4149
13169.860840 69.906 -31.3351
13170.043945 69.917 -97.7563
13170.227051 69.984 -163.9657
13170.410156 70.091 129.8215
13170.593262 70.199 63.4710
13170.776367 70.271 -3.0208
13170.959473 70.291 -69.6065
13171.142578 70.256 -136.2566
13171.325684 70.170 157.0640
13171.508789 70.048 90.4539
13171.691895 69.918 24.0528
13171.875000 69.828 -42.0912
13172.058105 69.811 -108.1308
13172.241211 69.861 -174.3291
13172.424316 69.922 119.1934
13172.607422 69.935 52.6067
13172.790527 69.879 -13.7420
13172.973633 69.785 -79.6034
13173.156738 69.708 -145.0515
13173.339844 69.686 149.5460
13173.522949 69.709 83.8269
13173.706055 69.746 17.7043
13173.889160 69.782 -48.6562
13174.072266 69.831 -115.0608
13174.255371 69.908 178.5403
13174.438477 70.007 112.0851
13174.621582 70.092 45.5605
13174.804688 70.128 -20.9042
13174.987793 70.101 -87.1075
13175.170898 70.029 -152.9249
13175.354004 69.944 141.5965
13175.537109 69.873 76.2765
13175.720215 69.830 10.9299
13175.903320 69.821 -54.5477
13176.086426 69.855 -120.1983
13176.269531 69.935 173.9414
13176.452637 70.047 107.8448
13176.635742 70.163 41.5639
13176.818848 70.248 -24.7215
13177.001953 70.287 -90.7420
13177.185059 70.298 -156.2686
13177.368164 70.326 138.7169
13177.551270 70.417 73.9232
13177.734375 70.577 8.8652
13177.917480 70.764 -56.8253
13178.100586 70.917 -123.1456
13178.283691 71.001 170.2648
13178.466797 71.040 103.8787
13178.649902 71.104 37.9416
13178.833008 71.265 -27.7530
13179.016113 71.529 -93.7163
13179.199219 71.832 -160.3023
13179.382324 72.086 132.5892
13179.565430 72.250 65.3916
13179.748535 72.345 -1.4780
13179.931641 72.429 -67.9185
13180.114746 72.545 -134.1834
13180.297852 72.683 159.4004
13180.480957 72.806 92.7536
13180.664062 72.892 26.0646
13180.847168 72.965 -40.4780
13181.030273 73.066 -106.9463
13181.213379 73.206 -173.6477
13181.396484 73.351 119.1823
13181.579590 73.448 51.6299
13181.762695 73.481 -15.9606
13181.945801 73.480 -83.2695
13182.128906 73.498 -150.2558
13182.312012 73.565 142.8398
13182.495117 73.663 75.7586
13182.678223 73.750 8.4653
13182.861328 73.803 -58.8848
13183.044434 73.829 -126.1656
13183.227539 73.841 166.5728
13183.410645 73.835 99.1890
13183.593750 73.786 31.6644
13183.776855 73.683 -35.8099
13183.959961 73.553 -102.9887
13184.143066 73.450 -169.8356
13184.326172 73.413 123.3833
13184.509277 73.425 56.3413
13184.692383 73.432 -11.0109
13184.875488 73.396 -78.3970
13185.058594 73.330 -145.4995
13185.241699 73.280 147.7067
13185.424805 73.268 80.9046
13185.607910 73.260 13.7654
13185.791016 73.193 -53.6904
13185.974121 73.043 -121.0962
13186.157227 72.850 171.9122
13186.340332 72.691 105.3120
13186.523438 72.605 38.6562
13186.706543 72.551 -28.4817
13186.889648 72.450 -96.0495
13187.072754 72.264 -163.5423
13187.255859 72.036 129.5594
13187.438965 71.856 63.3055
13187.622070 71.780 -2.8267
13187.805176 71.767 -69.4368
13187.988281 71.722 -136.6309
13188.171387 71.582 155.9969
13188.354492 71.366 88.9394
13188.537598 71.140 22.3415
13188.720703 70.957 -44.1004
13188.903809 70.804 -110.7964
13189.086914 70.627 -177.8388
13189.270020 70.396 115.0416
13189.453125 70.131 48.1699
13189.636230 69.880 -18.3842
13189.819336 69.670 -84.8236
13190.002441 69.482 -151.3478
13190.185547 69.279 142.0769
13190.368652 69.050 75.6290
13190.551758 68.810 9.3649
13190.734863 68.571 -56.8933
13190.917969 68.304 -123.3538
13191.101074 67.963 170.0388
13191.284180 67.537 103.6394
13191.467285 67.077 37.8046
13191.650391 66.676 -27.5049
13191.833496 66.386 -92.8042
13192.016602 66.165 -158.6197
13192.199707 65.912 135.0401
13192.382812 65.555 68.7039
13192.565918 65.098 3.0474
13192.749023 64.606 -61.5378
13192.932129 64.161 -125.1691
13193.115234 63.799 171.6674
13193.298340 63.504 108.4805
13193.481445 63.233 45.0008
13193.664551 62.941 -18.8083
13193.847656 62.592 -82.7462
13194.030762 62.179 -146.3432
13194.213867 61.763 150.9857
13194.396973 61.476 89.4494
13194.580078 61.440 28.4016
13194.763184 61.634 -33.2854
13194.946289 61.898 -96.1551
13195.129395 62.082 -159.7844
13195.312500 62.149 136.6906
13195.495605 62.179 73.8749
13195.678711 62.298 11.6627
13195.861816 62.577 -50.6772
13196.044922 62.981 -113.8750
13196.228027 63.421 -178.1385
13196.411133 63.828 116.8241
13196.594238 64.182 51.5034
13196.777344 64.510 -13.6990
13196.960449 64.858 -78.6730
13197.143555 65.257 -143.6501
13197.326660 65.685 151.0032
13197.509766 66.081 85.1292
13197.692871 66.388 18.9423
13197.875977 66.609 -47.1400
13198.059082 66.809 -112.8710
13198.242188 67.068 -178.4724
13198.425293 67.402 115.5025
13198.608398 67.743 48.7148
13198.791504 68.006 -18.5983
13198.974609 68.161 -85.8002
13199.157715 68.268 -152.3617
13199.340820 68.427 141.6582
13199.523926 68.681 75.5986
13199.707031 68.971 8.8182
13199.890137 69.188 -58.7084
13200.073242 69.278 -126.4367
13200.256348 69.278 166.2564
13200.439453 69.289 99.5611
13200.622559 69.389 33.0734
13200.805664 69.558 -33.7779
13200.988770 69.712 -101.1387
13201.171875 69.785 -168.6439
13201.354980 69.785 124.1759
13201.538086 69.773 57.4394
13201.721191 69.789 -9.1938
13201.904297 69.811 -76.1578
13202.087402 69.780 -143.5284
13202.270508 69.669 149.0172
13202.453613 69.516 81.8458
13202.636719 69.396 14.9817
13202.819824 69.348 -51.9271
13203.002930 69.337 -119.2049
13203.186035 69.298 173.2350
13203.369141 69.202 105.8130
13203.552246 69.080 38.8671
13203.735352 68.988 -27.6921
13203.918457 68.934 -94.2891
13204.101562 68.862 -161.1985
13204.284668 68.713 131.7807
13204.467773 68.491 65.1445
13204.650879 68.277 -0.8171
13204.833984 68.162 -66.4003
13205.017090 68.158 -132.2776
13205.200195 68.179 161.1643
13205.383301 68.131 94.1485
13205.566406 67.980 27.2230
13205.749512 67.759 -39.2061
13205.932617 67.515 -105.1115
13206.115723 67.268 -170.6879
13206.298828 67.008 123.9803
13206.481934 66.752 58.9746
13206.665039 66.552 -5.7830
13206.848145 66.450 -70.7684
13207.031250 66.403 -136.5219
13207.214355 66.314 156.9512
13207.397461 66.122 90.3032
13207.580566 65.873 24.3603
13207.763672 65.698 -40.6119
13207.946777 65.692 -105.2666
13208.129883 65.796 -170.5120
13208.312988 65.851 123.5044
13208.496094 65.753 57.5024
13208.679199 65.538 -7.6415
13208.862305 65.351 -71.7503
13209.045410 65.304 -135.6834
13209.228516 65.352 159.4438
13209.411621 65.356 93.3356
13209.594727 65.227 26.5853
13209.777832 65.001 -39.9844
13209.960938 64.790 -105.9531
13210.144043 64.699 -171.5106
13210.327148 64.742 122.9056
13210.510254 64.864 57.1095
13210.693359 65.009 -8.7916
13210.876465 65.139 -74.6845
13211.059570 65.220 -140.5671
13211.242676 65.206 153.6203
13211.425781 65.079 88.1332
13211.608887 64.882 23.2362
13211.791992 64.711 -41.2185
13211.975098 64.625 -105.9287
13212.158203 64.578 -171.5804
13212.341309 64.468 121.8534
13212.524414 64.246 55.1242
13212.707520 63.982 -10.9276
13212.890625 63.815 -76.1587
13213.073730 63.816 -141.3391
13213.256836 63.893 152.7069
13213.439941 63.879 86.0316
13213.623047 63.696 19.4460
13213.806152 63.413 -46.2934
13213.989258 63.175 -111.2852
13214.172363 63.050 -176.5088
13214.355469 62.939 117.2503
13214.538574 62.695 50.3048
13214.721680 62.278 -16.1918
13214.904785 61.809 -81.1952
13215.087891 61.486 -144.7674
13215.270996 61.380 151.8979
13215.454102 61.346 87.9161
13215.637207 61.218 23.6719
13215.820312 60.981 -39.8729
13216.003418 60.764 -102.4147
13216.186523 60.649 -164.7197
13216.369629 60.547 132.4971
13216.552734 60.326 69.7966
13216.735840 60.047 8.5956
13216.918945 60.020 -50.7364
13217.102051 60.471 -110.3037
13217.285156 61.186 -172.4780
13217.468262 61.782 122.8431
13217.651367 62.090 57.4339
13217.834473 62.207 -7.0429
13218.017578 62.386 -70.2776
13218.200684 62.785 -133.5746
13218.383789 63.304 161.6604
13218.566895 63.732 95.4365
13218.750000 63.974 28.8855
13218.933105 64.106 -36.8156
13219.116211 64.312 -101.3637
13219.299316 64.720 -165.6091
13219.482422 65.281 129.3026
13219.665527 65.835 63.0031
13219.848633 66.261 -4.0646
13220.031738 66.537 -71.2303
13220.214844 66.711 -138.0503
13220.397949 66.854 155.5480
13220.581055 67.015 89.3823
13220.764160 67.206 23.2536
13220.947266 67.414 -42.8943
13221.130371 67.630 -108.9853
13221.313477 67.849 -174.9100
13221.496582 68.079 119.3822
13221.679688 68.330 53.8251
13221.862793 68.607 -11.7766
13222.045898 68.898 -77.6845
13222.229004 69.176 -144.0966
13222.412109 69.408 148.9685
13222.595215 69.578 81.6853
13222.778320 69.698 14.3262
13222.961426 69.807 -52.8814
13223.144531 69.948 -119.8624
13223.327637 70.141 173.3068
13223.510742 70.380 106.5001
13223.693848 70.631 39.6453
13223.876953 70.861 -27.2526
13224.060059 71.043 -94.1542
13224.243164 71.165 -161.0246
13224.426270 71.228 132.1571
13224.609375 71.245 65.3960
13224.792480 71.242 -1.3425
13224.975586 71.247 -68.1594
13225.158691 71.276 -135.1971
13225.341797 71.323 157.4599
13225.524902 71.366 89.8859
13225.708008 71.390 22.3151
13225.891113 71.400 -44.9852
13226.074219 71.423 -111.8983
13226.257324 71.484 -178.5630
13226.440430 71.576 114.7209
13226.623535 71.659 47.7387
13226.806641 71.685 -19.4639
13226.989746 71.640 -86.6275
13227.172852 71.554 -153.5024
13227.355957 71.487 139.9068
13227.539062 71.477 73.2854
13227.722168 71.505 6.2622
13227.905273 71.509 -61.2339
13228.088379 71.436 -128.8611
13228.271484 71.293 163.9180
13228.454590 71.154 97.4334
13228.637695 71.109 31.4593
13228.820801 71.181 -34.7004
13229.003906 71.292 -101.6175
13229.187012 71.325 -169.2473
13229.370117 71.207 123.0065
13229.553223 70.959 55.8713
13229.736328 70.682 -10.2899
13229.919434 70.485 -75.8013
13230.102539 70.391 -141.4373
13230.285645 70.323 152.2961
13230.468750 70.187 85.5727
13230.651855 69.960 18.9886
13230.834961 69.705 -46.9890
13231.018066 69.514 -112.4342
13231.201172 69.420 -177.8678
13231.384277 69.368 116.3136
13231.567383 69.279 50.2322
13231.750488 69.131 -15.6527
13231.933594 68.970 -81.0201
13232.116699 68.861 -146.0033
13232.299805 68.819 148.9574
13232.482910 68.804 83.5703
13232.666016 68.771 17.9218
13232.849121 68.716 -47.7250
13233.032227 68.672 -113.2539
13233.215332 68.661 -178.7875
13233.398438 68.671 115.5132
13233.581543 68.670 49.6628
13233.764648 68.643 -16.1825
13233.947754 68.601 -81.9238
13234.130859 68.553 -147.6187
13234.313965 68.490 146.6459
13234.497070 68.397 80.9330
13234.680176 68.285 15.4293
13234.863281 68.198 -49.7956
13235.046387 68.178 -114.9651
13235.229492 68.215 179.5744
13235.412598 68.257 113.7201
13235.595703 68.262 47.7235
13235.778809 68.239 -18.0915
13235.961914 68.231 -83.6951
13236.145020 68.248 -149.3896
13236.328125 68.244 144.5869
13236.511230 68.154 78.4448
13236.694336 67.976 12.7563
13236.877441 67.801 -52.0791
13237.060547 67.752 -116.3957
13237.243652 67.853 178.8668
13237.426758 67.994 113.0769
13237.609863 68.040 46.4907
13237.792969 67.944 -20.0683
13237.976074 67.775 -85.9031
13238.159180 67.654 -150.9877
13238.342285 67.644 144.0666
13238.525391 67.703 78.6962
13238.708496 67.753 12.9133
13238.891602 67.772 -52.9062
13239.074707 67.791 -118.5532
13239.257812 67.831 175.8219
13239.440918 67.854 110.0518
13239.624023 67.801 44.3711
13239.807129 67.674 -20.6559
13239.990234 67.570 -84.7123
13240.173340 67.604 -148.2857
13240.356445 67.778 147.6086
13240.539551 67.972 82.4359
13240.722656 68.072 16.5856
13240.905762 68.077 -49.1397
13241.088867 68.091 -114.3136
13241.271973 68.212 -179.2921
13241.455078 68.428 115.2272
13241.638184 68.629 49.0515
13241.821289 68.729 -17.2951
13242.004395 68.745 -83.0876
13242.187500 68.779 -148.0733
