* Generated by rew_pipeline.py (source UUID 52b193c4-2b57-4908-a61b-75034b9edfea, calibrated to its own SPL at 100 Hz)
* Measurement: L.filtered.clean-fdw6
* Dated: 2026-Sep-12 16:19:00
* Note: ; Trace Arithmetic A times B A = L.nofdw.clean-fdw6 B = FLX-trimmed.clean-fdw6
* Smoothing: None
* Frequency Step: 0.1831055 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
8085.021973 63.940 156.7551
8085.205078 63.960 95.9479
8085.388184 64.137 35.6199
8085.571289 64.544 -24.9294
8085.754395 65.132 -86.5914
8085.937500 65.764 -149.6551
8086.120605 66.327 146.3012
8086.303711 66.792 81.9493
8086.486816 67.203 17.7360
8086.669922 67.621 -46.3440
8086.853027 68.075 -110.6360
8087.036133 68.543 -175.4743
8087.219238 68.985 119.0681
8087.402344 69.380 53.1392
8087.585449 69.740 -13.0864
8087.768555 70.088 -79.5419
8087.951660 70.435 -146.2466
8088.134766 70.774 146.8126
8088.317871 71.087 79.7535
8088.500977 71.364 12.7508
8088.684082 71.610 -54.0745
8088.867188 71.833 -120.7214
8089.050293 72.032 172.7288
8089.233398 72.200 106.2082
8089.416504 72.334 39.7139
8089.599609 72.445 -26.7327
8089.782715 72.552 -93.1592
8089.965820 72.670 -159.6519
8090.148926 72.797 133.7223
8090.332031 72.919 66.9939
8090.515137 73.030 0.2727
8090.698242 73.133 -66.3562
8090.881348 73.232 -132.9112
8091.064453 73.318 160.5238
8091.247559 73.372 93.9208
8091.430664 73.383 27.3726
8091.613770 73.366 -38.9880
8091.796875 73.359 -105.1536
8091.979980 73.394 -171.3180
8092.163086 73.467 122.2686
8092.346191 73.538 55.5538
8092.529297 73.574 -11.2248
8092.712402 73.580 -77.7136
8092.895508 73.601 -143.7500
8093.078613 73.681 150.4503
8093.261719 73.816 84.4447
8093.444824 73.949 17.9482
8093.627930 74.018 -48.9451
8093.811035 74.004 -115.8819
8093.994141 73.946 177.4485
8094.177246 73.904 111.0676
8094.360352 73.919 44.7045
8094.543457 73.977 -21.9372
8094.726562 74.030 -88.9056
8094.909668 74.044 -155.9809
8095.092773 74.015 137.1253
8095.275879 73.971 70.5492
8095.458984 73.938 4.1956
8095.642090 73.920 -62.1572
8095.825195 73.895 -128.6711
8096.008301 73.839 164.6506
8096.191406 73.741 97.9240
8096.374512 73.612 31.2780
8096.557617 73.473 -35.2323
8096.740723 73.345 -101.6496
8096.923828 73.233 -168.0740
8097.106934 73.129 125.4121
8097.290039 73.015 58.8071
8097.473145 72.877 -7.8017
8097.656250 72.718 -74.2988
8097.839355 72.553 -140.6383
8098.022461 72.398 153.0984
8098.205566 72.245 86.7625
8098.388672 72.067 20.2905
8098.571777 71.830 -46.1846
8098.754883 71.527 -112.3779
8098.937988 71.184 -178.0383
8099.121094 70.848 116.8537
8099.304199 70.548 52.0624
8099.487305 70.273 -12.6748
8099.670410 69.986 -77.3828
8099.853516 69.672 -141.8351
8100.036621 69.361 154.1987
8100.219727 69.101 90.7008
8100.402832 68.913 27.4296
8100.585938 68.779 -35.7826
8100.769043 68.674 -98.8386
8100.952148 68.616 -161.5556
8101.135254 68.652 135.9870
8101.318359 68.800 73.3733
8101.501465 69.022 10.2033
8101.684570 69.249 -53.5513
8101.867676 69.450 -117.5960
8102.050781 69.648 178.3563
8102.233887 69.888 114.3264
8102.416992 70.194 50.0934
8102.600098 70.548 -14.5616
8102.783203 70.916 -79.6762
8102.966309 71.271 -145.1433
8103.149414 71.600 149.1564
8103.332520 71.899 83.2887
8103.515625 72.163 17.2952
8103.698730 72.388 -48.7608
8103.881836 72.581 -114.8039
8104.064941 72.758 179.2016
8104.248047 72.935 113.2228
8104.431152 73.121 47.1890
8104.614258 73.312 -18.9489
8104.797363 73.499 -85.1878
8104.980469 73.673 -151.4838
8105.163574 73.824 142.2267
8105.346680 73.947 76.0210
8105.529785 74.047 9.9775
8105.712891 74.136 -55.8687
8105.895996 74.235 -121.5817
8106.079102 74.357 172.6771
8106.262207 74.494 106.7461
8106.445312 74.627 40.5830
8106.628418 74.747 -25.7123
8106.811523 74.859 -91.9993
8106.994629 74.984 -158.2311
8107.177734 75.132 135.5078
8107.360840 75.294 69.1037
8107.543945 75.439 2.5511
8107.727051 75.550 -64.0232
8107.910156 75.628 -130.4679
8108.093262 75.696 163.2567
8108.276367 75.770 97.0456
8108.459473 75.849 30.7528
8108.642578 75.919 -35.6719
8108.825684 75.970 -102.1568
8109.008789 76.011 -168.6052
8109.191895 76.057 124.9956
8109.375000 76.115 58.5680
8109.558105 76.175 -7.9586
8109.741211 76.219 -74.5586
8109.924316 76.239 -141.1273
8110.107422 76.241 152.4229
8110.290527 76.238 86.0921
8110.473633 76.235 19.8192
8110.656738 76.229 -46.4314
8110.839844 76.215 -112.6298
8111.022949 76.201 -178.7335
8111.206055 76.199 115.2339
8111.389160 76.210 49.1860
8111.572266 76.220 -16.9277
8111.755371 76.210 -83.0362
8111.938477 76.180 -148.9836
8112.121582 76.152 145.3301
8112.304688 76.153 79.8319
8112.487793 76.193 14.3116
8112.670898 76.251 -51.4042
8112.854004 76.298 -117.3142
8113.037109 76.320 176.7288
8113.220215 76.326 110.8759
8113.403320 76.339 45.1659
8113.586426 76.374 -20.4718
8113.769531 76.429 -86.1207
8113.952637 76.500 -151.8014
8114.135742 76.582 142.5129
8114.318848 76.679 76.8337
8114.501953 76.793 11.1312
8114.685059 76.920 -54.6320
8114.868164 77.052 -120.4627
8115.051270 77.182 173.6556
8115.234375 77.309 107.7294
8115.417480 77.430 41.7479
8115.600586 77.537 -24.2826
8115.783691 77.629 -90.3143
8115.966797 77.714 -156.2938
8116.149902 77.808 137.7622
8116.333008 77.924 71.7374
8116.516113 78.054 5.4909
8116.699219 78.177 -61.0148
8116.882324 78.270 -127.6596
8117.065430 78.334 165.7588
8117.248535 78.392 99.3786
8117.431641 78.469 33.1721
8117.614746 78.575 -33.0172
8117.797852 78.693 -99.3282
8117.980957 78.798 -165.7648
8118.164062 78.876 127.7888
8118.347168 78.934 61.4534
8118.530273 78.990 -4.7489
8118.713379 79.061 -70.9035
8118.896484 79.146 -137.1212
8119.079590 79.234 156.5523
8119.262695 79.316 90.1547
8119.445801 79.391 23.7581
8119.628906 79.464 -42.5880
8119.812012 79.544 -108.8757
8119.995117 79.634 -175.1254
8120.178223 79.737 118.6284
8120.361328 79.856 52.3339
8120.544434 79.987 -14.0774
8120.727539 80.123 -80.6633
8120.910645 80.249 -147.4264
8121.093750 80.356 145.7059
8121.276855 80.443 78.8503
8121.459961 80.523 12.0953
8121.643066 80.614 -54.5646
8121.826172 80.726 -121.2322
8122.009277 80.851 171.9638
8122.192383 80.969 104.9660
8122.375488 81.057 37.8306
8122.558594 81.111 -29.3129
8122.741699 81.143 -96.3560
8122.924805 81.174 -163.2945
8123.107910 81.222 129.7636
8123.291016 81.281 62.6827
8123.474121 81.334 -4.5869
8123.657227 81.362 -71.9611
8123.840332 81.360 -139.2813
8124.023438 81.345 153.5673
8124.206543 81.338 86.5630
8124.389648 81.347 19.5612
8124.572754 81.361 -47.5868
8124.755859 81.353 -114.9118
8124.938965 81.308 177.6933
8125.122070 81.228 110.3828
8125.305176 81.137 43.2361
8125.488281 81.054 -23.7960
8125.671387 80.987 -90.8314
8125.854492 80.921 -157.9367
8126.037598 80.841 134.9339
8126.220703 80.744 67.8886
8126.403809 80.639 0.9901
8126.586914 80.538 -65.8041
8126.770020 80.440 -132.5965
8126.953125 80.330 160.5567
8127.136230 80.195 93.7046
8127.319336 80.034 26.9577
8127.502441 79.862 -39.6113
8127.685547 79.697 -106.0286
8127.868652 79.546 -172.3822
8128.051758 79.402 121.2707
8128.234863 79.256 54.9534
8128.417969 79.106 -11.2715
8128.601074 78.962 -77.3791
8128.784180 78.831 -143.4082
8128.967285 78.708 150.5939
8129.150391 78.590 84.6371
8129.333496 78.477 18.7799
8129.516602 78.382 -46.9522
8129.699707 78.318 -112.6302
8129.882812 78.282 -178.3820
8130.065918 78.255 115.7227
8130.249023 78.216 49.7403
8130.432129 78.161 -16.2017
8130.615234 78.104 -82.0300
8130.798340 78.063 -147.8015
8130.981445 78.043 146.3483
8131.164551 78.030 80.3360
8131.347656 78.011 14.2046
8131.530762 77.987 -51.9319
8131.713867 77.977 -118.0124
8131.896973 77.997 175.8988
8132.080078 78.045 109.6644
8132.263184 78.098 43.1983
8132.446289 78.130 -23.4593
8132.629395 78.124 -90.1762
8132.812500 78.082 -156.8230
8132.995605 78.021 136.6510
8133.178711 77.954 70.2074
8133.361816 77.891 3.7620
8133.544922 77.833 -62.7622
8133.728027 77.777 -129.4071
8133.911133 77.716 163.8288
8134.094238 77.644 96.9930
8134.277344 77.558 30.1741
8134.460449 77.460 -36.5272
8134.643555 77.361 -103.0527
8134.826660 77.273 -169.4291
8135.009766 77.197 124.2470
8135.192871 77.123 57.8836
8135.375977 77.037 -8.5340
8135.559082 76.930 -74.9405
8135.742188 76.811 -141.2614
8135.925293 76.700 152.5048
8136.108398 76.612 86.2676
8136.291504 76.546 19.9115
8136.474609 76.488 -46.6159
8136.657715 76.425 -113.2740
8136.840820 76.350 -179.9751
8137.023926 76.265 113.3489
8137.207031 76.174 46.7175
8137.390137 76.080 -19.8838
8137.573242 75.981 -86.4789
8137.756348 75.882 -153.1040
8137.939453 75.783 140.1754
8138.122559 75.681 73.2713
8138.305664 75.562 6.1218
8138.488770 75.410 -61.2550
8138.671875 75.212 -128.7546
8138.854980 74.971 163.7621
8139.038086 74.697 96.3952
8139.221191 74.408 29.1605
8139.404297 74.112 -37.9998
8139.587402 73.808 -105.1700
8139.770508 73.486 -172.4212
8139.953613 73.133 120.2010
8140.136719 72.732 52.6861
8140.319824 72.263 -14.9146
8140.502930 71.713 -82.4627
8140.686035 71.086 -149.7573
8140.869141 70.405 143.3648
8141.052246 69.701 76.9080
8141.235352 68.985 10.7047
8141.418457 68.221 -55.4019
8141.601562 67.339 -121.2936
8141.784668 66.281 173.5349
8141.967773 65.038 109.8399
8142.150879 63.674 48.3072
8142.333984 62.283 -10.7239
8142.517090 60.944 -67.0499
8142.700195 59.776 -120.0378
8142.883301 59.139 -169.4234
8143.066406 59.447 141.9788
8143.249512 60.512 89.8186
8143.432617 61.783 33.2104
8143.615723 62.991 -26.2758
8143.798828 64.142 -87.4127
8143.981934 65.287 -149.9718
8144.165039 66.401 145.9182
8144.348145 67.409 80.4481
8144.531250 68.267 14.1811
8144.714355 68.991 -52.2941
8144.897461 69.641 -118.6880
8145.080566 70.267 174.9141
8145.263672 70.879 108.2660
8145.446777 71.449 41.2570
8145.629883 71.948 -25.9855
8145.812988 72.375 -93.2257
8145.996094 72.755 -160.3084
8146.179199 73.112 132.7560
8146.362305 73.458 65.8562
8146.545410 73.786 -1.0961
8146.728516 74.087 -68.1141
8146.911621 74.356 -135.1802
8147.094727 74.598 157.6948
8147.277832 74.809 90.4779
8147.460938 74.986 23.1729
8147.644043 75.127 -44.1486
8147.827148 75.241 -111.3909
8148.010254 75.348 -178.5124
8148.193359 75.463 114.4418
8148.376465 75.587 47.3962
8148.559570 75.711 -19.6718
8148.742676 75.826 -86.7151
8148.925781 75.933 -153.6873
8149.108887 76.039 139.3837
8149.291992 76.140 72.4117
8149.475098 76.220 5.3506
8149.658203 76.261 -61.7288
8149.841309 76.266 -128.6755
8150.024414 76.257 164.6137
8150.207520 76.263 98.0895
8150.390625 76.295 31.5821
8150.573730 76.340 -35.0439
8150.756836 76.373 -101.7695
8150.939941 76.388 -168.4597
8151.123047 76.395 124.9845
8151.306152 76.415 58.5148
8151.489258 76.445 -8.0205
8151.672363 76.465 -74.7143
8151.855469 76.446 -141.4893
8152.038574 76.383 151.8545
8152.221680 76.297 85.4843
8152.404785 76.223 19.4025
8152.587891 76.181 -46.5465
8152.770996 76.169 -112.5382
8152.954102 76.166 -178.6382
8153.137207 76.160 115.2039
8153.320312 76.147 49.0654
8153.503418 76.132 -17.0200
8153.686523 76.118 -83.0567
8153.869629 76.104 -149.0412
8154.052734 76.091 145.0520
8154.235840 76.089 79.2323
8154.418945 76.105 13.4569
8154.602051 76.142 -52.3530
8154.785156 76.194 -118.2538
8154.968262 76.253 175.7543
8155.151367 76.313 109.7067
8155.334473 76.376 43.6333
8155.517578 76.440 -22.4536
8155.700684 76.505 -88.5401
8155.883789 76.571 -154.6044
8156.066895 76.644 139.3515
8156.250000 76.728 73.2669
8156.433105 76.819 7.0450
8156.616211 76.900 -59.3654
8156.799316 76.952 -125.9041
8156.982422 76.974 167.5728
8157.165527 76.982 101.1840
8157.348633 77.002 34.9175
8157.531738 77.048 -31.3666
8157.714844 77.109 -97.8127
8157.897949 77.160 -164.4380
8158.081055 77.184 128.8812
8158.264160 77.184 62.3016
8158.447266 77.182 -4.1159
8158.630371 77.196 -70.4496
8158.813477 77.225 -136.8375
8158.996582 77.255 156.6439
8159.179688 77.269 90.0330
8159.362793 77.264 23.4305
8159.545898 77.251 -43.0929
8159.729004 77.245 -109.5529
8159.912109 77.254 -176.0347
8160.095215 77.272 117.3706
8160.278320 77.289 50.6216
8160.461426 77.293 -16.2567
8160.644531 77.277 -83.1917
8160.827637 77.244 -150.0982
8161.010742 77.204 143.0807
8161.193848 77.166 76.3443
8161.376953 77.136 9.6393
8161.560059 77.105 -57.0913
8161.743164 77.059 -123.8445
8161.926270 76.986 169.4624
8162.109375 76.890 102.9394
8162.292480 76.790 36.6267
8162.475586 76.708 -29.5673
8162.658691 76.649 -95.8235
8162.841797 76.599 -162.2825
8163.024902 76.535 131.0579
8163.208008 76.443 64.3291
8163.391113 76.330 -2.3179
8163.574219 76.214 -68.8208
8163.757324 76.105 -135.2293
8163.940430 76.000 158.3731
8164.123535 75.881 91.9652
8164.306641 75.736 25.6107
8164.489746 75.569 -40.6082
8164.672852 75.394 -106.6734
8164.855957 75.224 -172.6527
8165.039062 75.063 121.3612
8165.222168 74.903 55.3342
8165.405273 74.739 -10.6843
8165.588379 74.571 -76.6084
8165.771484 74.408 -142.3830
8165.954590 74.254 151.9947
8166.137695 74.105 86.5090
8166.320801 73.955 21.1682
8166.503906 73.802 -43.9972
8166.687012 73.653 -108.9824
8166.870117 73.521 -173.8492
8167.053223 73.407 121.2959
8167.236328 73.306 56.3816
8167.419434 73.209 -8.5655
8167.602539 73.116 -73.4431
8167.785645 73.045 -138.1712
8167.968750 73.015 157.2184
8168.151855 73.029 92.5936
8168.334961 73.072 27.8404
8168.518066 73.117 -37.0274
8168.701172 73.155 -101.8836
8168.884277 73.198 -166.6230
8169.067383 73.274 128.7091
8169.250488 73.394 63.9262
8169.433594 73.545 -1.1368
8169.616699 73.698 -66.4692
8169.799805 73.840 -131.8977
8169.982910 73.983 162.7483
8170.166016 74.152 97.4740
8170.349121 74.358 32.1131
8170.532227 74.583 -33.5093
8170.715332 74.794 -99.4168
8170.898438 74.974 -165.4842
8171.081543 75.136 128.4170
8171.264648 75.304 62.2801
8171.447754 75.496 -4.0361
8171.630859 75.702 -70.6696
8171.813965 75.901 -137.6223
8171.997070 76.077 155.2375
8172.180176 76.232 88.0595
8172.363281 76.375 20.9023
8172.546387 76.510 -46.2741
8172.729492 76.627 -113.5236
8172.912598 76.711 179.1648
8173.095703 76.762 111.8545
8173.278809 76.789 44.5785
8173.461914 76.810 -22.7217
8173.645020 76.828 -90.1602
8173.828125 76.829 -157.7964
8174.011230 76.796 134.4418
8174.194336 76.724 66.7250
8174.377441 76.624 -0.7905
8174.560547 76.516 -68.0656
8174.743652 76.414 -135.1871
8174.926758 76.314 157.7215
8175.109863 76.201 90.5975
8175.292969 76.064 23.4539
8175.476074 75.904 -43.6815
8175.659180 75.728 -110.8197
8175.842285 75.536 -177.9944
8176.025391 75.323 114.8070
8176.208496 75.086 47.6805
8176.391602 74.834 -19.2433
8176.574707 74.589 -85.9055
8176.757812 74.374 -152.3844
8176.940918 74.187 141.1526
8177.124023 74.007 74.5853
8177.307129 73.804 7.9332
8177.490234 73.563 -58.6689
8177.673340 73.286 -125.0818
8177.856445 72.992 168.7385
8178.039551 72.696 102.7201
8178.222656 72.400 36.7419
8178.405762 72.093 -29.2766
8178.588867 71.762 -95.3341
8178.771973 71.402 -161.3726
8178.955078 71.017 132.6697
8179.138184 70.613 66.8240
8179.321289 70.193 1.0992
8179.504395 69.750 -64.4690
8179.687500 69.274 -129.7601
8179.870605 68.764 165.4468
8180.053711 68.243 101.3982
8180.236816 67.758 38.2008
8180.419922 67.362 -24.3259
8180.603027 67.068 -86.5824
8180.786133 66.841 -148.8738
8180.969238 66.632 148.8430
8181.152344 66.436 86.8630
8181.335449 66.305 25.3643
8181.518555 66.303 -35.8865
8181.701660 66.438 -97.4007
8181.884766 66.654 -159.5044
8182.067871 66.887 137.8996
8182.250977 67.117 75.1247
8182.434082 67.367 12.3494
8182.617188 67.665 -50.5273
8182.800293 68.005 -113.7319
8182.983398 68.356 -177.3650
8183.166504 68.696 118.6747
8183.349609 69.028 54.5595
8183.532715 69.379 -9.6339
8183.715820 69.774 -73.9818
8183.898926 70.218 -138.6346
8184.082031 70.693 156.3046
8184.265137 71.175 90.8413
8184.448242 71.642 25.0676
8184.631348 72.087 -40.9000
8184.814453 72.511 -106.9863
8184.997559 72.925 -173.2015
8185.180664 73.334 120.3626
8185.363770 73.730 53.5953
8185.546875 74.095 -13.5416
8185.729980 74.411 -80.9607
8185.913086 74.673 -148.4818
8186.096191 74.896 144.0680
8186.279297 75.104 76.7471
8186.462402 75.318 9.4654
8186.645508 75.532 -57.9355
8186.828613 75.723 -125.5482
8187.011719 75.867 166.6731
8187.194824 75.955 98.8705
8187.377930 76.001 31.1689
8187.561035 76.032 -36.4159
8187.744141 76.064 -103.9750
8187.927246 76.095 -171.6055
8188.110352 76.108 120.6989
8188.293457 76.091 53.0646
8188.476562 76.046 -14.3521
8188.659668 75.987 -81.4873
8188.842773 75.927 -148.4224
8189.025879 75.864 144.6825
8189.208984 75.777 77.7204
8189.392090 75.647 10.7119
8189.575195 75.475 -56.2386
8189.758301 75.282 -123.0570
8189.941406 75.094 170.2231
8190.124512 74.923 103.5002
8190.307617 74.758 36.7375
8190.490723 74.583 -29.9433
8190.673828 74.396 -96.3092
8190.856934 74.218 -162.1774
8191.040039 74.078 132.4355
8191.223145 73.989 67.3227
8191.406250 73.932 2.2626
8191.589355 73.880 -62.8143
8191.772461 73.819 -127.8419
8191.955566 73.764 167.2220
8192.138672 73.737 102.2748
8192.321777 73.744 37.1278
8192.504883 73.769 -28.3165
8192.687988 73.795 -93.9781
8192.871094 73.829 -159.7017
8193.054199 73.892 134.5637
8193.237305 73.995 68.7077
8193.420410 74.117 2.6000
8193.603516 74.220 -63.7253
8193.786621 74.283 -130.0536
8193.969727 74.320 163.8295
8194.152832 74.366 97.9216
8194.335938 74.442 31.9715
8194.519043 74.525 -34.2955
8194.702148 74.567 -100.9058
8194.885254 74.542 -167.5941
8195.068359 74.468 125.9824
8195.251465 74.402 59.9508
8195.434570 74.396 -5.9101
8195.617676 74.450 -71.9846
8195.800781 74.515 -138.4737
8195.983887 74.541 154.7524
8196.166992 74.512 88.0016
8196.350098 74.450 21.5016
8196.533203 74.390 -44.7461
8196.716309 74.348 -110.9036
8196.899414 74.315 -177.1103
8197.082520 74.278 116.6230
8197.265625 74.233 50.3516
8197.448730 74.189 -15.9204
8197.631836 74.145 -82.2545
8197.814941 74.083 -148.6740
8197.998047 73.987 144.9254
8198.181152 73.856 78.7283
8198.364258 73.716 12.8423
8198.547363 73.596 -52.8182
8198.730469 73.506 -118.4729
8198.913574 73.425 175.7215
8199.096680 73.332 109.7986
8199.279785 73.224 43.9139
8199.462891 73.121 -21.8292
8199.645996 73.047 -87.4746
8199.829102 73.000 -153.1331
8200.012207 72.962 141.1743
8200.195312 72.919 75.5603
8200.378418 72.876 10.1463
8200.561523 72.855 -55.0970
8200.744629 72.863 -120.3689
8200.927734 72.881 174.1221
8201.110840 72.876 108.3355
8201.293945 72.827 42.4223
8201.477051 72.743 -23.4017
8201.660156 72.659 -89.0098
8201.843262 72.609 -154.4343
8202.026367 72.611 140.1848
8202.209473 72.658 74.7154
8202.392578 72.727 9.1144
8202.575684 72.795 -56.5630
8202.758789 72.849 -122.2044
8202.941895 72.891 172.2912
8203.125000 72.941 106.9310
8203.308105 73.020 41.5753
8203.491211 73.129 -24.0140
8203.674316 73.246 -90.0184
8203.857422 73.335 -156.4178
8204.040527 73.378 137.0110
8204.223633 73.387 70.5449
8204.406738 73.399 4.3158
8204.589844 73.446 -61.7848
8204.772949 73.525 -127.9931
8204.956055 73.599 165.5637
8205.139160 73.629 98.9944
8205.322266 73.607 32.5507
8205.505371 73.562 -33.5950
8205.688477 73.537 -99.5234
8205.871582 73.550 -165.5298
8206.054688 73.577 128.1195
8206.237793 73.572 61.4092
8206.420898 73.507 -5.4211
8206.604004 73.389 -72.0604
8206.787109 73.258 -138.3434
8206.970215 73.154 155.6420
8207.153320 73.091 89.6437
8207.336426 73.046 23.4599
8207.519531 72.986 -42.9138
8207.702637 72.890 -109.3168
8207.885742 72.762 -175.5637
8208.068848 72.619 118.4351
8208.251953 72.476 52.6611
8208.435059 72.334 -12.9293
8208.618164 72.187 -78.3219
8208.801270 72.042 -143.4639
8208.984375 71.920 151.6219
8209.167480 71.842 86.7520
8209.350586 71.802 21.6526
8209.533691 71.764 -43.8333
8209.716797 71.688 -109.5970
8209.899902 71.564 -175.3112
8210.083008 71.422 119.3507
8210.266113 71.326 54.4600
8210.449219 71.316 -10.2551
8210.632324 71.378 -75.1916
8210.815430 71.448 -140.5180
8210.998535 71.462 153.9700
8211.181641 71.400 88.6978
8211.364746 71.300 24.0218
8211.547852 71.234 -40.0277
8211.730957 71.260 -103.8016
8211.914062 71.381 -167.7895
8212.097168 71.549 127.7278
8212.280273 71.716 62.8128
8212.463379 71.860 -2.2593
8212.646484 71.997 -67.2276
8212.829590 72.160 -132.0158
8213.012695 72.374 163.2362
8213.195801 72.633 98.2960
8213.378906 72.906 33.0195
8213.562012 73.159 -32.5595
8213.745117 73.378 -98.2861
8213.928223 73.575 -164.0212
8214.111328 73.775 130.2476
8214.294434 73.998 64.4055
8214.477539 74.237 -1.6786
8214.660645 74.476 -68.0309
8214.843750 74.698 -134.5514
8215.026855 74.901 158.9023
8215.209961 75.097 92.4103
8215.393066 75.297 25.9484
8215.576172 75.505 -40.5688
8215.759277 75.712 -107.2154
8215.942383 75.911 -174.0180
8216.125488 76.095 119.0286
8216.308594 76.263 51.9405
8216.491699 76.414 -15.2504
8216.674805 76.548 -82.4832
8216.857910 76.672 -149.6852
8217.041016 76.799 143.1741
8217.224121 76.938 76.0404
8217.407227 77.087 8.8048
8217.590332 77.225 -58.6035
8217.773438 77.331 -126.1447
8217.956543 77.395 166.3080
8218.139648 77.431 98.8633
8218.322754 77.462 31.5112
8218.505859 77.501 -35.8798
8218.688965 77.544 -103.4503
8218.872070 77.568 -171.2236
8219.055176 77.558 120.9163
8219.238281 77.518 53.1305
8219.421387 77.465 -14.4990
8219.604492 77.418 -82.0181
8219.787598 77.377 -149.5382
8219.970703 77.330 142.8714
8220.153809 77.264 75.2299
8220.336914 77.176 7.6004
8220.520020 77.072 -59.9824
8220.703125 76.958 -127.5281
8220.886230 76.830 164.9568
8221.069336 76.685 97.5157
8221.252441 76.525 30.2217
8221.435547 76.361 -36.8987
8221.618652 76.202 -103.9114
8221.801758 76.042 -170.9285
8221.984863 75.863 121.9948
8222.167969 75.653 54.9073
8222.351074 75.416 -12.1027
8222.534180 75.172 -79.0203
8222.717285 74.937 -145.9409
8222.900391 74.708 147.0295
8223.083496 74.468 79.9184
8223.266602 74.211 12.9169
8223.449707 73.955 -53.7610
8223.632812 73.737 -120.0798
8223.815918 73.580 173.7481
8223.999023 73.462 107.4323
8224.182129 73.332 40.8593
8224.365234 73.145 -25.8251
8224.548340 72.894 -92.3611
8224.731445 72.612 -158.6012
8224.914551 72.340 135.3586
8225.097656 72.095 69.2529
8225.280762 71.862 2.8663
8225.463867 71.612 -63.8051
8225.646973 71.325 -130.5735
8225.830078 71.010 162.8023
8226.013184 70.692 96.4760
8226.196289 70.401 30.4385
8226.379395 70.153 -35.4660
8226.562500 69.942 -101.4459
8226.745605 69.739 -167.6379
8226.928711 69.511 125.9728
8227.111816 69.242 59.5312
8227.294922 68.942 -6.8113
8227.478027 68.637 -73.0492
8227.661133 68.344 -139.3710
8227.844238 68.042 153.9846
8228.027344 67.679 86.9627
8228.210449 67.211 19.7907
8228.393555 66.631 -47.1495
8228.576660 65.981 -113.5900
8228.759766 65.317 -179.5989
8228.942871 64.662 114.4691
8229.125977 63.976 48.3251
8229.309082 63.197 -17.9446
8229.492188 62.288 -83.9277
8229.675293 61.262 -149.2207
8229.858398 60.136 146.2755
8230.041504 58.867 82.4722
8230.224609 57.313 19.7284
8230.407715 55.303 -40.2596
8230.590820 52.878 -93.4716
8230.773926 51.033 -134.9703
8230.957031 51.569 -172.0326
8231.140137 53.660 141.1353
8231.323242 55.776 85.6518
8231.506348 57.586 25.8412
8231.689453 59.138 -36.1310
8231.872559 60.512 -99.2855
8232.055664 61.771 -163.1800
8232.238770 62.956 132.2897
8232.421875 64.066 67.0670
8232.604980 65.071 1.1667
8232.788086 65.939 -65.2121
8232.971191 66.671 -131.7730
8233.154297 67.305 161.6889
8233.337402 67.891 95.1551
8233.520508 68.466 28.4243
8233.703613 69.030 -38.6972
8233.886719 69.566 -106.2283
8234.069824 70.058 -174.0103
8234.252930 70.506 118.1718
8234.436035 70.917 50.4704
8234.619141 71.297 -17.0604
8234.802246 71.645 -84.4254
8234.985352 71.960 -151.6429
8235.168457 72.241 141.2598
8235.351562 72.499 74.2220
8235.534668 72.742 7.1492
8235.717773 72.973 -60.0431
8235.900879 73.193 -127.3800
8236.083984 73.402 165.1786
8236.267090 73.605 97.6992
8236.450195 73.805 30.2321
8236.633301 74.001 -37.1998
8236.816406 74.187 -104.5840
8236.999512 74.357 -171.9105
8237.182617 74.506 120.8144
8237.365723 74.636 53.5547
8237.548828 74.744 -13.7376
8237.731934 74.828 -81.0795
8237.915039 74.891 -148.4342
8238.098145 74.940 144.2602
8238.281250 74.990 77.0329
8238.464355 75.049 9.8527
8238.647461 75.112 -57.3319
8238.830566 75.164 -124.5252
8239.013672 75.191 168.3335
8239.196777 75.193 101.3101
8239.379883 75.184 34.3943
8239.562988 75.171 -32.5121
8239.746094 75.153 -99.5100
8239.929199 75.120 -166.5991
8240.112305 75.072 126.3326
8240.295410 75.030 59.4028
8240.478516 75.018 -7.3917
8240.661621 75.045 -74.1906
8240.844727 75.088 -141.1353
8241.027832 75.107 151.7854
8241.210938 75.072 84.7587
8241.394043 74.985 18.0198
8241.577148 74.878 -48.3202
8241.760254 74.787 -114.3666
8241.943359 74.733 179.6288
8242.126465 74.704 113.4456
8242.309570 74.677 47.0232
8242.492676 74.634 -19.5476
8242.675781 74.573 -86.1178
8242.858887 74.501 -152.5640
8243.041992 74.432 141.1696
8243.225098 74.379 75.0599
8243.408203 74.345 9.0144
8243.591309 74.326 -57.0834
8243.774414 74.303 -123.2940
8243.957520 74.258 170.4392
8244.140625 74.191 104.2664
8244.323730 74.123 38.3193
8244.506836 74.084 -27.4107
8244.689941 74.095 -93.0857
8244.873047 74.144 -158.8863
8245.056152 74.202 135.1450
8245.239258 74.248 69.1199
8245.422363 74.286 3.1744
8245.605469 74.334 -62.6731
8245.788574 74.405 -128.5402
8245.971680 74.492 165.4385
8246.154785 74.578 99.2380
8246.337891 74.655 32.9447
8246.520996 74.730 -33.3490
8246.704102 74.820 -99.6420
8246.887207 74.929 -166.0162
8247.070312 75.048 127.4540
8247.253418 75.162 60.7692
8247.436523 75.260 -6.0142
