* Generated by rew_pipeline.py (source UUID 7d856d07-f568-4c89-a086-d78dd62d4f33, calibrated to its own SPL at 100 Hz)
* Measurement: R.filtered.clean-fdw6
* Dated: 2026-Sep-12 16:19:01
* Note: ; Trace Arithmetic A times B A = R.nofdw.clean-fdw6 B = FRX-trimmed.clean-fdw6
* Smoothing: None
* Frequency Step: 0.1831055 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
1264.526367 78.164 147.4913
1264.709473 78.021 81.1240
1264.892578 77.893 14.8644
1265.075684 77.795 -51.4414
1265.258789 77.717 -117.9439
1265.441895 77.637 175.3323
1265.625000 77.538 108.5025
1265.808105 77.420 41.7316
1265.991211 77.295 -24.8734
1266.174316 77.179 -91.3123
1266.357422 77.078 -157.6648
1266.540527 76.988 135.9675
1266.723633 76.899 69.5035
1266.906738 76.796 2.8997
1267.089844 76.669 -63.8408
1267.272949 76.510 -130.6646
1267.456055 76.322 162.5117
1267.639160 76.120 95.7517
1267.822266 75.917 29.0547
1268.005371 75.720 -37.6371
1268.188477 75.521 -104.3742
1268.371582 75.300 -171.1350
1268.554688 75.043 122.1736
1268.737793 74.744 55.6556
1268.920898 74.404 -10.6299
1269.104004 74.022 -76.6658
1269.287109 73.597 -142.4267
1269.470215 73.131 152.1476
1269.653320 72.637 87.1091
1269.836426 72.127 22.4462
1270.019531 71.599 -41.8689
1270.202637 71.036 -105.7064
1270.385742 70.437 -168.6493
1270.568848 69.870 129.8391
1270.751953 69.486 69.8512
1270.935059 69.422 10.5136
1271.118164 69.662 -49.5449
1271.301270 70.046 -111.0277
1271.484375 70.432 -173.6706
1271.667480 70.782 123.1331
1271.850586 71.132 59.7330
1272.033691 71.526 -3.9339
1272.216797 71.966 -68.1061
1272.399902 72.423 -132.8912
1272.583008 72.864 161.8081
1272.766113 73.279 96.1650
1272.949219 73.666 30.2999
1273.132324 74.028 -35.7402
1273.315430 74.360 -101.9299
1273.498535 74.656 -168.2306
1273.681641 74.914 125.4008
1273.864746 75.136 58.9958
1274.047852 75.324 -7.4101
1274.230957 75.482 -73.7527
1274.414062 75.627 -139.9562
1274.597168 75.785 153.9926
1274.780273 75.980 87.9775
1274.963379 76.219 21.7851
1275.146484 76.480 -44.7612
1275.329590 76.726 -111.6843
1275.512695 76.930 -178.8535
1275.695801 77.084 113.9185
1275.878906 77.197 46.7776
1276.062012 77.283 -20.2067
1276.245117 77.359 -87.0161
1276.428223 77.439 -153.6599
1276.611328 77.539 139.8024
1276.794434 77.669 73.2284
1276.977539 77.819 6.4351
1277.160645 77.953 -60.6701
1277.343750 78.036 -127.9809
1277.526855 78.050 164.7814
1277.709961 78.019 97.8970
1277.893066 77.997 31.4271
1278.076172 78.028 -34.8841
1278.259277 78.109 -101.4360
1278.442383 78.193 -168.4446
1278.625488 78.224 124.2212
1278.808594 78.188 56.9144
1278.991699 78.114 -10.0661
1279.174805 78.052 -76.7003
1279.357910 78.031 -143.2452
1279.541016 78.029 150.0147
1279.724121 78.002 83.0274
1279.907227 77.919 15.9980
1280.090332 77.787 -50.8073
1280.273438 77.646 -117.2908
1280.456543 77.529 176.3985
1280.639648 77.436 110.0135
1280.822754 77.339 43.4419
1281.005859 77.209 -23.2014
1281.188965 77.044 -89.6856
1281.372070 76.865 -155.8481
1281.555176 76.703 138.3022
1281.738281 76.571 72.6383
1281.921387 76.461 7.0553
1282.104492 76.359 -58.4467
1282.287598 76.263 -123.8044
1282.470703 76.182 171.0157
1282.653809 76.125 105.9759
1282.836914 76.095 41.0082
1283.020020 76.085 -23.9206
1283.203125 76.093 -88.7893
1283.386230 76.123 -153.5574
1283.569336 76.186 141.7801
1283.752441 76.297 77.1571
1283.935547 76.465 12.4367
1284.118652 76.681 -52.5426
1284.301758 76.925 -117.8844
1284.484863 77.170 176.4301
1284.667969 77.401 110.5314
1284.851074 77.623 44.5647
1285.034180 77.856 -21.4322
1285.217285 78.114 -87.5726
1285.400391 78.387 -154.0278
1285.583496 78.643 139.1318
1285.766602 78.850 72.0129
1285.949707 79.000 4.8292
1286.132812 79.108 -62.2494
1286.315918 79.206 -129.2113
1286.499023 79.310 163.8110
1286.682129 79.415 96.6764
1286.865234 79.501 29.3638
1287.048340 79.558 -38.0212
1287.231445 79.593 -105.3517
1287.414551 79.622 -172.5869
1287.597656 79.656 120.2140
1287.780762 79.689 52.9775
1287.963867 79.708 -14.2957
1288.146973 79.705 -81.5268
1288.330078 79.684 -148.6349
1288.513184 79.657 144.3911
1288.696289 79.631 77.4967
1288.879395 79.602 10.6307
1289.062500 79.565 -56.1996
1289.245605 79.520 -122.9453
1289.428711 79.475 170.4216
1289.611816 79.441 103.8715
1289.794922 79.420 37.3407
1289.978027 79.411 -29.2193
1290.161133 79.409 -95.8296
1290.344238 79.415 -162.5108
1290.527344 79.425 130.7033
1290.710449 79.430 63.8008
1290.893555 79.422 -3.1661
1291.076660 79.400 -70.0980
1291.259766 79.380 -136.9354
1291.442871 79.380 156.2617
1291.625977 79.398 89.3401
1291.809082 79.415 22.1868
1291.992188 79.400 -45.1573
1292.175293 79.340 -112.5167
1292.358398 79.245 -179.7169
1292.541504 79.145 113.2802
1292.724609 79.058 46.3620
1292.907715 78.981 -20.6111
1293.090820 78.899 -87.6704
1293.273926 78.801 -154.7336
1293.457031 78.696 138.2818
1293.640137 78.596 71.3596
1293.823242 78.498 4.4124
1294.006348 78.388 -62.5981
1294.189453 78.251 -129.5986
1294.372559 78.091 163.5196
1294.555664 77.925 96.7616
1294.738770 77.764 29.9914
1294.921875 77.590 -36.9316
1295.104980 77.375 -103.9753
1295.288086 77.104 -170.9151
1295.471191 76.800 122.4917
1295.654297 76.503 56.2877
1295.837402 76.241 -9.7182
1296.020508 75.994 -75.7195
1296.203613 75.727 -141.6564
1296.386719 75.431 152.7559
1296.569824 75.148 87.7132
1296.752930 74.932 23.0342
1296.936035 74.785 -41.7280
1297.119141 74.650 -106.8159
1297.302246 74.467 -171.9823
1297.485352 74.247 123.2857
1297.668457 74.074 59.2520
1297.851562 74.037 -4.4093
1298.034668 74.141 -68.3445
1298.217773 74.316 -132.8837
1298.400879 74.489 162.1742
1298.583984 74.652 97.2116
1298.767090 74.838 32.3740
1298.950195 75.072 -32.5147
1299.133301 75.337 -97.7000
1299.316406 75.604 -163.2591
1299.499512 75.856 130.8638
1299.682617 76.099 64.6807
1299.865723 76.334 -1.8896
1300.048828 76.546 -68.8828
1300.231934 76.717 -136.1527
1300.415039 76.852 156.5761
1300.598145 76.989 89.4938
1300.781250 77.169 22.5293
1300.964355 77.396 -44.5840
1301.147461 77.631 -112.0373
1301.330566 77.825 -179.7659
1301.513672 77.956 112.4654
1301.696777 78.045 44.8207
1301.879883 78.123 -22.7728
1302.062988 78.201 -90.5568
1302.246094 78.255 -158.6964
1302.429199 78.259 132.8890
1302.612305 78.210 64.4580
1302.795410 78.141 -3.7820
1302.978516 78.092 -71.8590
1303.161621 78.076 -139.9977
1303.344727 78.061 151.6241
1303.527832 78.003 83.0712
1303.710938 77.881 14.6067
1303.894043 77.720 -53.5382
1304.077148 77.566 -121.3868
1304.260254 77.450 170.7675
1304.443359 77.356 102.6012
1304.626465 77.237 34.0346
1304.809570 77.060 -34.7206
1304.992676 76.827 -103.3418
1305.175781 76.573 -171.6382
1305.358887 76.338 120.3189
1305.541992 76.134 52.2715
1305.725098 75.936 -16.0048
1305.908203 75.705 -84.5396
1306.091309 75.419 -153.1828
1306.274414 75.083 138.2635
1306.457520 74.725 69.9091
1306.640625 74.375 1.7118
1306.823730 74.045 -66.4875
1307.006836 73.723 -134.8556
1307.189941 73.374 156.5437
1307.373047 72.962 87.7970
1307.556152 72.466 19.1055
1307.739258 71.893 -49.3166
1307.922363 71.276 -117.3709
1308.105469 70.654 174.8435
1308.288574 70.048 107.0897
1308.471680 69.443 39.1940
1308.654785 68.815 -28.7858
1308.837891 68.155 -96.5959
1309.020996 67.488 -164.0105
1309.204102 66.845 128.9488
1309.387207 66.231 62.0403
1309.570312 65.606 -4.9017
1309.753418 64.937 -71.7275
1309.936523 64.252 -138.1150
1310.119629 63.657 155.9395
1310.302734 63.251 89.7544
1310.485840 63.015 22.3565
1310.668945 62.816 -46.6485
1310.852051 62.515 -116.7832
1311.035156 62.052 172.8815
1311.218262 61.461 103.1355
1311.401367 60.841 34.1417
1311.584473 60.277 -34.7360
1311.767578 59.778 -104.5245
1311.950684 59.290 -175.9498
1312.133789 58.784 110.8816
1312.316895 58.302 36.3661
1312.500000 57.926 -38.8152
1312.683105 57.711 -113.9236
1312.866211 57.645 171.5932
1313.049316 57.662 97.9521
1313.232422 57.695 25.0620
1313.415527 57.706 -47.3369
1313.598633 57.692 -119.4884
1313.781738 57.682 168.5657
1313.964844 57.735 97.0522
1314.147949 57.929 26.2794
1314.331055 58.317 -43.7191
1314.514160 58.874 -113.3118
1314.697266 59.475 177.0963
1314.880371 59.959 107.5247
1315.063477 60.227 38.4903
1315.246582 60.297 -29.3066
1315.429688 60.305 -95.5343
1315.612793 60.423 -160.7446
1315.795898 60.700 133.8819
1315.979004 61.032 67.6488
1316.162109 61.288 0.9401
1316.345215 61.444 -65.2753
1316.528320 61.596 -130.3289
1316.711426 61.860 165.5511
1316.894531 62.254 101.5187
1317.077637 62.684 37.0513
1317.260742 63.067 -27.6641
1317.443848 63.420 -92.2446
1317.626953 63.820 -156.7505
1317.810059 64.301 138.2901
1317.993164 64.812 72.5008
1318.176270 65.283 6.1045
1318.359375 65.707 -60.3146
1318.542480 66.149 -126.4024
1318.725586 66.677 167.6021
1318.908691 67.276 101.1376
1319.091797 67.853 33.9577
1319.274902 68.324 -33.6080
1319.458008 68.683 -100.9523
1319.641113 69.006 -167.6966
1319.824219 69.390 125.9566
1320.007324 69.865 59.3695
1320.190430 70.369 -7.9414
1320.373535 70.810 -75.9118
1320.556641 71.141 -144.0714
1320.739746 71.379 148.0619
1320.922852 71.582 80.6624
1321.105957 71.801 13.5315
1321.289062 72.037 -53.6711
1321.472168 72.260 -121.1136
1321.655273 72.437 171.3059
1321.838379 72.568 103.8137
1322.021484 72.678 36.5594
1322.204590 72.793 -30.4663
1322.387695 72.921 -97.3572
1322.570801 73.051 -164.1655
1322.753906 73.175 129.1344
1322.937012 73.293 62.5783
1323.120117 73.412 -3.8586
1323.303223 73.537 -70.2508
1323.486328 73.665 -136.6519
1323.669434 73.796 156.9430
1323.852539 73.937 90.5581
1324.035645 74.100 24.1796
1324.218750 74.286 -42.2423
1324.401855 74.486 -108.7267
1324.584961 74.692 -175.2218
1324.768066 74.902 118.3460
1324.951172 75.130 51.9714
1325.134277 75.383 -14.4724
1325.317383 75.653 -81.1600
1325.500488 75.915 -148.1851
1325.683594 76.146 144.4973
1325.866699 76.340 77.0158
1326.049805 76.505 9.4822
1326.232910 76.656 -58.0673
1326.416016 76.799 -125.6509
1326.599121 76.930 166.7210
1326.782227 77.043 99.0781
1326.965332 77.135 31.4676
1327.148438 77.208 -36.0870
1327.331543 77.263 -103.5941
1327.514648 77.299 -171.0627
1327.697754 77.314 121.5238
1327.880859 77.313 54.1938
1328.063965 77.303 -13.0513
1328.247070 77.286 -80.2426
1328.430176 77.259 -147.3983
1328.613281 77.212 145.5287
1328.796387 77.149 78.6357
1328.979492 77.084 11.9789
1329.162598 77.037 -54.5074
1329.345703 77.010 -120.9763
1329.528809 76.985 172.4788
1329.711914 76.941 105.9350
1329.895020 76.881 39.5834
1330.078125 76.836 -26.4628
1330.261230 76.842 -92.3163
1330.444336 76.903 -158.2413
1330.627441 76.985 135.6017
1330.810547 77.051 69.3148
1330.993652 77.095 3.1534
1331.176758 77.148 -62.7403
1331.359863 77.246 -128.5027
1331.542969 77.388 165.5727
1331.726074 77.538 99.3331
1331.909180 77.660 32.9094
1332.092285 77.757 -33.4392
1332.275391 77.866 -99.6091
1332.458496 78.024 -165.7884
1332.641602 78.220 127.7116
1332.824707 78.411 60.7654
1333.007812 78.553 -6.4482
1333.190918 78.642 -73.6086
1333.374023 78.715 -140.5188
1333.557129 78.813 152.7442
1333.740234 78.945 85.9271
1333.923340 79.088 18.8524
1334.106445 79.205 -48.4305
1334.289551 79.286 -115.7189
1334.472656 79.347 177.1532
1334.655762 79.418 110.1833
1334.838867 79.515 43.2230
1335.021973 79.631 -23.8882
1335.205078 79.746 -91.2161
1335.388184 79.845 -158.7316
1335.571289 79.922 133.6279
1335.754395 79.974 65.9160
1335.937500 80.002 -1.8232
1336.120605 80.011 -69.5484
1336.303711 80.008 -137.2389
1336.486816 80.000 155.0828
1336.669922 79.987 87.3639
1336.853027 79.959 19.5778
1337.036133 79.906 -48.2303
1337.219238 79.825 -115.9621
1337.402344 79.723 176.4591
1337.585449 79.613 109.0273
1337.768555 79.499 41.6716
1337.951660 79.372 -25.6597
1338.134766 79.221 -92.9383
1338.317871 79.050 -160.0906
1338.500977 78.874 132.9082
1338.684082 78.707 65.9842
1338.867188 78.551 -0.9726
1339.050293 78.393 -67.9917
1339.233398 78.226 -134.9855
1339.416504 78.057 158.1573
1339.599609 77.905 91.4458
1339.782715 77.773 24.7733
1339.965820 77.640 -41.9477
1340.148926 77.479 -108.6509
1340.332031 77.280 -175.1426
1340.515137 77.070 118.7127
1340.698242 76.884 52.8218
1340.881348 76.735 -13.0949
1341.064453 76.599 -79.2493
1341.247559 76.441 -145.5854
1341.430664 76.257 148.1523
1341.613770 76.080 82.1597
1341.796875 75.955 16.3698
1341.979980 75.890 -49.4831
1342.163086 75.854 -115.5889
1342.346191 75.802 178.1132
1342.529297 75.713 111.8457
1342.712402 75.597 45.7827
1342.895508 75.475 -20.0606
1343.078613 75.355 -85.7545
1343.261719 75.239 -151.3224
1343.444824 75.139 143.2640
1343.627930 75.078 77.9522
1343.811035 75.073 12.5332
1343.994141 75.100 -53.2218
1344.177246 75.115 -119.3371
1344.360352 75.080 174.4202
1344.543457 74.999 108.3664
1344.726562 74.905 42.6656
1344.909668 74.833 -22.7652
1345.092773 74.794 -88.1297
1345.275879 74.778 -153.5551
1345.458984 74.777 140.9489
1345.642090 74.798 75.3720
1345.825195 74.842 9.6320
1346.008301 74.896 -56.3259
1346.191406 74.936 -122.3869
1346.374512 74.966 171.7027
1346.557617 75.024 106.1031
1346.740723 75.155 40.6582
1346.923828 75.364 -25.0324
1347.106934 75.600 -91.2595
1347.290039 75.798 -157.9538
1347.473145 75.932 135.2110
1347.656250 76.028 68.5063
1347.839355 76.133 1.9047
1348.022461 76.269 -64.8883
1348.205566 76.412 -132.1443
1348.388672 76.513 160.1413
1348.571777 76.545 92.2396
1348.754883 76.520 24.4806
1348.937988 76.479 -42.9622
1349.121094 76.463 -110.1569
1349.304199 76.485 -177.3228
1349.487305 76.529 115.3453
1349.670410 76.563 47.7839
1349.853516 76.559 -19.9457
1350.036621 76.503 -87.7144
1350.219727 76.398 -155.3805
1350.402832 76.263 137.1516
1350.585938 76.128 69.8638
1350.769043 76.015 2.5991
1350.952148 75.920 -64.8468
1351.135254 75.813 -132.5480
1351.318359 75.660 159.6607
1351.501465 75.459 92.1075
1351.684570 75.246 25.0500
1351.867676 75.077 -41.5632
1352.050781 74.980 -108.1056
1352.233887 74.922 -174.9759
1352.416992 74.840 117.7280
1352.600098 74.689 50.2444
1352.783203 74.472 -17.0848
1352.966309 74.232 -84.0841
1353.149414 74.012 -150.8478
1353.332520 73.825 142.3981
1353.515625 73.652 75.5267
1353.698730 73.474 8.5858
1353.881836 73.291 -58.3231
1354.064941 73.112 -125.1870
1354.248047 72.943 167.9169
1354.431152 72.773 100.9346
1354.614258 72.598 33.8990
1354.797363 72.425 -33.1417
1354.980469 72.268 -100.2293
1355.163574 72.124 -167.4774
1355.346680 71.967 125.0789
1355.529785 71.766 57.5887
1355.712891 71.517 -9.6975
1355.895996 71.245 -76.6422
1356.079102 70.979 -143.3663
1356.262207 70.721 149.8469
1356.445312 70.444 82.8094
1356.628418 70.126 15.5581
1356.811523 69.779 -51.7774
1356.994629 69.435 -119.1880
1357.177734 69.109 173.2039
1357.360840 68.781 105.3949
1357.543945 68.420 37.7155
1357.727051 68.048 -29.3217
1357.910156 67.747 -95.5387
1358.093262 67.590 -161.5148
1358.276367 67.529 131.7588
1358.459473 67.411 63.7822
1358.642578 67.094 -5.0747
1358.825684 66.552 -73.9536
1359.008789 65.896 -142.1839
1359.191895 65.312 150.0613
1359.375000 64.904 81.7269
1359.558105 64.598 11.8771
1359.741211 64.241 -59.4002
1359.924316 63.740 -131.2175
1360.107422 63.118 157.2859
1360.290527 62.465 86.1937
1360.473633 61.819 14.6322
1360.656738 61.088 -58.5071
1360.839844 60.120 -133.6462
1361.022949 58.855 149.7327
1361.206055 57.450 72.8471
1361.389160 56.340 -3.0436
1361.572266 56.052 -78.1070
1361.755371 56.673 -154.2495
1361.938477 57.725 127.4822
1362.121582 58.687 47.9509
1362.304688 59.289 -31.2449
1362.487793 59.510 -108.4402
1362.670898 59.536 177.8183
1362.854004 59.729 107.8827
1363.037109 60.395 39.9246
1363.220215 61.453 -28.7652
1363.403320 62.560 -99.1518
1363.586426 63.468 -170.4632
1363.769531 64.121 118.4407
1363.952637 64.600 48.2595
1364.135742 65.028 -21.0190
1364.318848 65.477 -89.9588
1364.501953 65.929 -159.1281
1364.685059 66.319 131.3590
1364.868164 66.601 61.8302
1365.051270 66.782 -7.2729
1365.234375 66.913 -75.7245
1365.417480 67.046 -143.6582
1365.600586 67.194 148.5748
1365.783691 67.331 80.7159
1365.966797 67.426 12.7825
1366.149902 67.481 -55.0243
1366.333008 67.537 -122.5703
1366.516113 67.642 170.0305
1366.699219 67.805 102.4910
1366.882324 67.984 34.6431
1367.065430 68.117 -33.3489
1367.248535 68.173 -101.0588
1367.431641 68.182 -168.0905
1367.614746 68.211 125.5888
1367.797852 68.318 59.5235
1367.980957 68.494 -6.9441
1368.164062 68.670 -74.1947
1368.347168 68.779 -142.1342
1368.530273 68.804 149.6329
1368.713379 68.778 81.5028
1368.896484 68.763 13.6427
1369.079590 68.803 -54.0602
1369.262695 68.898 -121.8523
1369.445801 69.005 170.0997
1369.628906 69.068 101.8076
1369.812012 69.045 33.4181
1369.995117 68.921 -34.8826
1370.178223 68.710 -102.9547
1370.361328 68.449 -170.7742
1370.544434 68.183 121.5268
1370.727539 67.940 53.7018
1370.910645 67.710 -14.4528
1371.093750 67.456 -82.9194
1371.276855 67.134 -151.4075
1371.459961 66.723 140.5181
1371.643066 66.234 73.2024
1371.826172 65.692 6.6985
1372.009277 65.105 -59.2334
1372.192383 64.444 -124.8742
1372.375488 63.666 169.7363
1372.558594 62.770 104.8198
1372.741699 61.820 40.5945
1372.924805 60.915 -23.0098
1373.107910 60.128 -86.2645
1373.291016 59.481 -149.1857
1373.474121 59.013 148.6129
1373.657227 58.811 87.3200
1373.840332 58.920 26.3242
1374.023438 59.227 -35.2548
1374.206543 59.526 -97.5264
1374.389648 59.687 -159.7954
1374.572754 59.731 138.6386
1374.755859 59.760 77.7828
1374.938965 59.839 17.0001
1375.122070 59.951 -44.2430
1375.305176 60.083 -105.9673
1375.488281 60.288 -168.1204
1375.671387 60.613 128.9795
1375.854492 61.014 65.0166
1376.037598 61.387 0.3551
1376.220703 61.695 -64.0051
1376.403809 62.035 -127.2679
1376.586914 62.553 170.2186
1376.770020 63.259 107.1301
1376.953125 63.972 42.6291
1377.136230 64.512 -22.8431
1377.319336 64.854 -88.1644
1377.502441 65.144 -152.5777
1377.685547 65.580 143.4987
1377.868652 66.212 78.7671
1378.051758 66.897 12.4541
1378.234863 67.468 -54.9992
1378.417969 67.875 -122.5135
1378.601074 68.201 170.7559
1378.784180 68.583 104.7975
1378.967285 69.086 38.7792
1379.150391 69.637 -28.1191
1379.333496 70.110 -95.9853
1379.516602 70.434 -164.2676
1379.699707 70.634 127.7101
1379.882812 70.801 60.2906
1380.065918 71.025 -6.7052
1380.249023 71.333 -73.7558
1380.432129 71.679 -141.1908
1380.615234 72.003 151.0197
1380.798340 72.273 83.1130
1380.981445 72.492 15.2790
1381.164551 72.677 -52.4623
1381.347656 72.839 -120.2071
1381.530762 72.978 171.9646
1381.713867 73.091 104.0565
1381.896973 73.185 36.1191
1382.080078 73.274 -31.8206
1382.263184 73.362 -99.7761
1382.446289 73.445 -167.7523
1382.629395 73.511 124.3015
1382.812500 73.556 56.4711
1382.995605 73.588 -11.2045
1383.178711 73.621 -78.8020
1383.361816 73.658 -146.4967
1383.544922 73.683 145.5460
1383.728027 73.670 77.2865
1383.911133 73.601 8.8433
1384.094238 73.477 -59.5742
1384.277344 73.320 -127.7869
1384.460449 73.165 164.2440
1384.643555 73.034 96.3942
1384.826660 72.920 28.4710
1385.009766 72.793 -39.6344
1385.192871 72.613 -107.8571
1385.375977 72.362 -175.9900
1385.559082 72.046 116.1944
1385.742188 71.697 48.8064
1385.925293 71.350 -18.2341
1386.108398 71.020 -85.1426
1386.291504 70.691 -152.1124
1386.474609 70.334 140.8158
1386.657715 69.927 73.7604
1386.840820 69.467 6.9024
1387.023926 68.968 -59.6253
1387.207031 68.452 -125.7952
1387.390137 67.929 168.3363
1387.573242 67.395 102.7100
1387.756348 66.830 37.3593
1387.939453 66.217 -27.5250
1388.122559 65.560 -91.6089
1388.305664 64.906 -154.5688
1388.488770 64.341 143.6099
1388.671875 63.932 82.4364
1388.854980 63.658 21.2311
1389.038086 63.429 -40.2157
1389.221191 63.190 -101.4438
1389.404297 63.001 -161.8887
1389.587402 63.001 138.2733
1389.770508 63.238 78.0246
1389.953613 63.601 16.5921
1390.136719 63.951 -45.7425
1390.319824 64.274 -108.1388
1390.502930 64.682 -170.2427
1390.686035 65.269 127.3020
1390.869141 65.979 63.5500
1391.052246 66.656 -1.6729
1391.235352 67.188 -67.6618
1391.418457 67.588 -133.4727
1391.601562 67.965 161.3941
1391.784668 68.436 96.6441
1391.967773 69.019 31.5116
1392.150879 69.629 -34.4854
1392.333984 70.162 -101.2049
1392.517090 70.574 -168.1505
1392.700195 70.884 125.1282
1392.883301 71.143 58.8167
1393.066406 71.400 -7.1549
1393.249512 71.689 -72.9779
1393.432617 72.026 -138.8725
1393.615723 72.416 154.9175
1393.798828 72.840 88.1649
1393.981934 73.253 20.7975
1394.165039 73.605 -46.9914
1394.348145 73.876 -114.8003
1394.531250 74.092 177.7590
1394.714355 74.313 110.7995
1394.897461 74.586 44.0569
1395.080566 74.907 -22.8989
1395.263672 75.226 -90.3034
1395.446777 75.494 -158.0498
1395.629883 75.702 134.1475
1395.812988 75.880 66.4759
1395.996094 76.069 -1.1307
1396.179199 76.275 -68.8982
1396.362305 76.471 -136.9609
1396.545410 76.620 154.7900
1396.728516 76.713 86.6212
1396.911621 76.774 18.7349
1397.094727 76.843 -48.9040
1397.277832 76.934 -116.5344
1397.460938 77.027 175.6269
1397.644043 77.085 107.5880
1397.827148 77.090 39.5732
1398.010254 77.060 -28.1646
1398.193359 77.038 -95.5536
1398.376465 77.059 -162.7668
1398.559570 77.118 129.9292
1398.742676 77.181 62.4046
1398.925781 77.211 -5.2447
1399.108887 77.200 -72.8037
1399.291992 77.167 -140.1212
1399.475098 77.142 152.7741
1399.658203 77.142 85.7076
1399.841309 77.157 18.5058
1400.024414 77.166 -48.8783
1400.207520 77.154 -116.3609
1400.390625 77.123 176.1814
1400.573730 77.086 108.8189
1400.756836 77.055 41.5380
1400.939941 77.035 -25.7201
1401.123047 77.019 -93.0027
1401.306152 77.000 -160.3191
1401.489258 76.974 132.3441
1401.672363 76.936 64.9994
1401.855469 76.888 -2.3494
1402.038574 76.829 -69.6979
1402.221680 76.761 -137.0374
1402.404785 76.689 155.6317
1402.587891 76.615 88.2873
1402.770996 76.541 20.8958
1402.954102 76.460 -46.5523
1403.137207 76.365 -114.0145
1403.320312 76.258 178.5865
1403.503418 76.149 111.3033
1403.686523 76.051 44.1079
1403.869629 75.968 -23.0998
1404.052734 75.887 -90.4090
1404.235840 75.787 -157.8109
1404.418945 75.655 134.8087
1404.602051 75.498 67.5810
1404.785156 75.337 0.5394
1404.968262 75.186 -66.4176
1405.151367 75.040 -133.4372
1405.334473 74.879 159.4305
1405.517578 74.685 92.2865
1405.700684 74.465 25.2914
1405.883789 74.246 -41.4949
1406.066895 74.056 -108.1949
1406.250000 73.892 -175.0182
1406.433105 73.726 117.9361
1406.616211 73.526 50.7828
1406.799316 73.287 -16.2358
1406.982422 73.028 -82.9387
1407.165527 72.778 -149.3347
1407.348633 72.547 144.4226
1407.531738 72.321 78.2112
1407.714844 72.078 12.0550
1407.897949 71.821 -53.9410
1408.081055 71.567 -119.7461
1408.264160 71.336 174.5327
1408.447266 71.120 108.7668
1408.630371 70.904 42.9726
1408.813477 70.680 -22.6711
1408.996582 70.472 -87.9927
1409.179688 70.314 -153.0140
1409.362793 70.220 142.0494
1409.545898 70.170 76.9866
1409.729004 70.132 11.7518
1409.912109 70.090 -53.5934
1410.095215 70.050 -119.0460
1410.278320 70.015 175.2891
1410.461426 69.969 109.3357
1410.644531 69.894 43.1981
1410.827637 69.797 -22.8771
1411.010742 69.715 -88.7218
1411.193848 69.689 -154.4353
1411.376953 69.715 139.6999
1411.560059 69.740 73.5353
1411.743164 69.704 7.2599
1411.926270 69.592 -58.7227
1412.109375 69.446 -124.1254
1412.292480 69.334 170.9476
1412.475586 69.294 106.0524
1412.658691 69.303 40.7845
1412.841797 69.319 -24.9235
1413.024902 69.326 -90.8828
1413.208008 69.339 -156.9283
1413.391113 69.372 136.9392
1413.574219 69.410 70.6742
1413.757324 69.423 4.3826
1413.940430 69.400 -61.6786
1414.123535 69.373 -127.3349
1414.306641 69.390 167.2615
1414.489746 69.465 101.6825
1414.672852 69.560 35.5946
1414.855957 69.617 -30.9404
1415.039062 69.621 -97.5416
1415.222168 69.610 -163.8464
1415.405273 69.645 130.1859
1415.588379 69.752 64.2715
1415.771484 69.899 -1.8839
1415.954590 70.026 -68.3061
1416.137695 70.098 -134.7969
1416.320801 70.119 158.8155
1416.503906 70.111 92.5042
1416.687012 70.088 26.1071
1416.870117 70.042 -40.4598
1417.053223 69.977 -107.0968
1417.236328 69.924 -173.6520
1417.419434 69.929 119.8530
1417.602539 70.008 53.1863
1417.785645 70.124 -13.8437
1417.968750 70.211 -81.1187
1418.151855 70.235 -148.2348
1418.334961 70.220 145.1854
1418.518066 70.234 79.1321
1418.701172 70.318 13.1300
1418.884277 70.440 -53.3698
1419.067383 70.521 -120.4931
1419.250488 70.507 172.1464
1419.433594 70.417 105.1203
1419.616699 70.336 38.7272
1419.799805 70.350 -27.2830
1419.982910 70.473 -93.5021
1420.166016 70.635 -160.3102
1420.349121 70.755 132.4154
1420.532227 70.801 65.1047
1420.715332 70.805 -1.8877
1420.898438 70.827 -68.5389
1421.081543 70.902 -135.1217
1421.264648 71.021 158.0729
1421.447754 71.152 90.9577
1421.630859 71.276 23.6118
1421.813965 71.389 -43.8996
1421.997070 71.490 -111.6172
1422.180176 71.565 -179.6104
1422.363281 71.587 112.1613
1422.546387 71.547 43.8819
1422.729492 71.462 -24.2320
1422.912598 71.373 -92.0915
1423.095703 71.314 -159.8004
1423.278809 71.291 132.4565
1423.461914 71.278 64.5989
1423.645020 71.247 -3.2820
1423.828125 71.189 -71.0336
1424.011230 71.113 -138.6035
1424.194336 71.027 153.9097
1424.377441 70.923 86.3679
1424.560547 70.782 18.7507
1424.743652 70.603 -48.8090
1424.926758 70.413 -116.1510
1425.109863 70.258 176.7409
1425.292969 70.166 109.6998
1425.476074 70.126 42.5347
1425.659180 70.099 -24.7686
1425.842285 70.053 -92.0237
1426.025391 69.983 -159.0069
1426.208496 69.911 134.3493
1426.391602 69.857 67.9028
1426.574707 69.819 1.4316
1426.757812 69.784 -65.1884
1426.940918 69.742 -131.9377
