* Generated by rew_pipeline.py (source UUID 633417b2-a8a9-4810-837e-e85a53922a2f, calibrated to its own SPL at 100 Hz)
* Measurement: LR.filtered.clean-fdw6
* Dated: 2026-Sep-12 16:19:02
* Note: ; Vector average of L.filtered.clean-fdw6, R.filtered.clean-fdw6
* Smoothing: None
* Frequency Step: 0.1831055 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
12707.153320 59.371 -137.0332
12707.336426 59.318 156.4652
12707.519531 59.042 89.6481
12707.702637 58.547 23.6832
12707.885742 57.955 -40.5952
12708.068848 57.443 -103.2057
12708.251953 57.108 -165.0356
12708.435059 56.902 133.0528
12708.618164 56.721 70.9822
12708.801270 56.545 9.2029
12708.984375 56.450 -52.1239
12709.167480 56.505 -113.5068
12709.350586 56.679 -175.6766
12709.533691 56.871 121.1689
12709.716797 57.008 57.4907
12709.899902 57.109 -5.9944
12710.083008 57.276 -68.8717
12710.266113 57.632 -131.4200
12710.449219 58.210 165.4947
12710.632324 58.915 101.1285
12710.815430 59.592 35.4341
12710.998535 60.131 -30.9988
12711.181641 60.511 -97.3597
12711.364746 60.805 -163.0918
12711.547852 61.130 131.7091
12711.730957 61.546 66.2856
12711.914062 61.994 -0.1417
12712.097168 62.355 -67.7102
12712.280273 62.543 -135.8639
12712.463379 62.569 156.2130
12712.646484 62.528 89.0814
12712.829590 62.545 22.6428
12713.012695 62.672 -43.7650
12713.195801 62.853 -110.7223
12713.378906 62.991 -178.2166
12713.562012 63.047 114.1950
12713.745117 63.056 46.8756
12713.928223 63.084 -20.2531
12714.111328 63.150 -87.5981
12714.294434 63.213 -155.4023
12714.477539 63.222 136.5512
12714.660645 63.187 68.7361
12714.843750 63.172 1.3826
12715.026855 63.237 -65.8140
12715.209961 63.351 -133.4109
12715.393066 63.412 158.4102
12715.576172 63.332 90.0663
12715.759277 63.119 22.2284
12715.942383 62.880 -44.8124
12716.125488 62.735 -111.6011
12716.308594 62.690 -179.1789
12716.491699 62.621 111.9046
12716.674805 62.398 42.0818
12716.857910 61.990 -27.5903
12717.041016 61.494 -96.1281
12717.224121 61.084 -163.3837
12717.407227 60.864 129.7030
12717.590332 60.747 61.9862
12717.773438 60.544 -6.7799
12717.956543 60.128 -75.9613
12718.139648 59.506 -144.7670
12718.322754 58.785 147.0380
12718.505859 58.060 78.8791
12718.688965 57.310 9.9353
12718.872070 56.426 -59.9403
12719.055176 55.349 -129.9722
12719.238281 54.170 160.8847
12719.421387 53.128 92.7034
12719.604492 52.370 23.7113
12719.787598 51.716 -48.3990
12719.970703 50.790 -124.6516
12720.153809 49.303 154.9287
12720.336914 47.215 70.0626
12720.520020 44.967 -19.8984
12720.703125 43.719 -112.4313
12720.886230 44.301 160.8153
12721.069336 46.204 82.8095
12721.252441 48.578 8.8725
12721.435547 50.793 -64.3526
12721.618652 52.564 -137.3167
12721.801758 53.864 150.5675
12721.984863 54.804 79.8268
12722.167969 55.544 10.5081
12722.351074 56.215 -57.8690
12722.534180 56.873 -126.0152
12722.717285 57.504 165.6034
12722.900391 58.082 96.9296
12723.083496 58.610 28.1556
12723.266602 59.118 -40.5573
12723.449707 59.633 -109.2033
12723.632812 60.153 -177.8682
12723.815918 60.644 113.4587
12723.999023 61.068 44.9837
12724.182129 61.422 -22.9901
12724.365234 61.747 -90.3175
12724.548340 62.100 -157.2527
12724.731445 62.491 135.6203
12724.914551 62.856 67.8192
12725.097656 63.103 -0.6170
12725.280762 63.175 -69.1193
12725.463867 63.111 -136.9197
12725.646973 63.038 156.3949
12725.830078 63.100 90.3989
12726.013184 63.325 24.0301
12726.196289 63.591 -43.4185
12726.379395 63.746 -111.6915
12726.562500 63.736 -179.8814
12726.745605 63.639 112.8555
12726.928711 63.613 46.5907
12727.111816 63.758 -19.5582
12727.294922 64.006 -86.5960
12727.478027 64.196 -154.6586
12727.661133 64.221 136.9833
12727.844238 64.098 69.2707
12728.027344 63.943 2.6448
12728.210449 63.873 -63.3169
12728.393555 63.895 -129.4953
12728.576660 63.908 163.6756
12728.759766 63.823 96.5263
12728.942871 63.647 29.6918
12729.125977 63.468 -36.5432
12729.309082 63.364 -102.5067
12729.492188 63.314 -168.7035
12729.675293 63.238 124.8366
12729.858398 63.091 58.6240
12730.041504 62.923 -6.8652
12730.224609 62.824 -71.7995
12730.407715 62.813 -136.9469
12730.590820 62.787 157.1576
12730.773926 62.629 90.8015
12730.957031 62.318 24.8454
12731.140137 61.969 -40.0455
12731.323242 61.744 -104.1039
12731.506348 61.697 -168.3302
12731.689453 61.722 126.6310
12731.872559 61.691 61.1453
12732.055664 61.593 -3.9343
12732.238770 61.526 -68.2089
12732.421875 61.579 -132.1797
12732.604980 61.709 163.3646
12732.788086 61.794 98.3179
12732.971191 61.772 33.3506
12733.154297 61.718 -30.8511
12733.337402 61.777 -94.4024
12733.520508 62.006 -158.2368
12733.703613 62.304 136.9394
12733.886719 62.530 71.3943
12734.069824 62.644 6.0282
12734.252930 62.730 -58.4663
12734.436035 62.917 -122.2169
12734.619141 63.251 173.9581
12734.802246 63.661 109.3985
12734.985352 64.051 44.0987
12735.168457 64.385 -21.5839
12735.351562 64.688 -87.4252
12735.534668 64.983 -153.4760
12735.717773 65.261 140.1781
12735.900879 65.499 73.6754
12736.083984 65.705 7.3242
12736.267090 65.928 -58.7217
12736.450195 66.217 -124.7002
12736.633301 66.564 168.9228
12736.816406 66.897 101.9109
12736.999512 67.143 34.4882
12737.182617 67.284 -32.8351
12737.365723 67.369 -99.6494
12737.548828 67.478 -165.9594
12737.731934 67.657 127.8175
12737.915039 67.880 61.2366
12738.098145 68.086 -5.8025
12738.281250 68.232 -73.0586
12738.464355 68.325 -140.2357
12738.647461 68.401 152.7558
12738.830566 68.482 85.7735
12739.013672 68.557 18.6512
12739.196777 68.596 -48.5757
12739.379883 68.588 -115.6691
12739.562988 68.557 177.6073
12739.746094 68.552 111.2489
12739.929199 68.598 44.9748
12740.112305 68.673 -21.5457
12740.295410 68.725 -88.4058
12740.478516 68.711 -155.4018
12740.661621 68.636 137.7927
12740.844727 68.544 71.3704
12741.027832 68.490 5.2280
12741.210938 68.500 -60.9679
12741.394043 68.545 -127.5141
12741.577148 68.574 165.5683
12741.760254 68.542 98.5463
12741.943359 68.448 31.8083
12742.126465 68.329 -34.3734
12742.309570 68.240 -100.0250
12742.492676 68.218 -165.4827
12742.675781 68.248 128.8461
12742.858887 68.282 62.7785
12743.041992 68.278 -3.5481
12743.225098 68.235 -69.8457
12743.408203 68.190 -135.9410
12743.591309 68.181 158.0652
12743.774414 68.208 91.9100
12743.957520 68.227 25.4662
12744.140625 68.189 -41.0796
12744.323730 68.087 -107.3482
12744.506836 67.968 -173.0966
12744.689941 67.897 121.5121
12744.873047 67.893 55.9888
12745.056152 67.906 -10.0287
12745.239258 67.870 -76.4315
12745.422363 67.761 -142.7322
12745.605469 67.628 151.5207
12745.788574 67.553 86.3533
12745.971680 67.577 21.3406
12746.154785 67.659 -43.9462
12746.337891 67.728 -109.5275
12746.520996 67.749 -175.0868
12746.704102 67.749 119.6206
12746.887207 67.776 54.4699
12747.070312 67.839 -10.9110
12747.253418 67.893 -76.7211
12747.436523 67.895 -142.7529
12747.619629 67.856 151.4093
12747.802734 67.837 85.9877
12747.985840 67.894 20.7794
12748.168945 68.023 -44.6269
12748.352051 68.165 -110.4159
12748.535156 68.266 -176.3936
12748.718262 68.323 117.7576
12748.901367 68.373 52.1483
12749.084473 68.449 -13.4082
12749.267578 68.548 -79.1588
12749.450684 68.644 -145.1447
12749.633789 68.734 148.7877
12749.816895 68.841 82.7395
12750.000000 68.985 16.5965
12750.183105 69.147 -49.8304
12750.366211 69.275 -116.5185
12750.549316 69.331 176.8579
12750.732422 69.333 110.6996
12750.915527 69.345 45.1225
12751.098633 69.427 -20.2235
12751.281738 69.571 -85.8863
12751.464844 69.712 -152.1344
12751.647949 69.792 141.2200
12751.831055 69.805 74.5761
12752.014160 69.793 8.1942
12752.197266 69.807 -57.9783
12752.380371 69.861 -124.1742
12752.563477 69.937 169.4615
12752.746582 70.014 102.9716
12752.929688 70.089 36.4437
12753.112793 70.171 -30.1513
12753.295898 70.248 -96.9247
12753.479004 70.290 -163.8842
12753.662109 70.267 129.1793
12753.845215 70.188 62.5740
12754.028320 70.100 -3.5497
12754.211426 70.051 -69.3766
12754.394531 70.048 -135.2979
12754.577637 70.050 158.4287
12754.760742 70.010 91.8763
12754.943848 69.920 25.3178
12755.126953 69.813 -41.0509
12755.310059 69.730 -107.2734
12755.493164 69.684 -173.5313
12755.676270 69.652 120.1004
12755.859375 69.613 53.7570
12756.042480 69.568 -12.3594
12756.225586 69.540 -78.2050
12756.408691 69.538 -143.9523
12756.591797 69.539 150.1837
12756.774902 69.506 84.1640
12756.958008 69.417 18.1464
12757.141113 69.290 -47.6813
12757.324219 69.169 -113.2928
12757.507324 69.090 -178.8518
12757.690430 69.059 115.4376
12757.873535 69.059 49.5047
12758.056641 69.070 -16.5680
12758.239746 69.085 -82.6471
12758.422852 69.096 -148.6389
12758.605957 69.099 145.5058
12758.789062 69.087 79.8231
12758.972168 69.065 14.3231
12759.155273 69.043 -51.0585
12759.338379 69.028 -116.4707
12759.521484 69.013 177.9420
12759.704590 68.979 112.1518
12759.887695 68.917 46.2800
12760.070801 68.834 -19.4917
12760.253906 68.752 -85.0423
12760.437012 68.692 -150.3785
12760.620117 68.661 144.4064
12760.803223 68.649 79.2173
12760.986328 68.641 14.0162
12761.169434 68.624 -51.1792
12761.352539 68.600 -116.3231
12761.535645 68.582 178.6196
12761.718750 68.594 113.6192
12761.901855 68.656 48.5463
12762.084961 68.767 -16.7783
12762.268066 68.896 -82.4356
12762.451172 69.006 -148.2918
12762.634277 69.078 145.9646
12762.817383 69.132 80.6178
12763.000488 69.213 15.6985
12763.183594 69.350 -49.0727
12763.366699 69.530 -114.0586
12763.549805 69.712 -179.4192
12763.732910 69.866 114.9435
12763.916016 70.001 49.1879
12764.099121 70.142 -16.6663
12764.282227 70.300 -82.7333
12764.465332 70.458 -149.0622
12764.648438 70.591 144.5105
12764.831543 70.702 78.2701
12765.014648 70.826 12.3631
12765.197754 71.001 -53.3875
12765.380859 71.220 -119.3592
12765.563965 71.430 174.2100
12765.747070 71.575 107.4214
12765.930176 71.641 40.5941
12766.113281 71.661 -26.0188
12766.296387 71.691 -92.4430
12766.479492 71.757 -158.9339
12766.662598 71.842 134.2962
12766.845703 71.910 67.2962
12767.028809 71.948 0.3189
12767.211914 71.973 -66.4168
12767.395020 72.016 -132.9163
12767.578125 72.085 160.6233
12767.761230 72.155 94.0313
12767.944336 72.191 27.3306
12768.127441 72.182 -39.3036
12768.310547 72.148 -105.7303
12768.493652 72.119 -171.9825
12768.676758 72.114 121.7611
12768.859863 72.119 55.3516
12769.042969 72.114 -11.2000
12769.226074 72.086 -77.7503
12769.409180 72.044 -144.1631
12769.592285 72.005 149.5879
12769.775391 71.976 83.4324
12769.958496 71.947 17.3072
12770.141602 71.908 -48.7710
12770.324707 71.860 -114.7328
12770.507812 71.816 179.4513
12770.690918 71.794 113.7051
12770.874023 71.800 47.8793
12771.057129 71.820 -18.1472
12771.240234 71.831 -84.3762
12771.423340 71.818 -150.6864
12771.606445 71.783 143.0947
12771.789551 71.745 77.0805
12771.972656 71.732 11.2457
12772.155762 71.760 -54.5717
12772.338867 71.817 -120.5614
12772.521973 71.875 173.1954
12772.705078 71.907 106.7842
12772.888184 71.903 40.3950
12773.071289 71.879 -25.8091
12773.254395 71.861 -91.8029
12773.437500 71.870 -157.7128
12773.620605 71.902 136.2828
12773.803711 71.936 70.0788
12773.986816 71.949 3.6946
12774.169922 71.931 -62.7726
12774.353027 71.884 -129.2214
12774.536133 71.821 164.4021
12774.719238 71.754 98.1019
12774.902344 71.692 31.8523
12775.085449 71.636 -34.3717
12775.268555 71.584 -100.5711
12775.451660 71.532 -166.7097
12775.634766 71.481 127.2654
12775.817871 71.440 61.3711
12776.000977 71.418 -4.4638
12776.184082 71.413 -70.3820
12776.367188 71.403 -136.4929
12776.550293 71.361 157.2323
12776.733398 71.275 90.9675
12776.916504 71.160 24.9086
12777.099609 71.052 -40.8830
12777.282715 70.980 -106.5391
12777.465820 70.941 -172.2576
12777.648926 70.909 121.8875
12777.832031 70.862 56.0061
12778.015137 70.801 -9.7396
12778.198242 70.743 -75.3026
12778.381348 70.701 -140.7829
12778.564453 70.666 153.7111
12778.747559 70.622 88.2021
12778.930664 70.573 22.8063
12779.113770 70.544 -42.4439
12779.296875 70.555 -107.7046
12779.479980 70.593 -173.1890
12779.663086 70.616 121.0757
12779.846191 70.595 55.3264
12780.029297 70.543 -10.1275
12780.212402 70.507 -75.1871
12780.395508 70.527 -140.0831
12780.578613 70.597 154.8334
12780.761719 70.674 89.4118
12780.944824 70.726 23.7873
12781.127930 70.756 -41.8208
12781.311035 70.791 -107.3356
12781.494141 70.850 -172.8531
12781.677246 70.928 121.5303
12781.860352 71.008 55.8567
12782.043457 71.096 -9.7598
12782.226562 71.208 -75.3136
12782.409668 71.353 -140.9606
12782.592773 71.508 153.1488
12782.775879 71.637 87.0610
12782.958984 71.728 21.0023
12783.142090 71.807 -44.8496
12783.325195 71.913 -110.5720
12783.508301 72.054 -176.4561
12783.691406 72.197 117.2809
12783.874512 72.294 50.7113
12784.057617 72.330 -15.8710
12784.240723 72.330 -82.2158
12784.423828 72.342 -148.3270
12784.606934 72.389 145.5668
12784.790039 72.454 79.2622
12784.973145 72.508 12.7750
12785.156250 72.540 -53.7166
12785.339355 72.565 -120.0795
12785.522461 72.601 173.6453
12785.705566 72.644 107.3220
12785.888672 72.668 40.9018
12786.071777 72.651 -25.5011
12786.254883 72.596 -91.7182
12786.437988 72.529 -157.6886
12786.621094 72.477 136.4826
12786.804199 72.446 70.6284
12786.987305 72.430 4.6530
12787.170410 72.421 -61.4446
12787.353516 72.419 -127.6455
12787.536621 72.417 166.0529
12787.719727 72.400 99.6984
12787.902832 72.355 33.4441
12788.085938 72.289 -32.5114
12788.269043 72.234 -98.0966
12788.452148 72.219 -163.4772
12788.635254 72.243 131.0568
12788.818359 72.274 65.3555
12789.001465 72.281 -0.4737
12789.184570 72.272 -66.2127
12789.367676 72.278 -131.7842
12789.550781 72.323 162.6713
12789.733887 72.395 96.9838
12789.916992 72.460 31.1881
12790.100098 72.509 -34.5018
12790.283203 72.570 -99.9623
12790.466309 72.676 -165.3818
12790.649414 72.819 128.8639
12790.832520 72.942 62.5904
12791.015625 72.994 -3.9893
12791.198730 72.977 -70.4398
12791.381836 72.950 -136.4894
12791.564941 72.985 157.7048
12791.748047 73.095 91.7017
12791.931152 73.228 25.2393
12792.114258 73.320 -41.5126
12792.297363 73.357 -108.1455
12792.480469 73.377 -174.4122
12792.663574 73.430 119.5417
12792.846680 73.516 53.3356
12793.029785 73.590 -13.2440
12793.212891 73.603 -80.0457
12793.395996 73.555 -146.7260
12793.579102 73.488 146.9253
12793.762207 73.449 80.8132
12793.945312 73.445 14.6857
12794.128418 73.447 -51.5611
12794.311523 73.429 -117.7773
12794.494629 73.402 176.2359
12794.677734 73.400 110.4556
12794.860840 73.437 44.6046
12795.043945 73.480 -21.5716
12795.227051 73.480 -88.0305
12795.410156 73.416 -154.4508
12795.593262 73.323 139.4865
12795.776367 73.262 73.8098
12795.959473 73.271 8.2178
12796.142578 73.333 -57.6343
12796.325684 73.394 -123.8227
12796.508789 73.415 169.8659
12796.691895 73.398 103.7063
12796.875000 73.373 37.8040
12797.058105 73.366 -27.9599
12797.241211 73.378 -93.7917
12797.424316 73.389 -159.8049
12797.607422 73.383 134.0351
12797.790527 73.355 67.8436
12797.973633 73.318 1.7169
12798.156738 73.288 -64.3139
12798.339844 73.279 -130.2851
12798.522949 73.291 163.7313
12798.706055 73.315 97.6730
12798.889160 73.329 31.5442
12799.072266 73.318 -34.5587
12799.255371 73.285 -100.4962
12799.438477 73.250 -166.2028
12799.621582 73.239 128.2164
12799.804688 73.259 62.5312
12799.987793 73.284 -3.4262
12800.170898 73.282 -69.5993
12800.354004 73.240 -135.7390
12800.537109 73.187 158.3974
12800.720215 73.170 92.8287
12800.903320 73.219 27.3180
12801.086426 73.319 -38.4223
12801.269531 73.426 -104.4801
12801.452637 73.501 -170.7029
12801.635742 73.539 123.1431
12801.818848 73.557 57.1890
12802.001953 73.577 -8.5955
12802.185059 73.607 -74.3190
12802.368164 73.644 -140.0561
12802.551270 73.688 154.1752
12802.734375 73.745 88.3505
12802.917480 73.818 22.4024
12803.100586 73.900 -43.7321
12803.283691 73.976 -110.0310
12803.466797 74.034 -176.3825
12803.649902 74.080 117.3328
12803.833008 74.128 51.1436
12804.016113 74.184 -15.0247
12804.199219 74.242 -81.2692
12804.382324 74.285 -147.6151
12804.565430 74.304 145.9955
12804.748535 74.307 79.6348
12804.931641 74.308 13.3147
12805.114746 74.321 -53.0233
12805.297852 74.347 -119.4513
12805.480957 74.380 174.0085
12805.664062 74.411 107.3995
12805.847168 74.436 40.7967
12806.030273 74.454 -25.7354
12806.213379 74.469 -92.1722
12806.396484 74.483 -158.5359
12806.579590 74.495 135.1117
12806.762695 74.495 68.7064
12806.945801 74.472 2.2340
12807.128906 74.416 -64.2330
12807.312012 74.334 -130.5665
12807.495117 74.252 163.3183
12807.678223 74.205 97.3592
12807.861328 74.206 31.3492
12808.044434 74.238 -34.9162
12808.227539 74.264 -101.4706
12808.410645 74.253 -168.1437
12808.593750 74.200 125.3106
12808.776855 74.130 59.0393
12808.959961 74.073 -7.0054
12809.143066 74.040 -73.0032
12809.326172 74.019 -139.1098
12809.509277 73.990 154.6457
12809.692383 73.946 88.3260
12809.875488 73.890 21.9952
12810.058594 73.827 -44.3292
12810.241699 73.761 -110.6437
12810.424805 73.690 -176.9183
12810.607910 73.620 116.8894
12810.791016 73.559 50.7801
12810.974121 73.508 -15.2997
12811.157227 73.458 -81.3907
12811.340332 73.396 -147.4496
12811.523438 73.324 146.6275
12811.706543 73.260 80.8786
12811.889648 73.224 15.1795
12812.072754 73.211 -50.6884
12812.255859 73.186 -116.8304
12812.438965 73.115 176.8931
12812.622070 72.994 110.7864
12812.805176 72.862 45.0764
12812.988281 72.771 -20.2942
12813.171387 72.745 -85.6360
12813.354492 72.754 -151.2264
12813.537598 72.750 142.9347
12813.720703 72.708 77.0882
12813.903809 72.640 11.4758
12814.086914 72.582 -53.8695
12814.270020 72.558 -119.1232
12814.453125 72.559 175.5168
12814.636230 72.568 109.9966
12814.819336 72.578 44.3828
12815.002441 72.599 -21.2726
12815.185547 72.643 -87.0120
12815.368652 72.710 -152.9116
12815.551758 72.785 141.0158
12815.734863 72.856 74.8378
12815.917969 72.920 8.6224
12816.101074 72.975 -57.6210
12816.284180 73.014 -123.9086
12816.467285 73.022 169.7998
12816.650391 72.999 103.6134
12816.833496 72.964 37.6127
12817.016602 72.945 -28.2678
12817.199707 72.956 -94.2332
12817.382812 72.981 -160.4597
12817.565918 72.989 133.0682
12817.749023 72.965 66.5488
12817.932129 72.924 0.1837
12818.115234 72.895 -65.9958
12818.298340 72.893 -132.1405
12818.481445 72.898 161.5971
12818.664551 72.881 95.2361
12818.847656 72.829 28.9549
12819.030762 72.759 -37.0942
12819.213867 72.703 -102.9526
12819.396973 72.675 -168.8339
12819.580078 72.651 125.0872
12819.763184 72.602 58.8518
12819.946289 72.514 -7.3249
12820.129395 72.414 -73.2631
12820.312500 72.336 -139.0011
12820.495605 72.295 155.2332
12820.678711 72.268 89.2451
12820.861816 72.216 23.0683
12821.044922 72.122 -43.0658
12821.228027 72.008 -108.9272
12821.411133 71.912 -174.4869
12821.594238 71.862 120.0560
12821.777344 71.850 54.4425
12821.960449 71.841 -11.4394
12822.143555 71.805 -77.5024
12822.326660 71.731 -143.5611
12822.509766 71.633 150.5316
12822.692871 71.534 84.8152
12822.875977 71.449 19.2399
12823.059082 71.387 -46.2709
12823.242188 71.347 -111.7705
12823.425293 71.326 -177.2829
12823.608398 71.321 117.1832
12823.791504 71.329 51.6187
12823.974609 71.343 -13.9817
12824.157715 71.356 -79.6107
12824.340820 71.361 -145.2349
12824.523926 71.358 149.1962
12824.707031 71.352 83.7219
12824.890137 71.356 18.3277
12825.073242 71.375 -47.0656
12825.256348 71.404 -112.5519
12825.439453 71.427 -178.1543
12825.622559 71.428 116.2180
12825.805664 71.411 50.7144
12825.988770 71.398 -14.5834
12826.171875 71.418 -79.7626
12826.354980 71.476 -145.0392
12826.538086 71.553 149.4064
12826.721191 71.616 83.5745
12826.904297 71.648 17.6278
12827.087402 71.660 -48.2550
12827.270508 71.677 -114.0286
12827.453613 71.716 -179.7968
12827.636719 71.770 114.3168
12827.819824 71.818 48.3154
12828.002930 71.851 -17.6701
12828.186035 71.887 -83.5253
12828.369141 71.952 -149.3086
12828.552246 72.057 144.7531
12828.735352 72.175 78.4580
12828.918457 72.261 11.8294
12829.101562 72.288 -54.8661
12829.284668 72.266 -121.2977
12829.467773 72.243 172.6889
12829.650879 72.263 106.9367
12829.833984 72.332 41.0996
12830.017090 72.412 -25.0635
12830.200195 72.452 -91.5013
12830.383301 72.436 -157.9548
12830.566406 72.385 135.8049
12830.749512 72.343 69.7790
12830.932617 72.333 3.7537
12831.115723 72.340 -62.4780
12831.298828 72.329 -128.9024
12831.481934 72.282 164.7026
12831.665039 72.218 98.5557
12831.848145 72.172 32.6579
12832.031250 72.160 -33.2203
12832.214355 72.158 -99.3086
12832.397461 72.123 -165.6006
12832.580566 72.036 128.1526
12832.763672 71.924 62.2145
12832.946777 71.838 -3.3897
12833.129883 71.814 -68.9231
12833.312988 71.834 -134.6895
12833.496094 71.849 159.2604
12833.679199 71.826 93.1636
12833.862305 71.770 27.3126
12834.045410 71.721 -38.2105
12834.228516 71.706 -103.6040
12834.411621 71.720 -169.1519
12834.594727 71.728 125.0335
12834.777832 71.707 59.0661
12834.960938 71.666 -6.8666
12835.144043 71.630 -72.6788
12835.327148 71.622 -138.4142
12835.510254 71.642 155.8583
12835.693359 71.682 90.1339
12835.876465 71.739 24.4266
12836.059570 71.811 -41.3258
12836.242676 71.883 -107.2584
12836.425781 71.925 -173.4419
12836.608887 71.910 120.2269
12836.791992 71.840 53.9718
12836.975098 71.757 -12.0624
12837.158203 71.711 -77.9799
12837.341309 71.721 -144.0744
12837.524414 71.757 149.4529
12837.707520 71.770 82.7112
12837.890625 71.737 16.0495
12838.073730 71.677 -50.2168
12838.256836 71.632 -116.0580
12838.439941 71.625 178.2589
12838.623047 71.635 112.4209
12838.806152 71.620 46.3332
12838.989258 71.556 -19.8688
12839.172363 71.455 -86.0087
12839.355469 71.349 -152.0508
12839.538574 71.257 141.8990
12839.721680 71.171 75.7483
12839.904785 71.070 9.5519
12840.087891 70.946 -56.5237
12840.270996 70.807 -122.3471
12840.454102 70.670 172.0733
12840.637207 70.540 106.6218
12840.820312 70.412 41.1935
12841.003418 70.279 -24.2456
12841.186523 70.142 -89.6948
12841.369629 70.007 -155.1761
12841.552734 69.873 139.2941
12841.735840 69.731 73.7758
12841.918945 69.575 8.4220
12842.102051 69.420 -56.6214
12842.285156 69.287 -121.3362
12842.468262 69.186 174.1490
12842.651367 69.110 109.6801
12842.834473 69.043 45.1918
12843.017578 68.983 -19.3073
12843.200684 68.939 -83.8331
12843.383789 68.916 -148.4487
12843.566895 68.910 146.8362
12843.750000 68.913 82.1490
12843.933105 68.941 17.6769
12844.116211 69.027 -46.5399
12844.299316 69.190 -110.7088
12844.482422 69.409 -175.1279
12844.665527 69.629 120.0860
12844.848633 69.811 55.0662
12845.031738 69.950 -9.9779
12845.214844 70.076 -74.9883
12845.397949 70.213 -140.1055
12845.581055 70.358 154.4956
12845.764160 70.492 88.8033
12845.947266 70.606 22.9818
12846.130371 70.711 -42.7854
12846.313477 70.831 -108.4466
12846.496582 70.973 -174.0775
12846.679688 71.125 120.2498
12846.862793 71.268 54.5563
12847.045898 71.400 -11.0908
12847.229004 71.528 -76.6877
12847.412109 71.659 -142.3173
12847.595215 71.787 151.9386
12847.778320 71.903 86.0952
12847.961426 72.006 20.2379
12848.144531 72.109 -45.5835
12848.327637 72.222 -111.4141
12848.510742 72.339 -177.3182
12848.693848 72.445 116.7360
12848.876953 72.540 50.8787
12849.060059 72.645 -14.8119
12849.243164 72.792 -80.4581
12849.426270 72.981 -146.3343
12849.609375 73.177 147.3766
12849.792480 73.331 80.7724
12849.975586 73.423 14.1732
12850.158691 73.476 -52.1174
12850.341797 73.533 -118.0387
12850.524902 73.626 176.2068
12850.708008 73.746 110.3602
12850.891113 73.866 44.3318
12851.074219 73.969 -21.7979
12851.257324 74.066 -87.9501
12851.440430 74.175 -154.1785
12851.623535 74.291 139.3973
12851.806641 74.393 72.7693
12851.989746 74.461 6.1164
12852.172852 74.506 -60.3222
12852.355957 74.559 -126.4627
12852.539062 74.646 167.5324
12852.722168 74.756 101.4061
12852.905273 74.850 35.0616
12853.088379 74.900 -31.3577
12853.271484 74.915 -97.6291
12853.454590 74.937 -163.6951
12853.637695 75.000 130.2475
12853.820801 75.099 63.9200
12854.003906 75.195 -2.7627
12854.187012 75.252 -69.6042
12854.370117 75.267 -136.2848
12854.553223 75.274 157.3907
12854.736328 75.308 91.3540
12854.919434 75.381 25.3544
12855.102539 75.468 -40.8162
12855.285645 75.539 -107.1795
12855.468750 75.579 -173.6201
12855.651855 75.599 119.9687
12855.834961 75.617 53.5881
12856.018066 75.645 -12.8402
12856.201172 75.677 -79.3752
12856.384277 75.703 -145.9874
12856.567383 75.717 147.4187
12856.750488 75.725 80.9298
12856.933594 75.738 14.5611
12857.116699 75.762 -51.7446
12857.299805 75.792 -118.0680
12857.482910 75.817 175.5471
12857.666016 75.824 109.1211
12857.849121 75.811 42.7210
12858.032227 75.783 -23.5889
12858.215332 75.754 -89.7971
12858.398438 75.735 -155.9593
12858.581543 75.727 137.8436
12858.764648 75.721 71.5768
12858.947754 75.709 5.2833
12859.130859 75.694 -60.9572
12859.313965 75.688 -127.1180
12859.497070 75.701 166.7301
12859.680176 75.727 100.4735
12859.863281 75.741 34.0759
12860.046387 75.721 -32.3569
12860.229492 75.663 -98.6363
12860.412598 75.590 -164.6369
12860.595703 75.532 129.5890
12860.778809 75.505 63.8394
12860.961914 75.497 -2.0749
12861.145020 75.484 -68.1850
12861.328125 75.455 -134.3738
12861.511230 75.418 159.4945
12861.694336 75.394 93.4553
12861.877441 75.391 27.4479
12862.060547 75.398 -38.5786
12862.243652 75.400 -104.5785
12862.426758 75.394 -170.4460
12862.609863 75.391 123.8677
12862.792969 75.409 58.2720
12862.976074 75.446 -7.4109
12863.159180 75.484 -73.3046
12863.342285 75.503 -139.3804
12863.525391 75.496 154.5106
12863.708496 75.480 88.5162
12863.891602 75.484 22.6715
12864.074707 75.526 -43.1207
12864.257812 75.602 -109.0035
12864.440918 75.689 -175.0502
12864.624023 75.757 118.7925
12864.807129 75.792 52.6672
12864.990234 75.801 -13.2875
12865.173340 75.807 -79.0380
12865.356445 75.832 -144.7007
12865.539551 75.884 149.5149
12865.722656 75.946 83.4504
12865.905762 75.989 17.1183
12866.088867 76.000 -49.3013
12866.271973 75.990 -115.5889
12866.455078 75.993 178.3477
12866.638184 76.036 112.3950
12866.821289 76.120 46.3277
12867.004395 76.215 -19.9931
12867.187500 76.283 -86.5068
12867.370605 76.312 -153.0143
12867.553711 76.316 140.6553
12867.736816 76.323 74.5172
12867.919922 76.350 8.4374
12868.103027 76.391 -57.7329
12868.286133 76.427 -124.0351
12868.469238 76.445 169.6026
12868.652344 76.447 103.2694
12868.835449 76.444 36.9868
12869.018555 76.443 -29.2925
12869.201660 76.442 -95.6186
12869.384766 76.435 -161.9913
12869.567871 76.422 131.6277
12869.750977 76.408 65.2674
