* Generated by rew_pipeline.py (source UUID 633417b2-a8a9-4810-837e-e85a53922a2f, calibrated to its own SPL at 100 Hz)
* Measurement: LR.filtered.clean-fdw6
* Dated: 2026-Sep-12 16:19:02
* Note: ; Vector average of L.filtered.clean-fdw6, R.filtered.clean-fdw6
* Smoothing: None
* Frequency Step: 0.1831055 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
2432.922363 68.170 15.3374
2433.105469 68.102 -51.1987
2433.288574 68.050 -117.3144
2433.471680 68.033 176.5865
2433.654785 68.017 110.1566
2433.837891 67.959 43.3213
2434.020996 67.831 -23.7803
2434.204102 67.633 -90.9469
2434.387207 67.376 -158.0253
2434.570312 67.070 135.1459
2434.753418 66.723 68.7867
2434.936523 66.365 3.1538
2435.119629 66.053 -61.6891
2435.302734 65.838 -126.0427
2435.485840 65.714 169.5434
2435.668945 65.611 104.7309
2435.852051 65.458 39.6550
2436.035156 65.241 -25.2458
2436.218262 65.017 -89.6718
2436.401367 64.858 -153.7733
2436.584473 64.780 142.0229
2436.767578 64.733 77.5350
2436.950684 64.671 13.0856
2437.133789 64.623 -50.8635
2437.316895 64.675 -114.2836
2437.500000 64.871 -177.7853
2437.683105 65.153 117.9807
2437.866211 65.408 52.9427
2438.049316 65.579 -12.4219
2438.232422 65.700 -77.6652
2438.415527 65.842 -142.7948
2438.598633 66.031 151.7729
2438.781738 66.218 85.7727
2438.964844 66.343 19.4408
2439.147949 66.407 -46.6841
2439.331055 66.484 -112.3244
2439.514160 66.647 -177.8239
2439.697266 66.879 116.1523
2439.880371 67.073 49.3296
2440.063477 67.135 -17.8762
2440.246582 67.061 -84.7225
2440.429688 66.949 -150.7371
2440.612793 66.918 143.8071
2440.795898 66.998 78.1241
2440.979004 67.108 11.7063
2441.162109 67.149 -55.2021
2441.345215 67.101 -121.9661
2441.528320 67.029 171.8241
2441.711426 67.005 105.9833
2441.894531 67.021 40.0368
2442.077637 67.006 -26.1445
2442.260742 66.912 -92.1314
2442.443848 66.787 -157.4043
2442.626953 66.747 137.9601
2442.810059 66.846 73.1555
2442.993164 67.003 7.4234
2443.176270 67.082 -59.1602
2443.359375 67.022 -125.8465
2443.542480 66.884 168.0918
2443.725586 66.787 102.6829
2443.908691 66.789 37.2545
2444.091797 66.819 -28.8000
2444.274902 66.767 -95.3125
2444.458008 66.601 -161.5493
2444.641113 66.405 133.0790
2444.824219 66.301 68.3902
2445.007324 66.320 3.6144
2445.190430 66.375 -61.7046
2445.373535 66.374 -127.2338
2445.556641 66.334 167.6527
2445.739746 66.350 103.0501
2445.922852 66.479 38.2862
2446.105957 66.648 -27.3563
2446.289062 66.727 -93.8128
2446.472168 66.663 -160.3463
2446.655273 66.532 133.7413
2446.838379 66.474 68.3634
2447.021484 66.549 2.6610
2447.204590 66.663 -64.0811
2447.387695 66.669 -131.6432
2447.570801 66.503 160.8961
2447.753906 66.224 94.4460
2447.937012 65.971 29.1805
2448.120117 65.826 -35.6194
2448.303223 65.732 -100.7983
2448.486328 65.556 -166.4388
2448.669434 65.235 128.1153
2448.852539 64.830 63.5601
2449.035645 64.477 -0.0224
2449.218750 64.263 -63.2424
2449.401855 64.167 -126.6630
2449.584961 64.132 169.7541
2449.768066 64.163 106.3857
2449.951172 64.308 43.2807
2450.134277 64.582 -19.9358
2450.317383 64.921 -83.6014
2450.500488 65.248 -147.6210
2450.683594 65.539 148.3053
2450.866699 65.820 84.3053
2451.049805 66.125 20.1912
2451.232910 66.452 -44.2955
2451.416016 66.789 -109.2547
2451.599121 67.136 -174.6499
2451.782227 67.502 119.5196
2451.965332 67.880 53.1972
2452.148438 68.235 -13.5687
2452.331543 68.529 -80.5253
2452.514648 68.753 -147.3093
2452.697754 68.933 146.3016
2452.880859 69.104 80.2485
2453.063965 69.276 14.2700
2453.247070 69.427 -51.8093
2453.430176 69.541 -117.9480
2453.613281 69.633 176.0031
2453.796387 69.743 110.0473
2453.979492 69.896 43.9907
2454.162598 70.072 -22.3560
2454.345703 70.229 -88.9253
2454.528809 70.344 -155.4138
2454.711914 70.436 138.4536
2454.895020 70.547 72.6622
2455.078125 70.697 6.9059
2455.261230 70.859 -59.1150
2455.444336 70.993 -125.4380
2455.627441 71.082 168.1428
2455.810547 71.152 101.8264
2455.993652 71.240 35.6349
2456.176758 71.366 -30.5604
2456.359863 71.520 -96.8367
2456.542969 71.683 -163.1404
2456.726074 71.855 130.6157
2456.909180 72.039 64.3896
2457.092285 72.226 -1.9697
2457.275391 72.386 -68.5467
2457.458496 72.494 -135.2280
2457.641602 72.561 158.2123
2457.824707 72.633 91.8717
2458.007812 72.759 25.5637
2458.190918 72.944 -41.0629
2458.374023 73.143 -108.1897
2458.557129 73.299 -175.6647
2458.740234 73.392 116.8768
2458.923340 73.441 49.7233
2459.106445 73.485 -17.1007
2459.289551 73.546 -83.8119
2459.472656 73.612 -150.6340
2459.655762 73.661 142.3801
2459.838867 73.684 75.3298
2460.021973 73.696 8.3074
2460.205078 73.714 -58.6981
2460.388184 73.737 -125.7415
2460.571289 73.748 167.2018
2460.754395 73.735 100.2706
2460.937500 73.704 33.5960
2461.120605 73.677 -32.8332
2461.303711 73.664 -99.1933
2461.486816 73.655 -165.6663
2461.669922 73.628 127.7068
2461.853027 73.579 61.0355
2462.036133 73.530 -5.5720
2462.219238 73.509 -72.1301
2462.402344 73.529 -138.7621
2462.585449 73.570 154.4516
2462.768555 73.608 87.5737
2462.951660 73.625 20.7621
2463.134766 73.625 -45.8666
2463.317871 73.619 -112.3288
2463.500977 73.613 -178.7346
2463.684082 73.602 114.8054
2463.867188 73.582 48.2457
2464.050293 73.554 -18.4261
2464.233398 73.521 -85.2149
2464.416504 73.483 -152.1094
2464.599609 73.432 140.9724
2464.782715 73.367 74.1628
2464.965820 73.299 7.5621
2465.148926 73.239 -58.8562
2465.332031 73.185 -125.2149
2465.515137 73.117 168.3987
2465.698242 73.018 102.0300
2465.881348 72.897 35.7890
2466.064453 72.785 -30.3328
2466.247559 72.707 -96.5416
2466.430664 72.650 -163.0876
2466.613770 72.570 130.0205
2466.796875 72.437 63.0919
2466.979980 72.266 -3.4497
2467.163086 72.118 -69.4365
2467.346191 72.044 -135.1364
2467.529297 72.030 158.9812
2467.712402 72.002 92.7379
2467.895508 71.901 26.4144
2468.078613 71.734 -39.5237
2468.261719 71.571 -104.8906
2468.444824 71.477 -170.0040
2468.627930 71.445 124.6166
2468.811035 71.408 58.7952
2468.994141 71.317 -7.1497
2469.177246 71.198 -72.7874
2469.360352 71.126 -138.0611
2469.543457 71.144 156.5867
2469.726562 71.213 90.6863
2469.909668 71.247 24.2428
2470.092773 71.203 -42.2638
2470.275879 71.114 -108.3369
2470.458984 71.056 -173.8994
2470.642090 71.073 120.6466
2470.825195 71.132 54.8784
2471.008301 71.166 -11.2201
2471.191406 71.145 -77.3178
2471.374512 71.104 -143.1543
2471.557617 71.089 151.1600
2471.740723 71.105 85.2794
2471.923828 71.102 19.0487
2472.106934 71.038 -47.2803
2472.290039 70.923 -113.2938
2472.473145 70.821 -178.8350
2472.656250 70.780 115.7894
2472.839355 70.782 50.1357
2473.022461 70.756 -15.8926
2473.205566 70.660 -81.9349
2473.388672 70.523 -147.5605
2473.571777 70.425 147.2825
2473.754883 70.416 82.1700
2473.937988 70.464 16.6685
2474.121094 70.502 -49.1961
2474.304199 70.503 -114.9973
2474.487305 70.506 179.6130
2474.670410 70.571 114.5250
2474.853516 70.700 49.3069
2475.036621 70.829 -16.2817
2475.219727 70.900 -82.0119
2475.402832 70.920 -147.4669
2475.585938 70.962 147.4733
2475.769043 71.087 82.3997
2475.952148 71.276 16.7531
2476.135254 71.452 -49.6232
2476.318359 71.559 -116.3618
2476.501465 71.609 177.0392
2476.684570 71.665 110.7812
2476.867676 71.772 44.6213
2477.050781 71.912 -21.8027
2477.233887 72.029 -88.5536
2477.416992 72.087 -155.3393
2477.600098 72.114 138.1621
2477.783203 72.174 71.9353
2477.966309 72.301 5.5967
2478.149414 72.462 -61.2385
2478.332520 72.589 -128.5649
2478.515625 72.639 163.9929
2478.698730 72.627 96.8685
2478.881836 72.606 30.2070
2479.064941 72.616 -36.2117
2479.248047 72.647 -102.7344
2479.431152 72.654 -169.4869
2479.614258 72.609 123.6896
2479.797363 72.528 57.0217
2479.980469 72.463 -9.4769
2480.163574 72.447 -76.0721
2480.346680 72.468 -143.0794
2480.529785 72.475 149.4302
2480.712891 72.425 81.7068
2480.895996 72.310 14.1365
2481.079102 72.164 -53.0058
2481.262207 72.033 -119.7385
2481.445312 71.938 173.6693
2481.628418 71.861 106.9096
2481.811523 71.758 39.8798
2481.994629 71.591 -27.2742
2482.177734 71.357 -94.2704
2482.360840 71.089 -160.8933
2482.543945 70.832 132.8578
2482.727051 70.616 66.7584
2482.910156 70.428 0.5390
2483.093262 70.229 -65.8901
2483.276367 69.986 -132.3821
2483.459473 69.698 161.3119
2483.642578 69.392 95.3238
2483.825684 69.095 29.5923
2484.008789 68.806 -36.0147
2484.191895 68.503 -101.4475
2484.375000 68.180 -166.4425
2484.558105 67.879 129.2433
2484.741211 67.663 65.4721
2484.924316 67.548 1.7463
2485.107422 67.476 -62.3258
2485.290527 67.373 -126.6159
2485.473633 67.237 169.3215
2485.656738 67.146 105.6605
2485.839844 67.174 41.9238
2486.022949 67.291 -22.5946
2486.206055 67.383 -88.0093
2486.389160 67.370 -153.6437
2486.572266 67.295 141.4136
2486.755371 67.303 77.4437
2486.938477 67.504 13.6769
2487.121582 67.839 -50.9903
2487.304688 68.136 -116.8263
2487.487793 68.274 176.8395
2487.670898 68.270 110.9222
2487.854004 68.252 45.7851
2488.037109 68.336 -19.0858
2488.220215 68.515 -84.5630
2488.403320 68.677 -150.9288
2488.586426 68.735 142.3379
2488.769531 68.702 76.0413
2488.952637 68.682 10.5794
2489.135742 68.772 -54.3987
2489.318848 68.977 -119.6349
2489.501953 69.210 174.4555
2489.685059 69.387 108.0312
2489.868164 69.487 41.4810
2490.051270 69.541 -24.9484
2490.234375 69.583 -91.2682
2490.417480 69.627 -157.5606
2490.600586 69.671 136.1877
2490.783691 69.726 70.0685
2490.966797 69.811 4.0638
2491.149902 69.930 -61.9897
2491.333008 70.054 -128.2403
2491.516113 70.145 165.3721
2491.699219 70.192 99.0611
2491.882324 70.220 32.9580
2492.065430 70.264 -33.0664
2492.248535 70.325 -99.2961
2492.431641 70.372 -165.8623
2492.614746 70.374 127.3974
2492.797852 70.344 60.7739
2492.980957 70.331 -5.6482
2493.164062 70.373 -72.1138
2493.347168 70.453 -138.9761
2493.530273 70.514 153.6899
2493.713379 70.513 86.1618
2493.896484 70.459 18.8282
2494.079590 70.403 -48.1595
2494.262695 70.381 -114.9936
2494.445801 70.383 178.0239
2494.628906 70.355 110.8327
2494.812012 70.265 43.6752
2494.995117 70.124 -23.1670
2495.178223 69.977 -89.6741
2495.361328 69.849 -156.1304
2495.544434 69.715 137.1940
2495.727539 69.537 70.3395
2495.910645 69.312 3.6216
2496.093750 69.095 -62.7462
2496.276855 68.947 -128.9440
2496.459961 68.870 164.5738
2496.643066 68.790 97.6005
2496.826172 68.624 30.4550
2497.009277 68.353 -36.2236
2497.192383 68.040 -101.9904
2497.375488 67.774 -167.0067
2497.558594 67.582 128.0709
2497.741699 67.396 62.7473
2497.924805 67.134 -2.8465
2498.107910 66.786 -68.1820
2498.291016 66.432 -132.9072
2498.474121 66.165 162.7263
2498.657227 66.002 98.1134
2498.840332 65.867 32.9623
2499.023438 65.685 -32.3675
2499.206543 65.456 -97.2310
2499.389648 65.263 -161.2545
2499.572754 65.198 135.2912
2499.755859 65.280 71.7337
2499.938965 65.444 7.5643
2500.122070 65.603 -57.2461
2500.305176 65.705 -122.4026
2500.488281 65.739 172.4827
2500.671387 65.735 107.7185
2500.854492 65.747 43.3880
2501.037598 65.828 -20.7679
2501.220703 65.979 -85.2549
2501.403809 66.137 -150.4232
2501.586914 66.219 143.8525
2501.770020 66.194 78.1319
2501.953125 66.118 12.9724
2502.136230 66.107 -51.5649
2502.319336 66.235 -116.0935
2502.502441 66.455 178.6982
2502.685547 66.652 112.7439
2502.868652 66.751 46.6481
2503.051758 66.783 -18.8975
2503.234863 66.846 -83.7291
2503.417969 67.015 -148.4191
2503.601074 67.250 146.2870
2503.784180 67.442 80.1944
2503.967285 67.521 13.7477
2504.150391 67.503 -52.4239
2504.333496 67.477 -118.0184
2504.516602 67.528 176.7428
2504.699707 67.674 111.3733
2504.882812 67.867 45.6076
2505.065918 68.056 -20.4733
2505.249023 68.219 -86.6384
2505.432129 68.357 -152.7477
2505.615234 68.473 141.2537
2505.798340 68.571 75.4181
2505.981445 68.670 9.8169
2506.164551 68.805 -55.6118
2506.347656 68.998 -121.1323
2506.530762 69.227 172.9561
2506.713867 69.437 106.6156
2506.896973 69.587 40.1381
2507.080078 69.691 -26.0989
2507.263184 69.802 -91.9789
2507.446289 69.968 -157.7977
2507.629395 70.176 136.0042
2507.812500 70.371 69.2467
2507.995605 70.512 2.1407
2508.178711 70.609 -64.9794
2508.361816 70.714 -131.9797
2508.544922 70.864 160.9509
2508.728027 71.046 93.5541
2508.911133 71.204 25.8228
2509.094238 71.301 -41.9340
2509.277344 71.347 -109.3573
2509.460449 71.392 -176.3665
2509.643555 71.474 116.7248
2509.826660 71.575 49.4688
2510.009766 71.635 -18.3147
2510.192871 71.603 -86.4119
2510.375977 71.479 -154.4068
2510.559082 71.316 137.9894
2510.742188 71.176 70.7437
2510.925293 71.084 3.5645
2511.108398 71.015 -63.7779
2511.291504 70.921 -131.2424
2511.474609 70.780 161.4251
2511.657715 70.610 94.4393
2511.840820 70.445 27.7991
2512.023926 70.305 -38.6905
2512.207031 70.182 -105.2190
2512.390137 70.059 -171.8180
2512.573242 69.932 121.5966
2512.756348 69.817 55.0804
2512.939453 69.729 -11.4377
2513.122559 69.665 -78.0829
2513.305664 69.604 -144.9219
2513.488770 69.526 148.1021
2513.671875 69.424 81.0947
2513.854980 69.303 14.1426
2514.038086 69.173 -52.7267
2514.221191 69.037 -119.4969
2514.404297 68.901 173.8519
2514.587402 68.770 107.3271
2514.770508 68.646 40.8732
2514.953613 68.520 -25.6118
2515.136719 68.367 -92.1922
2515.319824 68.164 -158.8278
2515.502930 67.905 134.6142
2515.686035 67.612 68.2348
2515.869141 67.322 1.9990
2516.052246 67.068 -64.2951
2516.235352 66.850 -130.8613
2516.418457 66.644 162.2324
2516.601562 66.421 95.1564
2516.784668 66.168 28.2178
2516.967773 65.898 -38.2859
2517.150879 65.643 -104.2524
2517.333984 65.436 -169.8536
2517.517090 65.279 124.5238
2517.700195 65.134 58.5141
2517.883301 64.944 -7.9850
2518.066406 64.671 -74.7454
2518.249512 64.326 -141.3403
2518.432617 63.981 152.5298
2518.615723 63.723 86.7412
2518.798828 63.573 20.7320
2518.981934 63.448 -45.9634
2519.165039 63.211 -113.2231
2519.348145 62.766 179.7326
2519.531250 62.142 113.9080
2519.714355 61.511 49.8015
2519.897461 61.091 -13.4917
2520.080566 60.903 -77.9253
2520.263672 60.728 -144.6753
2520.446777 60.325 146.8242
2520.629883 59.611 78.2897
2520.812988 58.721 11.6522
2520.996094 58.008 -52.3199
2521.179199 57.761 -115.5014
2521.362305 57.799 179.2570
2521.545410 57.623 111.3705
2521.728516 56.835 42.6461
2521.911621 55.267 -23.7855
2522.094727 53.154 -83.4946
2522.277832 51.625 -134.1746
2522.460938 51.681 175.4104
2522.644043 52.227 117.3521
2522.827148 52.227 55.3396
2523.010254 51.673 -4.7889
2523.193359 51.276 -59.6652
2523.376465 51.847 -112.4452
2523.559570 53.143 -168.7972
2523.742676 54.483 130.9959
2523.925781 55.653 69.1044
2524.108887 56.724 6.3871
2524.291992 57.715 -57.5221
2524.475098 58.522 -122.9031
2524.658203 59.029 170.8257
2524.841309 59.240 104.7979
2525.024414 59.306 40.0263
2525.207520 59.484 -23.4175
2525.390625 59.950 -86.7220
2525.573730 60.664 -151.2831
2525.756836 61.449 142.5175
2525.939941 62.171 75.2321
2526.123047 62.786 7.5771
2526.306152 63.306 -59.9623
2526.489258 63.754 -127.1969
2526.672363 64.149 165.9391
2526.855469 64.516 99.4403
2527.038574 64.886 33.2062
2527.221680 65.283 -33.0452
2527.404785 65.690 -99.6444
2527.587891 66.059 -166.7479
2527.770996 66.342 125.7985
2527.954102 66.527 58.3378
2528.137207 66.651 -8.8595
2528.320312 66.776 -75.8246
2528.503418 66.939 -142.9021
2528.686523 67.124 149.5464
2528.869629 67.279 81.4515
2529.052734 67.364 13.1230
2529.235840 67.382 -54.9667
2529.418945 67.379 -122.4561
2529.602051 67.417 170.6616
2529.785156 67.523 104.0737
2529.968262 67.668 37.4131
2530.151367 67.794 -29.4392
2530.334473 67.862 -96.3347
2530.517578 67.880 -163.0623
2530.700684 67.895 130.3937
2530.883789 67.947 63.7602
2531.066895 68.034 -3.3266
2531.250000 68.106 -70.9976
2531.433105 68.115 -138.9794
2531.616211 68.051 153.2469
2531.799316 67.961 86.1199
2531.982422 67.918 19.6275
2532.165527 67.957 -46.7290
2532.348633 68.024 -113.5263
2532.531738 68.014 179.1264
2532.714844 67.856 111.6787
2532.897949 67.571 44.8177
2533.081055 67.275 -21.0806
2533.264160 67.107 -86.3936
2533.447266 67.100 -152.0389
2533.630371 67.157 141.4052
2533.813477 67.156 74.2239
2533.996582 67.056 7.2099
2534.179688 66.922 -59.0279
2534.362793 66.853 -124.6243
2534.545898 66.877 169.6760
2534.729004 66.906 103.2865
2534.912109 66.829 36.3690
2535.095215 66.620 -30.3930
2535.278320 66.367 -96.4093
2535.461426 66.209 -161.7804
2535.644531 66.211 132.7404
2535.827637 66.309 66.5072
2536.010742 66.391 -0.4053
2536.193848 66.398 -67.4227
2536.376953 66.352 -134.0676
2536.560059 66.303 159.6737
2536.743164 66.259 93.4664
2536.926270 66.182 27.0972
2537.109375 66.037 -39.3011
2537.292480 65.847 -105.4496
2537.475586 65.679 -171.3496
2537.658691 65.575 122.6406
2537.841797 65.498 56.1760
2538.024902 65.377 -10.6125
2538.208008 65.179 -77.1931
2538.391113 64.946 -143.1028
2538.574219 64.750 151.5578
2538.757324 64.607 86.1817
2538.940430 64.436 20.2954
2539.123535 64.139 -45.9284
2539.306641 63.702 -111.8260
2539.489746 63.225 -176.8619
2539.672852 62.855 118.8058
2539.855957 62.660 54.3873
2540.039062 62.575 -10.6490
2540.222168 62.507 -76.0594
2540.405273 62.434 -141.2062
2540.588379 62.406 154.1546
2540.771484 62.445 89.6508
2540.954590 62.477 24.7851
2541.137695 62.380 -40.3721
2541.320801 62.099 -105.1716
2541.503906 61.693 -168.8634
2541.687012 61.327 128.7185
2541.870117 61.144 66.8535
2542.053223 61.162 4.4769
2542.236328 61.294 -58.9297
2542.419434 61.452 -123.2001
2542.602539 61.596 172.0949
2542.785645 61.715 107.3780
2542.968750 61.815 43.0055
2543.151855 61.936 -20.7897
2543.334961 62.137 -84.1528
2543.518066 62.447 -147.6497
2543.701172 62.815 148.0997
2543.884277 63.147 82.9850
2544.067383 63.386 17.4230
2544.250488 63.566 -48.0345
2544.433594 63.778 -113.2515
2544.616699 64.088 -178.6513
2544.799805 64.466 115.1810
2544.982910 64.811 48.1086
2545.166016 65.038 -19.4631
2545.349121 65.130 -86.8966
2545.532227 65.138 -153.7177
2545.715332 65.144 140.1424
2545.898438 65.209 74.3836
2546.081543 65.338 8.6084
2546.264648 65.505 -57.3963
2546.447754 65.677 -123.6495
2546.630859 65.829 169.9380
2546.813965 65.941 103.4765
2546.997070 66.001 37.1241
2547.180176 66.014 -28.9735
2547.363281 66.005 -94.7765
2547.546387 66.003 -160.4663
2547.729492 66.008 133.6559
2547.912598 65.991 67.3987
2548.095703 65.915 0.8609
2548.278809 65.778 -65.6525
2548.461914 65.617 -131.8818
2548.645020 65.480 162.1780
2548.828125 65.381 96.3124
2549.011230 65.286 30.3867
2549.194336 65.150 -35.4546
2549.377441 64.971 -100.8696
2549.560547 64.793 -165.6790
2549.743652 64.678 129.8976
2549.926758 64.634 65.3541
2550.109863 64.603 0.4063
2550.292969 64.524 -64.7346
2550.476074 64.391 -129.5101
2550.659180 64.277 166.4953
2550.842285 64.275 103.1654
2551.025391 64.420 39.8963
2551.208496 64.651 -23.8160
2551.391602 64.880 -87.9435
2551.574707 65.072 -152.0745
2551.757812 65.276 144.0952
2551.940918 65.565 80.3740
2552.124023 65.966 16.1715
2552.307129 66.418 -48.9816
2552.490234 66.836 -115.0171
2552.673340 67.173 178.5594
2552.856445 67.452 112.2981
2553.039551 67.740 46.3998
2553.222656 68.092 -19.4001
2553.405762 68.491 -85.5821
2553.588867 68.866 -152.3696
2553.771973 69.146 140.4405
2553.955078 69.315 73.3064
2554.138184 69.424 6.5858
2554.321289 69.550 -59.7351
2554.504395 69.745 -126.0450
2554.687500 69.991 167.2348
2554.870605 70.231 100.0112
2555.053711 70.420 32.5445
2555.236816 70.558 -34.7957
2555.419922 70.680 -101.8201
2555.603027 70.821 -168.6155
2555.786133 70.987 124.5697
2555.969238 71.151 57.5683
2556.152344 71.289 -9.6155
2556.335449 71.392 -76.8763
2556.518555 71.471 -144.1589
2556.701660 71.537 148.4982
2556.884766 71.586 81.0245
2557.067871 71.607 13.4224
2557.250977 71.589 -54.2130
2557.434082 71.537 -121.7656
2557.617188 71.465 170.8174
2557.800293 71.384 103.5021
2557.983398 71.292 36.2448
2558.166504 71.182 -30.9360
2558.349609 71.054 -97.9421
2558.532715 70.920 -164.6934
2558.715820 70.802 128.7816
2558.898926 70.708 62.3168
2559.082031 70.618 -4.2649
2559.265137 70.495 -71.0006
2559.448242 70.304 -137.7029
2559.631348 70.048 155.9563
2559.814453 69.773 90.2442
2559.997559 69.550 25.1240
2560.180664 69.430 -39.8202
2560.363770 69.390 -105.0957
2560.546875 69.351 -170.8698
2560.729980 69.245 123.1963
2560.913086 69.065 57.6899
2561.096191 68.887 -7.0069
2561.279297 68.808 -71.1342
2561.462402 68.856 -135.4343
2561.645508 68.955 159.5058
2561.828613 68.997 93.7784
2562.011719 68.943 27.9774
2562.194824 68.843 -37.3207
2562.377930 68.799 -102.0432
2562.561035 68.870 -166.6483
2562.744141 69.025 128.3701
2562.927246 69.192 62.9559
2563.110352 69.336 -2.6054
2563.293457 69.471 -68.1107
2563.476562 69.623 -133.6702
2563.659668 69.774 160.4804
2563.842773 69.882 94.3542
2564.025879 69.929 28.2810
2564.208984 69.964 -37.3914
2564.392090 70.064 -102.7203
2564.575195 70.264 -168.1895
2564.758301 70.510 125.7623
2564.941406 70.708 59.2148
2565.124512 70.815 -7.3333
2565.307617 70.863 -73.4248
2565.490723 70.927 -139.0858
2565.673828 71.040 155.1860
2565.856934 71.158 88.9282
2566.040039 71.207 22.1803
2566.223145 71.164 -44.5814
2566.406250 71.090 -110.9037
2566.589355 71.081 -176.7975
2566.772461 71.186 117.2320
2566.955566 71.361 50.7041
2567.138672 71.513 -16.3731
2567.321777 71.584 -83.5441
2567.504883 71.582 -150.3095
2567.687988 71.564 143.5349
2567.871094 71.585 77.7937
2568.054199 71.659 12.0890
2568.237305 71.767 -53.8662
2568.420410 71.881 -120.1683
2568.603516 71.981 173.1984
2568.786621 72.049 106.3117
2568.969727 72.075 39.3317
2569.152832 72.062 -27.5166
2569.335938 72.039 -94.0695
2569.519043 72.042 -160.3927
2569.702148 72.084 133.2437
2569.885254 72.132 66.6120
2570.068359 72.140 -0.2140
2570.251465 72.094 -66.9114
2570.434570 72.036 -133.2097
2570.617676 72.028 160.7878
2570.800781 72.086 94.6521
2570.983887 72.158 28.0498
2571.166992 72.170 -38.8975
2571.350098 72.094 -105.7221
2571.533203 71.978 -172.0354
2571.716309 71.899 122.0842
2571.899414 71.886 56.1302
2572.082520 71.890 -10.3084
2572.265625 71.835 -77.1234
2572.448730 71.695 -143.7951
2572.631836 71.527 150.1104
2572.814941 71.416 84.5206
2572.998047 71.390 18.8974
2573.181152 71.389 -47.1791
2573.364258 71.332 -113.5918
2573.547363 71.193 -179.8347
2573.730469 71.030 114.4704
2573.913574 70.929 49.1984
2574.096680 70.918 -16.1667
2574.279785 70.951 -81.9753
2574.462891 70.968 -148.0895
2574.645996 70.959 145.8877
2574.829102 70.967 80.1633
2575.012207 71.026 14.5521
2575.195312 71.114 -51.2622
2575.378418 71.175 -117.3425
2575.561523 71.176 176.5758
2575.744629 71.143 110.7654
2575.927734 71.137 45.1814
2576.110840 71.188 -20.5584
2576.293945 71.266 -86.7769
2576.477051 71.315 -153.4034
2576.660156 71.314 139.9763
2576.843262 71.296 73.7456
2577.026367 71.322 7.9248
2577.209473 71.416 -57.8450
2577.392578 71.542 -123.9520
2577.575684 71.632 169.5159
2577.758789 71.642 102.7594
2577.941895 71.577 36.0342
2578.125000 71.469 -30.5567
2578.308105 71.352 -97.0692
2578.491211 71.242 -163.5888
2578.674316 71.145 129.8971
2578.857422 71.072 63.4512
2579.040527 71.034 -2.9216
2579.223633 71.025 -69.3121
2579.406738 71.015 -135.7700
2579.589844 70.965 157.8119
2579.772949 70.867 91.6594
2579.956055 70.747 25.9007
2580.139160 70.649 -39.6205
2580.322266 70.580 -105.2762
2580.505371 70.501 -171.3250
2580.688477 70.359 122.3603
2580.871582 70.142 56.2150
2581.054688 69.902 -9.3596
2581.237793 69.726 -74.3926
2581.420898 69.656 -139.3816
2581.604004 69.648 155.1426
2581.787109 69.611 89.1307
2581.970215 69.486 23.0220
2582.153320 69.290 -42.6174
2582.336426 69.106 -107.5456
2582.519531 69.009 -172.0242
2582.702637 69.007 123.4356
2582.885742 69.051 58.5517
2583.068848 69.086 -6.5856
2583.251953 69.098 -71.7535
2583.435059 69.098 -136.8617
2583.618164 69.089 158.0309
2583.801270 69.061 92.9069
2583.984375 69.013 27.8852
2584.167480 68.973 -36.9069
2584.350586 68.987 -101.5673
2584.533691 69.067 -166.3861
2584.716797 69.176 128.4560
2584.899902 69.268 63.1537
2585.083008 69.342 -1.8924
2585.266113 69.457 -66.5005
2585.449219 69.667 -131.0250
2585.632324 69.954 163.9079
2585.815430 70.225 97.9906
2585.998535 70.395 31.5003
2586.181641 70.452 -34.9808
2586.364746 70.460 -101.0288
2586.547852 70.511 -166.6925
2586.730957 70.639 127.6156
2586.914062 70.813 61.5903
2587.097168 70.977 -4.6868
2587.280273 71.115 -70.9234
2587.463379 71.248 -136.9986
2587.646484 71.388 156.9141
2587.829590 71.505 90.5823
2588.012695 71.550 24.0609
2588.195801 71.507 -42.2962
2588.378906 71.430 -108.1534
2588.562012 71.409 -173.6006
2588.745117 71.487 120.8301
2588.928223 71.619 54.6623
2589.111328 71.716 -12.0390
2589.294434 71.738 -78.7502
2589.477539 71.719 -144.9755
2589.660645 71.736 149.3049
2589.843750 71.822 83.6231
2590.026855 71.928 17.5470
2590.209961 71.976 -48.8585
2590.393066 71.942 -115.0996
2590.576172 71.885 179.2519
2590.759277 71.900 114.1145
2590.942383 72.030 48.9068
2591.125488 72.219 -16.8713
2591.308594 72.378 -83.1872
2591.491699 72.463 -149.5936
2591.674805 72.501 144.3141
2591.857910 72.550 78.5646
2592.041016 72.640 12.8449
2592.224121 72.750 -53.1365
2592.407227 72.841 -119.3661
2592.590332 72.905 174.3962
2592.773438 72.973 108.3300
2592.956543 73.086 42.3522
2593.139648 73.245 -23.7879
2593.322754 73.417 -90.2509
2593.505859 73.557 -156.9483
2593.688965 73.648 136.3566
2593.872070 73.708 69.8562
2594.055176 73.770 3.5473
2594.238281 73.858 -62.7485
2594.421387 73.971 -129.2521
2594.604492 74.087 163.9256
2594.787598 74.182 96.8306
2594.970703 74.242 29.6251
2595.153809 74.270 -37.5013
2595.336914 74.284 -104.4289
2595.520020 74.306 -171.1720
