* Measurement data measured by REW V5.40 beta 133
* Source: /home/giacomo/DRC/DRC-120.green/X801.wav
* Format: Imported Impulse Response, 48000.0 Hz sampling
* Dated: Sep 12, 2026, 10:33:15 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Impulse Response imported from /home/giacomo/DRC/DRC-120.green/X801.wav 131072 samples (2.73 s) of 32-bit Float data at 48 kHz
* Measurement: X801
* Smoothing: None
* Frequency Step: 0.3662109 Hz
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
6561.767044 -0.010 -154.4045
6562.133255 -0.010 -154.4000
6562.499466 -0.010 -154.3953
6562.865677 -0.010 -154.3907
6563.231888 -0.010 -154.3860
6563.598099 -0.010 -154.3815
6563.964310 -0.010 -154.3769
6564.330521 -0.010 -154.3723
6564.696731 -0.010 -154.3677
6565.062942 -0.010 -154.3630
6565.429153 -0.010 -154.3584
6565.795364 -0.010 -154.3538
6566.161575 -0.010 -154.3492
6566.527786 -0.010 -154.3446
6566.893997 -0.010 -154.3400
6567.260208 -0.010 -154.3354
6567.626419 -0.010 -154.3308
6567.992630 -0.010 -154.3262
6568.358840 -0.010 -154.3216
6568.725051 -0.010 -154.3170
6569.091262 -0.010 -154.3124
6569.457473 -0.010 -154.3078
6569.823684 -0.010 -154.3032
6570.189895 -0.010 -154.2986
6570.556106 -0.010 -154.2940
6570.922317 -0.010 -154.2894
6571.288528 -0.010 -154.2848
6571.654739 -0.010 -154.2802
6572.020950 -0.010 -154.2756
6572.387160 -0.010 -154.2711
6572.753371 -0.010 -154.2664
6573.119582 -0.010 -154.2618
6573.485793 -0.010 -154.2572
6573.852004 -0.010 -154.2526
6574.218215 -0.010 -154.2480
6574.584426 -0.010 -154.2434
6574.950637 -0.010 -154.2389
6575.316848 -0.010 -154.2343
6575.683059 -0.010 -154.2297
6576.049270 -0.010 -154.2252
6576.415480 -0.010 -154.2205
6576.781691 -0.010 -154.2159
6577.147902 -0.010 -154.2113
6577.514113 -0.010 -154.2067
6577.880324 -0.010 -154.2022
6578.246535 -0.010 -154.1976
6578.612746 -0.010 -154.1931
6578.978957 -0.010 -154.1884
6579.345168 -0.010 -154.1838
6579.711379 -0.010 -154.1793
6580.077590 -0.010 -154.1747
6580.443800 -0.010 -154.1702
6580.810011 -0.010 -154.1655
6581.176222 -0.010 -154.1610
6581.542433 -0.010 -154.1564
6581.908644 -0.010 -154.1518
6582.274855 -0.010 -154.1473
6582.641066 -0.010 -154.1426
6583.007277 -0.010 -154.1381
6583.373488 -0.010 -154.1335
6583.739699 -0.010 -154.1290
6584.105910 -0.010 -154.1244
6584.472120 -0.010 -154.1198
6584.838331 -0.010 -154.1153
6585.204542 -0.010 -154.1107
6585.570753 -0.010 -154.1061
6585.936964 -0.010 -154.1016
6586.303175 -0.010 -154.0970
6586.669386 -0.010 -154.0925
6587.035597 -0.010 -154.0880
6587.401808 -0.010 -154.0833
6587.768019 -0.010 -154.0787
6588.134230 -0.010 -154.0743
6588.500440 -0.010 -154.0696
6588.866651 -0.010 -154.0651
6589.232862 -0.010 -154.0605
6589.599073 -0.010 -154.0560
6589.965284 -0.010 -154.0515
6590.331495 -0.010 -154.0469
6590.697706 -0.010 -154.0423
6591.063917 -0.010 -154.0378
6591.430128 -0.010 -154.0332
6591.796339 -0.010 -154.0287
6592.162549 -0.010 -154.0241
6592.528760 -0.010 -154.0196
6592.894971 -0.010 -154.0150
6593.261182 -0.010 -154.0104
6593.627393 -0.010 -154.0060
6593.993604 -0.010 -154.0013
6594.359815 -0.010 -153.9968
6594.726026 -0.010 -153.9922
6595.092237 -0.010 -153.9877
6595.458448 -0.010 -153.9832
6595.824659 -0.010 -153.9786
6596.190869 -0.010 -153.9741
6596.557080 -0.010 -153.9695
6596.923291 -0.010 -153.9650
6597.289502 -0.010 -153.9605
6597.655713 -0.010 -153.9559
6598.021924 -0.010 -153.9514
6598.388135 -0.010 -153.9468
6598.754346 -0.010 -153.9423
6599.120557 -0.010 -153.9378
6599.486768 -0.010 -153.9332
6599.852979 -0.010 -153.9287
6600.219189 -0.010 -153.9242
6600.585400 -0.010 -153.9196
6600.951611 -0.010 -153.9152
6601.317822 -0.010 -153.9106
6601.684033 -0.010 -153.9061
6602.050244 -0.010 -153.9015
6602.416455 -0.010 -153.8970
6602.782666 -0.010 -153.8925
6603.148877 -0.010 -153.8879
6603.515088 -0.010 -153.8834
6603.881299 -0.010 -153.8788
6604.247509 -0.010 -153.8743
6604.613720 -0.010 -153.8698
6604.979931 -0.010 -153.8652
6605.346142 -0.010 -153.8607
6605.712353 -0.010 -153.8562
6606.078564 -0.010 -153.8517
6606.444775 -0.010 -153.8472
6606.810986 -0.010 -153.8427
6607.177197 -0.010 -153.8381
6607.543408 -0.010 -153.8336
6607.909619 -0.010 -153.8291
6608.275829 -0.010 -153.8246
6608.642040 -0.010 -153.8201
6609.008251 -0.010 -153.8156
6609.374462 -0.010 -153.8111
6609.740673 -0.010 -153.8065
6610.106884 -0.010 -153.8020
6610.473095 -0.010 -153.7975
6610.839306 -0.010 -153.7930
6611.205517 -0.010 -153.7885
6611.571728 -0.010 -153.7839
6611.937939 -0.010 -153.7795
6612.304149 -0.010 -153.7750
6612.670360 -0.010 -153.7704
6613.036571 -0.010 -153.7660
6613.402782 -0.010 -153.7614
6613.768993 -0.010 -153.7570
6614.135204 -0.010 -153.7524
6614.501415 -0.010 -153.7479
6614.867626 -0.010 -153.7435
6615.233837 -0.010 -153.7389
6615.600048 -0.010 -153.7344
6615.966258 -0.010 -153.7299
6616.332469 -0.010 -153.7255
6616.698680 -0.010 -153.7209
6617.064891 -0.010 -153.7164
6617.431102 -0.010 -153.7119
6617.797313 -0.010 -153.7074
6618.163524 -0.010 -153.7029
6618.529735 -0.010 -153.6985
6618.895946 -0.010 -153.6940
6619.262157 -0.010 -153.6895
6619.628368 -0.010 -153.6849
6619.994578 -0.010 -153.6805
6620.360789 -0.010 -153.6760
6620.727000 -0.010 -153.6714
6621.093211 -0.010 -153.6670
6621.459422 -0.010 -153.6625
6621.825633 -0.010 -153.6580
6622.191844 -0.010 -153.6536
6622.558055 -0.010 -153.6490
6622.924266 -0.010 -153.6446
6623.290477 -0.010 -153.6401
6623.656688 -0.010 -153.6356
6624.022898 -0.010 -153.6312
6624.389109 -0.010 -153.6266
6624.755320 -0.010 -153.6222
6625.121531 -0.010 -153.6177
6625.487742 -0.010 -153.6132
6625.853953 -0.010 -153.6088
6626.220164 -0.010 -153.6042
6626.586375 -0.010 -153.5998
6626.952586 -0.010 -153.5953
6627.318797 -0.010 -153.5908
6627.685008 -0.010 -153.5864
6628.051218 -0.010 -153.5818
6628.417429 -0.010 -153.5774
6628.783640 -0.010 -153.5729
6629.149851 -0.010 -153.5684
6629.516062 -0.010 -153.5640
6629.882273 -0.010 -153.5595
6630.248484 -0.010 -153.5551
6630.614695 -0.010 -153.5506
6630.980906 -0.010 -153.5461
6631.347117 -0.010 -153.5417
6631.713328 -0.010 -153.5372
6632.079538 -0.010 -153.5327
6632.445749 -0.010 -153.5283
6632.811960 -0.010 -153.5237
6633.178171 -0.010 -153.5193
6633.544382 -0.010 -153.5148
6633.910593 -0.010 -153.5104
6634.276804 -0.010 -153.5060
6634.643015 -0.010 -153.5015
6635.009226 -0.010 -153.4970
6635.375437 -0.010 -153.4926
6635.741648 -0.010 -153.4881
6636.107858 -0.010 -153.4837
6636.474069 -0.010 -153.4792
6636.840280 -0.010 -153.4747
6637.206491 -0.010 -153.4703
6637.572702 -0.010 -153.4658
6637.938913 -0.010 -153.4614
6638.305124 -0.010 -153.4569
6638.671335 -0.010 -153.4525
6639.037546 -0.010 -153.4480
6639.403757 -0.010 -153.4436
6639.769967 -0.010 -153.4391
6640.136178 -0.010 -153.4346
6640.502389 -0.010 -153.4302
6640.868600 -0.010 -153.4258
6641.234811 -0.010 -153.4213
6641.601022 -0.010 -153.4169
6641.967233 -0.010 -153.4125
6642.333444 -0.010 -153.4080
6642.699655 -0.010 -153.4036
6643.065866 -0.010 -153.3991
6643.432077 -0.010 -153.3947
6643.798287 -0.010 -153.3902
6644.164498 -0.010 -153.3858
6644.530709 -0.010 -153.3814
6644.896920 -0.010 -153.3769
6645.263131 -0.010 -153.3725
6645.629342 -0.010 -153.3680
6645.995553 -0.010 -153.3636
6646.361764 -0.010 -153.3592
6646.727975 -0.010 -153.3547
6647.094186 -0.010 -153.3503
6647.460397 -0.010 -153.3459
6647.826607 -0.010 -153.3414
6648.192818 -0.010 -153.3370
6648.559029 -0.010 -153.3326
6648.925240 -0.010 -153.3282
6649.291451 -0.010 -153.3237
6649.657662 -0.010 -153.3193
6650.023873 -0.010 -153.3149
6650.390084 -0.010 -153.3104
6650.756295 -0.010 -153.3060
6651.122506 -0.010 -153.3016
6651.488717 -0.010 -153.2972
6651.854927 -0.010 -153.2928
6652.221138 -0.010 -153.2883
6652.587349 -0.010 -153.2839
6652.953560 -0.010 -153.2795
6653.319771 -0.010 -153.2751
6653.685982 -0.010 -153.2707
6654.052193 -0.010 -153.2662
6654.418404 -0.010 -153.2618
6654.784615 -0.010 -153.2574
6655.150826 -0.010 -153.2530
6655.517037 -0.010 -153.2486
6655.883247 -0.010 -153.2441
6656.249458 -0.010 -153.2397
6656.615669 -0.010 -153.2353
6656.981880 -0.010 -153.2309
6657.348091 -0.010 -153.2265
6657.714302 -0.010 -153.2220
6658.080513 -0.010 -153.2177
6658.446724 -0.010 -153.2132
6658.812935 -0.010 -153.2089
6659.179146 -0.010 -153.2045
6659.545357 -0.010 -153.2000
6659.911567 -0.010 -153.1957
6660.277778 -0.010 -153.1912
6660.643989 -0.010 -153.1868
6661.010200 -0.010 -153.1824
6661.376411 -0.010 -153.1780
6661.742622 -0.010 -153.1736
6662.108833 -0.010 -153.1692
6662.475044 -0.010 -153.1648
6662.841255 -0.010 -153.1605
6663.207466 -0.010 -153.1560
6663.573676 -0.010 -153.1516
6663.939887 -0.010 -153.1472
6664.306098 -0.010 -153.1428
6664.672309 -0.010 -153.1384
6665.038520 -0.010 -153.1340
6665.404731 -0.010 -153.1296
6665.770942 -0.010 -153.1252
6666.137153 -0.010 -153.1208
6666.503364 -0.010 -153.1165
6666.869575 -0.010 -153.1121
6667.235786 -0.010 -153.1077
6667.601996 -0.010 -153.1033
6667.968207 -0.010 -153.0989
6668.334418 -0.010 -153.0945
6668.700629 -0.010 -153.0901
6669.066840 -0.010 -153.0858
6669.433051 -0.010 -153.0814
6669.799262 -0.010 -153.0769
6670.165473 -0.010 -153.0726
6670.531684 -0.010 -153.0682
6670.897895 -0.010 -153.0638
6671.264106 -0.010 -153.0594
6671.630316 -0.010 -153.0550
6671.996527 -0.010 -153.0507
6672.362738 -0.010 -153.0463
6672.728949 -0.010 -153.0419
6673.095160 -0.010 -153.0375
6673.461371 -0.010 -153.0331
6673.827582 -0.010 -153.0287
6674.193793 -0.010 -153.0244
6674.560004 -0.010 -153.0200
6674.926215 -0.010 -153.0157
6675.292426 -0.010 -153.0113
6675.658636 -0.010 -153.0069
6676.024847 -0.010 -153.0025
6676.391058 -0.010 -152.9982
6676.757269 -0.010 -152.9938
6677.123480 -0.010 -152.9894
6677.489691 -0.010 -152.9850
6677.855902 -0.010 -152.9807
6678.222113 -0.010 -152.9763
6678.588324 -0.010 -152.9720
6678.954535 -0.010 -152.9676
6679.320746 -0.010 -152.9633
6679.686956 -0.010 -152.9588
6680.053167 -0.010 -152.9545
6680.419378 -0.010 -152.9501
6680.785589 -0.010 -152.9457
6681.151800 -0.010 -152.9414
6681.518011 -0.010 -152.9370
6681.884222 -0.010 -152.9327
6682.250433 -0.010 -152.9283
6682.616644 -0.010 -152.9240
6682.982855 -0.010 -152.9196
6683.349066 -0.010 -152.9153
6683.715276 -0.010 -152.9109
6684.081487 -0.010 -152.9065
6684.447698 -0.010 -152.9022
6684.813909 -0.010 -152.8978
6685.180120 -0.010 -152.8935
6685.546331 -0.010 -152.8891
6685.912542 -0.010 -152.8848
6686.278753 -0.010 -152.8804
6686.644964 -0.010 -152.8760
6687.011175 -0.010 -152.8718
6687.377385 -0.010 -152.8674
6687.743596 -0.010 -152.8630
6688.109807 -0.010 -152.8586
6688.476018 -0.010 -152.8543
6688.842229 -0.010 -152.8500
6689.208440 -0.010 -152.8456
6689.574651 -0.010 -152.8413
6689.940862 -0.010 -152.8369
6690.307073 -0.010 -152.8326
6690.673284 -0.010 -152.8283
6691.039495 -0.010 -152.8239
6691.405705 -0.010 -152.8196
6691.771916 -0.010 -152.8152
6692.138127 -0.010 -152.8109
6692.504338 -0.010 -152.8066
6692.870549 -0.010 -152.8022
6693.236760 -0.010 -152.7979
6693.602971 -0.010 -152.7935
6693.969182 -0.010 -152.7892
6694.335393 -0.010 -152.7849
6694.701604 -0.010 -152.7805
6695.067815 -0.010 -152.7762
6695.434025 -0.010 -152.7719
6695.800236 -0.010 -152.7675
6696.166447 -0.010 -152.7632
6696.532658 -0.010 -152.7589
6696.898869 -0.010 -152.7546
6697.265080 -0.010 -152.7502
6697.631291 -0.010 -152.7459
6697.997502 -0.010 -152.7416
6698.363713 -0.010 -152.7372
6698.729924 -0.010 -152.7329
6699.096135 -0.010 -152.7286
6699.462345 -0.010 -152.7243
6699.828556 -0.010 -152.7200
6700.194767 -0.010 -152.7156
6700.560978 -0.010 -152.7113
6700.927189 -0.010 -152.7070
6701.293400 -0.010 -152.7026
6701.659611 -0.010 -152.6984
6702.025822 -0.010 -152.6940
6702.392033 -0.010 -152.6897
6702.758244 -0.010 -152.6854
6703.124455 -0.010 -152.6811
6703.490665 -0.010 -152.6768
6703.856876 -0.010 -152.6724
6704.223087 -0.010 -152.6682
6704.589298 -0.010 -152.6638
6704.955509 -0.010 -152.6595
6705.321720 -0.010 -152.6552
6705.687931 -0.010 -152.6509
6706.054142 -0.010 -152.6466
6706.420353 -0.010 -152.6423
6706.786564 -0.010 -152.6379
6707.152775 -0.010 -152.6337
6707.518985 -0.010 -152.6293
6707.885196 -0.010 -152.6251
6708.251407 -0.010 -152.6207
6708.617618 -0.010 -152.6164
6708.983829 -0.010 -152.6121
6709.350040 -0.010 -152.6078
6709.716251 -0.010 -152.6035
6710.082462 -0.010 -152.5992
6710.448673 -0.010 -152.5949
6710.814884 -0.010 -152.5906
6711.181094 -0.010 -152.5863
6711.547305 -0.010 -152.5820
6711.913516 -0.010 -152.5778
6712.279727 -0.010 -152.5734
6712.645938 -0.010 -152.5692
6713.012149 -0.010 -152.5648
6713.378360 -0.010 -152.5605
6713.744571 -0.010 -152.5563
6714.110782 -0.010 -152.5519
6714.476993 -0.010 -152.5477
6714.843204 -0.010 -152.5433
6715.209414 -0.010 -152.5391
6715.575625 -0.010 -152.5348
6715.941836 -0.010 -152.5305
6716.308047 -0.010 -152.5262
6716.674258 -0.010 -152.5219
6717.040469 -0.010 -152.5176
6717.406680 -0.010 -152.5134
6717.772891 -0.010 -152.5090
6718.139102 -0.010 -152.5048
6718.505313 -0.010 -152.5005
6718.871524 -0.010 -152.4962
6719.237734 -0.010 -152.4919
6719.603945 -0.010 -152.4876
6719.970156 -0.010 -152.4833
6720.336367 -0.010 -152.4791
6720.702578 -0.010 -152.4748
6721.068789 -0.010 -152.4705
6721.435000 -0.010 -152.4662
6721.801211 -0.010 -152.4620
6722.167422 -0.010 -152.4576
6722.533633 -0.010 -152.4534
6722.899844 -0.010 -152.4492
6723.266054 -0.010 -152.4448
6723.632265 -0.010 -152.4406
6723.998476 -0.010 -152.4363
6724.364687 -0.010 -152.4320
6724.730898 -0.010 -152.4278
6725.097109 -0.010 -152.4235
6725.463320 -0.010 -152.4192
6725.829531 -0.010 -152.4150
6726.195742 -0.010 -152.4107
6726.561953 -0.010 -152.4064
6726.928164 -0.010 -152.4021
6727.294374 -0.010 -152.3979
6727.660585 -0.010 -152.3937
6728.026796 -0.010 -152.3893
6728.393007 -0.010 -152.3851
6728.759218 -0.010 -152.3808
6729.125429 -0.010 -152.3766
6729.491640 -0.010 -152.3723
6729.857851 -0.010 -152.3680
6730.224062 -0.010 -152.3638
6730.590273 -0.010 -152.3595
6730.956484 -0.010 -152.3553
6731.322694 -0.010 -152.3510
6731.688905 -0.010 -152.3467
6732.055116 -0.010 -152.3425
6732.421327 -0.010 -152.3382
6732.787538 -0.010 -152.3340
6733.153749 -0.010 -152.3298
6733.519960 -0.010 -152.3255
6733.886171 -0.010 -152.3212
6734.252382 -0.010 -152.3170
6734.618593 -0.010 -152.3127
6734.984803 -0.010 -152.3085
6735.351014 -0.010 -152.3042
6735.717225 -0.010 -152.3000
6736.083436 -0.010 -152.2957
6736.449647 -0.010 -152.2915
6736.815858 -0.010 -152.2872
6737.182069 -0.010 -152.2830
6737.548280 -0.010 -152.2787
6737.914491 -0.010 -152.2745
6738.280702 -0.010 -152.2702
6738.646913 -0.010 -152.2660
6739.013123 -0.010 -152.2617
6739.379334 -0.010 -152.2575
6739.745545 -0.010 -152.2532
6740.111756 -0.010 -152.2490
6740.477967 -0.010 -152.2448
6740.844178 -0.010 -152.2405
6741.210389 -0.010 -152.2363
6741.576600 -0.010 -152.2321
6741.942811 -0.010 -152.2278
6742.309022 -0.010 -152.2236
6742.675233 -0.010 -152.2194
6743.041443 -0.010 -152.2151
6743.407654 -0.010 -152.2109
6743.773865 -0.010 -152.2067
6744.140076 -0.010 -152.2025
6744.506287 -0.010 -152.1982
6744.872498 -0.010 -152.1940
6745.238709 -0.010 -152.1898
6745.604920 -0.010 -152.1855
6745.971131 -0.010 -152.1813
6746.337342 -0.010 -152.1771
6746.703553 -0.010 -152.1729
6747.069763 -0.010 -152.1686
6747.435974 -0.010 -152.1644
6747.802185 -0.010 -152.1602
6748.168396 -0.010 -152.1559
6748.534607 -0.010 -152.1517
6748.900818 -0.010 -152.1475
6749.267029 -0.010 -152.1432
6749.633240 -0.010 -152.1390
6749.999451 -0.010 -152.1348
6750.365662 -0.010 -152.1306
6750.731873 -0.010 -152.1264
6751.098083 -0.010 -152.1222
6751.464294 -0.010 -152.1180
6751.830505 -0.010 -152.1137
6752.196716 -0.010 -152.1095
6752.562927 -0.010 -152.1053
6752.929138 -0.010 -152.1011
6753.295349 -0.010 -152.0969
6753.661560 -0.010 -152.0927
6754.027771 -0.010 -152.0884
6754.393982 -0.010 -152.0842
6754.760193 -0.010 -152.0800
6755.126403 -0.010 -152.0759
6755.492614 -0.010 -152.0716
6755.858825 -0.010 -152.0674
6756.225036 -0.010 -152.0632
6756.591247 -0.010 -152.0590
6756.957458 -0.010 -152.0548
6757.323669 -0.010 -152.0505
6757.689880 -0.010 -152.0464
6758.056091 -0.010 -152.0422
6758.422302 -0.010 -152.0380
6758.788512 -0.010 -152.0338
6759.154723 -0.010 -152.0295
6759.520934 -0.010 -152.0254
6759.887145 -0.010 -152.0212
6760.253356 -0.010 -152.0170
6760.619567 -0.010 -152.0128
6760.985778 -0.010 -152.0085
6761.351989 -0.010 -152.0044
6761.718200 -0.010 -152.0002
6762.084411 -0.010 -151.9960
6762.450622 -0.010 -151.9918
6762.816832 -0.010 -151.9876
6763.183043 -0.010 -151.9834
6763.549254 -0.010 -151.9792
6763.915465 -0.010 -151.9750
6764.281676 -0.010 -151.9708
6764.647887 -0.010 -151.9667
6765.014098 -0.010 -151.9625
6765.380309 -0.010 -151.9583
6765.746520 -0.010 -151.9540
6766.112731 -0.010 -151.9499
6766.478942 -0.010 -151.9457
6766.845152 -0.010 -151.9415
6767.211363 -0.010 -151.9373
6767.577574 -0.010 -151.9332
6767.943785 -0.010 -151.9290
6768.309996 -0.010 -151.9248
6768.676207 -0.010 -151.9206
6769.042418 -0.010 -151.9164
6769.408629 -0.010 -151.9122
6769.774840 -0.010 -151.9081
6770.141051 -0.010 -151.9039
6770.507262 -0.010 -151.8997
6770.873472 -0.010 -151.8955
6771.239683 -0.010 -151.8913
6771.605894 -0.010 -151.8871
6771.972105 -0.010 -151.8830
6772.338316 -0.010 -151.8788
6772.704527 -0.010 -151.8746
6773.070738 -0.010 -151.8704
6773.436949 -0.010 -151.8663
6773.803160 -0.010 -151.8622
6774.169371 -0.010 -151.8579
6774.535582 -0.010 -151.8538
6774.901792 -0.010 -151.8495
6775.268003 -0.010 -151.8455
6775.634214 -0.010 -151.8412
6776.000425 -0.010 -151.8371
6776.366636 -0.010 -151.8329
6776.732847 -0.010 -151.8287
6777.099058 -0.010 -151.8246
6777.465269 -0.010 -151.8204
6777.831480 -0.010 -151.8163
6778.197691 -0.010 -151.8121
6778.563902 -0.010 -151.8079
6778.930112 -0.010 -151.8038
6779.296323 -0.010 -151.7996
6779.662534 -0.010 -151.7955
6780.028745 -0.010 -151.7913
6780.394956 -0.010 -151.7871
6780.761167 -0.010 -151.7830
6781.127378 -0.010 -151.7789
6781.493589 -0.010 -151.7747
6781.859800 -0.010 -151.7705
6782.226011 -0.010 -151.7664
6782.592221 -0.010 -151.7622
6782.958432 -0.010 -151.7581
6783.324643 -0.010 -151.7539
6783.690854 -0.010 -151.7498
6784.057065 -0.010 -151.7456
6784.423276 -0.010 -151.7415
6784.789487 -0.010 -151.7373
6785.155698 -0.010 -151.7332
6785.521909 -0.010 -151.7290
6785.888120 -0.010 -151.7249
6786.254331 -0.010 -151.7207
6786.620541 -0.010 -151.7166
6786.986752 -0.010 -151.7124
6787.352963 -0.010 -151.7083
6787.719174 -0.010 -151.7042
6788.085385 -0.010 -151.7000
6788.451596 -0.010 -151.6959
6788.817807 -0.010 -151.6917
6789.184018 -0.010 -151.6876
6789.550229 -0.010 -151.6835
6789.916440 -0.010 -151.6793
6790.282651 -0.010 -151.6751
6790.648861 -0.010 -151.6710
6791.015072 -0.010 -151.6669
6791.381283 -0.010 -151.6628
6791.747494 -0.010 -151.6586
6792.113705 -0.010 -151.6545
6792.479916 -0.010 -151.6503
6792.846127 -0.010 -151.6462
6793.212338 -0.010 -151.6421
6793.578549 -0.010 -151.6379
6793.944760 -0.010 -151.6338
6794.310971 -0.010 -151.6296
6794.677181 -0.010 -151.6255
6795.043392 -0.010 -151.6214
6795.409603 -0.010 -151.6172
6795.775814 -0.010 -151.6132
6796.142025 -0.010 -151.6090
6796.508236 -0.010 -151.6049
6796.874447 -0.010 -151.6008
6797.240658 -0.010 -151.5966
6797.606869 -0.010 -151.5925
6797.973080 -0.010 -151.5884
6798.339291 -0.010 -151.5842
6798.705501 -0.010 -151.5801
6799.071712 -0.010 -151.5760
6799.437923 -0.010 -151.5719
6799.804134 -0.010 -151.5677
6800.170345 -0.010 -151.5637
6800.536556 -0.010 -151.5596
6800.902767 -0.010 -151.5554
6801.268978 -0.010 -151.5513
6801.635189 -0.010 -151.5472
6802.001400 -0.010 -151.5431
6802.367611 -0.010 -151.5390
6802.733821 -0.010 -151.5349
6803.100032 -0.010 -151.5308
6803.466243 -0.010 -151.5267
6803.832454 -0.010 -151.5225
6804.198665 -0.010 -151.5184
6804.564876 -0.010 -151.5143
6804.931087 -0.010 -151.5102
6805.297298 -0.010 -151.5061
6805.663509 -0.010 -151.5020
6806.029720 -0.010 -151.4979
6806.395930 -0.010 -151.4937
6806.762141 -0.010 -151.4896
6807.128352 -0.010 -151.4855
6807.494563 -0.010 -151.4814
6807.860774 -0.010 -151.4774
6808.226985 -0.010 -151.4732
6808.593196 -0.010 -151.4691
6808.959407 -0.010 -151.4650
6809.325618 -0.010 -151.4609
6809.691829 -0.010 -151.4568
6810.058040 -0.010 -151.4527
6810.424250 -0.010 -151.4486
6810.790461 -0.010 -151.4445
6811.156672 -0.010 -151.4404
6811.522883 -0.010 -151.4363
6811.889094 -0.010 -151.4322
6812.255305 -0.010 -151.4282
6812.621516 -0.010 -151.4241
6812.987727 -0.010 -151.4199
6813.353938 -0.010 -151.4158
6813.720149 -0.010 -151.4117
6814.086360 -0.010 -151.4077
6814.452570 -0.010 -151.4036
6814.818781 -0.010 -151.3995
6815.184992 -0.010 -151.3954
6815.551203 -0.010 -151.3913
6815.917414 -0.010 -151.3872
6816.283625 -0.010 -151.3832
6816.649836 -0.010 -151.3790
6817.016047 -0.010 -151.3749
6817.382258 -0.010 -151.3708
6817.748469 -0.010 -151.3668
6818.114680 -0.010 -151.3627
6818.480890 -0.010 -151.3586
6818.847101 -0.010 -151.3546
6819.213312 -0.010 -151.3505
6819.579523 -0.010 -151.3464
6819.945734 -0.010 -151.3423
6820.311945 -0.010 -151.3382
6820.678156 -0.010 -151.3342
6821.044367 -0.010 -151.3301
6821.410578 -0.010 -151.3260
6821.776789 -0.010 -151.3220
6822.143000 -0.010 -151.3178
6822.509210 -0.010 -151.3138
6822.875421 -0.010 -151.3098
6823.241632 -0.010 -151.3056
6823.607843 -0.010 -151.3016
6823.974054 -0.010 -151.2974
6824.340265 -0.010 -151.2934
6824.706476 -0.010 -151.2894
6825.072687 -0.010 -151.2852
6825.438898 -0.010 -151.2812
6825.805109 -0.010 -151.2771
6826.171320 -0.010 -151.2731
6826.537530 -0.010 -151.2690
6826.903741 -0.010 -151.2649
6827.269952 -0.010 -151.2609
6827.636163 -0.010 -151.2567
6828.002374 -0.010 -151.2527
6828.368585 -0.010 -151.2487
6828.734796 -0.010 -151.2446
6829.101007 -0.010 -151.2405
6829.467218 -0.010 -151.2365
6829.833429 -0.010 -151.2324
6830.199639 -0.010 -151.2284
6830.565850 -0.010 -151.2243
6830.932061 -0.010 -151.2202
6831.298272 -0.010 -151.2161
6831.664483 -0.010 -151.2121
6832.030694 -0.010 -151.2081
6832.396905 -0.010 -151.2040
6832.763116 -0.010 -151.2000
6833.129327 -0.010 -151.1959
6833.495538 -0.010 -151.1918
6833.861749 -0.010 -151.1878
6834.227959 -0.010 -151.1837
6834.594170 -0.010 -151.1797
6834.960381 -0.010 -151.1756
6835.326592 -0.010 -151.1716
6835.692803 -0.010 -151.1675
6836.059014 -0.010 -151.1635
6836.425225 -0.010 -151.1594
6836.791436 -0.010 -151.1553
6837.157647 -0.010 -151.1513
6837.523858 -0.010 -151.1473
6837.890069 -0.010 -151.1432
6838.256279 -0.010 -151.1392
6838.622490 -0.010 -151.1351
6838.988701 -0.010 -151.1311
6839.354912 -0.010 -151.1271
6839.721123 -0.010 -151.1230
6840.087334 -0.010 -151.1190
6840.453545 -0.010 -151.1150
6840.819756 -0.010 -151.1109
6841.185967 -0.010 -151.1069
6841.552178 -0.010 -151.1028
6841.918389 -0.010 -151.0988
6842.284599 -0.010 -151.0948
6842.650810 -0.010 -151.0907
6843.017021 -0.010 -151.0867
6843.383232 -0.010 -151.0826
6843.749443 -0.010 -151.0786
6844.115654 -0.010 -151.0746
6844.481865 -0.010 -151.0706
6844.848076 -0.010 -151.0666
6845.214287 -0.010 -151.0625
6845.580498 -0.010 -151.0585
6845.946709 -0.010 -151.0545
6846.312919 -0.010 -151.0504
6846.679130 -0.010 -151.0464
6847.045341 -0.010 -151.0424
6847.411552 -0.010 -151.0383
6847.777763 -0.010 -151.0343
6848.143974 -0.010 -151.0303
6848.510185 -0.010 -151.0262
6848.876396 -0.010 -151.0222
6849.242607 -0.010 -151.0182
6849.608818 -0.010 -151.0142
6849.975029 -0.010 -151.0101
6850.341239 -0.010 -151.0062
6850.707450 -0.010 -151.0021
6851.073661 -0.010 -150.9981
6851.439872 -0.010 -150.9941
6851.806083 -0.010 -150.9901
6852.172294 -0.010 -150.9861
6852.538505 -0.010 -150.9820
6852.904716 -0.010 -150.9780
6853.270927 -0.010 -150.9740
6853.637138 -0.010 -150.9700
6854.003348 -0.010 -150.9660
6854.369559 -0.010 -150.9619
6854.735770 -0.010 -150.9579
6855.101981 -0.010 -150.9540
6855.468192 -0.010 -150.9499
6855.834403 -0.010 -150.9459
6856.200614 -0.010 -150.9419
6856.566825 -0.010 -150.9379
