* Generated by rew_pipeline.py (source UUID 3345a9fc-2b9f-4cd3-b89a-36b93d3c0b7d, calibrated to its own SPL at 100 Hz)
* Measurement: R.nofdw.clean-fdw6
* Dated: 2026-Sep-12 16:19:00
* Note: ; Copy of R.0 10 sept 2026 Position MLP 4.18m from front wall 3.32m from RLand L speaker 1.20m speakers to front wall marker: green 2 screen panels prolongation - new setup DAC level -29dB MIC HEIGHT: 1.000m mic boom arm height: 1.040 -12dBFS OKTO -28dB DELAY -0.0108 ms (-3.7 mm, -0.15 in) using estimated IR delay relative to Acoustic reference played from DAC8STEREO L with no timing offset Clock adjustment: -15.2 ppm
* Smoothing: None
* Frequency Step: 0.3662109 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
4096.801758 76.564 -8.0643
4097.167969 76.546 -143.0682
4097.534180 76.546 82.8670
4097.900391 76.653 -50.2255
4098.266602 76.607 175.3299
4098.632812 76.572 42.4547
4098.999023 76.429 -91.2180
4099.365234 76.392 135.7989
4099.731445 76.329 2.8049
4100.097656 76.432 -129.3954
4100.463867 76.461 98.7729
4100.830078 76.486 -35.1099
4101.196289 76.514 -168.8602
4101.562500 76.467 59.3482
4101.928711 76.561 -73.6369
4102.294922 76.334 153.7736
4102.661133 76.146 20.7894
4103.027344 75.911 -112.1794
4103.393555 75.829 117.4535
4103.759766 75.831 -14.9872
4104.125977 75.646 -147.6122
4104.492188 75.697 84.3091
4104.858398 75.707 -47.3691
4105.224609 75.719 -178.7019
4105.590820 75.727 49.9135
4105.957031 76.098 -81.1561
4106.323242 76.147 147.5575
4106.689453 76.501 16.0708
4107.055664 76.700 -116.1131
4107.421875 76.929 111.8128
4107.788086 77.215 -20.1048
4108.154297 77.614 -153.2648
4108.520508 77.871 73.0790
4108.886719 78.136 -59.4093
4109.252930 78.249 167.1929
4109.619141 78.391 33.1876
4109.985352 78.542 -101.1020
4110.351562 78.650 125.4532
4110.717773 78.784 -8.7847
4111.083984 78.765 -142.6064
4111.450195 78.715 82.9030
4111.816406 78.785 -51.1378
4112.182617 78.766 175.3037
4112.548828 78.613 41.1509
4112.915039 78.684 -92.3859
4113.281250 78.283 132.8860
4113.647461 78.139 1.0660
4114.013672 77.775 -133.5838
4114.379883 77.741 93.0070
4114.746094 77.438 -38.4161
4115.112305 77.386 -171.6828
4115.478516 77.331 55.9252
4115.844727 77.162 -75.6644
4116.210938 77.042 150.4212
4116.577148 76.921 15.8933
4116.943359 76.769 -115.8036
4117.309570 76.672 110.4364
4117.675781 76.289 -22.8282
4118.041992 76.177 -156.1447
4118.408203 75.786 70.3395
4118.774414 75.092 -63.6160
4119.140625 75.017 164.5222
4119.506836 74.219 34.6600
4119.873047 73.742 -96.4211
4120.239258 73.168 130.3038
4120.605469 73.236 2.0235
4120.971680 72.714 -129.6857
4121.337891 72.532 101.5583
4121.704102 72.359 -29.5776
4122.070312 72.243 -158.5055
4122.436523 71.775 71.3362
4122.802734 71.497 -54.3395
4123.168945 71.576 172.0703
4123.535156 71.644 45.9765
4123.901367 71.535 -84.5246
4124.267578 72.117 144.2831
4124.633789 72.125 15.7052
4125.000000 72.526 -114.5536
4125.366211 72.540 112.8801
4125.732422 72.921 -16.5531
4126.098633 72.992 -146.0111
4126.464844 73.229 82.7103
4126.831055 73.098 -47.5313
4127.197266 73.516 -179.6660
4127.563477 73.939 49.1344
4127.929688 74.099 -81.1063
4128.295898 74.444 144.8780
4128.662109 74.723 13.6871
4129.028320 75.019 -118.2041
4129.394531 75.040 111.0324
4129.760742 75.303 -21.4694
4130.126953 75.654 -153.3792
4130.493164 75.797 72.2563
4130.859375 76.123 -59.0131
4131.225586 76.150 166.7314
4131.591797 76.483 34.3874
4131.958008 76.782 -98.6524
4132.324219 76.787 127.9989
4132.690430 77.019 -4.6942
4133.056641 77.109 -138.5957
4133.422852 77.192 86.4350
4133.789062 77.277 -45.1898
4134.155273 77.313 -179.8607
4134.521484 77.408 47.5850
4134.887695 77.271 -85.7462
4135.253906 77.560 140.7919
4135.620117 77.447 7.3796
4135.986328 77.662 -126.1571
4136.352539 77.653 99.8996
4136.718750 77.798 -34.5613
4137.084961 77.707 -169.0360
4137.451172 77.823 56.2040
4137.817383 77.594 -78.9807
4138.183594 77.425 146.3476
4138.549805 76.952 11.3897
4138.916016 76.682 -122.9405
4139.282227 76.112 103.5626
4139.648438 75.604 -30.0326
4140.014648 75.003 -163.2686
4140.380859 74.734 65.6769
4140.747070 74.265 -67.0446
4141.113281 73.815 161.8009
4141.479492 73.345 31.9969
4141.845703 72.897 -100.3524
4142.211914 72.814 129.9961
4142.578125 72.598 -1.0878
4142.944336 72.534 -132.1170
4143.310547 72.376 97.2943
4143.676758 72.176 -32.4173
4144.042969 71.987 -165.1321
4144.409180 71.975 62.1306
4144.775391 71.716 -68.8213
4145.141602 71.513 161.5498
4145.507812 71.176 29.1600
4145.874023 70.926 -102.2719
4146.240234 71.202 126.8997
4146.606445 70.822 -5.1440
4146.972656 71.006 -135.9943
4147.338867 70.666 90.8345
4147.705078 70.605 -44.1976
4148.071289 70.069 -177.2919
4148.437500 69.569 52.7180
4148.803711 68.626 -77.9006
4149.169922 67.955 149.5940
4149.536133 66.979 21.3111
4149.902344 66.105 -106.1618
4150.268555 65.253 127.9519
4150.634766 65.478 10.4516
4151.000977 65.824 -113.8209
4151.367188 66.403 122.6808
4151.733398 66.927 -5.2119
4152.099609 67.721 -132.5818
4152.465820 68.494 99.4220
4152.832031 69.260 -31.5723
4153.198242 70.029 -163.3337
4153.564453 70.722 66.8152
4153.930664 71.363 -65.2488
4154.296875 71.834 161.3175
4154.663086 72.593 28.6786
4155.029297 73.056 -103.3802
4155.395508 73.262 122.4056
4155.761719 73.895 -9.8990
4156.127930 74.140 -143.9085
4156.494141 74.399 83.6563
4156.860352 74.606 -50.0794
4157.226562 74.766 174.5106
4157.592773 75.043 43.5312
4157.958984 75.167 -89.6661
4158.325195 75.227 137.3408
4158.691406 75.553 4.7353
4159.057617 75.821 -127.9332
4159.423828 76.153 99.6935
4159.790039 76.411 -34.0892
4160.156250 76.795 -167.1650
4160.522461 77.113 59.1316
4160.888672 77.424 -75.3077
4161.254883 77.542 149.0268
4161.621094 77.620 13.1267
4161.987305 77.872 -122.1440
4162.353516 77.682 102.0185
4162.719727 77.540 -34.6726
4163.085938 77.512 -170.4267
4163.452148 77.007 55.4005
4163.818359 76.700 -80.5756
4164.184570 75.994 144.8349
4164.550781 75.484 12.0276
4164.916992 74.931 -121.9882
4165.283203 74.081 106.0078
4165.649414 73.754 -24.5829
4166.015625 73.245 -155.6658
4166.381836 72.506 73.6896
4166.748047 72.234 -54.9734
4167.114258 71.974 178.1060
4167.480469 71.917 48.8348
4167.846680 71.795 -80.1559
4168.212891 72.087 151.5222
4168.579102 72.207 20.7493
4168.945312 72.725 -109.0707
4169.311523 73.039 118.9715
4169.677734 73.187 -12.8976
4170.043945 73.425 -145.8358
4170.410156 73.724 81.7839
4170.776367 73.863 -52.4448
4171.142578 73.765 173.7728
4171.508789 73.947 40.7075
4171.875000 74.030 -94.5965
4172.241211 73.815 131.8050
4172.607422 73.774 -1.6771
4172.973633 73.565 -134.9508
4173.339844 73.339 90.1560
4173.706055 73.177 -44.1679
4174.072266 72.574 -175.3308
4174.438477 71.833 50.2970
4174.804688 71.827 -80.2371
4175.170898 71.028 148.2529
4175.537109 70.095 19.0852
4175.903320 69.828 -111.5341
4176.269531 69.366 119.5944
4176.635742 69.375 -10.6870
4177.001953 68.416 -137.7150
4177.368164 69.296 93.1418
4177.734375 69.169 -36.3990
4178.100586 69.494 -164.7309
4178.466797 69.643 60.3381
4178.833008 69.677 -68.2396
4179.199219 69.594 157.8577
4179.565430 69.642 29.7488
4179.931641 69.365 -103.6721
4180.297852 69.012 126.7730
4180.664062 68.728 -6.7239
4181.030273 68.187 -134.2874
4181.396484 67.940 98.6951
4181.762695 67.655 -34.6485
4182.128906 67.631 -158.4567
4182.495117 67.664 75.5680
4182.861328 68.445 -50.9438
4183.227539 68.625 -177.7709
4183.593750 69.131 53.3086
4183.959961 69.931 -76.1686
4184.326172 70.769 156.3761
4184.692383 71.250 25.2145
4185.058594 72.232 -105.9789
4185.424805 73.035 119.2160
4185.791016 73.417 -15.5134
4186.157227 73.865 -146.3840
4186.523438 74.417 79.5154
4186.889648 74.825 -55.0262
4187.255859 75.120 171.0261
4187.622070 75.425 37.1152
4187.988281 75.550 -96.3850
4188.354492 75.822 129.4798
4188.720703 75.908 -4.6844
4189.086914 76.137 -138.3037
4189.453125 76.165 87.8861
4189.819336 76.191 -44.6289
4190.185547 76.376 -177.6759
4190.551758 76.535 48.5438
4190.917969 76.528 -85.5617
4191.284180 76.702 142.4422
4191.650391 76.773 8.5317
4192.016602 76.831 -124.8134
4192.382812 76.965 100.9541
4192.749023 77.119 -31.1909
4193.115234 77.207 -165.8300
4193.481445 77.098 59.7326
4193.847656 77.186 -74.0040
4194.213867 77.127 152.0089
4194.580078 76.977 17.4645
4194.946289 76.965 -117.5872
4195.312500 76.819 110.1173
4195.678711 76.460 -25.6996
4196.044922 75.989 -158.9641
4196.411133 75.679 67.3234
4196.777344 75.509 -65.6720
4197.143555 74.961 161.7684
4197.509766 74.674 30.0346
4197.875977 74.328 -102.2199
4198.242188 73.756 123.8779
4198.608398 73.565 -5.6814
4198.974609 73.551 -136.1819
4199.340820 73.068 93.4573
4199.707031 73.009 -36.2235
4200.073242 73.136 -166.6114
4200.439453 73.326 61.6256
4200.805664 72.989 -67.7087
4201.171875 73.078 159.9633
4201.538086 73.199 26.7737
4201.904297 73.128 -107.3735
4202.270508 72.891 123.5531
4202.636719 72.930 -8.7810
4203.002930 72.873 -142.2627
4203.369141 72.758 82.5606
4203.735352 72.431 -48.1602
4204.101562 72.200 179.8809
4204.467773 71.639 48.5228
4204.833984 71.382 -84.3706
4205.200195 71.105 143.4279
4205.566406 70.303 15.1164
4205.932617 70.004 -117.3978
4206.298828 69.198 114.1080
4206.665039 68.871 -11.6683
4207.031250 68.295 -136.4850
4207.397461 68.575 96.5827
4207.763672 68.609 -28.7688
4208.129883 69.552 -152.6347
4208.496094 69.881 81.8897
4208.862305 70.975 -48.7735
4209.228516 71.944 178.1131
4209.594727 72.697 48.9298
4209.960938 73.675 -84.0989
4210.327148 74.108 143.5112
4210.693359 75.022 10.5264
4211.059570 75.318 -124.8299
4211.425781 75.844 102.3512
4211.791992 76.325 -33.1803
4212.158203 76.571 -167.9549
4212.524414 76.893 58.3411
4212.890625 76.973 -77.4003
4213.256836 77.143 147.6724
4213.623047 77.232 14.7805
4213.989258 77.293 -119.5297
4214.355469 77.370 106.4629
4214.721680 77.500 -27.5426
4215.087891 77.462 -162.8026
4215.454102 77.564 63.8386
4215.820312 77.376 -70.9911
4216.186523 77.430 154.7545
4216.552734 77.318 21.2242
4216.918945 77.079 -113.5346
4217.285156 76.874 111.9054
4217.651367 76.822 -21.0562
4218.017578 76.516 -154.7122
4218.383789 76.229 70.9398
4218.750000 76.040 -62.2860
4219.116211 75.665 165.2634
4219.482422 75.441 32.4355
4219.848633 75.198 -100.2191
4220.214844 74.749 127.0649
4220.581055 74.331 -4.6064
4220.947266 74.218 -135.6373
4221.313477 73.922 92.3449
4221.679688 73.554 -38.3245
4222.045898 73.625 -170.9348
4222.412109 73.560 58.5534
4222.778320 73.329 -74.4165
4223.144531 73.055 153.7698
4223.510742 73.014 20.2606
4223.876953 72.768 -110.7153
4224.243164 72.427 117.0330
4224.609375 71.845 -12.9561
4224.975586 71.454 -143.1526
4225.341797 71.190 85.7794
4225.708008 71.008 -44.5312
4226.074219 70.947 -173.0923
4226.440430 70.911 58.4688
4226.806641 70.735 -72.0264
4227.172852 70.852 161.1372
4227.539062 70.907 31.5754
4227.905273 71.246 -98.1373
4228.271484 71.706 130.3657
4228.637695 71.991 -1.2084
4229.003906 72.248 -129.9886
4229.370117 72.390 97.5179
4229.736328 72.925 -34.7692
4230.102539 73.222 -165.3689
4230.468750 73.225 61.3503
4230.834961 73.811 -71.2710
4231.201172 73.981 155.3728
4231.567383 73.841 20.5878
4231.933594 74.234 -112.4425
4232.299805 74.091 113.1564
4232.666016 74.054 -18.8928
4233.032227 73.972 -151.2419
4233.398438 73.750 76.2894
4233.764648 73.921 -55.8447
4234.130859 73.839 171.5043
4234.497070 74.018 39.2203
4234.863281 74.098 -92.4428
4235.229492 73.886 136.2186
4235.595703 73.886 2.7367
4235.961914 74.070 -130.0359
4236.328125 74.091 99.2731
4236.694336 74.214 -34.1418
4237.060547 74.281 -166.5523
4237.426758 74.362 63.0079
4237.792969 74.556 -71.5256
4238.159180 74.692 156.7265
4238.525391 74.610 23.3298
4238.891602 74.911 -111.4347
4239.257812 74.947 114.7446
4239.624023 74.885 -19.1259
4239.990234 75.038 -154.5676
4240.356445 74.598 70.7209
4240.722656 74.372 -63.8768
4241.088867 74.016 162.7122
4241.455078 73.574 27.3475
4241.821289 72.752 -105.0713
4242.187500 72.479 120.9382
4242.553711 71.825 -8.9486
4242.919922 71.443 -138.9670
4243.286133 71.029 94.2152
4243.652344 70.982 -35.7051
4244.018555 70.892 -166.1408
4244.384766 70.941 62.9498
4244.750977 71.342 -69.9195
4245.117188 71.579 157.6466
4245.483398 71.652 25.5369
4245.849609 71.767 -109.7652
4246.215820 71.286 117.1662
4246.582031 71.258 -16.9615
4246.948242 70.834 -153.1311
4247.314453 70.484 71.7962
4247.680664 70.337 -59.0654
4248.046875 69.468 165.3163
4248.413086 68.905 32.4702
4248.779297 67.661 -99.8314
4249.145508 67.179 129.3597
4249.511719 65.954 0.3910
4249.877930 64.898 -124.6265
4250.244141 64.471 111.9739
4250.610352 64.233 -16.8710
4250.976562 64.144 -135.6151
4251.342773 63.730 94.0359
4251.708984 64.061 -33.2021
4252.075195 64.628 -161.2177
4252.441406 65.154 73.0055
4252.807617 65.546 -61.0547
4253.173828 66.026 167.5409
4253.540039 66.939 37.1294
4253.906250 67.100 -88.8681
4254.272461 67.178 136.2065
4254.638672 67.132 5.3209
4255.004883 67.401 -127.8145
4255.371094 67.920 98.9737
4255.737305 68.072 -31.3983
4256.103516 68.309 -165.0227
4256.469727 68.201 60.8222
4256.835938 68.338 -70.8005
4257.202148 67.511 155.6302
4257.568359 67.749 27.4627
4257.934570 67.679 -103.9411
4258.300781 67.536 127.0829
4258.666992 67.168 -1.5745
4259.033203 67.218 -135.5990
4259.399414 67.413 95.4776
4259.765625 68.268 -40.6537
4260.131836 67.601 -170.2087
4260.498047 67.951 54.1688
4260.864258 67.276 -74.6840
4261.230469 67.569 150.3385
4261.596680 67.394 21.1045
4261.962891 66.394 -109.8179
4262.329102 66.413 120.6109
4262.695312 66.293 -13.2209
4263.061523 65.589 -142.0960
4263.427734 65.927 92.1544
4263.793945 64.844 -37.0462
4264.160156 65.649 -161.3408
4264.526367 65.556 71.4704
4264.892578 65.705 -58.0920
4265.258789 65.639 174.7353
4265.625000 65.648 45.9502
4265.991211 66.373 -80.4290
4266.357422 67.456 150.4117
4266.723633 67.674 21.9665
4267.089844 69.101 -108.2360
4267.456055 69.549 121.9327
4267.822266 70.573 -12.3239
4268.188477 71.191 -145.3501
4268.554688 71.820 79.2314
4268.920898 72.228 -53.6461
4269.287109 72.515 171.3512
4269.653320 72.487 38.3071
4270.019531 72.680 -96.0892
4270.385742 72.713 129.8163
4270.751953 72.637 -4.2040
4271.118164 72.408 -137.3870
4271.484375 72.308 93.2541
4271.850586 72.065 -37.3303
4272.216797 72.002 -168.1094
4272.583008 72.355 62.7949
4272.949219 72.492 -65.4572
4273.315430 72.946 161.6243
4273.681641 73.644 31.0030
4274.047852 73.846 -99.0844
4274.414062 74.364 127.0512
4274.780273 74.397 -4.7571
4275.146484 75.107 -138.5238
4275.512695 75.380 87.4607
4275.878906 75.566 -45.6128
4276.245117 75.892 -178.0971
4276.611328 75.943 48.1847
4276.977539 75.920 -84.4391
4277.343750 76.360 142.2605
4277.709961 76.291 9.1141
4278.076172 76.484 -123.4417
4278.442383 76.559 104.0981
4278.808594 76.602 -27.6437
4279.174805 76.768 -160.7339
4279.541016 76.881 66.9015
4279.907227 76.999 -66.2998
4280.273438 77.380 162.1421
4280.639648 77.221 29.6555
4281.005859 77.443 -102.2496
4281.372070 77.786 123.8788
4281.738281 77.813 -8.3172
4282.104492 77.830 -142.0042
4282.470703 77.633 84.8132
4282.836914 77.769 -47.0424
4283.203125 77.818 -178.5289
4283.569336 77.868 49.6874
4283.935547 77.999 -82.5505
4284.301758 78.077 145.8143
4284.667969 78.173 12.9835
4285.034180 78.272 -117.4883
4285.400391 78.785 111.0620
4285.766602 78.833 -20.6240
4286.132812 79.325 -153.2306
4286.499023 79.559 73.8922
4286.865234 79.892 -58.8110
4287.231445 80.208 167.7831
4287.597656 80.390 34.4679
4287.963867 80.843 -99.2030
4288.330078 80.871 127.0757
4288.696289 81.159 -7.7368
4289.062500 81.398 -141.3768
4289.428711 81.377 84.9036
4289.794922 81.441 -48.8446
4290.161133 81.477 177.3948
4290.527344 81.590 43.5337
4290.893555 81.670 -90.0638
4291.259766 81.650 136.2735
4291.625977 81.806 4.3434
4291.992188 81.801 -129.5258
4292.358398 81.796 96.6466
4292.724609 81.977 -36.8466
4293.090820 82.030 -169.8171
4293.457031 82.120 56.7998
4293.823242 82.210 -76.8803
4294.189453 82.366 149.1737
4294.555664 82.454 15.8361
4294.921875 82.501 -118.9954
4295.288086 82.517 107.4377
4295.654297 82.493 -27.0741
4296.020508 82.466 -161.6627
4296.386719 82.446 64.3773
4296.752930 82.285 -69.8039
4297.119141 82.080 155.9442
4297.485352 82.084 23.0083
4297.851562 81.896 -111.6254
4298.217773 81.781 115.9209
4298.583984 81.714 -18.3462
4298.950195 81.446 -151.0285
4299.316406 81.223 75.3955
4299.682617 81.236 -56.4713
4300.048828 80.966 169.3803
4300.415039 81.030 36.4025
4300.781250 80.732 -95.6073
4301.147461 80.775 131.2495
4301.513672 80.733 -1.7344
4301.879883 80.659 -134.5696
4302.246094 80.555 92.7763
4302.612305 80.401 -40.1514
4302.978516 80.316 -174.1401
4303.344727 80.213 53.0640
4303.710938 80.052 -79.8192
4304.077148 80.023 147.2484
4304.443359 79.770 14.8733
4304.809570 79.767 -116.5771
4305.175781 79.593 112.1060
4305.541992 79.753 -20.8308
4305.908203 79.919 -152.5654
4306.274414 80.017 74.2635
4306.640625 80.342 -58.9374
4307.006836 80.554 167.2604
4307.373047 80.718 33.2543
4307.739258 80.776 -102.2404
4308.105469 80.867 122.5212
4308.471680 80.838 -12.2927
4308.837891 80.874 -148.3147
4309.204102 80.802 77.5758
4309.570312 80.617 -58.8559
4309.936523 80.103 166.3559
4310.302734 79.912 31.8162
4310.668945 79.582 -103.1410
4311.035156 79.201 122.8270
4311.401367 78.847 -13.0987
4311.767578 78.407 -145.6656
4312.133789 78.168 81.5059
4312.500000 77.836 -51.7599
4312.866211 77.235 174.6222
4313.232422 77.178 41.3802
4313.598633 76.861 -90.6509
4313.964844 76.572 135.8906
4314.331055 76.407 3.8022
4314.697266 76.361 -130.3608
4315.063477 76.200 97.1389
4315.429688 76.118 -36.7490
4315.795898 76.015 -170.6703
4316.162109 76.075 55.7157
4316.528320 75.887 -79.9709
4316.894531 75.870 145.7718
4317.260742 75.641 11.2931
4317.626953 75.692 -123.8882
4317.993164 75.385 99.2859
4318.359375 75.273 -37.0899
4318.725586 75.152 -172.7285
4319.091797 74.693 51.7477
4319.458008 74.499 -85.5134
4319.824219 74.257 137.7659
4320.190430 73.918 -1.6226
4320.556641 73.504 -137.4606
4320.922852 72.934 83.3890
4321.289062 72.468 -53.1908
4321.655273 71.994 169.1700
4322.021484 71.275 33.9919
4322.387695 70.943 -101.8922
4322.753906 70.353 121.8308
4323.120117 69.968 -14.1089
4323.486328 69.769 -149.1599
4323.852539 69.934 71.5720
4324.218750 70.001 -64.0934
4324.584961 69.534 161.6742
4324.951172 70.067 18.9570
4325.317383 70.160 -117.5005
4325.683594 70.503 103.7332
4326.049805 70.449 -35.1995
4326.416016 70.913 -171.8770
4326.782227 71.051 51.2839
4327.148438 71.310 -86.7312
4327.514648 71.524 135.6999
4327.880859 71.776 -2.4181
4328.247070 72.303 -140.0912
4328.613281 72.411 81.5244
4328.979492 72.708 -56.5158
4329.345703 72.826 164.0325
4329.711914 73.046 28.5326
4330.078125 72.956 -112.3105
4330.444336 72.670 111.3656
4330.810547 72.970 -27.4878
4331.176758 72.570 -164.6164
4331.542969 72.584 59.2738
4331.909180 72.254 -78.1963
4332.275391 71.874 147.0466
4332.641602 71.802 12.5428
4333.007812 71.197 -124.8807
4333.374023 70.763 100.3607
4333.740234 69.649 -34.8774
4334.106445 69.423 -170.2905
4334.472656 68.849 60.2518
4334.838867 67.805 -73.6065
4335.205078 66.907 157.6327
4335.571289 66.925 26.5992
4335.937500 65.534 -100.6649
4336.303711 64.929 129.9197
4336.669922 65.149 7.3608
4337.036133 64.687 -123.0955
4337.402344 66.098 110.8167
4337.768555 67.639 -18.8165
4338.134766 67.512 -145.4008
4338.500977 67.855 82.2753
4338.867188 68.560 -51.0878
4339.233398 68.543 175.1703
4339.599609 68.853 40.7703
4339.965820 68.876 -88.4221
4340.332031 68.734 140.0622
4340.698242 68.757 7.6956
4341.064453 68.907 -122.6759
4341.430664 69.158 106.1136
4341.796875 69.693 -26.9337
4342.163086 70.153 -156.1243
4342.529297 70.652 74.1297
4342.895508 71.293 -60.4722
4343.261719 71.609 167.0170
4343.627930 72.186 34.5271
4343.994141 72.374 -100.6102
4344.360352 72.391 126.6184
4344.726562 72.706 -7.0034
4345.092773 72.758 -138.5174
4345.458984 72.960 86.9461
4345.825195 73.211 -45.2460
4346.191406 73.426 -176.1567
4346.557617 73.689 50.0729
4346.923828 74.224 -83.6687
4347.290039 74.370 143.9824
4347.656250 74.602 9.1889
4348.022461 74.945 -125.4470
4348.388672 75.152 99.6547
4348.754883 75.229 -33.6142
4349.121094 75.165 -167.8972
4349.487305 75.261 57.6433
4349.853516 75.292 -75.7469
4350.219727 75.190 151.2179
4350.585938 75.306 16.9802
4350.952148 75.151 -116.4513
4351.318359 75.418 110.9836
4351.684570 75.526 -22.6916
4352.050781 75.522 -155.8184
4352.416992 75.812 70.5490
4352.783203 75.969 -63.6188
4353.149414 75.985 162.4357
4353.515625 76.300 27.4192
4353.881836 76.308 -107.4512
4354.248047 76.440 118.0750
4354.614258 76.417 -17.8413
4354.980469 76.463 -152.0639
4355.346680 76.595 71.9215
4355.712891 76.325 -64.5417
4356.079102 76.428 159.6653
4356.445312 76.116 23.6490
4356.811523 75.839 -113.8882
4357.177734 75.646 110.6104
4357.543945 75.417 -25.8003
4357.910156 74.974 -163.6470
4358.276367 74.435 60.2207
4358.642578 73.865 -75.9068
4359.008789 73.057 145.8634
4359.375000 72.073 8.4549
4359.741211 71.965 -125.3230
4360.107422 70.758 96.9807
4360.473633 69.730 -39.2204
4360.839844 68.936 -175.9847
4361.206055 68.166 46.1724
4361.572266 67.286 -95.2320
4361.938477 66.216 128.9493
4362.304688 65.130 -12.6911
4362.670898 63.148 -154.0148
4363.037109 62.512 48.9896
4363.403320 61.002 -98.2628
4363.769531 62.251 99.7937
4364.135742 63.175 -47.5864
4364.501953 64.420 159.7547
4364.868164 65.966 15.2542
4365.234375 65.561 -128.9228
4365.600586 67.094 90.0847
4365.966797 66.952 -49.9716
4366.333008 68.294 169.8444
4366.699219 68.609 36.1348
4367.065430 68.596 -104.9261
4367.431641 69.320 120.8684
4367.797852 69.501 -16.6545
4368.164062 69.394 -149.8383
4368.530273 69.962 75.4727
4368.896484 70.029 -63.4006
4369.262695 69.962 162.4271
4369.628906 70.387 28.6244
4369.995117 69.841 -105.9302
4370.361328 69.457 119.7793
4370.727539 68.851 -12.6844
4371.093750 69.063 -143.9350
4371.459961 68.750 89.3888
4371.826172 68.983 -39.9586
4372.192383 69.230 -174.3720
4372.558594 69.365 55.3886
4372.924805 69.565 -74.8226
4373.291016 70.378 152.5109
4373.657227 70.514 20.9329
4374.023438 70.601 -113.5891
4374.389648 71.034 113.9449
4374.755859 71.082 -22.8877
4375.122070 70.997 -153.0017
4375.488281 70.980 75.4140
4375.854492 71.064 -58.0101
4376.220703 71.337 170.5600
4376.586914 71.429 38.4628
4376.953125 71.725 -95.2211
4377.319336 71.846 132.0306
4377.685547 72.134 0.6778
4378.051758 72.189 -134.4655
4378.417969 72.109 91.4279
4378.784180 71.890 -40.4577
4379.150391 71.884 -173.9776
4379.516602 71.436 53.0383
4379.882812 71.286 -80.5150
4380.249023 71.428 149.6040
4380.615234 71.274 18.0094
4380.981445 70.818 -115.1655
4381.347656 71.059 116.0935
4381.713867 71.212 -14.3941
4382.080078 70.777 -145.9078
4382.446289 71.205 81.8434
4382.812500 71.539 -49.8366
4383.178711 71.102 177.5170
4383.544922 71.674 46.7517
4383.911133 71.686 -83.6246
4384.277344 71.556 144.8193
4384.643555 71.714 11.6860
4385.009766 71.559 -118.1315
4385.375977 71.689 108.5584
4385.742188 71.739 -21.8262
4386.108398 71.460 -150.4272
4386.474609 71.579 79.6940
4386.840820 71.801 -48.1370
4387.207031 72.257 -176.9810
4387.573242 72.815 52.2562
4387.939453 73.516 -79.6757
4388.305664 74.172 150.4723
4388.671875 74.702 16.1331
4389.038086 75.241 -116.4899
4389.404297 75.892 109.2731
4389.770508 76.363 -24.8343
4390.136719 76.713 -158.2049
4390.502930 77.089 65.8456
4390.869141 77.507 -68.3203
4391.235352 77.678 156.8956
4391.601562 77.994 22.7075
4391.967773 78.196 -112.2015
4392.333984 78.346 112.8999
4392.700195 78.492 -22.4845
4393.066406 78.527 -157.3582
4393.432617 78.827 68.3381
4393.798828 78.751 -66.3770
4394.165039 79.053 158.4243
4394.531250 79.023 23.5249
4394.897461 79.088 -111.8141
4395.263672 79.037 112.4084
4395.629883 78.969 -21.6296
4395.996094 78.896 -157.0332
4396.362305 78.727 67.1853
4396.728516 78.640 -68.5500
4397.094727 78.459 156.7379
4397.460938 78.157 22.0583
4397.827148 77.831 -112.8387
4398.193359 77.504 112.5992
4398.559570 77.224 -21.2575
4398.925781 76.844 -155.1276
4399.291992 76.621 71.8207
4399.658203 76.384 -63.9936
4400.024414 76.097 161.8051
4400.390625 75.897 27.1330
4400.756836 75.532 -105.8655
4401.123047 75.215 117.7057
4401.489258 74.788 -15.6637
4401.855469 74.264 -150.3031
4402.221680 73.861 75.3181
4402.587891 73.146 -58.5878
4402.954102 72.419 166.5099
4403.320312 71.716 35.4507
4403.686523 70.702 -94.7552
4404.052734 70.179 129.8187
4404.418945 69.122 -1.4319
4404.785156 68.547 -127.2259
4405.151367 67.993 100.6704
4405.517578 66.734 -24.5148
4405.883789 67.546 -157.4942
4406.250000 67.347 79.0147
4406.616211 67.599 -52.5327
4406.982422 66.953 170.3871
4407.348633 66.633 37.2111
4407.714844 65.132 -91.8398
4408.081055 65.857 132.7874
4408.447266 64.092 7.2391
4408.813477 63.133 -119.7050
4409.179688 60.791 118.2065
4409.545898 62.707 -2.8572
4409.912109 64.092 -122.6104
4410.278320 65.311 115.2420
4410.644531 65.663 -22.8954
4411.010742 66.336 -150.6081
4411.376953 67.536 72.5119
4411.743164 67.819 -59.4925
4412.109375 68.865 161.1177
4412.475586 68.949 28.0146
4412.841797 69.064 -108.3185
4413.208008 68.944 117.5550
4413.574219 68.690 -19.4078
4413.940430 68.445 -153.8706
4414.306641 67.449 74.0089
4414.672852 66.775 -63.0174
4415.039062 66.519 170.5213
4415.405273 66.278 35.5209
4415.771484 65.854 -91.8733
4416.137695 65.374 141.4503
4416.503906 66.698 13.0805
4416.870117 67.071 -123.3382
4417.236328 67.419 105.4592
4417.602539 67.757 -25.5563
