* Generated by rew_pipeline.py (source UUID 3345a9fc-2b9f-4cd3-b89a-36b93d3c0b7d, calibrated to its own SPL at 100 Hz)
* Measurement: R.nofdw.clean-fdw6
* Dated: 2026-Sep-12 16:19:00
* Note: ; Copy of R.0 10 sept 2026 Position MLP 4.18m from front wall 3.32m from RLand L speaker 1.20m speakers to front wall marker: green 2 screen panels prolongation - new setup DAC level -29dB MIC HEIGHT: 1.000m mic boom arm height: 1.040 -12dBFS OKTO -28dB DELAY -0.0108 ms (-3.7 mm, -0.15 in) using estimated IR delay relative to Acoustic reference played from DAC8STEREO L with no timing offset Clock adjustment: -15.2 ppm
* Smoothing: None
* Frequency Step: 0.3662109 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
10729.980469 71.463 -162.4690
10730.346680 71.346 64.0114
10730.712891 71.264 -68.7830
10731.079102 71.242 158.7435
10731.445312 71.243 26.3445
10731.811523 71.138 -106.6822
10732.177734 71.101 120.9316
10732.543945 71.073 -11.1860
10732.910156 70.958 -144.8847
10733.276367 70.778 82.5782
10733.642578 70.512 -49.3059
10734.008789 70.596 177.5980
10734.375000 70.257 44.5213
10734.741211 70.128 -88.1944
10735.107422 70.053 139.2764
10735.473633 69.792 5.9147
10735.839844 68.904 -126.7190
10736.206055 68.625 99.7617
10736.572266 68.249 -31.8167
10736.938477 67.153 -160.4235
10737.304688 66.199 66.5996
10737.670898 65.549 -63.6682
10738.037109 64.539 175.7507
10738.403320 64.023 55.1898
10738.769531 63.906 -68.5217
10739.135742 65.140 168.8262
10739.501953 66.221 44.0245
10739.868164 67.213 -85.8128
10740.234375 68.291 145.8179
10740.600586 69.339 17.3978
10740.966797 69.891 -115.2133
10741.333008 70.838 113.2792
10741.699219 71.348 -21.0571
10742.065430 71.775 -154.2877
10742.431641 72.515 73.8033
10742.797852 72.988 -61.2208
10743.164062 73.183 167.8684
10743.530273 73.647 34.3678
10743.896484 73.812 -99.7830
10744.262695 74.336 126.4252
10744.628906 74.515 -6.9813
10744.995117 74.641 -140.1735
10745.361328 74.886 85.0372
10745.727539 75.072 -46.4121
10746.093750 75.043 178.9736
10746.459961 75.197 46.4383
10746.826172 75.295 -86.7917
10747.192383 75.323 141.0708
10747.558594 75.456 8.7006
10747.924805 75.426 -122.1317
10748.291016 75.606 105.2458
10748.657227 75.708 -26.1551
10749.023438 75.901 -158.6304
10749.389648 76.242 69.6207
10749.755859 76.415 -62.9518
10750.122070 76.710 164.5459
10750.488281 76.789 32.5872
10750.854492 77.095 -99.7094
10751.220703 77.326 127.0587
10751.586914 77.659 -6.5464
10751.953125 77.866 -139.3757
10752.319336 77.999 87.8910
10752.685547 78.279 -45.2774
10753.051758 78.352 -179.1031
10753.417969 78.603 48.1644
10753.784180 78.860 -85.7389
10754.150391 78.936 141.5239
10754.516602 79.155 7.7897
10754.882812 79.327 -125.0092
10755.249023 79.483 101.0750
10755.615234 79.743 -32.3028
10755.981445 79.850 -166.2722
10756.347656 80.075 59.5109
10756.713867 80.178 -74.4210
10757.080078 80.357 150.6911
10757.446289 80.422 16.9945
10757.812500 80.501 -117.9381
10758.178711 80.586 107.4049
10758.544922 80.603 -26.8856
10758.911133 80.562 -161.6519
10759.277344 80.579 63.8751
10759.643555 80.547 -71.0481
10760.009766 80.336 154.6305
10760.375977 80.242 20.2013
10760.742188 80.123 -114.5674
10761.108398 79.901 111.8959
10761.474609 79.795 -21.5978
10761.840820 79.635 -156.7262
10762.207031 79.465 69.5496
10762.573242 79.312 -64.1984
10762.939453 79.148 161.4531
10763.305664 78.948 27.5535
10763.671875 78.851 -106.8564
10764.038086 78.524 118.3817
10764.404297 78.343 -15.0762
10764.770508 78.092 -150.9805
10765.136719 77.847 74.8219
10765.502930 77.509 -59.8814
10765.869141 77.061 165.4871
10766.235352 76.670 31.2670
10766.601562 76.182 -104.4077
10766.967773 75.641 121.3195
10767.333984 74.854 -12.2398
10767.700195 74.224 -146.2152
10768.066406 73.342 79.4676
10768.432617 72.608 -52.8120
10768.798828 71.867 174.2840
10769.165039 70.691 42.8335
10769.531250 69.813 -87.4516
10769.897461 69.034 142.1019
10770.263672 68.017 12.5537
10770.629883 67.103 -114.1045
10770.996094 67.025 116.9018
10771.362305 66.119 -10.0862
10771.728516 65.640 -136.4510
10772.094727 65.521 91.2111
10772.460938 65.179 -33.6425
10772.827148 65.074 -164.3851
10773.193359 64.957 65.9134
10773.559570 64.445 -60.4604
10773.925781 64.043 168.3831
10774.291992 63.452 41.5033
10774.658203 63.013 -86.7792
10775.024414 62.410 153.0252
10775.390625 61.955 24.4691
10775.756836 62.188 -98.1553
10776.123047 62.218 132.5748
10776.489258 63.176 11.5786
10776.855469 63.510 -115.2544
10777.221680 64.422 120.6738
10777.587891 65.227 -12.3932
10777.954102 65.782 -143.6108
10778.320312 66.641 87.3593
10778.686523 67.577 -45.0208
10779.052734 67.959 -178.3614
10779.418945 68.379 48.9712
10779.785156 68.912 -82.6016
10780.151367 69.153 143.8816
10780.517578 69.055 11.1729
10780.883789 69.098 -121.9301
10781.250000 69.209 104.0226
10781.616211 69.303 -26.7171
10781.982422 69.441 -160.7803
10782.348633 69.587 66.1992
10782.714844 69.130 -63.5900
10783.081055 69.313 164.2089
10783.447266 69.248 35.8341
10783.813477 68.635 -97.5855
10784.179688 69.066 132.9669
10784.545898 68.801 3.8646
10784.912109 69.068 -126.5357
10785.278320 69.282 103.6856
10785.644531 69.578 -24.3279
10786.010742 69.859 -155.0837
10786.376953 70.378 74.5642
10786.743164 70.523 -57.9657
10787.109375 70.999 170.8690
10787.475586 71.573 40.1047
10787.841797 71.587 -93.4224
10788.208008 71.892 133.3887
10788.574219 72.059 2.3907
10788.940430 72.309 -132.4023
10789.306641 72.280 95.7710
10789.672852 72.396 -36.0218
10790.039062 72.466 -168.0158
10790.405273 72.503 60.3600
10790.771484 72.387 -70.2504
10791.137695 72.528 158.3912
10791.503906 72.581 27.6747
10791.870117 72.824 -103.3228
10792.236328 73.354 126.4505
10792.602539 73.373 -4.8864
10792.968750 73.831 -136.2402
10793.334961 74.344 94.0409
10793.701172 74.516 -39.0141
10794.067383 75.038 -172.0125
10794.433594 75.332 56.2984
10794.799805 75.762 -77.7125
10795.166016 76.245 148.8785
10795.532227 76.370 14.8314
10795.898438 76.668 -117.4300
10796.264648 76.816 107.5229
10796.630859 77.061 -25.5109
10796.997070 77.354 -159.3354
10797.363281 77.546 66.1003
10797.729492 77.582 -68.1005
10798.095703 77.593 157.6878
10798.461914 77.732 24.0714
10798.828125 77.717 -109.7340
10799.194336 77.739 115.9944
10799.560547 77.628 -18.0016
10799.926758 77.499 -151.1963
10800.292969 77.576 75.0340
10800.659180 77.357 -57.3374
10801.025391 77.293 168.5242
10801.391602 77.078 34.8653
10801.757812 77.090 -97.7084
10802.124023 76.998 128.9969
10802.490234 76.777 -5.8243
10802.856445 76.580 -137.5500
10803.222656 76.441 89.5009
10803.588867 76.219 -44.8231
10803.955078 75.988 -176.2649
10804.321289 75.675 50.4321
10804.687500 75.302 -82.3206
10805.053711 75.135 146.2161
10805.419922 74.823 12.5678
10805.786133 74.269 -118.0107
10806.152344 73.879 111.0506
10806.518555 73.658 -19.4492
10806.884766 73.252 -148.9696
10807.250977 73.406 80.0243
10807.617188 73.170 -49.2945
10807.983398 73.168 -177.9123
10808.349609 73.069 52.3072
10808.715820 73.358 -76.9359
10809.082031 73.412 152.7684
10809.448242 73.479 20.9983
10809.814453 73.714 -110.1891
10810.180664 73.814 119.9473
10810.546875 73.858 -9.2354
10810.913086 74.010 -142.5771
10811.279297 74.581 87.3651
10811.645508 74.734 -43.3679
10812.011719 75.137 -175.5765
10812.377930 75.505 52.2753
10812.744141 75.846 -79.7000
10813.110352 76.172 146.3237
10813.476562 76.504 14.4533
10813.842773 76.624 -120.1522
10814.208984 76.888 106.0124
10814.575195 76.997 -28.3655
10814.941406 76.970 -163.4642
10815.307617 76.905 62.1548
10815.673828 76.844 -72.6726
10816.040039 76.627 154.5957
10816.406250 76.417 20.6776
10816.772461 76.136 -114.0176
10817.138672 75.830 114.5540
10817.504883 75.527 -18.1219
10817.871094 75.192 -150.2528
10818.237305 74.988 78.0020
10818.603516 74.476 -53.0604
10818.969727 74.324 175.6484
10819.335938 74.046 45.2922
10819.702148 73.833 -83.3912
10820.068359 73.682 146.5572
10820.434570 73.807 15.9965
10820.800781 73.760 -113.9013
10821.166992 73.688 116.2775
10821.533203 73.625 -12.5537
10821.899414 74.060 -143.5795
10822.265625 74.426 86.3218
10822.631836 74.794 -44.9993
10822.998047 75.076 -175.6505
10823.364258 75.465 52.4180
10823.730469 75.707 -81.0243
10824.096680 76.256 146.5657
10824.462891 76.471 14.2920
10824.829102 76.786 -119.3453
10825.195312 76.963 107.4880
10825.561523 77.023 -27.2983
10825.927734 77.310 -161.3319
10826.293945 77.343 64.8486
10826.660156 77.314 -68.8249
10827.026367 77.386 157.2751
10827.392578 77.330 22.4154
10827.758789 77.296 -111.1711
10828.125000 77.144 114.9838
10828.491211 76.903 -19.0429
10828.857422 76.919 -154.0060
10829.223633 76.727 73.4256
10829.589844 76.482 -61.5302
10829.956055 76.254 165.2112
10830.322266 76.081 31.2511
10830.688477 75.649 -101.9654
10831.054688 75.375 123.8049
10831.420898 74.901 -8.7560
10831.787109 74.402 -140.8830
10832.153320 74.033 85.9183
10832.519531 73.531 -45.9502
10832.885742 72.990 -178.5284
10833.251953 72.500 48.5394
10833.618164 71.724 -82.3197
10833.984375 70.996 147.3619
10834.350586 70.593 16.9033
10834.716797 69.800 -114.7327
10835.083008 69.173 118.6676
10835.449219 68.340 -10.0579
10835.815430 67.957 -132.3561
10836.181641 67.646 99.3310
10836.547852 67.393 -25.6451
10836.914062 67.845 -149.3008
10837.280273 67.875 82.5672
10837.646484 68.546 -42.8991
10838.012695 69.270 -170.0858
10838.378906 69.976 59.8710
10838.745117 70.424 -69.4292
10839.111328 71.379 160.6108
10839.477539 71.873 28.4679
10839.843750 72.441 -104.3960
10840.209961 72.968 123.2899
10840.576172 73.086 -8.5893
10840.942383 73.486 -141.7426
10841.308594 73.934 86.6560
10841.674805 74.010 -47.3545
10842.041016 74.376 -178.6229
10842.407227 74.736 47.0074
10842.773438 74.657 -86.0486
10843.139648 74.736 142.5701
10843.505859 74.976 7.7654
10843.872070 75.162 -123.0643
10844.238281 75.278 104.1715
10844.604492 75.374 -28.6667
10844.970703 75.455 -160.5950
10845.336914 75.622 66.2450
10845.703125 75.588 -64.9754
10846.069336 75.738 162.4713
10846.435547 75.781 29.0568
10846.801758 75.969 -103.3160
10847.167969 75.846 124.9509
10847.534180 75.975 -6.9842
10847.900391 76.131 -139.2100
10848.266602 76.223 87.7444
10848.632812 76.384 -44.1029
10848.999023 76.594 -176.1298
10849.365234 76.674 51.8612
10849.731445 76.869 -81.7949
10850.097656 77.058 145.2929
10850.463867 77.189 12.3802
10850.830078 77.338 -121.6494
10851.196289 77.366 104.1500
10851.562500 77.344 -29.2966
10851.928711 77.385 -162.8739
10852.294922 77.250 63.4146
10852.661133 77.024 -70.2210
10853.027344 76.921 156.9828
10853.393555 76.589 22.7665
10853.759766 76.403 -109.8144
10854.125977 76.309 117.7251
10854.492188 76.012 -15.3611
10854.858398 75.780 -147.0452
10855.224609 75.487 81.5600
10855.590820 75.403 -49.4356
10855.957031 75.238 177.3951
10856.323242 74.879 46.8354
10856.689453 74.774 -84.2796
10857.055664 74.767 144.3675
10857.421875 74.535 13.7216
10857.788086 74.273 -117.9470
10858.154297 74.457 110.5804
10858.520508 74.286 -20.0596
10858.886719 74.416 -151.5889
10859.252930 74.202 77.5291
10859.619141 74.344 -52.9988
10859.985352 74.245 176.7559
10860.351562 74.391 44.3962
10860.717773 74.257 -85.9562
10861.083984 74.262 142.7035
10861.450195 74.332 12.2686
10861.816406 74.270 -117.6750
10862.182617 74.375 110.8340
10862.548828 74.447 -20.1297
10862.915039 74.617 -150.6517
10863.281250 74.703 78.1441
10863.647461 74.903 -53.0123
10864.013672 75.084 177.0649
10864.379883 75.307 46.1316
10864.746094 75.709 -86.4909
10865.112305 75.861 142.2103
10865.478516 76.176 9.5977
10865.844727 76.357 -121.7465
10866.210938 76.642 105.6107
10866.577148 76.866 -27.8746
10866.943359 77.061 -160.3875
10867.309570 77.469 66.8717
10867.675781 77.668 -66.7385
10868.041992 77.798 159.8749
10868.408203 77.802 26.3041
10868.774414 77.888 -107.3408
10869.140625 77.942 118.7811
10869.506836 78.112 -14.3634
10869.873047 77.905 -148.2689
10870.239258 77.959 78.8648
10870.605469 77.918 -55.0657
10870.971680 77.800 172.2003
10871.337891 77.702 39.2318
10871.704102 77.555 -94.7534
10872.070312 77.306 132.8970
10872.436523 77.154 -0.5031
10872.802734 76.901 -133.1416
10873.168945 76.696 94.4796
10873.535156 76.661 -37.8795
10873.901367 76.305 -169.5919
10874.267578 76.216 58.8799
10874.633789 76.122 -72.1180
10875.000000 75.877 154.9212
10875.366211 75.817 25.1819
10875.732422 75.833 -107.2243
10876.098633 75.806 122.0033
10876.464844 75.769 -10.4059
10876.831055 75.632 -141.5205
10877.197266 75.617 85.9138
10877.563477 75.651 -45.7845
10877.929688 75.600 -177.3056
10878.295898 75.633 50.4741
10878.662109 75.532 -83.0442
10879.028320 75.257 146.5949
10879.394531 75.170 13.1872
10879.760742 75.068 -116.9097
10880.126953 75.029 113.0754
10880.493164 74.946 -19.6863
10880.859375 74.754 -150.3368
10881.225586 74.793 79.0556
10881.591797 74.749 -52.5795
10881.958008 74.873 176.4453
10882.324219 74.976 45.6839
10882.690430 74.982 -86.1868
10883.056641 75.211 142.9716
10883.422852 75.074 12.4044
10883.789062 75.308 -120.5398
10884.155273 75.428 109.0309
10884.521484 75.442 -24.7288
10884.887695 75.493 -154.9479
10885.253906 75.422 72.6668
10885.620117 75.513 -59.6560
10885.986328 75.470 170.6521
10886.352539 75.727 38.1266
10886.718750 75.797 -92.5966
10887.084961 75.822 135.3497
10887.451172 76.088 4.4776
10887.817383 76.117 -126.8266
10888.183594 76.532 100.9808
10888.549805 76.683 -31.1500
10888.916016 76.860 -163.6111
10889.282227 77.162 63.8753
10889.648438 77.195 -69.8854
10890.014648 77.419 157.6537
10890.380859 77.601 24.7042
10890.747070 77.634 -108.0819
10891.113281 77.668 119.0167
10891.479492 77.723 -14.0719
10891.845703 77.839 -147.5578
10892.211914 77.834 79.4995
10892.578125 77.862 -52.7952
10892.944336 77.885 173.9960
10893.310547 77.949 41.3885
10893.676758 78.140 -91.0911
10894.042969 78.089 134.9897
10894.409180 78.237 2.1402
10894.775391 78.319 -131.3565
10895.141602 78.397 95.2159
10895.507812 78.355 -38.3389
10895.874023 78.381 -171.6581
10896.240234 78.428 55.6851
10896.606445 78.356 -79.4744
10896.972656 78.295 146.4488
10897.338867 78.237 13.4145
10897.705078 78.150 -119.9830
10898.071289 78.117 106.0824
10898.437500 77.931 -27.3941
10898.803711 77.996 -161.3324
10899.169922 77.688 64.9190
10899.536133 77.537 -68.1879
10899.902344 77.394 157.8641
10900.268555 77.067 24.3557
10900.634766 76.994 -110.3425
10901.000977 76.584 116.1180
10901.367188 76.412 -17.7645
10901.733398 75.996 -151.1436
10902.099609 75.846 75.4007
10902.465820 75.485 -59.9081
10902.832031 75.041 165.9862
10903.198242 74.699 33.0378
10903.564453 74.362 -100.4585
10903.930664 73.788 125.8911
10904.296875 73.207 -6.5210
10904.663086 72.577 -139.5819
10905.029297 71.879 86.0880
10905.395508 71.196 -45.5414
10905.761719 70.241 179.5421
10906.127930 69.466 47.3691
10906.494141 68.518 -81.9305
10906.860352 67.571 149.8450
10907.226562 66.153 24.3715
10907.592773 65.490 -101.4502
10907.958984 64.375 133.8540
10908.325195 64.399 10.3104
10908.691406 64.120 -116.2458
10909.057617 65.071 125.6155
10909.423828 64.929 -3.9377
10909.790039 65.781 -132.5814
10910.156250 66.219 96.6230
10910.522461 66.427 -32.8176
10910.888672 67.371 -161.7305
10911.254883 67.574 66.7831
10911.621094 67.766 -65.1476
10911.987305 67.968 162.7608
10912.353516 68.670 30.8510
10912.719727 69.008 -101.3279
10913.085938 68.731 125.2359
10913.452148 68.685 -8.4807
10913.818359 68.922 -140.7082
10914.184570 68.499 85.6901
10914.550781 68.564 -48.5818
10914.916992 67.940 177.7247
10915.283203 67.472 44.1130
10915.649414 66.658 -89.2523
10916.015625 66.131 138.7388
10916.381836 64.375 11.2830
10916.748047 64.260 -114.0113
10917.114258 62.821 119.1510
10917.480469 62.438 0.8253
10917.846680 62.450 -123.5063
10918.212891 62.822 116.1341
10918.579102 64.812 -5.1707
10918.945312 65.766 -135.0353
10919.311523 67.073 99.2329
10919.677734 67.824 -33.9494
10920.043945 69.018 -166.3293
10920.410156 70.068 60.4389
10920.776367 70.495 -73.3982
10921.142578 71.121 152.1130
10921.508789 71.404 18.3128
10921.875000 71.777 -117.3178
10922.241211 72.155 110.3721
10922.607422 72.295 -23.6934
10922.973633 72.564 -157.7442
10923.339844 72.632 69.4610
10923.706055 72.598 -65.9465
10924.072266 72.471 160.3034
10924.438477 72.595 27.8952
10924.804688 72.607 -105.7888
10925.170898 72.399 120.1560
10925.537109 72.203 -10.6566
10925.903320 71.818 -144.0034
10926.269531 71.901 85.2082
10926.635742 71.710 -45.4363
10927.001953 71.372 -176.7823
10927.368164 71.443 53.2254
10927.734375 71.332 -78.4671
10928.100586 71.268 154.6110
10928.466797 71.260 23.9428
10928.833008 71.642 -105.7922
10929.199219 71.768 124.3199
10929.565430 72.087 -6.7829
10929.931641 72.402 -138.2122
10930.297852 72.752 92.2404
10930.664062 73.135 -40.4063
10931.030273 73.549 -170.3807
10931.396484 73.832 57.5233
10931.762695 74.457 -74.3929
10932.128906 74.742 153.3302
10932.495117 75.128 20.3995
10932.861328 75.559 -112.2602
10933.227539 75.668 114.0286
10933.593750 76.036 -19.7499
10933.959961 76.240 -153.3019
10934.326172 76.627 72.2128
10934.692383 76.769 -61.0179
10935.058594 76.847 164.4296
10935.424805 77.033 29.6212
10935.791016 76.943 -103.8562
10936.157227 77.117 121.8184
10936.523438 77.004 -11.9982
10936.889648 76.933 -145.8309
10937.255859 76.855 80.3310
10937.622070 76.728 -53.4833
10937.988281 76.623 171.6632
10938.354492 76.270 38.3692
10938.720703 76.117 -96.2736
10939.086914 75.816 130.1713
10939.453125 75.568 -2.0916
10939.819336 75.167 -135.3611
10940.185547 74.700 93.5109
10940.551758 74.382 -37.8776
10940.917969 73.825 -170.6662
10941.284180 73.544 57.9732
10941.650391 73.021 -72.4892
10942.016602 72.547 158.5506
10942.382812 72.344 28.5611
10942.749023 72.196 -99.7495
10943.115234 72.062 130.8859
10943.481445 71.842 3.3993
10943.847656 72.095 -125.2358
10944.213867 72.295 107.1091
10944.580078 72.555 -22.4001
10944.946289 72.924 -152.5873
10945.312500 73.336 78.1638
10945.678711 73.806 -53.1550
10946.044922 74.131 176.9062
10946.411133 74.852 44.3613
10946.777344 75.223 -87.3882
10947.143555 75.484 140.7601
10947.509766 75.924 8.8067
10947.875977 76.202 -124.1989
10948.242188 76.407 103.0300
10948.608398 76.864 -31.3968
10948.974609 76.896 -163.5204
10949.340820 77.200 62.0853
10949.707031 77.352 -69.5527
10950.073242 77.422 156.7719
10950.439453 77.771 24.0677
10950.805664 77.934 -109.9458
10951.171875 78.033 117.0747
10951.538086 78.176 -16.2033
10951.904297 78.361 -151.1068
10952.270508 78.376 75.8018
10952.636719 78.512 -58.0557
10953.002930 78.544 168.2923
10953.369141 78.500 34.2047
10953.735352 78.405 -100.1363
10954.101562 78.327 126.8565
10954.467773 78.269 -7.0535
10954.833984 78.023 -140.9766
10955.200195 77.824 85.7734
10955.566406 77.646 -47.1425
10955.932617 77.380 -179.9075
10956.298828 77.163 47.7842
10956.665039 76.916 -85.0151
10957.031250 76.599 143.4265
10957.397461 76.549 12.5552
10957.763672 76.348 -119.8810
10958.129883 76.115 109.0998
10958.496094 76.049 -22.1382
10958.862305 75.952 -153.6429
10959.228516 75.808 76.0215
10959.594727 75.876 -55.7304
10959.960938 75.880 172.9507
10960.327148 75.742 40.7961
10960.693359 75.919 -89.7782
10961.059570 75.988 139.0805
10961.425781 75.960 7.7775
10961.791992 76.032 -124.7940
10962.158203 76.215 104.2974
10962.524414 76.199 -27.7743
10962.890625 76.317 -159.2304
10963.256836 76.396 68.0255
10963.623047 76.437 -64.5225
10963.989258 76.597 163.5211
10964.355469 76.722 31.5131
10964.721680 76.663 -100.1999
10965.087891 76.768 127.0147
10965.454102 76.800 -5.0085
10965.820312 76.878 -138.2764
10966.186523 76.953 90.1638
10966.552734 77.125 -43.3646
10966.918945 77.186 -176.5138
10967.285156 77.203 50.0803
10967.651367 77.097 -82.1187
10968.017578 77.128 144.6768
10968.383789 77.022 10.6118
10968.750000 77.077 -121.7491
10969.116211 76.755 104.9142
10969.482422 76.678 -27.7670
10969.848633 76.429 -161.0473
10970.214844 76.403 66.3824
10970.581055 76.077 -66.3957
10970.947266 75.941 161.7493
10971.313477 75.734 30.2839
10971.679688 75.428 -101.7390
10972.045898 75.087 127.1139
10972.412109 74.951 -3.6379
10972.778320 74.712 -134.1079
10973.144531 74.558 95.5618
10973.510742 74.743 -35.2075
10973.876953 74.664 -165.3902
10974.243164 74.784 64.3911
10974.609375 74.848 -66.0252
10974.975586 74.939 164.2935
10975.341797 75.366 32.1589
10975.708008 75.516 -99.5953
10976.074219 75.649 127.9018
10976.440430 76.019 -3.2676
10976.806641 76.358 -136.2938
10977.172852 76.458 91.5028
10977.539062 76.527 -41.1168
10977.905273 76.876 -174.4171
10978.271484 77.009 51.2338
10978.637695 76.890 -81.5271
10979.003906 76.961 144.6418
10979.370117 77.171 11.6587
10979.736328 77.170 -121.6195
10980.102539 77.237 104.6929
10980.468750 77.250 -29.0083
10980.834961 77.224 -162.5050
10981.201172 77.149 64.5308
10981.567383 77.322 -69.3512
10981.933594 77.257 156.3565
10982.299805 77.041 22.0101
10982.666016 76.948 -111.4134
10983.032227 76.702 114.8010
10983.398438 76.538 -19.9014
10983.764648 76.343 -153.0013
10984.130859 76.034 73.4044
10984.497070 75.547 -59.4148
10984.863281 75.316 166.3410
10985.229492 74.985 33.1554
10985.595703 74.812 -99.5200
10985.961914 74.526 127.2596
10986.328125 74.033 -6.1472
10986.694336 73.527 -138.5815
10987.060547 73.112 87.4461
10987.426758 72.787 -44.5356
10987.792969 72.311 -177.0317
10988.159180 71.602 50.8396
10988.525391 70.608 -81.7068
10988.891602 69.916 148.7682
10989.257812 69.187 18.1230
10989.624023 68.421 -110.7172
10989.990234 67.903 120.6666
10990.356445 67.304 -6.2675
10990.722656 66.826 -135.6298
10991.088867 66.762 100.3680
10991.455078 66.369 -23.9279
10991.821289 66.686 -150.2278
10992.187500 67.335 82.5425
10992.553711 67.449 -46.6635
10992.919922 67.969 -177.0555
10993.286133 68.068 53.7005
10993.652344 68.420 -76.8268
10994.018555 69.012 152.2495
10994.384766 69.379 20.2316
10994.750977 69.658 -112.3361
10995.117188 69.738 116.9949
10995.483398 70.030 -15.5085
10995.849609 70.318 -145.3472
10996.215820 70.288 80.3233
10996.582031 70.198 -50.9664
10996.948242 70.214 178.7950
10997.314453 70.558 46.3317
10997.680664 70.604 -86.2166
10998.046875 70.360 142.9989
10998.413086 70.641 12.0117
10998.779297 70.618 -119.5451
10999.145508 70.379 109.1229
10999.511719 70.394 -23.2096
10999.877930 69.706 -154.1096
11000.244141 70.332 76.6344
11000.610352 70.301 -51.9236
11000.976562 70.465 177.2150
11001.342773 70.432 48.1347
11001.708984 70.737 -79.9902
11002.075195 71.157 150.4943
11002.441406 71.871 19.4868
11002.807617 72.078 -111.7748
11003.173828 72.732 117.0148
11003.540039 73.446 -15.0135
11003.906250 73.794 -146.7387
11004.272461 74.259 79.6173
11004.638672 74.845 -54.7846
11005.004883 75.216 172.0960
11005.371094 75.613 37.9885
11005.737305 76.004 -96.9448
11006.103516 76.219 128.6860
11006.469727 76.494 -6.6836
11006.835938 76.616 -141.4969
11007.202148 76.700 83.1593
11007.568359 76.863 -50.7573
11007.934570 76.860 173.3270
11008.300781 76.915 38.6272
11008.666992 76.811 -97.4251
11009.033203 76.654 127.9864
11009.399414 76.570 -7.6250
11009.765625 76.403 -144.1674
11010.131836 76.329 81.1014
11010.498047 76.007 -53.6855
11010.864258 75.678 171.5349
11011.230469 75.413 36.2659
11011.596680 75.053 -99.1475
11011.962891 74.529 125.4666
11012.329102 73.942 -8.5490
11012.695312 73.369 -144.0375
11013.061523 72.394 81.7812
11013.427734 71.713 -53.9994
11013.793945 70.763 172.9408
11014.160156 69.482 38.9731
11014.526367 68.372 -92.0165
11014.892578 67.739 135.1899
11015.258789 66.032 8.1571
11015.625000 64.676 -118.0966
11015.991211 63.663 112.4367
11016.357422 62.797 -7.3188
11016.723633 61.592 -126.3138
11017.089844 61.219 108.0770
11017.456055 62.063 -7.0430
11017.822266 63.257 -139.9044
11018.188477 63.658 101.9429
11018.554688 63.990 -27.5667
11018.920898 64.998 -156.9262
11019.287109 66.226 73.7352
11019.653320 66.285 -58.0823
11020.019531 66.971 169.4512
11020.385742 67.478 38.3459
11020.751953 67.781 -92.2075
11021.118164 67.940 132.6189
11021.484375 68.575 -0.4016
11021.850586 68.539 -129.1855
11022.216797 68.521 95.4623
11022.583008 68.576 -36.0158
11022.949219 69.243 -168.5423
11023.315430 69.376 60.0268
11023.681641 69.436 -74.0615
11024.047852 69.692 152.8487
11024.414062 69.093 19.1119
11024.780273 69.278 -115.2157
11025.146484 69.419 112.4407
11025.512695 69.210 -20.6677
11025.878906 68.753 -152.6958
11026.245117 68.509 77.2163
11026.611328 67.710 -58.2646
11026.977539 67.735 174.7878
11027.343750 67.288 45.0905
11027.709961 66.844 -83.1581
11028.076172 66.984 146.9400
11028.442383 66.764 17.8232
11028.808594 67.042 -111.1850
11029.174805 67.081 119.5948
11029.541016 67.392 -10.2065
11029.907227 67.298 -138.4569
11030.273438 67.841 95.0975
11030.639648 68.205 -32.4938
11031.005859 68.620 -163.0107
11031.372070 69.222 64.2315
11031.738281 69.941 -66.2982
11032.104492 70.492 158.7103
11032.470703 70.870 28.2288
11032.836914 71.304 -106.0930
11033.203125 71.508 121.4053
11033.569336 71.853 -13.7721
11033.935547 71.925 -145.7027
11034.301758 71.877 80.6431
11034.667969 72.228 -53.2466
11035.034180 72.221 174.3830
11035.400391 72.266 41.5442
11035.766602 72.281 -92.1522
11036.132812 72.412 135.4324
11036.499023 72.111 1.7041
11036.865234 72.025 -132.2401
11037.231445 72.012 95.9445
11037.597656 71.591 -37.1194
11037.963867 71.615 -169.8727
11038.330078 71.408 57.9744
11038.696289 71.184 -74.3694
11039.062500 70.618 154.1939
11039.428711 70.485 22.8924
11039.794922 70.022 -109.2629
11040.161133 69.650 123.3795
11040.527344 69.157 -3.3687
11040.893555 69.332 -133.5267
11041.259766 69.499 101.8711
11041.625977 69.955 -28.3561
11041.992188 70.382 -154.4607
11042.358398 70.742 74.7342
11042.724609 71.207 -54.2640
11043.090820 71.679 174.5700
11043.457031 72.248 43.1988
11043.823242 72.838 -86.8727
11044.189453 73.382 139.6402
11044.555664 73.805 6.1820
11044.921875 74.068 -126.5826
11045.288086 74.314 99.8864
11045.654297 74.732 -33.4754
11046.020508 74.890 -166.8296
11046.386719 75.233 59.2274
11046.752930 75.412 -74.6634
11047.119141 75.482 152.5240
11047.485352 75.655 19.8100
11047.851562 75.601 -113.0138
11048.217773 75.754 113.9114
11048.583984 75.652 -18.4553
11048.950195 75.794 -151.8190
11049.316406 75.967 76.4353
11049.682617 76.010 -56.4896
11050.048828 76.034 170.7209
11050.415039 76.119 38.5970
11050.781250 76.198 -93.3383
