* Generated by rew_pipeline.py (source UUID 7e7ffd0f-409a-4ea4-9b14-d7aa3d850d0c, calibrated to its own SPL at 100 Hz)
* Measurement: R.filtered.clean-fdw6-peq
* Dated: 2026-Sep-13 14:43:17
* Note: ; Trace Arithmetic A times B A = R.nofdw.clean-fdw6-peq B = FRX-trimmed.clean-fdw6-peq
* Smoothing: None
* Frequency Step: 0.1831055 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
10153.747559 75.149 89.3239
10153.930664 75.184 23.1940
10154.113770 75.216 -43.1631
10154.296875 75.235 -109.6185
10154.479980 75.252 -176.0284
10154.663086 75.287 117.6260
10154.846191 75.350 51.2267
10155.029297 75.424 -15.3471
10155.212402 75.483 -82.0856
10155.395508 75.510 -148.8511
10155.578613 75.512 144.4973
10155.761719 75.512 77.9791
10155.944824 75.525 11.4784
10156.127930 75.551 -55.1558
10156.311035 75.573 -121.9955
10156.494141 75.577 170.9935
10156.677246 75.556 103.8996
10156.860352 75.514 36.8067
10157.043457 75.454 -30.2266
10157.226562 75.384 -97.1626
10157.409668 75.310 -163.9924
10157.592773 75.242 129.2460
10157.775879 75.182 62.4729
10157.958984 75.123 -4.3838
10158.142090 75.057 -71.3332
10158.325195 74.978 -138.3175
10158.508301 74.892 154.7291
10158.691406 74.810 87.8168
10158.874512 74.736 20.8952
10159.057617 74.664 -46.0860
10159.240723 74.579 -113.1180
10159.423828 74.476 179.8575
10159.606934 74.359 112.8804
10159.790039 74.238 45.9145
10159.973145 74.117 -21.1367
10160.156250 73.990 -88.3521
10160.339355 73.845 -155.7254
10160.522461 73.676 136.8343
10160.705566 73.488 69.4450
10160.888672 73.293 2.1847
10161.071777 73.100 -64.9429
10161.254883 72.912 -131.9995
10161.437988 72.719 160.9293
10161.621094 72.503 93.7901
10161.804199 72.245 26.6052
10161.987305 71.943 -40.5343
10162.170410 71.618 -107.5497
10162.353516 71.305 -174.4962
10162.536621 71.030 118.3930
10162.719727 70.778 50.8535
10162.902832 70.495 -17.1564
10163.085938 70.129 -85.3328
10163.269043 69.671 -153.1696
10163.452148 69.167 139.6968
10163.635254 68.690 73.1445
10163.818359 68.259 6.5852
10164.001465 67.807 -60.5079
10164.184570 67.235 -128.0844
10164.367676 66.506 164.4448
10164.550781 65.697 97.6587
10164.733887 64.946 31.4258
10164.916992 64.305 -35.2258
10165.100098 63.633 -103.1417
10165.283203 62.689 -172.0100
10165.466309 61.289 119.7264
10165.649414 59.430 54.4299
10165.832520 57.441 -5.9172
10166.015625 55.839 -62.6371
10166.198730 54.519 -120.1232
10166.381836 52.600 -178.5383
10166.564941 49.399 131.1386
10166.748047 47.460 106.3545
10166.931152 50.861 73.7162
10167.114258 54.244 17.7461
10167.297363 56.497 -45.1858
10167.480469 58.106 -109.4896
10167.663574 59.424 -174.0438
10167.846680 60.589 121.0770
10168.029785 61.626 55.8773
10168.212891 62.559 -9.4786
10168.395996 63.435 -75.0709
10168.579102 64.265 -141.2769
10168.762207 64.999 151.6632
10168.945312 65.582 83.9984
10169.128418 66.015 16.3386
10169.311523 66.381 -50.8048
10169.494629 66.792 -117.4622
10169.677734 67.296 175.8091
10169.860840 67.829 108.5134
10170.043945 68.281 40.7281
10170.227051 68.591 -26.9891
10170.410156 68.784 -94.0679
10170.593262 68.952 -160.3851
10170.776367 69.168 133.5979
10170.959473 69.432 67.2191
10171.142578 69.681 0.1793
10171.325684 69.863 -67.3068
10171.508789 69.985 -134.8000
10171.691895 70.098 157.9856
10171.875000 70.256 91.0025
10172.058105 70.463 23.9977
10172.241211 70.678 -43.1913
10172.424316 70.846 -110.4759
10172.607422 70.941 -177.5998
10172.790527 70.975 115.6649
10172.973633 70.988 49.3567
10173.156738 71.021 -16.7126
10173.339844 71.087 -82.8447
10173.522949 71.170 -149.2641
10173.706055 71.242 144.0119
10173.889160 71.284 77.1626
10174.072266 71.298 10.4411
10174.255371 71.308 -55.9804
10174.438477 71.341 -122.1062
10174.621582 71.408 171.9183
10174.804688 71.494 105.9452
10174.987793 71.580 39.9316
10175.170898 71.657 -26.0831
10175.354004 71.730 -92.0795
10175.537109 71.811 -158.1118
10175.720215 71.899 135.7493
10175.903320 71.987 69.5051
10176.086426 72.080 3.2209
10176.269531 72.193 -63.0848
10176.452637 72.337 -129.5210
10176.635742 72.499 163.7549
10176.818848 72.643 96.7186
10177.001953 72.740 29.5614
10177.185059 72.795 -37.4314
10177.368164 72.848 -104.1212
10177.551270 72.940 -170.6672
10177.734375 73.072 122.5914
10177.917480 73.203 55.4412
10178.100586 73.283 -12.0291
10178.283691 73.295 -79.5370
10178.466797 73.264 -146.8589
10178.649902 73.228 146.0004
10178.833008 73.203 78.8657
10179.016113 73.177 11.6113
10179.199219 73.134 -55.7050
10179.382324 73.075 -122.9361
10179.565430 73.023 169.9548
10179.748535 72.986 102.8276
10179.931641 72.941 35.5320
10180.114746 72.846 -31.8744
10180.297852 72.683 -99.1164
10180.480957 72.482 -165.9364
10180.664062 72.301 127.6222
10180.847168 72.171 61.1803
10181.030273 72.064 -5.6431
10181.213379 71.922 -72.8682
10181.396484 71.712 -140.1573
10181.579590 71.466 152.8434
10181.762695 71.244 86.1421
10181.945801 71.069 19.3693
10182.128906 70.898 -47.8333
10182.312012 70.653 -115.4149
10182.495117 70.291 177.0725
10182.678223 69.846 110.1116
10182.861328 69.394 43.8082
10183.044434 68.992 -22.2199
10183.227539 68.613 -88.4470
10183.410645 68.178 -154.9163
10183.593750 67.631 138.8389
10183.776855 66.992 73.4172
10183.959961 66.336 9.0760
10184.143066 65.723 -54.4179
10184.326172 65.143 -117.3889
10184.509277 64.560 -179.7458
10184.692383 64.005 118.9126
10184.875488 63.595 58.5854
10185.058594 63.417 -1.5667
10185.241699 63.407 -62.5023
10185.424805 63.414 -124.2643
10185.607910 63.370 173.9886
10185.791016 63.353 113.1261
10185.974121 63.531 53.1668
10186.157227 64.001 -6.9032
10186.340332 64.694 -68.2388
10186.523438 65.448 -131.2315
10186.706543 66.137 164.4504
10186.889648 66.711 99.3881
10187.072754 67.183 34.0752
10187.255859 67.601 -31.2464
10187.438965 68.013 -96.6255
10187.622070 68.438 -162.2892
10187.805176 68.855 131.5869
10187.988281 69.228 65.0401
10188.171387 69.537 -1.7135
10188.354492 69.791 -68.4566
10188.537598 70.018 -135.1298
10188.720703 70.234 158.1588
10188.903809 70.431 91.2844
10189.086914 70.590 24.2614
10189.270020 70.704 -42.7505
10189.453125 70.787 -109.5882
10189.636230 70.867 -176.2318
10189.819336 70.953 117.1921
10190.002441 71.023 50.5682
10190.185547 71.045 -16.0500
10190.368652 71.001 -82.4429
10190.551758 70.908 -148.3817
10190.734863 70.812 146.1866
10190.917969 70.756 81.0782
10191.101074 70.755 16.0014
10191.284180 70.797 -49.2402
10191.467285 70.864 -114.6613
10191.650391 70.950 179.8369
10191.833496 71.055 114.3581
10192.016602 71.186 48.9581
10192.199707 71.340 -16.3481
10192.382812 71.512 -81.5688
10192.565918 71.696 -146.7306
10192.749023 71.887 148.1283
10192.932129 72.083 82.9678
10193.115234 72.290 17.7399
10193.298340 72.518 -47.6411
10193.481445 72.773 -113.3070
10193.664551 73.046 -179.3775
10193.847656 73.314 114.1371
10194.030762 73.554 47.3789
10194.213867 73.762 -19.4228
10194.396973 73.951 -86.0905
10194.580078 74.145 -152.6119
10194.763184 74.353 140.8652
10194.946289 74.562 74.1664
10195.129395 74.743 7.2361
10195.312500 74.876 -59.8268
10195.495605 74.965 -126.8563
10195.678711 75.036 166.2545
10195.861816 75.117 99.4767
10196.044922 75.226 32.6712
10196.228027 75.354 -34.3048
10196.411133 75.476 -101.4980
10196.594238 75.567 -168.8329
10196.777344 75.615 123.8408
10196.960449 75.625 56.6659
10197.143555 75.616 -10.2986
10197.326660 75.612 -77.1164
10197.509766 75.621 -143.9403
10197.692871 75.637 149.0880
10197.875977 75.638 81.9390
10198.059082 75.608 14.7181
10198.242188 75.547 -52.4062
10198.425293 75.473 -119.3208
10198.608398 75.407 173.9552
10198.791504 75.358 107.2944
10198.974609 75.318 40.5680
10199.157715 75.270 -26.2642
10199.340820 75.200 -93.1549
10199.523926 75.110 -160.0379
10199.707031 75.004 133.1213
10199.890137 74.882 66.3402
10200.073242 74.743 -0.3320
10200.256348 74.589 -66.8078
10200.439453 74.433 -133.0272
10200.622559 74.295 160.9632
10200.805664 74.179 95.0164
10200.988770 74.070 29.0002
10201.171875 73.947 -37.0834
10201.354980 73.801 -103.0981
10201.538086 73.647 -168.8954
10201.721191 73.515 125.5459
10201.904297 73.427 60.0930
10202.087402 73.376 -5.4239
10202.270508 73.336 -71.0654
10202.453613 73.281 -136.7496
10202.636719 73.203 157.6610
10202.819824 73.111 92.2532
10203.002930 73.018 27.0181
10203.186035 72.937 -38.1211
10203.369141 72.872 -103.2578
10203.552246 72.826 -168.4662
10203.735352 72.797 126.2155
10203.918457 72.782 60.7993
10204.101562 72.776 -4.6551
10204.284668 72.782 -70.0747
10204.467773 72.802 -135.4214
10204.650879 72.833 159.2911
10204.833984 72.866 94.0326
10205.017090 72.889 28.8024
10205.200195 72.899 -36.3763
10205.383301 72.903 -101.5120
10205.566406 72.912 -166.6822
10205.749512 72.933 128.0079
10205.932617 72.959 62.5149
10206.115723 72.991 -3.1058
10206.298828 73.038 -68.7622
10206.481934 73.115 -134.4214
10206.665039 73.225 159.8701
10206.848145 73.351 94.0700
10207.031250 73.470 28.2280
10207.214355 73.568 -37.5288
10207.397461 73.652 -103.1035
10207.580566 73.739 -168.5233
10207.763672 73.841 126.0773
10207.946777 73.956 60.5635
10208.129883 74.077 -5.1212
10208.312988 74.202 -70.9764
10208.496094 74.334 -137.0059
10208.679199 74.463 156.7827
10208.862305 74.573 90.4471
10209.045410 74.650 24.1493
10209.228516 74.697 -41.9174
10209.411621 74.742 -107.6796
10209.594727 74.807 -173.2734
10209.777832 74.891 121.0475
10209.960938 74.966 55.1225
10210.144043 75.002 -10.9977
10210.327148 74.998 -77.1316
10210.510254 74.979 -143.1506
10210.693359 74.978 150.9114
10210.876465 75.007 84.9246
10211.059570 75.058 18.8242
10211.242676 75.119 -47.3237
10211.425781 75.194 -113.4216
10211.608887 75.293 -179.4818
10211.791992 75.417 114.3634
10211.975098 75.541 48.0014
10212.158203 75.632 -18.5249
10212.341309 75.674 -85.0300
10212.524414 75.683 -151.3272
10212.707520 75.688 142.6322
10212.890625 75.717 76.7356
10213.073730 75.775 10.8059
10213.256836 75.852 -55.2875
10213.439941 75.930 -121.6009
10213.623047 75.992 171.8627
10213.806152 76.017 105.1610
10213.989258 75.991 38.4464
10214.172363 75.921 -28.0548
10214.355469 75.842 -94.1722
10214.538574 75.804 -159.9631
10214.721680 75.835 134.2643
10214.904785 75.909 68.1859
10215.087891 75.972 1.7536
10215.270996 75.981 -64.7583
10215.454102 75.946 -130.9860
10215.637207 75.913 163.2136
10215.820312 75.923 97.6341
10216.003418 75.971 31.9213
10216.186523 76.012 -34.0802
10216.369629 76.008 -100.2084
10216.552734 75.967 -166.1824
10216.735840 75.932 128.1095
10216.918945 75.938 62.5053
10217.102051 75.985 -3.2450
10217.285156 76.042 -69.2110
10217.468262 76.085 -135.2391
10217.651367 76.126 158.8458
10217.834473 76.189 93.0332
10218.017578 76.279 27.1390
10218.200684 76.371 -38.9796
10218.383789 76.433 -105.2597
10218.566895 76.461 -171.5011
10218.750000 76.480 122.4198
10218.933105 76.520 56.4127
10219.116211 76.583 -9.7327
10219.299316 76.639 -76.1115
10219.482422 76.660 -142.5865
10219.665527 76.644 151.0952
10219.848633 76.620 85.0748
10220.031738 76.623 19.2537
10220.214844 76.655 -46.6041
10220.397949 76.691 -112.6394
10220.581055 76.702 -178.7801
10220.764160 76.688 115.1584
10220.947266 76.676 49.2793
10221.130371 76.694 -16.4966
10221.313477 76.748 -82.3494
10221.496582 76.819 -148.3869
10221.679688 76.884 145.4392
10221.862793 76.934 79.2663
10222.045898 76.977 13.2003
10222.229004 77.029 -52.7477
10222.412109 77.098 -118.6353
10222.595215 77.185 175.4724
10222.778320 77.288 109.5297
10222.961426 77.405 43.4984
10223.144531 77.532 -22.6594
10223.327637 77.657 -88.9579
10223.510742 77.770 -155.3636
10223.693848 77.865 138.1933
10223.876953 77.947 71.7726
10224.060059 78.022 5.3821
10224.243164 78.100 -61.0244
10224.426270 78.183 -127.5147
10224.609375 78.268 165.8550
10224.792480 78.353 99.0518
10224.975586 78.434 32.0656
10225.158691 78.503 -35.0818
10225.341797 78.554 -102.3236
10225.524902 78.584 -169.5586
10225.708008 78.598 123.3030
10225.891113 78.607 56.2826
10226.074219 78.615 -10.6820
10226.257324 78.616 -77.6843
10226.440430 78.596 -144.7683
10226.623535 78.542 148.1059
10226.806641 78.457 81.0171
10226.989746 78.356 14.0012
10227.172852 78.254 -52.9879
10227.355957 78.153 -120.0269
10227.539062 78.042 172.8728
10227.722168 77.914 105.8030
10227.905273 77.774 38.8887
10228.088379 77.640 -27.8359
10228.271484 77.523 -94.4810
10228.454590 77.413 -161.2083
10228.637695 77.278 131.9354
10228.820801 77.090 65.0949
10229.003906 76.854 -1.4880
10229.187012 76.600 -67.6695
10229.370117 76.368 -133.5372
10229.553223 76.167 160.6638
10229.736328 75.970 94.7769
10229.919434 75.742 28.8971
10230.102539 75.483 -36.7190
10230.285645 75.228 -101.9180
10230.468750 75.024 -166.8450
10230.651855 74.879 128.1533
10230.834961 74.756 62.8564
10231.018066 74.611 -2.6280
10231.201172 74.437 -67.9878
10231.384277 74.270 -133.0060
10231.567383 74.151 162.2524
10231.750488 74.089 97.5476
10231.933594 74.056 32.7450
10232.116699 74.024 -32.0697
10232.299805 73.998 -96.7582
10232.482910 73.999 -161.3564
10232.666016 74.032 133.9219
10232.849121 74.070 68.9232
10233.032227 74.077 3.7504
10233.215332 74.054 -61.3187
10233.398438 74.039 -126.1043
10233.581543 74.079 169.2839
10233.764648 74.180 104.5563
10233.947754 74.308 39.5478
10234.130859 74.427 -25.6415
10234.313965 74.533 -90.8078
10234.497070 74.651 -155.8977
10234.680176 74.795 138.9246
10234.863281 74.950 73.4665
10235.046387 75.085 7.7250
10235.229492 75.186 -58.1114
10235.412598 75.274 -123.8586
10235.595703 75.384 170.4851
10235.778809 75.528 104.7607
10235.961914 75.693 38.8398
10236.145020 75.854 -27.2448
10236.328125 76.003 -93.3668
10236.511230 76.152 -159.4724
10236.694336 76.307 134.3548
10236.877441 76.456 68.0030
10237.060547 76.577 1.4831
10237.243652 76.661 -65.0587
10237.426758 76.722 -131.4815
10237.609863 76.789 162.2031
10237.792969 76.873 95.8409
10237.976074 76.957 29.3064
10238.159180 77.012 -37.3517
10238.342285 77.031 -103.9487
10238.525391 77.031 -170.3431
10238.708496 77.042 123.4230
10238.891602 77.072 57.1714
10239.074707 77.103 -9.2203
10239.257812 77.116 -75.6938
10239.440918 77.110 -142.0856
10239.624023 77.110 151.6875
10239.807129 77.138 85.5281
10239.990234 77.192 19.2590
10240.173340 77.242 -47.1857
10240.356445 77.267 -113.6954
10240.539551 77.269 179.8931
10240.722656 77.272 113.6211
10240.905762 77.294 47.3616
10241.088867 77.330 -19.0479
10241.271973 77.358 -85.6421
10241.455078 77.367 -152.3107
10241.638184 77.368 141.0668
10241.821289 77.378 74.4901
10242.004395 77.401 7.8504
10242.187500 77.418 -58.9289
10242.370605 77.402 -125.7841
10242.553711 77.346 167.4471
10242.736816 77.265 100.8806
10242.919922 77.183 34.4809
10243.103027 77.109 -31.8993
10243.286133 77.035 -98.3741
10243.469238 76.944 -164.9263
10243.652344 76.835 128.5499
10243.835449 76.718 62.1325
10244.018555 76.602 -4.1898
10244.201660 76.484 -70.4628
10244.384766 76.349 -136.6694
10244.567871 76.187 157.2921
10244.750977 76.006 91.5273
10244.934082 75.825 26.0465
10245.117188 75.658 -39.2465
10245.300293 75.510 -104.4689
10245.483398 75.374 -169.6744
10245.666504 75.252 125.1436
10245.849609 75.147 59.9939
10246.032715 75.061 -5.1324
10246.215820 74.989 -70.2146
10246.398926 74.927 -135.1691
10246.582031 74.883 160.0931
10246.765137 74.877 95.5603
10246.948242 74.918 31.0893
10247.131348 74.997 -33.4891
10247.314453 75.094 -98.2357
10247.497559 75.197 -163.0940
10247.680664 75.316 131.9913
10247.863770 75.465 66.9710
10248.046875 75.646 1.7257
10248.229980 75.842 -63.8037
10248.413086 76.036 -129.5463
10248.596191 76.224 164.6265
10248.779297 76.419 98.7709
10248.962402 76.629 32.8216
10249.145508 76.844 -33.3242
10249.328613 77.043 -99.6817
10249.511719 77.212 -166.1477
10249.694824 77.357 127.4097
10249.877930 77.496 61.0331
10250.061035 77.645 -5.3575
10250.244141 77.801 -71.8799
10250.427246 77.945 -138.5714
10250.610352 78.061 154.6473
10250.793457 78.146 87.9034
10250.976562 78.214 21.2715
10251.159668 78.281 -45.2739
10251.342773 78.353 -111.8219
10251.525879 78.428 -178.4489
10251.708984 78.503 114.8235
10251.892090 78.576 48.0135
10252.075195 78.650 -18.8581
10252.258301 78.727 -85.7790
10252.441406 78.806 -152.7282
10252.624512 78.885 140.3378
10252.807617 78.964 73.4646
10252.990723 79.049 6.6559
10253.173828 79.143 -60.1490
10253.356934 79.241 -127.0457
10253.540039 79.329 165.9000
10253.723145 79.392 98.6981
10253.906250 79.425 31.4220
10254.089355 79.438 -35.8526
10254.272461 79.447 -103.1085
10254.455566 79.463 -170.3986
10254.638672 79.485 122.2057
10254.821777 79.500 54.6867
10255.004883 79.495 -12.8924
10255.187988 79.465 -80.4300
10255.371094 79.418 -147.8645
10255.554199 79.365 144.7764
10255.737305 79.310 77.3981
10255.920410 79.246 9.9200
10256.103516 79.162 -57.6605
10256.286621 79.058 -125.2779
10256.469727 78.942 167.1283
10256.652832 78.828 99.5478
10256.835938 78.719 31.9092
10257.019043 78.601 -35.8395
10257.202148 78.453 -103.6558
10257.385254 78.264 -171.4145
10257.568359 78.041 120.9991
10257.751465 77.802 53.5882
10257.934570 77.562 -13.7704
10258.117676 77.315 -81.2269
10258.300781 77.044 -148.8280
10258.483887 76.735 143.5237
10258.666992 76.392 75.9885
10258.850098 76.038 8.6605
10259.033203 75.688 -58.4964
10259.216309 75.341 -125.5902
10259.399414 74.976 167.3215
10259.582520 74.572 100.2900
10259.765625 74.122 33.4157
10259.948730 73.635 -33.2629
10260.131836 73.123 -99.8174
10260.314941 72.582 -166.3566
10260.498047 71.996 127.1084
10260.681152 71.349 60.7329
10260.864258 70.647 -5.2201
10261.047363 69.914 -70.5258
10261.230469 69.186 -135.1293
10261.413574 68.475 160.8416
10261.596680 67.759 97.2213
10261.779785 66.985 34.0305
10261.962891 66.104 -28.3567
10262.145996 65.126 -89.2072
10262.329102 64.185 -147.7562
10262.512207 63.545 155.9053
10262.695312 63.414 100.0804
10262.878418 63.712 42.6608
10263.061523 64.185 -16.9402
10263.244629 64.672 -77.9378
10263.427734 65.168 -139.4124
10263.610840 65.737 158.9683
10263.793945 66.410 96.9895
10263.977051 67.156 34.3419
10264.160156 67.920 -29.0926
10264.343262 68.658 -93.3137
10264.526367 69.338 -158.3221
10264.709473 69.927 135.9285
10264.892578 70.401 69.6455
10265.075684 70.767 3.1808
10265.258789 71.077 -63.1608
10265.441895 71.405 -129.3586
10265.625000 71.794 164.2830
10265.808105 72.224 97.4109
10265.991211 72.630 29.9618
10266.174316 72.955 -37.7823
10266.357422 73.186 -105.4168
10266.540527 73.353 -172.6872
10266.723633 73.498 120.3796
10266.906738 73.638 53.5690
10267.089844 73.768 -13.3000
10267.272949 73.874 -80.2548
10267.456055 73.960 -147.2450
10267.639160 74.036 145.7227
10267.822266 74.104 78.5712
10268.005371 74.147 11.2756
10268.188477 74.145 -56.0394
10268.371582 74.100 -123.1679
10268.554688 74.043 169.9875
10268.737793 74.002 103.2975
10268.920898 73.973 36.5212
10269.104004 73.924 -30.4314
10269.287109 73.827 -97.3792
10269.470215 73.695 -164.0307
10269.653320 73.574 129.7164
10269.836426 73.506 63.6290
10270.019531 73.476 -2.6501
10270.202637 73.429 -69.2310
10270.385742 73.319 -135.8637
10270.568848 73.156 157.8203
10270.751953 72.993 91.9608
10270.935059 72.874 26.3418
10271.118164 72.795 -39.3600
10271.301270 72.717 -105.2193
10271.484375 72.615 -171.0191
10271.667480 72.512 123.4541
10271.850586 72.444 58.1253
10272.033691 72.414 -7.3099
10272.216797 72.375 -73.0384
10272.399902 72.281 -138.9185
10272.583008 72.130 155.3609
10272.766113 71.968 89.9496
10272.949219 71.838 24.6866
10273.132324 71.743 -40.6865
10273.315430 71.656 -106.1937
10273.498535 71.569 -171.5957
10273.681641 71.513 123.3007
10273.864746 71.524 58.3678
10274.047852 71.586 -6.7186
10274.230957 71.632 -72.0686
10274.414062 71.603 -137.3918
10274.597168 71.504 157.7630
10274.780273 71.401 93.5874
10274.963379 71.366 29.8049
10275.146484 71.413 -34.0801
10275.329590 71.512 -98.3440
10275.512695 71.637 -162.9478
10275.695801 71.792 132.2097
10275.878906 71.984 67.1149
10276.062012 72.194 1.7516
10276.245117 72.396 -63.7247
10276.428223 72.593 -129.0670
10276.611328 72.821 165.7664
10276.794434 73.107 100.4585
10276.977539 73.417 34.5963
10277.160645 73.683 -31.9074
10277.343750 73.860 -98.7238
10277.526855 73.973 -165.4212
10277.709961 74.093 128.1257
10277.893066 74.272 61.6136
10278.076172 74.487 -5.3378
10278.259277 74.667 -72.7253
10278.442383 74.771 -140.1237
10278.625488 74.828 152.9179
10278.808594 74.909 86.4135
10278.991699 75.052 19.8610
10279.174805 75.206 -47.2717
10279.357910 75.276 -115.0013
10279.541016 75.211 177.1928
10279.724121 75.051 109.9360
10279.907227 74.907 43.4175
10280.090332 74.867 -22.8447
10280.273438 74.915 -89.5670
10280.456543 74.948 -156.9896
10280.639648 74.882 135.2929
10280.822754 74.713 67.9192
10281.005859 74.511 1.2331
10281.188965 74.351 -64.9724
10281.372070 74.245 -131.1983
10281.555176 74.142 162.2945
10281.738281 73.997 95.6864
10281.921387 73.821 29.3091
10282.104492 73.665 -36.7552
10282.287598 73.560 -102.7600
10282.470703 73.479 -168.9710
10282.653809 73.369 124.6687
10282.836914 73.213 58.4855
10283.020020 73.044 -7.2827
10283.203125 72.912 -72.7644
10283.386230 72.822 -138.3368
10283.569336 72.730 155.7811
10283.752441 72.593 89.7447
10283.935547 72.417 23.8865
10284.118652 72.251 -41.6518
10284.301758 72.141 -107.0842
10284.484863 72.078 -172.7573
10284.667969 72.010 121.2082
10284.851074 71.891 55.0038
10285.034180 71.712 -11.0778
10285.217285 71.493 -76.8731
10285.400391 71.254 -142.3885
10285.583496 71.002 152.3251
10285.766602 70.747 87.2557
10285.949707 70.506 22.3501
10286.132812 70.294 -42.5765
10286.315918 70.086 -107.7138
10286.499023 69.834 -172.9778
10286.682129 69.513 122.0812
10286.865234 69.170 57.9940
10287.048340 68.908 -5.1396
10287.231445 68.797 -67.8808
10287.414551 68.795 -130.9236
10287.597656 68.793 165.6569
10287.780762 68.737 102.4305
10287.963867 68.684 39.9595
10288.146973 68.750 -21.8684
10288.330078 68.985 -83.8166
10288.513184 69.324 -146.5186
10288.696289 69.680 150.0416
10288.879395 70.028 86.2232
10289.062500 70.397 22.1920
10289.245605 70.809 -42.2205
10289.428711 71.234 -107.2059
10289.611816 71.624 -172.6689
10289.794922 71.962 121.7184
10289.978027 72.275 56.2117
10290.161133 72.605 -9.2329
10290.344238 72.967 -74.8883
10290.527344 73.329 -140.9691
10290.710449 73.654 152.5568
10290.893555 73.926 85.8931
10291.076660 74.160 19.2153
10291.259766 74.382 -47.4519
10291.442871 74.604 -114.1924
10291.625977 74.822 178.9344
10291.809082 75.024 111.9633
10291.992188 75.207 44.9748
10292.175293 75.376 -21.9905
10292.358398 75.528 -88.9480
10292.541504 75.653 -155.9034
10292.724609 75.742 137.2051
10292.907715 75.797 70.4744
10293.090820 75.838 3.9339
10293.273926 75.884 -62.5204
10293.457031 75.936 -129.0582
10293.640137 75.974 164.2420
10293.823242 75.982 97.4844
10294.006348 75.962 30.8820
10294.189453 75.950 -35.4308
10294.372559 75.982 -101.5416
10294.555664 76.068 -167.7084
10294.738770 76.176 125.8661
10294.921875 76.262 59.2116
10295.104980 76.303 -7.4469
10295.288086 76.311 -73.8867
10295.471191 76.323 -140.0768
10295.654297 76.363 153.7935
10295.837402 76.425 87.4833
10296.020508 76.478 20.9081
10296.203613 76.500 -45.8077
10296.386719 76.493 -112.4596
10296.569824 76.484 -178.9386
10296.752930 76.496 114.6913
10296.936035 76.529 48.2786
10297.119141 76.561 -18.2560
10297.302246 76.567 -84.8429
10297.485352 76.540 -151.3311
10297.668457 76.494 142.3768
10297.851562 76.452 76.2432
10298.034668 76.422 10.1302
10298.217773 76.399 -56.0831
10298.400879 76.369 -122.4126
10298.583984 76.325 171.2203
10298.767090 76.274 104.9129
10298.950195 76.229 38.7129
10299.133301 76.198 -27.3968
10299.316406 76.182 -93.4649
10299.499512 76.169 -159.5266
10299.682617 76.145 134.4275
10299.865723 76.098 68.4577
10300.048828 76.027 2.6541
10300.231934 75.947 -62.9206
10300.415039 75.881 -128.3031
10300.598145 75.847 166.3501
10300.781250 75.841 100.8525
10300.964355 75.839 35.1387
10301.147461 75.821 -30.6646
10301.330566 75.791 -96.3338
10301.513672 75.779 -161.7460
10301.696777 75.816 132.9921
10301.879883 75.899 67.6374
10302.062988 75.992 2.0591
10302.246094 76.057 -63.6238
10302.429199 76.093 -129.1657
10302.612305 76.136 165.5412
10302.795410 76.224 100.3140
10302.978516 76.355 34.8260
10303.161621 76.486 -31.0721
10303.344727 76.579 -97.2084
10303.527832 76.633 -163.2580
10303.710938 76.689 130.9543
10303.894043 76.786 65.2959
10304.077148 76.920 -0.5193
10304.260254 77.051 -66.6183
10304.443359 77.142 -132.8457
10304.626465 77.198 161.0555
10304.809570 77.254 95.1649
10304.992676 77.342 29.2858
10305.175781 77.451 -36.8497
10305.358887 77.540 -103.2872
10305.541992 77.583 -169.7888
10305.725098 77.595 123.9464
10305.908203 77.625 58.0011
10306.091309 77.704 -7.8357
10306.274414 77.818 -73.8413
10306.457520 77.924 -140.0702
10306.640625 77.998 153.6766
10306.823730 78.053 87.6220
10307.006836 78.128 21.7710
10307.189941 78.245 -44.0999
10307.373047 78.383 -110.2040
10307.556152 78.509 -176.5262
10307.739258 78.609 117.1390
10307.922363 78.705 50.9578
10308.105469 78.827 -15.1218
10308.288574 78.981 -81.3192
10308.471680 79.141 -147.7963
10308.654785 79.277 145.4868
10308.837891 79.380 78.6974
10309.020996 79.467 11.9440
10309.204102 79.563 -54.8261
10309.387207 79.668 -121.7464
10309.570312 79.768 171.1371
10309.753418 79.846 103.9335
10309.936523 79.908 36.8069
10310.119629 79.972 -30.1825
10310.302734 80.053 -97.1354
10310.485840 80.141 -164.2071
10310.668945 80.206 128.5517
10310.852051 80.226 61.2400
10311.035156 80.203 -5.9950
10311.218262 80.156 -73.0956
10311.401367 80.107 -140.1412
10311.584473 80.059 152.7414
10311.767578 79.998 85.5110
10311.950684 79.915 18.2546
10312.133789 79.814 -48.8939
10312.316895 79.715 -115.8687
10312.500000 79.628 177.2874
10312.683105 79.554 110.4888
10312.866211 79.478 43.6997
10313.049316 79.390 -23.0457
10313.232422 79.291 -89.7024
10313.415527 79.188 -156.2747
10313.598633 79.082 137.1908
10313.781738 78.971 70.6665
10313.964844 78.850 4.1795
10314.147949 78.725 -62.2198
10314.331055 78.603 -128.5193
10314.514160 78.490 165.2400
10314.697266 78.382 99.0156
10314.880371 78.270 32.8214
10315.063477 78.154 -33.2847
10315.246582 78.042 -99.2741
10315.429688 77.949 -165.2020
10315.612793 77.875 128.8257
10315.795898 77.809 62.7462
10315.979004 77.741 -3.4117
