* Generated by rew_pipeline.py (source UUID 7e7ffd0f-409a-4ea4-9b14-d7aa3d850d0c, calibrated to its own SPL at 100 Hz)
* Measurement: R.filtered.clean-fdw6-peq
* Dated: 2026-Sep-13 14:43:17
* Note: ; Trace Arithmetic A times B A = R.nofdw.clean-fdw6-peq B = FRX-trimmed.clean-fdw6-peq
* Smoothing: None
* Frequency Step: 0.1831055 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
3752.380371 74.232 -136.6366
3752.563477 74.176 157.5854
3752.746582 74.165 91.8577
3752.929688 74.182 25.9125
3753.112793 74.183 -40.2685
3753.295898 74.144 -106.4099
3753.479004 74.087 -172.1943
3753.662109 74.068 122.4094
3753.845215 74.122 57.0652
3754.028320 74.219 -8.6194
3754.211426 74.293 -74.7058
3754.394531 74.305 -140.8863
3754.577637 74.278 153.2032
3754.760742 74.277 87.6176
3754.943848 74.348 22.0153
3755.126953 74.472 -44.0148
3755.310059 74.588 -110.5491
3755.493164 74.655 -177.2843
3755.676270 74.682 116.1668
3755.859375 74.717 49.9426
3756.042480 74.791 -16.1558
3756.225586 74.893 -82.4271
3756.408691 74.975 -148.9620
3756.591797 75.009 144.4067
3756.774902 75.006 77.8921
3756.958008 75.001 11.5193
3757.141113 75.018 -54.9001
3757.324219 75.045 -121.5616
3757.507324 75.051 171.5438
3757.690430 75.019 104.6239
3757.873535 74.966 37.8901
3758.056641 74.919 -28.6280
3758.239746 74.891 -95.0834
3758.422852 74.864 -161.6308
3758.605957 74.811 131.7402
3758.789062 74.719 65.1899
3758.972168 74.606 -1.1333
3759.155273 74.504 -67.2384
3759.338379 74.434 -133.2907
3759.521484 74.389 160.5285
3759.704590 74.345 94.1605
3759.887695 74.277 27.6899
3760.070801 74.175 -38.7207
3760.253906 74.043 -104.9037
3760.437012 73.903 -170.7444
3760.620117 73.787 123.7469
3760.803223 73.726 58.3732
3760.986328 73.724 -7.1985
3761.169434 73.742 -73.2248
3761.352539 73.727 -139.6740
3761.535645 73.644 153.7847
3761.718750 73.510 87.5633
3761.901855 73.385 21.8454
3762.084961 73.322 -43.5804
3762.268066 73.319 -109.1286
3762.451172 73.321 -175.0076
3762.634277 73.275 118.9641
3762.817383 73.179 53.1489
3763.000488 73.082 -12.2817
3763.183594 73.032 -77.5354
3763.366699 73.025 -142.9880
3763.549805 73.010 151.2229
3763.732910 72.946 85.3403
3763.916016 72.843 19.7375
3764.099121 72.753 -45.4495
3764.282227 72.718 -110.4529
3764.465332 72.725 -175.6012
3764.648438 72.724 119.0581
3764.831543 72.691 53.8005
3765.014648 72.660 -11.0928
3765.197754 72.688 -75.6734
3765.380859 72.802 -140.3141
3765.563965 72.965 154.6746
3765.747070 73.125 89.3477
3765.930176 73.264 24.0106
3766.113281 73.415 -41.1423
3766.296387 73.620 -106.2607
3766.479492 73.879 -171.7103
3766.662598 74.142 122.2784
3766.845703 74.357 55.7946
3767.028809 74.504 -10.8707
3767.211914 74.601 -77.4605
3767.395020 74.684 -143.9008
3767.578125 74.777 149.7230
3767.761230 74.883 83.2985
3767.944336 74.989 16.7865
3768.127441 75.087 -49.7877
3768.310547 75.170 -116.3924
3768.493652 75.232 176.9909
3768.676758 75.268 110.3953
3768.859863 75.276 43.8847
3769.042969 75.264 -22.4806
3769.226074 75.251 -88.6957
3769.409180 75.247 -154.8143
3769.592285 75.256 139.1094
3769.775391 75.279 73.0698
3769.958496 75.320 7.0817
3770.141602 75.389 -58.8971
3770.324707 75.482 -124.9814
3770.507812 75.580 168.7368
3770.690918 75.654 102.3058
3770.874023 75.692 35.9135
3771.057129 75.716 -30.2575
3771.240234 75.765 -96.2108
3771.423340 75.864 -162.1774
3771.606445 76.002 131.5671
3771.789551 76.135 64.9452
3771.972656 76.230 -1.8615
3772.155762 76.285 -68.5735
3772.338867 76.333 -135.0416
3772.521973 76.406 158.6401
3772.705078 76.510 92.2344
3772.888184 76.621 25.5791
3773.071289 76.712 -41.2963
3773.254395 76.775 -108.2451
3773.437500 76.825 -175.1628
3773.620605 76.879 117.9289
3773.803711 76.939 50.9415
3773.986816 76.990 -16.1539
3774.169922 77.019 -83.2744
3774.353027 77.024 -150.2982
3774.536133 77.020 142.8169
3774.719238 77.018 75.9912
3774.902344 77.015 9.1021
3775.085449 76.995 -57.8975
3775.268555 76.951 -124.9452
3775.451660 76.889 168.0532
3775.634766 76.830 101.1227
3775.817871 76.785 34.2043
3776.000977 76.749 -32.7557
3776.184082 76.712 -99.7179
3776.367188 76.669 -166.5751
3776.550293 76.632 126.7215
3776.733398 76.615 60.0712
3776.916504 76.605 -6.7107
3777.099609 76.570 -73.7101
3777.282715 76.480 -140.8012
3777.465820 76.338 152.2731
3777.648926 76.184 85.6800
3777.832031 76.069 19.3154
3778.015137 76.008 -47.1368
3778.198242 75.967 -113.9081
3778.381348 75.895 179.0927
3778.564453 75.769 112.2176
3778.747559 75.616 45.7897
3778.930664 75.492 -20.1806
3779.113770 75.426 -86.0230
3779.296875 75.397 -152.1080
3779.479980 75.352 141.4749
3779.663086 75.261 74.9313
3779.846191 75.138 8.5079
3780.029297 75.021 -57.7538
3780.212402 74.932 -124.0252
3780.395508 74.854 169.5409
3780.578613 74.757 103.0142
3780.761719 74.636 36.6276
3780.944824 74.519 -29.4796
3781.127930 74.442 -95.4507
3781.311035 74.403 -161.6075
3781.494141 74.359 131.8623
3781.677246 74.266 65.0841
3781.860352 74.118 -1.6296
3782.043457 73.951 -68.0589
3782.226562 73.812 -134.2536
3782.409668 73.716 159.5596
3782.592773 73.638 93.2447
3782.775879 73.551 26.8901
3782.958984 73.452 -39.3278
3783.142090 73.358 -105.3689
3783.325195 73.276 -171.3769
3783.508301 73.179 122.5150
3783.691406 73.034 56.3939
3783.874512 72.836 -9.4634
3784.057617 72.625 -74.8486
3784.240723 72.458 -139.8624
3784.423828 72.352 155.1489
3784.606934 72.274 89.9484
3784.790039 72.181 24.6438
3784.973145 72.074 -40.4699
3785.156250 71.995 -105.2750
3785.339355 71.982 -170.0101
3785.522461 72.021 124.9675
3785.705566 72.061 59.5732
3785.888672 72.071 -5.9297
3786.071777 72.077 -71.2297
3786.254883 72.135 -136.3095
3786.437988 72.274 158.5293
3786.621094 72.467 93.0058
3786.804199 72.664 27.1529
3786.987305 72.847 -38.7793
3787.170410 73.042 -104.6627
3787.353516 73.273 -170.6907
3787.536621 73.524 122.7928
3787.719727 73.735 55.6549
3787.902832 73.855 -11.8691
3788.085938 73.886 -79.3471
3788.269043 73.884 -146.4771
3788.452148 73.923 146.6662
3788.635254 74.033 79.6881
3788.818359 74.180 12.2329
3789.001465 74.297 -55.7148
3789.184570 74.335 -123.8580
3789.367676 74.292 168.1609
3789.550781 74.198 100.5142
3789.733887 74.089 33.1018
3789.916992 73.970 -34.3258
3790.100098 73.822 -101.9384
3790.283203 73.616 -169.6920
3790.466309 73.349 122.6239
3790.649414 73.041 55.2321
3790.832520 72.732 -11.7749
3791.015625 72.452 -78.4721
3791.198730 72.201 -145.0126
3791.381836 71.959 148.5103
3791.564941 71.697 82.1340
3791.748047 71.397 15.9938
3791.931152 71.066 -49.7647
3792.114258 70.727 -115.0609
3792.297363 70.412 -179.9085
3792.480469 70.155 115.6021
3792.663574 69.982 51.3331
3792.846680 69.913 -12.8907
3793.029785 69.952 -77.2769
3793.212891 70.079 -142.0197
3793.395996 70.254 152.7812
3793.579102 70.435 87.1695
3793.762207 70.589 21.2922
3793.945312 70.708 -44.7063
3794.128418 70.803 -110.7852
3794.311523 70.883 -177.0282
3794.494629 70.947 116.4350
3794.677734 70.983 49.5466
3794.860840 70.979 -17.6193
3795.043945 70.937 -84.8925
3795.227051 70.876 -152.1032
3795.410156 70.820 140.8278
3795.593262 70.785 73.8620
3795.776367 70.769 6.8930
3795.959473 70.749 -60.1633
3796.142578 70.695 -127.3008
3796.325684 70.584 165.5841
3796.508789 70.413 98.6421
3796.691895 70.202 31.9797
3796.875000 69.986 -34.4268
3797.058105 69.788 -100.7393
3797.241211 69.610 -167.1386
3797.424316 69.432 126.3452
3797.607422 69.242 59.8873
3797.790527 69.057 -6.2787
3797.973633 68.919 -72.1068
3798.156738 68.853 -137.8457
3798.339844 68.830 156.1788
3798.522949 68.784 89.9192
3798.706055 68.674 23.7022
3798.889160 68.527 -42.0661
3799.072266 68.427 -107.3705
3799.255371 68.433 -172.7859
3799.438477 68.504 120.9815
3799.621582 68.523 53.7939
3799.804688 68.405 -13.7545
3799.987793 68.169 -80.7615
3800.170898 67.942 -146.6985
3800.354004 67.870 148.0322
3800.537109 67.973 82.3601
3800.720215 68.121 15.6159
3800.903320 68.166 -51.9034
3801.086426 68.066 -119.3501
3801.269531 67.898 173.9318
3801.452637 67.794 107.8491
3801.635742 67.811 41.6390
3801.818848 67.889 -25.3384
3802.001953 67.926 -93.0005
3802.185059 67.890 -160.7632
3802.368164 67.834 131.8298
3802.551270 67.832 64.6641
3802.734375 67.891 -2.7986
3802.917480 67.933 -70.9165
3803.100586 67.871 -139.5090
3803.283691 67.684 151.9340
3803.466797 67.437 83.7663
3803.649902 67.223 15.8235
3803.833008 67.082 -52.4606
3804.016113 66.968 -121.4824
3804.199219 66.808 168.9417
3804.382324 66.576 99.4206
3804.565430 66.315 30.4994
3804.748535 66.095 -37.7797
3804.931641 65.943 -105.8964
3805.114746 65.804 -174.3803
3805.297852 65.596 116.6356
3805.480957 65.283 47.3699
3805.664062 64.907 -21.9862
3805.847168 64.546 -91.5790
3806.030273 64.243 -161.8095
3806.213379 63.977 127.1060
3806.396484 63.693 55.4567
3806.579590 63.365 -16.1039
3806.762695 63.020 -87.0233
3806.945801 62.720 -157.3093
3807.128906 62.495 132.3984
3807.312012 62.305 61.3074
3807.495117 62.082 -10.9433
3807.678223 61.808 -84.1327
3807.861328 61.546 -157.6917
3808.044434 61.405 128.9474
3808.227539 61.458 56.0822
3808.410645 61.682 -16.2700
3808.593750 61.972 -88.1390
3808.776855 62.224 -159.4508
3808.959961 62.397 129.8719
3809.143066 62.521 59.7000
3809.326172 62.656 -10.3753
3809.509277 62.843 -80.8351
3809.692383 63.098 -151.8975
3809.875488 63.422 136.6007
3810.058594 63.819 65.0053
3810.241699 64.277 -6.4407
3810.424805 64.751 -77.6870
3810.607910 65.169 -148.7273
3810.791016 65.464 140.5811
3810.974121 65.620 70.5205
3811.157227 65.692 1.2991
3811.340332 65.780 -67.2544
3811.523438 65.954 -135.7703
3811.706543 66.191 155.0735
3811.889648 66.395 85.1116
3812.072754 66.473 14.8198
3812.255859 66.398 -55.0010
3812.438965 66.228 -123.6936
3812.622070 66.073 168.8123
3812.805176 66.012 101.8807
3812.988281 66.019 34.6789
3813.171387 65.996 -33.1076
3813.354492 65.873 -101.1074
3813.537598 65.669 -168.6473
3813.720703 65.487 124.7095
3813.903809 65.441 58.8040
3814.086914 65.569 -6.9615
3814.270020 65.809 -73.0445
3814.453125 66.078 -139.4358
3814.636230 66.331 154.1291
3814.819336 66.573 87.8071
3815.002441 66.820 21.4974
3815.185547 67.069 -45.0318
3815.368652 67.299 -111.9328
3815.551758 67.489 -179.1954
3815.734863 67.634 113.2888
3815.917969 67.740 45.6407
3816.101074 67.818 -22.0348
3816.284180 67.879 -89.6414
3816.467285 67.942 -157.1179
3816.650391 68.025 135.4969
3816.833496 68.136 68.0409
3817.016602 68.257 0.3220
3817.199707 68.350 -67.7257
3817.382812 68.377 -135.9639
3817.565918 68.326 155.8805
3817.749023 68.217 88.0527
3817.932129 68.086 20.6233
3818.115234 67.962 -46.5367
3818.298340 67.845 -113.6266
3818.481445 67.717 179.2520
3818.664551 67.559 112.1519
3818.847656 67.371 45.2026
3819.030762 67.169 -21.4947
3819.213867 66.968 -87.9023
3819.396973 66.782 -154.0023
3819.580078 66.616 140.2451
3819.763184 66.486 74.8680
3819.946289 66.410 9.7977
3820.129395 66.395 -55.1684
3820.312500 66.430 -120.2949
3820.495605 66.482 174.2207
3820.678711 66.514 108.3351
3820.861816 66.500 42.1710
3821.044922 66.441 -24.0324
3821.228027 66.370 -90.0276
3821.411133 66.344 -155.7258
3821.594238 66.414 138.6768
3821.777344 66.581 72.7969
3821.960449 66.784 6.3911
3822.143555 66.944 -60.4022
3822.326660 67.021 -127.1469
3822.509766 67.043 166.5461
3822.692871 67.079 100.6538
3822.875977 67.170 34.6795
3823.059082 67.279 -31.9194
3823.242188 67.323 -99.2139
3823.425293 67.255 -166.7346
3823.608398 67.107 126.1476
3823.791504 66.982 59.6986
3823.974609 66.963 -6.4445
3824.157715 67.037 -72.8988
3824.340820 67.103 -139.8469
3824.523926 67.084 153.1570
3824.707031 66.993 86.7498
3824.890137 66.925 21.1335
3825.073242 66.963 -44.2031
3825.256348 67.085 -110.0131
3825.439453 67.194 -176.5405
3825.622559 67.224 116.6101
3825.805664 67.193 49.9826
3825.988770 67.176 -16.2594
3826.171875 67.217 -82.4147
3826.354980 67.291 -148.7915
3826.538086 67.347 144.7183
3826.721191 67.390 78.4869
3826.904297 67.489 12.5950
3827.087402 67.696 -53.4727
3827.270508 67.962 -120.3884
3827.453613 68.164 171.7385
3827.636719 68.214 103.5007
3827.819824 68.131 35.7300
3828.002930 68.028 -31.1568
3828.186035 68.024 -97.5766
3828.369141 68.127 -164.4274
3828.552246 68.228 127.8235
3828.735352 68.220 59.5212
3828.918457 68.094 -8.6045
3829.101562 67.937 -76.1132
3829.284668 67.845 -143.2562
3829.467773 67.829 149.3081
3829.650879 67.801 81.2609
3829.833984 67.676 12.9453
3830.017090 67.452 -55.0134
3830.200195 67.210 -122.3382
3830.383301 67.021 170.5831
3830.566406 66.864 103.1068
3830.749512 66.640 35.0893
3830.932617 66.288 -32.9011
3831.115723 65.869 -100.1067
3831.298828 65.542 -166.4265
3831.481934 65.418 127.1900
3831.665039 65.416 59.5928
3831.848145 65.341 -9.3828
3832.031250 65.049 -78.8490
3832.214355 64.540 -147.5726
3832.397461 63.951 145.2289
3832.580566 63.461 79.2522
3832.763672 63.128 13.3107
3832.946777 62.844 -53.4676
3833.129883 62.473 -120.9300
3833.312988 61.984 171.6206
3833.496094 61.445 104.6207
3833.679199 60.925 37.9101
3833.862305 60.412 -28.8351
3834.045410 59.844 -95.4355
3834.228516 59.228 -161.2243
3834.411621 58.687 134.1215
3834.594727 58.341 69.8019
3834.777832 58.116 4.5143
3834.960938 57.779 -62.0132
3835.144043 57.148 -128.6350
3835.327148 56.243 166.4046
3835.510254 55.308 104.1732
3835.693359 54.633 43.7547
3835.876465 54.211 -16.9077
3836.059570 53.800 -78.3423
3836.242676 53.321 -139.4356
3836.425781 52.967 160.2054
3836.608887 52.869 98.8957
3836.791992 52.800 34.9530
3836.975098 52.421 -30.9747
3837.158203 51.622 -96.4126
3837.341309 50.683 -158.7789
3837.524414 50.188 141.8248
3837.707520 50.348 81.5424
3837.890625 50.665 18.0970
3838.073730 50.664 -46.6602
3838.256836 50.303 -109.5661
3838.439941 49.930 -168.7865
3838.623047 49.943 134.3811
3838.806152 50.309 77.3340
3838.989258 50.799 19.7834
3839.172363 51.487 -37.5702
3839.355469 52.570 -96.1278
3839.538574 53.889 -158.2621
3839.721680 55.057 135.7395
3839.904785 55.837 67.4244
3840.087891 56.204 -1.3302
3840.270996 56.287 -69.0853
3840.454102 56.300 -135.2950
3840.637207 56.431 159.4361
3840.820312 56.715 93.8716
3841.003418 57.044 27.1813
3841.186523 57.286 -40.6660
3841.369629 57.372 -109.2394
3841.552734 57.294 -178.0067
3841.735840 57.086 113.5200
3841.918945 56.816 45.7145
3842.102051 56.558 -21.2782
3842.285156 56.366 -87.6101
3842.468262 56.222 -153.5380
3842.651367 56.054 140.9789
3842.834473 55.802 76.4959
3843.017578 55.506 13.8182
3843.200684 55.329 -46.7176
3843.383789 55.459 -105.9324
3843.566895 55.933 -165.4105
3843.750000 56.634 133.7473
3843.933105 57.435 71.2647
3844.116211 58.253 7.1784
3844.299316 59.015 -58.3772
3844.482422 59.654 -125.0142
3844.665527 60.142 167.9462
3844.848633 60.526 101.1977
3845.031738 60.913 34.9925
3845.214844 61.395 -31.1201
3845.397949 61.960 -97.9161
3845.581055 62.499 -165.7543
3845.764160 62.910 125.6967
3845.947266 63.169 57.1291
3846.130371 63.337 -10.9131
3846.313477 63.513 -78.4094
3846.496582 63.749 -145.8386
3846.679688 64.013 146.3087
3846.862793 64.227 77.9862
3847.045898 64.344 9.5657
3847.229004 64.385 -58.5291
3847.412109 64.409 -126.1763
3847.595215 64.464 166.3686
3847.778320 64.549 98.7342
3847.961426 64.629 30.7548
3848.144531 64.672 -37.4789
3848.327637 64.674 -105.8014
3848.510742 64.640 -174.1156
3848.693848 64.562 117.6618
3848.876953 64.423 49.7536
3849.060059 64.237 -17.4702
3849.243164 64.067 -83.7659
3849.426270 64.000 -149.4028
3849.609375 64.062 144.8304
3849.792480 64.172 78.2335
3849.975586 64.211 10.7562
3850.158691 64.119 -57.0952
3850.341797 63.935 -124.7853
3850.524902 63.763 167.7306
3850.708008 63.668 99.9105
3850.891113 63.611 31.1657
3851.074219 63.487 -38.4983
3851.257324 63.214 -108.4098
3851.440430 62.800 -177.6556
3851.623535 62.335 114.3377
3851.806641 61.922 47.3686
3851.989746 61.571 -19.3447
3852.172852 61.171 -86.3211
3852.355957 60.598 -153.2598
3852.539062 59.833 140.6913
3852.722168 59.009 76.1278
3852.905273 58.312 12.5469
3853.088379 57.788 -51.4752
3853.271484 57.276 -116.7903
3853.454590 56.585 177.2435
3853.637695 55.680 112.2907
3853.820801 54.751 49.9572
3854.003906 54.155 -9.7281
3854.187012 54.095 -69.0357
3854.370117 54.361 -130.3440
3854.553223 54.579 165.9735
3854.736328 54.482 100.9491
3854.919434 53.936 36.1158
3855.102539 52.925 -26.5568
3855.285645 51.668 -84.7137
3855.468750 50.778 -137.5178
3855.651855 50.787 171.1425
3855.834961 51.355 116.9430
3856.018066 51.994 60.7775
3856.201172 52.827 4.8761
3856.384277 54.221 -51.9003
3856.567383 56.058 -112.6397
3856.750488 57.871 -177.8562
3856.933594 59.379 114.2053
3857.116699 60.558 45.4451
3857.299805 61.521 -22.9867
3857.482910 62.412 -90.8816
3857.666016 63.306 -158.7112
3857.849121 64.176 133.0255
3858.032227 64.959 64.2752
3858.215332 65.628 -4.6560
3858.398438 66.216 -73.4872
3858.581543 66.779 -142.2487
3858.764648 67.348 148.7494
3858.947754 67.901 79.2209
3859.130859 68.390 9.1626
3859.313965 68.781 -61.1558
3859.497070 69.076 -131.3902
3859.680176 69.305 158.6768
3859.863281 69.500 89.0498
3860.046387 69.680 19.5789
3860.229492 69.841 -49.9100
3860.412598 69.971 -119.5263
3860.595703 70.055 170.6934
3860.778809 70.083 100.7685
3860.961914 70.047 30.7892
3861.145020 69.944 -39.0639
3861.328125 69.791 -108.5641
3861.511230 69.625 -177.5789
3861.694336 69.489 113.7761
3861.877441 69.392 45.1479
3862.060547 69.289 -23.7975
3862.243652 69.110 -93.0813
3862.426758 68.805 -162.3500
3862.609863 68.391 128.9215
3862.792969 67.952 61.0702
3862.976074 67.594 -6.0725
3863.159180 67.364 -73.1138
3863.342285 67.207 -140.5595
3863.525391 67.027 151.6335
3863.708496 66.760 83.9619
3863.891602 66.414 16.9591
3864.074707 66.035 -49.1592
3864.257812 65.668 -114.5434
3864.440918 65.323 -179.4461
3864.624023 65.006 116.0244
3864.807129 64.752 51.7990
3864.990234 64.611 -12.4251
3865.173340 64.586 -77.1184
3865.356445 64.616 -142.4520
3865.539551 64.646 151.9654
3865.722656 64.695 86.7583
3865.905762 64.857 22.1190
3866.088867 65.197 -42.5559
3866.271973 65.658 -108.1603
3866.455078 66.092 -175.0200
3866.638184 66.379 117.3066
3866.821289 66.506 49.6013
3867.004395 66.561 -17.5622
3867.187500 66.685 -84.2425
3867.370605 66.958 -151.1305
3867.553711 67.343 141.0506
3867.736816 67.723 72.1599
3867.919922 68.004 2.6612
3868.103027 68.154 -66.7496
3868.286133 68.216 -135.5407
3868.469238 68.273 156.3660
3868.652344 68.391 88.5379
3868.835449 68.568 20.3449
3869.018555 68.742 -48.5586
3869.201660 68.849 -118.0186
3869.384766 68.871 172.4564
3869.567871 68.849 103.3451
3869.750977 68.860 34.7761
3869.934082 68.955 -33.5819
3870.117188 69.112 -102.2369
3870.300293 69.253 -171.4315
3870.483398 69.309 119.0198
3870.666504 69.271 49.5325
3870.849609 69.194 -19.5860
3871.032715 69.163 -88.3871
3871.215820 69.228 -157.2403
3871.398926 69.372 133.5181
3871.582031 69.539 63.8895
3871.765137 69.687 -5.8350
3871.948242 69.811 -75.3629
3872.131348 69.925 -144.6380
3872.314453 70.027 146.1646
3872.497559 70.094 76.8580
3872.680664 70.095 7.4426
3872.863770 70.031 -61.9108
3873.046875 69.942 -131.0623
3873.229980 69.883 159.9043
3873.413086 69.883 90.7072
3873.596191 69.916 21.1228
3873.779297 69.936 -48.7900
3873.962402 69.911 -118.7215
3874.145508 69.852 171.6600
3874.328613 69.798 102.4840
3874.511719 69.783 33.6283
3874.694824 69.813 -35.1199
3874.877930 69.870 -103.8623
3875.061035 69.940 -172.5548
3875.244141 70.019 118.8616
3875.427246 70.106 50.3527
3875.610352 70.182 -18.1639
3875.793457 70.217 -86.6839
3875.976562 70.194 -155.0679
3876.159668 70.134 136.8386
3876.342773 70.086 69.0135
3876.525879 70.094 1.1886
3876.708984 70.163 -66.9734
3876.892090 70.260 -135.6006
3877.075195 70.349 155.4876
3877.258301 70.416 86.6418
3877.441406 70.472 18.1646
3877.624512 70.538 -49.8244
3877.807617 70.630 -117.3873
3877.990723 70.751 175.3036
3878.173828 70.901 108.0211
3878.356934 71.066 40.5218
3878.540039 71.223 -27.3671
3878.723145 71.341 -95.6312
3878.906250 71.407 -164.0353
3879.089355 71.442 127.7458
3879.272461 71.500 59.8855
3879.455566 71.628 -7.7637
3879.638672 71.823 -75.5518
3879.821777 72.031 -143.6930
3880.004883 72.189 147.9376
3880.187988 72.278 79.6761
3880.371094 72.334 11.7540
3880.554199 72.415 -55.9407
3880.737305 72.542 -123.7909
3880.920410 72.686 167.9046
3881.103516 72.794 99.2024
3881.286621 72.846 30.4402
3881.469727 72.864 -38.0604
3881.652832 72.889 -106.2446
3881.835938 72.939 -174.3159
3882.019043 72.990 117.5169
3882.202148 72.999 49.2625
3882.385254 72.950 -18.8935
3882.568359 72.861 -86.8148
3882.751465 72.763 -154.5775
3882.934570 72.658 137.6122
3883.117676 72.523 69.6728
3883.300781 72.336 1.7829
3883.483887 72.119 -65.7704
3883.666992 71.927 -132.9017
3883.850098 71.804 160.1187
3884.033203 71.733 92.9094
3884.216309 71.649 25.4028
3884.399414 71.502 -42.0294
3884.582520 71.309 -108.8740
3884.765625 71.147 -174.9430
3884.948730 71.082 119.3944
3885.131836 71.097 53.5387
3885.314941 71.109 -12.7492
3885.498047 71.051 -79.1759
3885.681152 70.933 -145.2653
3885.864258 70.825 149.1619
3886.047363 70.797 83.7892
3886.230469 70.850 18.0999
3886.413574 70.927 -48.1401
3886.596680 70.978 -114.7522
3886.779785 70.999 178.5952
3886.962891 71.015 112.0862
3887.145996 71.050 45.6748
3887.329102 71.101 -20.7742
3887.512207 71.150 -87.3172
3887.695312 71.182 -153.9136
3887.878418 71.196 139.4807
3888.061523 71.200 72.8553
3888.244629 71.197 6.1802
3888.427734 71.186 -60.5399
3888.610840 71.173 -127.2748
3888.793945 71.160 165.9807
3888.977051 71.143 99.2123
3889.160156 71.101 32.4675
3889.343262 71.021 -34.0854
3889.526367 70.911 -100.2340
3889.709473 70.811 -165.9076
3889.892578 70.756 128.7000
3890.075684 70.749 63.2575
3890.258789 70.754 -2.4068
3890.441895 70.741 -68.1574
3890.625000 70.718 -133.7131
3890.808105 70.734 161.0446
3890.991211 70.833 95.9127
3891.174316 71.011 30.5366
3891.357422 71.223 -35.2742
3891.540527 71.421 -101.4436
3891.723633 71.590 -167.7919
3891.906738 71.737 125.7737
3892.089844 71.867 59.2319
3892.272949 71.975 -7.4324
3892.456055 72.058 -74.1359
3892.639160 72.130 -140.7531
3892.822266 72.216 152.7409
3893.005371 72.332 86.2168
3893.188477 72.463 19.5219
3893.371582 72.574 -47.3352
3893.554688 72.643 -114.1575
3893.737793 72.686 179.2692
3893.920898 72.745 112.9504
3894.104004 72.851 46.6166
3894.287109 72.994 -20.0811
3894.470215 73.130 -87.2849
3894.653320 73.218 -154.8313
3894.836426 73.250 137.6122
3895.019531 73.255 70.3208
3895.202637 73.273 3.3522
3895.385742 73.330 -63.4532
3895.568848 73.416 -130.3185
3895.751953 73.502 162.6364
3895.935059 73.557 95.4447
3896.118164 73.571 28.2228
3896.301270 73.555 -38.9361
3896.484375 73.533 -106.0308
3896.667480 73.521 -173.1502
3896.850586 73.524 119.5952
3897.033691 73.531 52.1618
3897.216797 73.527 -15.3891
3897.399902 73.507 -82.9313
3897.583008 73.475 -150.3659
3897.766113 73.441 142.3039
3897.949219 73.408 74.9771
3898.132324 73.364 7.5399
3898.315430 73.290 -60.0475
3898.498535 73.177 -127.7414
3898.681641 73.032 164.5134
3898.864746 72.868 96.7093
3899.047852 72.691 28.7778
3899.230957 72.491 -39.3252
3899.414062 72.250 -107.5363
3899.597168 71.955 -175.6915
3899.780273 71.608 116.3797
3899.963379 71.223 48.7549
3900.146484 70.806 -18.5911
3900.329590 70.349 -85.6944
3900.512695 69.842 -152.5044
3900.695801 69.291 141.0998
3900.878906 68.723 75.1766
3901.062012 68.169 9.6078
3901.245117 67.631 -55.8355
3901.428223 67.080 -121.2691
3901.611328 66.479 173.4512
3901.794434 65.821 108.6431
3901.977539 65.131 44.5713
3902.160645 64.443 -18.6881
3902.343750 63.777 -81.1559
3902.526855 63.146 -142.7794
3902.709961 62.588 156.5111
3902.893066 62.157 96.5306
3903.076172 61.874 36.8277
3903.259277 61.697 -22.8545
3903.442383 61.605 -82.2845
3903.625488 61.665 -141.1885
3903.808594 61.991 160.0202
3903.991699 62.599 100.3105
3904.174805 63.376 38.9840
3904.357910 64.190 -23.8734
3904.541016 64.978 -87.8183
3904.724121 65.725 -152.5186
3904.907227 66.421 142.1843
3905.090332 67.046 76.4434
3905.273438 67.591 10.4934
3905.456543 68.073 -55.4541
3905.639648 68.528 -121.3691
3905.822754 68.979 172.5832
3906.005859 69.416 106.2188
3906.188965 69.815 39.5180
3906.372070 70.160 -27.3691
3906.555176 70.454 -94.2622
3906.738281 70.713 -161.0664
3906.921387 70.939 132.2462
3907.104492 71.131 65.7356
3907.287598 71.293 -0.4823
3907.470703 71.453 -66.3530
3907.653809 71.642 -132.0211
3907.836914 71.869 162.2129
3908.020020 72.108 96.1307
3908.203125 72.328 29.7695
3908.386230 72.529 -36.6712
3908.569336 72.742 -103.0918
3908.752441 72.996 -169.6367
3908.935547 73.274 123.4649
3909.118652 73.526 56.2084
3909.301758 73.710 -11.0817
3909.484863 73.840 -77.9702
3909.667969 73.983 -144.2878
3909.851074 74.201 149.6478
3910.034180 74.495 83.2554
3910.217285 74.797 16.1953
3910.400391 75.035 -51.3929
3910.583496 75.188 -119.0928
3910.766602 75.290 173.4295
3910.949707 75.391 106.2023
3911.132812 75.512 39.0207
3911.315918 75.634 -28.2725
3911.499023 75.726 -95.6057
3911.682129 75.786 -162.7763
3911.865234 75.841 130.3046
3912.048340 75.919 63.4873
3912.231445 76.015 -3.4782
3912.414551 76.096 -70.6838
3912.597656 76.137 -137.9754
3912.780762 76.144 154.8867
3912.963867 76.155 87.9907
3913.146973 76.194 21.1961
3913.330078 76.255 -45.6994
3913.513184 76.304 -112.7289
3913.696289 76.325 -179.7257
3913.879395 76.334 113.4844
3914.062500 76.365 46.8688
3914.245605 76.436 -19.8172
3914.428711 76.522 -86.7942
3914.611816 76.579 -154.0313
