* Generated by rew_pipeline.py (source UUID defe8eaa-5d6a-4a29-861d-0afe6da83fd1, calibrated to its own SPL at 100 Hz)
* Measurement: LR.filtered.clean-fdw6-peq
* Dated: 2026-Sep-13 14:43:18
* Note: ; Vector average of L.filtered.clean-fdw6-peq, R.filtered.clean-fdw6-peq
* Smoothing: None
* Frequency Step: 0.1831055 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
4241.271973 71.986 -101.1916
4241.455078 71.678 -166.9973
4241.638184 71.328 127.8773
4241.821289 71.018 63.5606
4242.004395 70.812 -0.3067
4242.187500 70.695 -64.2071
4242.370605 70.603 -128.2154
4242.553711 70.503 168.0305
4242.736816 70.438 104.8752
4242.919922 70.487 42.1655
4243.103027 70.675 -20.7082
4243.286133 70.948 -84.2826
4243.469238 71.226 -148.6334
4243.652344 71.470 146.4803
4243.835449 71.687 81.2903
4244.018555 71.904 15.8477
4244.201660 72.133 -49.9109
4244.384766 72.371 -116.0249
4244.567871 72.609 177.5528
4244.750977 72.839 110.9175
4244.934082 73.057 44.1610
4245.117188 73.254 -22.6372
4245.300293 73.426 -89.4088
4245.483398 73.570 -156.1046
4245.666504 73.686 137.2817
4245.849609 73.774 70.7328
4246.032715 73.832 4.2422
4246.215820 73.865 -62.1656
4246.398926 73.889 -128.4899
4246.582031 73.922 165.1877
4246.765137 73.967 98.7201
4246.948242 74.009 32.0239
4247.131348 74.023 -34.8126
4247.314453 74.008 -101.5659
4247.497559 73.987 -168.0606
4247.680664 73.998 125.6564
4247.863770 74.051 59.3442
4248.046875 74.113 -7.1961
4248.229980 74.142 -73.9091
4248.413086 74.119 -140.5356
4248.596191 74.070 153.1452
4248.779297 74.040 87.0879
4248.962402 74.048 21.0139
4249.145508 74.070 -45.3151
4249.328613 74.068 -111.8628
4249.511719 74.032 -178.3837
4249.694824 73.989 115.3162
4249.877930 73.976 49.1817
4250.061035 73.998 -17.0130
4250.244141 74.021 -83.3921
4250.427246 74.008 -149.8267
4250.610352 73.958 143.9360
4250.793457 73.904 77.9991
4250.976562 73.879 12.1809
4251.159668 73.879 -53.8351
4251.342773 73.864 -120.1957
4251.525879 73.802 173.2389
4251.708984 73.697 106.7533
4251.892090 73.588 40.5233
4252.075195 73.519 -25.5074
4252.258301 73.504 -91.5419
4252.441406 73.525 -157.7236
4252.624512 73.552 135.9584
4252.807617 73.568 69.6065
4252.990723 73.566 3.3102
4253.173828 73.545 -62.8844
4253.356934 73.507 -128.9488
4253.540039 73.463 165.1236
4253.723145 73.431 99.2734
4253.906250 73.422 33.3549
4254.089355 73.426 -32.7715
4254.272461 73.421 -99.1185
4254.455566 73.391 -165.5336
4254.638672 73.341 128.1850
4254.821777 73.296 62.1399
4255.004883 73.278 -3.7337
4255.187988 73.289 -69.5775
4255.371094 73.316 -135.4849
4255.554199 73.349 158.5334
4255.737305 73.388 92.4704
4255.920410 73.433 26.2676
4256.103516 73.476 -40.1358
4256.286621 73.500 -106.7114
4256.469727 73.498 -173.3276
4256.652832 73.483 120.1424
4256.835938 73.474 53.7070
4257.019043 73.482 -12.7562
4257.202148 73.492 -79.3696
4257.385254 73.482 -146.1412
4257.568359 73.441 147.0315
4257.751465 73.377 80.2426
4257.934570 73.304 13.4975
4258.117676 73.228 -53.2600
4258.300781 73.143 -120.0445
4258.483887 73.047 173.2095
4258.666992 72.946 106.5723
4258.850098 72.857 40.0183
4259.033203 72.781 -26.5724
4259.216309 72.704 -93.2938
4259.399414 72.608 -160.1256
4259.582520 72.493 133.0222
4259.765625 72.374 66.1698
4259.948730 72.263 -0.7808
4260.131836 72.150 -67.9407
4260.314941 72.010 -135.2688
4260.498047 71.833 157.4305
4260.681152 71.635 90.3329
4260.864258 71.446 23.3890
4261.047363 71.267 -43.6588
4261.230469 71.054 -111.0128
4261.413574 70.753 -178.5723
4261.596680 70.346 114.0313
4261.779785 69.874 47.1340
4261.962891 69.416 -19.2858
4262.145996 69.013 -85.6432
4262.329102 68.633 -152.3323
4262.512207 68.204 140.6912
4262.695312 67.683 73.8919
4262.878418 67.091 7.7300
4263.061523 66.473 -57.7183
4263.244629 65.829 -122.7301
4263.427734 65.090 172.5831
4263.610840 64.192 108.6675
4263.793945 63.170 46.3006
4263.977051 62.187 -14.2469
4264.160156 61.392 -73.8363
4264.343262 60.753 -133.6187
4264.526367 60.149 166.4217
4264.709473 59.613 107.1998
4264.892578 59.351 48.7964
4265.075684 59.456 -10.1682
4265.258789 59.741 -70.5862
4265.441895 60.016 -131.5027
4265.625000 60.341 168.5454
4265.808105 60.949 109.4871
4265.991211 61.895 49.4825
4266.174316 62.940 -12.7422
4266.357422 63.828 -76.7139
4266.540527 64.488 -141.2221
4266.723633 65.005 154.5388
4266.906738 65.504 90.5578
4267.089844 66.047 26.2810
4267.272949 66.611 -38.7053
4267.456055 67.158 -104.3869
4267.639160 67.684 -170.5462
4267.822266 68.206 122.9213
4268.005371 68.722 55.9921
4268.188477 69.205 -11.3120
4268.371582 69.621 -78.8146
4268.554688 69.959 -146.2750
4268.737793 70.229 146.4487
4268.920898 70.447 79.3390
4269.104004 70.615 12.3043
4269.287109 70.730 -54.6820
4269.470215 70.798 -121.5646
4269.653320 70.842 171.6982
4269.836426 70.890 105.0288
4270.019531 70.950 38.2843
4270.202637 71.000 -28.5945
4270.385742 71.016 -95.4817
4270.568848 70.990 -162.1460
4270.751953 70.935 131.5934
4270.935059 70.871 65.7657
4271.118164 70.811 0.2934
4271.301270 70.759 -64.9067
4271.484375 70.724 -129.9010
4271.667480 70.718 165.2005
4271.850586 70.746 100.2387
4272.033691 70.794 35.1376
4272.216797 70.847 -29.9889
4272.399902 70.918 -94.9211
4272.583008 71.048 -159.5936
4272.766113 71.262 135.7688
4272.949219 71.538 70.8359
4273.132324 71.813 5.5224
4273.315430 72.043 -59.9367
4273.498535 72.238 -125.2426
4273.681641 72.450 169.6234
4273.864746 72.712 104.3341
4274.047852 73.005 38.5256
4274.230957 73.278 -27.8389
4274.414062 73.504 -94.4531
4274.597168 73.707 -160.9680
4274.780273 73.939 132.6978
4274.963379 74.227 66.3132
4275.146484 74.541 -0.3868
4275.329590 74.825 -67.4174
4275.512695 75.042 -134.5349
4275.695801 75.199 158.5257
4275.878906 75.332 91.8235
4276.062012 75.472 25.1674
4276.245117 75.617 -41.6936
4276.428223 75.741 -108.8517
4276.611328 75.827 -176.1878
4276.794434 75.882 116.4946
4276.977539 75.927 49.3109
4277.160645 75.984 -17.7604
4277.343750 76.053 -84.8054
4277.526855 76.119 -151.8659
4277.709961 76.167 141.0930
4277.893066 76.189 74.1391
4278.076172 76.193 7.3052
4278.259277 76.185 -59.4301
4278.442383 76.173 -126.1237
4278.625488 76.157 167.1742
4278.808594 76.136 100.4466
4278.991699 76.106 33.7303
4279.174805 76.068 -32.8951
4279.357910 76.031 -99.3492
4279.541016 76.011 -165.6245
4279.724121 76.017 128.1770
4279.907227 76.041 61.9009
4280.090332 76.055 -4.5317
4280.273438 76.033 -71.0417
4280.456543 75.969 -137.4471
4280.639648 75.887 156.3902
4280.822754 75.821 90.4357
4281.005859 75.789 24.5089
4281.188965 75.784 -41.5611
4281.372070 75.785 -107.8012
4281.555176 75.783 -174.1294
4281.738281 75.779 119.5220
4281.921387 75.773 53.1414
4282.104492 75.751 -13.2814
4282.287598 75.693 -79.6422
4282.470703 75.599 -145.7284
4282.653809 75.497 148.6148
4282.836914 75.433 83.3037
4283.020020 75.423 18.0349
4283.203125 75.443 -47.4611
4283.386230 75.454 -113.1882
4283.569336 75.437 -178.9334
4283.752441 75.416 115.4907
4283.935547 75.423 50.0506
4284.118652 75.466 -15.4414
4284.301758 75.520 -81.0891
4284.484863 75.559 -146.7735
4284.667969 75.586 147.7168
4284.851074 75.635 82.4512
4285.034180 75.729 17.2582
4285.217285 75.863 -48.1090
4285.400391 76.005 -113.7423
4285.583496 76.135 -179.5408
4285.766602 76.262 114.6221
4285.949707 76.403 48.7422
4286.132812 76.562 -17.2865
4286.315918 76.722 -83.5124
4286.499023 76.865 -149.8342
4286.682129 76.995 143.9038
4286.865234 77.129 77.7483
4287.048340 77.283 11.5761
4287.231445 77.443 -54.7755
4287.414551 77.582 -121.3447
4287.597656 77.686 171.9847
4287.780762 77.762 105.3508
4287.963867 77.834 38.7764
4288.146973 77.917 -27.8378
4288.330078 78.005 -94.5826
4288.513184 78.081 -161.4288
4288.696289 78.141 131.7422
4288.879395 78.194 65.0119
4289.062500 78.250 -1.6538
4289.245605 78.302 -68.3392
4289.428711 78.332 -135.0517
4289.611816 78.334 158.3177
4289.794922 78.323 91.8802
4289.978027 78.330 25.6025
4290.161133 78.372 -40.7109
4290.344238 78.435 -107.2444
4290.527344 78.485 -173.9878
4290.710449 78.503 119.2694
4290.893555 78.503 52.7568
4291.076660 78.515 -13.4737
4291.259766 78.562 -79.5889
4291.442871 78.632 -145.8145
4291.625977 78.697 147.7586
4291.809082 78.735 81.2050
4291.992188 78.750 14.6423
4292.175293 78.760 -51.9008
4292.358398 78.778 -118.4909
4292.541504 78.803 174.8095
4292.724609 78.826 108.0336
4292.907715 78.842 41.2888
4293.090820 78.860 -25.3356
4293.273926 78.888 -91.8370
4293.457031 78.927 -158.2736
4293.640137 78.969 135.3046
4293.823242 79.006 68.8866
4294.006348 79.040 2.4617
4294.189453 79.073 -64.0220
4294.372559 79.106 -130.6366
4294.555664 79.127 162.5956
4294.738770 79.129 95.7435
4294.921875 79.117 28.9227
4295.104980 79.105 -37.7929
4295.288086 79.108 -104.4306
4295.471191 79.127 -171.0817
4295.654297 79.149 122.1857
4295.837402 79.157 55.3849
4296.020508 79.145 -11.4188
4296.203613 79.118 -78.1741
4296.386719 79.084 -144.8870
4296.569824 79.049 148.4015
4296.752930 79.012 81.6637
4296.936035 78.970 14.9139
4297.119141 78.924 -51.8072
4297.302246 78.877 -118.4650
4297.485352 78.834 174.9526
4297.668457 78.796 108.4346
4297.851562 78.767 41.9514
4298.034668 78.745 -24.5502
4298.217773 78.725 -91.1301
4298.400879 78.696 -157.8185
4298.583984 78.646 135.4273
4298.767090 78.572 68.7139
4298.950195 78.486 2.1484
4299.133301 78.411 -64.2521
4299.316406 78.362 -130.5926
4299.499512 78.338 162.9662
4299.682617 78.317 96.3281
4299.865723 78.275 29.5297
4300.048828 78.201 -37.2965
4300.231934 78.103 -104.0162
4300.415039 77.999 -170.5776
4300.598145 77.906 122.9798
4300.781250 77.831 56.5733
4300.964355 77.770 -9.8555
4301.147461 77.711 -76.3184
4301.330566 77.648 -142.7915
4301.513672 77.572 150.7603
4301.696777 77.479 84.3770
4301.879883 77.369 18.0957
4302.062988 77.248 -48.0651
4302.246094 77.125 -114.1313
4302.429199 77.009 179.8248
4302.612305 76.902 113.7207
4302.795410 76.798 47.5168
4302.978516 76.692 -18.7511
4303.161621 76.584 -84.9975
4303.344727 76.485 -151.1410
4303.527832 76.406 142.8431
4303.710938 76.350 76.9226
4303.894043 76.313 11.0431
4304.077148 76.282 -54.8189
4304.260254 76.246 -120.6454
4304.443359 76.202 173.6006
4304.626465 76.158 107.9266
4304.809570 76.125 42.2840
4304.992676 76.112 -23.4233
4305.175781 76.121 -89.2933
4305.358887 76.145 -155.3766
4305.541992 76.177 138.3409
4305.725098 76.215 71.9206
4305.908203 76.257 5.4284
4306.091309 76.306 -61.0965
4306.274414 76.358 -127.6538
4306.457520 76.408 165.7373
4306.640625 76.443 99.0617
4306.823730 76.453 32.3309
4307.006836 76.433 -34.4229
4307.189941 76.385 -101.1676
4307.373047 76.323 -167.9090
4307.556152 76.258 125.2959
4307.739258 76.195 58.3621
4307.922363 76.127 -8.7564
4308.105469 76.041 -76.0083
4308.288574 75.931 -143.2504
4308.471680 75.808 149.6709
4308.654785 75.690 82.8038
4308.837891 75.593 16.0444
4309.020996 75.504 -50.7858
4309.204102 75.391 -117.7704
4309.387207 75.218 175.1962
4309.570312 74.979 108.3559
4309.753418 74.700 41.9043
4309.936523 74.428 -24.1733
4310.119629 74.191 -90.1094
4310.302734 73.979 -156.1465
4310.485840 73.760 137.6859
4310.668945 73.517 71.5881
4310.852051 73.266 5.7918
4311.035156 73.043 -59.6565
4311.218262 72.872 -124.9194
4311.401367 72.740 169.8209
4311.584473 72.626 104.5473
4311.767578 72.525 39.3528
4311.950684 72.454 -25.7622
4312.133789 72.426 -90.9904
4312.316895 72.417 -156.5437
4312.500000 72.385 137.5867
4312.683105 72.309 71.6632
4312.866211 72.215 5.9574
4313.049316 72.158 -59.5322
4313.232422 72.165 -125.1231
4313.415527 72.209 168.8571
4313.598633 72.234 102.3936
4313.781738 72.208 35.7792
4313.964844 72.148 -30.6790
4314.147949 72.102 -96.9540
4314.331055 72.092 -163.3169
4314.514160 72.089 129.9515
4314.697266 72.041 62.8636
4314.880371 71.919 -4.2791
4315.063477 71.747 -71.1363
4315.246582 71.579 -137.6221
4315.429688 71.460 156.0245
4315.612793 71.382 89.4545
4315.795898 71.297 22.5277
4315.979004 71.159 -44.5991
4316.162109 70.954 -111.6161
4316.345215 70.703 -178.2729
4316.528320 70.442 115.4954
4316.711426 70.205 49.5590
4316.894531 70.009 -16.3386
4317.077637 69.846 -82.4800
4317.260742 69.684 -149.0701
4317.443848 69.479 143.8757
4317.626953 69.196 76.5665
4317.810059 68.829 9.3636
4317.993164 68.415 -57.4290
4318.176270 68.008 -123.7711
4318.359375 67.639 170.0762
4318.542480 67.281 103.8244
4318.725586 66.883 37.4675
4318.908691 66.415 -28.6953
4319.091797 65.908 -94.3861
4319.274902 65.414 -159.7048
4319.458008 64.939 134.8980
4319.641113 64.405 69.1491
4319.824219 63.709 3.4562
4320.007324 62.825 -61.1458
4320.190430 61.888 -123.6406
4320.373535 61.143 175.8253
4320.556641 60.708 115.5782
4320.739746 60.403 54.1761
4320.922852 59.979 -7.9053
4321.105957 59.408 -68.9305
4321.289062 58.978 -127.7932
4321.472168 59.043 173.9990
4321.655273 59.552 113.4641
4321.838379 60.114 49.6344
4322.021484 60.446 -16.1581
4322.204590 60.498 -82.0265
4322.387695 60.398 -146.5885
4322.570801 60.353 150.3713
4322.753906 60.478 87.8449
4322.937012 60.688 24.6608
4323.120117 60.795 -39.3200
4323.303223 60.689 -103.1995
4323.486328 60.432 -165.8076
4323.669434 60.248 133.2841
4323.852539 60.348 73.0133
4324.035645 60.710 11.7133
4324.218750 61.122 -51.0683
4324.401855 61.449 -114.3204
4324.584961 61.749 -176.7837
4324.768066 62.213 121.7631
4324.951172 62.946 60.1097
4325.134277 63.822 -3.0581
4325.317383 64.616 -67.8610
4325.500488 65.204 -133.4537
4325.683594 65.605 161.0808
4325.866699 65.935 96.1209
4326.049805 66.305 31.3249
4326.232910 66.737 -33.9306
4326.416016 67.181 -99.9219
4326.599121 67.588 -166.4088
4326.782227 67.963 127.0161
4326.965332 68.338 60.5461
4327.148438 68.732 -5.9183
4327.331543 69.120 -72.5349
4327.514648 69.461 -139.2667
4327.697754 69.738 154.0973
4327.880859 69.979 87.7170
4328.063965 70.227 21.4959
4328.247070 70.504 -44.8573
4328.430176 70.787 -111.5624
4328.613281 71.043 -178.5562
4328.796387 71.261 114.4265
4328.979492 71.464 47.6093
4329.162598 71.687 -19.0284
4329.345703 71.938 -85.7120
4329.528809 72.187 -152.6481
4329.711914 72.397 140.1593
4329.895020 72.548 72.8791
4330.078125 72.658 5.6822
4330.261230 72.761 -61.4021
4330.444336 72.884 -128.4896
4330.627441 73.026 164.2973
4330.810547 73.173 96.9536
4330.993652 73.310 29.5973
4331.176758 73.437 -37.6426
4331.359863 73.559 -104.7187
4331.542969 73.678 -171.6789
4331.726074 73.785 121.4083
4331.909180 73.872 54.5102
4332.092285 73.940 -12.3753
4332.275391 73.998 -79.2781
4332.458496 74.057 -146.2848
4332.641602 74.117 146.4998
4332.824707 74.164 79.0290
4333.007812 74.184 11.3605
4333.190918 74.165 -56.3715
4333.374023 74.111 -124.0188
4333.557129 74.033 168.5129
4333.740234 73.945 101.2444
4333.923340 73.855 34.1341
4334.106445 73.763 -32.8735
4334.289551 73.664 -99.8083
4334.472656 73.549 -166.6451
4334.655762 73.414 126.6830
4334.838867 73.265 60.2392
4335.021973 73.118 -5.9875
4335.205078 72.983 -72.1192
4335.388184 72.858 -138.3398
4335.571289 72.722 155.2252
4335.754395 72.554 88.6130
4335.937500 72.351 22.0034
4336.120605 72.140 -44.4074
4336.303711 71.967 -110.5683
4336.486816 71.858 -176.6024
4336.669922 71.803 117.3361
4336.853027 71.763 51.2704
4337.036133 71.706 -14.5756
4337.219238 71.638 -79.9612
4337.402344 71.591 -144.8855
4337.585449 71.589 150.3379
4337.768555 71.614 85.2941
4337.951660 71.619 19.7789
4338.134766 71.570 -46.1138
4338.317871 71.474 -112.1679
4338.500977 71.366 -178.2681
4338.684082 71.276 115.5318
4338.867188 71.206 49.1637
4339.050293 71.131 -17.2810
4339.233398 71.042 -83.5572
4339.416504 70.957 -149.4918
4339.599609 70.902 144.8180
4339.782715 70.871 79.0471
4339.965820 70.816 12.9566
4340.148926 70.683 -53.3644
4340.332031 70.456 -119.5463
4340.515137 70.182 174.7659
4340.698242 69.939 109.6152
4340.881348 69.779 44.6922
4341.064453 69.688 -20.3476
4341.247559 69.615 -85.5406
4341.430664 69.527 -150.6339
4341.613770 69.431 144.6261
4341.796875 69.353 80.2543
4341.979980 69.305 16.0824
4342.163086 69.275 -48.0212
4342.346191 69.259 -112.0406
4342.529297 69.281 -175.9684
4342.712402 69.366 120.0362
4342.895508 69.512 55.7135
4343.078613 69.682 -9.0382
4343.261719 69.843 -74.0706
4343.444824 69.987 -139.1476
4343.627930 70.132 155.8172
4343.811035 70.283 90.7287
4343.994141 70.422 25.4937
4344.177246 70.526 -39.8061
4344.360352 70.602 -104.9762
4344.543457 70.690 -169.9425
4344.726562 70.828 125.1170
4344.909668 71.015 59.9220
4345.092773 71.214 -5.6138
4345.275879 71.396 -71.3092
4345.458984 71.568 -136.9191
4345.642090 71.759 157.5977
4345.825195 71.984 92.0513
4346.008301 72.222 26.2366
4346.191406 72.439 -39.8471
4346.374512 72.622 -106.0389
4346.557617 72.791 -172.2224
4346.740723 72.967 121.5419
4346.923828 73.148 55.1221
4347.106934 73.310 -11.4762
4347.290039 73.437 -78.0572
4347.473145 73.548 -144.4198
4347.656250 73.678 149.4021
4347.839355 73.842 83.1253
4348.022461 74.004 16.4879
4348.205566 74.113 -50.4696
4348.388672 74.147 -117.4287
4348.571777 74.138 175.9295
4348.754883 74.147 109.6275
4348.937988 74.208 43.3760
4349.121094 74.296 -23.1137
4349.304199 74.360 -89.8107
4349.487305 74.379 -156.4057
4349.670410 74.381 137.3662
4349.853516 74.416 71.4346
4350.036621 74.501 5.4414
4350.219727 74.600 -60.8961
4350.402832 74.664 -127.5165
4350.585938 74.681 165.8880
4350.769043 74.687 99.5492
4350.952148 74.725 33.4130
4351.135254 74.805 -32.7622
4351.318359 74.895 -99.0992
4351.501465 74.962 -165.4693
4351.684570 75.011 128.3421
4351.867676 75.073 62.3571
4352.050781 75.169 -3.6603
4352.233887 75.281 -69.9798
4352.416992 75.368 -136.6307
4352.600098 75.411 156.6089
4352.783203 75.432 89.9827
4352.966309 75.473 23.5267
4353.149414 75.551 -42.9358
4353.332520 75.649 -109.5697
4353.515625 75.729 -176.3398
4353.698730 75.775 116.9457
4353.881836 75.803 50.4238
4354.064941 75.836 -15.9624
4354.248047 75.881 -82.4040
4354.431152 75.926 -149.0300
4354.614258 75.954 144.1896
4354.797363 75.971 77.3663
4354.980469 75.993 10.5462
4355.163574 76.030 -56.3233
4355.346680 76.074 -123.2959
4355.529785 76.103 169.6738
4355.712891 76.112 102.6985
4355.895996 76.107 35.8322
4356.079102 76.097 -30.9955
4356.262207 76.077 -97.9008
4356.445312 76.033 -164.9013
4356.628418 75.962 128.1090
4356.811523 75.888 61.2300
4356.994629 75.842 -5.6038
4357.177734 75.830 -72.5988
4357.360840 75.818 -139.8904
4357.543945 75.761 152.6423
4357.727051 75.641 85.3144
4357.910156 75.483 18.3835
4358.093262 75.331 -48.1883
4358.276367 75.205 -114.7140
4358.459473 75.078 178.5274
4358.642578 74.903 111.5736
4358.825684 74.670 44.7472
4359.008789 74.418 -21.6556
4359.191895 74.212 -87.6609
4359.375000 74.078 -153.6107
4359.558105 73.980 140.2027
4359.741211 73.857 73.8429
4359.924316 73.683 7.6577
4360.107422 73.488 -58.0771
4360.290527 73.327 -123.4422
4360.473633 73.219 171.1702
4360.656738 73.134 105.4219
4360.839844 73.019 39.3021
4361.022949 72.853 -26.9356
4361.206055 72.654 -93.0256
4361.389160 72.457 -158.8720
4361.572266 72.287 135.4668
4361.755371 72.150 69.9016
4361.938477 72.040 4.3864
4362.121582 71.952 -61.1222
4362.304688 71.873 -126.6837
4362.487793 71.784 167.6835
4362.670898 71.668 102.0775
4362.854004 71.528 36.6504
4363.037109 71.391 -28.5447
4363.220215 71.277 -93.6480
4363.403320 71.176 -158.8557
4363.586426 71.051 135.8157
4363.769531 70.881 70.6047
4363.952637 70.688 5.8042
4364.135742 70.529 -58.5328
4364.318848 70.451 -122.6898
4364.501953 70.449 172.9576
4364.685059 70.485 108.2614
4364.868164 70.537 43.3169
4365.051270 70.605 -21.7570
4365.234375 70.694 -86.9672
4365.417480 70.789 -152.3372
4365.600586 70.865 142.2537
4365.783691 70.922 77.0474
4365.966797 70.994 12.1483
4366.149902 71.118 -52.6639
4366.333008 71.284 -117.7904
4366.516113 71.434 176.5820
4366.699219 71.521 110.6552
4366.882324 71.552 44.8038
4367.065430 71.585 -20.8166
4367.248535 71.671 -86.4550
4367.431641 71.798 -152.5056
4367.614746 71.899 140.9520
4367.797852 71.923 74.2992
4367.980957 71.883 8.0835
4368.164062 71.855 -57.4422
4368.347168 71.918 -122.5951
4368.530273 72.070 172.0013
4368.713379 72.238 105.9886
4368.896484 72.343 39.5297
4369.079590 72.368 -26.9486
4369.262695 72.349 -93.1461
4369.445801 72.340 -159.1046
4369.628906 72.357 134.9190
4369.812012 72.379 68.7552
4369.995117 72.379 2.4743
4370.178223 72.357 -63.7487
4370.361328 72.334 -129.8563
4370.544434 72.321 164.0399
4370.727539 72.299 97.8338
4370.910645 72.235 31.6286
4371.093750 72.125 -34.2812
4371.276855 72.009 -99.6454
4371.459961 71.949 -164.5412
4371.643066 71.979 130.6085
4371.826172 72.066 65.3563
4372.009277 72.141 -0.3995
4372.192383 72.154 -66.3840
4372.375488 72.108 -132.1878
4372.558594 72.054 162.4241
4372.741699 72.053 97.3458
4372.924805 72.131 32.2130
4373.107910 72.262 -33.3093
4373.291016 72.396 -99.2979
4373.474121 72.493 -165.5693
4373.657227 72.545 128.1690
4373.840332 72.576 62.1394
4374.023438 72.623 -3.6228
4374.206543 72.714 -69.2906
4374.389648 72.848 -135.1236
4374.572754 72.989 158.7078
4374.755859 73.097 92.2470
4374.938965 73.142 25.7243
4375.122070 73.132 -40.5704
4375.305176 73.102 -106.4646
4375.488281 73.097 -172.0175
4375.671387 73.140 122.5124
4375.854492 73.220 56.8636
4376.037598 73.306 -9.0451
4376.220703 73.377 -75.1032
4376.403809 73.438 -141.1537
4376.586914 73.510 152.8498
4376.770020 73.606 86.8223
4376.953125 73.715 20.6672
4377.136230 73.815 -45.5882
4377.319336 73.898 -111.8095
4377.502441 73.980 -177.9035
4377.685547 74.084 116.0334
4377.868652 74.212 49.7582
4378.051758 74.332 -16.9080
4378.234863 74.406 -83.8939
4378.417969 74.420 -150.9200
4378.601074 74.405 142.2753
4378.784180 74.415 75.6928
4378.967285 74.474 9.0485
4379.150391 74.555 -57.9557
4379.333496 74.594 -125.3197
4379.516602 74.548 167.2975
4379.699707 74.431 100.3236
4379.882812 74.305 33.9283
4380.065918 74.231 -32.1676
4380.249023 74.211 -98.4748
4380.432129 74.183 -165.2784
4380.615234 74.084 127.6025
4380.798340 73.900 60.6302
4380.981445 73.677 -5.8266
4381.164551 73.483 -71.7843
4381.347656 73.347 -137.5890
4381.530762 73.233 156.4650
4381.713867 73.088 90.4404
4381.896973 72.899 24.6662
4382.080078 72.705 -40.6231
4382.263184 72.568 -105.5653
4382.446289 72.504 -170.5782
4382.629395 72.471 124.0556
4382.812500 72.418 58.4483
4382.995605 72.334 -7.0260
4383.178711 72.256 -72.0903
4383.361816 72.237 -136.8024
4383.544922 72.292 158.5174
4383.728027 72.391 93.6062
4383.911133 72.488 28.4507
4384.094238 72.566 -36.7964
4384.277344 72.638 -102.0337
4384.460449 72.727 -167.3203
4384.643555 72.840 127.1861
4384.826660 72.965 61.3783
4385.009766 73.083 -4.7181
4385.192871 73.183 -70.9781
4385.375977 73.263 -137.2564
4385.559082 73.329 156.5447
4385.742188 73.387 90.4562
4385.925293 73.439 24.4448
4386.108398 73.478 -41.5455
4386.291504 73.495 -107.5497
4386.474609 73.482 -173.5403
4386.657715 73.445 120.5501
4386.840820 73.404 54.7633
4387.023926 73.383 -10.9550
4387.207031 73.393 -76.7306
4387.390137 73.421 -142.6473
4387.573242 73.448 151.3604
4387.756348 73.467 85.4790
4387.939453 73.496 19.8590
4388.122559 73.565 -45.5411
4388.305664 73.684 -110.9551
4388.488770 73.831 -176.6139
4388.671875 73.965 117.4476
4388.854980 74.064 51.4042
4389.038086 74.139 -14.5362
4389.221191 74.225 -80.3183
4389.404297 74.349 -146.0941
4389.587402 74.506 147.9254
4389.770508 74.669 81.6579
4389.953613 74.813 15.2050
4390.136719 74.936 -51.2691
4390.319824 75.054 -117.6894
4390.502930 75.182 175.8753
4390.686035 75.315 109.3017
4390.869141 75.434 42.5486
4391.052246 75.521 -24.2950
4391.235352 75.578 -91.0831
4391.418457 75.623 -157.7384
4391.601562 75.675 135.6905
4391.784668 75.738 69.0794
4391.967773 75.801 2.3525
4392.150879 75.849 -64.4518
4392.333984 75.880 -131.2159
4392.517090 75.908 162.1493
4392.700195 75.954 95.6343
4392.883301 76.024 29.1474
4393.066406 76.113 -37.3944
4393.249512 76.205 -104.0018
4393.432617 76.292 -170.6306
4393.615723 76.373 122.7500
4393.798828 76.452 56.1134
4393.981934 76.525 -10.5960
4394.165039 76.587 -77.4094
4394.348145 76.636 -144.3111
4394.531250 76.679 148.7165
4394.714355 76.726 81.6489
4394.897461 76.776 14.4294
4395.080566 76.818 -52.9512
4395.263672 76.837 -120.3991
4395.446777 76.833 172.2464
4395.629883 76.822 105.0883
4395.812988 76.828 38.0664
4395.996094 76.854 -29.0140
4396.179199 76.879 -96.3157
4396.362305 76.872 -163.8200
4396.545410 76.820 128.6563
4396.728516 76.743 61.2952
4396.911621 76.676 -5.8994
4397.094727 76.639 -73.1119
4397.277832 76.613 -140.5313
4397.460938 76.560 151.8597
4397.644043 76.457 84.2887
4397.827148 76.322 16.9983
4398.010254 76.196 -49.9962
4398.193359 76.106 -116.9560
4398.376465 76.034 175.8049
4398.559570 75.932 108.2192
4398.742676 75.767 40.5335
4398.925781 75.553 -26.8991
4399.108887 75.345 -93.9179
4399.291992 75.193 -160.7086
4399.475098 75.099 132.3643
4399.658203 75.019 65.0935
4399.841309 74.901 -2.4067
4400.024414 74.732 -69.8495
4400.207520 74.536 -137.0320
4400.390625 74.349 156.0071
4400.573730 74.185 89.0647
4400.756836 74.029 21.9791
4400.939941 73.855 -45.2401
4401.123047 73.651 -112.4694
4401.306152 73.424 -179.6021
4401.489258 73.183 113.3878
4401.672363 72.933 46.4809
4401.855469 72.678 -20.3372
4402.038574 72.426 -87.0979
4402.221680 72.184 -153.8899
4402.404785 71.945 139.1736
4402.587891 71.683 72.0927
4402.770996 71.382 5.0523
4402.954102 71.053 -61.6727
4403.137207 70.740 -127.9701
4403.320312 70.481 165.9482
4403.503418 70.268 99.6880
4403.686523 70.041 33.0452
