* Generated by rew_pipeline.py (source UUID defe8eaa-5d6a-4a29-861d-0afe6da83fd1, calibrated to its own SPL at 100 Hz)
* Measurement: LR.filtered.clean-fdw6-peq
* Dated: 2026-Sep-13 14:43:18
* Note: ; Vector average of L.filtered.clean-fdw6-peq, R.filtered.clean-fdw6-peq
* Smoothing: None
* Frequency Step: 0.1831055 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
16812.561035 68.936 84.7862
16812.744141 69.000 18.5567
16812.927246 69.031 -48.0331
16813.110352 69.002 -114.6298
16813.293457 68.947 179.1015
16813.476562 68.928 113.1357
16813.659668 68.976 47.0626
16813.842773 69.050 -19.5138
16814.025879 69.077 -86.5678
16814.208984 69.019 -153.6553
16814.392090 68.914 139.7136
16814.575195 68.847 73.6408
16814.758301 68.878 7.7025
16814.941406 68.981 -58.6613
16815.124512 69.068 -125.6015
16815.307617 69.068 167.2506
16815.490723 68.983 100.4506
16815.673828 68.880 34.2934
16815.856934 68.833 -31.4384
16816.040039 68.859 -97.2949
16816.223145 68.900 -163.6589
16816.406250 68.882 129.5507
16816.589355 68.775 62.7597
16816.772461 68.608 -3.5960
16816.955566 68.456 -69.3712
16817.138672 68.385 -134.8302
16817.321777 68.407 159.5307
16817.504883 68.477 93.3300
16817.687988 68.526 26.5249
16817.871094 68.503 -40.6158
16818.054199 68.398 -107.6818
16818.237305 68.243 -174.3226
16818.420410 68.097 119.5681
16818.603516 68.012 53.7871
16818.786621 67.992 -12.0310
16818.969727 68.001 -78.1274
16819.152832 67.992 -144.4718
16819.335938 67.942 149.1384
16819.519043 67.866 82.8540
16819.702148 67.783 16.6454
16819.885254 67.698 -49.6319
16820.068359 67.594 -116.0435
16820.251465 67.456 177.5255
16820.434570 67.294 111.2777
16820.617676 67.143 45.3061
16820.800781 67.032 -20.5047
16820.983887 66.955 -86.3603
16821.166992 66.879 -152.3413
16821.350098 66.772 141.6732
16821.533203 66.633 75.8654
16821.716309 66.482 10.2884
16821.899414 66.341 -55.1976
16822.082520 66.207 -120.7886
16822.265625 66.064 173.4437
16822.448730 65.905 107.6028
16822.631836 65.746 41.8498
16822.814941 65.622 -23.7416
16822.998047 65.560 -89.2478
16823.181152 65.559 -154.8275
16823.364258 65.590 139.4010
16823.547363 65.608 73.4552
16823.730469 65.572 7.5147
16823.913574 65.470 -58.1353
16824.096680 65.332 -123.2670
16824.279785 65.220 172.0509
16824.462891 65.179 107.3578
16824.645996 65.181 42.0900
16824.829102 65.142 -23.9092
16825.012207 64.988 -90.1901
16825.195312 64.732 -155.9682
16825.378418 64.484 139.2773
16825.561523 64.381 75.2414
16825.744629 64.449 10.9451
16825.927734 64.568 -54.2630
16826.110840 64.596 -120.0878
16826.293945 64.495 174.3410
16826.477051 64.359 109.6618
16826.660156 64.324 45.6573
16826.843262 64.431 -18.5585
16827.026367 64.590 -83.5690
16827.209473 64.697 -149.1174
16827.392578 64.739 145.4454
16827.575684 64.790 80.4178
16827.758789 64.908 15.4476
16827.941895 65.056 -49.9807
16828.125000 65.143 -115.8709
16828.308105 65.127 178.3284
16828.491211 65.072 113.1346
16828.674316 65.092 48.4043
16828.857422 65.229 -16.6383
16829.040527 65.394 -82.5549
16829.223633 65.472 -149.0628
16829.406738 65.437 144.7043
16829.589844 65.385 79.4194
16829.772949 65.460 14.8673
16829.956055 65.701 -49.9482
16830.139160 65.996 -115.7814
16830.322266 66.199 177.5363
16830.505371 66.256 110.7751
16830.688477 66.227 44.6160
16830.871582 66.233 -20.8849
16831.054688 66.345 -86.3104
16831.237793 66.529 -152.2944
16831.420898 66.692 141.0598
16831.604004 66.770 74.1571
16831.787109 66.764 7.5254
16831.970215 66.724 -58.5352
16832.153320 66.710 -124.0854
16832.336426 66.756 170.5465
16832.519531 66.857 104.9856
16832.702637 66.979 38.9906
16832.885742 67.084 -27.4738
16833.068848 67.140 -94.2466
16833.251953 67.144 -161.0473
16833.435059 67.118 132.3839
16833.618164 67.101 66.1308
16833.801270 67.118 0.0631
16833.984375 67.160 -66.0207
16834.167480 67.194 -132.1865
16834.350586 67.202 161.6677
16834.533691 67.193 95.6502
16834.716797 67.197 29.6867
16834.899902 67.224 -36.4619
16835.083008 67.249 -102.9702
16835.266113 67.237 -169.7457
16835.449219 67.178 123.5269
16835.632324 67.099 57.1438
16835.815430 67.047 -8.8475
16835.998535 67.046 -74.6604
16836.181641 67.078 -140.5433
16836.364746 67.107 153.4303
16836.547852 67.110 87.3525
16836.730957 67.091 21.3162
16836.914062 67.067 -44.6806
16837.097168 67.046 -110.6848
16837.280273 67.030 -176.6803
16837.463379 67.027 117.4073
16837.646484 67.055 51.6009
16837.829590 67.118 -14.2000
16838.012695 67.194 -80.1203
16838.195801 67.241 -146.1499
16838.378906 67.233 147.8844
16838.562012 67.176 82.1664
16838.745117 67.104 16.7005
16838.928223 67.044 -48.7203
16839.111328 66.998 -114.3418
16839.294434 66.953 179.7496
16839.477539 66.906 113.6303
16839.660645 66.870 47.3934
16839.843750 66.857 -18.9519
16840.026855 66.855 -85.4002
16840.209961 66.838 -151.8183
16840.393066 66.800 142.0435
16840.576172 66.766 76.3392
16840.759277 66.777 10.9178
16840.942383 66.839 -54.6267
16841.125488 66.913 -120.6213
16841.308594 66.947 172.9503
16841.491699 66.923 106.3827
16841.674805 66.869 39.9729
16841.857910 66.832 -26.1952
16842.041016 66.836 -92.2217
16842.224121 66.872 -158.1856
16842.407227 66.922 135.9659
16842.590332 66.986 70.2852
16842.773438 67.066 4.6520
16842.956543 67.140 -61.1772
16843.139648 67.157 -127.2923
16843.322754 67.078 166.5416
16843.505859 66.922 100.7373
16843.688965 66.777 35.4805
16843.872070 66.734 -29.5819
16844.055176 66.805 -95.1262
16844.238281 66.908 -161.5019
16844.421387 66.949 131.5990
16844.604492 66.902 64.8595
16844.787598 66.822 -1.2013
16844.970703 66.788 -66.6307
16845.153809 66.831 -131.9556
16845.336914 66.897 162.3632
16845.520020 66.917 96.3335
16845.703125 66.869 30.2767
16845.886230 66.799 -35.6024
16846.069336 66.761 -101.4774
16846.252441 66.759 -167.7052
16846.435547 66.743 125.6164
16846.618652 66.667 58.8427
16846.801758 66.544 -7.4706
16846.984863 66.445 -73.0326
16847.167969 66.441 -138.1204
16847.351074 66.523 156.6519
16847.534180 66.605 90.9352
16847.717285 66.596 24.9462
16847.900391 66.482 -40.7717
16848.083496 66.334 -105.8477
16848.266602 66.257 -170.4854
16848.449707 66.295 124.6041
16848.632812 66.394 58.8172
16848.815918 66.450 -7.8309
16848.999023 66.405 -74.7654
16849.182129 66.278 -141.2769
16849.365234 66.155 153.0203
16849.548340 66.124 87.9092
16849.731445 66.203 22.7598
16849.914551 66.319 -42.9018
16850.097656 66.380 -109.0262
16850.280762 66.345 -175.1781
16850.463867 66.246 119.0765
16850.646973 66.159 53.8317
16850.830078 66.147 -11.2297
16851.013184 66.209 -76.5430
16851.196289 66.299 -142.2850
16851.379395 66.370 151.7172
16851.562500 66.411 85.7716
16851.745605 66.441 20.0757
16851.928711 66.484 -45.3833
16852.111816 66.543 -110.7401
16852.294922 66.611 -176.1208
16852.478027 66.680 118.4072
16852.661133 66.749 52.7904
16852.844238 66.818 -13.0362
16853.027344 66.886 -79.1087
16853.210449 66.944 -145.3791
16853.393555 66.993 148.2776
16853.576660 67.042 81.9902
16853.759766 67.102 15.8220
16853.942871 67.179 -50.2445
16854.125977 67.266 -116.2674
16854.309082 67.351 177.6907
16854.492188 67.416 111.5889
16854.675293 67.446 45.4306
16854.858398 67.434 -20.7044
16855.041504 67.394 -86.6841
16855.224609 67.361 -152.4305
16855.407715 67.381 141.9398
16855.590820 67.468 76.1283
16855.773926 67.589 9.8904
16855.957031 67.681 -56.7039
16856.140137 67.708 -123.2687
16856.323242 67.689 170.6171
16856.506348 67.690 105.0406
16856.689453 67.760 39.6097
16856.872559 67.876 -26.2184
16857.055664 67.964 -92.6270
16857.238770 67.967 -159.2946
16857.421875 67.906 134.2798
16857.604980 67.862 68.3067
16857.788086 67.905 2.4705
16857.971191 68.026 -63.7596
16858.154297 68.140 -130.5621
16858.337402 68.175 162.4254
16858.520508 68.123 95.7858
16858.703613 68.052 29.8410
16858.886719 68.039 -35.6393
16859.069824 68.100 -101.2475
16859.252930 68.182 -167.4075
16859.436035 68.216 125.9188
16859.619141 68.177 59.0740
16859.802246 68.091 -7.6147
16859.985352 68.005 -74.0217
16860.168457 67.958 -140.2143
16860.351562 67.966 153.6561
16860.534668 68.027 87.4112
16860.717773 68.114 20.8752
16860.900879 68.177 -46.0263
16861.083984 68.158 -113.1106
16861.267090 68.030 -179.9125
16861.450195 67.841 114.0909
16861.633301 67.701 49.0240
16861.816406 67.711 -15.7174
16861.999512 67.854 -81.0873
16862.182617 68.001 -147.5228
16862.365723 68.028 145.3927
16862.548828 67.906 78.5220
16862.731934 67.720 12.5224
16862.915039 67.599 -52.6900
16863.098145 67.601 -117.8937
16863.281250 67.660 176.2051
16863.464355 67.664 109.6151
16863.647461 67.565 42.9009
16863.830566 67.408 -23.3965
16864.013672 67.281 -89.2225
16864.196777 67.230 -154.9874
16864.379883 67.219 138.9358
16864.562988 67.184 72.6235
16864.746094 67.102 6.4843
16864.929199 67.014 -59.1795
16865.112305 66.978 -124.4858
16865.295410 67.004 170.1403
16865.478516 67.044 104.3991
16865.661621 67.041 38.3701
16865.844727 66.978 -27.6177
16866.027832 66.888 -93.2943
16866.210938 66.825 -158.6509
16866.394043 66.824 136.0767
16866.577148 66.884 70.6016
16866.760254 66.973 4.7547
16866.943359 67.053 -61.4628
16867.126465 67.094 -127.9118
16867.309570 67.083 165.6342
16867.492676 67.031 99.4011
16867.675781 66.974 33.4870
16867.858887 66.951 -32.2280
16868.041992 66.972 -98.0143
16868.225098 67.015 -164.0764
16868.408203 67.043 129.6031
16868.591309 67.039 63.2212
16868.774414 67.013 -3.0295
16868.957520 66.990 -69.0949
16869.140625 66.984 -135.0533
16869.323730 66.995 158.9957
16869.506836 67.018 92.9812
16869.689941 67.051 26.8228
16869.873047 67.083 -39.5939
16870.056152 67.084 -106.3123
16870.239258 67.024 -173.1688
16870.422363 66.898 120.1995
16870.605469 66.753 54.1245
16870.788574 66.664 -11.4149
16870.971680 66.673 -76.8694
16871.154785 66.739 -142.7348
16871.337891 66.775 150.9288
16871.520996 66.728 84.5292
16871.704102 66.623 18.5404
16871.887207 66.541 -46.9826
16872.070312 66.533 -112.5235
16872.253418 66.563 -178.6467
16872.436523 66.540 114.5861
16872.619629 66.408 47.6765
16872.802734 66.199 -18.7321
16872.985840 66.012 -84.3957
16873.168945 65.932 -149.7129
16873.352051 65.946 144.6566
16873.535156 65.964 78.4524
16873.718262 65.910 11.9950
16873.901367 65.783 -54.1832
16874.084473 65.647 -119.8152
16874.267578 65.574 174.8709
16874.450684 65.577 109.3746
16874.633789 65.610 43.3660
16874.816895 65.612 -23.1016
16875.000000 65.552 -89.7334
16875.183105 65.434 -156.2097
16875.366211 65.283 137.6863
16875.549316 65.132 72.0376
16875.732422 65.016 6.7685
16875.915527 64.956 -58.3590
16876.098633 64.941 -123.6483
16876.281738 64.927 170.7411
16876.464844 64.868 104.9317
16876.647949 64.753 39.2477
16876.831055 64.611 -26.0328
16877.014160 64.490 -90.9043
16877.197266 64.415 -155.6083
16877.380371 64.363 139.6329
16877.563477 64.301 74.8291
16877.746582 64.222 10.1162
16877.929688 64.150 -54.5033
16878.112793 64.094 -119.2472
16878.295898 64.030 175.6959
16878.479004 63.923 110.4512
16878.662109 63.782 45.4177
16878.845215 63.684 -19.1443
16879.028320 63.721 -83.5187
16879.211426 63.898 -148.3920
16879.394531 64.115 145.8479
16879.577637 64.251 79.5385
16879.760742 64.261 13.4917
16879.943848 64.212 -51.6058
16880.126953 64.227 -115.7765
16880.310059 64.375 -179.8239
16880.493164 64.594 115.3992
16880.676270 64.760 49.7697
16880.859375 64.804 -16.1400
16881.042480 64.768 -81.6351
16881.225586 64.771 -146.5133
16881.408691 64.906 148.7193
16881.591797 65.154 83.3281
16881.774902 65.408 17.0808
16881.958008 65.579 -49.6062
16882.141113 65.652 -116.0745
16882.324219 65.691 178.0710
16882.507324 65.772 112.6913
16882.690430 65.916 47.2880
16882.873535 66.082 -18.5090
16883.056641 66.215 -84.6630
16883.239746 66.304 -150.9072
16883.422852 66.383 142.9113
16883.605957 66.479 76.6801
16883.789062 66.581 10.2254
16883.972168 66.651 -56.3809
16884.155273 66.674 -122.7803
16884.338379 66.697 171.3395
16884.521484 66.797 105.8226
16884.704590 66.996 40.0194
16884.887695 67.214 -26.6374
16885.070801 67.323 -94.0680
16885.253906 67.254 -161.5585
16885.437012 67.043 131.7826
16885.620117 66.835 66.3894
16885.803223 66.784 1.7441
16885.986328 66.915 -63.2921
16886.169434 67.109 -129.4070
16886.352539 67.234 163.6470
16886.535645 67.253 96.5941
16886.718750 67.225 29.9516
16886.901855 67.229 -36.3320
16887.084961 67.287 -102.6884
16887.268066 67.346 -169.3686
16887.451172 67.349 123.8411
16887.634277 67.299 57.3761
16887.817383 67.256 -8.5695
16888.000488 67.275 -74.2624
16888.183594 67.347 -140.1581
16888.366699 67.412 153.5718
16888.549805 67.425 87.1569
16888.732910 67.394 20.9287
16888.916016 67.364 -45.0219
16889.099121 67.363 -110.8948
16889.282227 67.378 -176.9029
16889.465332 67.381 116.9725
16889.648438 67.371 50.9025
16889.831543 67.380 -15.0780
16890.014648 67.426 -81.1860
16890.197754 67.483 -147.6671
16890.380859 67.500 145.5193
16890.563965 67.452 78.7123
16890.747070 67.367 12.2512
16890.930176 67.301 -53.8520
16891.113281 67.279 -119.9157
16891.296387 67.262 173.7884
16891.479492 67.197 107.3668
16891.662598 67.079 41.1987
16891.845703 66.965 -24.5005
16892.028809 66.927 -90.0051
16892.211914 66.965 -155.8751
16892.395020 67.010 137.6364
16892.578125 66.995 70.8478
16892.761230 66.929 4.3384
16892.944336 66.884 -61.6074
16893.127441 66.923 -127.2811
16893.310547 67.024 166.7846
16893.493652 67.092 100.4466
16893.676758 67.058 34.1176
16893.859863 66.941 -31.6477
16894.042969 66.838 -96.7455
16894.226074 66.827 -161.7590
16894.409180 66.880 132.5402
16894.592285 66.900 65.9340
16894.775391 66.817 -1.1029
16894.958496 66.656 -67.8592
16895.141602 66.512 -133.9561
16895.324707 66.475 160.3595
16895.507812 66.545 94.5135
16895.690918 66.638 28.2075
16895.874023 66.666 -38.3491
16896.057129 66.602 -104.7165
16896.240234 66.477 -170.6021
16896.423340 66.348 123.9480
16896.606445 66.251 58.6471
16896.789551 66.191 -6.7863
16896.972656 66.160 -72.4805
16897.155762 66.150 -138.4398
16897.338867 66.151 155.3862
16897.521973 66.147 89.1035
16897.705078 66.121 22.8822
16897.888184 66.067 -43.1000
16898.071289 65.993 -108.7713
16898.254395 65.908 -174.2040
16898.437500 65.810 120.4724
16898.620605 65.695 55.2011
16898.803711 65.581 -10.0107
16898.986816 65.504 -75.2376
16899.169922 65.491 -140.7306
16899.353027 65.522 153.2477
16899.536133 65.537 86.7180
16899.719238 65.479 20.0973
16899.902344 65.342 -45.9977
16900.085449 65.187 -111.1380
16900.268555 65.102 -175.4367
16900.451660 65.130 120.4606
16900.634766 65.232 55.8788
16900.817871 65.326 -9.4083
16901.000977 65.362 -75.1814
16901.184082 65.349 -141.1040
16901.367188 65.327 153.0138
16901.550293 65.331 87.1750
16901.733398 65.360 21.3602
16901.916504 65.396 -44.3233
16902.099609 65.428 -109.6620
16902.282715 65.469 -174.5162
16902.465820 65.545 121.0197
16902.648926 65.670 56.6169
16902.832031 65.822 -8.1013
16903.015137 65.963 -73.3524
16903.198242 66.058 -139.1198
16903.381348 66.097 154.7877
16903.564453 66.098 88.6167
16903.747559 66.099 22.5594
16903.930664 66.140 -43.3245
16904.113770 66.242 -109.1060
16904.296875 66.397 -174.9129
16904.479980 66.577 119.1733
16904.663086 66.749 53.1530
16904.846191 66.889 -12.9167
16905.029297 66.988 -78.9754
16905.212402 67.049 -144.9800
16905.395508 67.086 149.0944
16905.578613 67.118 83.2495
16905.761719 67.171 17.4314
16905.944824 67.257 -48.4816
16906.127930 67.368 -114.6173
16906.311035 67.475 179.0053
16906.494141 67.550 112.5434
16906.677246 67.586 46.2580
16906.860352 67.613 -19.6688
16907.043457 67.676 -85.3163
16907.226562 67.796 -151.0150
16907.409668 67.948 142.9000
16907.592773 68.079 76.3692
16907.775879 68.153 9.6426
16907.958984 68.180 -56.9276
16908.142090 68.207 -123.1738
16908.325195 68.281 170.7442
16908.508301 68.401 104.4851
16908.691406 68.523 37.8535
16908.874512 68.598 -29.0186
16909.057617 68.614 -95.7896
16909.240723 68.610 -162.1931
16909.423828 68.642 131.7244
16909.606934 68.739 65.6271
16909.790039 68.872 -0.8163
16909.973145 68.986 -67.6468
16910.156250 69.042 -134.6163
16910.339355 69.044 158.5865
16910.522461 69.029 92.0860
16910.705566 69.036 25.7358
16910.888672 69.068 -40.7386
16911.071777 69.101 -107.4970
16911.254883 69.111 -174.4832
16911.437988 69.093 118.4776
16911.621094 69.065 51.5097
16911.804199 69.043 -15.3897
16911.987305 69.026 -82.2767
16912.170410 68.995 -149.1335
16912.353516 68.940 144.1661
16912.536621 68.871 77.7431
16912.719727 68.820 11.5608
16912.902832 68.804 -54.6166
16913.085938 68.815 -121.0668
16913.269043 68.817 172.1020
16913.452148 68.781 105.0313
16913.635254 68.706 37.9993
16913.818359 68.619 -28.7670
16914.001465 68.556 -95.2307
16914.184570 68.534 -161.5349
16914.367676 68.540 132.1355
16914.550781 68.540 65.6935
16914.733887 68.504 -0.8183
16914.916992 68.420 -67.2964
16915.100098 68.295 -133.6600
16915.283203 68.150 160.0933
16915.466309 68.009 93.8836
16915.649414 67.886 27.5831
16915.832520 67.782 -38.9118
16916.015625 67.683 -105.6096
16916.198730 67.575 -172.3925
16916.381836 67.454 120.9307
16916.564941 67.332 54.5126
16916.748047 67.229 -11.6441
16916.931152 67.152 -77.6950
16917.114258 67.086 -143.8359
16917.297363 67.001 149.8445
16917.480469 66.876 83.4050
16917.663574 66.710 16.9611
16917.846680 66.522 -49.4328
16918.029785 66.329 -115.8196
16918.212891 66.132 177.7512
16918.395996 65.923 111.3299
16918.579102 65.699 45.0781
16918.762207 65.476 -20.8551
16918.945312 65.278 -86.4587
16919.128418 65.115 -151.8639
16919.311523 64.972 142.8007
16919.494629 64.831 77.5257
16919.677734 64.687 12.3713
16919.860840 64.559 -52.6952
16920.043945 64.454 -117.8604
16920.227051 64.353 176.6930
16920.410156 64.219 111.0129
16920.593262 64.039 45.4173
16920.776367 63.850 -19.7397
16920.959473 63.724 -84.4004
16921.142578 63.708 -148.9248
16921.325684 63.772 146.2396
16921.508789 63.835 81.0113
16921.691895 63.835 15.7572
16921.875000 63.784 -49.0583
16922.058105 63.746 -113.3203
16922.241211 63.775 -177.4464
16922.424316 63.849 117.9677
16922.607422 63.886 52.7087
16922.790527 63.825 -12.8758
16922.973633 63.688 -78.1869
16923.156738 63.576 -142.8835
16923.339844 63.604 152.7475
16923.522949 63.802 87.9724
16923.706055 64.087 22.2870
16923.889160 64.347 -44.1826
16924.072266 64.517 -110.8783
16924.255371 64.602 -177.2496
16924.438477 64.655 116.9238
16924.621582 64.725 51.4516
16924.804688 64.824 -14.0495
16924.987793 64.927 -79.8472
16925.170898 65.006 -145.9642
16925.354004 65.058 147.7115
16925.537109 65.097 81.2815
16925.720215 65.136 14.7984
16925.903320 65.177 -51.6636
16926.086426 65.223 -117.9739
16926.269531 65.289 175.9664
16926.452637 65.394 110.0806
16926.635742 65.537 44.0984
16926.818848 65.680 -22.2474
16927.001953 65.765 -88.9884
16927.185059 65.755 -155.8714
16927.368164 65.664 137.4600
16927.551270 65.551 71.1974
16927.734375 65.481 5.1866
16927.917480 65.476 -60.9563
16928.100586 65.500 -127.5070
16928.283691 65.495 165.6050
16928.466797 65.432 98.7117
16928.649902 65.325 32.1432
16928.833008 65.216 -34.0036
16929.016113 65.138 -99.9037
16929.199219 65.090 -165.8292
16929.382324 65.043 128.0732
16929.565430 64.969 61.8635
16929.748535 64.862 -4.2756
16929.931641 64.739 -70.1689
16930.114746 64.633 -135.7641
16930.297852 64.576 158.8116
16930.480957 64.577 93.2742
16930.664062 64.609 27.3341
16930.847168 64.615 -39.1040
16931.030273 64.545 -105.8289
16931.213379 64.387 -172.4072
16931.396484 64.184 121.5745
16931.579590 64.021 56.2041
16931.762695 63.963 -8.8723
16931.945801 64.004 -74.1664
16932.128906 64.077 -139.9015
16932.312012 64.127 154.0999
16932.495117 64.141 88.1344
16932.678223 64.144 22.3008
16932.861328 64.148 -43.5514
16933.044434 64.135 -109.5690
16933.227539 64.079 -175.6648
16933.410645 63.991 118.4179
16933.593750 63.928 52.7817
16933.776855 63.939 -12.8320
16933.959961 64.013 -78.8370
16934.143066 64.081 -145.3410
16934.326172 64.082 148.0113
16934.509277 64.018 81.7462
16934.692383 63.954 16.0922
16934.875488 63.943 -49.2463
16935.058594 63.973 -114.7841
16935.241699 63.973 179.2903
16935.424805 63.897 113.2616
16935.607910 63.776 47.5074
16935.791016 63.689 -17.9902
16935.974121 63.680 -83.7364
16936.157227 63.702 -150.2122
16936.340332 63.663 142.6536
16936.523438 63.515 75.4660
16936.706543 63.297 8.8880
16936.889648 63.110 -56.8786
16937.072754 63.029 -122.2759
16937.255859 63.038 172.0412
16937.438965 63.056 105.8014
16937.622070 63.020 39.2062
16937.805176 62.926 -27.4273
16937.988281 62.806 -93.9819
16938.171387 62.684 -160.5395
16938.354492 62.559 132.8413
16938.537598 62.424 66.2692
16938.720703 62.297 -0.0978
16938.903809 62.200 -66.2342
16939.086914 62.135 -132.2485
16939.270020 62.075 161.8277
16939.453125 61.999 96.1265
16939.636230 61.920 30.7419
16939.819336 61.864 -34.5535
16940.002441 61.805 -100.2191
16940.185547 61.658 -166.4564
16940.368652 61.337 127.1649
16940.551758 60.858 61.5497
16940.734863 60.376 -2.6109
16940.917969 60.116 -65.7607
16941.101074 60.147 -129.4506
16941.284180 60.299 165.2458
16941.467285 60.353 98.7231
16941.650391 60.224 32.2097
16941.833496 59.983 -33.3019
16942.016602 59.763 -97.7702
16942.199707 59.611 -161.9957
16942.382812 59.439 133.4241
16942.565918 59.149 68.8018
16942.749023 58.785 4.9257
16942.932129 58.534 -58.0553
16943.115234 58.552 -121.2464
16943.298340 58.776 174.0033
16943.481445 59.013 107.5592
16943.664551 59.131 40.4377
16943.847656 59.138 -26.1475
16944.030762 59.126 -91.5674
16944.213867 59.181 -156.0324
16944.396973 59.300 139.8338
16944.580078 59.413 75.6328
16944.763184 59.468 11.3301
16944.946289 59.458 -53.0555
16945.129395 59.399 -117.6177
16945.312500 59.300 177.5741
16945.495605 59.187 112.6318
16945.678711 59.124 47.6698
16945.861816 59.180 -17.5078
16946.044922 59.348 -83.3518
16946.228027 59.525 -150.0100
16946.411133 59.586 143.0490
16946.594238 59.489 76.8380
16946.777344 59.332 12.1977
16946.960449 59.304 -51.0453
16947.143555 59.510 -114.3119
16947.326660 59.842 -179.0695
16947.509766 60.090 114.4278
16947.692871 60.121 47.0009
16947.875977 59.937 -20.1723
16948.059082 59.650 -86.1308
16948.242188 59.438 -150.5535
16948.425293 59.447 146.0109
16948.608398 59.703 82.5053
16948.791504 60.100 18.1061
16948.974609 60.486 -47.3514
16949.157715 60.747 -113.4841
16949.340820 60.840 -179.6348
16949.523926 60.809 114.8191
16949.707031 60.766 50.1041
16949.890137 60.825 -14.2202
16950.073242 61.008 -79.0015
16950.256348 61.231 -144.7779
16950.439453 61.391 148.6032
16950.622559 61.442 81.7349
16950.805664 61.413 15.1830
16950.988770 61.369 -50.8096
16951.171875 61.360 -116.3198
16951.354980 61.410 178.4989
16951.538086 61.532 113.5408
16951.721191 61.747 48.6148
16951.904297 62.050 -16.6897
16952.087402 62.376 -82.7653
16952.270508 62.619 -149.6030
16952.453613 62.699 143.3100
16952.636719 62.617 76.7071
16952.819824 62.468 11.0685
16953.002930 62.381 -53.8093
16953.186035 62.416 -118.7289
16953.369141 62.520 175.6464
16953.552246 62.602 109.3614
16953.735352 62.637 42.9684
16953.918457 62.681 -23.0856
16954.101562 62.806 -88.8775
16954.284668 63.015 -154.8601
16954.467773 63.229 138.7112
16954.650879 63.364 72.0699
16954.833984 63.401 5.6913
16955.017090 63.391 -60.1911
16955.200195 63.397 -125.8534
16955.383301 63.420 168.1534
16955.566406 63.400 101.5711
16955.749512 63.281 34.7076
16955.932617 63.084 -31.8179
16956.115723 62.914 -97.6234
16956.298828 62.881 -162.9930
16956.481934 62.997 131.3349
16956.665039 63.161 64.9297
16956.848145 63.252 -1.9123
16957.031250 63.231 -68.4737
16957.214355 63.158 -134.2136
16957.397461 63.135 160.7484
16957.580566 63.203 95.7114
16957.763672 63.296 30.0875
16957.946777 63.313 -36.0270
16958.129883 63.228 -102.0134
16958.312988 63.121 -167.3608
16958.496094 63.116 127.7147
16958.679199 63.255 62.2989
16958.862305 63.439 -4.3698
16959.045410 63.513 -72.1930
16959.228516 63.391 -140.3255
16959.411621 63.104 152.2893
16959.594727 62.796 86.3129
16959.777832 62.643 21.4809
16959.960938 62.712 -43.2553
16960.144043 62.910 -108.7547
16960.327148 63.096 -175.0197
16960.510254 63.197 118.4877
16960.693359 63.226 52.2302
16960.876465 63.227 -13.7473
16961.059570 63.213 -79.7033
16961.242676 63.157 -145.8254
16961.425781 63.024 148.0084
16961.608887 62.822 82.1174
16961.791992 62.607 16.7177
16961.975098 62.443 -48.2882
16962.158203 62.358 -113.2371
16962.341309 62.332 -178.4197
16962.524414 62.321 116.0940
16962.707520 62.293 50.4115
16962.890625 62.232 -15.3080
16963.073730 62.142 -80.9024
16963.256836 62.047 -146.2477
16963.439941 61.987 148.6582
16963.623047 61.994 83.6083
16963.806152 62.057 18.3110
16963.989258 62.118 -47.3067
16964.172363 62.114 -112.8993
16964.355469 62.041 -177.8659
16964.538574 61.971 118.1948
16964.721680 62.005 55.0205
16964.904785 62.176 -8.2511
16965.087891 62.403 -72.3651
16965.270996 62.573 -137.4070
16965.454102 62.633 157.0324
16965.637207 62.606 91.3873
16965.820312 62.549 25.8362
16966.003418 62.505 -39.6475
16966.186523 62.485 -105.0424
16966.369629 62.500 -170.1877
16966.552734 62.574 125.0333
16966.735840 62.733 60.4712
16966.918945 62.957 -4.1936
16967.102051 63.197 -69.1402
16967.285156 63.412 -134.2874
16967.468262 63.611 160.4752
16967.651367 63.826 95.0278
16967.834473 64.063 29.0780
16968.017578 64.282 -37.4848
16968.200684 64.446 -104.3706
16968.383789 64.565 -171.0740
16968.566895 64.701 122.7022
16968.750000 64.906 56.7779
16968.933105 65.165 -9.2642
16969.116211 65.399 -75.5523
16969.299316 65.555 -141.7382
16969.482422 65.662 152.6268
16969.665527 65.817 87.5175
16969.848633 66.081 22.2510
16970.031738 66.397 -43.9131
16970.214844 66.644 -111.0415
16970.397949 66.741 -178.4882
16970.581055 66.717 114.5776
16970.764160 66.681 48.5473
16970.947266 66.745 -16.9580
16971.130371 66.915 -82.7125
16971.313477 67.108 -149.1110
16971.496582 67.252 144.0763
16971.679688 67.355 77.2788
16971.862793 67.476 10.6076
16972.045898 67.648 -56.2293
16972.229004 67.831 -123.5109
16972.412109 67.951 168.9272
16972.595215 67.976 101.6439
16972.778320 67.951 35.1562
16972.961426 67.969 -30.5456
16973.144531 68.083 -96.0744
16973.327637 68.247 -162.1174
16973.510742 68.369 131.1468
16973.693848 68.392 64.0661
16973.876953 68.333 -2.8759
16974.060059 68.264 -69.4369
16974.243164 68.254 -135.7370
16974.426270 68.324 157.9320
16974.609375 68.451 91.3753
16974.792480 68.596 24.5745
16974.975586 68.722 -42.4058
