* Generated by rew_pipeline.py (source UUID 186deba0-cbab-4d36-ad78-2cb4c056a7bc, calibrated to its own SPL at 100 Hz)
* Measurement: L.filtered.clean-fdw6-peq
* Dated: 2026-Sep-13 14:43:17
* Note: ; Trace Arithmetic A times B A = L.nofdw.clean-fdw6-peq B = FLX-trimmed.clean-fdw6-peq
* Smoothing: None
* Frequency Step: 0.1831055 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
5084.472656 68.147 -124.8574
5084.655762 68.199 167.1869
5084.838867 68.256 98.9568
5085.021973 68.296 30.7311
5085.205078 68.328 -37.3160
5085.388184 68.365 -105.2235
5085.571289 68.403 -173.1496
5085.754395 68.432 118.7622
5085.937500 68.443 50.4128
5086.120605 68.440 -18.2927
5086.303711 68.426 -87.4350
5086.486816 68.401 -156.9971
5086.669922 68.373 133.1837
5086.853027 68.360 63.3340
5087.036133 68.387 -6.4220
5087.219238 68.461 -76.1507
5087.402344 68.552 -146.0083
5087.585449 68.605 143.9548
5087.768555 68.580 73.8696
5087.951660 68.478 3.9299
5088.134766 68.348 -65.8176
5088.317871 68.250 -135.5911
5088.500977 68.212 154.2509
5088.684082 68.219 83.5011
5088.867188 68.234 12.2721
5089.050293 68.230 -59.0963
5089.233398 68.198 -130.2617
5089.416504 68.139 158.9661
5089.599609 68.055 88.6193
5089.782715 67.952 18.6503
5089.965820 67.847 -51.0453
5090.148926 67.769 -120.6892
5090.332031 67.734 169.3719
5090.515137 67.713 98.8560
5090.698242 67.643 27.8159
5090.881348 67.468 -43.2752
5091.064453 67.186 -113.7193
5091.247559 66.861 177.0001
5091.430664 66.595 108.7922
5091.613770 66.434 40.9338
5091.796875 66.317 -27.2953
5091.979980 66.138 -95.9477
5092.163086 65.858 -164.4361
5092.346191 65.552 127.8735
5092.529297 65.360 60.9931
5092.712402 65.350 -5.7879
5092.895508 65.444 -73.1061
5093.078613 65.505 -140.7690
5093.261719 65.467 152.0707
5093.444824 65.396 86.1586
5093.627930 65.427 21.4271
5093.811035 65.634 -43.0428
5093.994141 65.960 -108.1701
5094.177246 66.299 -174.1837
5094.360352 66.602 119.1631
5094.543457 66.876 52.0868
5094.726562 67.128 -15.3668
5094.909668 67.343 -83.0957
5095.092773 67.508 -150.7637
5095.275879 67.657 142.0220
5095.458984 67.868 75.2974
5095.642090 68.187 8.5538
5095.825195 68.569 -58.8530
5096.008301 68.907 -127.0918
5096.191406 69.123 164.2672
5096.374512 69.222 95.8789
5096.557617 69.291 28.1229
5096.740723 69.426 -39.2006
5096.923828 69.655 -106.6753
5097.106934 69.918 -174.6917
5097.290039 70.134 116.8754
5097.473145 70.271 48.4709
5097.656250 70.356 -19.5392
5097.839355 70.436 -87.1184
5098.022461 70.536 -154.5028
5098.205566 70.645 138.0742
5098.388672 70.737 70.5738
5098.571777 70.809 3.0842
5098.754883 70.879 -64.3668
5098.937988 70.964 -131.8938
5099.121094 71.057 160.3497
5099.304199 71.135 92.3232
5099.487305 71.178 24.1355
5099.670410 71.186 -44.0478
5099.853516 71.172 -112.1120
5100.036621 71.153 179.9672
5100.219727 71.141 112.1499
5100.402832 71.138 44.3663
5100.585938 71.137 -23.4583
5100.769043 71.121 -91.3611
5100.952148 71.064 -159.2750
5101.135254 70.951 132.9916
5101.318359 70.798 65.6515
5101.501465 70.649 -1.2648
5101.684570 70.541 -68.0389
5101.867676 70.466 -135.1064
5102.050781 70.364 157.3126
5102.233887 70.181 89.4197
5102.416992 69.914 21.6801
5102.600098 69.622 -45.5673
5102.783203 69.384 -112.4373
5102.966309 69.214 -179.4085
5103.149414 69.043 113.1985
5103.332520 68.771 45.6118
5103.515625 68.353 -21.5193
5103.698730 67.829 -87.5858
5103.881836 67.292 -152.4798
5104.064941 66.804 143.3398
5104.248047 66.342 79.3746
5104.431152 65.856 15.6331
5104.614258 65.359 -47.4824
5104.797363 64.942 -109.7694
5104.980469 64.695 -171.5483
5105.163574 64.632 126.7360
5105.346680 64.729 65.0038
5105.529785 64.998 3.3010
5105.712891 65.451 -58.6884
5105.895996 66.024 -121.4422
5106.079102 66.606 175.0107
5106.262207 67.134 111.1181
5106.445312 67.642 47.2018
5106.628418 68.191 -17.0256
5106.811523 68.764 -82.2002
5106.994629 69.267 -148.5644
5107.177734 69.622 144.3407
5107.360840 69.843 77.3100
5107.543945 70.041 10.8428
5107.727051 70.336 -55.2896
5107.910156 70.745 -121.7801
5108.093262 71.176 171.0105
5108.276367 71.524 103.4186
5108.459473 71.771 36.1010
5108.642578 71.978 -30.5790
5108.825684 72.219 -96.8797
5109.008789 72.492 -163.3891
5109.191895 72.725 129.6167
5109.375000 72.861 62.4222
5109.558105 72.920 -4.4758
5109.741211 72.990 -70.9127
5109.924316 73.142 -137.2807
5110.107422 73.361 155.8737
5110.290527 73.565 88.4566
5110.473633 73.702 20.9166
5110.656738 73.798 -46.2046
5110.839844 73.935 -112.8016
5111.022949 74.161 -179.3300
5111.206055 74.432 113.6701
5111.389160 74.656 46.1285
5111.572266 74.773 -21.5329
5111.755371 74.804 -88.8131
5111.938477 74.824 -155.5643
5112.121582 74.891 137.8962
5112.304688 75.001 71.1255
5112.487793 75.107 3.9875
5112.670898 75.181 -63.3039
5112.854004 75.243 -130.5012
5113.037109 75.334 162.3806
5113.220215 75.460 95.0990
5113.403320 75.578 27.5039
5113.586426 75.637 -40.2342
5113.769531 75.622 -107.7304
5113.952637 75.572 -174.7042
5114.135742 75.545 118.7608
5114.318848 75.566 52.2721
5114.501953 75.607 -14.5172
5114.685059 75.619 -81.6258
5114.868164 75.585 -148.8064
5115.051270 75.530 144.1786
5115.234375 75.494 77.3466
5115.417480 75.497 10.5275
5115.600586 75.519 -56.4145
5115.783691 75.529 -123.4241
5115.966797 75.514 169.6817
5116.149902 75.486 103.0284
5116.333008 75.467 36.5674
5116.516113 75.462 -29.8710
5116.699219 75.460 -96.4256
5116.882324 75.445 -163.1161
5117.065430 75.415 130.1197
5117.248535 75.377 63.3425
5117.431641 75.341 -3.4191
5117.614746 75.308 -70.1357
5117.797852 75.282 -136.7521
5117.980957 75.269 156.7770
5118.164062 75.281 90.4211
5118.347168 75.319 24.0604
5118.530273 75.372 -42.4415
5118.713379 75.418 -109.1458
5118.896484 75.438 -176.0130
5119.079590 75.431 117.0448
5119.262695 75.403 50.0946
5119.445801 75.363 -16.8451
5119.628906 75.316 -83.7810
5119.812012 75.262 -150.7119
5119.995117 75.197 142.3794
5120.178223 75.119 75.5098
5120.361328 75.027 8.6863
5120.544434 74.920 -58.0851
5120.727539 74.801 -124.7896
5120.910645 74.676 168.5848
5121.093750 74.557 102.0194
5121.276855 74.452 35.4586
5121.459961 74.357 -31.1516
5121.643066 74.260 -97.8047
5121.826172 74.151 -164.4111
5122.009277 74.026 129.1603
5122.192383 73.899 63.0029
5122.375488 73.786 -2.8900
5122.558594 73.700 -68.6237
5122.741699 73.641 -134.3402
5122.924805 73.600 159.8508
5123.107910 73.565 93.8992
5123.291016 73.528 27.8003
5123.474121 73.481 -38.4239
5123.657227 73.418 -104.7242
5123.840332 73.335 -171.0150
5124.023438 73.236 122.8101
5124.206543 73.139 56.8220
5124.389648 73.066 -9.0153
5124.572754 73.034 -74.8634
5124.755859 73.034 -140.9258
5124.938965 73.038 152.6949
5125.122070 73.014 86.0844
5125.305176 72.946 19.4747
5125.488281 72.846 -46.8960
5125.671387 72.746 -112.9308
5125.854492 72.669 -178.7242
5126.037598 72.616 115.5347
5126.220703 72.567 49.7180
5126.403809 72.501 -16.1765
5126.586914 72.414 -82.0972
5126.770020 72.315 -148.0416
5126.953125 72.212 145.9314
5127.136230 72.099 79.7925
5127.319336 71.972 13.6231
5127.502441 71.839 -52.4253
5127.685547 71.721 -118.2694
5127.868652 71.633 176.0176
5128.051758 71.565 110.2871
5128.234863 71.480 44.5015
5128.417969 71.348 -21.1844
5128.601074 71.174 -86.5431
5128.784180 70.997 -151.4926
5128.967285 70.858 143.7959
5129.150391 70.767 79.0342
5129.333496 70.707 14.0693
5129.516602 70.659 -51.0274
5129.699707 70.628 -116.0992
5129.882812 70.628 178.9288
5130.065918 70.664 114.0380
5130.249023 70.726 49.2252
5130.432129 70.810 -15.4724
5130.615234 70.928 -80.1072
5130.798340 71.083 -144.9205
5130.981445 71.248 149.7971
5131.164551 71.372 83.9827
5131.347656 71.420 17.8979
5131.530762 71.413 -48.0769
5131.713867 71.416 -113.7867
5131.896973 71.484 -179.4647
5132.080078 71.604 114.5259
5132.263184 71.708 48.1401
5132.446289 71.744 -18.2213
5132.629395 71.727 -84.0288
5132.812500 71.733 -149.1066
5132.995605 71.827 146.1416
5133.178711 71.996 81.0832
5133.361816 72.162 15.4543
5133.544922 72.269 -50.4968
5133.728027 72.331 -116.3829
5133.911133 72.407 177.8863
5134.094238 72.535 112.0283
5134.277344 72.685 45.7554
5134.460449 72.801 -20.8459
5134.643555 72.859 -87.3582
5134.826660 72.898 -153.4249
5135.009766 72.986 140.8809
5135.192871 73.147 75.0864
5135.375977 73.335 8.7728
5135.559082 73.480 -58.0502
5135.742188 73.551 -125.0261
5135.925293 73.580 168.1889
5136.108398 73.626 101.6360
5136.291504 73.720 35.0674
5136.474609 73.846 -31.7587
5136.657715 73.960 -98.8321
5136.840820 74.038 -165.9355
5137.023926 74.083 127.1292
5137.207031 74.112 60.3838
5137.390137 74.126 -6.2810
5137.573242 74.111 -72.9420
5137.756348 74.055 -139.5609
5137.939453 73.967 153.9335
5138.122559 73.872 87.5140
5138.305664 73.782 21.0453
5138.488770 73.692 -45.5687
5138.671875 73.583 -112.2480
5138.854980 73.461 -178.7785
5139.038086 73.354 114.9879
5139.221191 73.297 48.9677
5139.404297 73.290 -17.0950
5139.587402 73.295 -83.3806
5139.770508 73.267 -149.8233
5139.953613 73.188 143.8167
5140.136719 73.077 77.7338
5140.319824 72.975 11.9129
5140.502930 72.902 -53.8389
5140.686035 72.852 -119.6989
5140.869141 72.806 174.3203
5141.052246 72.755 108.3340
5141.235352 72.709 42.4375
5141.418457 72.677 -23.3827
5141.601562 72.654 -89.1955
5141.784668 72.620 -155.0073
5141.967773 72.565 139.2766
5142.150879 72.500 73.7616
5142.333984 72.454 8.4264
5142.517090 72.451 -56.9194
5142.700195 72.487 -122.5184
5142.883301 72.534 171.5235
5143.066406 72.563 105.3251
5143.249512 72.565 39.1561
5143.432617 72.561 -26.7387
5143.615723 72.589 -92.3041
5143.798828 72.672 -157.7180
5143.981934 72.798 136.7435
5144.165039 72.927 70.9163
5144.348145 73.016 4.8500
5144.531250 73.051 -61.2660
5144.714355 73.048 -127.2675
5144.897461 73.042 166.8562
5145.080566 73.058 100.9689
5145.263672 73.098 34.9241
5145.446777 73.150 -31.3018
5145.629883 73.207 -97.6107
5145.812988 73.275 -163.9073
5145.996094 73.367 129.7879
5146.179199 73.477 63.3505
5146.362305 73.582 -3.3225
5146.545410 73.649 -70.2068
5146.728516 73.663 -137.1653
5146.911621 73.632 155.9447
5147.094727 73.582 89.1663
5147.277832 73.532 22.4257
5147.460938 73.491 -44.3881
5147.644043 73.450 -111.3218
5147.827148 73.397 -178.3228
5148.010254 73.327 114.7168
5148.193359 73.244 47.8927
5148.376465 73.153 -18.7523
5148.559570 73.062 -85.2307
5148.742676 72.971 -151.5957
5148.925781 72.879 142.0794
5149.108887 72.780 75.7312
5149.291992 72.665 9.3419
5149.475098 72.526 -57.0418
5149.658203 72.368 -123.3331
5149.841309 72.203 170.5360
5150.024414 72.048 104.5689
5150.207520 71.911 38.7152
5150.390625 71.790 -27.0757
5150.573730 71.681 -92.8164
5150.756836 71.582 -158.5016
5150.939941 71.495 135.8444
5151.123047 71.423 70.1566
5151.306152 71.361 4.3663
5151.489258 71.302 -61.5573
5151.672363 71.238 -127.6101
5151.855469 71.168 166.2211
5152.038574 71.081 99.9624
5152.221680 70.966 33.6947
5152.404785 70.816 -32.4258
5152.587891 70.638 -98.2220
5152.770996 70.454 -163.6047
5152.954102 70.286 131.3691
5153.137207 70.137 66.5709
5153.320312 70.000 1.9369
5153.503418 69.882 -62.5172
5153.686523 69.809 -126.8525
5153.869629 69.807 168.6562
5154.052734 69.861 103.6483
5154.235840 69.918 37.9957
5154.418945 69.932 -28.0477
5154.602051 69.905 -94.0376
5154.785156 69.891 -159.7094
5154.968262 69.942 134.7890
5155.151367 70.050 69.0750
5155.334473 70.148 2.9800
5155.517578 70.169 -63.2350
5155.700684 70.107 -129.1019
5155.883789 70.024 165.6211
5156.066895 69.989 100.6747
5156.250000 70.013 35.5009
5156.433105 70.042 -30.2245
5156.616211 70.019 -96.3342
5156.799316 69.946 -162.4187
5156.982422 69.876 131.7398
5157.165527 69.855 65.9722
5157.348633 69.864 -0.0230
5157.531738 69.839 -66.2540
5157.714844 69.732 -132.3331
5157.897949 69.565 162.2060
5158.081055 69.410 97.4624
5158.264160 69.324 33.0123
5158.447266 69.286 -31.6938
5158.630371 69.223 -96.7711
5158.813477 69.100 -161.8203
5158.996582 68.966 133.6343
5159.179688 68.920 69.6091
5159.362793 69.020 5.5530
5159.545898 69.217 -59.1162
5159.729004 69.407 -124.4379
5159.912109 69.521 170.0637
5160.095215 69.573 104.9327
5160.278320 69.625 40.3588
5160.461426 69.737 -23.9354
5160.644531 69.908 -88.3999
5160.827637 70.097 -153.2504
5161.010742 70.268 141.6344
5161.193848 70.430 76.4933
5161.376953 70.616 11.4180
5161.560059 70.855 -53.7233
5161.743164 71.140 -119.1413
5161.926270 71.441 175.0641
5162.109375 71.726 108.9432
5162.292480 71.983 42.5917
5162.475586 72.213 -23.9565
5162.658691 72.416 -90.7319
5162.841797 72.584 -157.7426
5163.024902 72.713 135.0993
5163.208008 72.812 67.9502
5163.391113 72.902 0.9237
5163.574219 73.009 -66.0011
5163.757324 73.131 -132.9450
5163.940430 73.242 160.0218
5164.123535 73.309 92.9904
5164.306641 73.324 26.1589
5164.489746 73.309 -40.3597
5164.672852 73.303 -106.7018
5164.855957 73.314 -173.1979
5165.039062 73.311 119.9116
5165.222168 73.248 52.7230
5165.405273 73.113 -14.3607
5165.588379 72.949 -80.9169
5165.771484 72.835 -146.8509
5165.954590 72.823 147.4905
5166.137695 72.890 81.6320
5166.320801 72.962 15.4096
5166.503906 72.978 -50.9453
5166.687012 72.935 -117.0925
5166.870117 72.873 177.0886
5167.053223 72.831 111.4150
5167.236328 72.808 45.6325
5167.419434 72.782 -20.2981
5167.602539 72.749 -86.1873
5167.785645 72.743 -151.8716
5167.968750 72.801 142.5580
5168.151855 72.928 76.8208
5168.334961 73.078 10.7396
5168.518066 73.205 -55.5931
5168.701172 73.290 -121.9403
5168.884277 73.352 171.8353
5169.067383 73.417 105.6603
5169.250488 73.489 39.3613
5169.433594 73.560 -27.1489
5169.616699 73.622 -93.8298
5169.799805 73.683 -160.6311
5169.982910 73.749 132.4113
5170.166016 73.805 65.2455
5170.349121 73.823 -2.0434
5170.532227 73.786 -69.2055
5170.715332 73.720 -136.0096
5170.898438 73.672 157.4988
5171.081543 73.667 90.9454
5171.264648 73.670 23.9344
5171.447754 73.610 -43.5661
5171.630859 73.441 -111.1579
5171.813965 73.187 -178.3062
5171.997070 72.935 115.2249
5172.180176 72.761 49.1176
5172.363281 72.664 -17.2347
5172.546387 72.557 -84.1228
5172.729492 72.352 -151.2411
5172.912598 72.031 142.0574
5173.095703 71.661 76.2678
5173.278809 71.346 11.3271
5173.461914 71.143 -53.3570
5173.645020 71.016 -118.3670
5173.828125 70.887 176.1896
5174.011230 70.713 110.6087
5174.194336 70.502 45.2302
5174.377441 70.287 -19.7990
5174.560547 70.095 -84.5041
5174.743652 69.939 -148.9436
5174.926758 69.830 146.8267
5175.109863 69.778 82.6772
5175.292969 69.775 18.4115
5175.476074 69.787 -46.0614
5175.659180 69.782 -110.5950
5175.842285 69.764 -174.9176
5176.025391 69.778 121.0851
5176.208496 69.862 57.1987
5176.391602 70.014 -6.9465
5176.574707 70.184 -71.5185
5176.757812 70.333 -136.3544
5176.940918 70.466 158.8303
5177.124023 70.625 94.1360
5177.307129 70.848 29.3603
5177.490234 71.130 -35.8236
5177.673340 71.428 -101.5846
5177.856445 71.693 -167.8255
5178.039551 71.898 125.7161
5178.222656 72.046 59.3114
5178.405762 72.156 -6.8665
5178.588867 72.256 -72.7849
5178.771973 72.366 -138.5440
5178.955078 72.493 155.6799
5179.138184 72.627 89.7308
5179.321289 72.748 23.5599
5179.504395 72.842 -42.7627
5179.687500 72.915 -109.1245
5179.870605 72.983 -175.4701
5180.053711 73.059 118.1648
5180.236816 73.142 51.7248
5180.419922 73.219 -14.7659
5180.603027 73.286 -81.1896
5180.786133 73.352 -147.4335
5180.969238 73.438 146.4944
5181.152344 73.555 80.4566
5181.335449 73.690 14.3079
5181.518555 73.823 -51.9811
5181.701660 73.941 -118.3271
5181.884766 74.052 175.3507
5182.067871 74.172 109.0367
5182.250977 74.305 42.6435
5182.434082 74.443 -23.8825
5182.617188 74.577 -90.5080
5182.800293 74.712 -157.1818
5182.983398 74.859 136.0578
5183.166504 75.015 69.0745
5183.349609 75.154 1.7612
5183.532715 75.241 -65.8236
5183.715820 75.256 -133.4533
5183.898926 75.213 159.1216
5184.082031 75.151 91.9887
5184.265137 75.105 25.0008
5184.448242 75.078 -42.0928
5184.631348 75.042 -109.4105
5184.814453 74.970 -176.8318
5184.997559 74.864 115.8873
5185.180664 74.757 48.8869
5185.363770 74.683 -17.9376
5185.546875 74.644 -84.8447
5185.729980 74.602 -151.9913
5185.913086 74.513 140.7260
5186.096191 74.363 73.5879
5186.279297 74.180 6.8111
5186.462402 74.010 -59.6554
5186.645508 73.874 -126.1011
5186.828613 73.747 167.2241
5187.011719 73.584 100.3773
5187.194824 73.369 33.7107
5187.377930 73.143 -32.4149
5187.561035 72.981 -97.9864
5187.744141 72.925 -163.4424
5187.927246 72.939 130.6861
5188.110352 72.928 64.2672
5188.293457 72.820 -2.3229
5188.476562 72.615 -68.5066
5188.659668 72.391 -133.9633
5188.842773 72.244 161.0464
5189.025879 72.204 95.8367
5189.208984 72.209 29.8994
5189.392090 72.175 -36.6952
5189.575195 72.069 -103.4592
5189.758301 71.923 -169.9275
5189.941406 71.803 123.9977
5190.124512 71.740 58.0479
5190.307617 71.707 -8.0635
5190.490723 71.648 -74.3272
5190.673828 71.536 -140.4835
5190.856934 71.392 153.6743
5191.040039 71.257 88.0617
5191.223145 71.142 22.3723
5191.406250 71.017 -43.6068
5191.589355 70.847 -109.7845
5191.772461 70.631 -175.8694
5191.955566 70.409 118.3515
5192.138672 70.227 52.8344
5192.321777 70.098 -12.6209
5192.504883 69.998 -78.1113
5192.687988 69.906 -143.5295
5192.871094 69.827 151.2696
5193.054199 69.782 86.2470
5193.237305 69.775 21.1696
5193.420410 69.776 -44.1674
5193.603516 69.744 -109.7492
5193.786621 69.661 -175.3802
5193.969727 69.543 119.1280
5194.152832 69.420 53.8189
5194.335938 69.318 -11.3900
5194.519043 69.244 -76.5999
5194.702148 69.199 -141.8791
5194.885254 69.180 152.7072
5195.068359 69.171 87.1002
5195.251465 69.144 21.3384
5195.434570 69.079 -44.3773
5195.617676 68.987 -109.7811
5195.800781 68.915 -174.7803
5195.983887 68.909 120.3839
5196.166992 68.966 55.2914
5196.350098 69.033 -10.2749
5196.533203 69.060 -76.1387
5196.716309 69.044 -141.9085
5196.899414 69.035 152.6684
5197.082520 69.093 87.4728
5197.265625 69.234 22.1203
5197.448730 69.414 -43.6934
5197.631836 69.574 -109.9822
5197.814941 69.671 -176.5478
5197.998047 69.690 116.8385
5198.181152 69.640 50.3351
5198.364258 69.538 -15.9790
5198.547363 69.415 -82.1107
5198.730469 69.306 -148.1989
5198.913574 69.231 145.4842
5199.096680 69.177 78.6759
5199.279785 69.105 11.3298
5199.462891 68.979 -56.3199
5199.645996 68.794 -123.9093
5199.829102 68.570 168.8146
5200.012207 68.325 101.8708
5200.195312 68.046 35.1592
5200.378418 67.695 -31.3010
5200.561523 67.253 -97.2982
5200.744629 66.746 -162.6447
5200.927734 66.227 132.5242
5201.110840 65.706 67.7828
5201.293945 65.129 2.9168
5201.477051 64.435 -61.6289
5201.660156 63.663 -124.9286
5201.843262 62.986 173.5768
5202.026367 62.584 113.2479
5202.209473 62.440 52.8805
5202.392578 62.400 -7.6835
5202.575684 62.428 -67.5989
5202.758789 62.675 -126.7312
5202.941895 63.213 173.4893
5203.125000 63.841 111.7854
5203.308105 64.300 48.6663
5203.491211 64.539 -14.2403
5203.674316 64.762 -75.8130
5203.857422 65.246 -136.7925
5204.040527 66.014 160.8238
5204.223633 66.828 96.1424
5204.406738 67.489 29.9771
5204.589844 67.986 -36.3677
5204.772949 68.441 -102.2162
5204.956055 68.975 -167.9095
5205.139160 69.576 125.7704
5205.322266 70.133 58.5527
5205.505371 70.554 -9.0965
5205.688477 70.846 -76.4713
5205.871582 71.100 -143.2323
5206.054688 71.409 150.3098
5206.237793 71.783 83.5072
5206.420898 72.146 16.0048
5206.604004 72.418 -51.9981
5206.787109 72.572 -119.9920
5206.970215 72.641 172.4663
5207.153320 72.687 105.5178
5207.336426 72.761 38.9977
5207.519531 72.878 -27.3792
5207.702637 73.027 -93.8333
5207.885742 73.188 -160.4695
5208.068848 73.341 132.6939
5208.251953 73.468 65.7186
5208.435059 73.561 -1.2516
5208.618164 73.630 -68.0497
5208.801270 73.700 -134.6024
5208.984375 73.801 158.9933
5209.167480 73.937 92.5360
5209.350586 74.090 25.8810
5209.533691 74.237 -40.9698
5209.716797 74.371 -107.9277
5209.899902 74.497 -174.9349
5210.083008 74.625 117.9930
5210.266113 74.752 50.8219
5210.449219 74.871 -16.4420
5210.632324 74.981 -83.7726
5210.815430 75.080 -151.1876
5210.998535 75.157 141.2559
5211.181641 75.190 73.5594
5211.364746 75.157 5.8669
5211.547852 75.065 -61.5939
5211.730957 74.957 -128.7099
5211.914062 74.880 164.3434
5212.097168 74.842 97.1871
5212.280273 74.797 29.5809
5212.463379 74.687 -38.3179
5212.646484 74.497 -106.0461
5212.829590 74.272 -173.1975
5213.012695 74.088 120.2079
5213.195801 73.979 53.7087
5213.378906 73.895 -13.1380
5213.562012 73.748 -80.2981
5213.745117 73.495 -147.2914
5213.928223 73.177 146.3776
5214.111328 72.886 80.7588
5214.294434 72.682 15.3729
5214.477539 72.542 -50.3174
5214.660645 72.398 -116.3976
5214.843750 72.219 177.4537
5215.026855 72.029 111.5256
5215.209961 71.865 45.7715
5215.393066 71.720 -20.0306
5215.576172 71.545 -85.8719
5215.759277 71.320 -151.4017
5215.942383 71.090 143.7029
5216.125488 70.937 79.2558
5216.308594 70.881 14.5891
5216.491699 70.839 -50.7707
5216.674805 70.710 -116.5842
5216.857910 70.469 177.8920
5217.041016 70.200 113.2577
5217.224121 70.025 49.4070
5217.407227 69.989 -14.3696
5217.590332 70.020 -78.5953
5217.773438 70.031 -143.1233
5217.956543 70.005 152.5197
5218.139648 70.000 88.5232
5218.322754 70.062 24.5861
5218.505859 70.177 -39.7058
5218.688965 70.296 -104.4361
5218.872070 70.400 -169.3921
5219.055176 70.514 125.5866
5219.238281 70.662 60.4331
5219.421387 70.832 -4.9640
5219.604492 70.993 -70.5113
5219.787598 71.135 -135.9501
5219.970703 71.281 158.8682
5220.153809 71.453 93.8246
5220.336914 71.634 28.7109
5220.520020 71.791 -36.4772
5220.703125 71.923 -101.5408
5220.886230 72.079 -166.4159
5221.069336 72.310 128.5500
5221.252441 72.601 62.8173
5221.435547 72.868 -3.7970
5221.618652 73.036 -70.8830
5221.801758 73.104 -137.7240
5221.984863 73.151 156.1728
5222.167969 73.279 90.6611
5222.351074 73.517 25.0802
5222.534180 73.788 -41.0856
5222.717285 73.993 -107.7539
5222.900391 74.090 -174.4207
5223.083496 74.118 119.3674
5223.266602 74.157 53.6534
5223.449707 74.260 -11.9276
5223.632812 74.421 -77.7861
5223.815918 74.598 -144.0484
5223.999023 74.765 149.4243
5224.182129 74.922 82.8080
5224.365234 75.077 16.1728
5224.548340 75.231 -50.4840
5224.731445 75.378 -117.1474
5224.914551 75.520 176.2112
5225.097656 75.664 109.5497
5225.280762 75.814 42.7310
5225.463867 75.951 -24.3666
5225.646973 76.050 -91.7108
5225.830078 76.101 -159.1114
5226.013184 76.125 133.6263
5226.196289 76.156 66.5259
5226.379395 76.213 -0.5819
5226.562500 76.275 -67.8787
5226.745605 76.305 -135.3550
5226.928711 76.274 157.2051
5227.111816 76.194 90.0465
5227.294922 76.098 23.2370
5227.478027 76.016 -43.3834
5227.661133 75.947 -110.0379
5227.844238 75.869 -176.7975
5228.027344 75.772 116.4529
5228.210449 75.675 49.8496
5228.393555 75.606 -16.6288
5228.576660 75.573 -83.1480
5228.759766 75.549 -149.8122
5228.942871 75.497 143.5061
5229.125977 75.407 77.1058
5229.309082 75.311 11.2089
5229.492188 75.259 -54.2714
5229.675293 75.269 -119.7124
5229.858398 75.314 174.5146
5230.041504 75.338 108.3241
5230.224609 75.311 41.9125
5230.407715 75.243 -24.4635
5230.590820 75.175 -90.7076
5230.773926 75.141 -156.9371
5230.957031 75.146 136.6599
5231.140137 75.169 70.0138
5231.323242 75.184 3.2250
5231.506348 75.185 -63.5372
5231.689453 75.177 -130.1651
5231.872559 75.167 163.3429
5232.055664 75.154 96.9347
5232.238770 75.132 30.5750
5232.421875 75.099 -35.7473
5232.604980 75.060 -102.0654
5232.788086 75.019 -168.4555
5232.971191 74.970 125.0216
5233.154297 74.900 58.4055
5233.337402 74.808 -8.1549
5233.520508 74.712 -74.5134
5233.703613 74.644 -140.6781
5233.886719 74.618 153.1495
5234.069824 74.615 86.7340
5234.252930 74.589 20.0284
5234.436035 74.509 -46.7654
5234.619141 74.386 -113.3610
5234.802246 74.269 -179.6490
5234.985352 74.208 114.1585
5235.168457 74.207 47.6816
5235.351562 74.222 -19.2869
5235.534668 74.199 -86.6009
5235.717773 74.117 -153.8928
5235.900879 74.000 139.1434
5236.083984 73.887 72.5419
5236.267090 73.795 6.0891
5236.450195 73.707 -60.4515
5236.633301 73.590 -127.1544
5236.816406 73.429 166.0362
5236.999512 73.227 99.1507
5237.182617 72.992 32.1241
5237.365723 72.715 -35.0994
5237.548828 72.376 -102.4119
5237.731934 71.975 -169.5326
5237.915039 71.544 123.8055
5238.098145 71.127 57.6348
5238.281250 70.738 -8.2460
5238.464355 70.342 -73.9767
5238.647461 69.893 -139.3637
5238.830566 69.395 156.0098
5239.013672 68.924 92.3181
5239.196777 68.552 29.1305
5239.379883 68.260 -34.2597
5239.562988 67.946 -98.0337
5239.746094 67.543 -161.5831
5239.929199 67.122 135.8935
5240.112305 66.851 74.4352
5240.295410 66.831 13.0160
5240.478516 66.977 -49.3893
5240.661621 67.138 -112.7730
5240.844727 67.264 -176.4662
5241.027832 67.412 119.9054
5241.210938 67.634 56.0325
5241.394043 67.887 -8.5482
5241.577148 68.078 -73.7450
5241.760254 68.171 -138.9209
5241.943359 68.238 156.4812
5242.126465 68.389 92.3341
5242.309570 68.658 27.9111
5242.492676 68.963 -37.3090
5242.675781 69.199 -103.1268
5242.858887 69.337 -168.9223
5243.041992 69.432 125.7244
5243.225098 69.552 60.6901
5243.408203 69.706 -4.4467
5243.591309 69.838 -69.8433
5243.774414 69.910 -135.2024
5243.957520 69.957 159.8572
5244.140625 70.058 95.2928
5244.323730 70.253 30.5721
5244.506836 70.491 -34.7903
5244.689941 70.688 -100.7329
5244.873047 70.814 -166.7545
5245.056152 70.919 127.5819
5245.239258 71.083 62.2299
5245.422363 71.339 -3.2826
5245.605469 71.636 -69.3427
5245.788574 71.902 -135.8777
5245.971680 72.102 157.5161
5246.154785 72.263 91.1812
5246.337891 72.436 25.1150
5246.520996 72.642 -40.9843
5246.704102 72.854 -107.4036
