* Generated by rew_pipeline.py (source UUID 186deba0-cbab-4d36-ad78-2cb4c056a7bc, calibrated to its own SPL at 100 Hz)
* Measurement: L.filtered.clean-fdw6-peq
* Dated: 2026-Sep-13 14:43:17
* Note: ; Trace Arithmetic A times B A = L.nofdw.clean-fdw6-peq B = FLX-trimmed.clean-fdw6-peq
* Smoothing: None
* Frequency Step: 0.1831055 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
19973.693848 69.633 10.1113
19973.876953 69.510 -56.1666
19974.060059 69.393 -121.7935
19974.243164 69.360 173.1318
19974.426270 69.442 108.0869
19974.609375 69.588 42.5700
19974.792480 69.708 -23.4769
19974.975586 69.753 -89.7196
19975.158691 69.738 -155.8134
19975.341797 69.714 138.2825
19975.524902 69.709 72.3266
19975.708008 69.708 6.1266
19975.891113 69.680 -60.2003
19976.074219 69.631 -126.3329
19976.257324 69.611 167.9001
19976.440430 69.660 102.2965
19976.623535 69.766 36.4718
19976.806641 69.862 -29.7202
19976.989746 69.892 -96.0335
19977.172852 69.858 -162.0794
19977.355957 69.817 132.2864
19977.539062 69.821 66.7978
19977.722168 69.867 1.0328
19977.905273 69.906 -65.1604
19978.088379 69.901 -131.5462
19978.271484 69.869 162.2225
19978.454590 69.861 96.2416
19978.637695 69.912 30.2533
19978.820801 69.998 -36.0699
19979.003906 70.055 -102.7605
19979.187012 70.042 -169.5023
19979.370117 69.972 124.1041
19979.553223 69.904 58.2036
19979.736328 69.894 -7.4570
19979.919434 69.941 -73.3178
19980.102539 69.996 -139.6215
19980.285645 70.006 153.7571
19980.468750 69.955 87.1664
19980.651855 69.873 20.9041
19980.834961 69.813 -44.9887
19981.018066 69.807 -110.7385
19981.201172 69.845 -176.6388
19981.384277 69.883 117.1962
19981.567383 69.878 50.9179
19981.750488 69.818 -15.1659
19981.933594 69.732 -80.8093
19982.116699 69.673 -146.0387
19982.299805 69.678 148.7961
19982.482910 69.733 83.2372
19982.666016 69.782 17.0498
19982.849121 69.771 -49.6339
19983.032227 69.685 -116.4447
19983.215332 69.559 176.9595
19983.398438 69.451 110.6753
19983.581543 69.397 44.5407
19983.764648 69.386 -21.6361
19983.947754 69.380 -87.8310
19984.130859 69.354 -153.8077
19984.313965 69.323 140.6360
19984.497070 69.323 75.4166
19984.680176 69.362 10.1729
19984.863281 69.403 -55.4341
19985.046387 69.391 -121.4418
19985.229492 69.302 172.3924
19985.412598 69.160 106.3366
19985.595703 69.016 40.4489
19985.778809 68.899 -25.4195
19985.961914 68.802 -91.3727
19986.145020 68.704 -157.2608
19986.328125 68.618 137.2101
19986.511230 68.595 72.1152
19986.694336 68.674 7.0806
19986.877441 68.818 -58.4496
19987.060547 68.929 -124.6671
19987.243652 68.924 168.8125
19987.426758 68.804 102.6581
19987.609863 68.661 37.2830
19987.792969 68.610 -27.5937
19987.976074 68.676 -92.7755
19988.159180 68.770 -158.7937
19988.342285 68.776 134.6037
19988.525391 68.660 68.1961
19988.708496 68.500 2.6369
19988.891602 68.426 -62.1437
19989.074707 68.498 -126.9403
19989.257812 68.643 167.5323
19989.440918 68.738 101.3381
19989.624023 68.731 35.1603
19989.807129 68.675 -30.3473
19989.990234 68.679 -95.1349
19990.173340 68.802 -159.8001
19990.356445 68.998 135.0199
19990.539551 69.173 69.2116
19990.722656 69.272 3.1031
19990.905762 69.304 -62.9627
19991.088867 69.308 -128.8969
19991.271973 69.307 165.2120
19991.455078 69.303 99.3409
19991.638184 69.311 33.5933
19991.821289 69.364 -32.0129
19992.004395 69.485 -97.7205
19992.187500 69.638 -163.8439
19992.370605 69.743 129.6237
19992.553711 69.746 63.1242
19992.736816 69.675 -2.7923
19992.919922 69.628 -68.0117
19993.103027 69.688 -133.1288
19993.286133 69.828 161.0327
19993.469238 69.935 94.2359
19993.652344 69.929 27.0237
19993.835449 69.830 -39.7741
19994.018555 69.754 -105.7330
19994.201660 69.804 -171.2231
19994.384766 69.969 122.9987
19994.567871 70.134 56.6421
19994.750977 70.202 -9.8668
19994.934082 70.182 -75.8909
19995.117188 70.166 -141.2515
19995.300293 70.233 153.5238
19995.483398 70.360 87.7124
19995.666504 70.459 21.1226
19995.849609 70.473 -45.8152
19996.032715 70.433 -112.5434
19996.215820 70.416 -178.8932
19996.398926 70.465 114.8330
19996.582031 70.545 48.3001
19996.765137 70.587 -18.4302
19996.948242 70.564 -84.9854
19997.131348 70.515 -151.1299
19997.314453 70.492 142.9220
19997.497559 70.494 76.7074
19997.680664 70.463 10.0487
19997.863770 70.356 -56.7154
19998.046875 70.210 -123.0580
19998.229980 70.125 171.1581
19998.413086 70.171 105.4225
19998.596191 70.305 39.0634
19998.779297 70.408 -28.0306
19998.962402 70.391 -95.3106
19999.145508 70.268 -162.0567
19999.328613 70.138 132.0257
19999.511719 70.095 66.5288
19999.694824 70.140 0.7306
19999.877930 70.195 -65.6968
20000.061035 70.191 -132.4804
20000.244141 70.125 160.8679
20000.427246 70.045 94.5881
20000.610352 69.988 28.5419
20000.793457 69.936 -37.5060
20000.976562 69.849 -103.5508
20001.159668 69.714 -169.3592
20001.342773 69.570 125.2113
20001.525879 69.471 59.9558
20001.708984 69.428 -5.5485
20001.892090 69.407 -71.5423
20002.075195 69.369 -137.8915
20002.258301 69.317 155.7142
20002.441406 69.281 89.4432
20002.624512 69.280 23.2238
20002.807617 69.291 -43.0571
20002.990723 69.273 -109.3283
20003.173828 69.211 -175.3718
20003.356934 69.128 118.9208
20003.540039 69.058 53.3648
20003.723145 68.999 -12.3824
20003.906250 68.913 -78.4763
20004.089355 68.774 -144.7230
20004.272461 68.604 149.2275
20004.455566 68.466 83.5238
20004.638672 68.414 17.9409
20004.821777 68.431 -47.8779
20005.004883 68.453 -114.0084
20005.187988 68.424 179.8629
20005.371094 68.343 114.1619
20005.554199 68.265 49.0458
20005.737305 68.239 -15.7594
20005.920410 68.263 -80.7259
20006.103516 68.286 -146.1129
20006.286621 68.262 148.1893
20006.469727 68.188 82.4749
20006.652832 68.099 16.9402
20006.835938 68.041 -48.4642
20007.019043 68.029 -113.9541
20007.202148 68.042 -179.6967
20007.385254 68.045 114.3394
20007.568359 68.012 48.3712
20007.751465 67.945 -17.3162
20007.934570 67.878 -82.5208
20008.117676 67.861 -147.2661
20008.300781 67.931 148.1408
20008.483887 68.084 83.2345
20008.666992 68.266 17.6656
20008.850098 68.402 -48.5924
20009.033203 68.441 -115.2467
20009.216309 68.375 178.1515
20009.399414 68.248 111.9816
20009.582520 68.135 46.3421
20009.765625 68.097 -19.0244
20009.948730 68.140 -84.5401
20010.131836 68.211 -150.4378
20010.314941 68.248 143.4300
20010.498047 68.223 77.4741
20010.681152 68.168 12.0524
20010.864258 68.151 -52.8586
20011.047363 68.212 -117.7433
20011.230469 68.320 176.8022
20011.413574 68.391 110.5669
20011.596680 68.358 43.8824
20011.779785 68.226 -22.6249
20011.962891 68.085 -88.4785
20012.145996 68.051 -153.7539
20012.329102 68.178 140.9369
20012.512207 68.404 75.0267
20012.695312 68.613 8.5213
20012.878418 68.727 -58.0717
20013.061523 68.744 -124.1846
20013.244629 68.726 170.3967
20013.427734 68.729 105.3991
20013.610840 68.764 40.3253
20013.793945 68.797 -25.1332
20013.977051 68.799 -90.9605
20014.160156 68.782 -157.0151
20014.343262 68.778 136.7415
20014.526367 68.802 70.2388
20014.709473 68.840 3.4865
20014.892578 68.870 -63.2963
20015.075684 68.891 -129.7866
20015.258789 68.934 164.1894
20015.441895 69.028 98.4940
20015.625000 69.166 32.7959
20015.808105 69.307 -33.1334
20015.991211 69.405 -99.2572
20016.174316 69.449 -165.3809
20016.357422 69.461 128.6259
20016.540527 69.473 62.7076
20016.723633 69.495 -3.2964
20016.906738 69.511 -69.4667
20017.089844 69.505 -135.7178
20017.272949 69.482 158.1069
20017.456055 69.463 92.0698
20017.639160 69.467 26.0690
20017.822266 69.486 -40.0571
20018.005371 69.494 -106.3524
20018.188477 69.470 -172.6711
20018.371582 69.421 121.2166
20018.554688 69.388 55.4165
20018.737793 69.415 -10.2435
20018.920898 69.510 -76.1457
20019.104004 69.631 -142.5991
20019.287109 69.712 150.4089
20019.470215 69.713 83.2158
20019.653320 69.642 16.2752
20019.836426 69.557 -50.1339
20020.019531 69.524 -116.1109
20020.202637 69.564 177.9485
20020.385742 69.635 111.7170
20020.568848 69.671 45.2208
20020.751953 69.635 -21.2279
20020.935059 69.545 -87.3348
20021.118164 69.443 -153.0839
20021.301270 69.357 141.2762
20021.484375 69.277 75.5132
20021.667480 69.185 9.6381
20021.850586 69.098 -56.1950
20022.033691 69.061 -121.9914
20022.216797 69.097 171.9705
20022.399902 69.165 105.4276
20022.583008 69.193 38.5038
20022.766113 69.139 -28.2939
20022.949219 69.040 -94.4828
20023.132324 68.981 -160.0964
20023.315430 69.004 134.2413
20023.498535 69.051 67.9094
20023.681641 69.021 0.9249
20023.864746 68.878 -66.0902
20024.047852 68.693 -132.4925
20024.230957 68.597 161.7374
20024.414062 68.649 95.9268
20024.597168 68.767 29.5044
20024.780273 68.817 -37.2834
20024.963379 68.751 -103.5865
20025.146484 68.653 -168.7794
20025.329590 68.656 126.7755
20025.512695 68.780 61.9064
20025.695801 68.888 -4.1667
20025.878906 68.828 -71.1144
20026.062012 68.580 -137.9340
20026.245117 68.276 156.1479
20026.428223 68.105 90.9035
20026.611328 68.128 25.2581
20026.794434 68.223 -41.4766
20026.977539 68.233 -108.8682
20027.160645 68.114 -175.8670
20027.343750 67.954 118.2651
20027.526855 67.884 53.3131
20027.709961 67.935 -11.6469
20027.893066 68.013 -77.2460
20028.076172 68.023 -143.3334
20028.259277 67.961 150.5636
20028.442383 67.887 84.6024
20028.625488 67.835 18.5231
20028.808594 67.770 -47.8525
20028.991699 67.643 -114.2031
20029.174805 67.477 -179.9532
20029.357910 67.375 115.0200
20029.541016 67.407 50.0168
20029.724121 67.500 -15.8222
20029.907227 67.498 -82.5338
20030.090332 67.319 -149.2589
20030.273438 67.035 145.0028
20030.456543 66.836 80.4021
20030.639648 66.846 15.8622
20030.822754 66.977 -49.8223
20031.005859 67.033 -116.6875
20031.188965 66.916 176.2498
20031.372070 66.687 110.0036
20031.555176 66.505 44.7346
20031.738281 66.459 -20.3534
20031.921387 66.482 -86.0126
20032.104492 66.462 -152.0608
20032.287598 66.387 142.2911
20032.470703 66.367 77.4387
20032.653809 66.498 12.8022
20032.836914 66.723 -52.5387
20033.020020 66.879 -118.7450
20033.203125 66.857 174.8992
20033.386230 66.690 109.2461
20033.569336 66.506 44.4913
20033.752441 66.404 -20.0202
20033.935547 66.362 -85.0459
20034.118652 66.308 -150.6327
20034.301758 66.247 143.7096
20034.484863 66.269 78.1990
20034.667969 66.433 12.3789
20034.851074 66.667 -54.3041
20035.034180 66.825 -121.7072
20035.217285 66.812 170.9930
20035.400391 66.660 104.6537
20035.583496 66.489 39.4639
20035.766602 66.389 -25.2452
20035.949707 66.339 -90.2924
20036.132812 66.262 -155.8263
20036.315918 66.159 138.5441
20036.499023 66.118 72.9735
20036.682129 66.197 7.0067
20036.865234 66.326 -59.8083
20037.048340 66.365 -127.1225
20037.231445 66.253 166.1445
20037.414551 66.085 100.9408
20037.597656 66.047 37.0181
20037.780762 66.192 -27.1281
20037.963867 66.351 -92.6464
20038.146973 66.317 -159.1608
20038.330078 66.065 134.6474
20038.513184 65.786 69.6983
20038.696289 65.728 5.3414
20038.879395 65.902 -60.1280
20039.062500 66.059 -127.3325
20039.245605 65.976 164.9096
20039.428711 65.650 98.5303
20039.611816 65.333 34.6442
20039.794922 65.327 -27.9547
20039.978027 65.597 -91.8897
20040.161133 65.802 -158.1252
20040.344238 65.702 134.6077
20040.527344 65.347 68.2588
20040.710449 65.044 3.8047
20040.893555 65.102 -59.9689
20041.076660 65.476 -125.2469
20041.259766 65.852 167.4997
20041.442871 66.008 99.6395
20041.625977 65.945 32.8725
20041.809082 65.841 -32.0228
20041.992188 65.874 -95.7865
20042.175293 66.031 -159.8642
20042.358398 66.152 135.1388
20042.541504 66.133 69.7079
20042.724609 66.013 4.5204
20042.907715 65.912 -60.3346
20043.090820 65.901 -125.3517
20043.273926 65.953 169.0809
20043.457031 66.020 103.1090
20043.640137 66.099 37.0905
20043.823242 66.215 -28.8986
20044.006348 66.357 -95.0667
20044.189453 66.459 -161.4549
20044.372559 66.474 132.3144
20044.555664 66.437 66.7279
20044.738770 66.448 1.7926
20044.921875 66.566 -63.1483
20045.104980 66.732 -128.7742
20045.288086 66.831 164.9449
20045.471191 66.814 98.6611
20045.654297 66.747 32.9431
20045.837402 66.740 -32.3636
20046.020508 66.822 -98.0224
20046.203613 66.904 -164.5158
20046.386719 66.888 128.5264
20046.569824 66.783 61.9678
20046.752930 66.717 -3.6835
20046.936035 66.824 -68.8881
20047.119141 67.092 -134.6341
20047.302246 67.365 158.7079
20047.485352 67.507 91.7345
20047.668457 67.509 25.3739
20047.851562 67.480 -39.9527
20048.034668 67.536 -104.7672
20048.217773 67.677 -170.0433
20048.400879 67.799 123.7720
20048.583984 67.825 57.0349
20048.767090 67.778 -9.6235
20048.950195 67.750 -75.9141
20049.133301 67.808 -142.0585
20049.316406 67.935 151.6232
20049.499512 68.066 85.1758
20049.682617 68.163 18.9434
20049.865723 68.243 -46.8695
20050.048828 68.331 -112.4613
20050.231934 68.406 -178.2082
20050.415039 68.416 115.7755
20050.598145 68.344 49.7367
20050.781250 68.241 -16.0650
20050.964355 68.188 -81.7588
20051.147461 68.214 -147.8076
20051.330566 68.263 145.5395
20051.513672 68.265 78.6164
20051.696777 68.213 12.0819
20051.879883 68.183 -53.7085
20052.062988 68.251 -119.1248
20052.246094 68.394 175.0761
20052.429199 68.500 108.5767
20052.612305 68.478 41.8174
20052.795410 68.346 -24.4399
20052.978516 68.231 -89.8450
20053.161621 68.258 -154.9188
20053.344727 68.420 139.3851
20053.527832 68.592 72.6574
20053.710938 68.653 5.3308
20053.894043 68.580 -61.8234
20054.077148 68.440 -128.3257
20054.260254 68.318 165.7018
20054.443359 68.240 99.7779
20054.626465 68.169 33.6334
20054.809570 68.079 -32.5510
20054.992676 68.003 -98.4642
20055.175781 68.014 -164.1303
20055.358887 68.140 130.0208
20055.541992 68.327 63.5914
20055.725098 68.483 -3.3889
20055.908203 68.549 -70.5399
20056.091309 68.519 -137.4659
20056.274414 68.423 156.0152
20056.457520 68.289 89.9002
20056.640625 68.141 24.1761
20056.823730 68.019 -41.1328
20057.006836 67.982 -106.1564
20057.189941 68.063 -171.3373
20057.373047 68.221 122.8167
20057.556152 68.351 56.2077
20057.739258 68.360 -10.6968
20057.922363 68.237 -77.1579
20058.105469 68.066 -142.6839
20058.288574 67.974 152.5000
20058.471680 68.018 87.5035
20058.654785 68.134 21.5284
20058.837891 68.203 -45.4706
20059.020996 68.158 -112.8588
20059.204102 68.017 -179.8003
20059.387207 67.874 114.2572
20059.570312 67.831 49.2673
20059.753418 67.931 -15.3509
20059.936523 68.126 -80.2476
20060.119629 68.321 -145.7316
20060.302734 68.434 148.2534
20060.485840 68.434 81.9324
20060.668945 68.331 15.5245
20060.852051 68.170 -50.8471
20061.035156 68.007 -117.1771
20061.218262 67.889 176.4645
20061.401367 67.837 110.0250
20061.584473 67.847 43.5436
20061.767578 67.901 -22.8610
20061.950684 67.976 -89.0804
20062.133789 68.053 -155.0941
20062.316895 68.110 139.0292
20062.500000 68.129 73.1877
20062.683105 68.098 7.2920
20062.866211 68.023 -58.7310
20063.049316 67.917 -124.9379
20063.232422 67.797 168.6688
20063.415527 67.679 102.1864
20063.598633 67.587 35.7850
20063.781738 67.544 -30.4120
20063.964844 67.561 -96.4329
20064.147949 67.610 -162.4018
20064.331055 67.641 131.6518
20064.514160 67.611 65.8979
20064.697266 67.530 0.5636
20064.880371 67.458 -64.3796
20065.063477 67.453 -129.3966
20065.246582 67.505 164.8835
20065.429688 67.541 98.2070
20065.612793 67.489 30.9271
20065.795898 67.336 -36.2382
20065.979004 67.143 -102.6650
20066.162109 66.999 -168.2127
20066.345215 66.955 126.7482
20066.528320 66.986 61.7484
20066.711426 67.041 -3.3991
20066.894531 67.097 -68.6812
20067.077637 67.166 -134.2042
20067.260742 67.249 159.7348
20067.443848 67.304 92.9440
20067.626953 67.275 25.6361
20067.810059 67.147 -41.6099
20067.993164 66.971 -108.1919
20068.176270 66.840 -173.9025
20068.359375 66.823 120.9085
20068.542480 66.909 55.6528
20068.725586 67.026 -10.0159
20068.908691 67.105 -76.0881
20069.091797 67.108 -142.4066
20069.274902 67.024 151.1870
20069.458008 66.852 84.9077
20069.641113 66.619 19.0953
20069.824219 66.405 -45.9603
20070.007324 66.322 -110.4333
20070.190430 66.424 -175.0985
20070.373535 66.630 119.2777
20070.556641 66.787 52.6704
20070.739746 66.795 -14.2093
20070.922852 66.669 -80.4927
20071.105957 66.522 -145.8256
20071.289062 66.461 149.2956
20071.472168 66.482 84.0035
20071.655273 66.485 17.9575
20071.838379 66.400 -48.4345
20072.021484 66.263 -114.5840
20072.204590 66.171 179.6085
20072.387695 66.174 113.6639
20072.570801 66.211 47.1974
20072.753906 66.185 -19.4615
20072.937012 66.079 -85.4616
20073.120117 66.003 -150.2395
20073.303223 66.094 145.7336
20073.486328 66.349 81.2506
20073.669434 66.610 15.6255
20073.852539 66.723 -50.7563
20074.035645 66.663 -117.0223
20074.218750 66.528 177.3477
20074.401855 66.442 112.0585
20074.584961 66.433 46.3592
20074.768066 66.431 -20.0778
20074.951172 66.382 -86.8477
20075.134277 66.322 -153.3457
20075.317383 66.345 140.5248
20075.500488 66.479 74.2473
20075.683594 66.634 7.3928
20075.866699 66.680 -59.7491
20076.049805 66.571 -126.3377
20076.232910 66.395 168.2971
20076.416016 66.302 103.9116
20076.599121 66.346 39.3968
20076.782227 66.418 -26.0892
20076.965332 66.379 -92.2878
20077.148438 66.209 -158.2226
20077.331543 66.045 136.7990
20077.514648 66.064 72.3379
20077.697754 66.287 7.1089
20077.880859 66.544 -59.6346
20078.063965 66.650 -127.4402
20078.247070 66.537 164.8102
20078.430176 66.286 98.1008
20078.613281 66.068 32.6180
20078.796387 66.008 -32.4411
20078.979492 66.078 -98.1096
20079.162598 66.147 -164.6554
20079.345703 66.117 128.5181
20079.528809 65.996 62.2773
20079.711914 65.882 -2.8935
20079.895020 65.878 -67.2695
20080.078125 66.002 -131.6619
20080.261230 66.163 163.2883
20080.444336 66.244 97.5458
20080.627441 66.184 31.5323
20080.810547 66.002 -34.2603
20080.993652 65.782 -99.6110
20081.176758 65.614 -164.7238
20081.359863 65.540 129.9494
20081.542969 65.538 64.1223
20081.726074 65.564 -2.0986
20081.909180 65.598 -68.3823
20082.092285 65.649 -134.5105
20082.275391 65.720 159.4644
20082.458496 65.780 93.3898
20082.641602 65.779 27.3052
20082.824707 65.705 -38.5017
20083.007812 65.613 -103.7874
20083.190918 65.598 -168.7581
20083.374023 65.705 125.9060
20083.557129 65.874 59.6288
20083.740234 65.995 -7.5006
20083.923340 65.999 -74.7844
20084.106445 65.909 -141.4096
20084.289551 65.818 153.0012
20084.472656 65.816 88.1085
20084.655762 65.908 23.1683
20084.838867 66.019 -42.3089
20085.021973 66.070 -108.2961
20085.205078 66.040 -174.5065
20085.388184 65.950 119.2897
20085.571289 65.832 53.1957
20085.754395 65.715 -12.6952
20085.937500 65.629 -78.2664
20086.120605 65.621 -143.5607
20086.303711 65.708 151.0713
20086.486816 65.840 85.1988
20086.669922 65.920 18.7597
20086.853027 65.876 -47.7974
20087.036133 65.730 -113.8430
20087.219238 65.589 -179.1372
20087.402344 65.559 115.8144
20087.585449 65.631 50.1845
20087.768555 65.692 -16.2893
20087.951660 65.649 -83.0292
20088.134766 65.517 -149.1549
20088.317871 65.412 145.7120
20088.500977 65.432 81.0127
20088.684082 65.540 15.8076
20088.867188 65.595 -50.1982
20089.050293 65.501 -116.4337
20089.233398 65.298 177.8931
20089.416504 65.131 112.9580
20089.599609 65.116 47.9951
20089.782715 65.208 -17.9416
20089.965820 65.265 -84.9325
20090.148926 65.198 -152.1303
20090.332031 65.050 141.5142
20090.515137 64.970 76.3908
20090.698242 65.086 11.7944
20090.881348 65.363 -53.4403
20091.064453 65.645 -119.8241
20091.247559 65.798 173.0263
20091.430664 65.786 105.8672
20091.613770 65.663 39.3030
20091.796875 65.521 -26.4856
20091.979980 65.431 -91.7274
20092.163086 65.410 -156.7986
20092.346191 65.429 138.0526
20092.529297 65.447 72.7841
20092.712402 65.436 7.4773
20092.895508 65.386 -57.7668
20093.078613 65.307 -122.9005
20093.261719 65.217 172.0329
20093.444824 65.136 106.9163
20093.627930 65.076 41.6298
20093.811035 65.049 -23.8987
20093.994141 65.068 -89.7264
20094.177246 65.135 -155.9499
20094.360352 65.222 137.3539
20094.543457 65.274 70.2978
20094.726562 65.240 3.2831
20094.909668 65.120 -63.1285
20095.092773 64.983 -128.5710
20095.275879 64.927 166.7407
20095.458984 64.989 102.0569
20095.642090 65.102 36.7365
20095.825195 65.166 -29.2069
20096.008301 65.143 -95.2457
20096.191406 65.080 -160.8900
20096.374512 65.061 133.8663
20096.557617 65.119 68.6090
20096.740723 65.210 3.0288
20096.923828 65.275 -62.7425
20097.106934 65.308 -128.3664
20097.290039 65.347 166.2485
20097.473145 65.415 100.8260
20097.656250 65.473 35.1084
20097.839355 65.471 -30.7460
20098.022461 65.418 -96.2888
20098.205566 65.401 -161.3536
20098.388672 65.499 133.5408
20098.571777 65.677 67.6038
20098.754883 65.804 0.6363
20098.937988 65.774 -66.7204
20099.121094 65.603 -133.4944
20099.304199 65.420 160.8393
20099.487305 65.359 95.8386
20099.670410 65.422 30.5417
20099.853516 65.484 -35.4119
20100.036621 65.454 -101.4338
20100.219727 65.381 -166.7164
20100.402832 65.415 128.7653
20100.585938 65.631 64.0148
20100.769043 65.925 -1.9143
20100.952148 66.126 -68.8902
20101.135254 66.159 -135.9411
20101.318359 66.100 157.8461
20101.501465 66.099 92.5341
20101.684570 66.228 27.2965
20101.867676 66.402 -38.6095
20102.050781 66.492 -105.0342
20102.233887 66.464 -171.2254
20102.416992 66.405 123.3079
20102.600098 66.429 58.1889
20102.783203 66.538 -7.4875
20102.966309 66.618 -74.1447
20103.149414 66.563 -141.3092
20103.332520 66.384 151.8974
20103.515625 66.200 85.9773
20103.698730 66.137 20.5887
20103.881836 66.203 -45.0534
20104.064941 66.298 -111.2535
20104.248047 66.338 -177.5737
20104.431152 66.345 116.5812
20104.614258 66.408 51.2568
20104.797363 66.571 -14.1647
20104.980469 66.771 -80.3021
20105.163574 66.900 -147.1405
20105.346680 66.904 145.8894
20105.529785 66.823 79.3934
20105.712891 66.745 13.5544
20105.895996 66.740 -51.9535
20106.079102 66.800 -117.6021
20106.262207 66.869 176.4019
20106.445312 66.896 110.1618
20106.628418 66.861 43.8891
20106.811523 66.765 -22.2283
20106.994629 66.629 -88.0305
20107.177734 66.499 -153.4221
20107.360840 66.437 141.4670
20107.543945 66.481 76.2032
20107.727051 66.601 10.3235
20107.910156 66.717 -56.2330
20108.093262 66.769 -123.0475
20108.276367 66.769 170.4112
20108.459473 66.782 104.2908
20108.642578 66.846 38.1978
20108.825684 66.912 -28.3442
20109.008789 66.882 -95.2718
20109.191895 66.712 -161.8931
20109.375000 66.485 132.5772
20109.558105 66.378 68.1751
20109.741211 66.506 3.8277
20109.924316 66.779 -61.6686
20110.107422 66.999 -128.4292
20110.290527 67.035 164.4569
20110.473633 66.913 98.0856
20110.656738 66.768 32.9115
20110.839844 66.736 -31.6455
20111.022949 66.811 -96.6351
20111.206055 66.880 -162.5286
20111.389160 66.857 131.0275
20111.572266 66.759 64.6258
20111.755371 66.670 -1.5282
20111.938477 66.652 -67.7340
20112.121582 66.678 -134.3278
20112.304688 66.684 158.7990
20112.487793 66.644 92.1231
20112.670898 66.604 25.9985
20112.854004 66.631 -39.7439
20113.037109 66.733 -105.6693
20113.220215 66.843 -172.1678
20113.403320 66.880 120.9085
20113.586426 66.819 54.0890
20113.769531 66.707 -12.1179
20113.952637 66.626 -77.5573
20114.135742 66.639 -142.4942
20114.318848 66.750 152.6241
20114.501953 66.910 87.4666
20114.685059 67.058 21.9230
20114.868164 67.141 -43.9459
20115.051270 67.132 -109.9742
20115.234375 67.037 -175.9633
20115.417480 66.900 118.1852
20115.600586 66.780 52.3354
20115.783691 66.711 -13.8386
20115.966797 66.676 -80.5651
20116.149902 66.634 -147.7054
20116.333008 66.568 145.1964
20116.516113 66.508 78.5710
20116.699219 66.504 12.4644
20116.882324 66.569 -53.4801
20117.065430 66.648 -119.6170
20117.248535 66.667 174.0888
20117.431641 66.604 107.9973
20117.614746 66.515 42.3662
20117.797852 66.480 -23.0349
20117.980957 66.519 -88.8090
20118.164062 66.559 -155.3201
20118.347168 66.505 137.7266
20118.530273 66.331 71.0985
20118.713379 66.107 5.4590
20118.896484 65.962 -59.2368
20119.079590 65.961 -123.8398
20119.262695 66.035 170.7444
20119.445801 66.048 104.3458
20119.628906 65.924 37.5051
20119.812012 65.693 -29.0775
20119.995117 65.464 -95.0926
20120.178223 65.338 -160.8450
20120.361328 65.316 133.1059
20120.544434 65.316 66.5833
20120.727539 65.250 0.0004
20120.910645 65.104 -65.9859
20121.093750 64.943 -131.0121
20121.276855 64.849 164.6283
20121.459961 64.838 100.1645
20121.643066 64.834 35.0176
20121.826172 64.747 -30.7539
20122.009277 64.557 -96.6156
20122.192383 64.339 -162.0665
20122.375488 64.212 132.8758
20122.558594 64.234 67.6352
20122.741699 64.341 1.6823
20122.924805 64.400 -64.8441
20123.107910 64.323 -131.1483
20123.291016 64.138 163.7179
20123.474121 63.986 100.1373
20123.657227 64.023 37.3533
20123.840332 64.253 -26.1183
20124.023438 64.509 -91.1921
20124.206543 64.616 -157.6258
20124.389648 64.500 135.5436
20124.572754 64.217 69.3793
20124.755859 63.928 4.4944
20124.938965 63.813 -59.4112
20125.122070 63.942 -123.4231
20125.305176 64.213 171.5295
20125.488281 64.455 105.4086
20125.671387 64.558 38.9219
20125.854492 64.521 -27.0071
20126.037598 64.455 -91.7946
20126.220703 64.512 -155.6944
20126.403809 64.762 140.2341
20126.586914 65.112 75.0209
20126.770020 65.400 8.6002
20126.953125 65.525 -58.2922
20127.136230 65.501 -124.7237
20127.319336 65.439 169.8167
20127.502441 65.462 105.0431
20127.685547 65.600 40.1556
20127.868652 65.778 -25.3469
20128.051758 65.918 -91.2802
20128.234863 66.027 -157.1794
20128.417969 66.179 137.0621
20128.601074 66.421 70.9862
20128.784180 66.696 4.0703
20128.967285 66.887 -63.6392
20129.150391 66.910 -131.4583
20129.333496 66.782 161.5114
20129.516602 66.614 95.7987
20129.699707 66.549 31.1089
20129.882812 66.634 -33.4920
20130.065918 66.799 -98.7368
20130.249023 66.944 -164.6591
20130.432129 67.035 129.1065
20130.615234 67.094 62.8159
20130.798340 67.146 -3.5551
20130.981445 67.178 -70.0833
20131.164551 67.161 -136.6275
20131.347656 67.099 157.1282
20131.530762 67.038 91.3480
20131.713867 67.031 25.7940
20131.896973 67.076 -39.9981
20132.080078 67.119 -106.2539
20132.263184 67.114 -172.7639
20132.446289 67.077 120.8447
20132.629395 67.069 54.6814
20132.812500 67.124 -11.5350
20132.995605 67.205 -78.1110
20133.178711 67.234 -144.9295
20133.361816 67.170 148.5569
20133.544922 67.061 82.8765
20133.728027 67.009 17.9810
20133.911133 67.075 -46.8780
20134.094238 67.201 -112.5136
20134.277344 67.270 -179.0796
20134.460449 67.215 113.9503
20134.643555 67.068 47.2828
20134.826660 66.941 -18.7428
20135.009766 66.934 -84.4101
20135.192871 67.055 -150.3159
20135.375977 67.223 143.2377
20135.559082 67.344 76.4697
20135.742188 67.375 9.8583
20135.925293 67.330 -56.2246
20136.108398 67.258 -121.7258
