* Generated by rew_pipeline.py (derived directly from its own WAV, phase referenced to its peak (sample 8192))
* Smoothing: None
* Frequency Step: 0.3662109 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
198.852539 -0.127 105.6527
199.218750 -0.127 105.7686
199.584961 -0.128 105.8810
199.951172 -0.128 105.9892
200.317383 -0.129 106.0937
200.683594 -0.130 106.1957
201.049805 -0.132 106.2918
201.416016 -0.134 106.3809
201.782227 -0.137 106.4647
202.148438 -0.142 106.5470
202.514648 -0.147 106.6236
202.880859 -0.153 106.6938
203.247070 -0.162 106.7601
203.613281 -0.173 106.8284
203.979492 -0.186 106.8995
204.345703 -0.200 106.9742
204.711914 -0.217 107.0536
205.078125 -0.236 107.1396
205.444336 -0.257 107.2395
205.810547 -0.280 107.3559
206.176758 -0.303 107.4874
206.542969 -0.327 107.6286
206.909180 -0.352 107.7860
207.275391 -0.377 107.9622
207.641602 -0.401 108.1554
208.007812 -0.425 108.3586
208.374023 -0.448 108.5739
208.740234 -0.470 108.8025
209.106445 -0.492 109.0432
209.472656 -0.512 109.2920
209.838867 -0.531 109.5484
210.205078 -0.549 109.8122
210.571289 -0.566 110.0830
210.937500 -0.581 110.3591
211.303711 -0.596 110.6396
211.669922 -0.609 110.9239
212.036133 -0.621 111.2114
212.402344 -0.632 111.5019
212.768555 -0.641 111.7946
213.134766 -0.650 112.0886
213.500977 -0.657 112.3835
213.867188 -0.663 112.6793
214.233398 -0.669 112.9759
214.599609 -0.673 113.2723
214.965820 -0.677 113.5680
215.332031 -0.679 113.8630
215.698242 -0.681 114.1578
216.064453 -0.682 114.4513
216.430664 -0.681 114.7431
216.796875 -0.681 115.0333
217.163086 -0.679 115.3222
217.529297 -0.677 115.6094
217.895508 -0.674 115.8943
218.261719 -0.670 116.1768
218.627930 -0.666 116.4573
218.994141 -0.661 116.7358
219.360352 -0.656 117.0117
219.726562 -0.650 117.2848
220.092773 -0.644 117.5554
220.458984 -0.637 117.8237
220.825195 -0.630 118.0893
221.191406 -0.622 118.3519
221.557617 -0.614 118.6116
221.923828 -0.605 118.8688
222.290039 -0.596 119.1231
222.656250 -0.587 119.3743
223.022461 -0.577 119.6224
223.388672 -0.567 119.8676
223.754883 -0.557 120.1100
224.121094 -0.547 120.3491
224.487305 -0.536 120.5848
224.853516 -0.525 120.8172
225.219727 -0.514 121.0468
225.585938 -0.502 121.2731
225.952148 -0.491 121.4958
226.318359 -0.479 121.7149
226.684570 -0.467 121.9310
227.050781 -0.455 122.1440
227.416992 -0.443 122.3533
227.783203 -0.431 122.5590
228.149414 -0.419 122.7613
228.515625 -0.407 122.9608
228.881836 -0.395 123.1567
229.248047 -0.383 123.3492
229.614258 -0.371 123.5381
229.980469 -0.359 123.7241
230.346680 -0.348 123.9070
230.712891 -0.336 124.0866
231.079102 -0.324 124.2627
231.445312 -0.313 124.4357
231.811523 -0.302 124.6061
232.177734 -0.291 124.7733
232.543945 -0.280 124.9371
232.910156 -0.270 125.0977
233.276367 -0.259 125.2557
233.642578 -0.249 125.4113
234.008789 -0.240 125.5636
234.375000 -0.231 125.7128
234.741211 -0.222 125.8591
235.107422 -0.214 126.0038
235.473633 -0.206 126.1463
235.839844 -0.198 126.2864
236.206055 -0.191 126.4244
236.572266 -0.185 126.5608
236.938477 -0.180 126.6967
237.304688 -0.175 126.8322
237.670898 -0.170 126.9678
238.037109 -0.166 127.1035
238.403320 -0.163 127.2393
238.769531 -0.160 127.3760
239.135742 -0.158 127.5147
239.501953 -0.156 127.6556
239.868164 -0.155 127.7985
240.234375 -0.154 127.9424
240.600586 -0.153 128.0881
240.966797 -0.153 128.2362
241.333008 -0.152 128.3868
241.699219 -0.152 128.5395
242.065430 -0.152 128.6933
242.431641 -0.152 128.8487
242.797852 -0.152 129.0060
243.164062 -0.153 129.1649
243.530273 -0.153 129.3252
243.896484 -0.153 129.4866
244.262695 -0.153 129.6490
244.628906 -0.154 129.8126
244.995117 -0.154 129.9772
245.361328 -0.155 130.1428
245.727539 -0.155 130.3091
246.093750 -0.155 130.4761
246.459961 -0.156 130.6439
246.826172 -0.156 130.8125
247.192383 -0.156 130.9816
247.558594 -0.157 131.1513
247.924805 -0.157 131.3216
248.291016 -0.158 131.4924
248.657227 -0.158 131.6637
249.023438 -0.158 131.8354
249.389648 -0.159 132.0076
249.755859 -0.159 132.1803
250.122070 -0.160 132.3533
250.488281 -0.160 132.5267
250.854492 -0.161 132.7005
