* Measurement data measured by REW V5.40 beta 133
* Source: 
* Format: 
* Dated: Sep 10, 2026, 1:32:15 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 71.3 dB
* Note: ; Copy of RMS Average 1
* Measurement: LR.RMS
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 1.0986328 Hz
*
* Freq(Hz) SPL(dB)
3420.776367 69.086
3421.142578 69.087
3421.508789 69.089
3421.875000 69.090
3422.241211 69.092
3422.607422 69.094
3422.973633 69.095
3423.339844 69.097
3423.706055 69.099
3424.072266 69.100
3424.438477 69.102
3424.804688 69.103
3425.170898 69.105
3425.537109 69.107
3425.903320 69.108
3426.269531 69.110
3426.635742 69.112
3427.001953 69.114
3427.368164 69.115
3427.734375 69.117
3428.100586 69.119
3428.466797 69.120
3428.833008 69.122
3429.199219 69.124
3429.565430 69.125
3429.931641 69.127
3430.297852 69.129
3430.664062 69.131
3431.030273 69.132
3431.396484 69.134
3431.762695 69.136
3432.128906 69.138
3432.495117 69.139
3432.861328 69.141
3433.227539 69.143
3433.593750 69.145
3433.959961 69.146
3434.326172 69.148
3434.692383 69.150
3435.058594 69.152
3435.424805 69.154
3435.791016 69.155
3436.157227 69.157
3436.523438 69.159
3436.889648 69.161
3437.255859 69.163
3437.622070 69.164
3437.988281 69.166
3438.354492 69.168
3438.720703 69.170
3439.086914 69.172
3439.453125 69.173
3439.819336 69.175
3440.185547 69.177
3440.551758 69.179
3440.917969 69.180
3441.284180 69.182
3441.650391 69.184
3442.016602 69.186
3442.382812 69.188
3442.749023 69.189
3443.115234 69.191
3443.481445 69.193
3443.847656 69.195
3444.213867 69.197
3444.580078 69.198
3444.946289 69.200
3445.312500 69.202
3445.678711 69.204
3446.044922 69.205
3446.411133 69.207
3446.777344 69.209
3447.143555 69.211
3447.509766 69.213
3447.875977 69.214
3448.242188 69.216
3448.608398 69.218
3448.974609 69.220
3449.340820 69.222
3449.707031 69.223
3450.073242 69.225
3450.439453 69.227
3450.805664 69.229
3451.171875 69.230
3451.538086 69.232
3451.904297 69.234
3452.270508 69.236
3452.636719 69.237
3453.002930 69.239
3453.369141 69.241
3453.735352 69.243
3454.101562 69.244
3454.467773 69.246
3454.833984 69.248
3455.200195 69.250
3455.566406 69.252
3455.932617 69.253
3456.298828 69.255
3456.665039 69.257
3457.031250 69.259
3457.397461 69.261
3457.763672 69.262
3458.129883 69.264
3458.496094 69.266
3458.862305 69.268
3459.228516 69.270
3459.594727 69.271
3459.960938 69.273
3460.327148 69.275
3460.693359 69.277
3461.059570 69.279
3461.425781 69.280
3461.791992 69.282
3462.158203 69.284
3462.524414 69.286
3462.890625 69.287
3463.256836 69.289
3463.623047 69.291
3463.989258 69.293
3464.355469 69.295
3464.721680 69.296
3465.087891 69.298
3465.454102 69.300
3465.820312 69.301
3466.186523 69.303
3466.552734 69.305
3466.918945 69.307
3467.285156 69.309
3467.651367 69.310
3468.017578 69.312
3468.383789 69.314
3468.750000 69.315
3469.116211 69.317
3469.482422 69.319
3469.848633 69.320
3470.214844 69.322
3470.581055 69.324
3470.947266 69.326
3471.313477 69.327
3471.679688 69.329
3472.045898 69.330
3472.412109 69.332
3472.778320 69.334
3473.144531 69.336
3473.510742 69.337
3473.876953 69.339
3474.243164 69.340
3474.609375 69.342
3474.975586 69.344
3475.341797 69.345
3475.708008 69.347
3476.074219 69.348
3476.440430 69.350
3476.806641 69.352
3477.172852 69.353
3477.539062 69.355
3477.905273 69.356
3478.271484 69.358
3478.637695 69.360
3479.003906 69.361
3479.370117 69.363
3479.736328 69.365
3480.102539 69.366
3480.468750 69.368
3480.834961 69.369
3481.201172 69.371
3481.567383 69.373
3481.933594 69.374
3482.299805 69.376
3482.666016 69.377
3483.032227 69.379
3483.398438 69.380
3483.764648 69.382
3484.130859 69.383
3484.497070 69.385
3484.863281 69.387
3485.229492 69.388
3485.595703 69.390
3485.961914 69.391
3486.328125 69.393
3486.694336 69.394
3487.060547 69.396
3487.426758 69.397
3487.792969 69.399
3488.159180 69.400
3488.525391 69.402
3488.891602 69.403
3489.257812 69.405
3489.624023 69.406
3489.990234 69.408
3490.356445 69.409
3490.722656 69.411
3491.088867 69.412
3491.455078 69.414
3491.821289 69.415
3492.187500 69.416
3492.553711 69.418
3492.919922 69.419
3493.286133 69.421
3493.652344 69.422
3494.018555 69.423
3494.384766 69.425
3494.750977 69.426
3495.117188 69.428
3495.483398 69.429
3495.849609 69.430
3496.215820 69.432
3496.582031 69.433
3496.948242 69.434
3497.314453 69.436
3497.680664 69.437
3498.046875 69.438
3498.413086 69.440
3498.779297 69.441
3499.145508 69.442
3499.511719 69.444
3499.877930 69.445
3500.244141 69.446
3500.610352 69.447
3500.976562 69.449
3501.342773 69.450
3501.708984 69.451
3502.075195 69.452
3502.441406 69.454
3502.807617 69.455
3503.173828 69.456
3503.540039 69.457
3503.906250 69.458
3504.272461 69.460
3504.638672 69.461
3505.004883 69.462
3505.371094 69.464
3505.737305 69.464
3506.103516 69.466
3506.469727 69.467
3506.835938 69.468
3507.202148 69.469
3507.568359 69.470
3507.934570 69.471
3508.300781 69.473
3508.666992 69.474
3509.033203 69.475
3509.399414 69.476
3509.765625 69.477
3510.131836 69.478
3510.498047 69.480
3510.864258 69.481
3511.230469 69.482
3511.596680 69.483
3511.962891 69.484
3512.329102 69.485
3512.695312 69.486
3513.061523 69.487
3513.427734 69.488
3513.793945 69.489
3514.160156 69.490
3514.526367 69.491
3514.892578 69.492
3515.258789 69.494
3515.625000 69.494
3515.991211 69.495
3516.357422 69.497
3516.723633 69.497
3517.089844 69.499
3517.456055 69.500
3517.822266 69.500
3518.188477 69.501
3518.554688 69.502
3518.920898 69.503
3519.287109 69.504
3519.653320 69.505
3520.019531 69.506
3520.385742 69.507
3520.751953 69.508
3521.118164 69.509
3521.484375 69.510
3521.850586 69.510
3522.216797 69.511
3522.583008 69.512
3522.949219 69.513
3523.315430 69.514
3523.681641 69.515
3524.047852 69.515
3524.414062 69.516
3524.780273 69.517
3525.146484 69.518
3525.512695 69.519
3525.878906 69.519
3526.245117 69.520
3526.611328 69.521
3526.977539 69.522
3527.343750 69.523
3527.709961 69.523
3528.076172 69.524
3528.442383 69.525
3528.808594 69.526
3529.174805 69.526
3529.541016 69.527
3529.907227 69.528
3530.273438 69.528
3530.639648 69.529
3531.005859 69.530
3531.372070 69.531
3531.738281 69.531
3532.104492 69.532
3532.470703 69.532
3532.836914 69.533
3533.203125 69.534
3533.569336 69.534
3533.935547 69.535
3534.301758 69.536
3534.667969 69.536
3535.034180 69.537
3535.400391 69.538
3535.766602 69.538
3536.132812 69.539
3536.499023 69.539
3536.865234 69.540
3537.231445 69.540
3537.597656 69.541
3537.963867 69.541
3538.330078 69.542
3538.696289 69.542
3539.062500 69.543
3539.428711 69.544
3539.794922 69.544
3540.161133 69.544
3540.527344 69.545
3540.893555 69.545
3541.259766 69.546
3541.625977 69.546
3541.992188 69.547
3542.358398 69.547
3542.724609 69.548
3543.090820 69.548
3543.457031 69.548
3543.823242 69.549
3544.189453 69.549
3544.555664 69.550
3544.921875 69.550
3545.288086 69.550
3545.654297 69.551
3546.020508 69.551
3546.386719 69.551
3546.752930 69.552
3547.119141 69.552
3547.485352 69.552
3547.851562 69.552
3548.217773 69.553
3548.583984 69.553
3548.950195 69.553
3549.316406 69.554
3549.682617 69.554
3550.048828 69.554
3550.415039 69.555
3550.781250 69.555
3551.147461 69.555
3551.513672 69.555
3551.879883 69.555
3552.246094 69.556
3552.612305 69.556
3552.978516 69.556
3553.344727 69.556
3553.710938 69.556
3554.077148 69.556
3554.443359 69.557
3554.809570 69.557
3555.175781 69.557
3555.541992 69.557
3555.908203 69.557
3556.274414 69.557
3556.640625 69.557
3557.006836 69.557
3557.373047 69.558
3557.739258 69.557
3558.105469 69.558
3558.471680 69.558
3558.837891 69.558
3559.204102 69.558
3559.570312 69.558
3559.936523 69.558
3560.302734 69.558
3560.668945 69.558
3561.035156 69.558
3561.401367 69.558
3561.767578 69.558
3562.133789 69.558
3562.500000 69.558
3562.866211 69.558
3563.232422 69.558
3563.598633 69.558
3563.964844 69.557
3564.331055 69.557
3564.697266 69.557
3565.063477 69.557
3565.429688 69.557
3565.795898 69.557
3566.162109 69.557
3566.528320 69.557
3566.894531 69.557
3567.260742 69.557
3567.626953 69.556
3567.993164 69.556
3568.359375 69.556
3568.725586 69.556
3569.091797 69.556
3569.458008 69.556
3569.824219 69.555
3570.190430 69.555
3570.556641 69.555
3570.922852 69.555
3571.289062 69.555
3571.655273 69.554
3572.021484 69.554
3572.387695 69.554
3572.753906 69.553
3573.120117 69.553
3573.486328 69.553
3573.852539 69.552
3574.218750 69.552
3574.584961 69.552
3574.951172 69.552
3575.317383 69.552
3575.683594 69.551
3576.049805 69.551
3576.416016 69.550
3576.782227 69.550
3577.148438 69.550
3577.514648 69.549
3577.880859 69.549
3578.247070 69.549
3578.613281 69.548
3578.979492 69.548
3579.345703 69.547
3579.711914 69.547
3580.078125 69.546
3580.444336 69.546
3580.810547 69.546
3581.176758 69.545
3581.542969 69.545
3581.909180 69.544
3582.275391 69.544
3582.641602 69.543
3583.007812 69.543
3583.374023 69.542
3583.740234 69.542
3584.106445 69.541
3584.472656 69.541
3584.838867 69.540
3585.205078 69.540
3585.571289 69.539
3585.937500 69.538
3586.303711 69.538
3586.669922 69.537
3587.036133 69.537
3587.402344 69.536
3587.768555 69.536
3588.134766 69.535
3588.500977 69.534
3588.867188 69.534
3589.233398 69.533
3589.599609 69.533
3589.965820 69.532
3590.332031 69.531
3590.698242 69.531
3591.064453 69.530
3591.430664 69.529
3591.796875 69.528
3592.163086 69.528
3592.529297 69.527
3592.895508 69.526
3593.261719 69.526
3593.627930 69.525
3593.994141 69.524
3594.360352 69.524
3594.726562 69.523
3595.092773 69.522
3595.458984 69.521
3595.825195 69.521
3596.191406 69.520
3596.557617 69.519
3596.923828 69.518
3597.290039 69.518
3597.656250 69.517
3598.022461 69.516
3598.388672 69.515
3598.754883 69.514
3599.121094 69.514
3599.487305 69.513
3599.853516 69.512
3600.219727 69.511
3600.585938 69.510
3600.952148 69.509
3601.318359 69.509
3601.684570 69.508
3602.050781 69.507
3602.416992 69.506
3602.783203 69.505
3603.149414 69.504
3603.515625 69.503
3603.881836 69.502
3604.248047 69.501
3604.614258 69.500
3604.980469 69.499
3605.346680 69.499
3605.712891 69.497
3606.079102 69.496
3606.445312 69.496
3606.811523 69.495
3607.177734 69.494
3607.543945 69.493
3607.910156 69.492
3608.276367 69.491
3608.642578 69.490
3609.008789 69.489
3609.375000 69.488
3609.741211 69.486
3610.107422 69.485
3610.473633 69.484
3610.839844 69.483
3611.206055 69.482
3611.572266 69.481
3611.938477 69.480
3612.304688 69.479
3612.670898 69.478
3613.037109 69.477
3613.403320 69.476
3613.769531 69.475
3614.135742 69.473
3614.501953 69.472
3614.868164 69.471
3615.234375 69.470
3615.600586 69.469
3615.966797 69.468
3616.333008 69.467
3616.699219 69.465
3617.065430 69.464
3617.431641 69.463
3617.797852 69.462
3618.164062 69.461
3618.530273 69.460
3618.896484 69.458
3619.262695 69.457
3619.628906 69.456
3619.995117 69.455
3620.361328 69.454
3620.727539 69.452
3621.093750 69.451
3621.459961 69.450
3621.826172 69.449
3622.192383 69.447
3622.558594 69.446
3622.924805 69.445
3623.291016 69.444
3623.657227 69.442
3624.023438 69.441
3624.389648 69.440
3624.755859 69.439
3625.122070 69.437
3625.488281 69.436
3625.854492 69.435
3626.220703 69.433
3626.586914 69.432
3626.953125 69.431
3627.319336 69.430
3627.685547 69.428
3628.051758 69.427
3628.417969 69.426
3628.784180 69.424
3629.150391 69.423
3629.516602 69.422
3629.882812 69.420
3630.249023 69.419
3630.615234 69.418
3630.981445 69.416
3631.347656 69.415
3631.713867 69.413
3632.080078 69.412
3632.446289 69.411
3632.812500 69.409
3633.178711 69.408
3633.544922 69.406
3633.911133 69.405
3634.277344 69.404
3634.643555 69.402
3635.009766 69.401
3635.375977 69.399
3635.742188 69.398
3636.108398 69.396
3636.474609 69.395
3636.840820 69.393
3637.207031 69.392
3637.573242 69.391
3637.939453 69.389
3638.305664 69.388
3638.671875 69.386
3639.038086 69.385
3639.404297 69.383
3639.770508 69.381
3640.136719 69.380
3640.502930 69.379
3640.869141 69.377
3641.235352 69.376
3641.601562 69.374
3641.967773 69.372
3642.333984 69.371
3642.700195 69.369
3643.066406 69.368
3643.432617 69.366
3643.798828 69.365
3644.165039 69.363
3644.531250 69.362
3644.897461 69.360
3645.263672 69.359
3645.629883 69.357
3645.996094 69.355
3646.362305 69.354
3646.728516 69.352
3647.094727 69.351
3647.460938 69.349
3647.827148 69.347
3648.193359 69.346
3648.559570 69.344
3648.925781 69.343
3649.291992 69.341
3649.658203 69.339
3650.024414 69.338
3650.390625 69.336
3650.756836 69.335
3651.123047 69.333
3651.489258 69.332
3651.855469 69.330
3652.221680 69.328
3652.587891 69.327
3652.954102 69.325
3653.320312 69.324
3653.686523 69.322
3654.052734 69.320
3654.418945 69.319
3654.785156 69.317
3655.151367 69.315
3655.517578 69.314
3655.883789 69.312
3656.250000 69.310
3656.616211 69.309
3656.982422 69.307
3657.348633 69.306
3657.714844 69.304
3658.081055 69.302
3658.447266 69.300
3658.813477 69.299
3659.179688 69.297
3659.545898 69.295
3659.912109 69.294
3660.278320 69.292
3660.644531 69.290
3661.010742 69.289
3661.376953 69.287
3661.743164 69.285
3662.109375 69.283
3662.475586 69.282
3662.841797 69.280
3663.208008 69.278
3663.574219 69.277
3663.940430 69.275
3664.306641 69.273
3664.672852 69.271
3665.039062 69.270
3665.405273 69.268
3665.771484 69.266
3666.137695 69.264
3666.503906 69.263
3666.870117 69.261
3667.236328 69.259
3667.602539 69.257
3667.968750 69.256
3668.334961 69.254
3668.701172 69.252
3669.067383 69.250
3669.433594 69.249
3669.799805 69.247
3670.166016 69.245
3670.532227 69.243
3670.898438 69.241
3671.264648 69.240
3671.630859 69.238
3671.997070 69.236
3672.363281 69.234
3672.729492 69.233
3673.095703 69.231
3673.461914 69.229
3673.828125 69.227
3674.194336 69.226
3674.560547 69.224
3674.926758 69.222
3675.292969 69.220
3675.659180 69.218
3676.025391 69.217
3676.391602 69.215
3676.757812 69.213
3677.124023 69.211
3677.490234 69.210
3677.856445 69.208
3678.222656 69.206
3678.588867 69.204
3678.955078 69.202
3679.321289 69.201
3679.687500 69.199
3680.053711 69.197
3680.419922 69.195
3680.786133 69.194
3681.152344 69.192
3681.518555 69.190
3681.884766 69.188
3682.250977 69.187
3682.617188 69.185
3682.983398 69.183
3683.349609 69.181
3683.715820 69.179
3684.082031 69.178
3684.448242 69.176
3684.814453 69.174
3685.180664 69.172
3685.546875 69.171
3685.913086 69.169
3686.279297 69.167
3686.645508 69.165
3687.011719 69.163
3687.377930 69.162
3687.744141 69.160
3688.110352 69.158
3688.476562 69.156
3688.842773 69.154
3689.208984 69.153
3689.575195 69.151
3689.941406 69.149
3690.307617 69.147
3690.673828 69.145
3691.040039 69.143
3691.406250 69.142
3691.772461 69.140
3692.138672 69.138
3692.504883 69.136
3692.871094 69.134
3693.237305 69.133
3693.603516 69.131
3693.969727 69.129
3694.335938 69.127
3694.702148 69.125
3695.068359 69.123
3695.434570 69.122
3695.800781 69.120
3696.166992 69.118
3696.533203 69.116
3696.899414 69.114
3697.265625 69.113
3697.631836 69.111
3697.998047 69.109
3698.364258 69.107
3698.730469 69.105
3699.096680 69.103
3699.462891 69.102
3699.829102 69.100
3700.195312 69.098
3700.561523 69.096
3700.927734 69.094
3701.293945 69.093
3701.660156 69.091
3702.026367 69.089
3702.392578 69.087
3702.758789 69.085
3703.125000 69.084
3703.491211 69.082
3703.857422 69.080
3704.223633 69.078
3704.589844 69.077
3704.956055 69.075
3705.322266 69.073
3705.688477 69.071
3706.054688 69.070
3706.420898 69.068
3706.787109 69.066
3707.153320 69.065
3707.519531 69.063
3707.885742 69.061
3708.251953 69.059
3708.618164 69.058
3708.984375 69.056
3709.350586 69.054
3709.716797 69.052
3710.083008 69.051
3710.449219 69.049
3710.815430 69.047
3711.181641 69.046
3711.547852 69.044
3711.914062 69.042
3712.280273 69.040
3712.646484 69.039
3713.012695 69.037
3713.378906 69.035
3713.745117 69.033
3714.111328 69.032
3714.477539 69.030
3714.843750 69.028
3715.209961 69.027
3715.576172 69.025
3715.942383 69.023
3716.308594 69.022
3716.674805 69.020
3717.041016 69.018
3717.407227 69.017
3717.773438 69.015
3718.139648 69.013
3718.505859 69.011
3718.872070 69.010
3719.238281 69.008
3719.604492 69.006
3719.970703 69.004
3720.336914 69.003
3720.703125 69.001
3721.069336 69.000
3721.435547 68.998
3721.801758 68.996
3722.167969 68.994
3722.534180 68.993
3722.900391 68.991
3723.266602 68.990
3723.632812 68.988
3723.999023 68.986
3724.365234 68.985
3724.731445 68.983
3725.097656 68.981
3725.463867 68.980
3725.830078 68.978
3726.196289 68.976
3726.562500 68.975
3726.928711 68.973
3727.294922 68.972
3727.661133 68.970
3728.027344 68.968
3728.393555 68.967
3728.759766 68.965
3729.125977 68.964
3729.492188 68.962
3729.858398 68.960
3730.224609 68.959
3730.590820 68.957
3730.957031 68.956
3731.323242 68.954
3731.689453 68.952
3732.055664 68.951
3732.421875 68.949
3732.788086 68.948
3733.154297 68.946
3733.520508 68.945
3733.886719 68.943
3734.252930 68.942
3734.619141 68.940
3734.985352 68.939
3735.351562 68.937
3735.717773 68.936
3736.083984 68.934
3736.450195 68.933
3736.816406 68.931
3737.182617 68.930
3737.548828 68.928
3737.915039 68.927
3738.281250 68.925
3738.647461 68.924
3739.013672 68.922
3739.379883 68.921
3739.746094 68.919
3740.112305 68.918
3740.478516 68.916
3740.844727 68.915
3741.210938 68.914
3741.577148 68.912
3741.943359 68.910
3742.309570 68.909
3742.675781 68.908
3743.041992 68.906
3743.408203 68.905
3743.774414 68.903
3744.140625 68.902
3744.506836 68.901
3744.873047 68.899
3745.239258 68.898
3745.605469 68.896
3745.971680 68.895
3746.337891 68.893
3746.704102 68.892
3747.070312 68.891
3747.436523 68.889
3747.802734 68.888
3748.168945 68.886
3748.535156 68.885
3748.901367 68.884
3749.267578 68.883
3749.633789 68.881
3750.000000 68.880
3750.366211 68.878
3750.732422 68.877
3751.098633 68.876
3751.464844 68.874
3751.831055 68.873
3752.197266 68.872
3752.563477 68.870
3752.929688 68.869
3753.295898 68.868
3753.662109 68.866
3754.028320 68.865
3754.394531 68.864
3754.760742 68.863
3755.126953 68.861
3755.493164 68.860
3755.859375 68.859
3756.225586 68.858
3756.591797 68.856
3756.958008 68.855
3757.324219 68.854
3757.690430 68.853
3758.056641 68.851
3758.422852 68.850
3758.789062 68.849
3759.155273 68.848
3759.521484 68.847
3759.887695 68.845
3760.253906 68.844
3760.620117 68.843
3760.986328 68.842
3761.352539 68.841
3761.718750 68.840
3762.084961 68.839
3762.451172 68.838
3762.817383 68.836
3763.183594 68.835
3763.549805 68.834
3763.916016 68.833
3764.282227 68.832
3764.648438 68.831
3765.014648 68.830
3765.380859 68.829
3765.747070 68.827
3766.113281 68.826
3766.479492 68.825
3766.845703 68.824
3767.211914 68.823
3767.578125 68.822
3767.944336 68.821
3768.310547 68.820
3768.676758 68.819
3769.042969 68.818
3769.409180 68.817
3769.775391 68.816
3770.141602 68.815
3770.507812 68.814
3770.874023 68.813
3771.240234 68.812
3771.606445 68.811
3771.972656 68.810
3772.338867 68.809
3772.705078 68.808
3773.071289 68.807
3773.437500 68.806
3773.803711 68.805
3774.169922 68.804
3774.536133 68.803
3774.902344 68.802
3775.268555 68.802
3775.634766 68.801
3776.000977 68.800
3776.367188 68.799
3776.733398 68.798
3777.099609 68.797
3777.465820 68.796
3777.832031 68.795
3778.198242 68.794
3778.564453 68.793
3778.930664 68.793
3779.296875 68.792
3779.663086 68.791
3780.029297 68.790
3780.395508 68.789
3780.761719 68.788
3781.127930 68.788
3781.494141 68.787
3781.860352 68.786
3782.226562 68.785
3782.592773 68.784
3782.958984 68.784
3783.325195 68.783
3783.691406 68.782
3784.057617 68.781
3784.423828 68.780
3784.790039 68.780
3785.156250 68.779
3785.522461 68.778
3785.888672 68.777
3786.254883 68.777
3786.621094 68.776
3786.987305 68.775
3787.353516 68.775
3787.719727 68.774
3788.085938 68.773
3788.452148 68.773
3788.818359 68.772
3789.184570 68.772
3789.550781 68.771
3789.916992 68.770
3790.283203 68.770
3790.649414 68.769
3791.015625 68.768
3791.381836 68.768
3791.748047 68.767
3792.114258 68.766
3792.480469 68.766
3792.846680 68.765
3793.212891 68.765
3793.579102 68.764
3793.945312 68.763
3794.311523 68.763
3794.677734 68.762
3795.043945 68.762
3795.410156 68.761
3795.776367 68.761
3796.142578 68.760
3796.508789 68.760
3796.875000 68.759
3797.241211 68.759
3797.607422 68.758
3797.973633 68.758
3798.339844 68.757
3798.706055 68.757
3799.072266 68.756
3799.438477 68.756
3799.804688 68.755
3800.170898 68.755
3800.537109 68.754
3800.903320 68.754
3801.269531 68.754
3801.635742 68.753
3802.001953 68.753
3802.368164 68.752
3802.734375 68.752
3803.100586 68.752
3803.466797 68.751
3803.833008 68.751
3804.199219 68.750
3804.565430 68.750
3804.931641 68.750
3805.297852 68.750
3805.664062 68.749
3806.030273 68.749
3806.396484 68.748
3806.762695 68.748
3807.128906 68.748
3807.495117 68.748
3807.861328 68.747
3808.227539 68.747
3808.593750 68.747
3808.959961 68.746
3809.326172 68.746
3809.692383 68.746
3810.058594 68.745
3810.424805 68.745
3810.791016 68.745
3811.157227 68.745
3811.523438 68.745
3811.889648 68.744
3812.255859 68.744
3812.622070 68.744
3812.988281 68.744
3813.354492 68.744
3813.720703 68.743
3814.086914 68.743
3814.453125 68.743
3814.819336 68.743
3815.185547 68.743
3815.551758 68.743
3815.917969 68.742
3816.284180 68.742
3816.650391 68.742
3817.016602 68.742
3817.382812 68.742
3817.749023 68.742
3818.115234 68.742
3818.481445 68.742
3818.847656 68.742
3819.213867 68.742
3819.580078 68.742
3819.946289 68.742
3820.312500 68.742
3820.678711 68.742
3821.044922 68.742
3821.411133 68.742
3821.777344 68.741
3822.143555 68.742
3822.509766 68.742
3822.875977 68.742
3823.242188 68.742
3823.608398 68.742
3823.974609 68.742
3824.340820 68.742
3824.707031 68.742
3825.073242 68.742
3825.439453 68.742
3825.805664 68.742
3826.171875 68.742
3826.538086 68.742
3826.904297 68.742
3827.270508 68.743
3827.636719 68.743
3828.002930 68.743
3828.369141 68.743
3828.735352 68.743
3829.101562 68.743
3829.467773 68.743
3829.833984 68.743
3830.200195 68.744
3830.566406 68.744
3830.932617 68.744
3831.298828 68.744
3831.665039 68.744
3832.031250 68.744
3832.397461 68.745
3832.763672 68.745
3833.129883 68.745
3833.496094 68.745
3833.862305 68.745
3834.228516 68.746
3834.594727 68.746
3834.960938 68.746
3835.327148 68.747
3835.693359 68.747
3836.059570 68.747
3836.425781 68.748
3836.791992 68.748
3837.158203 68.748
3837.524414 68.748
3837.890625 68.749
3838.256836 68.749
3838.623047 68.749
3838.989258 68.750
3839.355469 68.750
3839.721680 68.750
3840.087891 68.751
3840.454102 68.751
3840.820312 68.751
3841.186523 68.752
3841.552734 68.752
3841.918945 68.753
3842.285156 68.753
3842.651367 68.753
3843.017578 68.754
3843.383789 68.755
3843.750000 68.755
3844.116211 68.755
3844.482422 68.756
3844.848633 68.756
3845.214844 68.757
3845.581055 68.757
3845.947266 68.757
3846.313477 68.758
3846.679688 68.758
3847.045898 68.759
3847.412109 68.760
3847.778320 68.760
3848.144531 68.761
3848.510742 68.761
3848.876953 68.762
3849.243164 68.762
3849.609375 68.763
3849.975586 68.763
3850.341797 68.764
3850.708008 68.764
3851.074219 68.765
3851.440430 68.766
3851.806641 68.766
3852.172852 68.767
3852.539062 68.767
3852.905273 68.768
3853.271484 68.769
3853.637695 68.769
3854.003906 68.770
3854.370117 68.771
3854.736328 68.771
3855.102539 68.772
3855.468750 68.773
3855.834961 68.773
3856.201172 68.774
3856.567383 68.775
3856.933594 68.775
3857.299805 68.776
3857.666016 68.777
3858.032227 68.778
3858.398438 68.778
3858.764648 68.779
3859.130859 68.780
3859.497070 68.781
3859.863281 68.781
3860.229492 68.782
3860.595703 68.783
3860.961914 68.784
3861.328125 68.785
3861.694336 68.785
3862.060547 68.786
3862.426758 68.787
3862.792969 68.787
3863.159180 68.788
3863.525391 68.789
3863.891602 68.790
3864.257812 68.791
3864.624023 68.792
3864.990234 68.793
3865.356445 68.794
3865.722656 68.794
3866.088867 68.795
3866.455078 68.796
3866.821289 68.797
3867.187500 68.798
3867.553711 68.799
3867.919922 68.799
3868.286133 68.800
3868.652344 68.801
3869.018555 68.802
3869.384766 68.803
3869.750977 68.804
3870.117188 68.805
3870.483398 68.806
3870.849609 68.807
3871.215820 68.808
3871.582031 68.809
3871.948242 68.810
3872.314453 68.811
3872.680664 68.812
3873.046875 68.813
3873.413086 68.814
3873.779297 68.814
3874.145508 68.816
3874.511719 68.817
3874.877930 68.818
3875.244141 68.819
3875.610352 68.820
3875.976562 68.821
3876.342773 68.822
3876.708984 68.823
3877.075195 68.824
3877.441406 68.825
3877.807617 68.826
3878.173828 68.827
3878.540039 68.828
3878.906250 68.829
3879.272461 68.830
3879.638672 68.831
3880.004883 68.832
3880.371094 68.834
3880.737305 68.835
3881.103516 68.836
3881.469727 68.837
3881.835938 68.838
3882.202148 68.839
3882.568359 68.840
3882.934570 68.842
3883.300781 68.843
3883.666992 68.844
3884.033203 68.845
3884.399414 68.846
3884.765625 68.847
3885.131836 68.849
3885.498047 68.850
3885.864258 68.851
3886.230469 68.852
3886.596680 68.853
3886.962891 68.855
3887.329102 68.856
3887.695312 68.857
3888.061523 68.858
3888.427734 68.860
3888.793945 68.861
3889.160156 68.862
3889.526367 68.863
3889.892578 68.865
3890.258789 68.866
3890.625000 68.867
3890.991211 68.869
3891.357422 68.870
3891.723633 68.871
3892.089844 68.872
3892.456055 68.874
3892.822266 68.875
3893.188477 68.876
3893.554688 68.878
3893.920898 68.879
3894.287109 68.880
3894.653320 68.882
3895.019531 68.883
3895.385742 68.884
3895.751953 68.886
3896.118164 68.887
3896.484375 68.888
3896.850586 68.890
3897.216797 68.891
3897.583008 68.892
3897.949219 68.894
3898.315430 68.895
3898.681641 68.897
3899.047852 68.898
3899.414062 68.899
3899.780273 68.901
3900.146484 68.902
3900.512695 68.904
3900.878906 68.905
3901.245117 68.907
3901.611328 68.908
3901.977539 68.909
3902.343750 68.911
3902.709961 68.912
3903.076172 68.914
3903.442383 68.915
3903.808594 68.916
3904.174805 68.918
3904.541016 68.920
3904.907227 68.921
3905.273438 68.923
3905.639648 68.924
3906.005859 68.925
3906.372070 68.927
3906.738281 68.928
3907.104492 68.930
3907.470703 68.932
3907.836914 68.933
3908.203125 68.935
3908.569336 68.936
3908.935547 68.938
3909.301758 68.939
3909.667969 68.941
3910.034180 68.942
3910.400391 68.944
3910.766602 68.946
3911.132812 68.947
3911.499023 68.949
3911.865234 68.950
3912.231445 68.952
3912.597656 68.953
3912.963867 68.955
3913.330078 68.957
3913.696289 68.958
3914.062500 68.960
3914.428711 68.962
3914.794922 68.963
3915.161133 68.965
3915.527344 68.967
3915.893555 68.968
3916.259766 68.970
3916.625977 68.971
3916.992188 68.973
3917.358398 68.975
3917.724609 68.976
3918.090820 68.978
3918.457031 68.980
3918.823242 68.981
3919.189453 68.983
3919.555664 68.985
3919.921875 68.986
3920.288086 68.988
3920.654297 68.990
3921.020508 68.992
3921.386719 68.993
3921.752930 68.995
3922.119141 68.997
3922.485352 68.998
3922.851562 69.000
3923.217773 69.002
3923.583984 69.003
3923.950195 69.005
3924.316406 69.007
3924.682617 69.009
3925.048828 69.010
3925.415039 69.012
3925.781250 69.014
