* Measurement data measured by REW V5.40 beta 133
* Source: 
* Format: 
* Dated: Sep 10, 2026, 1:32:15 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 71.3 dB
* Note: ; Copy of RMS Average 1
* Measurement: LR.RMS
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 1.0986328 Hz
*
* Freq(Hz) SPL(dB)
13118.408203 70.213
13118.774414 70.213
13119.140625 70.213
13119.506836 70.213
13119.873047 70.213
13120.239258 70.213
13120.605469 70.212
13120.971680 70.212
13121.337891 70.212
13121.704102 70.212
13122.070312 70.212
13122.436523 70.212
13122.802734 70.212
13123.168945 70.212
13123.535156 70.212
13123.901367 70.212
13124.267578 70.212
13124.633789 70.212
13125.000000 70.212
13125.366211 70.212
13125.732422 70.212
13126.098633 70.212
13126.464844 70.212
13126.831055 70.212
13127.197266 70.211
13127.563477 70.211
13127.929688 70.211
13128.295898 70.211
13128.662109 70.211
13129.028320 70.211
13129.394531 70.211
13129.760742 70.211
13130.126953 70.211
13130.493164 70.211
13130.859375 70.211
13131.225586 70.211
13131.591797 70.211
13131.958008 70.211
13132.324219 70.211
13132.690430 70.211
13133.056641 70.211
13133.422852 70.211
13133.789062 70.210
13134.155273 70.210
13134.521484 70.210
13134.887695 70.210
13135.253906 70.210
13135.620117 70.210
13135.986328 70.210
13136.352539 70.210
13136.718750 70.210
13137.084961 70.210
13137.451172 70.210
13137.817383 70.210
13138.183594 70.210
13138.549805 70.210
13138.916016 70.210
13139.282227 70.210
13139.648438 70.210
13140.014648 70.210
13140.380859 70.209
13140.747070 70.209
13141.113281 70.209
13141.479492 70.209
13141.845703 70.209
13142.211914 70.209
13142.578125 70.209
13142.944336 70.209
13143.310547 70.209
13143.676758 70.209
13144.042969 70.209
13144.409180 70.209
13144.775391 70.209
13145.141602 70.209
13145.507812 70.209
13145.874023 70.209
13146.240234 70.209
13146.606445 70.209
13146.972656 70.209
13147.338867 70.209
13147.705078 70.208
13148.071289 70.208
13148.437500 70.208
13148.803711 70.208
13149.169922 70.208
13149.536133 70.208
13149.902344 70.208
13150.268555 70.208
13150.634766 70.208
13151.000977 70.208
13151.367188 70.208
13151.733398 70.208
13152.099609 70.208
13152.465820 70.208
13152.832031 70.208
13153.198242 70.208
13153.564453 70.208
13153.930664 70.208
13154.296875 70.208
13154.663086 70.207
13155.029297 70.207
13155.395508 70.207
13155.761719 70.207
13156.127930 70.207
13156.494141 70.207
13156.860352 70.207
13157.226562 70.207
13157.592773 70.207
13157.958984 70.207
13158.325195 70.207
13158.691406 70.207
13159.057617 70.207
13159.423828 70.207
13159.790039 70.207
13160.156250 70.207
13160.522461 70.207
13160.888672 70.207
13161.254883 70.207
13161.621094 70.207
13161.987305 70.207
13162.353516 70.206
13162.719727 70.206
13163.085938 70.206
13163.452148 70.206
13163.818359 70.206
13164.184570 70.206
13164.550781 70.206
13164.916992 70.206
13165.283203 70.206
13165.649414 70.206
13166.015625 70.206
13166.381836 70.206
13166.748047 70.206
13167.114258 70.206
13167.480469 70.206
13167.846680 70.206
13168.212891 70.206
13168.579102 70.206
13168.945312 70.206
13169.311523 70.206
13169.677734 70.205
13170.043945 70.205
13170.410156 70.205
13170.776367 70.205
13171.142578 70.205
13171.508789 70.205
13171.875000 70.205
13172.241211 70.205
13172.607422 70.205
13172.973633 70.205
13173.339844 70.205
13173.706055 70.205
13174.072266 70.205
13174.438477 70.205
13174.804688 70.205
13175.170898 70.205
13175.537109 70.205
13175.903320 70.205
13176.269531 70.205
13176.635742 70.205
13177.001953 70.205
13177.368164 70.204
13177.734375 70.204
13178.100586 70.204
13178.466797 70.204
13178.833008 70.204
13179.199219 70.204
13179.565430 70.204
13179.931641 70.204
13180.297852 70.204
13180.664062 70.204
13181.030273 70.204
13181.396484 70.204
13181.762695 70.204
13182.128906 70.204
13182.495117 70.204
13182.861328 70.204
13183.227539 70.204
13183.593750 70.204
13183.959961 70.204
13184.326172 70.203
13184.692383 70.203
13185.058594 70.203
13185.424805 70.203
13185.791016 70.203
13186.157227 70.203
13186.523438 70.203
13186.889648 70.203
13187.255859 70.203
13187.622070 70.203
13187.988281 70.203
13188.354492 70.203
13188.720703 70.203
13189.086914 70.203
13189.453125 70.203
13189.819336 70.203
13190.185547 70.203
13190.551758 70.203
13190.917969 70.203
13191.284180 70.203
13191.650391 70.203
13192.016602 70.203
13192.382812 70.202
13192.749023 70.202
13193.115234 70.202
13193.481445 70.202
13193.847656 70.202
13194.213867 70.202
13194.580078 70.202
13194.946289 70.202
13195.312500 70.202
13195.678711 70.202
13196.044922 70.202
13196.411133 70.202
13196.777344 70.202
13197.143555 70.202
13197.509766 70.202
13197.875977 70.202
13198.242188 70.202
13198.608398 70.202
13198.974609 70.202
13199.340820 70.202
13199.707031 70.201
13200.073242 70.201
13200.439453 70.201
13200.805664 70.201
13201.171875 70.201
13201.538086 70.201
13201.904297 70.201
13202.270508 70.201
13202.636719 70.201
13203.002930 70.201
13203.369141 70.201
13203.735352 70.201
13204.101562 70.201
13204.467773 70.201
13204.833984 70.201
13205.200195 70.201
13205.566406 70.201
13205.932617 70.201
13206.298828 70.201
13206.665039 70.201
13207.031250 70.201
13207.397461 70.200
13207.763672 70.200
13208.129883 70.200
13208.496094 70.200
13208.862305 70.200
13209.228516 70.200
13209.594727 70.200
13209.960938 70.200
13210.327148 70.200
13210.693359 70.200
13211.059570 70.200
13211.425781 70.200
13211.791992 70.200
13212.158203 70.200
13212.524414 70.200
13212.890625 70.200
13213.256836 70.200
13213.623047 70.200
13213.989258 70.200
13214.355469 70.199
13214.721680 70.199
13215.087891 70.199
13215.454102 70.199
13215.820312 70.199
13216.186523 70.199
13216.552734 70.199
13216.918945 70.199
13217.285156 70.199
13217.651367 70.199
13218.017578 70.199
13218.383789 70.199
13218.750000 70.199
13219.116211 70.199
13219.482422 70.199
13219.848633 70.199
13220.214844 70.199
13220.581055 70.199
13220.947266 70.199
13221.313477 70.199
13221.679688 70.199
13222.045898 70.198
13222.412109 70.198
13222.778320 70.198
13223.144531 70.198
13223.510742 70.198
13223.876953 70.198
13224.243164 70.198
13224.609375 70.198
13224.975586 70.198
13225.341797 70.198
13225.708008 70.198
13226.074219 70.198
13226.440430 70.198
13226.806641 70.198
13227.172852 70.198
13227.539062 70.198
13227.905273 70.198
13228.271484 70.198
13228.637695 70.198
13229.003906 70.198
13229.370117 70.198
13229.736328 70.197
13230.102539 70.197
13230.468750 70.197
13230.834961 70.197
13231.201172 70.197
13231.567383 70.197
13231.933594 70.197
13232.299805 70.197
13232.666016 70.197
13233.032227 70.197
13233.398438 70.197
13233.764648 70.197
13234.130859 70.197
13234.497070 70.197
13234.863281 70.197
13235.229492 70.197
13235.595703 70.197
13235.961914 70.197
13236.328125 70.197
13236.694336 70.197
13237.060547 70.197
13237.426758 70.196
13237.792969 70.196
13238.159180 70.196
13238.525391 70.196
13238.891602 70.196
13239.257812 70.196
13239.624023 70.196
13239.990234 70.196
13240.356445 70.196
13240.722656 70.196
13241.088867 70.196
13241.455078 70.196
13241.821289 70.196
13242.187500 70.196
13242.553711 70.196
13242.919922 70.196
13243.286133 70.196
13243.652344 70.196
13244.018555 70.196
13244.384766 70.196
13244.750977 70.196
13245.117188 70.196
13245.483398 70.195
13245.849609 70.195
13246.215820 70.195
13246.582031 70.195
13246.948242 70.195
13247.314453 70.195
13247.680664 70.195
13248.046875 70.195
13248.413086 70.195
13248.779297 70.195
13249.145508 70.195
13249.511719 70.195
13249.877930 70.195
13250.244141 70.195
13250.610352 70.195
13250.976562 70.195
13251.342773 70.195
13251.708984 70.195
13252.075195 70.195
13252.441406 70.194
13252.807617 70.194
13253.173828 70.194
13253.540039 70.194
13253.906250 70.194
13254.272461 70.194
13254.638672 70.194
13255.004883 70.194
13255.371094 70.194
13255.737305 70.194
13256.103516 70.194
13256.469727 70.194
13256.835938 70.194
13257.202148 70.194
13257.568359 70.194
13257.934570 70.194
13258.300781 70.194
13258.666992 70.194
13259.033203 70.194
13259.399414 70.194
13259.765625 70.194
13260.131836 70.194
13260.498047 70.193
13260.864258 70.193
13261.230469 70.193
13261.596680 70.193
13261.962891 70.193
13262.329102 70.193
13262.695312 70.193
13263.061523 70.193
13263.427734 70.193
13263.793945 70.193
13264.160156 70.193
13264.526367 70.193
13264.892578 70.193
13265.258789 70.193
13265.625000 70.193
13265.991211 70.193
13266.357422 70.193
13266.723633 70.193
13267.089844 70.193
13267.456055 70.193
13267.822266 70.193
13268.188477 70.192
13268.554688 70.192
13268.920898 70.192
13269.287109 70.192
13269.653320 70.192
13270.019531 70.192
13270.385742 70.192
13270.751953 70.192
13271.118164 70.192
13271.484375 70.192
13271.850586 70.192
13272.216797 70.192
13272.583008 70.192
13272.949219 70.192
13273.315430 70.192
13273.681641 70.192
13274.047852 70.192
13274.414062 70.192
13274.780273 70.192
13275.146484 70.192
13275.512695 70.192
13275.878906 70.191
13276.245117 70.191
13276.611328 70.191
13276.977539 70.191
13277.343750 70.191
13277.709961 70.191
13278.076172 70.191
13278.442383 70.191
13278.808594 70.191
13279.174805 70.191
13279.541016 70.191
13279.907227 70.191
13280.273438 70.191
13280.639648 70.191
13281.005859 70.191
13281.372070 70.191
13281.738281 70.191
13282.104492 70.191
13282.470703 70.191
13282.836914 70.191
13283.203125 70.190
13283.569336 70.190
13283.935547 70.190
13284.301758 70.190
13284.667969 70.190
13285.034180 70.190
13285.400391 70.190
13285.766602 70.190
13286.132812 70.190
13286.499023 70.190
13286.865234 70.190
13287.231445 70.190
13287.597656 70.190
13287.963867 70.190
13288.330078 70.190
13288.696289 70.190
13289.062500 70.190
13289.428711 70.190
13289.794922 70.190
13290.161133 70.190
13290.527344 70.189
13290.893555 70.189
13291.259766 70.189
13291.625977 70.189
13291.992188 70.189
13292.358398 70.189
13292.724609 70.189
13293.090820 70.189
13293.457031 70.189
13293.823242 70.189
13294.189453 70.189
13294.555664 70.189
13294.921875 70.189
13295.288086 70.189
13295.654297 70.189
13296.020508 70.189
13296.386719 70.189
13296.752930 70.189
13297.119141 70.189
13297.485352 70.188
13297.851562 70.188
13298.217773 70.188
13298.583984 70.188
13298.950195 70.188
13299.316406 70.188
13299.682617 70.188
13300.048828 70.188
13300.415039 70.188
13300.781250 70.188
13301.147461 70.188
13301.513672 70.188
13301.879883 70.188
13302.246094 70.188
13302.612305 70.188
13302.978516 70.188
13303.344727 70.188
13303.710938 70.188
13304.077148 70.187
13304.443359 70.187
13304.809570 70.187
13305.175781 70.187
13305.541992 70.187
13305.908203 70.187
13306.274414 70.187
13306.640625 70.187
13307.006836 70.187
13307.373047 70.187
13307.739258 70.187
13308.105469 70.187
13308.471680 70.187
13308.837891 70.187
13309.204102 70.187
13309.570312 70.187
13309.936523 70.187
13310.302734 70.186
13310.668945 70.186
13311.035156 70.186
13311.401367 70.186
13311.767578 70.186
13312.133789 70.186
13312.500000 70.186
13312.866211 70.186
13313.232422 70.186
13313.598633 70.186
13313.964844 70.186
13314.331055 70.186
13314.697266 70.186
13315.063477 70.186
13315.429688 70.186
13315.795898 70.186
13316.162109 70.186
13316.528320 70.186
13316.894531 70.186
13317.260742 70.185
13317.626953 70.185
13317.993164 70.185
13318.359375 70.185
13318.725586 70.185
13319.091797 70.185
13319.458008 70.185
13319.824219 70.185
13320.190430 70.185
13320.556641 70.185
13320.922852 70.185
13321.289062 70.185
13321.655273 70.185
13322.021484 70.185
13322.387695 70.185
13322.753906 70.185
13323.120117 70.185
13323.486328 70.184
13323.852539 70.184
13324.218750 70.184
13324.584961 70.184
13324.951172 70.184
13325.317383 70.184
13325.683594 70.184
13326.049805 70.184
13326.416016 70.184
13326.782227 70.184
13327.148438 70.184
13327.514648 70.184
13327.880859 70.184
13328.247070 70.184
13328.613281 70.184
13328.979492 70.184
13329.345703 70.184
13329.711914 70.184
13330.078125 70.183
13330.444336 70.183
13330.810547 70.183
13331.176758 70.183
13331.542969 70.183
13331.909180 70.183
13332.275391 70.183
13332.641602 70.183
13333.007812 70.183
13333.374023 70.183
13333.740234 70.183
13334.106445 70.183
13334.472656 70.183
13334.838867 70.183
13335.205078 70.183
13335.571289 70.183
13335.937500 70.183
13336.303711 70.182
13336.669922 70.182
13337.036133 70.182
13337.402344 70.182
13337.768555 70.182
13338.134766 70.182
13338.500977 70.182
13338.867188 70.182
13339.233398 70.182
13339.599609 70.182
13339.965820 70.182
13340.332031 70.182
13340.698242 70.182
13341.064453 70.182
13341.430664 70.182
13341.796875 70.182
13342.163086 70.182
13342.529297 70.181
13342.895508 70.181
13343.261719 70.181
13343.627930 70.181
13343.994141 70.181
13344.360352 70.181
13344.726562 70.181
13345.092773 70.181
13345.458984 70.181
13345.825195 70.181
13346.191406 70.181
13346.557617 70.181
13346.923828 70.181
13347.290039 70.181
13347.656250 70.181
13348.022461 70.181
13348.388672 70.180
13348.754883 70.180
13349.121094 70.180
13349.487305 70.180
13349.853516 70.180
13350.219727 70.180
13350.585938 70.180
13350.952148 70.180
13351.318359 70.180
13351.684570 70.180
13352.050781 70.180
13352.416992 70.180
13352.783203 70.180
13353.149414 70.180
13353.515625 70.180
13353.881836 70.180
13354.248047 70.180
13354.614258 70.179
13354.980469 70.179
13355.346680 70.179
13355.712891 70.179
13356.079102 70.179
13356.445312 70.179
13356.811523 70.179
13357.177734 70.179
13357.543945 70.179
13357.910156 70.179
13358.276367 70.179
13358.642578 70.179
13359.008789 70.179
13359.375000 70.179
13359.741211 70.179
13360.107422 70.179
13360.473633 70.178
13360.839844 70.178
13361.206055 70.178
13361.572266 70.178
13361.938477 70.178
13362.304688 70.178
13362.670898 70.178
13363.037109 70.178
13363.403320 70.178
13363.769531 70.178
13364.135742 70.178
13364.501953 70.178
13364.868164 70.178
13365.234375 70.178
13365.600586 70.178
13365.966797 70.178
13366.333008 70.177
13366.699219 70.177
13367.065430 70.177
13367.431641 70.177
13367.797852 70.177
13368.164062 70.177
13368.530273 70.177
13368.896484 70.177
13369.262695 70.177
13369.628906 70.177
13369.995117 70.177
13370.361328 70.177
13370.727539 70.177
13371.093750 70.177
13371.459961 70.177
13371.826172 70.176
13372.192383 70.176
13372.558594 70.176
13372.924805 70.176
13373.291016 70.176
13373.657227 70.176
13374.023438 70.176
13374.389648 70.176
13374.755859 70.176
13375.122070 70.176
13375.488281 70.176
13375.854492 70.176
13376.220703 70.176
13376.586914 70.176
13376.953125 70.176
13377.319336 70.175
13377.685547 70.175
13378.051758 70.175
13378.417969 70.175
13378.784180 70.175
13379.150391 70.175
13379.516602 70.175
13379.882812 70.175
13380.249023 70.175
13380.615234 70.175
13380.981445 70.175
13381.347656 70.175
13381.713867 70.175
13382.080078 70.175
13382.446289 70.174
13382.812500 70.174
13383.178711 70.174
13383.544922 70.174
13383.911133 70.174
13384.277344 70.174
13384.643555 70.174
13385.009766 70.174
13385.375977 70.174
13385.742188 70.174
13386.108398 70.174
13386.474609 70.174
13386.840820 70.174
13387.207031 70.174
13387.573242 70.174
13387.939453 70.173
13388.305664 70.173
13388.671875 70.173
13389.038086 70.173
13389.404297 70.173
13389.770508 70.173
13390.136719 70.173
13390.502930 70.173
13390.869141 70.173
13391.235352 70.173
13391.601562 70.173
13391.967773 70.173
13392.333984 70.173
13392.700195 70.172
13393.066406 70.172
13393.432617 70.172
13393.798828 70.172
13394.165039 70.172
13394.531250 70.172
13394.897461 70.172
13395.263672 70.172
13395.629883 70.172
13395.996094 70.172
13396.362305 70.172
13396.728516 70.172
13397.094727 70.172
13397.460938 70.172
13397.827148 70.171
13398.193359 70.171
13398.559570 70.171
13398.925781 70.171
13399.291992 70.171
13399.658203 70.171
13400.024414 70.171
13400.390625 70.171
13400.756836 70.171
13401.123047 70.171
13401.489258 70.171
13401.855469 70.171
13402.221680 70.171
13402.587891 70.170
13402.954102 70.170
13403.320312 70.170
13403.686523 70.170
13404.052734 70.170
13404.418945 70.170
13404.785156 70.170
13405.151367 70.170
13405.517578 70.170
13405.883789 70.170
13406.250000 70.170
13406.616211 70.170
13406.982422 70.170
13407.348633 70.169
13407.714844 70.169
13408.081055 70.169
13408.447266 70.169
13408.813477 70.169
13409.179688 70.169
13409.545898 70.169
13409.912109 70.169
13410.278320 70.169
13410.644531 70.169
13411.010742 70.169
13411.376953 70.169
13411.743164 70.168
13412.109375 70.168
13412.475586 70.168
13412.841797 70.168
13413.208008 70.168
13413.574219 70.168
13413.940430 70.168
13414.306641 70.168
13414.672852 70.168
13415.039062 70.168
13415.405273 70.168
13415.771484 70.168
13416.137695 70.167
13416.503906 70.167
13416.870117 70.167
13417.236328 70.167
13417.602539 70.167
13417.968750 70.167
13418.334961 70.167
13418.701172 70.167
13419.067383 70.167
13419.433594 70.167
13419.799805 70.167
13420.166016 70.167
13420.532227 70.166
13420.898438 70.166
13421.264648 70.166
13421.630859 70.166
13421.997070 70.166
13422.363281 70.166
13422.729492 70.166
13423.095703 70.166
13423.461914 70.166
13423.828125 70.166
13424.194336 70.166
13424.560547 70.166
13424.926758 70.166
13425.292969 70.165
13425.659180 70.165
13426.025391 70.165
13426.391602 70.165
13426.757812 70.165
13427.124023 70.165
13427.490234 70.165
13427.856445 70.165
13428.222656 70.165
13428.588867 70.165
13428.955078 70.165
13429.321289 70.164
13429.687500 70.164
13430.053711 70.164
13430.419922 70.164
13430.786133 70.164
13431.152344 70.164
13431.518555 70.164
13431.884766 70.164
13432.250977 70.164
13432.617188 70.164
13432.983398 70.164
13433.349609 70.164
13433.715820 70.163
13434.082031 70.163
13434.448242 70.163
13434.814453 70.163
13435.180664 70.163
13435.546875 70.163
13435.913086 70.163
13436.279297 70.163
13436.645508 70.163
13437.011719 70.163
13437.377930 70.163
13437.744141 70.163
13438.110352 70.162
13438.476562 70.162
13438.842773 70.162
13439.208984 70.162
13439.575195 70.162
13439.941406 70.162
13440.307617 70.162
13440.673828 70.162
13441.040039 70.162
13441.406250 70.162
13441.772461 70.162
13442.138672 70.161
13442.504883 70.161
13442.871094 70.161
13443.237305 70.161
13443.603516 70.161
13443.969727 70.161
13444.335938 70.161
13444.702148 70.161
13445.068359 70.161
13445.434570 70.161
13445.800781 70.161
13446.166992 70.160
13446.533203 70.160
13446.899414 70.160
13447.265625 70.160
13447.631836 70.160
13447.998047 70.160
13448.364258 70.160
13448.730469 70.160
13449.096680 70.160
13449.462891 70.160
13449.829102 70.160
13450.195312 70.159
13450.561523 70.159
13450.927734 70.159
13451.293945 70.159
13451.660156 70.159
13452.026367 70.159
13452.392578 70.159
13452.758789 70.159
13453.125000 70.159
13453.491211 70.159
13453.857422 70.159
13454.223633 70.158
13454.589844 70.158
13454.956055 70.158
13455.322266 70.158
13455.688477 70.158
13456.054688 70.158
13456.420898 70.158
13456.787109 70.158
13457.153320 70.158
13457.519531 70.158
13457.885742 70.158
13458.251953 70.157
13458.618164 70.157
13458.984375 70.157
13459.350586 70.157
13459.716797 70.157
13460.083008 70.157
13460.449219 70.157
13460.815430 70.157
13461.181641 70.157
13461.547852 70.157
13461.914062 70.156
13462.280273 70.156
13462.646484 70.156
13463.012695 70.156
13463.378906 70.156
13463.745117 70.156
13464.111328 70.156
13464.477539 70.156
13464.843750 70.156
13465.209961 70.156
13465.576172 70.155
13465.942383 70.155
13466.308594 70.155
13466.674805 70.155
13467.041016 70.155
13467.407227 70.155
13467.773438 70.155
13468.139648 70.155
13468.505859 70.155
13468.872070 70.155
13469.238281 70.154
13469.604492 70.154
13469.970703 70.154
13470.336914 70.154
13470.703125 70.154
13471.069336 70.154
13471.435547 70.154
13471.801758 70.154
13472.167969 70.154
13472.534180 70.154
13472.900391 70.154
13473.266602 70.153
13473.632812 70.153
13473.999023 70.153
13474.365234 70.153
13474.731445 70.153
13475.097656 70.153
13475.463867 70.153
13475.830078 70.153
13476.196289 70.153
13476.562500 70.152
13476.928711 70.152
13477.294922 70.152
13477.661133 70.152
13478.027344 70.152
13478.393555 70.152
13478.759766 70.152
13479.125977 70.152
13479.492188 70.152
13479.858398 70.152
13480.224609 70.151
13480.590820 70.151
13480.957031 70.151
13481.323242 70.151
13481.689453 70.151
13482.055664 70.151
13482.421875 70.151
13482.788086 70.151
13483.154297 70.151
13483.520508 70.150
13483.886719 70.150
13484.252930 70.150
13484.619141 70.150
13484.985352 70.150
13485.351562 70.150
13485.717773 70.150
13486.083984 70.150
13486.450195 70.150
13486.816406 70.150
13487.182617 70.149
13487.548828 70.149
13487.915039 70.149
13488.281250 70.149
13488.647461 70.149
13489.013672 70.149
13489.379883 70.149
13489.746094 70.149
13490.112305 70.149
13490.478516 70.148
13490.844727 70.148
13491.210938 70.148
13491.577148 70.148
13491.943359 70.148
13492.309570 70.148
13492.675781 70.148
13493.041992 70.148
13493.408203 70.148
13493.774414 70.148
13494.140625 70.147
13494.506836 70.147
13494.873047 70.147
13495.239258 70.147
13495.605469 70.147
13495.971680 70.147
13496.337891 70.147
13496.704102 70.147
13497.070312 70.147
13497.436523 70.146
13497.802734 70.146
13498.168945 70.146
13498.535156 70.146
13498.901367 70.146
13499.267578 70.146
13499.633789 70.146
13500.000000 70.146
13500.366211 70.145
13500.732422 70.145
13501.098633 70.145
13501.464844 70.145
13501.831055 70.145
13502.197266 70.145
13502.563477 70.145
13502.929688 70.145
13503.295898 70.145
13503.662109 70.144
13504.028320 70.144
13504.394531 70.144
13504.760742 70.144
13505.126953 70.144
13505.493164 70.144
13505.859375 70.144
13506.225586 70.144
13506.591797 70.144
13506.958008 70.143
13507.324219 70.143
13507.690430 70.143
13508.056641 70.143
13508.422852 70.143
13508.789062 70.143
13509.155273 70.143
13509.521484 70.143
13509.887695 70.143
13510.253906 70.142
13510.620117 70.142
13510.986328 70.142
13511.352539 70.142
13511.718750 70.142
13512.084961 70.142
13512.451172 70.142
13512.817383 70.142
13513.183594 70.141
13513.549805 70.141
13513.916016 70.141
13514.282227 70.141
13514.648438 70.141
13515.014648 70.141
13515.380859 70.141
13515.747070 70.141
13516.113281 70.141
13516.479492 70.140
13516.845703 70.140
13517.211914 70.140
13517.578125 70.140
13517.944336 70.140
13518.310547 70.140
13518.676758 70.140
13519.042969 70.140
13519.409180 70.139
13519.775391 70.139
13520.141602 70.139
13520.507812 70.139
13520.874023 70.139
13521.240234 70.139
13521.606445 70.139
13521.972656 70.139
13522.338867 70.138
13522.705078 70.138
13523.071289 70.138
13523.437500 70.138
13523.803711 70.138
13524.169922 70.138
13524.536133 70.138
13524.902344 70.138
13525.268555 70.138
13525.634766 70.137
13526.000977 70.137
13526.367188 70.137
13526.733398 70.137
13527.099609 70.137
13527.465820 70.137
13527.832031 70.137
13528.198242 70.137
13528.564453 70.136
13528.930664 70.136
13529.296875 70.136
13529.663086 70.136
13530.029297 70.136
13530.395508 70.136
13530.761719 70.136
13531.127930 70.136
13531.494141 70.135
13531.860352 70.135
13532.226562 70.135
13532.592773 70.135
13532.958984 70.135
13533.325195 70.135
13533.691406 70.135
13534.057617 70.135
13534.423828 70.134
13534.790039 70.134
13535.156250 70.134
13535.522461 70.134
13535.888672 70.134
13536.254883 70.134
13536.621094 70.134
13536.987305 70.134
13537.353516 70.133
13537.719727 70.133
13538.085938 70.133
13538.452148 70.133
13538.818359 70.133
13539.184570 70.133
13539.550781 70.133
13539.916992 70.132
13540.283203 70.132
13540.649414 70.132
13541.015625 70.132
13541.381836 70.132
13541.748047 70.132
13542.114258 70.132
13542.480469 70.132
13542.846680 70.131
13543.212891 70.131
13543.579102 70.131
13543.945312 70.131
13544.311523 70.131
13544.677734 70.131
13545.043945 70.131
13545.410156 70.131
13545.776367 70.130
13546.142578 70.130
13546.508789 70.130
13546.875000 70.130
13547.241211 70.130
13547.607422 70.130
13547.973633 70.130
13548.339844 70.129
13548.706055 70.129
13549.072266 70.129
13549.438477 70.129
13549.804688 70.129
13550.170898 70.129
13550.537109 70.129
13550.903320 70.129
13551.269531 70.128
13551.635742 70.128
13552.001953 70.128
13552.368164 70.128
13552.734375 70.128
13553.100586 70.128
13553.466797 70.128
13553.833008 70.128
13554.199219 70.127
13554.565430 70.127
13554.931641 70.127
13555.297852 70.127
13555.664062 70.127
13556.030273 70.127
13556.396484 70.127
13556.762695 70.126
13557.128906 70.126
13557.495117 70.126
13557.861328 70.126
13558.227539 70.126
13558.593750 70.126
13558.959961 70.126
13559.326172 70.125
13559.692383 70.125
13560.058594 70.125
13560.424805 70.125
13560.791016 70.125
13561.157227 70.125
13561.523438 70.125
13561.889648 70.125
13562.255859 70.124
13562.622070 70.124
13562.988281 70.124
13563.354492 70.124
13563.720703 70.124
13564.086914 70.124
13564.453125 70.124
13564.819336 70.123
13565.185547 70.123
13565.551758 70.123
13565.917969 70.123
13566.284180 70.123
13566.650391 70.123
13567.016602 70.123
13567.382812 70.122
13567.749023 70.122
13568.115234 70.122
13568.481445 70.122
13568.847656 70.122
13569.213867 70.122
13569.580078 70.122
13569.946289 70.121
13570.312500 70.121
13570.678711 70.121
13571.044922 70.121
13571.411133 70.121
13571.777344 70.121
13572.143555 70.121
13572.509766 70.120
13572.875977 70.120
13573.242188 70.120
13573.608398 70.120
13573.974609 70.120
13574.340820 70.120
13574.707031 70.120
13575.073242 70.120
13575.439453 70.119
13575.805664 70.119
13576.171875 70.119
13576.538086 70.119
13576.904297 70.119
13577.270508 70.119
13577.636719 70.118
13578.002930 70.118
13578.369141 70.118
13578.735352 70.118
13579.101562 70.118
13579.467773 70.118
13579.833984 70.118
13580.200195 70.117
13580.566406 70.117
13580.932617 70.117
13581.298828 70.117
13581.665039 70.117
13582.031250 70.117
13582.397461 70.117
13582.763672 70.116
13583.129883 70.116
13583.496094 70.116
13583.862305 70.116
13584.228516 70.116
13584.594727 70.116
13584.960938 70.116
13585.327148 70.115
13585.693359 70.115
13586.059570 70.115
13586.425781 70.115
13586.791992 70.115
13587.158203 70.115
13587.524414 70.115
13587.890625 70.114
13588.256836 70.114
13588.623047 70.114
13588.989258 70.114
13589.355469 70.114
13589.721680 70.114
13590.087891 70.114
13590.454102 70.113
13590.820312 70.113
13591.186523 70.113
13591.552734 70.113
13591.918945 70.113
13592.285156 70.113
13592.651367 70.112
13593.017578 70.112
13593.383789 70.112
13593.750000 70.112
13594.116211 70.112
13594.482422 70.112
13594.848633 70.112
13595.214844 70.111
13595.581055 70.111
13595.947266 70.111
13596.313477 70.111
13596.679688 70.111
13597.045898 70.111
13597.412109 70.111
13597.778320 70.110
13598.144531 70.110
13598.510742 70.110
13598.876953 70.110
13599.243164 70.110
13599.609375 70.110
13599.975586 70.109
13600.341797 70.109
13600.708008 70.109
13601.074219 70.109
13601.440430 70.109
13601.806641 70.109
13602.172852 70.109
13602.539062 70.108
13602.905273 70.108
13603.271484 70.108
13603.637695 70.108
13604.003906 70.108
13604.370117 70.108
13604.736328 70.107
13605.102539 70.107
13605.468750 70.107
13605.834961 70.107
13606.201172 70.107
13606.567383 70.107
13606.933594 70.107
13607.299805 70.106
13607.666016 70.106
13608.032227 70.106
13608.398438 70.106
13608.764648 70.106
13609.130859 70.106
13609.497070 70.105
13609.863281 70.105
13610.229492 70.105
13610.595703 70.105
13610.961914 70.105
13611.328125 70.105
13611.694336 70.104
13612.060547 70.104
13612.426758 70.104
13612.792969 70.104
13613.159180 70.104
13613.525391 70.104
13613.891602 70.104
13614.257812 70.103
13614.624023 70.103
13614.990234 70.103
13615.356445 70.103
13615.722656 70.103
13616.088867 70.103
13616.455078 70.102
13616.821289 70.102
13617.187500 70.102
13617.553711 70.102
13617.919922 70.102
13618.286133 70.102
13618.652344 70.101
13619.018555 70.101
13619.384766 70.101
13619.750977 70.101
13620.117188 70.101
13620.483398 70.101
13620.849609 70.100
13621.215820 70.100
13621.582031 70.100
13621.948242 70.100
13622.314453 70.100
13622.680664 70.100
13623.046875 70.100
13623.413086 70.099
